Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-29T23:15:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1245.1,1240.7,1249.5,1276.6,1285.0,1287.2,1275.2,8.4,0.66,1285.0,1240.7,64.9,5.32,1285.0,1151.4,92.8,7.78,1557.8,1140.6,-215.8,-14.38,1572.1,1140.6,-272.5,-17.50,8509.6,8479.7,8539.9,8724.8,8789.8,8789.8,8479.7,451.0,5.41,8789.8,7869.0,659.4,8.11,10210.5,7636.0,-992.5,-10.15,10246.9,7636.0,-1362.5,-13.42,,
XSJ,Consumer Staples,7589.3,7524.7,7555.4,7642.6,7620.3,7679.1,7594.7,-22.3,-0.29,7642.6,7524.7,164.7,2.21,7642.6,7341.5,-1.4,-0.02,8013.9,7011.2,-94.2,-1.22,8235.1,7011.2,-470.7,-5.82,55458.0,54986.0,55209.9,55847.2,55684.0,55847.2,54986.0,1202.9,2.21,55847.2,53646.9,-10.6,-0.02,56701.2,49979.4,1886.1,3.51,57364.4,49979.4,-676.7,-1.20,,
XEJ,Energy,13674.2,13565.3,13623.4,14090.1,14059.4,14340.2,13961.5,-30.7,-0.22,14090.1,13565.3,866.0,6.56,14090.1,12049.0,1768.9,14.39,17736.5,11605.0,-2055.0,-12.75,17736.5,11605.0,-1153.9,-7.59,91180.6,90454.5,90842.1,93954.1,93749.5,93954.1,90454.5,5774.8,6.56,93954.1,80343.8,11795.4,14.39,116809.6,77383.0,-11343.7,-10.79,116809.6,77383.0,-5467.1,-5.51,,
XFJ,Financials,4092.0,4056.3,4076.5,4172.3,4191.1,4266.9,4172.3,18.8,0.45,4191.1,4056.3,203.6,5.11,4191.1,3639.7,369.8,9.68,4666.6,3596.7,-170.7,-3.91,4666.6,3596.7,-219.4,-4.97,35376.9,35068.5,35243.3,36071.6,36240.8,36240.8,35068.5,1767.1,5.13,36240.8,31466.8,3204.2,9.70,38822.8,30965.7,177.1,0.49,38822.8,30965.7,391.6,1.09,,
XXJ,Financial-x-A-REIT,4740.7,4703.0,4737.1,4855.7,4879.1,4979.2,4855.7,23.4,0.48,4879.1,4703.0,263.8,5.72,4879.1,4174.6,492.7,11.23,5430.9,4119.7,-184.7,-3.65,5430.9,4119.7,-230.2,-4.51,39289.5,38977.0,39259.4,40242.5,40435.9,40435.9,38977.0,2186.3,5.72,40435.9,34597.4,4083.1,11.23,43285.0,34142.5,295.1,0.74,43285.0,34142.5,635.3,1.60,,
XHJ,Health Care,7950.4,7696.7,7774.4,7858.9,7717.6,7904.0,7669.3,-141.3,-1.80,7950.4,7696.7,-143.7,-1.83,7968.8,7529.0,159.7,2.11,9186.8,7082.8,-1215.6,-13.61,9186.8,7082.8,-461.7,-5.65,47415.1,45902.1,46365.2,46869.5,46026.9,47415.1,45902.1,-857.0,-1.83,47525.2,44901.9,952.3,2.11,53892.5,41891.0,-5794.3,-11.18,53892.5,41891.0,-1421.1,-3.00,,
XNJ,Industrials,3356.2,3331.4,3331.4,3404.4,3400.6,3442.3,3393.1,-3.8,-0.11,3404.4,3331.4,129.1,3.95,3404.4,3031.9,245.1,7.77,3870.5,3031.9,-335.9,-8.99,3870.5,3031.9,-351.5,-9.37,25460.6,25272.1,25272.0,25826.1,25797.1,25826.1,25272.0,979.3,3.95,25826.1,22990.4,1872.9,7.83,28566.6,22990.4,-1763.1,-6.40,28566.6,22990.4,-1698.7,-6.18,,
XIJ,Info Technology,488.6,480.2,478.4,485.3,495.3,496.3,485.3,10.0,2.06,495.3,478.4,18.4,3.85,495.3,462.0,7.7,1.58,666.6,458.0,-149.4,-23.18,666.6,458.0,-121.9,-19.75,2985.9,2934.9,2923.7,2966.2,3027.2,3027.2,2923.7,112.3,3.85,3027.2,2823.8,47.2,1.58,3919.5,2743.0,-763.7,-20.15,3919.5,2743.0,-601.8,-16.58,,
XMJ,Materials,11445.0,11481.3,11495.7,11916.4,11948.4,12146.9,11901.0,32.0,0.27,11948.4,11445.0,906.0,8.20,11948.4,10457.0,929.2,8.43,15046.2,10436.7,-2132.2,-15.14,15046.2,10436.7,-1179.6,-8.99,73966.7,74201.5,74294.6,77013.3,77220.1,77220.1,73966.7,5855.4,8.20,77220.1,67581.8,6021.8,8.46,96133.1,67434.3,-11991.1,-13.44,96133.1,67434.3,-5875.4,-7.07,,
XPJ,A-REIT,796.1,785.9,780.3,792.2,794.4,801.4,790.8,2.2,0.28,796.1,780.3,14.7,1.88,796.1,742.0,14.7,1.89,887.0,708.9,-45.4,-5.41,887.0,708.9,-65.0,-7.57,19187.2,18942.0,18807.6,19092.6,19170.3,19187.2,18807.6,377.4,2.01,19187.2,17884.6,378.9,2.02,20646.7,17036.7,-183.6,-0.95,20646.7,17036.7,-352.6,-1.81,,
XTJ,Telecommunications,1087.4,1073.9,1076.7,1080.1,1064.5,1082.2,1061.1,-15.6,-1.44,1087.4,1064.5,-9.5,-0.89,1087.6,1030.9,5.7,0.54,1087.6,891.0,104.9,10.93,1087.6,891.0,143.4,15.57,11122.8,10984.7,11012.8,11047.4,10888.3,11122.8,10888.3,-97.4,-0.89,11125.1,10543.2,60.3,0.56,11125.1,8708.4,1913.7,21.32,11125.1,8339.6,2292.7,26.67,,
XUJ,Utilities,4424.6,4364.6,4330.1,4368.1,4380.4,4394.0,4336.1,12.3,0.28,4424.6,4330.1,27.3,0.63,4424.6,4178.3,122.8,2.88,4550.9,3990.1,-33.0,-0.75,4611.6,3990.1,-140.8,-3.11,40473.7,39924.4,39608.7,39956.4,40069.3,40473.7,39608.7,249.9,0.63,40473.7,38220.0,1123.7,2.89,41005.7,35021.3,1612.2,4.19,41005.7,35021.3,1281.3,3.30,,
XMM,Metals & Mining,4084.5,4100.6,4109.0,4266.2,4280.8,4355.5,4262.4,14.6,0.34,4280.8,4084.5,335.4,8.50,4280.8,3739.7,334.2,8.47,5491.6,3732.7,-864.9,-16.81,5491.6,3732.7,-475.0,-9.99,5438.4,5459.9,5471.0,5680.3,5699.8,5699.8,5438.4,446.6,8.50,5699.8,4979.4,446.5,8.50,7235.3,4968.6,-1024.3,-15.23,7235.3,4968.6,-514.8,-8.28,,
XGD,Gold,6712.9,6720.8,6932.7,7045.5,6937.8,7081.6,6888.4,-107.7,-1.53,7045.5,6712.9,269.3,4.04,7241.9,6615.2,61.6,0.90,8435.7,6432.0,-1161.3,-14.34,8435.7,6432.0,-754.0,-9.80,7668.2,7677.3,7919.3,8048.1,7925.1,8048.1,7668.2,307.7,4.04,8272.4,7556.7,70.3,0.90,9595.8,7347.4,-1267.8,-13.79,9595.8,7347.4,-805.4,-9.23,,
XJR,S&P/ASX 200 Res,4777.1,4782.0,4793.1,4973.8,4984.1,5071.7,4963.8,10.3,0.21,4984.1,4777.1,372.4,8.08,4984.1,4331.7,448.6,9.89,6355.0,4291.7,-924.7,-15.65,6355.0,4291.7,-521.0,-9.46,23801.0,23825.6,23880.9,24780.8,24832.3,24832.3,23801.0,1855.5,8.08,24832.3,21582.0,2239.5,9.91,31311.1,21378.1,-4027.8,-13.96,31311.1,21378.1,-2055.9,-7.65,,
,
