Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-06-30T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,4072.0,4056.3,4084.0,4085.6,4135.5,4155.2,4073.8,49.9,1.22,4135.5,4056.3,41.7,1.02,4183.9,4033.4,-32.7,-0.78,4504.8,4033.4,24.5,0.60,4716.0,3927.6,-512.4,-11.02,31227.3,31107.4,31319.8,31331.8,31714.3,31714.3,31107.4,380.5,1.21,32023.2,30869.4,-127.1,-0.40,34266.8,30869.4,880.9,2.86,34534.4,29204.1,-2317.2,-6.81,,
XAF,All Australian 50,4040.7,4030.7,4061.2,4060.1,4108.1,4133.1,4048.7,48.0,1.18,4108.1,4030.7,51.5,1.27,4135.4,3983.7,6.9,0.17,4413.6,3983.7,59.0,1.46,4624.7,3853.0,-463.8,-10.14,31658.0,31579.5,31818.9,31809.9,32185.8,32185.8,31579.5,448.1,1.41,32354.4,31167.4,179.1,0.56,34251.1,31167.4,1222.0,3.95,34440.1,29181.9,-1861.3,-5.47,,
XAT,All Australian 200,4014.9,4000.1,4029.2,4029.7,4080.1,4102.8,4017.8,50.4,1.25,4080.1,4000.1,44.6,1.10,4124.5,3973.9,-22.7,-0.55,4426.4,3973.9,29.4,0.73,4654.7,3855.4,-509.4,-11.10,31329.6,31213.6,31440.7,31444.8,31838.4,31838.4,31213.6,409.9,1.30,32121.5,30947.5,-42.8,-0.13,34230.5,30947.5,963.3,3.12,34588.8,29116.8,-2265.1,-6.64,,
XTL,S&P/ASX 20,2437.8,2429.9,2446.7,2448.3,2480.8,2495.7,2442.1,32.5,1.33,2480.8,2429.9,34.2,1.40,2495.3,2396.0,17.2,0.70,2659.9,2396.0,31.1,1.27,2807.0,2334.2,-296.6,-10.68,37486.5,37364.0,37621.9,37647.9,38147.2,38147.2,37364.0,526.3,1.40,38369.5,36842.5,383.8,1.02,40503.5,36842.5,1402.2,3.82,40963.3,34671.5,-2384.3,-5.88,,
XFL,S&P/ASX 50,4071.0,4061.8,4093.9,4094.5,4141.8,4166.8,4082.2,47.3,1.16,4141.8,4061.8,55.2,1.35,4164.7,4010.1,12.1,0.29,4442.6,4010.1,65.3,1.60,4640.9,3876.7,-448.0,-9.76,31855.3,31783.6,32034.7,32039.7,32409.9,32409.9,31783.6,476.9,1.49,32542.9,31334.8,220.7,0.69,34434.2,31334.8,1274.5,4.09,34531.1,29332.3,-1741.2,-5.10,,
XTO,S&P/ASX 100,3301.4,3291.2,3316.6,3317.3,3357.2,3376.6,3307.8,39.9,1.20,3357.2,3291.2,40.9,1.23,3384.4,3260.5,-6.6,-0.19,3618.2,3260.5,40.5,1.22,3796.5,3155.5,-392.4,-10.46,7831.3,7807.0,7867.3,7869.0,7963.6,7963.6,7807.0,111.9,1.43,8012.9,7719.3,18.3,0.23,8503.6,7719.3,282.0,3.67,8568.2,7240.1,-498.6,-5.89,,
XJO,S&P/ASX 200,4027.8,4013.3,4043.2,4044.8,4094.6,4117.0,4032.4,49.8,1.23,4094.6,4013.3,46.4,1.15,4136.9,3985.0,-19.8,-0.48,4435.9,3985.0,38.0,0.94,4654.7,3863.9,-496.6,-10.82,31383.9,31270.8,31503.6,31516.5,31904.5,31904.5,31270.8,423.0,1.34,32171.3,30989.0,-21.8,-0.07,34257.1,30989.0,1025.4,3.32,34549.4,29145.7,-2172.6,-6.38,,
XKO,S&P/ASX 300,4017.9,4002.9,4032.3,4033.8,4084.0,4105.5,4021.7,50.2,1.24,4084.0,4002.9,45.5,1.13,4127.9,3977.4,-23.5,-0.57,4432.4,3977.4,31.7,0.78,4658.0,3860.9,-508.2,-11.07,31217.0,31100.2,31328.1,31339.9,31730.0,31730.0,31100.2,413.7,1.32,32009.6,30841.3,-52.3,-0.16,34136.0,30841.3,963.4,3.13,34494.6,29050.7,-2276.4,-6.69,,
XMD,S&P/ASX MidCap 50,3470.8,3435.4,3456.5,3459.1,3514.6,3528.0,3442.9,55.5,1.60,3514.6,3435.4,9.1,0.26,3657.9,3435.4,-152.3,-4.15,3950.9,3435.4,-64.3,-1.80,4301.9,3408.2,-667.6,-15.96,8582.6,8495.1,8547.3,8553.8,8691.1,8691.1,8495.1,73.7,0.85,9002.8,8495.1,-311.7,-3.46,9693.0,8495.1,28.9,0.33,10166.8,8186.5,-1192.8,-12.07,,
XSO,S&P/ASX Small Ords,2097.7,2074.6,2080.7,2085.2,2121.1,2121.1,2075.0,35.9,1.72,2121.1,2074.6,-1.6,-0.07,2233.7,2074.6,-103.2,-4.64,2526.6,2074.6,-88.3,-3.99,2687.1,2074.6,-441.7,-17.23,4920.3,4866.2,4880.6,4891.1,4975.3,4975.3,4866.2,8.1,0.16,5225.3,4866.2,-228.1,-4.38,5892.6,4866.2,-133.5,-2.61,6116.7,4866.2,-856.7,-14.69,,
XDJ,Consumer Discretionary,1200.7,1196.0,1211.3,1221.1,1237.6,1239.7,1218.8,16.5,1.35,1237.6,1196.0,23.9,1.97,1247.8,1195.0,-11.9,-0.96,1313.3,1179.0,64.9,5.53,1383.7,1140.6,-133.9,-9.76,8427.6,8394.7,8502.0,8570.4,8686.3,8686.3,8394.7,171.6,2.02,8765.8,8383.2,-79.5,-0.91,9212.9,8076.6,652.8,8.13,9215.8,7636.0,-448.2,-4.91,,
