Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-07-20T23:15:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XFJ,Financials,5478.5,5498.8,5461.3,5491.7,5461.9,5512.8,5455.0,-29.8,-0.54,5498.8,5461.3,11.1,0.20,5498.8,5141.8,70.2,1.30,5851.4,4767.7,708.2,14.90,5851.4,4249.1,1146.9,26.58,52801.1,52996.7,52635.5,52928.5,52641.0,52996.7,52635.5,107.1,0.20,52996.7,49553.8,809.6,1.56,55686.0,44797.5,7982.4,17.87,55686.0,38670.7,13370.7,34.05,,
XXJ,Financial-x-A-REIT,6388.0,6414.7,6372.7,6406.8,6364.5,6431.5,6356.1,-42.3,-0.66,6414.7,6364.5,13.1,0.21,6414.7,5965.3,119.4,1.91,6823.1,5485.5,912.6,16.74,6823.1,4848.3,1441.6,29.28,59044.4,59291.4,58903.4,59218.7,58827.6,59291.4,58827.6,121.0,0.21,59291.4,55137.5,1104.2,1.91,62087.9,49449.4,9681.2,19.70,62087.9,42312.4,15864.6,36.93,,
XHJ,Health Care,13616.4,13591.5,13529.8,13417.1,13470.1,13555.9,13395.3,53.0,0.40,13616.4,13417.1,-128.1,-0.94,13628.2,12602.0,907.3,7.22,13628.2,11476.5,1837.5,15.80,13628.2,9250.0,4011.9,42.42,84312.9,84158.8,83776.8,83078.8,83407.0,84312.9,83078.8,-793.3,-0.94,84386.0,77789.1,5617.9,7.22,84386.0,70340.0,12110.0,16.99,84386.0,55899.1,26249.5,45.92,,
XNJ,Industrials,3712.5,3711.7,3726.3,3725.1,3696.9,3731.9,3683.3,-28.2,-0.76,3726.3,3696.9,-21.1,-0.57,3726.3,3461.4,93.8,2.60,3970.5,3461.4,145.2,4.09,3970.5,3159.7,414.5,12.63,30075.8,30069.6,30188.0,30178.1,29949.6,30188.0,29949.6,-171.4,-0.57,30188.0,28042.2,914.3,3.15,31601.8,28042.2,1711.4,6.06,31601.8,24610.7,4382.6,17.14,,
XIJ,Info Technology,697.0,698.4,678.4,678.7,676.5,684.2,673.2,-2.2,-0.32,698.4,676.5,-12.9,-1.87,698.4,662.8,-6.4,-0.94,734.7,611.4,79.9,13.39,734.7,500.2,162.6,31.63,4500.6,4509.9,4380.8,4382.7,4368.4,4509.9,4368.4,-83.3,-1.87,4509.9,4280.2,-41.3,-0.94,4744.0,3884.8,577.7,15.24,4744.0,3120.9,1161.6,36.22,,
XMJ,Materials,9051.9,9056.2,9213.0,9196.7,9082.7,9234.6,9000.5,-114.0,-1.24,9213.0,9051.9,-3.3,-0.04,9213.0,8283.8,183.7,2.06,11228.0,8283.8,-1518.2,-14.32,11228.0,8283.8,-204.3,-2.20,61093.5,61122.4,62180.8,62070.8,61301.7,62180.8,61093.5,-22.0,-0.04,62180.8,55909.5,1259.3,2.10,74792.0,55909.5,-9312.8,-13.19,74792.0,55909.5,386.7,0.63,,
XPJ,A-REIT,1027.6,1028.7,1020.1,1027.0,1028.2,1033.1,1023.4,1.2,0.12,1028.7,1020.1,2.0,0.19,1045.5,986.1,-20.6,-1.96,1135.4,960.8,54.4,5.58,1135.4,892.9,120.8,13.32,27518.0,27546.3,27316.5,27501.0,27533.0,27546.3,27316.5,52.8,0.19,27997.5,26399.0,-100.3,-0.36,29914.8,25044.0,2175.2,8.58,29914.8,22601.7,4566.4,19.88,,
XTJ,Telecommunications,1668.6,1676.7,1664.5,1678.6,1691.8,1701.9,1678.6,13.2,0.79,1691.8,1664.5,23.4,1.40,1691.8,1554.0,87.2,5.44,1773.8,1515.3,195.8,13.09,1773.8,1272.2,341.5,25.29,18993.9,19085.4,18947.5,19107.1,19258.3,19258.3,18947.5,267.2,1.41,19258.3,17688.9,993.6,5.44,20191.3,16745.5,2725.9,16.49,20191.3,13641.6,4875.9,33.90,,
XUJ,Utilities,5556.5,5539.9,5484.6,5479.2,5530.9,5541.8,5479.2,51.7,0.94,5556.5,5479.2,-30.2,-0.54,5561.1,5168.0,135.2,2.51,5815.8,5168.0,273.0,5.19,5815.8,4822.3,460.6,9.08,56134.3,55966.3,55408.4,55353.7,55875.7,56134.3,55353.7,-305.2,-0.54,56180.9,52209.3,2025.0,3.76,57869.0,51459.2,4177.9,8.08,57869.0,46698.6,7425.9,15.33,,
XMM,Metals & Mining,2951.5,2959.7,3022.9,3023.3,2999.4,3039.1,2974.0,-23.9,-0.79,3023.3,2951.5,32.4,1.09,3023.3,2682.0,73.1,2.50,3841.7,2682.0,-644.0,-17.68,3841.7,2682.0,-181.9,-5.72,4082.1,4093.5,4180.9,4181.5,4148.5,4181.5,4082.1,44.9,1.09,4181.5,3709.5,101.1,2.50,5249.3,3709.5,-829.9,-16.67,5249.3,3709.5,-137.2,-3.20,,
XGD,Gold,2436.2,2389.3,2428.3,2363.5,2387.7,2400.6,2330.7,24.2,1.02,2436.2,2363.5,-111.1,-4.45,2498.8,2008.5,-79.3,-3.21,5191.8,2008.5,-2511.0,-51.26,6250.3,2008.5,-2350.0,-49.60,2819.2,2764.9,2810.1,2735.0,2763.0,2819.2,2735.0,-128.7,-4.45,2891.6,2324.2,-91.8,-3.22,5987.1,2324.2,-2886.1,-51.09,7201.8,2324.2,-2667.0,-49.12,,
XJR,S&P/ASX 200 Res,3819.0,3822.3,3879.5,3886.3,3865.4,3900.9,3831.9,-20.9,-0.54,3886.3,3819.0,35.6,0.93,3886.3,3468.3,122.1,3.26,4567.3,3468.3,-445.2,-10.33,4567.3,3468.3,9.7,0.25,19772.9,19790.3,20086.4,20121.6,20013.2,20121.6,19772.9,184.1,0.93,20121.6,17957.3,632.0,3.26,23355.8,17957.3,-2029.9,-9.21,23355.8,17957.3,575.9,2.96,,
,
