Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-11-09T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 4,Nov 5,Nov 6,Nov 7,Nov 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 4,Nov 5,Nov 6,Nov 7,Nov 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XAO,All Ordinaries,5384.2,5425.7,5426.0,5415.4,5394.4,5415.4,5374.2,-21.0,-0.39,5426.0,5384.2,-12.1,-0.22,5437.3,5146.2,246.3,4.78,5437.3,5437.3,729.8,15.65,5437.3,5437.3,911.9,20.34,43761.5,44098.2,44101.8,44158.9,44068.0,44158.9,43761.5,125.1,0.28,44191.5,41821.8,2231.8,5.33,44191.5,37020.3,7425.4,20.26,44191.5,34178.2,8944.8,25.47,,
XAF,All Australian 50,5510.4,5550.0,5560.4,5543.0,5523.6,5543.0,5502.1,-19.4,-0.35,5560.4,5510.4,-5.8,-0.10,5561.2,5249.7,272.8,5.20,5561.2,5561.2,825.9,17.58,5561.2,5561.2,1018.2,22.60,45913.1,46243.3,46329.2,46381.3,46332.8,46381.3,45913.1,261.6,0.57,46381.3,43740.8,2582.8,5.90,46381.3,38052.6,8570.6,22.70,46381.3,35183.4,10178.3,28.15,,
XAT,All Australian 200,5347.6,5389.0,5391.1,5379.4,5359.1,5379.4,5338.5,-20.3,-0.38,5391.1,5347.6,-9.1,-0.17,5399.5,5104.3,253.0,4.95,5399.5,5399.5,727.8,15.71,5399.5,5399.5,914.4,20.57,44312.3,44655.4,44673.7,44742.6,44666.7,44742.6,44312.3,183.0,0.41,44742.6,42295.1,2357.1,5.57,44742.6,37380.5,7612.4,20.54,44742.6,34495.2,9191.2,25.91,,
XTL,S&P/ASX 20,3410.4,3435.0,3445.1,3430.9,3419.7,3430.9,3402.8,-11.2,-0.33,3445.1,3410.4,-0.8,-0.02,3445.1,3229.1,188.7,5.84,3445.1,3445.1,553.1,19.30,3445.1,3445.1,678.0,24.73,55828.2,56231.4,56396.5,56458.8,56442.4,56458.8,55828.2,448.6,0.80,56458.8,52861.3,3550.0,6.71,56458.8,45563.7,11183.2,24.71,56458.8,42090.9,13155.0,30.39,,
XFL,S&P/ASX 50,5576.9,5616.8,5627.4,5609.6,5589.0,5609.6,5567.1,-20.6,-0.37,5627.4,5576.9,-6.6,-0.12,5628.4,5311.8,275.2,5.18,5628.4,5628.4,856.4,18.09,5628.4,5628.4,1049.0,23.11,46392.3,46724.6,46812.4,46862.3,46804.4,46862.3,46392.3,256.6,0.55,46862.3,44187.7,2600.4,5.88,46862.3,38295.2,8812.7,23.20,46862.3,35398.8,10421.3,28.64,,
XTO,S&P/ASX 100,4474.4,4507.4,4511.5,4500.7,4482.4,4500.7,4465.5,-18.3,-0.41,4511.5,4474.4,-7.1,-0.16,4513.5,4269.9,210.7,4.93,4513.5,4513.5,661.7,17.32,4513.5,4513.5,819.0,22.36,11274.0,11357.2,11367.6,11384.6,11363.0,11384.6,11274.0,50.7,0.45,11384.6,10758.5,599.9,5.57,11384.6,9380.5,2068.2,22.25,11384.6,8647.2,2472.0,27.80,,
XJO,S&P/ASX 200,5390.5,5432.0,5433.8,5422.0,5400.7,5422.0,5379.9,-21.3,-0.39,5433.8,5390.5,-10.4,-0.19,5441.4,5147.1,251.3,4.88,5441.4,5441.4,751.8,16.17,5441.4,5441.4,938.7,21.04,44584.1,44926.7,44942.0,45009.1,44924.3,45009.1,44584.1,169.9,0.38,45009.1,42569.6,2336.1,5.49,45009.1,37467.1,7789.8,20.98,45009.1,34568.7,9369.0,26.35,,
XVI,S&P/ASX 200 VIX,12.473,12.318,12.391,12.217,12.496,12.717,12.340,0.279,2.28,12.496,12.217,0.314,2.58,16.327,11.776,-3.829,-23.45,21.700,11.776,-4636.454,-99.73,21.700,11.776,-4449.528,-99.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,,
XKO,S&P/ASX 300,5342.1,5383.1,5384.6,5373.1,5352.5,5373.1,5331.5,-20.6,-0.38,5384.6,5342.1,-10.3,-0.19,5395.3,5103.8,246.3,4.82,5395.3,5395.3,726.2,15.70,5395.3,5395.3,908.1,20.43,44037.3,44375.0,44388.5,44452.6,44372.0,44452.6,44037.3,163.7,0.37,44475.2,42071.2,2281.1,5.42,44475.2,37184.2,7532.0,20.45,44475.2,34326.6,9065.1,25.68,,
XMD,S&P/ASX MidCap 50,4284.9,4324.8,4291.7,4311.2,4277.5,4311.2,4265.8,-33.7,-0.78,4324.8,4277.5,-23.5,-0.55,4324.8,4158.9,115.0,2.76,4324.8,4324.8,414.5,10.73,4324.8,4324.8,588.5,15.95,11175.2,11279.2,11192.6,11252.3,11164.3,11279.2,11164.3,-52.7,-0.47,11279.2,10844.3,310.6,2.86,11279.2,9756.1,1394.9,14.28,11279.2,8970.1,1911.5,20.66,,
