Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-12-06T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 1,Dec 2,Dec 3,Dec 4,Dec 5,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 1,Dec 2,Dec 3,Dec 4,Dec 5,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,1963.8,1981.5,2008.2,2021.3,2017.7,2031.3,2010.6,-3.6,-0.18,2021.3,1963.8,-24.1,-1.18,2123.9,1963.8,-87.3,-4.15,2290.0,1963.8,-175.9,-8.02,2290.0,1963.8,-76.1,-3.63,4976.4,5021.2,5089.3,5122.4,5113.2,5122.4,4976.4,-60.3,-1.16,5381.2,4976.4,-219.3,-4.11,5754.2,4976.4,-290.2,-5.37,5754.2,4976.4,-30.2,-0.59,,
XDJ,Consumer Discretionary,1764.4,1784.0,1800.3,1799.0,1793.7,1811.9,1790.7,-5.3,-0.29,1800.3,1764.4,-4.1,-0.23,1865.1,1764.4,-43.2,-2.35,1913.4,1688.9,-37.4,-2.04,1913.4,1688.9,39.6,2.26,13542.0,13692.3,13817.6,13807.6,13766.8,13817.6,13542.0,-31.7,-0.23,14301.8,13542.0,-314.8,-2.24,14336.1,12735.0,169.5,1.25,14336.1,12735.0,749.4,5.76,,
XSJ,Consumer Staples,9087.3,9037.6,9197.9,9257.4,9224.9,9339.2,9200.2,-32.5,-0.35,9257.4,9037.6,-29.8,-0.32,10016.4,9037.6,-639.6,-6.48,10424.5,9037.6,-791.1,-7.90,10424.5,9037.6,-412.2,-4.28,75749.4,75335.4,76671.1,77212.0,76941.1,77212.0,75335.4,-204.1,-0.26,83486.5,75335.4,-5279.3,-6.42,85101.4,75335.4,-3240.8,-4.04,85101.4,75335.4,-149.3,-0.19,,
XEJ,Energy,11048.9,11254.9,11387.3,11411.6,11172.4,11413.6,11143.0,-239.2,-2.10,11411.6,11048.9,-632.9,-5.36,13746.9,11048.9,-2210.9,-16.52,15327.0,11048.9,-2450.5,-17.99,15327.0,11048.9,-2121.7,-15.96,80289.1,81786.5,82748.3,82925.2,81187.0,82925.2,80289.1,-4598.9,-5.36,99894.8,80289.1,-16065.6,-16.52,111140.9,80289.1,-14583.0,-15.23,111140.9,80289.1,-12271.0,-13.13,,
XFJ,Financials,6041.7,6117.0,6142.3,6198.6,6164.3,6220.6,6120.7,-34.3,-0.55,6198.6,6041.7,64.6,1.06,6304.2,6041.7,-161.9,-2.56,6347.7,5503.9,288.6,4.91,6347.7,5503.9,418.7,7.29,62862.6,63646.6,63910.1,64496.3,64139.5,64496.3,62862.6,673.0,1.06,65253.3,62862.6,-833.8,-1.28,65253.3,54492.0,5969.4,10.26,65253.3,54492.0,7402.4,13.05,,
XXJ,Financial-x-A-REIT,7024.2,7099.7,7126.6,7202.4,7165.2,7228.0,7103.5,-37.2,-0.52,7202.4,7024.2,59.9,0.84,7376.2,7024.2,-235.7,-3.18,7434.3,6467.5,183.6,2.63,7434.3,6467.5,361.1,5.31,70193.6,70947.6,71218.1,71975.2,71603.4,71975.2,70193.6,599.3,0.84,73263.5,70193.6,-1241.2,-1.70,73263.5,61376.9,5347.3,8.07,73263.5,61376.9,7031.4,10.89,,
XHJ,Health Care,16519.2,16764.6,17050.6,17214.5,17017.7,17323.2,16936.4,-196.8,-1.14,17214.5,16519.2,459.8,2.78,17214.5,15907.0,755.0,4.64,17214.5,13849.2,2650.4,18.45,17214.5,13849.2,3148.9,22.70,105798.7,107370.8,109202.4,110252.2,108991.3,110252.2,105798.7,2944.4,2.78,110252.2,101877.9,4870.0,4.68,110252.2,86829.4,18944.5,21.04,110252.2,85487.9,22068.5,25.39,,
XNJ,Industrials,4043.1,4093.9,4138.9,4179.7,4209.7,4234.2,4179.7,30.0,0.72,4209.7,4043.1,104.8,2.55,4209.7,4043.1,37.4,0.90,4299.8,3771.2,240.8,6.07,4299.8,3771.2,420.5,11.10,34458.1,34907.8,35291.1,35639.1,35894.8,35894.8,34458.1,910.1,2.60,35894.8,34458.1,335.4,0.94,36428.8,31167.8,3093.3,9.43,36428.8,30581.2,4765.2,15.31,,
XIJ,Info Technology,737.0,745.1,752.3,761.2,765.8,773.5,757.3,4.6,0.60,765.8,737.0,3.8,0.50,807.2,737.0,-34.0,-4.26,837.6,702.5,24.3,3.28,837.6,702.5,41.8,5.77,4958.9,5013.6,5061.9,5122.2,5152.9,5152.9,4958.9,30.1,0.59,5426.9,4958.9,-224.4,-4.17,5555.5,4603.8,293.8,6.05,5555.5,4603.8,408.2,8.60,,
XMJ,Materials,8333.1,8585.9,8646.7,8802.9,8694.3,8802.9,8638.4,-108.6,-1.23,8802.9,8333.1,-66.8,-0.76,9406.0,8333.1,-515.3,-5.60,10774.9,8333.1,-1515.4,-14.84,10774.9,8333.1,-1128.3,-11.49,59081.0,60873.0,61304.7,62411.9,61642.1,62411.9,59081.0,-407.4,-0.66,66551.5,59081.0,-3519.6,-5.40,73944.4,59081.0,-8399.2,-11.99,73944.4,59081.0,-5732.1,-8.51,,
XPJ,A-REIT,1154.3,1180.2,1187.3,1188.4,1179.3,1196.3,1179.3,-9.1,-0.77,1188.4,1154.3,26.7,2.32,1188.4,1130.1,13.9,1.19,1188.4,980.1,194.4,19.74,1188.4,980.1,195.6,19.88,33068.8,33809.3,34012.1,34043.3,33783.6,34043.3,33068.8,765.4,2.32,34043.3,32374.9,397.7,1.19,34043.3,27037.3,6622.5,24.38,34043.3,26036.8,7147.5,26.83,,
XTJ,Telecommunications,1976.9,1993.8,1999.4,1999.1,1993.3,2015.7,1989.5,-5.8,-0.29,1999.4,1976.9,-7.2,-0.36,2040.2,1976.9,15.3,0.77,2040.2,1741.3,171.7,9.43,2040.2,1741.3,273.3,15.89,24396.0,24604.6,24673.6,24669.3,24597.5,24673.6,24396.0,-89.5,-0.36,25176.7,24396.0,188.1,0.77,25176.7,20377.3,3280.6,15.39,25176.7,20103.7,4471.6,22.22,,
XUJ,Utilities,5814.8,5946.6,6067.3,6029.0,6021.9,6071.4,5998.2,-7.1,-0.12,6067.3,5814.8,151.6,2.58,6096.4,5814.8,7.7,0.13,6096.4,5357.0,642.4,11.94,6096.4,5357.0,730.6,13.81,63009.3,64437.9,65745.8,65330.2,65254.1,65745.8,63009.3,1642.9,2.58,65866.2,63009.3,275.6,0.42,65866.2,55642.3,9378.3,16.78,65866.2,53514.4,10934.6,20.13,,
XMM,Metals & Mining,2565.1,2654.4,2667.3,2716.5,2668.8,2716.5,2652.2,-47.7,-1.76,2716.5,2565.1,-60.3,-2.21,2963.2,2565.1,-228.7,-7.89,3522.5,2565.1,-670.5,-20.08,3522.5,2565.1,-551.6,-17.13,3715.6,3844.9,3863.7,3934.9,3865.8,3934.9,3715.6,-87.4,-2.21,4292.3,3715.6,-331.3,-7.89,4948.8,3715.6,-824.8,-17.58,4948.8,3715.6,-657.7,-14.54,,
XGD,Gold,1701.7,1826.8,1836.1,1921.3,1913.2,1937.3,1888.0,-8.1,-0.42,1921.3,1701.7,-9.0,-0.47,2008.1,1665.3,211.7,12.44,2679.6,1665.3,14.8,0.78,2679.6,1665.3,174.9,10.06,1984.2,2130.1,2140.9,2240.2,2230.8,2240.2,1984.2,-10.5,-0.47,2341.5,1941.8,246.8,12.44,3119.4,1941.8,22.3,1.01,3119.4,1941.8,208.5,10.31,,
XJR,S&P/ASX 200 Res,3270.1,3368.5,3392.1,3438.1,3373.6,3438.1,3358.1,-64.5,-1.88,3438.1,3270.1,-107.7,-3.09,3868.9,3270.1,-402.8,-10.67,4376.0,3270.1,-812.7,-19.41,4376.0,3270.1,-677.4,-16.72,17751.6,18285.9,18414.1,18663.3,18313.5,18663.3,17751.6,-584.7,-3.09,21001.9,17751.6,-2186.3,-10.66,23407.3,17751.6,-3698.9,-16.80,23407.3,17751.6,-2987.3,-14.02,,
,
