Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 11:27 Saturday 28/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Sep,10,15.00,0.28,0.24,13,335,14.20,0.67,8.16,,,
Oct,10,15.00,0.38,0.26,44,20,15.20,0.65,7.63,,,
Oct,10,15.50,0.16,0.15,136,222,14.30,0.44,6.11,,,
Nov,10,15.50,0.25,0.25,12,33,14.40,0.48,6.47,,,
Nov,10,16.00,0.11,0.11,12,60,13.50,0.30,2.77,,,
Jun,11,15.50,0.75,0.73,5,6,16.80,0.60,5.99,,,
Asciano Grp Last Sale Price $1.63,,,,,,,,,,,,
Sep,10,0.01,1.62,1.65,100,300,-,-,-,,,
Sep,10,1.70,0.01,0.02,110,1144,23.00,0.28,12.00,,,
Oct,10,1.70,0.04,0.04,48,320,20.90,0.37,12.44,,,
Oct,10,1.80,0.01,0.01,405,609,20.90,0.16,3.55,,,
Amcor Ltd Last Sale Price $6.67,,,,,,,,,,,,
Sep,10,6.50,0.20,0.17,32,660,18.80,0.73,4.89,,,
Oct,10,6.75,0.16,0.17,40,49,22.40,0.51,13.46,,,
Nov,10,6.75,0.23,0.23,200,12,23.40,0.53,13.53,,,
Dec,10,6.50,0.39,0.47,13,206,23.00,0.66,9.89,,,
Dec,10,7.00,0.17,0.14,50,163,21.70,0.43,7.82,,,
Jun,11,7.00,0.40,-,13,-,23.30,0.54,7.18,,,
AMP Ltd Last Sale Price $4.95,,,,,,,,,,,,
Sep,10,4.75,0.22,0.21,5,34,21.90,0.79,5.27,,,
Sep,10,5.00,0.08,0.06,27,648,25.70,0.48,21.07,,,
Sep,10,5.50,0.01,0.01,4,1123,28.00,0.10,1.58,,,
Oct,10,5.00,0.13,0.13,19,100,24.10,0.52,14.63,,,
Oct,10,5.25,0.07,0.06,16,829,25.30,0.34,7.61,,,
Nov,10,5.00,0.19,0.20,305,58,26.40,0.54,15.40,,,
Dec,10,5.50,0.09,0.09,15,702,25.90,0.30,5.27,,,
Mar,11,5.25,0.19,0.19,1,-,23.70,0.48,6.67,,,
Dec,13,3.00,2.04,2.00,17,8,42.40,0.91,0.52,,,
ANZ Banking Grp Last Sale Price $22.44,,,,,,,,,,,,
Sep,10,0.01,22.50,22.35,20,509,-,-,4.36,,,
Sep,10,21.50,1.31,1.36,18,423,29.30,0.74,21.78,,,
Sep,10,22.00,0.94,0.97,115,1004,27.20,0.64,29.34,,,
Sep,10,22.50,0.60,0.61,104,1086,24.30,0.52,34.85,,,
Sep,10,23.00,0.36,0.39,173,1212,23.10,0.39,20.91,,,
Sep,10,23.50,0.18,0.19,226,1118,21.60,0.25,10.46,,,
Sep,10,24.00,0.09,0.09,151,1417,21.00,0.14,4.94,,,
Oct,10,22.00,1.34,1.30,1,109,27.40,0.63,23.11,,,
Oct,10,22.50,1.02,1.03,12,537,26.20,0.55,26.46,,,
Oct,10,23.00,0.76,0.77,63,869,25.00,0.46,19.49,,,
Oct,10,23.50,0.54,0.55,25,754,24.10,0.38,13.81,,,
Oct,10,24.00,0.34,0.35,111,917,22.50,0.28,8.78,,,
Oct,10,24.50,0.22,0.23,149,554,21.90,0.21,5.55,,,
Oct,10,25.00,0.13,0.14,4,219,21.20,0.14,3.36,,,
Nov,10,21.50,1.72,1.70,12,29,27.30,0.69,13.94,,,
Nov,10,22.50,1.09,1.01,2,19,25.50,0.56,19.39,,,
Nov,10,23.50,0.60,0.60,11,191,23.80,0.42,10.81,,,
Nov,10,24.00,0.42,0.41,28,160,23.00,0.34,7.60,,,
Dec,10,23.00,0.94,0.98,5,600,24.50,0.51,12.85,,,
Dec,10,23.50,0.73,0.74,7,251,24.00,0.45,9.98,,,
Dec,10,24.00,0.57,0.55,11,585,23.90,0.39,7.86,,,
Dec,10,26.00,0.17,0.17,4,343,22.80,0.18,2.32,,,
Jun,11,21.00,2.88,2.58,10,22,28.10,0.72,7.81,,,
ASX Ltd Last Sale Price $30.56,,,,,,,,,,,,
Sep,10,30.00,0.59,0.57,74,107,13.50,0.74,1.28,,,
Sep,10,30.50,0.34,0.35,85,76,17.70,0.56,11.94,,,
Sep,10,31.00,0.15,0.17,40,54,16.60,0.42,6.40,,,
Sep,10,31.50,0.08,0.13,35,28,16.80,0.29,3.41,,,
Oct,10,29.50,1.23,1.28,20,16,19.70,0.72,3.22,,,
Oct,10,30.50,0.69,0.67,56,57,18.80,0.58,11.85,,,
Oct,10,31.00,0.50,0.52,36,83,18.60,0.49,9.48,,,
Oct,10,31.50,0.34,0.29,4,5,18.00,0.41,6.35,,,
Oct,10,32.00,0.22,0.22,3,2,17.40,0.32,4.08,,,
Nov,10,29.50,1.49,1.47,6,-,20.40,0.71,5.64,,,
Alumina Ltd Last Sale Price $1.69,,,,,,,,,,,,
Sep,10,1.60,0.13,0.13,20,2702,40.70,0.72,30.85,,,
Sep,10,1.70,0.07,0.07,544,3512,36.50,0.51,50.14,,,
Sep,10,1.80,0.03,0.03,185,3183,38.00,0.30,23.14,,,
Sep,10,2.00,0.01,0.01,20,648,50.50,0.13,11.57,,,
Oct,10,1.80,0.07,0.07,243,4191,37.20,0.39,22.28,,,
Oct,10,1.90,0.04,0.04,800,576,40.00,0.29,15.43,,,
Dec,10,1.85,0.09,0.09,103,4414,36.90,0.41,16.33,,,
AXA Asia Pacific Last Sale Price $5.51,,,,,,,,,,,,
Sep,10,5.50,0.35,0.35,24,1390,56.40,0.55,80.44,,,
Sep,10,5.75,0.22,0.20,367,1641,51.80,0.42,52.05,,,
Sep,10,6.00,0.12,0.10,79,1023,47.90,0.29,28.39,,,
Sep,10,6.25,0.06,0.05,90,535,43.30,0.16,13.01,,,
Oct,10,5.50,0.40,0.40,50,58,40.90,0.56,40.48,,,
Oct,10,6.00,0.20,0.15,221,90,40.80,0.36,21.56,,,
Nov,10,5.75,0.34,0.34,325,10,38.40,0.48,25.11,,,
Dec,10,5.50,0.47,0.32,5,37,34.40,0.58,25.88,,,
BHP Billiton Ltd Last Sale Price $37.30,,,,,,,,,,,,
Sep,10,0.01,36.91,36.64,35,584,-,-,-,,,
Sep,10,35.00,2.48,2.38,13,403,27.80,0.83,6.47,,,
Sep,10,36.00,1.67,1.56,3,84,26.30,0.72,12.93,,,
Sep,10,36.01,1.58,1.55,38,65,27.20,0.72,9.96,,,
Sep,10,36.50,1.30,1.16,21,214,25.30,0.66,17.65,,,
Sep,10,37.00,1.00,1.01,105,810,24.70,0.59,24.29,,,
Sep,10,37.50,0.74,0.74,198,849,24.20,0.51,25.86,,,
Sep,10,38.00,0.53,0.55,295,1143,23.60,0.42,18.35,,,
Sep,10,38.01,0.51,0.49,4,17,23.80,0.42,17.82,,,
Sep,10,38.50,0.36,0.39,271,719,23.10,0.34,12.58,,,
Sep,10,39.00,0.26,0.25,552,1910,23.20,0.27,8.91,,,
Sep,10,39.01,0.26,0.24,12,109,23.40,0.27,8.91,,,
Sep,10,39.50,0.17,0.17,97,862,22.90,0.21,5.77,,,
Sep,10,40.00,0.12,0.12,338,2584,23.10,0.16,4.02,,,
Sep,10,40.50,0.08,0.07,32,882,23.60,0.12,2.80,,,
Sep,10,41.00,0.06,0.05,130,2552,23.90,0.09,1.92,,,
Sep,10,41.50,0.04,0.03,1,1984,24.80,0.07,1.57,,,
Sep,10,42.00,0.03,0.03,5,2650,24.90,0.05,1.05,,,
