Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:05 Friday 20/8/2010. Processed 08:31 Saturday 21/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.29,,,,,,,,,,,,
Aug,10,14.50,0.81,0.50,6,95,26.40,0.95,8.53,,,
Sep,10,15.00,0.44,0.35,6,319,16.90,0.69,9.89,,,
Oct,10,14.50,0.90,0.42,6,15,18.30,0.80,3.58,,,
Asciano Grp Last Sale Price $1.65,,,,,,,,,,,,
Aug,10,1.70,0.01,0.01,20,888,40.20,0.30,47.40,,,
Sep,10,1.70,0.03,0.04,275,869,24.80,0.39,18.96,,,
AMP Ltd Last Sale Price $4.95,,,,,,,,,,,,
Aug,10,4.75,0.21,0.22,8,3,25.40,0.91,10.53,,,
Aug,10,5.00,0.06,0.05,25,66,31.20,0.42,63.20,,,
Sep,10,5.00,0.12,0.13,131,359,29.30,0.50,25.28,,,
Sep,10,5.25,0.05,0.04,106,619,29.90,0.29,10.53,,,
Sep,10,5.50,0.02,0.02,5,1123,32.00,0.16,4.21,,,
Oct,10,4.75,0.28,0.28,43,1,26.40,0.70,8.95,,,
Oct,10,5.00,0.16,0.17,31,14,26.80,0.53,16.85,,,
Dec,10,5.00,0.23,0.24,20,15,24.80,0.56,13.17,,,
Dec,10,5.25,0.14,0.16,12,48,24.00,0.42,7.90,,,
Dec,10,6.25,0.02,0.02,25,218,26.80,0.10,1.17,,,
Jan,11,4.50,0.58,0.56,6,-,28.60,0.77,5.95,,,
Jun,11,4.75,0.54,0.54,10,-,28.90,0.68,8.14,,,
Dec,12,5.00,0.72,0.70,20,219,31.60,0.65,6.22,,,
Dec,13,3.00,2.11,2.10,8,5,46.30,0.91,0.97,,,
ANZ Banking Grp Last Sale Price $22.78,,,,,,,,,,,,
Aug,10,0.01,22.79,22.64,20,73,-,1.00,3.43,,,
Aug,10,21.00,1.79,1.91,18,123,2.00,1.00,3.43,,,
Aug,10,21.50,1.32,1.28,26,173,30.80,0.93,9.16,,,
Aug,10,22.00,0.88,1.00,13,267,30.40,0.83,22.89,,,
Aug,10,22.50,0.48,0.57,125,729,26.90,0.66,45.78,,,
Aug,10,23.00,0.17,0.22,321,1526,22.60,0.39,40.06,,,
Aug,10,23.50,0.05,0.08,312,1207,22.60,0.15,11.44,,,
Aug,10,24.00,0.01,0.02,62,1309,23.60,0.05,3.43,,,
Aug,10,24.50,0.01,0.01,10,548,29.00,0.03,2.06,,,
Aug,10,25.00,0.01,0.01,2,688,34.40,0.02,1.60,,,
Sep,10,22.00,1.25,1.12,7,696,26.70,0.70,21.29,,,
Sep,10,22.50,0.89,0.97,36,334,24.90,0.61,27.93,,,
Sep,10,23.00,0.58,0.65,269,914,23.10,0.49,26.78,,,
Sep,10,23.50,0.36,0.41,341,788,22.00,0.36,16.48,,,
Sep,10,24.00,0.20,0.23,90,1279,21.10,0.24,9.16,,,
