Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4429.5 at 16:36 12/7/2010  Report at 19:05 Monday 12/7/2010. Processed 19:29 Monday 12/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.85,,,,,,,,,,,,
Jul,10,15.00,0.16,0.17,2,141,16.60,0.43,21.85,,,
Sep,10,13.00,1.95,-,2,3,17.40,0.97,3.32,,,
Sep,10,15.00,0.39,0.50,4,123,17.00,0.52,12.79,,,
Sep,10,15.50,0.20,0.20,8,275,16.90,0.35,6.48,,,
Jun,11,16.00,0.64,0.64,2,34,17.80,0.49,4.50,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Sep,10,1.70,0.10,0.10,19,265,27.80,0.57,26.04,,,
Oct,10,1.90,0.04,0.04,256,10,24.50,0.27,6.87,,,
Amcor Ltd Last Sale Price $6.54,,,,,,,,,,,,
Jul,10,6.00,0.56,0.37,5,5,25.40,0.95,6.20,,,
Aug,10,6.75,0.13,0.15,92,81,23.20,0.40,15.77,,,
Jun,11,6.50,0.59,-,5,-,24.40,0.65,8.85,,,
AMP Ltd Last Sale Price $5.30,,,,,,,,,,,,
Jul,10,5.25,0.16,0.17,10,180,27.50,0.59,42.09,,,
Jul,10,5.50,0.05,0.06,17,456,25.50,0.28,19.13,,,
Jul,10,5.75,0.01,0.00,1,596,27.20,0.09,5.74,,,
Aug,10,5.25,0.26,0.27,10,113,28.40,0.59,30.69,,,
Aug,10,5.50,0.13,0.15,27,133,26.60,0.39,19.46,,,
Aug,10,5.75,0.06,0.07,4,696,25.10,0.21,8.23,,,
Sep,10,5.25,0.28,0.28,3,92,26.70,0.59,20.94,,,
Nov,10,5.50,0.23,0.23,13,16,25.60,0.49,11.31,,,
Dec,10,6.00,0.12,0.12,103,309,25.20,0.31,5.01,,,
Dec,13,4.00,1.51,1.53,14,220,29.20,0.86,1.15,,,
ANZ Banking Grp Last Sale Price $22.43,,,,,,,,,,,,
Jul,10,21.00,1.60,1.42,2,434,31.20,0.85,14.92,,,
Jul,10,21.50,1.17,1.11,3,104,29.20,0.77,21.70,,,
Jul,10,22.00,0.78,0.76,4,438,26.30,0.66,31.19,,,
Jul,10,22.50,0.46,0.41,52,619,24.20,0.51,41.13,,,
Jul,10,23.00,0.23,0.23,68,1344,22.50,0.33,20.79,,,
Jul,10,23.50,0.10,0.10,12,1004,21.30,0.18,8.59,,,
Jul,10,25.00,0.01,0.02,16,1245,25.70,0.03,1.36,,,
Jul,10,25.50,0.01,0.02,6,480,25.80,0.01,0.45,,,
Aug,10,21.50,1.50,1.41,1,198,28.60,0.71,20.16,,,
Aug,10,22.00,1.14,1.04,22,293,26.70,0.63,24.94,,,
Aug,10,22.50,0.82,0.81,11,201,25.20,0.54,29.01,,,
Aug,10,23.00,0.56,0.55,8,1012,23.90,0.43,19.81,,,
Aug,10,23.50,0.36,0.34,143,146,22.90,0.33,12.74,,,
Aug,10,24.00,0.21,0.20,17,490,21.80,0.23,7.43,,,
Aug,10,24.50,0.13,0.14,2,306,22.00,0.16,4.60,,,
Sep,10,22.50,1.12,1.08,6,176,26.20,0.55,24.63,,,
Sep,10,23.50,0.63,0.56,1,223,24.40,0.40,13.85,,,
Sep,10,24.00,0.45,0.43,23,624,23.50,0.32,9.79,,,
Sep,10,25.50,0.14,0.12,2,292,22.30,0.13,2.97,,,
Oct,10,24.00,0.84,0.69,3,592,27.40,0.40,12.62,,,
Nov,10,22.50,1.53,1.13,4,11,27.50,0.58,18.17,,,
