Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4460.5 at 16:38 23/8/2010  Report at 19:05 Monday 23/8/2010. Processed 19:32 Monday 23/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.60,,,,,,,,,,,,
Aug,10,15.00,0.63,0.59,8,210,33.40,0.91,14.62,,,
Aug,10,15.50,0.20,0.13,18,182,24.20,0.63,55.57,,,
Sep,10,15.00,0.65,0.50,8,319,15.40,0.84,3.66,,,
Sep,10,15.50,0.28,0.25,10,279,15.80,0.61,13.53,,,
Oct,10,15.50,0.39,0.37,9,203,16.30,0.61,10.13,,,
Oct,10,16.00,0.20,0.18,8,104,16.10,0.43,6.81,,,
Nov,10,16.50,0.14,-,11,-,15.70,0.32,3.57,,,
Dec,10,16.00,0.34,0.30,5,55,15.70,0.49,6.56,,,
Asciano Grp Last Sale Price $1.66,,,,,,,,,,,,
Aug,10,1.70,0.01,0.01,100,868,51.50,0.32,82.45,,,
Amcor Ltd Last Sale Price $6.60,,,,,,,,,,,,
Aug,10,6.25,0.36,0.37,2,120,69.30,0.82,13.83,,,
Aug,10,6.50,0.15,0.14,65,362,58.50,0.63,69.13,,,
Aug,10,6.75,0.03,0.03,35,287,48.50,0.32,34.56,,,
Sep,10,4.75,1.85,1.86,57,57,46.30,0.99,-,,,
Sep,10,6.00,0.61,0.32,10,107,43.20,0.80,1.73,,,
Sep,10,6.25,0.39,0.39,20,83,37.10,0.73,6.91,,,
Sep,10,6.50,0.20,0.22,5,660,29.20,0.61,17.28,,,
Oct,10,6.00,0.60,0.57,27,45,28.00,0.83,0.41,,,
Oct,10,6.50,0.25,0.19,50,38,23.70,0.62,12.38,,,
Oct,10,6.75,0.16,0.16,5,44,23.70,0.47,12.79,,,
Nov,10,6.50,0.32,0.34,3,19,24.20,0.62,12.81,,,
Nov,10,7.00,0.12,0.11,1788,-,21.90,0.37,6.69,,,
Dec,10,6.25,0.50,0.46,20,482,23.30,0.73,6.52,,,
Dec,10,6.75,0.23,0.17,17,338,22.00,0.52,10.57,,,
Jan,11,6.00,0.73,-,27,-,24.70,0.80,4.73,,,
Mar,11,5.50,1.18,1.20,57,21,27.20,0.87,2.07,,,
Mar,11,6.25,0.60,-,10,12,22.90,0.72,6.59,,,
Mar,11,6.75,0.34,0.34,8,32,21.60,0.56,8.66,,,
AMP Ltd Last Sale Price $4.90,,,,,,,,,,,,
Sep,10,4.75,0.20,0.21,7,-,27.00,0.69,12.80,,,
Sep,10,5.00,0.09,0.09,20,485,29.30,0.45,20.95,,,
Sep,10,5.50,0.03,0.02,15,1123,37.70,0.17,5.82,,,
Oct,10,4.75,0.24,0.28,40,44,25.50,0.67,10.01,,,
Oct,10,5.00,0.12,0.12,60,40,25.00,0.48,13.34,,,
Dec,10,5.00,0.20,0.23,5,20,24.20,0.53,11.81,,,
Dec,10,5.25,0.12,0.12,6,50,24.20,0.39,6.96,,,
Dec,13,4.00,1.30,1.30,7,247,35.20,0.85,2.45,,,
ANZ Banking Grp Last Sale Price $22.95,,,,,,,,,,,,
Aug,10,0.01,22.96,22.94,35,88,-,1.00,7.95,,,
Aug,10,21.50,1.46,1.28,4,186,34.40,0.98,3.98,,,
Aug,10,22.00,0.98,0.94,34,278,33.90,0.92,13.92,,,
Aug,10,22.50,0.54,0.55,57,756,29.50,0.78,35.78,,,
Aug,10,23.00,0.22,0.19,173,1637,28.10,0.48,85.48,,,
Aug,10,23.50,0.05,0.06,75,1344,26.60,0.17,19.88,,,
Aug,10,24.00,0.01,0.01,180,1266,30.90,0.06,5.96,,,
Aug,10,24.50,0.00,0.01,28,539,31.30,0.01,1.19,,,
Aug,10,25.00,-,0.01,50,688,31.70,-,3.98,,,
Sep,10,20.00,3.10,3.13,2,32,33.70,0.93,7.21,,,
Sep,10,22.00,1.35,1.41,17,689,27.50,0.74,19.88,,,
Sep,10,22.50,0.98,0.94,24,361,25.60,0.64,26.34,,,
Sep,10,23.00,0.67,0.75,40,1048,24.30,0.53,33.05,,,
Sep,10,23.50,0.40,0.41,88,899,22.30,0.40,19.88,,,
Sep,10,24.00,0.23,0.22,76,1353,21.60,0.27,11.43,,,
Sep,10,24.50,0.12,0.12,29,1340,20.90,0.17,5.96,,,
Oct,10,22.00,1.68,1.61,5,93,26.70,0.70,17.33,,,
Oct,10,22.50,1.34,1.25,16,229,25.60,0.63,21.01,,,
Oct,10,23.00,1.01,1.10,2,708,24.30,0.55,24.09,,,
Oct,10,23.50,0.73,0.72,40,627,22.80,0.47,17.33,,,
Oct,10,24.00,0.52,0.52,26,729,22.00,0.37,12.22,,,
Oct,10,24.50,0.36,0.34,4,500,21.70,0.29,8.55,,,
Oct,10,25.00,0.24,0.25,10,209,21.40,0.22,5.70,,,
Nov,10,23.00,1.08,1.09,2,356,23.90,0.57,18.08,,,
Nov,10,24.50,0.42,0.55,7,154,21.70,0.34,7.03,,,
Nov,10,25.00,0.29,0.29,14,52,21.20,0.27,4.85,,,
Nov,10,25.50,0.20,0.23,5,3,21.20,0.22,3.35,,,
Dec,10,23.50,0.95,1.01,13,239,23.50,0.51,12.28,,,
