Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:05 Friday 9/4/2010. Processed 19:17 Friday 9/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.25,,,,,,,,,,,,
Apr,10,14.50,0.81,0.68,6,294,17.00,0.91,6.84,,,
Apr,10,15.00,0.37,0.37,4,220,13.60,0.74,13.68,,,
Apr,10,15.50,0.12,0.14,16,92,14.50,0.36,13.68,,,
May,10,15.00,0.50,0.57,20,152,13.90,0.69,12.21,,,
Jun,10,15.50,0.36,0.37,6,253,14.80,0.49,11.19,,,
Asciano Grp Last Sale Price $1.85,,,,,,,,,,,,
Apr,10,1.70,0.16,0.16,250,295,30.10,0.90,9.40,,,
May,10,1.90,0.06,0.06,10,6242,29.00,0.45,24.16,,,
Jun,10,1.80,0.14,0.11,250,263,30.30,0.64,21.78,,,
Sep,10,1.90,0.15,-,252,210,30.90,0.54,17.62,,,
Amcor Ltd Last Sale Price $6.35,,,,,,,,,,,,
Apr,10,6.18,0.20,0.22,111,418,14.40,0.82,9.58,,,
AMP Ltd Last Sale Price $6.37,,,,,,,,,,,,
Apr,10,6.50,0.04,0.05,37,1015,15.50,0.33,12.28,,,
May,10,6.50,0.12,0.13,14,490,17.00,0.43,13.45,,,
May,10,7.00,0.02,0.03,50,117,18.40,0.10,2.34,,,
Sep,10,7.25,0.11,0.11,108,20,21.30,0.26,3.75,,,
ANZ Banking Grp Last Sale Price $25.15,,,,,,,,,,,,
Apr,10,24.50,0.92,0.88,23,902,20.80,0.73,18.31,,,
Apr,10,25.00,0.57,0.54,21,1327,19.70,0.59,29.37,,,
Apr,10,25.50,0.31,0.32,60,938,18.50,0.41,21.42,,,
Apr,10,26.00,0.16,0.17,31,999,18.50,0.25,10.71,,,
Apr,10,26.50,0.07,0.07,133,286,18.00,0.13,4.49,,,
May,10,24.50,1.04,1.06,8,288,20.40,0.69,11.70,,,
May,10,24.51,0.86,0.95,3,143,19.50,0.69,6.66,,,
May,10,25.00,0.71,0.71,34,212,19.40,0.59,16.73,,,
May,10,25.50,0.46,0.44,10,152,18.70,0.48,13.48,,,
May,10,26.00,0.28,0.27,16,246,18.70,0.37,8.44,,,
Jun,10,23.00,2.31,2.46,12,827,20.70,0.87,3.02,,,
Jun,10,24.00,1.52,1.53,1,450,20.70,0.75,6.97,,,
Jun,10,25.00,0.88,0.85,20,481,19.80,0.60,13.76,,,
Jun,10,25.50,0.64,0.62,17,338,19.30,0.51,11.97,,,
Jun,10,26.00,0.44,0.44,22,814,18.90,0.42,8.29,,,
Jun,10,27.00,0.20,0.20,50,530,18.40,0.25,3.68,,,
Sep,10,27.00,0.77,0.73,3,18,21.40,0.41,6.61,,,
Mar,11,22.00,4.08,4.05,4,87,25.40,0.81,3.86,,,
Dec,13,32.00,2.02,2.00,1,9,21.90,0.51,2.18,,,
ASX Ltd Last Sale Price $34.07,,,,,,,,,,,,
