Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4372.7 at 16:36 19/7/2010  Report at 19:05 Monday 19/7/2010. Processed 08:14 Tuesday 20/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.67,,,,,,,,,,,,
Aug,10,15.00,0.17,0.20,8,116,15.00,0.38,11.16,,,
Asciano Grp Last Sale Price $1.69,,,,,,,,,,,,
Jul,10,1.60,0.10,0.07,140,785,33.20,0.84,19.69,,,
Sep,10,1.70,0.07,0.07,190,269,23.60,0.53,22.63,,,
Amcor Ltd Last Sale Price $6.72,,,,,,,,,,,,
Jul,10,6.25,0.49,0.56,40,147,31.80,0.92,9.88,,,
Jul,10,6.50,0.27,0.27,20,392,27.60,0.78,24.69,,,
Oct,10,6.75,0.27,-,20,-,22.30,0.56,14.11,,,
Jun,11,6.25,0.83,-,40,-,24.90,0.74,5.83,,,
AMP Ltd Last Sale Price $5.27,,,,,,,,,,,,
Jul,10,6.00,-,0.01,5,379,26.00,-,6.30,,,
Dec,10,0.01,5.23,-,450,230,-,-,-,,,
Dec,10,5.25,0.36,0.36,49,4,26.90,0.60,14.90,,,
ANZ Banking Grp Last Sale Price $22.02,,,,,,,,,,,,
Jul,10,20.00,2.08,2.20,4,16,37.40,0.95,8.29,,,
Jul,10,21.00,1.17,1.85,2,432,33.30,0.82,22.60,,,
Jul,10,21.50,0.77,1.22,1,105,30.60,0.70,36.92,,,
Jul,10,22.00,0.44,0.45,12,458,28.60,0.53,63.29,,,
Jul,10,22.50,0.20,0.22,36,569,26.40,0.33,30.89,,,
Jul,10,23.00,0.07,0.09,59,1576,25.20,0.16,11.30,,,
Jul,10,23.50,0.03,0.04,75,995,25.90,0.07,4.52,,,
Jul,10,24.00,0.01,0.05,3,1245,28.70,0.04,2.26,,,
Aug,10,21.00,1.53,1.75,50,64,31.00,0.72,21.89,,,
Aug,10,22.00,0.84,0.91,4,259,27.40,0.55,34.85,,,
Aug,10,22.50,0.58,0.63,55,229,26.30,0.44,24.86,,,
Aug,10,23.00,0.35,0.39,127,1107,24.40,0.33,15.09,,,
Aug,10,23.50,0.23,0.22,150,535,24.30,0.24,9.56,,,
Aug,10,24.00,0.12,0.12,16,575,23.20,0.15,5.10,,,
Aug,10,25.00,0.04,0.04,15,683,23.30,0.06,1.70,,,
Aug,10,25.50,0.02,0.06,2,128,23.40,0.03,0.85,,,
Sep,10,22.50,0.86,0.88,21,184,26.50,0.48,21.28,,,
Sep,10,23.00,0.63,0.71,9,385,25.50,0.40,15.59,,,
Sep,10,23.50,0.45,0.47,2,301,24.70,0.32,11.01,,,
Sep,10,24.00,0.29,0.30,3,1104,23.60,0.24,7.17,,,
Sep,10,25.00,0.13,0.14,167,460,22.90,0.13,3.09,,,
Sep,10,26.50,0.04,0.04,20,169,23.20,0.04,0.87,,,
Oct,10,24.00,0.55,0.53,12,597,24.90,0.32,8.86,,,
Oct,10,24.50,0.41,0.59,12,43,24.50,0.26,6.58,,,
Oct,10,25.00,0.29,0.31,1,115,24.00,0.21,4.79,,,
Oct,10,25.50,0.20,0.23,25,132,23.50,0.16,3.33,,,
Nov,10,23.50,0.79,0.73,25,46,25.70,0.42,10.01,,,
Nov,10,28.00,0.04,0.05,6,77,22.70,0.06,0.57,,,
Nov,10,29.50,0.02,0.02,4,101,23.10,0.03,0.26,,,
Dec,10,22.50,1.39,1.21,2,138,27.70,0.54,14.58,,,
Dec,10,23.00,1.11,1.15,15,659,26.50,0.49,11.65,,,
Dec,10,23.50,0.92,0.96,12,236,26.10,0.44,9.65,,,
Dec,10,25.50,0.39,0.39,5,335,25.10,0.26,4.04,,,
Mar,11,24.00,1.25,1.27,6,37,27.10,0.46,8.29,,,
Dec,13,32.00,1.83,1.85,1,10,29.90,0.47,2.42,,,
ASX Ltd Last Sale Price $28.50,,,,,,,,,,,,
Jul,10,29.00,0.20,0.31,15,16,20.50,0.33,23.29,,,
Jul,10,29.50,0.07,0.11,16,38,19.50,0.16,8.73,,,
Aug,10,29.50,0.37,0.41,4,25,19.30,0.34,12.15,,,
Alumina Ltd Last Sale Price $1.47,,,,,,,,,,,,
Jul,10,1.70,0.00,0.01,27,2209,48.00,0.03,4.53,,,
Aug,10,1.50,0.06,0.06,30,310,38.40,0.47,38.33,,,
Aug,10,1.60,0.03,0.03,20,1407,37.60,0.27,15.97,,,
Oct,10,1.60,0.07,0.06,29,507,35.30,0.38,15.88,,,
Oct,10,1.80,0.03,0.04,18,133,36.40,0.19,6.11,,,
Dec,12,2.25,0.16,0.50,15,103,37.20,0.43,4.50,,,
AXA Asia Pacific Last Sale Price $5.17,,,,,,,,,,,,
Sep,10,5.50,0.19,0.22,120,11,38.30,0.41,20.02,,,
Sep,10,6.00,0.10,0.10,148,629,41.40,0.24,10.54,,,
BHP Billiton Ltd Last Sale Price $37.75,,,,,,,,,,,,
Jul,10,36.00,2.00,1.75,1,172,33.30,0.82,22.41,,,
Jul,10,37.00,1.19,1.21,48,395,29.30,0.68,38.68,,,
Jul,10,37.50,0.89,0.89,23,511,29.20,0.58,55.82,,,
Jul,10,38.00,0.58,0.61,95,1181,27.30,0.46,51.42,,,
Jul,10,38.50,0.38,0.38,110,1176,26.50,0.35,32.96,,,
Jul,10,39.00,0.23,0.22,212,2040,26.00,0.24,19.78,,,
Jul,10,39.50,0.13,0.13,174,1390,25.30,0.15,10.99,,,
Jul,10,40.00,0.06,0.06,307,2966,24.80,0.09,5.27,,,
Jul,10,40.50,0.04,0.04,35,1297,26.90,0.06,3.96,,,
Jul,10,41.00,0.02,0.03,7,2564,26.50,0.03,1.76,,,
Jul,10,42.00,0.01,0.01,2,1916,30.20,0.02,0.88,,,
Jul,10,42.50,0.01,0.01,2,625,32.00,0.01,0.88,,,
Jul,10,43.00,0.01,0.01,13,867,33.80,0.01,0.70,,,
Jul,10,45.00,0.00,0.01,13,628,41.10,-,0.35,,,
Aug,10,37.00,1.94,1.91,16,318,29.60,0.63,29.38,,,
Aug,10,38.00,1.34,1.34,66,472,28.00,0.52,33.10,,,
Aug,10,38.50,1.07,1.08,78,649,27.20,0.46,26.53,,,
Aug,10,39.00,0.83,0.85,33,1064,26.30,0.39,20.70,,,
Aug,10,39.50,0.65,0.66,46,785,25.80,0.33,16.11,,,
Aug,10,40.00,0.49,0.49,123,1654,25.20,0.28,12.15,,,
Aug,10,40.50,0.36,0.37,8,533,24.60,0.22,8.93,,,
Aug,10,41.00,0.29,0.29,20,721,25.40,0.19,7.31,,,
Aug,10,41.50,0.18,0.23,15,275,23.90,0.13,4.46,,,
Aug,10,42.00,0.12,0.12,6,727,23.00,0.09,2.85,,,
Aug,10,42.50,0.09,0.18,5,54,23.20,0.07,2.11,,,
Sep,10,37.00,2.25,2.22,5,189,29.60,0.62,21.57,,,
Sep,10,37.50,1.94,1.91,10,286,28.90,0.58,24.39,,,
Sep,10,38.00,1.64,1.80,5,559,28.00,0.54,23.67,,,
