Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:06 Friday 13/8/2010. Processed 20:55 Friday 13/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.15,,,,,,,,,,,,
Aug,10,15.00,0.30,0.25,2,218,17.80,0.65,25.81,,,
Aug,10,15.50,0.08,0.05,4,182,17.60,0.27,13.77,,,
Sep,10,14.00,1.21,1.00,1,45,19.80,0.91,3.44,,,
Sep,10,14.50,0.75,0.66,4,212,17.00,0.82,5.45,,,
Sep,10,15.00,0.34,0.36,42,276,14.20,0.64,10.90,,,
Sep,10,15.50,0.13,0.14,2,275,15.20,0.38,7.46,,,
Oct,10,15.00,0.50,0.41,3,11,17.80,0.62,10.79,,,
Oct,10,15.50,0.27,0.19,6,170,17.30,0.46,8.29,,,
Oct,10,16.00,0.10,0.09,96,8,15.10,0.28,2.97,,,
Dec,10,15.50,0.40,0.35,4,216,16.60,0.51,7.25,,,
Asciano Grp Last Sale Price $1.69,,,,,,,,,,,,
Aug,10,1.70,0.03,0.02,151,808,23.80,0.45,38.68,,,
Sep,10,1.80,0.02,0.02,50,870,25.80,0.26,10.32,,,
Amcor Ltd Last Sale Price $6.53,,,,,,,,,,,,
Aug,10,6.25,0.33,0.28,18,102,30.50,0.80,17.97,,,
Aug,10,6.50,0.13,0.13,2,395,23.30,0.57,37.93,,,
Aug,10,6.75,0.04,0.04,25,278,28.00,0.29,17.97,,,
Sep,10,5.00,1.54,1.10,8,13,54.50,0.94,1.33,,,
Jun,11,5.75,0.98,-,8,-,25.70,0.81,3.55,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
Aug,10,5.25,0.19,0.17,6,515,34.90,0.62,53.81,,,
Aug,10,5.50,0.06,0.06,38,2203,29.10,0.31,26.90,,,
Sep,10,5.25,0.22,0.35,10,539,28.60,0.61,22.83,,,
Sep,10,5.50,0.10,0.10,10,979,27.30,0.41,16.30,,,
Dec,10,5.50,0.22,0.22,1,713,24.40,0.50,11.07,,,
ANZ Banking Grp Last Sale Price $22.18,,,,,,,,,,,,
Aug,10,21.00,1.33,1.25,16,109,30.80,0.84,17.04,,,
Aug,10,21.50,0.91,0.77,6,166,28.50,0.74,27.04,,,
Aug,10,22.00,0.54,0.48,160,317,25.20,0.59,41.73,,,
Aug,10,22.50,0.29,0.26,38,690,25.10,0.41,34.68,,,
Aug,10,23.00,0.12,0.10,80,1651,23.10,0.22,14.11,,,
Aug,10,23.50,0.04,0.04,68,1284,22.90,0.10,5.29,,,
Sep,10,21.50,1.28,1.23,2,400,28.40,0.67,23.70,,,
Sep,10,22.00,0.94,0.91,20,668,26.80,0.58,29.97,,,
Sep,10,22.50,0.66,0.58,46,274,25.40,0.48,25.86,,,
Sep,10,23.00,0.44,0.41,54,875,24.40,0.37,17.24,,,
Sep,10,23.50,0.26,0.25,19,641,23.00,0.27,10.19,,,
Sep,10,24.00,0.16,0.16,1,1241,22.90,0.18,6.27,,,
Sep,10,24.50,0.10,0.09,1,1318,23.20,0.12,3.92,,,
Oct,10,22.00,1.29,1.21,1,83,27.00,0.59,23.72,,,
Oct,10,22.50,1.02,0.93,7,232,26.30,0.52,21.80,,,
Oct,10,23.00,0.77,0.77,2,601,25.30,0.44,16.35,,,
Oct,10,23.50,0.56,0.52,63,549,24.30,0.36,11.86,,,
Oct,10,24.50,0.26,0.24,12,481,22.80,0.22,5.56,,,
Dec,10,18.00,4.53,4.35,1,193,32.70,0.90,4.33,,,
Dec,10,20.50,2.46,3.65,20,46,28.80,0.75,9.65,,,
Dec,10,22.00,1.49,1.44,9,423,26.90,0.60,16.15,,,
Dec,10,23.50,0.76,0.70,2,234,24.80,0.43,9.40,,,
Jan,11,21.00,2.23,-,20,-,27.50,0.70,10.29,,,
Mar,11,24.50,0.87,2.18,15,26,24.60,0.41,6.39,,,
Dec,11,20.00,3.87,3.87,1,202,30.20,0.80,5.60,,,
ASX Ltd Last Sale Price $29.41,,,,,,,,,,,,
Aug,10,29.00,0.77,0.71,10,80,23.20,0.65,31.91,,,
Aug,10,29.50,0.48,0.44,10,123,22.70,0.50,42.55,,,
Sep,10,30.50,0.22,0.17,2,50,19.60,0.34,6.50,,,
Oct,10,29.50,0.84,0.65,1,12,20.50,0.56,13.54,,,
Oct,10,30.00,0.59,0.59,3,82,19.20,0.48,9.51,,,
Oct,10,31.00,0.33,0.23,4,50,19.20,0.34,5.24,,,
Alumina Ltd Last Sale Price $1.75,,,,,,,,,,,,
Aug,10,1.60,0.17,0.16,629,3773,40.80,0.90,14.86,,,
Aug,10,1.70,0.09,0.09,184,2750,42.10,0.68,51.99,,,
Aug,10,1.80,0.04,0.04,478,1686,46.90,0.41,66.85,,,
Aug,10,1.90,0.03,0.03,66,210,54.00,0.24,37.14,,,
Aug,10,2.00,0.01,0.01,20,40,54.20,0.11,13.37,,,
Sep,10,1.50,0.27,0.28,157,769,37.40,0.91,7.43,,,
Sep,10,1.60,0.19,0.19,530,3029,35.40,0.81,14.86,,,
Sep,10,1.70,0.13,0.13,584,3625,38.80,0.64,34.66,,,
Sep,10,1.80,0.07,0.07,220,1200,35.70,0.46,34.66,,,
Sep,10,1.90,0.04,0.05,88,4035,41.20,0.32,22.28,,,
Oct,10,1.70,0.16,0.16,93,1171,37.10,0.63,27.01,,,
Oct,10,1.80,0.11,0.10,763,3639,37.50,0.50,29.71,,,
Oct,10,1.90,0.07,0.07,342,155,36.90,0.38,18.91,,,
Nov,10,1.70,0.17,0.17,8,1080,36.60,0.64,23.77,,,
Nov,10,1.90,0.09,-,12,-,36.70,0.41,17.83,,,
Dec,10,1.23,0.56,0.44,30,128,41.90,0.95,4.69,,,
Dec,10,1.56,0.28,0.23,30,155,38.10,0.76,14.07,,,
Dec,10,1.85,0.12,0.13,1,4169,34.20,0.48,17.98,,,
Dec,10,2.05,0.07,0.07,32,963,36.90,0.31,10.95,,,
Jan,11,1.80,0.17,-,71,-,35.90,0.55,21.05,,,
Mar,11,2.00,0.11,0.11,10,229,33.10,0.41,10.21,,,
AXA Asia Pacific Last Sale Price $5.60,,,,,,,,,,,,
Aug,10,5.50,0.16,0.13,5,489,33.00,0.64,25.61,,,
Sep,10,5.50,0.39,0.37,72,1090,50.80,0.59,45.00,,,
Sep,10,5.75,0.28,0.26,78,1626,49.90,0.49,43.45,,,
Sep,10,6.00,0.17,0.15,10,1083,45.60,0.37,25.61,,,
Sep,10,6.25,0.10,0.10,20,309,43.40,0.26,14.74,,,
Mar,11,6.50,0.17,0.20,175,127,26.40,0.33,4.95,,,
Jun,11,6.00,0.46,0.36,50,125,29.60,0.53,9.52,,,
BHP Billiton Ltd Last Sale Price $40.40,,,,,,,,,,,,
Aug,10,37.00,3.57,3.50,26,399,35.50,0.92,10.97,,,
Aug,10,37.50,3.12,4.07,2,502,35.00,0.88,14.20,,,
Aug,10,38.00,2.65,2.48,24,837,32.10,0.86,15.81,,,
Aug,10,38.01,2.63,2.27,12,3,31.70,0.86,15.49,,,
Aug,10,38.50,2.21,1.95,96,843,30.50,0.82,19.68,,,
Aug,10,39.00,1.78,1.73,92,1602,28.80,0.76,24.85,,,
Aug,10,39.50,1.39,1.32,205,958,27.30,0.69,31.62,,,
Aug,10,40.00,1.02,1.00,169,2561,25.40,0.61,40.01,,,
Aug,10,40.50,0.71,0.70,241,1598,23.80,0.51,45.82,,,
Aug,10,41.00,0.48,0.46,337,1963,23.30,0.40,30.98,,,
Aug,10,41.50,0.29,0.27,201,1737,22.40,0.29,19.04,,,
Aug,10,42.00,0.17,0.15,350,2581,21.80,0.19,10.97,,,
Aug,10,42.50,0.11,0.10,25,1505,22.40,0.13,6.78,,,
Aug,10,43.00,0.05,0.05,292,1467,21.70,0.07,3.23,,,
Aug,10,44.00,0.03,0.03,1,1129,25.10,0.04,1.94,,,
Aug,10,45.00,0.01,0.03,1,1100,27.50,0.02,0.97,,,
Sep,10,29.00,11.47,-,1,1,37.20,1.00,1.40,,,
Sep,10,38.50,2.52,2.27,12,307,28.70,0.73,13.44,,,
Sep,10,39.00,2.15,2.09,8,709,27.70,0.69,16.13,,,
Sep,10,39.50,1.79,1.73,26,502,26.50,0.64,19.14,,,
Sep,10,40.00,1.48,1.43,73,1345,25.90,0.59,23.23,,,
Sep,10,40.50,1.18,1.15,61,379,24.80,0.54,25.28,,,
Sep,10,40.51,1.12,1.11,2,25,24.20,0.53,23.98,,,
Sep,10,41.00,0.94,0.91,106,2760,24.20,0.48,20.11,,,
Sep,10,41.50,0.73,0.66,10,1679,23.70,0.41,15.70,,,
Sep,10,42.00,0.54,0.53,77,2367,22.80,0.35,11.51,,,
Sep,10,42.01,0.59,0.45,3,32,24.20,0.36,12.69,,,
Sep,10,42.50,0.40,0.36,18,477,22.50,0.29,8.50,,,
Sep,10,43.00,0.28,0.27,33,1886,21.80,0.23,5.92,,,
Sep,10,43.50,0.21,0.20,14,301,22.00,0.19,4.52,,,
Sep,10,44.00,0.14,0.12,30,1891,21.50,0.15,3.01,,,
Sep,10,45.00,0.07,0.07,7,995,21.70,0.09,1.61,,,
Oct,10,38.50,2.98,3.06,4,50,27.50,0.71,12.67,,,
Oct,10,39.00,2.63,2.39,11,166,26.90,0.67,14.49,,,
Oct,10,40.00,1.99,1.96,93,317,25.40,0.60,18.66,,,
Oct,10,41.00,1.49,1.45,3,469,24.70,0.51,17.42,,,
Oct,10,41.50,1.25,1.21,13,459,24.20,0.47,14.73,,,
Oct,10,42.00,1.03,1.00,12,765,23.50,0.42,12.14,,,
Oct,10,42.50,0.86,0.81,3,80,23.30,0.38,10.09,,,
Oct,10,43.00,0.68,0.65,17,429,22.50,0.33,7.98,,,
Oct,10,44.00,0.45,0.43,2,498,22.10,0.25,5.22,,,
Oct,10,45.00,0.27,0.23,30,170,21.30,0.17,3.11,,,
Oct,10,46.00,0.17,0.24,35,117,21.40,0.12,1.99,,,
Oct,10,48.00,0.06,0.04,111,-,20.90,0.05,0.65,,,
Nov,10,40.00,2.44,2.40,18,54,26.30,0.60,17.60,,,
Nov,10,43.00,1.03,1.00,16,131,23.40,0.38,8.86,,,
Nov,10,48.00,0.16,0.12,170,25,21.70,0.10,1.33,,,
Dec,10,37.00,4.82,4.76,1,264,29.30,0.76,9.61,,,
Dec,10,38.00,4.13,3.94,20,2001,28.60,0.71,11.79,,,
Dec,10,39.00,3.46,4.10,8,786,27.70,0.66,14.03,,,
Dec,10,42.00,1.80,2.20,19,982,24.90,0.48,12.23,,,
Dec,10,42.50,1.59,1.84,6,77,24.50,0.45,10.77,,,
Dec,10,43.00,1.40,1.37,5,180,24.20,0.42,9.48,,,
Dec,10,44.00,1.06,0.95,6,648,23.70,0.35,7.23,,,
Dec,10,45.50,0.69,0.91,6,164,23.20,0.26,4.72,,,
Dec,10,49.00,0.26,0.18,5,25,23.20,0.12,1.73,,,
Mar,11,45.00,1.51,1.50,10,48,24.30,0.39,6.11,,,
Mar,11,46.00,1.27,1.26,10,49,24.40,0.35,5.14,,,
Jun,11,39.00,5.11,4.67,13,104,29.20,0.67,10.63,,,
Jun,11,45.00,2.28,2.19,3,27,26.00,0.45,6.54,,,
Dec,11,38.00,7.03,6.85,1,107,30.90,0.71,8.42,,,
Boral Ltd Last Sale Price $4.40,,,,,,,,,,,,
Aug,10,4.18,0.25,0.26,400,65,33.50,0.81,17.78,,,
Aug,10,4.43,0.08,0.07,10,315,29.70,0.48,47.40,,,
BlueScope Steel Last Sale Price $2.32,,,,,,,,,,,,
Aug,10,2.25,0.12,0.12,25,1320,44.50,0.67,56.19,,,
Aug,10,2.50,0.02,0.03,340,3313,44.90,0.21,22.48,,,
Sep,10,2.44,0.07,0.06,27,621,35.20,0.38,24.35,,,
Oct,10,2.25,0.20,0.18,10,110,35.80,0.63,26.56,,,
Brambles Ltd Last Sale Price $5.23,,,,,,,,,,,,
Aug,10,5.25,0.16,0.16,52,151,40.80,0.51,77.27,,,
Aug,10,5.50,0.07,0.07,50,664,42.80,0.29,34.89,,,
Aug,10,5.75,0.03,0.03,40,721,41.20,0.12,12.46,,,
Sep,10,5.00,0.36,0.35,5,87,34.70,0.69,21.60,,,
Jan,11,5.25,0.47,0.45,25,-,36.20,0.59,19.32,,,
C'wlth Bank  of Aust  Last Sale Price $51.48,,,,,,,,,,,,
Aug,10,0.10,51.38,-,1042,1042,2.00,1.00,-,,,
Aug,10,0.11,49.67,-,115,-,30.90,1.00,-,,,
Aug,10,44.00,7.50,7.05,1,8,2.00,1.00,0.76,,,
Aug,10,46.00,5.50,5.22,14,14,2.00,1.00,0.76,,,
Aug,10,47.01,3.05,2.99,2,11,29.70,0.95,-,,,
Aug,10,48.00,3.50,3.16,5,49,2.00,1.00,1.01,,,
Aug,10,49.00,2.50,2.12,1,124,2.00,1.00,1.01,,,
Aug,10,50.00,1.50,1.45,174,389,2.00,1.00,1.01,,,
Aug,10,51.00,0.56,0.55,421,653,12.60,0.69,4.05,,,
Aug,10,51.01,0.36,0.35,34,370,21.40,0.62,-,,,
Aug,10,52.00,0.16,0.14,230,712,17.50,0.41,8.10,,,
Aug,10,52.01,0.16,0.11,13,401,21.40,0.43,8.10,,,
Aug,10,52.51,0.08,0.07,7,89,20.40,0.33,4.05,,,
Aug,10,53.00,0.05,0.04,122,1973,20.10,0.24,2.53,,,
Aug,10,54.00,0.01,0.01,12,874,19.70,0.11,0.51,,,
Aug,10,56.00,-,0.01,110,308,19.70,0.01,0.51,,,
Sep,10,0.01,50.02,49.77,1,44,-,-,-,,,
Sep,10,41.00,10.49,-,1,1,2.00,1.00,0.25,,,
Sep,10,43.00,8.49,-,3,4,2.00,1.00,0.25,,,
Sep,10,46.00,5.50,4.64,9,14,2.00,1.00,0.25,,,
Sep,10,49.00,2.50,2.17,151,213,2.00,1.00,0.34,,,
Sep,10,50.00,1.62,1.60,115,143,20.30,0.71,2.28,,,
Sep,10,50.01,1.49,1.40,10,16,22.20,0.70,0.34,,,
Sep,10,51.00,1.03,1.05,345,348,21.00,0.60,9.37,,,
Sep,10,51.01,1.06,0.94,38,166,22.20,0.60,9.96,,,
Sep,10,52.00,0.64,0.63,185,565,20.70,0.49,10.80,,,
Sep,10,52.01,0.64,0.63,32,139,20.80,0.49,10.80,,,
Sep,10,53.00,0.38,0.36,124,571,20.00,0.38,6.33,,,
Sep,10,54.00,0.20,0.17,67,665,19.60,0.28,3.46,,,
Sep,10,54.01,0.22,0.24,1,131,19.80,0.28,3.63,,,
Sep,10,55.00,0.14,0.11,17,414,20.40,0.20,2.28,,,
Sep,10,56.00,0.06,0.06,4,465,19.10,0.12,0.93,,,
Sep,10,57.00,0.03,0.14,5,192,19.10,0.07,0.42,,,
Oct,10,46.00,5.50,-,9,9,24.50,0.88,0.14,,,
Oct,10,48.00,3.62,3.35,1,9,24.40,0.79,1.24,,,
Oct,10,48.01,3.54,3.47,53,40,25.40,0.78,0.64,,,
Oct,10,50.00,2.27,1.95,27,11,23.60,0.67,7.27,,,
Oct,10,51.00,1.73,1.64,9,139,22.70,0.60,11.46,,,
Oct,10,52.00,1.25,1.23,240,205,21.60,0.53,11.56,,,
Oct,10,53.00,0.89,0.90,64,136,20.90,0.45,8.15,,,
Oct,10,54.00,0.65,0.56,55,737,20.90,0.37,5.94,,,
Oct,10,55.00,0.40,0.37,27,347,19.80,0.29,3.64,,,
Oct,10,57.00,0.17,0.18,5,34,19.50,0.17,1.57,,,
Nov,10,49.00,3.31,3.27,8,76,24.20,0.72,5.64,,,
Nov,10,52.00,1.72,1.58,3,112,22.30,0.55,11.58,,,
Nov,10,53.00,1.28,1.26,13,41,21.40,0.48,8.68,,,
Nov,10,54.00,1.01,0.97,20,193,21.40,0.41,6.82,,,
Nov,10,56.00,0.51,0.47,1,7,20.20,0.28,3.41,,,
Nov,10,58.00,0.23,0.21,15,-,19.30,0.17,1.52,,,
Dec,10,23.00,28.49,28.15,5,5,40.70,1.00,-,,,
Dec,10,40.00,11.51,8.93,22,148,37.70,0.91,0.13,,,
Dec,10,41.00,10.54,10.07,2,103,35.90,0.90,0.29,,,
Dec,10,45.00,6.63,6.95,4,16,26.80,0.85,0.80,,,
Dec,10,46.00,5.87,4.59,13,87,26.80,0.82,2.08,,,
Dec,10,47.00,5.20,4.16,114,172,26.80,0.78,3.84,,,
Dec,10,48.00,4.51,4.06,7,222,26.10,0.74,5.49,,,
Dec,10,50.00,3.21,3.18,4,248,24.30,0.66,9.25,,,
Dec,10,52.00,2.14,2.06,18,250,22.70,0.56,11.41,,,
Dec,10,53.00,1.76,1.60,1,79,22.60,0.50,9.41,,,
Dec,10,54.00,1.38,1.25,11,135,22.00,0.45,7.33,,,
Dec,10,56.00,0.78,0.75,5,206,20.70,0.33,4.13,,,
Jan,11,0.11,49.67,-,1042,-,19.40,1.00,-,,,
Jan,11,52.00,2.48,2.61,5,-,21.90,0.57,10.45,,,
Mar,11,42.00,9.70,-,17,9,28.70,0.88,0.70,,,
Mar,11,43.00,8.90,-,1,5,28.30,0.86,1.33,,,
Mar,11,51.00,3.58,3.40,10,40,24.50,0.63,9.81,,,
Mar,11,52.00,3.02,3.02,32,42,23.70,0.59,9.57,,,
Mar,11,53.00,2.65,2.46,2,49,23.70,0.55,8.37,,,
Mar,11,54.00,2.29,2.10,1,91,23.70,0.51,7.25,,,
Jun,11,34.00,17.48,-,1,7,41.40,0.92,-,,,
Jun,11,52.00,4.08,3.91,30,50,25.60,0.61,9.18,,,
Dec,11,38.00,14.15,-,1,-,34.30,0.87,0.95,,,
Coca-Cola Amatil Last Sale Price $11.96,,,,,,,,,,,,
Aug,10,11.50,0.47,0.39,179,324,2.00,1.00,1.09,,,
Sep,10,12.00,0.19,0.17,223,448,18.20,0.53,13.81,,,
Oct,10,12.00,0.33,0.35,167,656,18.80,0.56,12.88,,,
Computershare Ltd Last Sale Price $9.23,,,,,,,,,,,,
Aug,10,9.00,0.26,0.25,2,14,22.10,0.75,8.47,,,
Aug,10,9.25,0.13,0.07,2,-,25.50,0.51,35.31,,,
Sep,10,9.50,0.14,0.10,9,9,23.60,0.40,13.65,,,
Sep,10,9.75,0.09,0.09,2,20,23.50,0.28,8.00,,,
Sep,10,10.00,0.04,0.04,30,44,23.50,0.19,4.24,,,
Oct,10,9.25,0.39,0.39,10,-,25.20,0.56,19.77,,,
Nov,10,11.50,0.03,0.23,10,75,25.40,0.08,1.13,,,
Dec,10,10.50,0.14,0.14,10,37,23.60,0.25,4.16,,,
CSL Ltd Last Sale Price $32.79,,,,,,,,,,,,
Aug,10,31.00,1.93,2.20,2,13,25.90,0.89,11.13,,,
Aug,10,32.00,1.12,0.93,2,36,25.00,0.72,26.24,,,
Aug,10,32.50,0.79,0.67,5,131,24.60,0.60,39.76,,,
Aug,10,33.00,0.51,0.35,25,334,23.60,0.47,40.55,,,
Aug,10,33.50,0.28,0.22,59,149,22.10,0.33,22.66,,,
Aug,10,34.00,0.16,0.10,20,603,22.10,0.21,12.72,,,
Aug,10,34.50,0.07,0.06,20,382,21.50,0.12,5.96,,,
Aug,10,35.00,0.04,0.03,6,190,23.10,0.08,3.58,,,
Aug,10,36.50,0.01,0.01,2,50,27.70,0.02,1.19,,,
Sep,10,33.00,0.77,0.90,10,355,20.00,0.51,20.41,,,
Sep,10,33.50,0.56,0.47,52,166,20.20,0.43,14.97,,,
Sep,10,34.00,0.36,0.30,7,250,19.10,0.33,9.54,,,
Sep,10,34.50,0.27,0.20,6,131,19.80,0.26,7.02,,,
Sep,10,35.50,0.11,0.06,8,85,19.80,0.14,2.92,,,
