Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4670.0 at 16:34 27/1/2010  Report at 19:05 Wednesday 27/1/2010. Processed 19:30 Wednesday 27/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.75,,,,,,,,,,,,
Jan,10,13.00,0.76,0.60,10,81,58.20,0.97,6.64,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Jan,10,1.66,0.06,0.06,106,497,75.30,0.78,106.73,,,
Feb,10,1.75,0.06,0.08,100,515,40.40,0.46,42.69,,,
Feb,10,1.85,0.04,0.04,1500,1531,42.50,0.29,24.90,,,
Mar,10,1.66,0.14,0.14,40,2330,40.70,0.63,33.12,,,
Mar,10,1.75,0.09,0.08,54,518,37.20,0.49,31.28,,,
Amcor Ltd Last Sale Price $5.87,,,,,,,,,,,,
Jan,10,5.26,0.61,0.90,3,75,117.20,0.97,15.55,,,
Feb,10,5.94,0.12,0.12,3,-,31.70,0.49,23.84,,,
Feb,10,5.95,0.12,0.12,5,126,22.90,0.46,23.84,,,
Feb,10,6.41,0.01,0.01,9,149,21.80,0.09,2.07,,,
Jun,10,5.49,0.55,0.54,10,52,26.30,0.73,6.89,,,
Sep,10,5.75,0.47,0.47,12,-,25.20,0.65,9.20,,,
Sep,10,6.25,0.27,0.25,6,10,24.40,0.49,6.87,,,
AMP Ltd Last Sale Price $6.36,,,,,,,,,,,,
Jan,10,4.75,1.61,1.54,7,-,127.40,1.00,-,,,
Jan,10,5.50,0.86,0.98,14,71,109.00,1.00,-,,,
Jan,10,6.00,0.38,0.35,38,483,96.80,0.88,57.39,,,
Jan,10,6.25,0.12,0.13,84,597,35.70,0.83,28.69,,,
Jan,10,6.50,0.01,0.01,70,937,47.40,0.20,43.04,,,
Jan,10,7.00,0.01,0.01,10,1861,101.90,0.04,14.35,,,
Feb,10,5.50,0.89,-,14,26,31.20,0.96,4.78,,,
Feb,10,5.75,0.66,0.55,4,11,31.00,0.89,9.56,,,
Feb,10,6.00,0.45,0.75,24,94,29.60,0.79,17.22,,,
Feb,10,6.25,0.28,0.26,40,392,29.60,0.62,32.52,,,
Feb,10,6.50,0.15,0.16,23,567,28.40,0.43,28.69,,,
Feb,10,6.51,0.12,0.10,81,443,23.90,0.40,22.00,,,
Feb,10,7.00,0.06,0.06,15,1377,34.30,0.19,11.48,,,
Mar,10,6.00,0.47,0.45,35,803,26.60,0.76,10.88,,,
Mar,10,7.00,0.10,0.10,10,921,32.70,0.27,9.40,,,
Apr,10,6.50,0.27,0.24,15,304,28.80,0.51,16.66,,,
Apr,10,7.00,0.13,0.13,6,339,29.50,0.32,8.02,,,
Apr,10,7.25,0.09,0.10,30,680,29.60,0.24,5.25,,,
Jun,10,5.77,0.81,0.78,57,88,32.30,0.76,8.28,,,
Jun,10,6.02,0.64,0.63,5,10,31.00,0.69,11.36,,,
Jun,10,6.26,0.48,0.47,28,1,29.40,0.62,14.83,,,
Sep,10,6.00,0.75,0.75,60,34,29.70,0.70,9.33,,,
ANZ Banking Grp Last Sale Price $21.96,,,,,,,,,,,,
Jan,10,5.50,16.46,16.40,9,-,51.50,1.00,-,,,
Jan,10,17.50,4.46,4.88,1,3,51.50,1.00,-,,,
Jan,10,17.51,4.45,4.91,1,45,53.90,1.00,-,,,
Jan,10,20.50,1.47,1.64,2,82,51.50,0.99,4.16,,,
Jan,10,21.00,0.97,0.92,5,246,51.50,0.95,12.47,,,
Jan,10,21.50,0.54,0.54,14,180,51.90,0.79,62.33,,,
Jan,10,21.51,0.52,1.19,6,21,48.50,0.80,54.02,,,
Jan,10,22.00,0.19,0.17,105,727,44.30,0.48,153.75,,,
Jan,10,22.50,0.06,0.04,416,1214,49.10,0.18,45.71,,,
Jan,10,23.00,0.01,0.01,202,1084,51.50,0.04,8.31,,,
Feb,10,21.00,1.30,1.28,24,149,28.00,0.75,19.11,,,
Feb,10,21.50,0.94,0.94,17,147,26.30,0.65,26.59,,,
Feb,10,22.00,0.65,0.60,57,293,25.60,0.53,35.74,,,
Feb,10,22.50,0.42,0.40,89,322,25.20,0.40,23.27,,,
Feb,10,23.00,0.25,0.25,68,1234,24.40,0.28,13.85,,,
Feb,10,23.50,0.14,0.14,41,293,24.20,0.19,7.76,,,
Feb,10,24.00,0.09,0.08,30,1078,24.70,0.12,4.71,,,
Mar,10,18.00,4.09,5.80,1,15,26.90,0.98,3.87,,,
Mar,10,18.51,3.67,-,1,2,32.40,0.93,6.16,,,
Mar,10,20.00,2.29,3.50,6,190,26.90,0.85,9.60,,,
Mar,10,21.00,1.55,1.56,11,370,26.80,0.71,17.05,,,
Mar,10,21.50,1.24,1.18,43,273,26.60,0.63,22.21,,,
Mar,10,22.00,0.94,0.97,61,860,25.70,0.55,26.79,,,
Mar,10,22.50,0.69,0.66,23,906,25.20,0.46,19.92,,,
Mar,10,23.00,0.47,0.45,17,391,23.90,0.36,13.47,,,
Mar,10,24.00,0.22,0.20,6,884,23.40,0.21,6.16,,,
Mar,10,25.00,0.09,0.10,9,404,23.40,0.10,2.58,,,
Apr,10,21.50,1.51,2.56,2,27,26.10,0.63,18.77,,,
Apr,10,22.00,1.22,1.16,2,19,25.50,0.57,21.71,,,
Apr,10,23.00,0.76,0.71,12,108,24.80,0.42,13.49,,,
Apr,10,23.50,0.56,0.53,20,168,24.00,0.35,10.01,,,
Apr,10,24.00,0.42,0.40,60,186,24.00,0.29,7.60,,,
May,10,24.00,0.51,0.50,7,16,24.30,0.33,7.01,,,
Jun,10,20.50,2.29,3.25,6,205,26.20,0.74,9.31,,,
Jun,10,22.00,1.42,1.39,10,639,25.80,0.59,15.84,,,
Jun,10,23.00,0.97,0.93,60,750,25.30,0.48,10.82,,,
Jun,10,23.50,0.81,0.78,2,116,25.30,0.42,8.98,,,
Dec,10,22.00,2.14,2.33,4,216,26.50,0.63,10.75,,,
Mar,11,23.00,2.02,2.13,5,17,27.40,0.59,7.96,,,
Dec,11,26.00,1.74,0.60,5,34,27.60,0.52,4.15,,,
Dec,13,32.00,1.97,1.95,3,5,28.70,0.49,2.30,,,
ASX Ltd Last Sale Price $33.76,,,,,,,,,,,,
Jan,10,34.00,0.10,0.14,6,50,26.60,0.31,51.36,,,
Feb,10,34.50,0.56,0.54,10,57,23.10,0.41,20.36,,,
Feb,10,36.00,0.19,0.12,5,147,23.10,0.19,6.67,,,
Mar,10,33.50,1.15,0.87,10,16,22.70,0.59,16.50,,,
Mar,10,35.00,0.48,0.42,5,55,21.50,0.39,9.04,,,
Mar,10,35.50,0.38,0.41,5,63,21.90,0.33,6.99,,,
Mar,10,36.00,0.27,0.30,10,69,21.60,0.27,4.94,,,
Jun,10,32.00,2.70,2.55,1,79,23.20,0.72,6.82,,,
Jun,10,34.00,1.61,1.72,1,28,22.20,0.57,11.65,,,
Sep,10,36.00,1.34,3.55,6,6,22.00,0.48,6.01,,,
Dec,10,36.00,1.92,-,5,-,24.40,0.53,6.27,,,
Alumina Ltd Last Sale Price $1.63,,,,,,,,,,,,
Jan,10,1.63,0.03,0.02,200,446,72.90,0.51,279.91,,,
Feb,10,1.63,0.09,0.08,360,1798,46.60,0.54,63.45,,,
Feb,10,1.93,0.02,0.03,420,3545,56.40,0.17,14.93,,,
Mar,10,1.54,0.17,0.17,40,99,47.60,0.67,32.82,,,
Mar,10,1.63,0.13,0.12,20,128,47.00,0.56,48.26,,,
Mar,10,1.71,0.09,0.09,427,375,47.20,0.45,34.75,,,
Jun,10,1.60,0.20,0.19,20,4,40.00,0.62,24.80,,,
Jun,10,2.25,0.05,0.04,5,170,49.40,0.21,7.51,,,
AXA Asia Pacific Last Sale Price $6.59,,,,,,,,,,,,
Jan,10,6.50,0.13,0.14,6,209,52.30,0.70,96.93,,,
Feb,10,6.50,0.26,0.23,7,9,26.50,0.61,30.46,,,
Feb,10,6.75,0.14,0.14,94,104,26.40,0.41,24.92,,,
Jun,10,6.50,0.37,0.44,44,21,18.90,0.64,10.41,,,
BHP Billiton Ltd Last Sale Price $40.30,,,,,,,,,,,,
Jan,10,0.01,40.27,40.42,14,197,-,1.00,-,,,
Jan,10,30.00,10.31,10.52,13,29,115.30,1.00,2.26,,,
Jan,10,34.00,6.30,4.10,4,13,114.40,1.00,2.26,,,
Jan,10,35.00,5.31,5.38,2,70,114.10,0.99,4.53,,,
Jan,10,35.50,4.82,4.95,2,50,111.10,0.99,6.79,,,
Jan,10,36.00,4.32,5.16,33,144,108.20,0.98,9.06,,,
Jan,10,36.50,3.84,5.64,1,34,105.20,0.97,15.85,,,
Jan,10,37.00,3.31,4.59,74,292,78.60,0.98,6.79,,,
Jan,10,37.50,2.81,2.97,38,239,52.00,1.00,2.26,,,
Jan,10,38.00,2.31,3.10,6,651,54.10,0.98,4.53,,,
Jan,10,38.01,2.30,-,3,3,49.20,0.99,4.53,,,
Jan,10,38.50,1.84,3.11,58,310,56.20,0.94,15.85,,,
Jan,10,39.00,1.39,1.40,18,392,58.40,0.86,40.76,,,
Jan,10,39.50,0.97,0.97,155,327,55.10,0.76,76.99,,,
Jan,10,40.00,0.58,0.64,218,791,49.40,0.62,129.06,,,
Jan,10,40.01,0.57,2.80,6,13,49.30,0.62,129.06,,,
