Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4465.4 at 16:35 16/8/2010  Report at 19:06 Monday 16/8/2010. Processed 19:24 Monday 16/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.13,,,,,,,,,,,,
Aug,10,14.50,0.67,0.50,5,102,18.90,0.92,7.68,,,
Aug,10,15.00,0.27,0.24,14,218,18.50,0.64,30.70,,,
Sep,10,14.50,0.71,0.66,2,212,16.30,0.83,4.95,,,
Sep,10,15.00,0.34,0.36,10,294,16.10,0.62,13.30,,,
Sep,10,15.50,0.13,0.14,6,276,16.20,0.37,8.04,,,
Oct,10,14.50,0.78,0.42,5,10,17.80,0.76,4.89,,,
Oct,10,15.50,0.25,0.26,10,176,17.20,0.45,7.99,,,
Nov,10,15.50,0.28,-,5,6,15.70,0.48,6.74,,,
Nov,10,16.00,0.17,0.18,5,50,16.10,0.33,3.90,,,
Mar,11,15.00,0.86,1.07,2,6,17.40,0.65,7.97,,,
Amcor Ltd Last Sale Price $6.56,,,,,,,,,,,,
Aug,10,6.50,0.14,0.14,85,397,26.80,0.60,40.47,,,
Aug,10,6.75,0.04,0.06,109,293,27.30,0.28,20.23,,,
Sep,10,6.25,0.36,0.38,5,83,28.30,0.74,7.13,,,
Sep,10,6.50,0.17,0.17,270,422,22.80,0.60,14.98,,,
Oct,10,6.50,0.24,0.19,35,3,22.80,0.60,13.53,,,
Oct,10,6.75,0.13,0.13,8,36,21.20,0.45,9.40,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
Aug,10,5.50,0.08,0.10,143,2204,41.20,0.34,49.80,,,
Aug,10,5.75,0.02,0.03,40,1897,38.40,0.13,12.45,,,
Sep,10,5.50,0.12,0.10,140,979,31.20,0.42,20.19,,,
Sep,10,5.75,0.05,0.05,5,888,30.20,0.25,8.78,,,
Sep,10,6.25,0.01,0.01,10,596,32.00,0.08,1.58,,,
Dec,10,5.25,0.34,0.40,4,46,25.90,0.62,13.43,,,
Dec,10,5.50,0.23,0.22,4,714,25.80,0.50,11.85,,,
Dec,10,5.75,0.14,0.12,10,1279,24.90,0.38,7.37,,,
Mar,11,5.50,0.30,0.31,15,120,25.20,0.55,9.30,,,
ANZ Banking Grp Last Sale Price $22.16,,,,,,,,,,,,
Aug,10,0.01,22.18,22.25,10,60,-,-,4.49,,,
Aug,10,21.50,0.89,0.93,11,172,32.20,0.73,33.69,,,
Aug,10,22.00,0.53,0.60,2,260,29.30,0.58,55.40,,,
Aug,10,22.50,0.25,0.28,62,690,26.00,0.38,36.69,,,
Aug,10,23.00,0.10,0.11,204,1589,24.50,0.20,14.23,,,
Aug,10,23.50,0.03,0.01,145,1300,23.70,0.08,4.49,,,
Sep,10,22.00,0.92,0.99,14,682,27.30,0.58,31.89,,,
Sep,10,22.50,0.64,0.70,9,276,26.20,0.47,27.03,,,
Sep,10,23.00,0.41,0.37,19,879,24.80,0.36,17.53,,,
Sep,10,23.50,0.23,0.26,100,644,23.20,0.25,9.92,,,
Sep,10,24.00,0.14,0.12,45,1242,23.00,0.17,5.91,,,
Sep,10,24.50,0.08,0.07,14,1318,23.00,0.11,3.38,,,
Oct,10,19.01,3.61,3.32,1,4,36.60,0.86,10.24,,,
Oct,10,22.50,0.96,0.96,15,237,25.80,0.51,21.37,,,
