Derivatives: Call Options - daily trades,,,,,,,,,,,,,,,,,,,,
Thursday, April 4, 2013.,,,,,,,,,,,,,,,,,,,,
"XAO 4919.3 at 2013-04-04T16:45:35. Report at Thursday, April 4, 2013. Processed Friday at 2013-04-05T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS,
AGL Energy Last Sale Price $15.57,
May,13,16.00,.23,.20,320,2850,15.80,.40,9.66,,
Dec,13,14.97,1.22,1.17,34,97,16.60,.74,5.55,,
Dec,13,17.38,.25,.25,94,228,15.80,.33,2.21,,
,
Asciano Last Sale Price $5.34,
May,13,4.91,.53,-,27,27,29.50,.81,11.99,,
Jul,13,5.01,.55,-,27,-,28.50,.72,13.01,,
,
Amcor Last Sale Price $9.45,
Apr,13,9.25,.32,.32,55,2269,23.10,.69,23.17,,
Apr,13,9.50,.17,.20,70,1770,21.90,.49,32.83,,
Apr,13,9.75,.08,.07,21,2871,21.70,.29,15.45,,
May,13,10.00,.13,.13,97,-,20.90,.29,8.47,,
Jun,13,10.00,.17,.18,65,100,19.90,.34,7.95,,
Dec,15,11.00,.63,.64,120,-,21.20,.58,2.46,,
,
AMP Last Sale Price $5.10,
Apr,13,5.00,.17,.19,350,3433,23.40,.68,25.05,,
Apr,13,5.25,.05,.05,694,6348,22.20,.31,17.89,,
May,13,5.25,.12,.12,110,4387,21.20,.42,14.44,,
May,13,5.50,.04,.04,250,4235,21.00,.22,5.65,,
Jun,13,5.50,.07,.07,20,4964,20.60,.28,6.31,,
Jul,13,5.50,.10,.09,300,1100,19.90,.32,6.33,,
Dec,13,5.00,.41,.40,40,7129,21.50,.67,8.53,,
,
ANZ Banking Grp Last Sale Price $28.03,
Apr,13,23.00,5.08,6.55,67,1038,38.80,.99,2.93,,
Apr,13,23.50,4.58,4.81,30,263,36.00,.99,3.26,,
Apr,13,24.00,4.08,4.21,10,571,33.20,.98,3.26,,
Apr,13,24.01,4.07,4.29,30,754,31.40,.99,2.93,,
Apr,13,24.50,3.59,3.80,30,3456,30.40,.98,3.58,,
Apr,13,24.51,3.58,3.79,30,773,31.10,.98,3.91,,
Apr,13,25.00,3.10,3.31,30,1431,28.70,.97,4.23,,
Apr,13,25.01,3.10,3.29,30,1149,30.80,.96,5.21,,
Apr,13,25.50,2.61,2.81,40,2157,26.20,.95,4.88,,
Apr,13,25.51,2.61,2.81,30,566,27.60,.94,5.53,,
Apr,13,26.00,2.13,2.34,30,1419,23.90,.93,6.19,,
Apr,13,26.01,2.12,2.33,30,726,24.40,.92,6.51,,
Apr,13,26.50,1.66,1.85,30,18498,22.20,.88,8.46,,
Apr,13,26.51,1.66,2.13,75,2101,22.80,.88,9.12,,
Apr,13,27.00,1.22,1.42,30,3692,20.50,.81,12.05,,
Apr,13,27.01,1.22,1.31,139,682,21.20,.80,13.02,,
Apr,13,27.50,.84,.85,157,2653,20.00,.69,20.18,,
Apr,13,28.00,.50,.51,332,4277,17.90,.55,30.28,,
Apr,13,28.01,.50,.61,139,1001,18.30,.54,31.25,,
Apr,13,28.50,.26,.27,818,4886,17.20,.37,16.93,,
Apr,13,28.51,.27,.29,165,181,17.70,.37,17.58,,
Apr,13,29.00,.13,.14,1236,9662,17.00,.22,8.14,,
Apr,13,29.50,.06,.06,700,3682,17.40,.12,3.91,,
Apr,13,30.00,.03,.04,100,4522,17.70,.06,1.63,,
Apr,13,31.00,.00,.01,1000,2072,18.50,.01,.26,,
May,13,0.01,27.47,-,700,-,-,-,-,,
May,13,25.00,3.14,3.15,20,126,22.10,.93,2.51,,
May,13,25.50,2.66,3.55,10,496,21.10,.90,2.97,,
May,13,26.01,1.72,-,10,76,18.80,.88,-,,
May,13,27.00,1.34,1.35,40,1026,18.10,.75,6.97,,
May,13,27.50,.98,1.04,244,1868,17.80,.67,10.39,,
May,13,27.51,.74,.75,120,947,17.70,.67,5.03,,
May,13,28.01,.52,.57,622,1489,17.30,.57,11.31,,
May,13,28.50,.45,.50,140,4881,17.20,.47,10.28,,
May,13,28.51,.33,.34,98,2435,16.80,.46,7.54,,
May,13,29.00,.28,.28,82,2358,16.70,.36,6.28,,
May,13,29.01,.22,.23,53,2919,16.90,.36,4.91,,
May,13,29.50,.17,.19,190,2131,16.90,.27,3.88,,
May,13,30.00,.10,.10,300,3168,17.00,.20,2.28,,
May,13,30.50,.06,.07,70,1532,17.10,.14,1.26,,
May,13,32.00,.01,.02,160,1514,18.10,.04,.23,,
Jun,13,25.00,3.15,3.24,136,4800,20.70,.91,1.76,,
Jun,13,25.50,2.67,3.10,135,7420,19.40,.89,2.07,,
Jun,13,25.51,2.31,2.69,10,997,19.50,.88,-,,
Jun,13,26.00,2.22,2.26,15,3975,19.10,.84,2.91,,
Jun,13,27.01,1.20,1.54,35,1480,17.40,.74,2.68,,
Jun,13,27.50,1.05,1.44,95,1265,17.40,.67,8.04,,
Jun,13,28.00,.78,.88,6,2519,17.10,.59,11.41,,
