Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:31 Friday 8/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.14,,,,,,,,,,,,
Feb,10,14.00,0.41,0.41,2,98,14.40,0.64,14.22,,,
Feb,10,14.50,0.16,0.17,20,123,13.40,0.37,8.43,,,
Jun,10,13.00,1.35,1.40,1,3,16.50,0.85,3.15,,,
Asciano Grp Last Sale Price $1.90,,,,,,,,,,,,
Feb,10,1.96,0.06,0.07,42,106,29.90,0.43,23.59,,,
Jun,10,1.90,0.20,0.19,50,146,35.00,0.59,22.36,,,
Sep,10,1.80,0.29,0.30,25,562,34.80,0.68,14.87,,,
Amcor Ltd Last Sale Price $6.16,,,,,,,,,,,,
Jan,10,5.72,0.46,0.47,120,261,19.50,0.96,4.23,,,
Jan,10,6.18,0.11,0.11,23,430,18.80,0.51,29.63,,,
Feb,10,5.95,0.34,0.34,12,182,22.90,0.71,15.12,,,
Feb,10,6.18,0.19,0.19,4,289,21.40,0.54,22.98,,,
Feb,10,6.41,0.10,0.08,4,110,20.90,0.35,11.49,,,
Mar,10,5.72,0.52,0.50,50,502,22.90,0.81,6.16,,,
AMP Ltd Last Sale Price $6.43,,,,,,,,,,,,
Jan,10,6.50,0.13,0.16,20,1143,25.40,0.46,33.79,,,
Jan,10,6.75,0.06,0.07,177,722,27.80,0.25,16.22,,,
Jan,10,7.00,0.04,0.07,40,1904,32.40,0.15,9.46,,,
Jan,10,7.25,0.01,0.04,40,392,32.90,0.07,4.05,,,
Feb,10,6.50,0.24,0.28,80,405,27.60,0.51,27.80,,,
Feb,10,6.75,0.17,0.17,28,634,29.90,0.37,19.11,,,
Feb,10,7.00,0.11,0.11,20,929,30.80,0.26,12.16,,,
Feb,10,7.25,0.06,0.11,10,165,30.90,0.17,6.95,,,
Mar,10,5.25,1.22,0.29,25,45,24.90,0.97,2.95,,,
Mar,10,5.50,0.98,1.14,3,822,24.90,0.94,3.69,,,
Mar,10,6.50,0.29,0.33,6,791,29.10,0.53,21.75,,,
Mar,10,7.00,0.16,0.17,6,832,32.70,0.34,11.80,,,
Mar,10,8.25,0.02,0.06,10,102,33.70,0.07,1.47,,,
Dec,11,6.00,1.19,-,25,55,31.80,0.73,6.00,,,
Jun,14,6.00,1.51,1.37,3,10,28.80,0.81,3.78,,,
ANZ Banking Grp Last Sale Price $22.25,,,,,,,,,,,,
Jan,10,20.00,2.33,2.30,6,110,29.70,0.95,6.25,,,
Jan,10,21.00,1.41,1.42,4,276,26.20,0.85,12.50,,,
Jan,10,21.50,0.99,0.97,4,229,24.40,0.75,18.75,,,
Jan,10,22.00,0.63,0.61,20,698,22.30,0.62,29.29,,,
Jan,10,22.50,0.35,0.34,22,1298,21.40,0.45,27.34,,,
Jan,10,23.00,0.19,0.18,81,990,21.40,0.28,14.45,,,
Jan,10,23.50,0.10,0.09,48,829,21.90,0.16,7.42,,,
Feb,10,22.00,0.92,1.04,5,272,22.60,0.61,22.43,,,
Feb,10,22.50,0.65,0.64,2,287,21.90,0.50,21.59,,,
Feb,10,23.50,0.27,0.28,22,202,21.00,0.28,9.04,,,
Feb,10,24.00,0.22,0.16,18,843,23.30,0.22,7.37,,,
Mar,10,20.50,2.23,1.75,3,68,25.20,0.81,10.12,,,
Mar,10,21.50,1.51,1.94,4,259,24.70,0.68,16.30,,,
Mar,10,22.50,0.93,0.98,7,838,23.50,0.52,19.71,,,
Mar,10,23.00,0.69,0.72,42,333,22.90,0.44,14.70,,,
Mar,10,23.50,0.51,0.55,15,356,22.60,0.36,10.76,,,
Mar,10,24.00,0.36,0.40,4,847,22.50,0.29,7.78,,,
Mar,10,24.50,0.24,0.24,11,251,21.80,0.21,5.11,,,
Mar,10,25.00,0.17,0.19,4,408,22.30,0.16,3.73,,,
Jun,10,18.50,4.21,3.91,3,9,27.90,0.89,4.54,,,
Jun,10,19.00,3.80,-,3,35,27.90,0.86,5.37,,,
Jun,10,21.50,1.97,2.05,1,62,25.60,0.67,11.86,,,
Jun,10,23.00,1.14,1.19,1,749,23.90,0.52,11.08,,,
Dec,10,23.00,2.06,2.04,7,478,27.80,0.59,9.68,,,
Dec,12,28.00,2.28,2.25,46,25,28.60,0.57,3.47,,,
Dec,12,30.00,1.91,1.94,35,125,28.70,0.46,2.91,,,
ASX Ltd Last Sale Price $35.31,,,,,,,,,,,,
Jan,10,34.00,1.49,0.65,1,52,16.90,0.85,8.86,,,
Jan,10,35.00,0.72,0.70,1,120,15.60,0.64,20.43,,,
Jan,10,35.50,0.45,0.34,2,85,15.30,0.48,22.15,,,
Feb,10,35.00,1.16,0.93,1,32,18.30,0.61,17.83,,,
Feb,10,36.00,0.58,0.63,3,24,16.50,0.43,12.34,,,
Feb,10,36.50,0.41,0.37,4,5,16.50,0.35,8.75,,,
Mar,10,36.00,0.75,0.66,2,67,18.10,0.48,10.07,,,
Alumina Ltd Last Sale Price $1.93,,,,,,,,,,,,
Jan,10,1.71,0.23,0.24,101,1464,39.10,0.92,9.01,,,
Jan,10,1.93,0.07,0.08,523,2239,41.90,0.53,67.54,,,
Feb,10,1.63,0.33,0.38,75,1521,42.10,0.89,9.65,,,
Feb,10,1.93,0.12,0.11,44,3710,40.40,0.55,44.39,,,
Feb,10,2.14,0.05,0.06,8,977,42.00,0.29,19.30,,,
Mar,10,1.93,0.14,0.15,23,2090,39.10,0.56,35.61,,,
Jun,10,1.80,0.29,0.24,12,163,40.20,0.69,18.57,,,
Jun,10,2.00,0.19,0.18,21,263,37.70,0.54,20.83,,,
Sep,10,1.80,0.35,0.34,10,12,40.10,0.69,16.06,,,
Sep,10,2.00,0.25,-,14,-,38.40,0.57,17.89,,,
AXA Asia Pacific Last Sale Price $6.69,,,,,,,,,,,,
Feb,10,6.75,0.17,0.13,5,14,19.00,0.51,19.49,,,
Feb,10,7.00,0.09,-,5,-,19.10,0.31,9.46,,,
Jun,10,5.00,1.73,0.39,2,5,25.20,0.97,1.14,,,
Sep,10,6.50,0.49,0.47,2,34,16.30,0.72,6.32,,,
BHP Billiton Ltd Last Sale Price $43.62,,,,,,,,,,,,
Jan,10,34.00,9.72,4.10,2,19,51.90,0.98,3.98,,,
Jan,10,37.00,6.73,6.19,8,401,36.30,0.98,4.38,,,
Jan,10,38.50,5.26,5.22,2,438,32.30,0.96,5.58,,,
Jan,10,39.00,4.76,4.81,10,489,29.80,0.95,5.58,,,
Jan,10,39.50,4.28,3.84,10,439,28.60,0.94,6.38,,,
Jan,10,40.00,3.81,3.94,22,1122,27.30,0.92,7.37,,,
Jan,10,40.50,3.34,3.40,1,415,26.50,0.90,8.77,,,
Jan,10,41.00,2.89,2.80,16,1617,25.60,0.87,10.76,,,
Jan,10,42.00,2.03,2.00,53,1594,23.60,0.78,16.34,,,
Jan,10,42.50,1.66,1.93,17,624,23.10,0.71,21.32,,,
Jan,10,43.00,1.30,1.27,37,1534,22.30,0.64,27.10,,,
Jan,10,43.50,0.98,0.94,141,465,21.40,0.56,34.27,,,
Jan,10,44.00,0.74,0.69,226,1438,21.50,0.47,29.49,,,
Jan,10,44.50,0.51,0.49,1544,375,20.60,0.37,20.32,,,
Jan,10,45.00,0.37,0.35,1630,1072,20.90,0.29,14.74,,,
Jan,10,45.50,0.25,0.23,15,228,20.60,0.22,9.76,,,
Jan,10,46.00,0.16,0.18,36,291,20.40,0.15,6.18,,,
Jan,10,47.00,0.07,0.07,45,525,21.30,0.08,2.99,,,
Feb,10,34.00,9.81,6.60,2,10,33.70,0.98,3.24,,,
Feb,10,37.50,6.50,6.58,11,102,33.20,0.92,6.49,,,
Feb,10,38.00,6.04,5.98,1,358,32.40,0.90,7.09,,,
Feb,10,41.00,3.42,3.48,3,412,27.60,0.77,13.58,,,
Feb,10,41.50,3.02,3.35,1,469,27.00,0.74,15.37,,,
Feb,10,42.00,2.65,2.62,12,682,26.30,0.70,17.59,,,
Feb,10,43.00,1.99,2.10,3,1303,25.60,0.61,23.40,,,
Feb,10,43.50,1.69,1.70,33,73,24.90,0.56,26.81,,,
Feb,10,44.00,1.42,1.40,34,745,24.60,0.51,24.25,,,
Feb,10,44.01,1.42,1.50,5,6,28.50,0.52,24.16,,,
Feb,10,44.50,1.17,1.13,13,13,24.10,0.46,19.89,,,
Feb,10,45.00,0.97,0.96,28,659,23.90,0.41,16.56,,,
Feb,10,45.50,0.79,0.82,1,32,23.70,0.36,13.41,,,
Feb,10,47.00,0.39,0.42,4,574,22.90,0.22,6.57,,,
Feb,10,47.50,0.32,0.32,16,-,23.20,0.19,5.38,,,
Feb,10,48.00,0.23,0.22,31,137,22.80,0.15,3.93,,,
Mar,10,36.00,7.95,7.20,3,651,32.70,0.93,3.59,,,
Mar,10,37.00,7.04,5.42,4,1973,32.60,0.90,4.62,,,
Mar,10,41.00,3.65,3.84,1,1065,27.90,0.74,11.19,,,
Mar,10,42.50,2.62,2.52,4,166,26.50,0.65,16.25,,,
Mar,10,43.50,2.03,2.13,23,356,25.80,0.57,20.76,,,
Mar,10,44.00,1.76,1.72,268,2157,25.60,0.54,19.18,,,
Mar,10,45.00,1.32,1.40,6,2261,25.10,0.46,14.34,,,
Mar,10,48.00,0.50,0.44,10,26,24.40,0.24,5.38,,,
Mar,10,49.00,0.35,0.34,1,205,24.40,0.19,3.80,,,
Mar,10,52.00,0.11,0.10,8,16,24.00,0.08,1.14,,,
Apr,10,0.01,43.67,42.00,5,10,-,-,0.45,,,
Apr,10,38.00,6.39,-,3,9,31.20,0.84,5.79,,,
Apr,10,40.00,4.77,4.85,11,40,28.80,0.77,8.59,,,
Apr,10,43.00,2.78,2.80,9,80,26.70,0.61,16.14,,,
Apr,10,43.50,2.51,2.58,9,36,26.30,0.58,17.86,,,
Apr,10,44.00,2.25,1.79,13,61,26.10,0.55,16.85,,,
Jun,10,36.00,8.57,8.80,9,251,33.00,0.86,4.76,,,
Jun,10,38.00,6.97,5.35,9,62,31.20,0.81,6.72,,,
Jun,10,38.50,6.60,5.46,7,13,30.90,0.80,7.37,,,
Jun,10,39.00,6.23,5.27,2,48,30.60,0.78,8.02,,,
Jun,10,45.00,2.63,2.61,3,604,27.00,0.53,13.10,,,
Jun,10,46.00,2.25,2.21,2,4,27.00,0.48,11.18,,,
Sep,10,45.00,3.66,3.62,4,77,28.50,0.56,11.82,,,
Sep,10,52.00,1.34,1.30,1,277,26.40,0.31,4.31,,,
Dec,10,38.00,8.66,7.25,4,905,34.00,0.77,7.28,,,
Dec,10,40.00,7.38,7.64,53,335,33.10,0.73,9.00,,,
Dec,10,42.01,6.05,-,8,-,31.40,0.68,10.63,,,
Dec,10,50.00,2.59,2.65,110,264,28.20,0.44,6.19,,,
Dec,10,55.00,1.54,1.46,53,1362,28.20,0.31,3.68,,,
Dec,11,44.00,8.14,7.00,250,121,34.00,0.63,9.55,,,
Dec,11,60.00,3.03,3.05,46,319,30.80,0.41,3.55,,,
BlueScope Steel Last Sale Price $3.24,,,,,,,,,,,,
Jan,10,3.19,0.13,0.12,10,1142,31.40,0.61,40.23,,,
Jan,10,3.38,0.04,0.04,20,374,29.70,0.30,21.46,,,
Feb,10,3.00,0.30,0.29,3,1153,30.10,0.80,13.79,,,
Feb,10,3.38,0.09,0.11,8,222,28.30,0.39,19.54,,,
Mar,10,2.81,0.49,0.50,40,346,38.50,0.83,8.78,,,
Mar,10,3.00,0.34,0.34,15,863,37.40,0.73,15.36,,,
Mar,10,3.19,0.23,0.23,3,550,35.10,0.60,25.60,,,
Mar,10,3.38,0.13,0.14,5,253,32.80,0.45,19.02,,,
Jun,10,3.25,0.33,0.32,6,164,38.30,0.59,21.79,,,
Brambles Ltd Last Sale Price $7.04,,,,,,,,,,,,
Jan,10,7.00,0.23,0.22,2,991,30.10,0.56,45.67,,,
Jan,10,7.25,0.14,0.13,197,2383,32.70,0.38,33.33,,,
Jan,10,7.50,0.07,0.07,20,302,32.80,0.23,16.05,,,
Feb,10,6.25,0.88,0.45,15,25,32.60,0.87,9.52,,,
Feb,10,7.00,0.34,0.31,23,679,29.50,0.57,31.74,,,
Feb,10,7.25,0.23,0.20,60,169,29.60,0.44,23.81,,,
Feb,10,7.50,0.14,0.12,40,11,29.80,0.32,15.34,,,
C'wlth Bank  of Aust  Last Sale Price $56.16,,,,,,,,,,,,
Jan,10,46.00,10.26,10.28,3,132,24.60,1.00,2.94,,,
Jan,10,50.00,6.28,4.90,5,147,23.70,0.99,3.71,,,
Jan,10,51.00,5.30,5.42,1,100,23.30,0.97,4.49,,,
Jan,10,52.00,4.36,4.30,2,410,22.90,0.94,6.04,,,
Jan,10,53.00,3.41,2.85,18,440,20.80,0.90,7.74,,,
Jan,10,54.00,2.54,2.42,14,380,20.00,0.82,11.76,,,
Jan,10,54.01,2.52,2.31,6,63,19.70,0.83,11.45,,,
Jan,10,54.50,2.17,2.00,17,113,20.30,0.76,15.63,,,
Jan,10,55.00,1.75,1.27,18,439,19.00,0.71,18.26,,,
Jan,10,56.00,1.12,1.09,124,823,18.60,0.56,29.71,,,
Jan,10,56.01,1.10,0.80,5,-,18.20,0.56,29.25,,,
Jan,10,56.50,0.83,0.85,58,376,17.90,0.48,25.84,,,
Jan,10,57.00,0.61,0.64,57,403,17.60,0.40,18.88,,,
Jan,10,57.50,0.46,0.44,15,27,17.80,0.32,14.08,,,
Jan,10,58.00,0.31,0.32,37,331,17.40,0.24,9.59,,,
Jan,10,59.00,0.14,0.15,2,73,17.30,0.13,4.33,,,
