Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4759.6 at 16:47 18/11/2009  Report at 19:06 Wednesday 18/11/2009. Processed 19:29 Wednesday 18/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.00,,,,,,,,,,,,
Nov,09,13.50,0.55,0.54,1,55,24.60,0.85,14.48,,,
Nov,09,14.00,0.17,0.20,8,305,19.40,0.52,47.80,,,
Dec,09,13.00,1.08,1.10,2,17,21.20,0.91,6.52,,,
Dec,09,13.50,0.65,0.71,5,276,20.20,0.77,13.04,,,
Dec,09,14.00,0.33,0.35,2,221,19.80,0.54,28.68,,,
Dec,09,14.50,0.13,0.15,10,540,19.30,0.30,11.30,,,
Dec,09,15.00,0.04,0.06,11,116,19.00,0.12,3.48,,,
Jan,10,13.50,0.82,0.85,1,33,19.30,0.73,11.77,,,
Jan,10,14.50,0.27,0.28,2,25,17.60,0.39,9.78
Mar,10,13.50,1.02,1.06,2,26,21.40,0.70,10.69
Mar,10,14.50,0.46,0.49,25,29,19.40,0.47,9.27
Mar,10,15.00,0.29,0.50,24,159,19.60,0.36,6.01
Asciano Grp Last Sale Price $1.65,,,,,,,,,
Nov,09,1.66,0.04,0.04,100,1789,40.00,0.48,86.03
Dec,09,1.66,0.07,0.07,44,2556,37.70,0.52,47.93
Amcor Ltd Last Sale Price $5.61,,,,,,,,,
Dec,09,5.72,0.12,0.10,50,491,25.40,0.43,26.02
Dec,09,5.95,0.05,0.06,10,192,24.60,0.23,10.84
Jan,10,5.72,0.20,0.18,25,147,23.60,0.49,18.07
Jan,10,5.95,0.12,0.13,4,379,23.60,0.34,10.84
Mar,10,5.95,0.19,0.17,18,105,25.50,0.43,9.66
AMP Ltd Last Sale Price $6.38,,,,,,,,,
Nov,09,6.00,0.41,0.42,10,647,38.80,0.87,19.07
Nov,09,6.50,0.09,0.09,68,1984,35.40,0.38,54.03
Dec,09,6.00,0.50,0.50,55,1434,36.60,0.76,22.88
Dec,09,6.25,0.33,0.32,5,774,35.30,0.62,38.14
Dec,09,6.50,0.21,0.21,85,1614,35.70,0.46,40.05
Dec,09,6.75,0.12,0.12,31,1867,35.10,0.32,22.88
Dec,09,7.00,0.07,0.07,33,684,36.00,0.21,13.35
Jan,10,6.00,0.64,0.63,17,823,35.90,0.70,20.66
Jan,10,6.25,0.47,0.45,1,300,33.40,0.61,26.62
Jan,10,6.50,0.33,0.33,3,394,32.00,0.51,26.22
Jan,10,7.00,0.17,0.16,5,468,33.30,0.32,13.51
Jan,10,7.25,0.11,0.10,20,50,32.60,0.23,8.74
Feb,10,6.50,0.42,0.42,10,121,33.50,0.53,24.31
Mar,10,6.50,0.38,0.49,5,533,28.50,0.54,16.98
Mar,10,7.00,0.27,0.27,50,283,33.40,0.39,12.07
Apr,10,7.00,0.30,0.30,4,25,32.40,0.42,10.70
Jun,10,6.50,0.60,0.13,10,128,33.60,0.58,15.67
Jun,10,7.70,0.23,-,20,150,32.20,0.31,5.88
Jun,10,8.18,0.15,0.58,10,83,32.20,0.23,3.92
ANZ Banking Grp Last Sale Price $22.16,,,,,,,,,
Nov,09,21.50,0.81,0.81,3,84,29.90,0.77,28.37
Nov,09,22.00,0.46,0.41,92,308,28.20,0.59,54.90
Nov,09,22.50,0.23,0.23,82,483,28.10,0.38,42.09
Nov,09,23.00,0.09,0.09,128,1126,26.70,0.19,15.56
Nov,09,23.50,0.03,0.03,30,819,27.50,0.08,5.49
Nov,09,24.00,0.03,0.03,38,803,33.00,0.06,4.58
Dec,09,0.01,22.21,22.03,10,866,-,-,3.29
Dec,09,19.00,3.23,3.24,3,-,29.30,0.98,3.84
Dec,09,20.00,2.29,2.33,2,12,29.10,0.91,7.41
Dec,09,22.00,0.80,0.80,72,466,27.40,0.58,34.86
Dec,09,22.50,0.52,0.51,201,198,26.00,0.46,28.55
Dec,09,23.00,0.36,0.31,71,1263,26.70,0.35,19.77
Dec,09,23.50,0.22,0.22,6,929,26.30,0.24,12.08
Dec,09,24.00,0.14,0.12,18,949,26.80,0.17,7.69
Dec,09,24.50,0.09,0.07,77,475,27.40,0.11,4.94
Dec,09,24.51,0.07,0.07,3,30,26.10,0.10,4.12
Dec,09,25.00,0.06,0.05,162,1118,27.90,0.08,3.02
Dec,09,25.50,0.04,0.02,13,120,28.90,0.05,1.92
Dec,09,26.00,0.03,0.01,100,51,31.30,0.04,1.65
Dec,09,28.00,0.00,0.01,3,84,32.30,-,0.22
Jan,10,21.00,1.77,2.05,1,122,25.70,0.74,13.95
Jan,10,22.00,1.14,1.05,5,111,24.90,0.59,22.30
Jan,10,22.50,0.86,0.84,2,606,24.20,0.51,19.79
