Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4896.3 at 16:34 25/3/2010  Report at 19:05 Thursday 25/3/2010. Processed 19:13 Thursday 25/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.02,,,,,,,,,,,,
Mar,10,14.50,0.52,0.69,95,263,29.10,1.00,-,,,
Mar,10,15.00,0.06,0.06,111,216,22.90,1.00,97.20,,,
Apr,10,14.00,1.11,1.14,1,13,17.30,0.93,5.74,,,
Apr,10,14.50,0.69,0.68,3,316,17.20,0.79,11.14,,,
Apr,10,15.00,0.34,0.47,40,202,16.40,0.56,21.94,,,
Apr,10,15.50,0.14,0.14,20,62,16.60,0.32,9.79,,,
May,10,15.00,0.46,0.50,13,60,15.70,0.58,16.52,,,
May,10,15.50,0.23,0.28,11,46,15.50,0.38,8.92,,,
Jun,10,15.00,0.55,0.64,50,187,15.40,0.60,14.00,,,
Jun,10,15.50,0.33,0.31,100,100,15.70,0.43,8.72,,,
Sep,10,15.50,0.56,0.56,1,133,15.80,0.51,7.37,,,
Asciano Grp Last Sale Price $1.85,,,,,,,,,,,,
Mar,10,1.75,0.10,0.12,55,601,2.00,1.00,-,,,
Mar,10,1.85,0.00,0.04,140,572,2.00,0.50,19.73,,,
Apr,10,1.90,0.05,0.06,162,2235,28.80,0.42,27.40,,,
Apr,10,2.00,0.01,0.02,20,462,26.00,0.20,8.22,,,
May,10,1.90,0.07,0.07,13,6217,29.80,0.47,23.12,,,
Jun,10,1.90,0.10,0.11,20,716,30.20,0.50,21.45,,,
Amcor Ltd Last Sale Price $6.29,,,,,,,,,,,,
Mar,10,5.95,0.34,0.35,28,516,2.00,1.00,-,,,
Mar,10,6.18,0.11,0.11,98,358,2.00,1.00,-,,,
Apr,10,5.95,0.41,0.39,2,295,23.20,0.81,12.09,,,
Apr,10,6.18,0.22,0.15,4,472,17.90,0.67,16.93,,,
Apr,10,6.41,0.10,0.10,62,236,17.30,0.41,15.31,,,
May,10,6.41,0.17,0.16,173,152,18.90,0.47,14.96,,,
Jun,10,5.72,0.67,0.63,10,64,19.50,0.88,6.31,,,
Jun,10,6.41,0.20,0.19,5,214,18.30,0.50,12.93,,,
Jun,10,6.64,0.13,0.12,19,45,18.70,0.35,7.88,,,
Sep,10,6.50,0.27,0.27,53,124,18.80,0.52,8.40,,,
Sep,10,6.75,0.20,0.18,48,-,20.20,0.41,6.18,,,
Dec,10,6.75,0.28,0.28,20,4,20.30,0.47,5.82,,,
AMP Ltd Last Sale Price $6.26,,,,,,,,,,,,
Mar,10,0.01,6.25,6.25,50,50,-,1.00,-,,,
Mar,10,6.00,0.27,0.28,20,529,93.10,1.00,58.31,,,
Mar,10,6.25,0.01,0.03,700,829,2.00,1.00,-,,,
Apr,10,5.75,0.56,0.56,5,122,22.80,0.91,7.29,,,
Apr,10,6.25,0.14,0.15,155,1766,16.40,0.57,21.87,,,
Apr,10,6.50,0.06,0.06,72,873,17.20,0.28,8.91,,,
May,10,6.25,0.22,0.22,10,148,18.00,0.58,18.68,,,
May,10,6.50,0.11,0.11,36,333,17.70,0.37,9.57,,,
Jun,10,0.01,6.32,6.34,50,-,-,-,4.12,,,
Jun,10,6.26,0.29,0.30,85,257,21.00,0.58,18.70,,,
Sep,10,6.50,0.29,0.33,261,161,20.60,0.51,9.40,,,
Sep,10,7.00,0.14,0.14,2,306,20.70,0.31,4.46,,,
ANZ Banking Grp Last Sale Price $25.35,,,,,,,,,,,,
Mar,10,0.01,25.34,25.37,3,1027,-,1.00,-,,,
Mar,10,15.50,9.85,4.45,3,3,2.00,1.00,-,,,
Mar,10,16.50,8.85,-,5,5,2.00,1.00,-,,,
Mar,10,17.00,8.35,5.63,10,35,2.00,1.00,-,,,
Mar,10,17.50,7.85,5.20,4,45,2.00,1.00,-,,,
Mar,10,18.00,7.35,7.55,3,35,2.00,1.00,-,,,
Mar,10,18.01,7.34,-,17,31,199.80,1.00,-,,,
Mar,10,19.00,6.35,1.80,8,93,2.00,1.00,-,,,
Mar,10,19.50,5.85,3.06,9,47,2.00,1.00,-,,,
Mar,10,20.00,5.35,5.53,8,165,2.00,1.00,-,,,
Mar,10,20.50,4.85,3.30,2,162,2.00,1.00,-,,,
Mar,10,21.00,4.35,3.45,15,592,2.00,1.00,-,,,
Mar,10,21.50,3.85,3.83,8,386,2.00,1.00,-,,,
Mar,10,22.00,3.35,3.39,187,1260,2.00,1.00,-,,,
Mar,10,22.50,2.85,2.84,72,993,2.00,1.00,-,,,
Mar,10,23.00,2.35,2.38,165,831,2.00,1.00,-,,,
Mar,10,23.50,1.85,1.88,239,1002,2.00,1.00,-,,,
Mar,10,24.00,1.35,1.40,321,2014,2.00,1.00,-,,,
Mar,10,24.50,0.85,0.88,201,596,2.00,1.00,-,,,
Mar,10,25.00,0.35,0.39,122,496,2.00,1.00,-,,,
Mar,10,25.50,-,0.01,196,263,2.00,-,14.40,,,
Mar,10,26.00,-,0.03,8,283,2.00,-,43.20,,,
Apr,10,18.01,7.42,-,17,31,49.30,0.99,3.40,,,
Apr,10,19.00,6.42,-,3,-,24.40,1.00,3.00,,,
Apr,10,20.00,5.43,4.26,2,23,24.10,1.00,3.20,,,
Apr,10,20.50,4.93,4.48,2,28,24.00,1.00,3.20,,,
Apr,10,21.00,4.43,4.60,2,89,23.80,1.00,3.40,,,
Apr,10,22.00,3.45,2.25,34,196,23.50,0.98,4.00,,,
Apr,10,22.50,2.96,2.98,121,271,22.00,0.97,4.40,,,
Apr,10,23.00,2.47,2.40,66,512,19.70,0.96,4.80,,,
Apr,10,23.50,2.02,2.05,82,1052,20.80,0.90,7.00,,,
Apr,10,24.00,1.58,1.58,96,791,19.70,0.85,9.20,,,
Apr,10,24.50,1.14,1.11,77,884,17.60,0.78,11.60,,,
Apr,10,25.00,0.78,0.78,139,1260,16.80,0.66,17.00,,,
Apr,10,25.50,0.50,0.50,253,756,16.50,0.51,19.80,,,
Apr,10,26.00,0.28,0.28,366,393,16.20,0.36,11.40,,,
Apr,10,26.50,0.14,0.15,49,240,15.80,0.22,5.80,,,
Apr,10,27.00,0.06,0.07,20,127,15.00,0.11,2.40,,,
May,10,18.00,7.44,-,5,-,20.70,1.00,2.02,,,
May,10,18.50,6.94,-,2,2,20.60,1.00,2.02,,,
May,10,22.50,2.98,2.95,2,90,19.40,0.95,3.04,,,
May,10,23.00,2.50,2.46,12,600,18.90,0.92,3.49,,,
May,10,23.50,2.08,2.05,2,73,19.90,0.86,5.17,,,
May,10,24.00,1.66,1.62,15,382,19.60,0.80,6.97,,,
May,10,24.01,1.39,1.38,1,19,18.40,0.81,1.01,,,
May,10,24.50,1.25,1.25,1,283,18.60,0.73,9.11,,,
May,10,24.51,1.05,0.56,5,130,18.20,0.73,4.84,,,
May,10,25.00,0.91,0.93,61,153,17.90,0.64,12.60,,,
May,10,25.50,0.63,0.62,7,83,17.40,0.54,14.17,,,
May,10,26.00,0.41,0.47,34,167,17.20,0.43,9.22,,,
May,10,26.50,0.26,0.27,167,102,16.90,0.33,5.74,,,
Jun,10,15.50,9.93,-,3,4,20.90,1.00,1.17,,,
Jun,10,16.50,8.93,7.00,5,42,20.80,1.00,1.25,,,
Jun,10,21.00,4.46,2.22,1,151,20.40,0.98,1.64,,,
Jun,10,23.00,2.56,2.77,4,829,20.20,0.88,3.36,,,
Jun,10,23.50,2.15,2.06,1,124,20.20,0.83,4.62,,,
Jun,10,24.00,1.76,1.70,16,435,20.20,0.77,6.42,,,
Jun,10,24.50,1.40,1.36,5,294,19.70,0.71,8.61,,,
Jun,10,25.00,1.10,1.09,20,460,19.50,0.63,11.66,,,
Jun,10,25.50,0.82,0.94,100,169,19.00,0.56,12.83,,,
Jun,10,26.00,0.59,0.69,10,779,18.40,0.47,9.23,,,
Jun,10,26.01,0.58,0.47,5,6,18.80,0.47,9.16,,,
Jun,10,27.00,0.27,0.27,20,442,17.40,0.30,4.15,,,
Jul,10,24.00,2.00,1.12,80,193,22.00,0.74,7.37,,,
Jul,10,24.50,1.63,-,11,2,20.80,0.69,8.84,,,
Aug,10,24.50,1.82,1.58,10,20,21.30,0.69,9.01,,,
Aug,10,25.50,1.25,1.11,5,4,20.40,0.58,11.66,,,
Sep,10,19.50,5.99,-,9,-,24.50,0.96,1.06,,,
Sep,10,20.00,5.54,-,8,-,26.00,0.94,1.53,,,
Sep,10,24.50,1.96,1.25,80,10,21.00,0.69,8.73,,,
Sep,10,25.00,1.66,1.23,10,24,20.60,0.64,10.31,,,
Sep,10,26.00,1.15,1.14,47,150,19.70,0.54,9.05,,,
Sep,10,26.50,0.96,0.93,20,139,19.70,0.48,7.55,,,
Nov,10,27.50,0.89,0.91,1,270,20.60,0.43,5.21,,,
Nov,10,29.50,0.42,0.41,8,113,20.30,0.28,2.49,,,
Dec,10,17.00,8.45,3.55,10,174,25.90,0.98,0.50,,,
Dec,10,25.00,2.01,1.94,75,439,21.50,0.66,8.72,,,
Dec,10,26.00,1.54,1.43,1,124,21.40,0.58,8.09,,,
Dec,10,28.00,0.82,0.53,1,8,20.80,0.41,4.34,,,
Dec,10,29.00,0.60,0.60,30,231,20.90,0.34,3.18,,,
Mar,11,25.00,2.38,-,7,-,23.30,0.66,8.03,,,
ASX Ltd Last Sale Price $35.49,,,,,,,,,,,,
Mar,10,35.00,0.53,0.63,17,19,34.30,1.00,36.00,,,
Mar,10,36.00,0.01,0.00,22,97,24.80,-,9.26,,,
Mar,10,36.50,-,0.30,18,141,24.80,-,308.54,,,
Apr,10,35.00,1.16,1.18,15,80,18.40,0.64,19.00,,,
Apr,10,35.50,0.84,0.83,5,3,17.70,0.55,24.00,,,
Apr,10,36.00,0.60,0.64,16,34,17.50,0.45,17.14,,,
Apr,10,36.50,0.41,0.42,40,117,17.40,0.35,11.86,,,
Apr,10,37.00,0.24,0.24,67,135,16.20,0.24,6.86,,,
