Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 23:06 Friday 6/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Aug,10,15.00,0.33,0.27,23,171,14.40,0.68,17.17,,,
Aug,10,15.50,0.10,0.10,22,149,14.40,0.31,10.88,,,
Sep,10,15.00,0.41,0.40,9,276,14.90,0.65,11.04,,,
Oct,10,15.00,0.49,0.47,4,6,15.80,0.65,8.87,,,
Oct,10,15.50,0.26,0.20,16,125,15.50,0.47,7.44,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Aug,10,1.60,0.13,0.11,10,100,31.00,0.84,15.25,,,
Oct,10,1.70,0.10,0.09,10,27,24.80,0.59,21.60,,,
Amcor Ltd Last Sale Price $6.42,,,,,,,,,,,,
Oct,10,6.50,0.19,0.19,1,2,22.30,0.52,12.86,,,
Oct,10,7.00,0.07,0.06,2,28,22.30,0.26,4.40,,,
Nov,10,6.75,0.12,0.11,1,6,19.40,0.40,6.09,,,
Dec,10,6.75,0.17,0.17,38,338,20.80,0.44,7.11,,,
AMP Ltd Last Sale Price $5.42,,,,,,,,,,,,
Aug,10,5.00,0.45,0.47,5,38,29.00,0.90,9.62,,,
Aug,10,5.75,0.03,0.04,30,2014,24.90,0.18,9.62,,,
Sep,10,5.50,0.14,0.14,30,899,24.30,0.49,18.55,,,
Sep,10,5.75,0.06,0.07,6,888,25.00,0.30,8.25,,,
Oct,10,5.25,0.30,0.31,69,693,23.40,0.68,10.42,,,
Oct,10,5.50,0.18,0.18,24,237,24.10,0.52,14.43,,,
Nov,10,5.50,0.22,0.22,37,41,24.00,0.54,13.23,,,
Dec,10,5.50,0.26,0.26,1,692,24.00,0.55,12.51,,,
ANZ Banking Grp Last Sale Price $23.05,,,,,,,,,,,,
Aug,10,21.00,2.19,2.10,2,101,33.50,0.90,10.93,,,
Aug,10,22.50,0.85,1.10,56,604,23.20,0.70,23.00,,,
Aug,10,23.00,0.50,0.54,152,1661,20.60,0.55,33.56,,,
Aug,10,23.50,0.25,0.30,86,1174,19.30,0.37,18.85,,,
Aug,10,24.00,0.12,0.10,133,1053,19.10,0.21,8.67,,,
Aug,10,24.50,0.04,0.04,2,513,18.50,0.09,3.02,,,
Sep,10,22.00,1.54,1.49,5,666,25.30,0.74,16.00,,,
Sep,10,22.50,1.15,1.13,2,238,22.80,0.66,19.23,,,
Sep,10,23.00,0.83,0.82,3,713,22.10,0.56,25.21,,,
Sep,10,23.50,0.55,0.53,10,591,20.50,0.45,17.61,,,
Sep,10,24.00,0.33,0.33,3,1283,19.30,0.33,10.66,,,
Sep,10,24.50,0.20,0.21,2,1300,19.00,0.23,6.46,,,
Sep,10,25.00,0.11,0.13,6,910,18.40,0.14,3.39,,,
Oct,10,23.00,1.16,1.21,100,515,23.10,0.58,20.93,,,
Oct,10,23.50,0.88,0.86,154,354,22.20,0.50,16.59,,,
Oct,10,25.00,0.35,0.28,2,211,21.40,0.27,6.60,,,
Nov,10,25.00,0.47,0.40,35,5,23.00,0.33,6.65,,,
Nov,10,27.50,0.11,0.11,35,274,23.00,0.12,1.48,,,
ASX Ltd Last Sale Price $29.98,,,,,,,,,,,,
Aug,10,30.00,0.55,0.43,10,179,18.60,0.53,31.89,,,
Aug,10,30.50,0.30,0.28,10,79,17.40,0.37,17.39,,,
Oct,10,31.00,0.50,0.42,6,44,18.50,0.43,7.17,,,
Alumina Ltd Last Sale Price $1.64,,,,,,,,,,,,
Aug,10,1.50,0.15,0.14,100,1610,31.30,0.90,10.60,,,
Aug,10,1.60,0.07,0.07,250,4596,31.80,0.66,37.09,,,
Aug,10,1.70,0.03,0.03,96,2421,33.10,0.35,31.79,,,
Sep,10,1.60,0.11,0.11,360,2348,33.70,0.63,29.52,,,
Sep,10,1.70,0.06,0.05,170,2188,35.10,0.44,27.25,,,
Sep,10,1.80,0.04,0.03,25,513,36.00,0.28,15.90,,,
Oct,10,1.60,0.14,0.14,115,498,36.60,0.62,27.82,,,
Oct,10,1.80,0.06,0.06,114,548,36.60,0.36,15.90,,,
Dec,10,1.85,0.07,0.08,320,2713,35.10,0.36,11.92,,,
BHP Billiton Ltd Last Sale Price $41.13,,,,,,,,,,,,
Aug,10,36.00,5.28,4.95,23,97,34.50,0.96,6.34,,,
Aug,10,36.01,5.21,-,20,-,22.70,1.00,3.80,,,
Aug,10,37.00,4.26,4.14,3,399,27.10,0.96,5.70,,,
Aug,10,38.00,3.39,3.35,13,815,29.80,0.89,10.99,,,
Aug,10,38.50,2.90,2.67,4,843,27.00,0.87,11.62,,,
Aug,10,39.00,2.46,2.44,40,1766,25.80,0.83,13.95,,,
Aug,10,40.00,1.67,1.60,154,2525,24.30,0.72,22.61,,,
Aug,10,40.50,1.26,1.26,32,1564,22.30,0.65,26.83,,,
Aug,10,41.00,0.94,0.92,266,1827,21.50,0.56,34.44,,,
Aug,10,41.01,0.93,0.76,2,62,21.20,0.56,34.02,,,
Aug,10,41.50,0.65,0.63,69,1578,20.10,0.46,27.47,,,
Aug,10,42.00,0.44,0.42,259,2259,19.60,0.36,18.38,,,
Aug,10,42.01,0.44,0.32,1,18,19.60,0.36,18.38,,,
Aug,10,42.50,0.28,0.25,190,1138,19.10,0.26,11.62,,,
Aug,10,43.00,0.17,0.17,149,979,18.70,0.18,6.97,,,
Aug,10,44.50,0.04,0.04,20,145,20.00,0.06,1.90,,,
Aug,10,45.00,0.03,0.03,95,1076,21.00,0.04,1.27,,,
Sep,10,39.00,2.75,2.60,21,546,26.30,0.75,11.32,,,
Sep,10,39.50,2.37,2.14,1,230,25.40,0.72,13.31,,,
Sep,10,40.00,1.99,1.90,12,1201,24.40,0.67,15.58,,,
Sep,10,41.00,1.36,1.30,3,2276,23.10,0.57,22.28,,,
Sep,10,41.01,1.24,1.10,2,-,22.00,0.57,20.19,,,
Sep,10,41.50,1.07,0.93,620,1182,22.20,0.51,19.38,,,
Sep,10,42.00,0.83,0.83,704,1994,21.60,0.45,15.12,,,
Sep,10,42.01,0.77,0.73,5,23,21.00,0.44,13.95,,,
Sep,10,42.50,0.64,0.60,20,372,21.10,0.39,11.59,,,
Sep,10,43.00,0.47,0.45,25,1553,20.60,0.32,8.60,,,
Sep,10,43.01,0.44,0.42,8,55,20.10,0.32,7.97,,,
Sep,10,43.50,0.35,0.34,28,313,20.30,0.27,6.34,,,
Sep,10,44.00,0.26,0.24,12,1821,20.00,0.22,4.62,,,
Sep,10,44.01,0.25,0.19,6,73,20.10,0.22,4.53,,,
Oct,10,39.00,3.10,2.58,1,141,25.00,0.73,10.25,,,
Oct,10,41.00,1.82,1.78,10,233,23.00,0.58,17.85,,,
Oct,10,41.50,1.57,1.43,7,349,22.80,0.54,16.59,,,
Oct,10,43.00,0.92,0.85,2,422,21.50,0.40,9.67,,,
Oct,10,44.00,0.60,0.58,50,574,20.90,0.31,6.39,,,
Oct,10,45.00,0.41,0.33,3,95,20.90,0.24,4.33,,,
Nov,10,45.00,0.67,0.58,27,36,21.40,0.29,5.27,,,
Dec,10,30.00,11.40,11.35,1,173,34.90,0.95,1.71,,,
Dec,10,33.00,8.69,8.51,1,26,32.00,0.91,3.52,,,
Dec,10,38.00,4.63,4.55,10,2052,27.60,0.75,9.54,,,
Dec,10,40.00,3.25,3.20,1,804,25.40,0.65,13.41,,,
Dec,10,41.00,2.72,2.53,1,324,25.30,0.60,16.42,,,
