Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4803.3 at 14:41 24/12/2009  Report at 15:45 Thursday 24/12/2009. Processed 15:47 Thursday 24/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.14,,,,,,,,,,,,
Jan,10,14.00,0.34,0.30,11,194,11.60,0.67,12.37,,,
Feb,10,14.50,0.20,0.18,2,50,12.10,0.39,7.26,,,
Mar,10,14.50,0.29,0.21,2,158,13.80,0.45,6.87,,,
Asciano Grp Last Sale Price $1.78,,,,,,,,,,,,
Jan,10,1.75,0.10,0.07,34,1370,20.90,0.65,25.63,,,
Amcor Ltd Last Sale Price $6.15,,,,,,,,,,,,
Jan,10,5.95,0.28,0.28,86,649,14.80,0.81,9.89,,,
Jan,10,6.18,0.14,0.13,11,396,14.80,0.52,19.37,,,
Mar,10,5.95,0.40,0.36,10,119,21.30,0.69,10.32,,,
AMP Ltd Last Sale Price $6.68,,,,,,,,,,,,
Jan,10,6.25,0.50,0.47,2,706,17.60,0.91,6.83,,,
Jan,10,6.50,0.30,0.26,84,1193,22.80,0.69,15.18,,,
Jan,10,6.75,0.16,0.16,79,651,22.50,0.49,22.39,,,
Jan,10,7.00,0.10,0.10,8,1888,24.60,0.31,13.28,,,
Jan,10,7.25,0.07,0.06,40,308,28.80,0.21,7.97,,,
Mar,10,6.75,0.32,0.28,20,563,25.90,0.54,16.93,,,
ANZ Banking Grp Last Sale Price $22.39,,,,,,,,,,,,
Jan,10,21.00,1.65,1.51,112,223,19.40,0.88,8.15,,,
Jan,10,21.50,1.19,1.07,99,201,17.80,0.81,11.43,,,
Jan,10,22.00,0.80,0.75,222,656,15.60,0.69,16.87,,,
Jan,10,22.50,0.50,0.43,240,1243,15.60,0.52,21.06,,,
Jan,10,23.00,0.24,0.23,301,838,15.60,0.34,10.42,,,
Jan,10,23.50,0.14,0.07,6,398,15.70,0.20,5.32,,,
Jan,10,24.00,0.08,0.06,41,990,15.90,0.10,2.49,,,
Jan,10,25.00,0.07,0.03,150,775,18.70,0.04,1.52,,,
Feb,10,21.00,1.90,1.59,6,112,21.30,0.81,10.76,,,
Feb,10,21.50,1.44,1.00,6,135,20.30,0.74,12.67,,,
Feb,10,22.00,1.08,1.10,15,271,19.20,0.65,16.43,,,
Feb,10,22.50,0.78,0.74,35,206,18.30,0.54,18.85,,,
Feb,10,23.00,0.53,0.48,38,879,17.70,0.42,12.80,,,
Feb,10,23.50,0.38,0.35,33,120,17.70,0.31,8.98,,,
Feb,10,23.51,0.32,0.32,2,-,17.10,0.31,7.71,,,
Feb,10,24.00,0.27,0.20,8,838,17.60,0.22,5.99,,,
Feb,10,25.00,0.07,0.05,9,93,17.50,0.09,1.08,,,
Mar,10,22.50,1.11,0.80,21,788,21.70,0.56,18.87,,,
Mar,10,23.00,0.83,0.63,28,306,20.70,0.47,13.78,,,
Mar,10,24.00,0.46,0.36,5,815,20.30,0.31,6.82,,,
Mar,10,25.00,0.22,0.17,15,370,19.90,0.18,3.06,,,
Apr,10,21.00,2.41,2.04,2,18,24.30,0.75,11.84,,,
Apr,10,21.50,2.04,1.97,2,32,23.10,0.70,13.73,,,
Apr,10,23.50,0.90,0.83,2,184,22.30,0.44,10.56,,,
Apr,10,24.00,0.61,0.61,9,46,21.40,0.37,7.48,,,
Jun,10,20.00,3.57,2.32,1,252,29.70,0.78,8.62,,,
Jun,10,20.50,2.97,-,1,142,27.30,0.76,7.88,,,
Jun,10,22.50,1.67,1.17,10,127,24.00,0.59,14.14,,,
Sep,10,23.00,1.62,1.60,10,10,25.80,0.57,9.39,,,
Dec,10,22.00,2.44,2.22,4,211,29.30,0.66,8.97,,,
Dec,10,24.00,1.64,1.64,2,267,26.30,0.54,7.28,,,
Dec,10,25.00,1.26,2.20,8,445,26.30,0.47,5.49,,,
ASX Ltd Last Sale Price $34.75,,,,,,,,,,,,
Jan,10,35.00,0.48,0.45,3,119,10.50,0.49,13.13,,,
Jan,10,35.50,0.27,0.25,1,28,10.30,0.32,6.93,,,
Feb,10,35.00,0.91,0.80,2,26,14.40,0.53,14.32,,,
Feb,10,36.00,0.47,0.42,1,2,14.10,0.34,7.18,,,
Jun,10,50.00,-,0.03,7,13,19.10,-,0.14,,,
Alumina Ltd Last Sale Price $1.79,,,,,,,,,,,,
Jan,10,1.63,0.20,0.19,5,457,31.40,0.86,11.30,,,
Jan,10,1.71,0.13,0.11,9,1449,28.90,0.74,19.77,,,
Jan,10,1.80,0.08,0.07,6,1511,32.30,0.53,40.95,,,
Feb,10,1.54,0.29,0.27,8,26,39.40,0.86,10.33,,,
Feb,10,1.63,0.23,0.21,7,1514,39.50,0.77,14.30,,,
Feb,10,1.93,0.09,0.07,500,3250,39.50,0.38,23.83,,,
Apr,10,2.00,0.08,0.08,33,80,34.50,0.37,12.81,,,
AXA Asia Pacific Last Sale Price $6.56,,,,,,,,,,,,
Mar,10,6.75,0.20,0.13,35,-,19.40,0.46,10.28,,,
BHP Billiton Ltd Last Sale Price $42.47,,,,,,,,,,,,
Jan,10,30.00,12.64,12.62,1,30,30.00,1.00,3.28,,,
Jan,10,35.00,7.73,5.50,1,72,27.70,0.99,5.13,,,
Jan,10,37.00,5.74,4.18,35,451,25.50,0.97,4.12,,,
Jan,10,37.50,5.20,5.12,11,286,19.90,0.98,4.30,,,
Jan,10,38.00,4.68,4.65,9,728,24.20,0.94,4.24,,,
Jan,10,38.50,4.32,4.27,12,520,23.10,0.93,7.70,,,
Jan,10,39.00,3.81,2.93,1,524,21.90,0.92,6.51,,,
Jan,10,39.50,3.28,3.34,1,444,20.80,0.89,6.68,,,
Jan,10,40.00,2.84,2.90,24,1140,20.30,0.86,8.00,,,
Jan,10,40.01,2.83,2.80,9,13,19.80,0.86,7.82,,,
Jan,10,40.50,2.41,2.39,21,424,19.70,0.82,9.67,,,
Jan,10,41.00,2.05,1.95,107,1726,18.80,0.77,11.52,,,
Jan,10,41.01,2.07,2.03,10,38,19.40,0.76,11.94,,,
Jan,10,41.50,1.70,1.62,77,889,18.60,0.70,15.88,,,
Jan,10,42.00,1.28,1.26,144,1930,17.90,0.63,18.14,,,
Jan,10,42.01,1.30,1.38,7,101,18.30,0.63,19.28,,,
Jan,10,42.50,1.00,1.00,116,610,17.70,0.55,22.62,,,
Jan,10,43.00,0.76,0.74,143,1250,17.50,0.46,17.01,,,
Jan,10,43.50,0.55,0.54,36,403,17.10,0.37,12.59,,,
Jan,10,44.00,0.40,0.38,227,1128,16.80,0.29,8.06,,,
Jan,10,44.50,0.28,0.26,35,219,16.80,0.22,6.03,,,
Jan,10,45.00,0.19,0.17,67,950,16.90,0.17,4.00,,,
Jan,10,46.00,0.10,0.08,10,220,17.20,0.09,1.79,,,
Feb,10,38.00,5.10,5.10,2,358,27.60,0.87,8.02,,,
Feb,10,40.00,3.40,2.80,20,500,25.40,0.76,11.88,,,
Feb,10,41.00,2.69,2.59,13,379,24.20,0.69,15.71,,,
Feb,10,42.00,1.98,2.04,18,679,23.40,0.61,19.64,,,
Feb,10,42.50,1.69,1.74,12,76,23.10,0.56,22.09,,,
Feb,10,43.00,1.44,1.50,13,1216,22.80,0.51,18.67,,,
Feb,10,43.01,1.50,1.05,2,10,26.30,0.51,19.24,,,
Feb,10,44.00,1.04,0.98,58,616,22.20,0.41,12.49,,,
Feb,10,45.00,0.73,0.67,176,291,22.10,0.32,9.37,,,
Feb,10,46.00,0.48,0.42,5,246,22.10,0.24,6.11,,,
Feb,10,47.00,0.30,0.23,2,534,22.10,0.17,3.59,,,
Mar,10,35.00,8.03,6.95,44,1055,29.70,0.93,4.72,,,
Mar,10,36.00,7.01,5.20,3,649,29.70,0.90,4.20,,,
Mar,10,37.00,6.21,5.42,44,1963,29.80,0.86,6.31,,,
Mar,10,40.00,3.67,3.50,1,2457,26.80,0.73,10.79,,,
Mar,10,40.50,3.34,3.35,1,176,26.40,0.70,12.35,,,
Mar,10,41.50,2.70,1.87,10,126,25.50,0.64,15.13,,,
Mar,10,42.00,2.42,2.30,15,799,25.50,0.60,17.66,,,
Mar,10,42.50,2.08,2.02,6,132,24.60,0.57,19.03,,,
Mar,10,43.00,1.84,1.81,2,819,24.60,0.53,16.53,,,
Mar,10,44.00,1.99,1.40,12,2099,23.70,0.45,15.27,,,
Mar,10,45.00,1.03,1.03,15,2233,23.30,0.38,8.90,,,
Mar,10,46.00,0.75,0.75,25,569,23.80,0.31,6.75,,,
Mar,10,49.00,0.29,0.22,10,161,22.70,0.14,2.17,,,
Apr,10,40.50,3.75,2.68,5,14,27.30,0.69,11.54,,,
Apr,10,43.00,2.40,1.63,10,11,25.60,0.55,15.75,,,
Apr,10,44.00,1.79,1.79,1,1,25.00,0.49,11.96,,,
May,10,41.00,3.73,3.81,5,47,27.70,0.66,12.66,,,
May,10,41.50,3.61,3.44,1,58,28.50,0.64,14.64,,,
May,10,42.50,3.04,2.91,5,2,27.60,0.59,16.83,,,
Jun,10,36.00,7.80,7.65,25,304,31.30,0.84,5.86,,,
Jun,10,41.50,4.11,3.95,5,219,28.40,0.64,14.24,,,
Jun,10,42.00,3.71,3.67,6,178,28.10,0.62,14.96,,,
Jun,10,42.50,3.49,3.40,6,111,27.80,0.60,15.98,,,
Jun,10,43.00,3.29,3.15,6,304,27.60,0.57,14.96,,,
Jun,10,43.50,2.98,2.91,11,-,27.50,0.55,13.61,,,
Jun,10,44.00,2.77,2.67,8,41,27.00,0.52,12.64,,,
Jun,10,45.00,2.35,1.81,11,586,26.60,0.48,10.65,,,
Dec,10,38.00,7.96,7.25,2,859,33.90,0.75,8.09,,,
Dec,10,40.00,6.90,6.06,5,333,33.30,0.70,10.11,,,
Dec,10,41.00,6.08,6.08,3,-,32.00,0.67,10.89,,,
Dec,10,45.00,4.42,3.80,5,668,30.90,0.56,10.10,,,
Dec,10,50.00,2.59,2.25,10,270,29.10,0.41,5.77,,,
Dec,10,55.00,1.37,1.27,5,1347,27.60,0.28,2.98,,,
Dec,13,56.00,7.65,7.20,1,31,33.60,0.60,4.51,,,
Boral Ltd Last Sale Price $5.71,,,,,,,,,,,,
Jan,10,5.75,0.16,0.16,9,172,23.80,0.51,27.08,,,
Jan,10,6.00,0.08,0.06,13,424,22.50,0.28,11.54,,,
Mar,10,6.25,0.22,0.15,10,50,31.50,0.34,12.85,,,
Mar,10,6.50,0.17,0.10,10,611,31.50,0.26,9.55,,,
BlueScope Steel Last Sale Price $2.96,,,,,,,,,,,,
Jan,10,3.00,0.08,0.07,75,2033,25.10,0.48,25.69,,,
Mar,10,2.81,0.31,0.28,9,365,37.80,0.67,19.10,,,
Mar,10,3.19,0.13,0.12,18,560,34.00,0.39,14.07,,,
Jun,10,3.00,0.39,0.30,10,308,42.60,0.58,22.57,,,
Brambles Ltd Last Sale Price $6.80,,,,,,,,,,,,
Jan,10,7.00,0.15,0.11,4,904,23.80,0.39,17.89,,,
Jan,10,7.25,0.07,0.06,10,1074,24.00,0.23,8.57,,,
Dec,10,6.00,1.28,-,10,-,35.00,0.76,6.69,,,
C'wlth Bank  of Aust  Last Sale Price $53.87,,,,,,,,,,,,
Jan,10,51.00,3.36,3.15,49,107,16.40,0.89,6.68,,,
Jan,10,51.50,2.90,1.95,30,48,16.60,0.84,7.76,,,
Jan,10,52.00,2.50,2.38,38,435,16.10,0.80,8.99,,,
Jan,10,52.50,2.10,1.88,12,106,16.50,0.74,12.33,,,
Jan,10,53.00,1.73,1.64,47,475,15.50,0.68,14.82,,,
Jan,10,53.50,1.39,1.33,40,101,15.40,0.61,17.93,,,
Jan,10,54.00,1.08,1.03,142,312,14.90,0.54,19.29,,,
Jan,10,54.01,1.05,0.90,2,58,15.00,0.53,18.21,,,
Jan,10,54.50,0.80,0.80,3,105,14.90,0.46,14.21,,,
Jan,10,55.00,1.00,0.57,54,440,14.20,0.37,12.80,,,
Jan,10,56.00,0.79,0.28,97,236,13.90,0.23,7.48,,,
Jan,10,57.00,0.14,0.10,22,104,13.40,0.11,2.16,,,
Jan,10,58.00,0.07,0.05,1,307,14.50,0.07,1.13,,,
Feb,10,43.00,11.06,-,2,4,21.10,1.00,1.19,,,
Feb,10,49.00,5.49,4.88,2,21,20.90,0.89,4.79,,,
Feb,10,50.00,4.61,4.25,2,70,20.60,0.85,6.14,,,
Feb,10,53.00,2.28,1.89,2,183,19.50,0.64,14.13,,,
Feb,10,53.01,1.86,1.53,10,74,19.90,0.64,8.65,,,
Feb,10,54.01,1.44,1.09,9,56,19.70,0.55,13.84,,,
Feb,10,55.00,1.18,1.06,21,349,17.90,0.46,11.91,,,
Feb,10,56.00,0.89,0.61,1,104,18.20,0.37,5.88,,,
Feb,10,57.00,0.56,0.40,1,78,17.90,0.28,5.11,,,
Feb,10,58.00,0.32,0.24,40,48,17.90,0.21,2.83,,,
Mar,10,44.00,10.15,10.63,2,33,24.80,0.97,1.18,,,
Mar,10,53.00,2.83,2.59,23,673,21.90,0.63,13.24,,,
Mar,10,54.00,2.22,2.10,12,268,21.80,0.57,15.91,,,
Mar,10,55.00,1.69,1.45,14,116,21.30,0.50,11.65,,,
Mar,10,56.00,1.37,1.06,7,153,21.10,0.43,9.06,,,
Mar,10,57.00,0.79,0.79,10,198,20.80,0.36,5.67,,,
Jun,10,54.00,3.57,3.26,2,19,24.00,0.60,12.64,,,
Mar,11,65.00,2.65,2.39,14,-,26.10,0.38,3.70,,,
Coca-Cola Amatil Last Sale Price $11.51,,,,,,,,,,,,
Jan,10,11.50,0.28,0.19,12,150,16.00,0.56,21.80,,,
