Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:06 Friday 28/5/2010. Processed 07:17 Saturday 29/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.51,,,,,,,,,,,,
Jun,10,13.50,0.36,0.40,3,5,22.80,0.54,33.77,,,
Jun,10,14.00,0.14,0.17,113,88,21.30,0.30,13.99,,,
Jun,10,14.50,0.04,0.06,12,236,21.10,0.13,4.34,,,
Jun,10,15.00,0.03,0.03,10,269,23.90,0.07,2.41,,,
Jul,10,14.50,0.15,0.19,38,3,20.20,0.25,6.43,,,
Jul,10,15.00,0.07,0.11,4,23,19.40,0.13,2.79,,,
Aug,10,14.50,0.25,0.28,9,20,20.50,0.31,7.27,,,
Aug,10,15.00,0.14,0.18,9,18,20.20,0.20,4.01,,,
Sep,10,13.00,1.01,-,3,-,21.90,0.70,11.35,,,
Sep,10,14.00,0.45,0.90,2,44,20.50,0.47,10.22,,,
Sep,10,14.50,0.28,0.30,10,190,20.60,0.35,6.47,,,
Dec,10,14.50,0.48,0.58,1,-,21.20,0.44,6.24,,,
Asciano Grp Last Sale Price $1.60,,,,,,,,,,,,
Jun,10,1.60,0.05,0.04,400,139,27.30,0.54,40.74,,,
Jul,10,1.60,0.08,0.07,40,150,28.20,0.56,28.97,,,
Jul,10,1.70,0.04,0.04,557,12,27.30,0.35,14.48,,,
Sep,10,1.90,0.01,0.02,320,963,25.30,0.16,2.88,,,
Amcor Ltd Last Sale Price $6.16,,,,,,,,,,,,
Jun,10,6.18,0.17,0.15,27,98,24.60,0.52,34.92,,,
Jul,10,6.50,0.12,0.11,13,62,23.10,0.34,11.29,,,
Oct,10,6.50,0.21,0.19,2,-,22.50,0.45,8.08,,,
AMP Ltd Last Sale Price $5.65,,,,,,,,,,,,
Jun,10,5.29,0.46,0.43,35,65,36.00,0.78,21.92,,,
Jun,10,5.77,0.17,0.15,73,170,35.20,0.45,39.22,,,
Jun,10,6.02,0.07,0.07,175,599,31.90,0.26,17.30,,,
Jun,10,6.26,0.04,0.05,42,1162,34.50,0.16,9.23,,,
Jun,10,6.50,0.02,0.02,19,1490,35.70,0.09,4.61,,,
Jul,10,5.00,0.78,-,1,-,36.20,0.83,12.82,,,
Jul,10,5.50,0.41,0.40,90,43,32.90,0.63,26.15,,,
Jul,10,5.75,0.26,0.25,82,117,30.70,0.50,26.66,,,
Jul,10,6.00,0.17,0.17,156,164,31.50,0.37,17.94,,,
Jul,10,6.25,0.11,0.10,33,155,31.30,0.26,10.77,,,
Aug,10,5.75,0.34,0.30,3,9,32.30,0.52,24.49,,,
Aug,10,6.00,0.23,0.22,76,77,30.50,0.41,15.97,,,
Sep,10,6.25,0.15,0.16,2,584,27.80,0.33,8.14,,,
Oct,10,6.25,0.11,0.14,1,11,21.00,0.31,4.40,,,
Dec,10,6.25,0.25,0.25,5,70,27.50,0.41,7.69,,,
ANZ Banking Grp Last Sale Price $22.52,,,,,,,,,,,,
Jun,10,10.00,12.56,12.55,1,-,44.60,1.00,2.03,,,
Jun,10,21.00,1.92,1.85,14,35,38.30,0.78,22.86,,,
Jun,10,21.50,1.51,1.56,68,258,36.10,0.71,28.65,,,
Jun,10,22.00,1.15,1.20,16,698,33.60,0.64,36.18,,,
Jun,10,22.50,0.82,0.87,63,599,31.70,0.54,46.31,,,
Jun,10,23.00,0.56,0.55,437,1185,30.20,0.44,32.42,,,
Jun,10,23.50,0.35,0.38,411,690,28.70,0.33,20.55,,,
Jun,10,24.00,0.21,0.23,331,858,27.60,0.23,12.16,,,
Jun,10,24.50,0.12,0.10,54,472,27.00,0.15,6.95,,,
Jun,10,25.00,0.06,0.07,119,1028,26.30,0.09,3.47,,,
Jun,10,26.00,0.03,0.03,1,1153,28.70,0.04,1.45,,,
Jul,10,22.00,1.58,1.60,6,288,32.80,0.62,27.14,,,
Jul,10,22.50,1.27,1.25,55,189,31.80,0.56,32.16,,,
Jul,10,23.00,1.00,1.03,21,598,30.50,0.49,25.60,,,
Jul,10,23.50,0.76,0.77,38,264,29.30,0.42,19.42,,,
Jul,10,24.00,0.55,0.56,19,591,28.20,0.34,14.15,,,
Jul,10,24.50,0.41,0.42,34,229,27.90,0.28,10.55,,,
Jul,10,25.00,0.29,0.27,107,817,27.30,0.22,7.46,,,
Jul,10,25.50,0.19,0.20,152,268,26.30,0.16,4.89,,,
Jul,10,26.00,0.14,0.12,8,137,26.30,0.12,3.47,,,
Aug,10,22.00,1.84,1.86,6,125,32.30,0.62,23.42,,,
Aug,10,22.50,1.54,1.50,70,28,31.50,0.57,27.07,,,
Aug,10,23.00,1.27,1.31,32,41,30.60,0.51,22.62,,,
Aug,10,23.50,1.04,1.05,8,25,30.10,0.45,18.61,,,
Aug,10,24.50,0.62,0.65,44,81,28.10,0.33,11.04,,,
Aug,10,25.00,0.46,0.46,2,112,26.90,0.27,8.10,,,
Sep,10,20.50,3.00,3.07,1,36,32.20,0.76,13.35,,,
Sep,10,22.50,1.75,1.74,2,103,30.80,0.58,23.49,,,
Sep,10,24.50,0.82,0.83,6,194,28.10,0.37,11.17,,,
Sep,10,25.00,0.65,0.65,4,98,27.40,0.32,8.85,,,
Sep,10,25.50,0.53,0.52,3,208,27.50,0.28,7.22,,,
Sep,10,26.00,0.44,0.44,2,740,27.60,0.24,5.99,,,
Sep,10,26.50,0.35,0.32,2,186,27.60,0.20,4.84,,,
Oct,10,22.00,2.30,1.06,25,16,31.20,0.63,18.73,,,
Oct,10,23.00,1.75,1.75,10,2,30.20,0.55,18.42,,,
Oct,10,24.00,1.28,1.20,1,4,29.10,0.45,13.47,,,
Dec,10,22.50,2.11,2.31,10,23,29.60,0.60,16.13,,,
Dec,10,23.00,1.84,1.84,6,563,29.00,0.57,14.16,,,
Dec,10,24.00,1.41,1.41,4,572,28.70,0.49,10.88,,,
Mar,11,20.00,4.04,2.62,5,8,32.10,0.76,8.18,,,
Mar,11,27.00,0.94,0.83,2,27,28.20,0.35,5.06,,,
Dec,11,24.00,2.61,2.58,10,37,29.70,0.62,7.36,,,
ASX Ltd Last Sale Price $31.13,,,,,,,,,,,,
Jun,10,32.00,0.36,0.35,13,36,19.90,0.34,15.28,,,
Jul,10,32.00,0.70,0.72,10,100,19.00,0.43,13.12,,,
Jul,10,32.50,0.52,0.59,5,-,18.80,0.35,9.68,,,
Jul,10,33.00,0.38,0.37,3,4,18.50,0.28,6.98,,,
Jul,10,36.00,0.04,0.04,5,6,18.50,0.04,0.65,,,
Aug,10,33.00,0.60,0.58,25,-,19.10,0.34,7.73,,,
Alumina Ltd Last Sale Price $1.68,,,,,,,,,,,,
Jun,10,1.60,0.12,0.11,55,893,37.10,0.72,27.16,,,
Jun,10,1.70,0.06,0.07,619,2793,37.80,0.49,46.56,,,
Jun,10,1.80,0.03,0.03,530,2737,38.30,0.28,23.28,,,
Jul,10,1.60,0.17,0.16,52,202,42.60,0.66,29.31,,,
Jul,10,1.70,0.11,0.11,15,480,40.90,0.53,37.93,,,
Jul,10,1.80,0.07,0.07,369,2266,38.70,0.39,22.42,,,
Jul,10,1.90,0.04,0.04,20,2915,39.80,0.27,13.79,,,
Aug,10,1.90,0.06,0.07,58,222,39.60,0.32,14.32,,,
Sep,10,1.70,0.15,0.17,110,178,38.70,0.56,27.39,,,
Sep,10,1.90,0.07,0.08,12,3585,37.80,0.35,13.69,,,
Dec,10,1.85,0.15,0.16,14,273,39.30,0.47,15.52,,,
AXA Asia Pacific Last Sale Price $5.85,,,,,,,,,,,,
Jun,10,6.00,0.13,0.11,27,100,28.30,0.41,27.85,,,
Jun,10,6.25,0.04,0.04,50,267,26.50,0.21,10.03,,,
BHP Billiton Ltd Last Sale Price $38.97,,,,,,,,,,,,
Jun,10,0.01,39.09,39.39,4,3299,-,-,4.35,,,
Jun,10,33.00,6.19,6.00,1,24,40.80,0.94,7.36,,,
Jun,10,36.00,3.50,3.32,16,421,36.20,0.82,17.73,,,
