Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4731.0 at 16:37 23/2/2010  Report at 19:05 Tuesday 23/2/2010. Processed 19:34 Tuesday 23/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.04,,,,,,,,,,,,
Feb,10,13.50,0.55,0.54,8,41,2.00,1.00,4.33,,,
Feb,10,14.00,0.11,0.07,8,280,19.60,0.59,56.33,,,
Mar,10,13.00,1.05,0.98,5,13,13.90,0.98,1.26,,,
Mar,10,13.50,0.56,0.53,8,80,13.90,0.87,2.10,,,
Jun,10,14.50,0.29,0.22,20,332,15.90,0.46,6.29,,,
Jun,10,15.00,0.15,0.23,20,202,15.30,0.31,3.20,,,
Asciano Grp Last Sale Price $1.77,,,,,,,,,,,,
Feb,10,1.75,0.04,0.05,560,967,53.80,0.62,137.48,,,
Mar,10,1.75,0.07,0.09,20,791,29.00,0.59,33.26,,,
May,10,1.90,0.07,0.06,8,5715,31.80,0.39,15.36,,,
Amcor Ltd Last Sale Price $6.04,,,,,,,,,,,,
Feb,10,0.01,5.86,6.05,10,10,-,1.00,-,,,
Feb,10,5.95,0.10,0.10,38,704,30.00,0.76,20.14,,,
Mar,10,4.81,1.23,1.32,13,13,47.80,0.96,-,,,
Mar,10,5.72,0.34,0.38,10,458,34.00,0.74,2.92,,,
Mar,10,5.95,0.16,0.14,20,179,28.00,0.61,13.65,,,
Mar,10,6.18,0.06,0.08,5,303,23.70,0.41,11.70,,,
Apr,10,5.95,0.22,0.27,118,260,24.00,0.62,11.90,,,
Apr,10,6.18,0.12,0.14,3,189,22.40,0.47,10.99,,,
May,10,5.95,0.28,-,8,87,24.20,0.62,12.21,,,
Jun,10,4.12,1.92,1.96,20,29,25.20,1.00,-,,,
Jun,10,4.58,1.50,1.55,6,6,49.40,0.88,1.73,,,
