Derivatives: Call Options - daily trades ,,,,,,,,,,,,
XAO 4503.9 at 16:42 18/8/2010  Report at 19:06 Wednesday 18/8/2010. Processed 19:21 Wednesday 18/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
CALL OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.32,,,,,,,,,,,,
Aug,10,14.50,0.85,0.50,2,97,25.40,0.94,7.94,,,
Sep,10,15.00,0.45,0.48,5,314,15.70,0.72,8.37,,,
Oct,10,15.50,0.31,0.27,5,198,17.30,0.51,10.26,,,
Jun,11,15.50,0.86,0.76,2,4,16.20,0.63,6.61,,,
Asciano Grp Last Sale Price $1.70,,,,,,,,,,,,
Sep,10,1.70,0.06,0.06,275,594,26.50,0.53,34.92,,,
Amcor Ltd Last Sale Price $6.62,,,,,,,,,,,,
Aug,10,6.25,0.39,0.38,18,120,35.00,0.88,9.19,,,
Sep,10,5.00,1.63,1.65,5,13,35.70,1.00,0.75,,,
Sep,10,6.50,0.20,0.23,5,656,24.30,0.64,11.92,,,
Jun,11,6.50,0.55,0.56,5,5,22.50,0.67,7.56,,,
AMP Ltd Last Sale Price $5.32,,,,,,,,,,,,
Aug,10,5.50,0.06,0.06,20,2434,40.10,0.31,45.74,,,
Aug,10,6.00,0.00,0.01,119,409,37.80,0.02,1.52,,,
Sep,10,5.50,0.10,0.11,4,1123,30.60,0.41,18.54,,,
Nov,10,5.50,0.17,0.22,69,56,24.70,0.47,11.32,,,
Jan,11,5.75,0.17,0.16,5,6,24.00,0.40,6.95,,,
Mar,11,5.75,0.22,0.22,10,96,25.60,0.45,6.89,,,
Dec,11,6.50,0.22,0.25,20,20,26.90,0.38,3.00,,,
Dec,11,7.00,0.14,1.21,20,131,26.10,0.28,1.88,,,
ANZ Banking Grp Last Sale Price $22.54,,,,,,,,,,,,
Aug,10,0.01,22.55,22.60,10,67,-,-,3.60,,,
Aug,10,22.00,0.71,0.74,54,272,27.80,0.74,30.59,,,
Aug,10,22.50,0.35,0.39,57,698,24.00,0.54,55.78,,,
Aug,10,23.00,0.13,0.15,108,1661,22.20,0.29,23.39,,,
Aug,10,23.50,0.03,0.04,80,1219,21.00,0.10,5.40,,,
Aug,10,24.00,0.01,0.02,10,1179,21.00,0.02,1.08,,,
Sep,10,21.00,1.87,2.26,3,142,29.30,0.81,14.22,,,
Sep,10,22.00,1.08,1.05,1,690,25.50,0.66,23.63,,,
Sep,10,22.50,0.77,0.78,51,270,24.50,0.55,31.73,,,
Sep,10,23.00,0.49,0.51,23,893,22.80,0.43,21.45,,,
Sep,10,23.50,0.29,0.28,69,752,22.00,0.31,12.91,,,
Sep,10,24.00,0.15,0.19,15,1264,20.70,0.20,6.56,,,
Oct,10,22.00,1.43,1.30,10,84,26.00,0.64,19.90,,,
Oct,10,22.50,1.11,1.13,10,237,24.90,0.57,24.07,,,
Oct,10,23.00,0.83,0.82,3,612,24.00,0.49,18.78,,,
Oct,10,23.50,0.60,0.63,13,545,23.00,0.40,13.49,,,
Oct,10,24.00,0.42,0.44,4,696,22.30,0.32,9.45,,,
Oct,10,24.50,0.30,0.28,3,493,22.30,0.25,6.75,,,
Nov,10,23.00,0.90,0.95,1,343,23.50,0.51,14.49,,,
Dec,10,22.00,1.60,1.64,1,437,25.50,0.64,13.35,,,
Dec,10,23.00,1.07,1.08,2,600,24.80,0.53,13.54,,,
Mar,11,22.00,2.08,2.00,3,124,26.20,0.65,11.35,,,
Dec,11,22.00,3.02,3.50,72,308,29.20,0.71,8.15,,,
Dec,13,22.00,4.17,-,72,-,28.20,0.78,4.81,,,
Sep,14,24.00,4.00,-,10,-,29.20,0.71,4.32,,,
ASX Ltd Last Sale Price $30.00,,,,,,,,,,,,
Aug,10,30.00,0.47,0.41,32,215,25.30,0.52,62.86,,,
Aug,10,30.50,0.25,0.22,3,94,24.90,0.35,33.80,,,
Aug,10,31.00,0.14,0.12,3,20,26.40,0.22,18.93,,,
Sep,10,30.00,0.56,0.50,10,29,21.20,0.55,18.58,,,
Sep,10,31.00,0.22,0.18,1,37,20.20,0.35,7.23,,,
Oct,10,29.50,1.08,0.96,2,12,20.40,0.64,9.80,,,
