Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4439.4 at 16:38 25/6/2010  Report at 19:05 Friday 25/6/2010. Processed 20:59 Sunday 27/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Strike Energy Ltd,STX,0.21,-0.5,0.21,0.215,1637,0.21,0.20,0.22,0.20,0.345,0.16,-,,-,-,-,2.37,8.9,-,-,
Stuart Pet Ltd,STU,0.41,-2.5,0.41,0.435,245,0.435,0.41,0.44,0.385,0.765,0.36,-,,-,0.45,-,3.5,11.7,3.5,9.33,
Sun Res NL,SUR,0.05,-,0.05,0.052,7273,0.052,0.049,0.056,0.049,0.11,0.049,-,,-,-,-,-3.16,-,-0.5,-9.09,
Sundance Energy,SEA,0.16,2,0.155,0.16,17585,0.16,0.14,0.16,0.14,0.20,0.071,-,,-,-,-,-2.4,-,1.0,6.67,
Sunset Energy Ltd,SEY,0.11,-,-,-,-,-,-,0.12,0.105,0.20,0.051,-,,-,-,-,-1.88,-,0.5,4.76,
Syngas Ltd,SYS,0.015,-,-,-,-,-,-,0.019,0.014,0.081,0.014,-,,-,-,-,-0.59,-,-0.2,-11.76,
Tangiers Pet,TPT,0.12,2,0.10,0.12,428,0.12,0.10,0.12,0.095,0.12,0.03,-,,-,-,-,-2.4,-,3.5,41.18,
Tap Oil Ltd,TAP,0.90,-1.5,0.895,0.905,3733,0.91,0.895,0.93,0.895,1.24,0.83,-,,-,0.76,-,4.3,20.9,-0.5,-0.55,
Target Energy,TEX,0.019,-0.2,-,-,-,-,-,0.021,0.019,0.117,0.018,-,,-,-,-,-1.83,-,-0.5,-20.83,
  opt oct12,TEXOB,0.006,-,-,-,-,-,-,0.006,0.006,0.037,0.004,-,,-,-,-,-,-,-,-,
Texon Pet Ltd,TXN,0.405,-,0.375,0.395,-,-,-,0.41,0.39,0.545,0.215,-,,-,-,-,-2.09,-,0.5,1.25,
Top End Uranium,TEU,0.087,-,-,-,-,-,-,0.089,0.087,0.16,0.058,-,,-,-,-,-3.34,-,0.7,8.75,
Toro Energy Ltd,TOE,0.068,-0.1,0.068,0.069,28182,0.07,0.067,0.08,0.067,0.255,0.067,-,,-,-,-,-5.61,-,-0.8,-10.53,
Transerv Energy,TSV,0.013,-,0.013,0.014,30950,0.014,0.013,0.014,0.013,0.031,0.012,-,,-,-,-,-0.04,-,-,-,
Triangle Energy,TEG,0.02,-,-,-,-,-,-,0.024,0.02,0.045,0.008,-,,-,-,-,0.29,6.9,-0.4,-16.67,
U308 Ltd,UTO,0.096,-0.4,0.096,0.11,873,0.105,0.096,0.105,0.09,0.17,0.09,-,,-,-,-,-0.7,-,-0.4,-4,
United Orogen,UOG,0.021,0.1,0.02,0.03,500,0.021,0.02,0.027,0.02,0.05,0.02,-,,-,-,-,-1.3,-,-0.6,-22.22,
  opt aug10,UOGO,0.001,-,-,-,-,-,-,0.001,0.001,0.007,0.001,-,,-,-,-,-,-,-,-,
United Uranium,UUL,0.095,-,-,-,-,-,-,0.105,0.095,0.295,0.077,-,,-,-,-,-0.42,-,-1.5,-13.64,
  opt jun12,UULOA,0.035,-,0.017,0.04,-,-,-,0.035,0.035,0.08,0.026,-,,-,-,-,-,-,-,-,
Uranex NL,UNX,0.155,-0.5,0.155,0.16,550,0.16,0.155,0.17,0.155,0.575,0.15,-,,-,-,-,-3.25,-,-1.5,-8.82,
Uranium Equities,UEQ,0.078,-0.5,0.081,0.083,1075,0.08,0.078,0.084,0.078,0.28,0.078,-,,-,-,-,-1.68,-,-0.5,-6.02,
Uranium Explore,UXA,0.036,-,0.036,0.039,3300,0.039,0.036,0.043,0.036,0.20,0.031,-,,-,-,-,-6.37,-,-0.4,-10,
Uraniumsa Ltd,USA,0.17,-,0.165,0.18,3754,0.17,0.165,0.185,0.165,0.315,0.065,-,,-,-,-,-4.8,-,-1.0,-5.56,
Victoria Pet,VPE,0.255,0.5,0.255,0.26,12391,0.26,0.25,0.265,0.245,0.415,0.23,-,,-,-,-,0.19,134.2,-0.5,-1.92,
Wasabi Energy Ltd,WAS,0.011,-0.1,-,-,-,-,-,0.012,0.009,0.028,0.009,-,,-,-,-,-0.4,-,-0.1,-8.33,
Westralian Gas & Pwr,WGP,0.017,-,0.017,0.018,6140,0.017,0.016,0.017,0.016,0.043,0.014,-,,-,-,-,-2.37,-,0.1,6.25,
  opt oct11,WGPOA,0.002,-,-,-,-,-,-,0.002,0.002,0.01,0.002,-,,-,-,-,-,-,-,-,
Westside Corp,WCL,0.46,0.5,0.445,0.49,5976,0.475,0.43,0.485,0.43,0.72,0.295,-,,-,-,-,-3.4,-,0.5,1.1,
Whinnen Res,WWW,0.05,-2,-,-,-,-,-,0.07,0.07,0.17,0.038,-,,-,-,-,-3.27,-,-2.0,-28.57,
  opt apr13,WWWO,0.021,-,-,-,-,-,-,0.021,0.021,0.03,0.015,-,,-,-,-,-,-,-,-,
White Canyon Uranium,WCU,0.087,-0.3,0.087,0.09,835,0.09,0.087,0.095,0.087,0.35,0.087,-,,-,-,-,-0.93,-,-0.8,-8.42,
Whitehaven Coal,WHC,5.02,-17,5.01,5.11,7031,5.17,4.95,5.20,4.80,6.05,2.88,8.8,f,3.22,2.09,1.75,28.3,17.7,9.0,1.83,
WHL Energy Ltd,WHN,0.022,-0.1,0.022,0.023,34416,0.023,0.022,0.027,0.022,0.125,0.022,-,,-,0.03,-,-0.59,-,-0.3,-12,
Wildhorse Energy,WHE,0.23,-,0.23,0.235,4108,0.23,0.225,0.235,0.225,0.70,0.225,-,,-,-,-,-10.3,-,-,-,
Woodside Pet,WPL,43.28,-128,43.21,43.35,36200,44.15,43.06,45.77,43.06,53.869,38.795,110,f,2.35,-,2.54,259,16.7,-143.0,-3.2,
Yellow Rock,YRR,0.017,-0.2,0.017,0.019,5846,0.019,0.017,0.022,0.017,0.091,0.017,-,,-,-,-,-15.3,-,-0.3,-15,
  opt sep12,YRROA,0.005,-,-,-,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.47,-36,22.45,22.50,101450,22.66,22.32,23.68,22.32,26.23,15.68,108,f,1.34,9.99,4.81,144.8,15.5,-67.0,-2.9,
Bank of Qld,BOQ,11.02,-8,10.96,11.05,2590,11.09,10.96,11.75,10.96,13.49,8.61,52,f,1.78,7.20,4.72,92.4,11.9,-42.0,-3.67,
Bendigo & Adelaide,BEN,8.46,-9,8.45,8.50,4810,8.53,8.43,9.07,8.43,10.48,6.425,43,f,0.83,5.16,5.08,35.53,23.8,-37.0,-4.19,
CL Asset Hldgs,CLS,0.85,-,-,-,-,-,-,0.85,0.85,1.20,0.61,-,,-,4.32,-,-66.35,-,-,-,
C'wlth Bank  of Aust ,CBA,50.00,-82,50.00,50.23,78235,50.30,49.91,53.48,49.91,60.00,36.20,235,f,1.41,-,4.70,330.4,15.1,-259.0,-4.92,
Firstfolio Ltd,FFF,0.052,-,0.052,0.053,1800,0.052,0.052,0.053,0.051,0.089,0.026,-,,-,-0.05,-,1.13,4.6,0.1,1.96,
Homeloans Ltd,HOM,0.70,-,0.58,0.72,-,-,-,0.70,0.67,0.84,0.45,9,f,1.02,0.52,12.86,9.16,7.6,3.0,4.48,
Mortgage Choice,MOC,1.175,1,1.155,1.175,233,1.175,1.155,1.23,1.155,1.40,0.97,11,f,2.16,0.56,9.36,23.8,4.9,-5.0,-4.08,
Mystate Ltd,MYS,3.15,-,3.15,3.20,123,3.15,3.15,3.20,3.10,3.75,2.60,20,f,0.70,2.17,6.35,13.9,22.7,3.0,0.96,
National Aust Bank,NAB,23.80,-58,23.80,23.87,134112,24.10,23.72,25.57,23.72,32.37,21.48,147,f,1.36,12.41,6.18,199.3,11.9,-132.0,-5.25,
RHG Ltd,RHG,0.635,-0.5,0.63,0.635,3519,0.635,0.63,0.655,0.63,0.75,0.45,-,,-,0.84,-,29.5,2.2,-2.5,-3.79,
Rock Bld perm.,ROK,2.43,-9,2.43,2.51,208,2.46,2.43,2.55,2.43,3.10,2.36,14.5,f,1.33,1.98,5.97,19.3,12.6,-10.0,-3.95,
Westpac Banking,WBC,21.75,-37,21.73,21.75,161893,21.85,21.63,23.99,21.63,28.43,18.76,125,f,1.11,8.42,5.75,138.5,15.7,-181.0,-7.68,
Wide Bay Aust Ltd,WBB,10.38,-5,10.38,10.49,47,10.43,10.27,10.60,10.27,11.26,6.76,62,f,0.98,3.62,5.97,60.89,17.0,-21.0,-1.98,
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.075,0.4,0.075,0.09,200,0.075,0.075,0.14,0.07,0.275,0.07,-,,-,-,-,-,-,-7.5,-50,
Aberdeen Leaders,ALR,1.30,-,-,-,-,-,-,1.30,1.28,1.47,1.17,9.5,f,0.81,1.21,7.31,7.67,16.9,2.0,1.56,
Adelaide Managed unt,AYT,1.525,1.5,1.525,1.54,1348,1.535,1.50,1.54,1.47,1.565,1.10,16.02,,0.43,1.79,10.50,6.83,22.3,6.5,4.45,
Amcil Ltd,AMH,0.64,-,-,-,-,-,-,0.65,0.64,0.72,0.53,2,,-,0.71,3.13,-1.14,-,1.5,2.4,
AMP Capital China unt,AGF,0.765,-1.5,0.735,0.775,5810,0.77,0.735,0.79,0.735,1.265,0.675,8.47,,1.18,0.99,11.07,10.02,7.6,3.0,4.08,
Asian Masters Fund,AUF,1.05,-,-,-,-,-,-,1.06,1.04,1.06,0.97,1,f,-,1.00,0.95,-1.19,-,1.0,0.96,
Aurora Global Tr unt,AIB,1.15,-,-,-,-,-,-,1.25,1.10,7.50,0.977,23.5,,-,1.20,20.43,-5.76,-,-10.0,-8,
AUS Gov Index Fund,AQF,1.61,-,-,-,-,-,-,1.61,1.61,1.72,1.61,-,f,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.09,0.5,1.095,1.10,150,1.09,1.09,1.15,1.085,1.265,1.00,7,f,7.66,1.37,6.42,53.65,2.0,-,-,
  opt nov10,ALFO,0.01,-,-,-,-,-,-,0.01,0.01,0.10,0.003,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.82,-,-,-,-,-,-,6.82,6.69,7.90,5.80,25,f,0.75,7.49,3.67,18.7,36.5,24.0,3.65,
Bentley Capital,BEL,0.23,-,-,-,-,-,-,0.24,0.23,0.329,0.23,1,f,10.62,0.45,4.35,10.62,2.2,-1.0,-4.17,
BKI Invest Ltd,BKI,1.155,-0.5,-,-,-,-,-,1.175,1.155,1.325,1.026,5.5,f,1.18,1.45,4.76,6.47,17.9,-0.5,-0.43,
Carlton Invest,CIN,16.58,3,-,-,-,-,-,16.75,16.55,18.95,14.10,67,f,0.94,21.78,4.04,63,26.3,-12.0,-0.72,
  7% cum pf,CINPA,2.12,-,-,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.80,-1,-,-,-,-,-,0.83,0.79,0.91,0.75,3.5,f,-,1.02,4.38,-7.74,-,-2.0,-2.44,
Challenger FSG Ltd,CGF,3.60,15,3.59,3.64,49756,3.61,3.31,3.61,3.24,4.50,2.02,13.5,,2.61,3.36,3.75,35.2,10.2,19.0,5.57,
Choiseul Investments   ,CHO,4.46,-9,4.45,4.50,295,4.50,4.45,4.65,4.45,5.28,4.28,21,f,0.78,5.42,4.71,16.4,27.2,-14.0,-3.04,
Clime Invest,CIW,0.43,-,-,-,-,-,-,0.43,0.43,0.50,0.322,1,f,5.00,0.44,2.33,5,8.6,1.5,3.61,
Contango Microcap,CTN,0.78,-2,0.775,0.785,1705,0.80,0.78,0.83,0.78,1.19,0.76,2,f,21.00,1.40,2.56,42,1.9,-3.0,-3.7,
Count Financial,COU,1.165,-,1.15,1.165,7038,1.17,1.14,1.24,1.11,1.60,1.04,7,f,1.52,0.22,6.01,10.64,10.9,1.5,1.3,
CS GP100 Aust Tr unt,CSJ,0.975,-,0.975,0.99,4000,0.975,0.97,0.98,0.97,1.05,0.925,2.62,,-,0.97,2.69,-3.19,-,-0.5,-0.51,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,-,-,-,-,-,0.91,0.91,0.94,0.875,2.67,,-,0.91,2.93,-5.7,-,-,-,
Diversified United,DUI,2.96,6,2.88,2.96,213,2.96,2.86,2.96,2.86,3.53,2.56,13,f,0.34,3.29,4.39,4.4,67.3,6.0,2.07,
Djerriwarrh Invest,DJW,4.13,-3,4.12,4.20,335,4.20,4.12,4.20,4.03,4.85,3.72,26,f,-,3.85,6.30,-14.11,-,12.0,2.99,
DKN Financial Grp,DKN,0.55,-4,0.55,0.60,34,0.55,0.55,0.60,0.55,0.85,0.39,4,,1.23,0.07,7.27,4.91,11.2,-5.0,-8.33,
Emerging Leaders,ELI,0.765,-,-,-,-,-,-,0.78,0.765,0.965,0.70,3.75,f,7.17,1.12,4.90,26.88,2.8,-,-,
Fat Prophets,FAT,0.835,1.5,-,-,-,-,-,0.835,0.82,0.95,0.74,3,f,-,1.17,3.59,-4.28,-,-,-,
Global Masters Fund,GFL,0.81,-7,0.81,0.88,116,0.815,0.81,0.89,0.81,0.905,0.685,-,,-,1.01,-,-1.04,-,-7.5,-8.47,
Global Resource,GRF,1.63,-,-,-,-,-,-,1.67,1.63,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,-3.0,-1.81,
Hunter Hall Global,HHV,0.735,-2,0.735,0.745,4821,0.75,0.73,0.77,0.73,0.86,0.695,-,,-,1.03,-,18.37,4.0,-3.0,-3.92,
Hyperion Flagship,HIP,1.40,-,-,-,-,-,-,1.50,1.40,1.52,1.23,8.5,f,-,1.57,6.07,-0.54,-,-,-,
India Equities Fund,INE,0.62,-1,0.62,0.64,1802,0.62,0.62,0.64,0.61,0.64,0.40,-,,-,0.76,-,-1.95,-,-,-,
  opt aug10,INEO,0.205,-1.5,0.205,0.23,267,0.205,0.205,0.24,0.205,0.24,0.05,-,,-,-,-,-,-,-,-,
ING Private Equity,IPE,0.24,0.5,0.235,0.245,772,0.24,0.235,0.24,0.23,0.315,0.165,-,,-,0.47,-,-3.49,-,-,-,
Ironbark Capital,IBC,0.445,-,0.44,0.46,513,0.445,0.44,0.445,0.44,0.50,0.38,2.5,f,3.07,0.54,5.62,7.68,5.8,1.5,3.49,
Magellan Flagship,MFF,0.635,-,-,-,-,-,-,0.66,0.635,0.69,0.495,-,,-,0.79,-,3.04,20.9,-1.5,-2.31,
Milton Corp,MLT,16.50,-25,16.50,16.75,60,16.75,16.50,16.97,16.50,19.40,14.25,70,f,0.64,18.37,4.24,44.7,36.9,-37.0,-2.19,
Mirrabooka Invest,MIR,1.72,-1,1.69,1.72,335,1.72,1.69,1.75,1.67,2.28,1.465,10,f,-,1.86,5.81,-6.9,-,5.0,2.99,
Orchid Capital,ORC,0.038,-,-,-,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.015,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.155,-,0.155,0.16,2900,0.155,0.155,0.16,0.15,0.175,0.14,0.3,f,20.67,0.25,1.94,6.2,2.5,-0.5,-3.13,
Peters MacGregor,PET,0.635,-1.5,0.64,0.665,346,0.635,0.635,0.68,0.615,0.70,0.51,-,,-,1.03,-,13.67,4.6,-4.5,-6.62,
Platinum Capital,PMC,1.49,-,1.46,1.495,931,1.49,1.45,1.50,1.44,1.85,1.36,10,f,1.96,1.35,6.71,19.55,7.6,5.0,3.47,
Premium Investors,PRV,0.71,-,-,-,-,-,-,0.72,0.695,0.93,0.65,3.5,f,3.01,0.95,4.93,10.55,6.7,0.5,0.71,
Sylvastate Ltd,SYL,3.40,-,-,-,-,-,-,3.45,3.40,4.09,2.90,21,f,0.41,3.59,6.18,8.56,39.7,-,-,
Templeton Global,TGG,0.77,-,0.77,0.795,550,0.77,0.77,0.785,0.76,0.885,0.685,-,,-,0.99,-,-2.8,-,-1.0,-1.28,
Van Eyk Three Pillar,VTP,0.82,-,0.82,0.85,342,0.82,0.82,0.85,0.805,0.955,0.735,2.5,f,7.56,1.00,3.05,18.9,4.3,-1.0,-1.2,
Wallace Absolute,WAB,0.059,-,-,-,-,-,-,0.059,0.039,0.074,0.023,-,,-,0.04,-,-37.93,-,2.4,68.57,
WAM Capital Ltd,WAM,1.19,-,-,-,-,-,-,1.19,1.175,1.355,0.98,8,f,4.81,1.62,6.72,38.5,3.1,1.0,0.85,
Whitefield Ltd,WHF,2.99,-5,3.01,3.04,50,3.00,2.99,3.05,2.99,3.63,2.47,17,f,0.09,3.55,5.69,1.54,194.2,-4.0,-1.32,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.65,-1,-,-,-,-,-,0.675,0.64,0.805,0.57,4.6,f,0.24,0.94,7.08,1.09,59.6,-1.0,-1.52,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.125,0.5,-,-,-,-,-,0.135,0.105,0.43,0.075,-,,-,0.02,-,-1.19,-,2.0,19.05,
Bisan Ltd,BSN,0.036,-,0.03,0.045,-,-,-,0.036,0.035,0.05,0.03,-,,-,0.04,-,-2.07,-,0.1,2.86,
Charter Pacific,CHF,0.04,-0.4,0.04,0.044,40,0.04,0.04,0.048,0.04,0.076,0.04,-,,-,0.13,-,-3.16,-,-0.6,-13.04,
  opt feb11,CHFO,0.001,-,-,-,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.36,-,-,-,-,-,-,2.37,2.35,2.811,2.30,10,f,-,3.06,4.24,-15.94,-,-1.0,-0.42,
Grandbridge Ltd,GBA,0.18,-,-,-,-,-,-,0.18,0.15,0.23,0.04,-,,-,0.27,-,11.7,1.5,0.5,2.86,
Guinness Peat cdi,GPG,0.535,1.5,0.535,0.545,10031,0.54,0.525,0.54,0.495,0.682,0.468,1.66,,-,0.83,3.10,-4.03,-,1.5,2.88,
London City Equities,LCE,0.39,-,-,-,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.008,-,-,-,-,-,-,0.008,0.008,0.023,0.008,-,,-,-0.01,-,-7.96,-,-,-,
Soul Pattinson,SOL,13.15,-22,13.15,13.18,1324,13.40,13.10,13.60,13.10,15.38,10.011,33,f,3.76,11.11,2.51,124.07,10.6,-15.0,-1.13,
Sunvest Corp,SVS,0.275,-,-,-,-,-,-,0.275,0.275,0.28,0.22,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.125,-,-,-,-,-,-,0.15,0.125,0.27,0.125,0.75,,4.80,0.33,6.00,3.6,3.5,-5.5,-30.56,
Tranzact Fin Service,TFS,0.15,-,-,-,-,-,-,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialized Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,29.70,-7,29.54,29.79,13421,29.92,29.42,30.89,29.42,37.77,29.24,163.6,f,1.10,3.19,5.51,180.6,16.4,-90.0,-2.94,
BBX Hldgs,BBX,0.01,-,-,-,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.058,-,-,-,-,-,-,0.059,0.058,0.11,0.058,-,,-,0.08,-,1.26,4.6,-0.1,-1.69,
IMF (Aust) Ltd,IMF,1.605,0.5,1.605,1.655,807,1.645,1.58,1.66,1.565,1.96,1.25,15,f,0.55,0.32,9.35,8.22,19.5,-1.5,-0.93,
Ipernica Ltd,IPR,0.088,-,-,-,-,-,-,0.09,0.085,0.18,0.06,-,,-,0.04,-,-2.93,-,-,-,
NSX Ltd,NSX,0.20,-,-,-,-,-,-,0.20,0.165,0.26,0.165,-,,-,0.09,-,-4.95,-,-,-,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.49,-,0.48,0.49,1648,0.49,0.47,0.49,0.45,0.49,0.22,2.75,f,1.15,0.11,5.61,3.16,15.5,7.5,18.07,
Alternative Invest unt,AIQ,1.035,0.5,1.035,1.04,500,1.035,1.03,1.035,1.025,1.45,0.91,47,,-,1.45,45.41,-44.5,-,1.0,0.98,
APN Prop Grp,APD,0.165,-1.5,-,-,-,-,-,0.19,0.18,0.41,0.15,1.25,f,-,0.21,7.58,-17.88,-,-1.5,-8.33,
Argo Invest,ARG,6.03,1,5.97,6.03,1574,6.03,5.90,6.10,5.90,7.05,5.61,25,f,-,5.99,4.15,-11.1,-,-2.0,-0.33,
Aurora SAE ord unt,ABW,1.135,-,-,-,-,-,-,1.135,1.135,7.35,0.867,23,,-,1.20,20.26,-30.42,-,-,-,
Aurora Sandringham ,AOD,0.995,-,-,-,-,-,-,1.025,0.995,1.12,0.99,5.6,,-,1.02,5.63,-4.69,-,-1.0,-1,
Aust Ethical,AEF,23.50,-,-,-,-,-,-,23.50,23.00,37.00,20.00,182,f,0.76,8.11,7.74,139,16.9,50.0,2.17,
Aust Foundation,AFI,4.73,-,4.73,4.79,2873,4.78,4.73,4.84,4.73,5.41,4.26,21,f,0.43,4.98,4.44,8.93,53.0,-11.0,-2.27,
  new,AFIN,4.63,-,-,-,-,-,-,4.65,4.63,4.68,4.51,-,,-,-,-,-,-,-4.0,-0.86,
Austock Grp Ltd,ACK,0.14,-,0.14,0.16,430,0.14,0.14,0.17,0.14,0.33,0.14,-,,-,0.24,-,-6.58,-,-3.0,-17.65,
Bell Financial Grp,BFG,0.93,-3,0.93,0.94,408,0.965,0.925,1.00,0.925,1.40,0.68,8,f,1.41,0.25,8.60,11.3,8.2,-7.0,-7,
Belmont Hldgs,BET,1.30,-,-,-,-,-,-,1.30,1.30,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-,
Blue Capital Ltd,BIV,0.021,-,-,-,-,-,-,0.021,0.021,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.47,-2,2.45,2.51,645,2.52,2.45,2.54,2.40,3.34,1.92,10.4,f,1.42,0.32,4.21,14.76,16.7,-3.0,-1.2,
Cadence Capital,CDM,0.75,5,-,-,-,-,-,0.70,0.70,0.88,0.55,4,f,6.58,1.13,5.33,26.3,2.9,3.0,4.17,
Chapmans Ltd,CHP,0.02,-,-,-,-,-,-,0.02,0.02,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.057,-,-,-,-,-,-,0.059,0.056,0.115,0.041,-,,-,0.05,-,-17.6,-,-0.1,-1.72,
CI Res Ltd,CII,0.71,-,-,-,-,-,-,0.74,0.71,0.91,0.69,2,,4.09,0.47,2.82,8.18,8.7,-1.0,-1.39,
Clime Capital,CAM,1.02,2,-,-,-,-,-,1.055,0.98,1.145,0.74,4,f,12.60,1.39,3.92,50.38,2.0,-1.0,-0.97,
Contango Capital,CCQ,0.68,-,-,-,-,-,-,0.72,0.645,1.55,0.60,1,f,6.91,1.12,1.47,6.91,9.8,2.0,3.03,
CVC Ltd,CVC,0.80,-2,0.765,0.80,350,0.80,0.80,0.82,0.795,0.82,0.52,2,f,-,1.23,2.50,-5.51,-,-,-,
Diversa Ltd,DVA,0.095,-,-,-,-,-,-,0.096,0.095,0.16,0.08,-,,-,0.02,-,-6,-,-0.1,-1.04,
Equities & Freehldgss,EQF,0.21,-,-,-,-,-,-,0.21,0.20,0.31,0.02,-,,-,0.23,-,24.98,0.8,-,-,
Equity Tr,EQT,15.20,-,15.10,15.20,16,15.25,15.20,15.39,15.00,19.50,14.00,110,f,0.83,2.62,7.24,91.82,16.6,-20.0,-1.3,
Euroz Ltd,EZL,1.30,-,1.25,1.30,148,1.30,1.25,1.30,1.23,1.69,0.895,8.5,f,1.64,-,6.54,13.94,9.3,-,-,
  opt mar14,EZLO,0.50,-,-,-,-,-,-,0.53,0.50,0.91,0.325,-,,-,-,-,-,-,-3.0,-5.66,
Everest Financial,EFG,0.04,-,-,-,-,-,-,0.042,0.04,0.085,0.037,-,,-,0.10,-,1.3,3.1,-,-,
Excela Ltd,EXA,0.395,-,0.26,0.39,-,-,-,0.395,0.395,0.63,0.25,2,f,-,0.59,5.06,-1.44,-,-,-,
Fiducian Portfolio,FPS,1.31,-1,1.29,1.34,78,1.32,1.31,1.32,1.25,1.75,1.20,6.75,f,1.43,0.34,5.15,9.63,13.6,-,-,
Future Corp,FUT,0.003,0.1,-,-,-,-,-,0.002,0.002,0.011,0.001,-,,-,-,-,-0.1,-,0.1,50,
Global Min,GMI,1.115,-0.5,1.105,1.135,1483,1.135,1.10,1.135,1.085,1.32,0.905,1,f,5.19,1.43,0.90,5.19,21.5,-0.5,-0.45,
Hastings High Yld unt,HHY,1.16,-2,1.16,1.185,1063,1.18,1.16,1.27,1.16,1.44,1.115,17.01,,1.38,1.90,14.66,23.53,4.9,-4.0,-3.33,
Henderson Grp cdi,HGG,2.14,-4,2.13,2.15,14225,2.16,2.09,2.27,2.09,2.67,1.815,10.69,,0.30,-0.18,5.00,3.23,66.3,-12.0,-5.31,
HFA Accelerator Plus,HAP,0.33,-,-,-,-,-,-,0.335,0.33,0.34,0.135,-,,-,0.45,-,10.98,3.0,-,-,
HFA Hldgs Ltd,HFA,0.185,-,0.18,0.185,6969,0.195,0.18,0.205,0.18,0.43,0.175,-,,-,-0.20,-,-0.33,-,-2.0,-9.76,
Hunter Hall Intl,HHL,5.50,20,5.30,5.50,165,5.50,5.25,5.56,5.21,7.90,4.70,47,f,1.25,1.73,8.55,58.95,9.3,-,-,
Investorfirst Ltd,INQ,0.059,-0.1,0.057,0.059,5235,0.06,0.057,0.07,0.057,0.15,0.057,-,,-,0.04,-,-1.36,-,-1.1,-15.71,
IOOF Hldgs Ltd,IFL,6.25,2,6.14,6.36,4013,6.27,6.14,6.72,6.14,7.40,3.74,21,f,0.93,0.56,3.36,19.5,32.1,-2.0,-0.32,
K2 Asset Mgmt,KAM,0.50,-,0.50,0.55,445,0.52,0.50,0.52,0.50,0.87,0.33,-,,-,0.04,-,1.74,28.7,-,-,
Katana Capital,KAT,0.61,-,-,-,-,-,-,0.62,0.605,0.85,0.52,2,f,15.41,0.93,3.28,30.82,2.0,0.5,0.83,
Keybridge Capital,KBC,0.086,-0.5,0.085,0.091,1961,0.088,0.085,0.098,0.085,0.15,0.063,-,,-,0.50,-,-98.55,-,-0.6,-6.52,
Macq Grp Ltd,MQG,39.50,-115,39.45,39.55,56036,40.29,39.11,45.49,39.11,58.80,35.20,186,,1.72,25.82,4.71,320.2,12.3,-513.0,-11.49,
Macq Winton ord unt,MWG,1.20,-,-,-,-,-,-,1.30,1.20,1.31,1.05,-,,-,1.34,-,-2.09,-,-10.0,-7.69,
