FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4647.9 at 2011-07-01T16:43:10. Report at Friday, July 1, 2011. Processed Saturday at 2011-07-02T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.019,-,.019,.022,-,-,-,.022,.019,.038,.014,-,,-,.01,-,-.03,-,-.3,-13.64,,
Auto Technology,ATJ,.021,-,.022,.024,-,-,-,.025,.019,.052,.019,-,,-,.01,-,-1.43,-,-.4,-16.00,,
  opt jun12,ATJOA,.01,-,.001,.01,-,-,-,.01,.01,.01,.003,-,,-,-,-,-,-,-,Stdy,,
Berklee,BER,.55,-,.47,.55,-,-,-,.55,.55,.60,.42,2.00,,-,1.23,3.64,-.50,-,-,Stdy,,
DataDot Tech,DDT,.036,+.4,.034,.038,2576,.036,.034,.036,.03,.06,.026,-,,-,.01,-,.23,15.7,+.6,+20.00,,
Fleetwood Corp,FWD,11.25,-8,11.22,11.37,668,11.49,11.14,11.49,10.32,14.25,9.18,70.00,f,1.20,2.10,6.22,84.10,13.4,+74,+7.04,,
Orbital Corp,OEC,.245,-.5,.25,.315,38,.245,.245,.28,.245,.46,.18,-,,-,.36,-,1.55,15.8,-.5,-2.00,,
Schaffer Corp,SFC,3.30,+4,3.25,3.45,137,3.30,3.30,3.30,3.26,5.40,3.24,30.00,f,.69,3.36,9.09,20.70,15.9,+4,+1.23,,
Supply Net,SNL,.56,-,.55,.56,320,.56,.56,.56,.555,.64,.294,4.00,f,1.75,.39,7.14,7.00,8.0,+1,+1.82,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.10,-,.105,.11,-,-,-,.11,.10,.13,.08,-,,-,.14,-,1.82,5.5,-1,-9.09,,
Audio Pixels Ltd,AKP,8.10,+4,8.15,8.50,3,8.10,8.10,8.10,7.80,8.10,.26,-,,-,.22,-,1.23,658.5,+18,+2.27,,
