Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4842.6 at 16:47 16/10/2009 Report at 19:37 Friday 16/10/2009. Processed 20:27 Friday 16/10/2009.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: CONSUMER DISCRETIONARY,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: AUTOMOBILES & COMPONENTS,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.026,0.2,0.025,0.028,460,0.026,0.026,0.026,0.021,0.038,0.005,-,,-,0.01,-,-0.36,-,-,-,
Advanced Engine,ACE,0.05,-0.1,0.032,0.05,200,0.05,0.05,0.053,0.05,0.14,0.031,-,,-,-0.04,-,-1.9,-,-0.3,-5.66,
Auto Tech Ltd,ATJ,0.063,-0.1,0.05,0.063,2150,0.065,0.06,0.065,0.06,0.193,0.028,-,,-,0.01,-,-5.55,-,1.3,26,
 def,ATJN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
Berklee Ltd,BER,0.53,2,0.53,0.54,441,0.535,0.51,0.54,0.485,0.62,0.25,-,f,-,0.89,-,13,4.1,-1.0,-1.85,
Coventry Grp,CYG,1.70,-,1.73,1.79,-,-,-,1.71,1.65,2.02,0.60,5,f,-,3.30,2.94,-3.6,-,4.0,2.41,
Datadot Tech,DDT,0.068,-,0.068,0.069,99491,0.075,0.068,0.094,0.062,0.105,0.011,-,,-,0.01,-,-6.22,-,-1.4,-17.07,
Fleetwood Corp,FWD,8.00,13,7.92,8.03,2101,8.05,7.92,8.29,7.72,8.86,3.119,66,f,1.04,2.63,8.25,68.7,11.6,-34.0,-4.08,
Orbital Corp Ltd,OEC,0.05,-0.3,0.052,0.059,4721,0.057,0.05,0.06,0.05,0.115,0.03,-,,-,0.03,-,-0.51,-,-1.0,-16.67
Schaffer Corp Ltd,SFC,6.50,10,6.45,6.60,19,6.50,6.45,6.50,5.86,6.50,3.90,45,f,1.65,3.62,6.92,74.1,8.8,50.0,8.33
Supply Net,SNL,0.365,-,0.355,0.365,-,-,-,0.365,0.365,0.39,0.25,3,f,2.05,0.44,8.22,6.15,5.9,-,-
INDUSTRY GROUP: CONSUMER DURABLES & APPAREL,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.059,0.3,0.056,0.06,758,0.059,0.059,0.059,0.056,0.085,0.036,-,,-,0.22,-,2,2.9,-,-
Atlantic Ltd,ATI,0.039,0.1,0.038,0.039,70344,0.04,0.038,0.044,0.034,0.044,0.005,-,,-,0.01,-,-0.11,-,0.4,11.43
 opt dec11,ATIO,0.029,-,0.028,0.03,29770,0.029,0.027,0.032,0.025,0.032,0.003,-,,-,-,-,-,-,0.4,16
Atlas Southsea Pearl,ATP,0.125,-1,0.125,0.135,280,0.125,0.125,0.135,0.12,0.34,0.075,2,,-,0.20,16.00,-4.39,-,0.5,4.17
AVJennings,AVJ,0.53,3,0.51,0.53,1110,0.54,0.50,0.54,0.485,0.54,0.16,2,,-,1.04,3.77,-4.68,-,4.0,8.16
Billabong Intl,BBG,11.61,-27,11.60,11.74,14687,11.90,11.58,11.98,11.15,12.307,5.815,45,p,1.54,0.70,3.88,69.2,16.8,-11.0,-0.94
BKM Management,BKM,0.009,-,0.007,0.009,-,-,-,0.01,0.005,0.01,0.003,-,,-,-,-,-0.25,-,0.3,50
Fisher & Paykel App,FPA,0.535,-1.5,0.535,0.54,2076,0.55,0.535,0.555,0.53,0.891,0.207,3.87,,-,0.01,7.23,-27.37,-,-2.0,-3.6
Funtastic Ltd,FUN,0.23,1,0.22,0.23,7263,0.26,0.23,0.26,0.20,0.30,0.105,-,,-,0.05,-,-49.5,-,2.5,12.2
Gale Pacific Ltd,GAP,0.12,-,0.12,0.125,-,-,-,0.135,0.12,0.183,0.035,-,,-,0.24,-,-6.75,-,-,-
Gazal Corp,GZL,1.20,-,1.25,1.39,-,-,-,1.20,1.20,1.55,0.85,8,f,1.41,0.60,6.67,11.3,10.6,-,-
GLG Corp Ltd,GLE,0.26,-,0.21,0.27,-,-,-,0.26,0.26,0.32,0.13,-,,-,0.45,-,3.55,7.3,-,-
Globe Intl,GLB,0.47,-,0.45,0.47,-,-,-,0.47,0.45,0.50,0.125,-,,-,0.70,-,-21.39,-,2.0,4.44
GUD Hldgs,GUD,8.88,-2,8.86,8.88,831,8.94,8.85,8.98,8.49,9.39,3.30,60,f,1.00,0.66,6.76,60,14.8,40.0,4.72
