Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4475.1 at 16:36 23/7/2010  Report at 19:06 Friday 23/7/2010. Processed 19:07 Saturday 24/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Red Sky Energy,ROG,0.015,0.1,0.014,0.015,44488,0.015,0.014,0.016,0.011,0.065,0.01,-,,-,-,-,-0.5,-,0.1,7.14,
  opt sep11,ROGOA,0.006,-0.1,0.004,0.006,2100,0.006,0.005,0.007,0.004,0.042,0.004,-,,-,-,-,-,-,0.1,20,
Resource Generation,RES,0.53,1,0.53,0.54,402,0.53,0.53,0.55,0.50,0.74,0.34,-,,-,0.55,-,-19.2,-,-2.5,-4.5,
REY Res Ltd,REY,0.135,1,0.125,0.135,64812,0.135,0.13,0.14,0.125,0.31,0.105,-,,-,0.08,-,-1.52,-,-,-,
Rialto Energy,RIA,0.33,3,0.315,0.33,350,0.33,0.33,0.35,0.30,0.43,0.10,-,,-,-,-,-7.14,-,-2.0,-5.71,
  opt jun11,RIAO,0.05,-,0.04,0.07,-,-,-,0.05,0.05,0.08,0.01,-,,-,-,-,-,-,-2.0,-28.57,
Riversdale Min,RIV,10.59,49,10.53,10.65,16097,10.74,10.40,10.74,9.52,11.24,5.12,-,,-,2.04,-,-2.09,-,39.0,3.82,
Roc Oil Co,ROC,0.34,1,0.34,0.345,25437,0.345,0.335,0.345,0.33,0.78,0.305,-,,-,-,-,-19.96,-,-0.5,-1.45,
Rocklands Rich,RCI,0.19,0.5,0.19,0.195,1240,0.19,0.19,0.19,0.185,0.47,0.09,-,,-,-,-,-2.55,-,-1.0,-5,
Rum Jungle Uranium,RUM,0.046,-,0.046,0.053,-,-,-,0.048,0.046,0.15,0.042,-,,-,-,-,-0.65,-,-,-,
Samson Oil & Gas,SSN,0.071,-,0.07,0.071,218736,0.073,0.071,0.075,0.063,0.075,0.01,-,,-,-,-,2.18,3.3,0.5,7.58,
  opt dec12,SSNO,0.058,-,0.058,0.059,59610,0.06,0.058,0.062,0.051,0.062,0.003,-,,-,-,-,-,-,0.5,9.43,
Santos Ltd,STO,13.84,29,13.71,13.85,35042,13.86,13.66,13.95,13.31,16.10,11.24,42,f,1.24,-,3.03,52.1,26.6,19.0,1.39,
Sino Gas Energy,SEH,0.032,0.2,0.031,0.032,6770,0.032,0.031,0.032,0.03,0.328,0.026,-,,-,-,-,-1.69,-,0.2,6.67,
  opt dec11,SEHOA,0.002,-,0.002,0.005,-,-,-,0.002,0.002,0.036,0.001,-,,-,-,-,-,-,-,-,
  opt dec12,SEHOC,0.005,-,0.003,0.005,-,-,-,0.005,0.005,0.005,0.003,-,,-,-,-,-,-,-,-,
Solimar Energy,SGY,0.046,-,0.044,0.05,-,-,-,0.046,0.042,0.145,0.04,-,,-,-,-,-1.64,-,0.4,9.52,
Somerton Energy,SNE,0.005,-0.2,0.006,0.007,2000,0.006,0.005,0.007,0.005,0.017,0.003,-,,-,-,-,-3.17,-,-0.1,-16.67,
Sterling Biofuels,SBI,0.028,-,0.039,0.15,-,-,-,0.028,0.028,0.10,0.025,-,,-,0.10,-,-5.21,-,-,-,
Sthn Uranium,SNU,0.078,-0.2,0.078,0.08,3750,0.078,0.078,0.082,0.078,0.267,0.062,-,,-,-,-,-2.27,-,-0.2,-2.5,
Strategic Energy,SER,0.024,0.1,0.021,0.024,2000,0.024,0.024,0.024,0.022,0.039,0.015,-,,-,-,-,-0.51,-,0.2,9.09,
Strike Energy Ltd,STX,0.21,-0.5,0.215,0.22,4778,0.22,0.205,0.235,0.205,0.345,0.18,-,,-,-,-,2.37,8.9,-2.5,-10.64,
Stuart Pet Ltd,STU,0.40,-1,0.40,0.42,550,0.41,0.395,0.42,0.395,0.765,0.36,-,,-,0.45,-,3.5,11.4,-1.0,-2.44,
Sun Res NL,SUR,0.055,-0.1,0.053,0.054,1608,0.056,0.055,0.06,0.055,0.11,0.046,-,,-,-,-,-3.16,-,-0.4,-6.78,
Sundance Energy,SEA,0.275,-2.5,0.26,0.275,9475,0.29,0.26,0.30,0.225,0.30,0.088,-,,-,-,-,-2.4,-,3.5,14.58,
Sunset Energy Ltd,SEY,0.076,-,0.078,0.09,-,-,-,0.09,0.076,0.20,0.076,-,,-,-,-,-1.88,-,-1.4,-15.56,
Syngas Ltd,SYS,0.015,0.1,0.014,0.016,1000,0.015,0.015,0.018,0.014,0.081,0.013,-,,-,-,-,-0.59,-,-0.3,-16.67,
Tangiers Pet,TPT,0.087,-,0.087,0.095,-,-,-,0.11,0.087,0.12,0.03,-,,-,-,-,-2.4,-,-2.3,-20.91,
Tap Oil Ltd,TAP,0.89,-,0.88,0.90,1477,0.90,0.875,0.90,0.855,1.24,0.80,-,,-,0.76,-,4.3,20.7,-0.5,-0.56,
Target Energy,TEX,0.032,-,0.029,0.032,-,-,-,0.032,0.028,0.117,0.017,-,,-,-,-,-1.83,-,0.3,10.34,
  opt oct12,TEXOB,0.006,-,0.006,0.009,-,-,-,0.006,0.006,0.037,0.004,-,,-,-,-,-,-,-,-,
Texon Pet Ltd,TXN,0.45,0.5,0.44,0.455,3727,0.455,0.445,0.47,0.44,0.545,0.215,-,,-,-,-,-2.09,-,-2.5,-5.26,
Top End Uranium,TEU,0.09,-,0.082,0.09,-,-,-,0.09,0.09,0.16,0.071,-,,-,-,-,-3.34,-,-,-,
Toro Energy Ltd,TOE,0.094,-0.6,0.094,0.098,14498,0.10,0.093,0.10,0.09,0.255,0.064,-,,-,-,-,-5.61,-,-0.4,-4.08,
Transerv Energy,TSV,0.014,-0.1,0.014,0.015,28500,0.015,0.014,0.015,0.014,0.031,0.012,-,,-,-,-,-0.04,-,0.1,7.69,
Triangle Energy,TEG,0.02,-,0.02,0.023,-,-,-,0.022,0.02,0.045,0.008,-,,-,-,-,0.29,6.9,-0.2,-9.09,
U308 Ltd,UTO,0.105,0.5,0.095,0.105,1201,0.11,0.10,0.11,0.08,0.17,0.079,-,,-,-,-,-0.7,-,2.5,31.25,
United Orogen,UOG,0.015,-,0.013,0.03,-,-,-,0.015,0.015,0.05,0.012,-,,-,-,-,-1.3,-,-,-,
  opt aug10,UOGO,0.001,-,-,0.004,-,-,-,0.001,0.001,0.007,0.001,-,,-,-,-,-,-,-,-,
United Uranium,UUL,0.095,-,0.095,0.10,350,0.095,0.095,0.095,0.095,0.295,0.079,-,,-,-,-,-0.42,-,-,-,
  opt jun12,UULOA,0.035,-,0.016,0.04,-,-,-,0.035,0.035,0.08,0.026,-,,-,-,-,-,-,-,-,
Uranex NL,UNX,0.16,-,0.16,0.17,2985,0.165,0.16,0.17,0.16,0.45,0.14,-,,-,-,-,-3.25,-,-2.0,-11.11,
Uranium Equities,UEQ,0.11,-,0.11,0.115,2826,0.12,0.11,0.12,0.095,0.28,0.07,-,,-,-,-,-1.68,-,1.0,10,
Uranium Explore,UXA,0.038,-,0.038,0.041,1938,0.04,0.038,0.041,0.038,0.195,0.031,-,,-,-,-,-6.37,-,-0.3,-7.32,
Uraniumsa Ltd,USA,0.195,-1,0.19,0.20,4449,0.20,0.195,0.205,0.185,0.315,0.085,-,,-,-,-,-4.8,-,-1.0,-4.88,
Victoria Pet,VPE,0.27,-,0.265,0.27,329,0.27,0.265,0.28,0.255,0.415,0.23,-,,-,-,-,0.19,142.1,-,-,
Wasabi Energy Ltd,WAS,0.015,0.1,0.014,0.015,500,0.015,0.015,0.015,0.013,0.028,0.009,-,,-,-,-,-0.4,-,0.1,7.14,
Westralian Gas & Pwr,WGP,0.016,-0.1,0.017,0.02,27700,0.018,0.016,0.022,0.013,0.043,0.013,-,,-,-,-,-2.37,-,0.1,6.67,
  opt oct11,WGPOA,0.003,-,0.002,0.003,1000,0.003,0.003,0.003,0.002,0.01,0.002,-,,-,-,-,-,-,0.1,50,
Westside Corp,WCL,0.435,-,0.435,0.44,1544,0.44,0.43,0.45,0.43,0.72,0.295,-,,-,-,-,-3.4,-,-0.5,-1.14,
Whinnen Res,WWW,0.051,-,0.053,0.08,-,-,-,0.06,0.051,0.17,0.05,-,,-,-,-,-3.27,-,-0.4,-7.27,
  opt apr13,WWWO,0.021,-,0.016,0.03,-,-,-,0.021,0.021,0.03,0.015,-,,-,-,-,-,-,-,-,
White Canyon Uranium,WCU,0.079,-,0.069,0.09,273,0.079,0.077,0.079,0.069,0.35,0.066,-,,-,-,-,-0.93,-,0.9,12.86,
Whitehaven Coal,WHC,5.55,33,5.50,5.55,14109,5.68,5.29,5.68,5.09,6.05,2.88,8.8,f,3.22,2.09,1.59,28.3,19.6,30.0,5.71,
WHL Energy Ltd,WHN,0.019,-0.1,0.019,0.02,4258,0.02,0.019,0.021,0.019,0.125,0.017,-,,-,0.03,-,-0.59,-,-0.2,-9.52,
  opt jun12,WHNO,0.01,-,0.008,0.017,-,-,-,0.01,0.01,0.01,0.01,-,,-,-,-,-,-,-,-,
Wildhorse Energy,WHE,0.235,0.5,0.23,0.235,4993,0.245,0.23,0.245,0.21,0.70,0.205,-,,-,-,-,-10.3,-,0.5,2.17,
Woodside Pet,WPL,41.92,92,41.92,42.05,31425,42.11,41.61,42.11,40.86,53.869,39.63,110,f,2.35,-,2.62,259,16.2,-62.0,-1.46,
Yellow Rock,YRR,0.02,0.1,0.019,0.02,2500,0.02,0.02,0.02,0.018,0.091,0.017,-,,-,-,-,-15.3,-,0.2,11.11,
  opt sep12,YRROA,0.005,-,0.003,0.008,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.41,31,22.40,22.42,107685,22.62,22.33,22.62,22.02,26.23,17.00,108,f,1.34,9.99,4.82,144.8,15.5,-13.0,-0.58,
Bank of Qld,BOQ,10.31,35,10.28,10.34,6506,10.35,10.14,10.35,9.87,13.49,9.74,52,f,1.78,7.20,5.04,92.4,11.2,13.0,1.28,
Bendigo & Adelaide,BEN,8.21,20,8.21,8.26,9153,8.27,8.11,8.27,8.00,10.48,7.196,43,f,0.83,5.16,5.24,35.53,23.1,-5.0,-0.61,
CL Asset Hldgs,CLS,0.70,-,0.71,0.75,-,-,-,0.70,0.70,1.20,0.61,-,,-,4.32,-,-66.35,-,-,-,
C'wlth Bank  of Aust ,CBA,51.24,132,51.00,51.33,57774,51.60,50.69,51.60,49.92,60.00,39.80,235,f,1.41,-,4.59,330.4,15.5,-12.0,-0.23,
Firstfolio Ltd,FFF,0.052,-,0.052,0.053,4937,0.053,0.052,0.053,0.052,0.089,0.028,-,,-,-0.05,-,1.13,4.6,-0.1,-1.89,
Homeloans Ltd,HOM,0.97,27,0.965,1.01,2658,1.04,0.85,1.04,0.66,1.04,0.45,9,f,1.02,0.52,9.28,9.16,10.6,27.0,38.57,
Mortgage Choice,MOC,1.15,0.5,1.14,1.16,251,1.15,1.145,1.15,1.10,1.40,1.00,11,f,2.16,0.56,9.57,23.8,4.8,3.5,3.14,
Mystate Ltd,MYS,3.12,-,3.12,3.20,71,3.18,3.12,3.18,3.12,3.75,2.60,20,f,0.70,2.17,6.41,13.9,22.4,-3.0,-0.95,
National Aust Bank,NAB,24.37,61,24.37,24.39,55347,24.56,24.17,24.62,23.68,32.37,22.23,147,f,1.36,12.41,6.03,199.3,12.2,-12.0,-0.49,
RHG Ltd,RHG,0.685,1.5,0.68,0.685,6260,0.685,0.665,0.705,0.615,0.75,0.45,-,,-,0.84,-,29.5,2.3,5.5,8.73,
Rock Bld perm.,ROK,2.46,-,2.46,2.50,46,2.50,2.46,2.50,2.46,3.10,2.38,14.5,f,1.33,1.98,5.89,19.3,12.7,-3.0,-1.2,
Westpac Banking,WBC,22.73,58,22.68,22.74,86633,22.82,22.55,22.82,22.02,28.43,20.12,125,f,1.11,8.42,5.50,138.5,16.4,15.0,0.66,
Wide Bay Aust Ltd,WBB,10.42,-10,10.42,10.58,34,10.60,10.42,10.60,10.25,11.26,7.60,62,f,0.98,3.62,5.95,60.89,17.1,-7.0,-0.67,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.08,-,0.08,0.09,-,-,-,0.11,0.08,0.275,0.07,-,,-,-,-,-,-,-3.0,-27.27,
Aberdeen Leaders,ALR,1.27,5,1.23,1.27,65,1.27,1.27,1.27,1.215,1.47,1.20,9.5,f,0.81,1.21,7.48,7.67,16.6,4.0,3.25,
Adelaide Managed unt,AYT,1.425,-,1.425,1.43,-,-,-,1.45,1.40,1.45,1.032,16.02,,0.43,1.79,11.24,6.83,20.9,1.5,1.06,
Amcil Ltd,AMH,0.645,0.5,0.645,0.65,254,0.645,0.64,0.645,0.625,0.72,0.565,2,f,1.87,0.70,3.10,3.73,17.3,2.0,3.2,
AMP Capital China unt,AGF,0.825,1,0.815,0.83,13936,0.83,0.815,0.83,0.74,1.265,0.675,8.47,,1.18,0.99,10.27,10.02,8.2,6.5,8.55,
Asian Masters Fund,AUF,1.04,1,1.04,1.05,508,1.04,1.04,1.04,1.01,1.06,0.98,1,f,-,1.00,0.96,-1.19,-,2.0,1.96,
Aurora Global Tr unt,AIB,1.105,-,1.11,1.22,560,1.105,1.105,1.105,1.105,7.50,0.977,23.5,,-,1.20,21.27,-5.76,-,-,-,
AUS Gov Index Fund,AQF,1.58,-3,1.58,1.59,269,1.58,1.58,1.61,1.58,1.72,1.58,-,f,-,-,-,-,-,-3.0,-1.86,
Aust Leaders,ALF,1.11,2.5,1.105,1.12,133,1.11,1.085,1.11,1.07,1.265,1.01,7,f,7.66,1.37,6.31,53.65,2.1,1.5,1.37,
  opt nov10,ALFO,0.003,-,0.003,0.008,-,-,-,0.005,0.003,0.10,0.003,-,,-,-,-,-,-,-0.2,-40,
Aust United Invest,AUI,6.59,9,6.45,6.59,425,6.59,6.50,6.60,6.50,7.90,6.04,25,f,0.75,7.49,3.79,18.7,35.2,-1.0,-0.15,
Bentley Capital,BEL,0.225,-,0.225,0.235,1350,0.23,0.225,0.23,0.225,0.329,0.22,1,f,10.62,0.45,4.44,10.62,2.1,-,-,
BKI Invest Ltd,BKI,1.18,0.5,1.18,1.19,1710,1.195,1.175,1.195,1.175,1.325,1.09,5.5,f,1.18,1.45,4.66,6.47,18.2,-0.5,-0.42,
Carlton Invest,CIN,16.50,-,16.02,16.70,160,16.50,16.50,16.50,16.49,18.95,14.75,67,f,0.94,21.78,4.06,63,26.2,-,-,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.78,-2,0.775,0.795,813,0.79,0.78,0.80,0.755,0.91,0.74,3.5,f,-,1.02,4.49,-7.74,-,1.0,1.3,
Challenger FSG Ltd,CGF,3.68,13,3.63,3.68,24667,3.73,3.62,3.73,3.52,4.50,2.40,13.5,,2.61,3.36,3.67,35.2,10.5,-4.0,-1.08,
Choiseul Investments   ,CHO,4.66,14,4.55,4.62,66,4.66,4.55,4.66,4.52,5.28,4.41,21,f,0.78,5.42,4.51,16.4,28.4,7.0,1.53,
Clime Invest,CIW,0.44,2,0.42,0.44,20,0.44,0.44,0.44,0.42,0.50,0.322,1,f,5.00,0.44,2.27,5,8.8,2.0,4.76,
Contango Microcap,CTN,0.825,1,0.815,0.825,1288,0.835,0.82,0.835,0.785,1.19,0.735,2,f,21.00,1.40,2.42,42,2.0,-,-,
Count Financial,COU,1.11,-0.5,1.11,1.125,941,1.15,1.11,1.15,1.11,1.60,1.055,7,f,1.52,0.22,6.31,10.64,10.4,-1.5,-1.33,
CS GP100 Aust Tr unt,CSJ,0.985,-,0.98,0.985,-,-,-,0.985,0.98,1.05,0.925,2.37,p,-,0.97,2.41,-3.19,-,0.5,0.51,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.915,-,-,-,0.91,0.91,0.94,0.885,1.32,,-,0.91,1.45,-5.7,-,-,-,
Diversified United,DUI,2.88,7,2.81,2.88,602,2.88,2.84,2.88,2.80,3.53,2.71,13,f,0.34,3.29,4.51,4.4,65.5,-,-,
Djerriwarrh Invest,DJW,4.28,1,4.27,4.33,650,4.34,4.27,4.34,4.08,4.85,3.84,26,f,0.46,3.49,6.07,11.86,36.1,14.0,3.38,
DKN Financial Grp,DKN,0.60,-,0.515,0.60,-,-,-,0.60,0.58,0.85,0.41,4,,1.23,0.07,6.67,4.91,12.2,2.0,3.45,
Emerging Leaders,ELI,0.73,-,0.735,0.78,-,-,-,0.73,0.73,0.965,0.70,3.75,f,7.17,1.12,5.14,26.88,2.7,-,-,
Fat Prophets,FAT,0.87,-1.5,0.87,0.915,75,0.87,0.87,0.92,0.87,1.005,0.75,3,f,-,1.17,3.45,-4.28,-,-2.0,-2.25,
Global Masters Fund,GFL,0.83,-,0.835,0.86,-,-,-,0.83,0.83,0.905,0.685,-,,-,1.01,-,-1.04,-,-,-,
Global Resource,GRF,1.63,1,1.63,1.67,2052,1.63,1.62,1.63,1.59,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,4.0,2.52,
Hunter Hall Global,HHV,0.765,0.5,0.76,0.765,3667,0.765,0.75,0.775,0.75,0.86,0.695,-,,-,1.03,-,18.37,4.2,0.5,0.66,
Hyperion Flagship,HIP,1.415,-3.5,1.425,1.47,1200,1.415,1.415,1.45,1.38,1.52,1.27,8.5,f,-,1.57,6.01,-0.54,-,3.5,2.54,
India Equities Fund,INE,0.053,0.2,0.051,0.055,1406,0.055,0.053,0.055,0.051,0.645,0.051,-,,-,0.76,-,-1.95,-,-0.2,-3.64,
  opt aug10,INEO,0.16,-,0.042,0.10,-,-,-,0.16,0.16,0.24,0.05,-,,-,-,-,-,-,-,-,
ING Private Equity,IPE,0.245,-0.5,0.245,0.255,451,0.245,0.245,0.25,0.245,0.315,0.18,-,,-,0.47,-,-3.49,-,-0.5,-2,
Ironbark Capital,IBC,0.44,-,0.44,0.445,485,0.44,0.44,0.44,0.435,0.50,0.425,2.5,f,3.07,0.54,5.68,7.68,5.7,-,-,
Magellan Flagship,MFF,0.635,1.5,0.635,0.64,2618,0.635,0.62,0.635,0.61,0.69,0.56,-,,-,0.79,-,3.04,20.9,0.5,0.79,
Milton Corp,MLT,16.35,40,16.28,16.30,75,16.35,16.12,16.39,15.85,19.40,15.03,70,f,0.64,18.37,4.28,44.7,36.6,35.0,2.19,
Mirrabooka Invest,MIR,1.65,3,1.625,1.64,80,1.65,1.645,1.745,1.605,2.28,1.53,10,f,0.79,1.74,6.06,7.93,20.8,-8.0,-4.62,
Orchid Capital,ORC,0.038,-,0.03,0.039,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.16,-0.5,0.155,0.16,2550,0.165,0.155,0.165,0.155,0.175,0.145,1.4,f,4.43,0.25,8.75,6.2,2.6,-,-,
Peters MacGregor,PET,0.68,-,0.685,0.715,-,-,-,0.68,0.65,0.70,0.54,-,,-,1.03,-,13.67,5.0,3.0,4.62,
Platinum Capital,PMC,1.465,-1,1.465,1.475,477,1.49,1.455,1.49,1.43,1.85,1.365,10,f,1.96,1.35,6.83,19.55,7.5,-3.5,-2.33,
Premium Investors,PRV,0.72,0.5,0.71,0.73,599,0.72,0.70,0.735,0.70,0.93,0.65,3.5,f,3.01,0.95,4.86,10.55,6.8,-,-,
Sylvastate Ltd,SYL,3.34,-4,3.30,3.34,208,3.34,3.34,3.42,3.34,4.09,3.05,21,f,0.41,3.59,6.29,8.56,39.0,-8.0,-2.34,
Templeton Global,TGG,0.77,-,0.765,0.77,1047,0.77,0.76,0.77,0.76,0.885,0.73,-,,-,0.99,-,-2.8,-,-,-,
Van Eyk Three Pillar,VTP,0.85,2,0.84,0.85,530,0.85,0.83,0.85,0.82,0.955,0.78,2.5,f,7.56,1.00,2.94,18.9,4.5,3.5,4.29,
Wallace Absolute,WAB,0.076,0.4,0.073,0.076,14613,0.076,0.072,0.076,0.065,0.076,0.023,-,,-,0.04,-,-37.93,-,1.1,16.92,
WAM Capital Ltd,WAM,1.29,-0.5,1.285,1.295,1653,1.30,1.29,1.31,1.22,1.355,1.08,8,f,2.91,1.52,6.20,23.3,5.5,6.0,4.88,
Whitefield Ltd,WHF,3.02,-3,3.00,3.14,2378,3.05,2.96,3.05,2.96,3.63,2.80,17,f,0.09,3.55,5.63,1.54,196.1,2.0,0.67,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.695,-0.5,0.685,0.695,1528,0.695,0.68,0.70,0.66,0.805,0.625,4.6,f,0.24,0.94,6.62,1.09,63.8,4.5,6.92,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.13,-1,0.13,0.14,1110,0.13,0.13,0.14,0.11,0.43,0.075,-,,-,0.02,-,-1.19,-,1.0,8.33,
Bisan Ltd,BSN,0.036,-,0.03,0.039,-,-,-,0.036,0.036,0.05,0.035,-,,-,0.04,-,-2.07,-,-,-,
Charter Pacific,CHF,0.04,-,0.037,0.04,-,-,-,0.04,0.039,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.34,-,2.34,2.40,-,-,-,2.36,2.34,2.811,2.30,10,f,-,3.06,4.27,-15.94,-,-2.0,-0.85,
Grandbridge Ltd,GBA,0.38,-2,0.36,0.39,2428,0.405,0.345,0.405,0.31,0.405,0.04,-,,-,0.27,-,11.7,3.2,8.0,26.67,
Guinness Peat cdi,GPG,0.535,-,0.53,0.54,89,0.535,0.535,0.55,0.525,0.682,0.495,1.66,,-,0.83,3.10,-4.03,-,-1.5,-2.73,
London City Equities,LCE,0.39,-,0.25,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.009,-,0.008,0.05,-,-,-,0.009,0.009,0.023,0.008,-,,-,-0.01,-,-7.96,-,-,-,
Soul Pattinson,SOL,13.00,8,12.87,13.00,291,13.22,12.85,13.22,12.75,15.38,10.276,33,f,3.76,11.11,2.54,124.07,10.5,-14.0,-1.07,
Sunvest Corp,SVS,0.275,-,0.275,0.455,-,-,-,0.275,0.275,0.28,0.255,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.18,-,0.14,0.16,-,-,-,0.18,0.18,0.27,0.125,0.75,,4.80,0.33,4.17,3.6,5.0,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.19,-,-,-,0.15,0.15,0.215,0.13,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,28.71,35,28.63,28.77,4764,29.00,28.58,29.05,28.02,37.77,28.02,163.6,f,1.10,3.19,5.70,180.6,15.9,-29.0,-1,
BBX Hldgs,BBX,0.01,-,0.01,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.05,-,,-,0.08,-,1.26,4.0,-,-,
IMF (Aust) Ltd,IMF,1.525,-1.5,1.52,1.525,256,1.55,1.525,1.55,1.505,1.96,1.25,15,f,0.55,0.32,9.84,8.22,18.6,-3.5,-2.24,
Ipernica Ltd,IPR,0.115,-0.5,0.11,0.115,323,0.115,0.11,0.12,0.11,0.18,0.06,-,,-,0.04,-,-2.93,-,1.0,9.52,
NSX Ltd,NSX,0.175,-0.5,0.175,0.18,501,0.18,0.175,0.20,0.175,0.26,0.165,-,,-,0.09,-,-4.95,-,-2.5,-12.5,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.225,-,0.225,0.295,-,-,-,0.245,0.225,0.37,0.17,1.3,,2.46,0.34,5.78,3.2,7.0,-2.0,-8.16,
Astra Capital Ltd,AKR,0.65,-,0.65,0.79,-,-,-,0.77,0.65,0.85,0.51,-,,-,1.62,-,-1.87,-,-12.0,-15.58,
Centrepoint Alliance,CAF,0.14,-0.5,0.14,0.145,107,0.14,0.14,0.145,0.14,0.185,0.12,-,,-,-,-,-31.06,-,-,-,
Flexigrp Ltd,FXL,1.30,-1,1.30,1.33,847,1.32,1.30,1.33,1.30,1.779,0.842,6,f,3.95,0.23,4.62,23.7,5.5,-3.5,-2.62,
FSA Grp Ltd,FSA,0.37,-,0.36,0.37,-,-,-,0.37,0.36,0.465,0.28,-,,-,0.29,-,7.93,4.7,-,-,
Money3 Corp,MNY,0.50,-,0.41,0.53,-,-,-,0.50,0.50,0.60,0.40,3.4,f,1.02,0.30,6.80,3.46,14.5,-,-,
Oncard Intl,ONC,0.086,-0.4,0.086,0.09,250,0.086,0.086,0.09,0.086,0.24,0.08,-,,-,0.13,-,0.73,11.8,-0.4,-4.44,
Questus Ltd,QSS,0.055,-,0.055,0.06,-,-,-,0.06,0.055,0.153,0.05,-,,-,0.15,-,1.54,3.6,-0.6,-9.84,
Thinksmart Ltd,TSM,0.91,-,0.91,0.92,320,0.915,0.91,0.92,0.90,1.11,0.50,3.5,f,1.53,0.11,3.85,5.35,17.0,1.0,1.11,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.61,2,0.61,0.645,99,0.61,0.59,0.65,0.59,0.695,0.235,2.75,f,1.15,0.11,4.51,3.16,19.3,-4.0,-6.15,
Alternative Invest unt,AIQ,1.08,2,1.08,1.18,186,1.08,1.06,1.08,1.05,1.45,0.91,47,,-,1.45,43.52,-44.5,-,3.0,2.86,
APN Prop Grp,APD,0.205,0.5,0.205,0.22,624,0.22,0.205,0.22,0.185,0.41,0.165,1.25,f,-,0.21,6.10,-17.88,-,3.0,17.14,
Argo Invest,ARG,5.88,7,5.88,5.90,1101,5.93,5.88,5.95,5.81,7.05,5.61,25,f,-,5.99,4.25,-11.1,-,-7.0,-1.18,
Aurora Funds Ltd,AFV,1.75,-,1.56,1.75,20,1.75,1.75,1.89,1.75,2.00,1.75,-,,-,-,-,-,-,-25.0,-12.5,
Aurora SAE ord unt,ABW,1.065,-,1.08,1.09,-,-,-,1.065,1.055,7.35,0.867,9.5,,-,1.20,8.92,-30.42,-,-1.5,-1.39,
Aurora Sandringham ,AOD,0.995,2,0.985,0.995,1517,0.995,0.975,0.995,0.975,1.12,0.965,6.2,p,-,1.02,6.23,-4.69,-,1.5,1.53,
Aust Ethical,AEF,20.00,-,20.20,23.10,-,-,-,20.00,20.00,37.00,20.00,182,f,0.76,8.11,9.10,139,14.4,-,-,
Aust Foundation,AFI,4.78,1,4.77,4.79,3150,4.84,4.77,4.85,4.75,5.41,4.52,21,f,0.43,4.98,4.39,8.93,53.5,-1.0,-0.21,
