Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4475.1 at 16:36 23/7/2010  Report at 19:06 Friday 23/7/2010. Processed 19:07 Saturday 24/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Sky City Entertain,SKC,2.41,4,2.39,2.45,2292,2.42,2.39,2.45,2.35,2.89,2.28,11.69,,1.63,0.53,4.85,19.09,12.6,-2.0,-0.82,
Slater & Gordon,SGH,1.45,-,1.44,1.45,817,1.45,1.45,1.455,1.45,1.79,1.425,5.25,f,3.16,0.82,3.62,16.6,8.7,-2.0,-1.36,
Stanfield Funds,SFN,0.015,-,0.01,0.013,-,-,-,0.015,0.015,0.028,0.008,-,,-,-0.01,-,-0.14,-,-,-,
Success Res Global,SGU,0.015,-,0.007,0.016,-,-,-,0.015,0.01,0.06,0.008,-,,-,-,-,1.26,1.2,0.5,50,
Tabcorp Hldgs Ltd,TAH,6.72,4,6.71,6.73,21248,6.74,6.70,6.79,6.47,7.52,6.28,60,f,1.44,-1.53,8.93,86.1,7.8,17.0,2.6,
Tatts Grp Ltd,TTS,2.38,3,2.37,2.38,41765,2.39,2.36,2.39,2.28,2.67,2.19,21,f,1.04,-0.51,8.82,21.9,10.9,7.0,3.03,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.90,-,1.65,1.80,-,-,-,1.90,1.90,2.10,1.50,9.7,,-,-,5.11,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,0.90,-,0.91,-,-,-,-,0.90,0.85,0.90,0.05,-,,-,0.24,-,20,4.5,7.0,8.43,
Webjet Ltd,WEB,2.06,-5,2.05,2.06,1639,2.15,2.05,2.15,2.00,2.70,1.176,10.5,f,1.33,0.44,5.10,13.93,14.8,-2.0,-0.96,
Xiaoxiao Education,XXL,0.195,-,0.11,0.195,-,-,-,0.195,0.14,0.30,0.13,-,,-,-,-,-,-,5.5,39.29,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.165,-0.5,0.16,0.165,413,0.175,0.165,0.19,0.165,0.305,0.145,-,,-,0.07,-,-2.18,-,-0.5,-2.94,
Amalgamated Hldgs,AHD,5.71,6,5.65,5.71,1011,5.79,5.69,5.79,5.63,6.24,4.203,35,f,1.96,4.65,6.13,68.5,8.3,1.0,0.18,
APN News & Media,APN,2.00,4,1.96,2.03,9064,2.01,1.975,2.03,1.94,2.61,1.63,4,f,4.17,-0.78,2.00,16.7,12.0,-5.0,-2.44,
Aspermont Ltd,ASP,0.11,-,0.11,0.13,-,-,-,0.11,0.11,0.20,0.10,-,,-,-0.03,-,0.88,12.5,-,-,
Austar United,AUN,1.035,3,1.00,1.045,16617,1.05,1.025,1.06,1.00,1.465,0.84,-,,-,-0.31,-,4.7,22.0,-4.5,-4.17,
Austereo Grp Ltd,AEO,1.615,-5.5,1.61,1.65,772,1.69,1.615,1.70,1.52,1.925,1.27,9.1,f,1.32,-0.57,5.63,11.98,13.5,-4.0,-2.42,
Beyond Intl,BYI,0.65,-,0.65,0.72,-,-,-,0.65,0.65,0.78,0.50,6,,1.36,0.45,9.23,8.18,7.9,-,-,
Brisbane Broncos,BBL,0.33,-,0.32,0.33,15,0.33,0.33,0.33,0.33,0.40,0.30,0.5,f,1.78,0.12,1.52,0.89,37.1,-,-,
BSA Ltd,BSA,0.205,-3.5,0.21,0.24,118,0.205,0.205,0.24,0.205,0.34,0.15,2,f,1.49,-0.01,9.76,2.99,6.9,-3.0,-12.77,
Commstrat Ltd,COJ,0.006,-,0.005,0.006,-,-,-,0.006,0.006,0.01,0.003,-,,-,-,-,0.06,10.0,-,-,
Consolidated Media,CMJ,3.14,-1,3.14,3.15,4732,3.15,3.12,3.15,3.08,3.44,2.71,16.5,f,3.48,0.88,5.25,57.44,5.5,1.0,0.32,
Facilitate Digital,FAC,0.066,-,0.065,0.08,-,-,-,0.066,0.066,0.149,0.035,-,,-,0.01,-,0.29,22.8,0.1,1.54,
Fairfax Media Ltd,FXJ,1.475,3.5,1.43,1.48,91484,1.48,1.45,1.48,1.40,1.885,1.26,1.1,,8.45,-0.31,0.75,9.3,15.9,2.0,1.37,
Hyro Ltd,HYO,0.02,-,0.018,0.02,-,-,-,0.02,0.019,0.044,0.017,-,,-,-,-,2.39,0.8,0.1,5.26,
Infochoice Ltd,ICH,0.45,-,0.45,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.37,-,0.36,0.385,-,-,-,0.40,0.37,0.58,0.079,-,,-,-,-,-1.69,-,-1.5,-3.9,
Macq Radio,MRN,0.69,-,0.60,0.78,-,-,-,0.69,0.69,0.90,0.35,4,f,0.96,0.02,5.80,3.84,18.0,-,-,
MCM Entertainment Gr,MEG,0.16,-,0.10,0.195,-,-,-,0.16,0.16,0.23,0.15,-,,-,0.04,-,1.01,15.8,-,-,
Media Grp Int Ltd,MUI,0.007,-,0.007,0.009,-,-,-,0.007,0.005,0.025,0.005,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.02,-,0.02,0.022,-,-,-,0.02,0.02,0.045,0.01,-,,-,-,-,-1.06,-,-,-,
  opt jan12,MVHOA,0.001,-,0.001,0.009,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.97,-1,0.97,0.98,1434,0.985,0.97,1.005,0.97,1.04,0.73,4.4,f,1.50,-,4.54,6.6,14.7,-,-,
News Corp b voting,NWS,16.60,33,16.57,16.63,31653,16.75,16.45,16.75,16.16,20.18,14.08,5.14,,14.51,0.45,0.31,74.58,22.3,-17.0,-1.01,
  a nonvote,NWSLV,14.60,25,14.54,14.69,11908,14.69,14.40,14.93,14.25,17.56,11.99,12.87,,-,-,0.88,-,-,-44.0,-2.93,
Oohmedia Grp Ltd,OOH,0.19,-,0.19,0.20,459,0.19,0.19,0.19,0.18,0.19,0.06,-,,-,-0.08,-,1.3,14.6,1.0,5.56,
Pac Star Net,PNW,0.04,-0.9,0.036,0.04,3200,0.04,0.04,0.049,0.04,0.065,0.03,-,,-,0.01,-,0.1,40.0,-0.9,-18.37,
Prime Media Grp,PRT,0.745,-,0.74,0.78,-,-,-,0.76,0.71,0.86,0.58,2.2,f,-,-,2.95,-2.7,-,3.5,4.93,
Q Ltd,QXQ,0.037,-,0.037,0.046,-,-,-,0.04,0.037,0.198,0.026,-,,-,0.02,-,-237.1,-,-0.3,-7.5,
REA Grp,REA,9.71,16,9.65,9.73,770,9.87,9.56,10.08,9.50,12.60,5.14,10,,1.00,0.45,1.03,10.04,96.7,-52.0,-5.08,
Resourc & En Grp,REZ,0.12,-,0.10,0.12,-,-,-,0.12,0.10,0.375,0.046,-,,-,0.07,-,-1.35,-,2.0,20,
Sky Net,SKT,3.79,-,3.78,3.85,163,3.93,3.79,4.00,3.79,4.15,3.32,11.39,,1.72,-0.47,3.01,19.63,19.3,-17.0,-4.29,
Sthn Cross Media,SXL,1.78,11,1.73,1.82,14970,1.805,1.72,1.805,1.645,2.31,1.053,6.7,,-,-0.51,3.76,-36.65,-,3.0,1.71,
STW Comms,SGN,0.90,-,0.90,0.92,1293,0.91,0.90,0.93,0.875,1.03,0.58,3.5,f,2.09,0.15,3.89,7.32,12.3,-0.5,-0.55,
Swish Grp Ltd,SWG,0.002,0.1,0.001,0.002,12100,0.002,0.002,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.67,1,1.65,1.69,63825,1.70,1.665,1.725,1.56,1.94,1.185,2,,2.31,-0.29,1.20,4.62,36.1,4.0,2.45,
TPL Corp Ltd,TPL,0.017,-,0.018,0.019,-,-,-,0.02,0.017,0.028,0.005,-,,-,-,-,-0.21,-,-0.2,-10.53,
Two Way Ltd,TTV,0.03,-,0.028,0.033,-,-,-,0.033,0.03,0.078,0.03,-,,-,0.01,-,-3.44,-,-0.3,-9.09,
Village Roadshow,VRL,2.05,-5,2.06,2.10,55,2.10,2.04,2.29,2.04,2.54,0.965,3.75,,11.12,-1.97,1.83,41.69,4.9,-2.0,-0.97,
  'a' pref,VRLPA,2.26,-2,2.14,2.27,280,2.29,2.24,2.40,2.10,2.71,0.58,3.75,,-,-,1.66,-,-,16.0,7.62,
WAG Ltd,WAG,0.006,-,0.006,0.008,-,-,-,0.008,0.006,0.01,0.005,-,,-,-,-,-0.01,-,-0.1,-14.29,
West Aust News,WAN,6.76,12,6.74,6.78,4604,6.86,6.69,6.86,6.51,8.48,5.70,29,f,1.29,-,4.29,37.3,18.1,2.0,0.3,
World Wide Ent Grp,WWG,0.10,-,-,0.105,-,-,-,0.10,0.10,0.20,0.045,-,,-,-,-,3.05,3.3,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.40,-,3.20,3.40,-,-,-,3.40,3.11,3.70,2.35,20,f,1.86,2.44,5.88,37.1,9.2,-10.0,-2.86,
Adultshop Com,ASC,0.011,-,0.01,0.011,-,-,-,0.012,0.01,0.015,0.005,-,,-,0.02,-,-0.19,-,0.1,10,
  opt dec11,ASCO,0.003,-,0.002,0.004,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.038,-,0.036,0.038,-,-,-,0.04,0.035,0.078,0.019,-,,-,-0.09,-,7.75,0.5,-0.2,-5,
AP Eagers Ltd,APE,12.51,-,12.51,13.10,-,-,-,12.55,12.50,13.55,8.41,62,f,1.96,8.81,4.96,121.6,10.3,1.0,0.08,
ARB Corp,ARP,5.75,7,5.75,5.80,120,5.78,5.72,5.91,5.68,6.40,3.445,17.5,f,2.31,1.22,3.04,40.44,14.2,-15.0,-2.54,
Automotive Hldgs,AHE,2.26,1,2.25,2.32,901,2.33,2.23,2.33,2.20,2.88,1.51,17,f,1.66,0.75,7.52,28.14,8.0,-1.0,-0.44,
Beyond Sportswear,BSI,0.01,-,0.007,0.02,-,-,-,0.01,0.01,0.032,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.12,-,1.90,2.13,831,2.12,2.05,2.12,2.05,2.45,0.90,7.5,,1.68,0.59,3.54,12.62,16.8,2.0,0.95,
Cash Convert ord/div   ,CCV,0.565,-0.5,0.565,0.58,2071,0.575,0.565,0.575,0.55,0.71,0.46,3,f,2.32,0.23,5.31,6.97,8.1,0.5,0.89,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.72,4.00,3.169,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.74,13,4.73,4.75,23160,4.76,4.65,4.76,4.53,5.96,4.10,29,f,1.14,1.22,6.12,33,14.4,12.0,2.6,
Fantastic Hldgs,FAN,2.10,6,2.10,2.12,2097,2.15,2.09,2.15,2.04,4.29,1.90,11.75,f,2.06,0.81,5.60,24.21,8.7,-5.0,-2.33,
Harvey Norman,HVN,3.65,3,3.63,3.65,20883,3.68,3.63,3.70,3.54,4.85,3.08,13,f,1.98,2.10,3.56,25.78,14.2,3.0,0.83,
Hire Intelligence,HII,0.10,-,0.10,0.26,-,-,-,0.10,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,19.32,21,19.26,19.40,9252,19.44,19.17,19.44,18.52,23.71,15.91,62,f,1.67,1.71,3.21,103.42,18.7,42.0,2.22,
Joyce Corp,JYC,0.40,-,-,0.49,-,-,-,0.40,0.40,0.58,0.37,2,,-,0.67,5.00,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.71,3,1.65,1.72,2656,1.71,1.68,1.71,1.61,1.97,1.435,-,,-,-0.09,-,-0.17,-,1.5,0.88,
Manaccom Corp Ltd,MNL,0.26,-1,0.26,0.29,934,0.29,0.26,0.30,0.26,0.55,0.215,0.5,,14.36,-,1.92,7.18,3.6,-3.5,-11.86,
Myer Hldgs Ltd,MYR,3.47,5,3.45,3.48,44972,3.48,3.43,3.48,3.38,3.98,2.86,-,f,-,-0.21,-,-,-,3.0,0.87,
Nick Scali Ltd,NCK,1.445,-0.5,1.40,1.445,10,1.445,1.445,1.45,1.40,1.75,0.77,10.5,f,1.00,0.22,7.27,10.46,13.8,7.0,5.09,
Noni B Ltd,NBL,1.04,-,1.04,1.06,191,1.04,1.04,1.05,1.04,1.50,0.82,6,f,1.77,0.51,5.77,10.6,9.8,-2.0,-1.89,
Orotongrp Ltd,ORL,6.70,-,6.70,6.80,341,6.76,6.69,6.84,6.68,7.21,3.551,44,f,1.25,0.74,6.57,54.92,12.2,-5.0,-0.74,
Pac Brands,PBG,0.835,4,0.83,0.845,32063,0.84,0.81,0.84,0.78,1.52,0.78,-,,-,-0.04,-,-7.6,-,-1.5,-1.76,
Premier Invest,PMV,6.25,-5,6.20,6.35,1120,6.38,6.25,6.46,6.23,8.934,5.482,36,f,1.38,2.19,5.76,49.85,12.5,-21.0,-3.25,
Quickflix Ltd,QFX,0.054,-,0.053,0.054,105,0.054,0.054,0.054,0.047,0.09,0.046,-,,-,-,-,-1.64,-,0.4,8,
RCG Corp Ltd,RCG,0.51,1,0.50,0.55,500,0.51,0.51,0.51,0.49,0.64,0.365,2.25,f,1.19,0.09,4.41,2.67,19.1,1.0,2,
Ruralco Hldgs,RHL,2.70,2,2.69,2.90,2,2.70,2.70,2.91,2.65,3.00,1.845,14,f,1.26,1.79,5.19,17.67,15.3,5.0,1.89,
Specialty Fashion,SFH,1.20,4.5,1.185,1.20,192,1.20,1.15,1.20,1.12,1.65,0.62,4,f,4.45,0.25,3.33,17.8,6.7,6.5,5.73,
Strathfield Grp,SRA,0.008,-,0.007,0.008,-,-,-,0.008,0.008,0.023,0.006,-,,-,-,-,0.55,1.5,-,-,
Super Cheap Auto ,SUL,5.41,-6,5.36,5.41,448,5.51,5.36,5.62,5.36,5.95,4.01,20,f,1.60,0.74,3.70,31.9,17.0,-17.0,-3.05,
The Reject Shop,TRS,16.05,11,16.01,16.25,783,16.25,16.01,16.25,15.46,17.39,12.29,62,f,1.39,2.17,3.86,86.4,18.6,29.0,1.84,
Thorn Grp Ltd,TGA,1.28,-0.5,1.275,1.28,1311,1.30,1.28,1.33,1.20,1.33,0.675,6.32,f,2.39,0.51,4.94,15.12,8.5,5.0,4.07,
TVN Corp Ltd,TVN,0.007,-,0.007,0.01,-,-,-,0.007,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-,-,
