Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4913.5 at 16:37 23/4/2010  Report at 19:06 Friday 23/4/2010. Processed 19:30 Friday 23/4/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Aust Foundation,AFI,5.20,-,5.20,5.21,3537,5.21,5.17,5.22,5.15,5.41,4.14,21,f,0.43,4.80,4.04,8.93,58.2,-1.0,-0.19
Aust Leaders,ALF,1.195,-0.5,1.195,1.20,378,1.195,1.195,1.205,1.165,1.265,0.76,7,f,7.66,1.51,5.86,53.65,2.2,-6.5,-5.16
  opt nov10,ALFO,0.031,-,0.031,0.039,-,-,-,0.038,0.031,0.10,0.031,-,,-,-,-,-,-,-0.9,-22.5
Aust United Invest,AUI,7.62,-,7.48,7.62,-,-,-,7.78,7.60,7.90,5.11,25,f,0.75,7.24,3.28,18.7,40.7,-4.0,-0.52
Austock Grp Ltd,ACK,0.22,-,0.22,0.235,90,0.22,0.22,0.24,0.22,0.33,0.20,-,,-,0.24,-,-6.58,-,-3.0,-12
BBX Hldgs,BBX,0.01,-,0.005,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-
Belmont Hldgs,BET,1.17,-,1.15,-,-,-,-,1.17,1.17,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-
Bentley Capital,BEL,0.275,-0.5,0.275,0.29,299,0.28,0.275,0.28,0.275,0.329,0.213,1,f,10.62,0.43,3.64,10.62,2.6,-1.5,-5.17
Bisan Ltd,BSN,0.043,0.3,0.043,0.069,1000,0.043,0.043,0.049,0.04,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-
BKI Invest Ltd,BKI,1.29,-,1.285,1.30,1248,1.30,1.285,1.30,1.28,1.325,0.981,5.5,f,1.18,1.41,4.26,6.47,19.9,-1.0,-0.77
Blue Capital Ltd,BIV,0.023,-,0.023,0.026,56,0.023,0.023,0.026,0.023,0.031,0.013,-,,-,0.02,-,-1.23,-,-0.3,-11.54
Cadence Capital,CDM,0.87,-,0.82,0.89,-,-,-,0.87,0.87,0.88,0.475,4,f,6.58,1.07,4.60,26.3,3.3,-,-
Carlton Invest,CIN,17.35,-,17.25,17.49,8,17.35,17.35,17.49,17.25,18.95,13.50,67,f,0.94,20.50,3.86,63,27.5,-10.0,-0.57
  7% cum pf,CINPA,2.12,-,2.14,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-
Centrepoint Alliance,CAF,0.13,-,0.13,0.14,750,0.13,0.13,0.13,0.125,0.20,0.12,-,,-,-,-,-31.06,-,0.5,4
Century Aust,CYA,0.86,-1.5,0.86,0.875,823,0.87,0.86,0.885,0.85,0.91,0.735,3.5,f,-,0.99,4.07,-7.74,-,-,-
Challenger FSG Ltd,CGF,4.34,5,4.30,4.36,26235,4.38,4.27,4.38,4.14,4.50,1.725,13.5,,2.61,3.36,3.11,35.2,12.3,3.0,0.7
Chapmans Ltd,CHP,0.018,-,0.016,0.018,-,-,-,0.018,0.018,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-
Charter Pacific,CHF,0.057,0.6,0.057,0.062,998,0.057,0.052,0.057,0.05,0.076,0.04,-,,-,0.13,-,-3.16,-,0.5,9.62
  opt feb11,CHFO,0.001,-,0.001,0.002,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.064,-,0.064,0.072,2740,0.064,0.064,0.08,0.05,0.115,0.032,-,,-,0.05,-,-17.6,-,1.4,28
Choiseul Investments   ,CHO,5.09,6,5.03,5.09,64,5.09,5.03,5.09,5.02,5.28,4.14,21,f,0.78,5.17,4.13,16.4,31.0,5.0,0.99
Clime Capital,CAM,1.07,-1,1.07,1.08,25,1.07,1.07,1.08,1.04,1.145,0.66,4,f,12.60,1.36,3.74,50.38,2.1,1.5,1.42
Clime Invest,CIW,0.45,-,0.45,0.46,80,0.45,0.45,0.45,0.45,0.50,0.175,1,f,5.00,0.44,2.22,5,9.0,-,-
Contango Capital,CCQ,0.765,-,0.765,0.78,50,0.765,0.765,0.78,0.76,1.55,0.60,1,f,6.91,1.65,1.31,6.91,11.1,-2.5,-3.16
Contango Microcap,CTN,0.98,-,0.975,0.98,1184,0.98,0.98,1.01,0.98,1.19,0.655,2,f,21.00,1.32,2.04,42,2.3,-3.5,-3.45
Count Financial,COU,1.375,-0.5,1.37,1.38,1809,1.38,1.35,1.40,1.35,1.60,1.04,7,f,1.52,0.22,5.09,10.64,12.9,-1.5,-1.08
CS GP100 Aust Tr unt,CSJ,0.975,-,0.97,0.985,10,0.975,0.975,0.975,0.975,1.05,0.925,2.62,p,-,0.95,2.69,-3.19,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.92,10,0.91,0.91,0.91,0.91,0.945,0.875,2.67,,-,0.91,2.93,-5.7,-,0.5,0.55
Diversa Ltd,DVA,0.09,-2.5,0.09,0.12,-,0.09,0.09,0.115,0.09,0.19,0.08,-,,-,0.02,-,-6,-,-1.0,-10
Diversified United,DUI,3.40,-6,3.35,3.40,435,3.44,3.35,3.48,3.35,3.53,2.28,13,f,0.34,3.17,3.82,4.4,77.3,-1.0,-0.29
Djerriwarrh Invest,DJW,4.32,-1,4.32,4.40,624,4.39,4.27,4.39,4.25,4.85,3.50,26,f,-,3.80,6.02,-14.11,-,4.0,0.93
DKN Financial Grp,DKN,0.765,-,0.76,0.80,-,-,-,0.785,0.76,0.85,0.39,4,,1.23,0.07,5.23,4.91,15.6,0.5,0.66
Emerging Leaders,ELI,0.88,-,0.88,0.90,16,0.88,0.88,0.90,0.88,0.965,0.60,3.75,f,7.17,1.03,4.26,26.88,3.3,-2.0,-2.22
Energy Ventures,EVE,0.045,-,0.045,0.05,-,-,-,0.046,0.045,0.095,0.016,-,,-,0.06,-,-1.14,-,-,-
Equities & Freehldgss,EQF,0.23,-,0.23,0.26,-,-,-,0.255,0.225,0.31,0.02,-,,-,0.23,-,24.98,0.9,0.5,2.22
Everest Financial,EFG,0.056,0.6,0.056,0.06,3826,0.056,0.048,0.056,0.045,0.085,0.045,-,,-,0.10,-,1.3,4.3,0.2,3.7
Excela Ltd,EXA,0.485,-,-,0.485,-,-,-,0.49,0.485,0.63,0.47,2,f,-,0.62,4.12,-1.44,-,-0.5,-1.02
Farmworks Aust,FWA,0.185,-,0.185,0.20,-,-,-,0.20,0.185,0.26,0.001,-,,-,-,-,-0.04,-,-1.5,-7.5
Fat Prophets,FAT,0.90,-,0.89,0.90,85,0.90,0.90,0.93,0.90,0.95,0.65,3,f,-,1.20,3.33,-4.28,-,-3.0,-3.23
Fiducian Portfolio,FPS,1.43,-,1.43,1.47,-,-,-,1.46,1.43,1.75,0.95,6.75,f,1.43,0.34,4.72,9.63,14.8,-1.0,-0.69
FSA Grp Ltd,FSA,0.385,-,0.38,0.39,408,0.385,0.385,0.39,0.375,0.465,0.27,-,,-,0.29,-,7.93,4.9,-0.5,-1.28
Global Masters Fund,GFL,0.905,7.5,0.89,0.905,100,0.905,0.905,0.905,0.83,0.905,0.65,-,,-,1.02,-,-1.04,-,7.5,9.04
Global Min,GMI,1.235,-0.5,1.23,1.235,1983,1.245,1.235,1.265,1.22,1.32,0.85,1,f,5.19,1.32,0.81,5.19,23.8,-2.5,-1.98
Global Resource,GRF,1.70,-,1.68,1.70,1047,1.70,1.70,1.70,1.70,1.73,1.60,-,,-,1.55,-,-0.36,-,-,-
Grandbridge Ltd,GBA,0.20,-,0.195,0.20,-,-,-,0.23,0.19,0.23,0.039,-,,-,0.27,-,11.7,1.7,-2.0,-9.09
Hastings High Yld unt,HHY,1.35,-,1.35,1.37,1526,1.37,1.34,1.40,1.34,1.44,1.02,17.01,,1.38,1.90,12.60,23.53,5.7,-5.0,-3.57
HFA Accelerator Plus,HAP,0.31,-,0.31,0.32,89262,0.31,0.31,0.33,0.31,0.335,0.105,-,,-,0.47,-,10.98,2.8,-,-
Hillcrest Litigat,HLS,0.08,-,0.06,0.075,15,0.08,0.08,0.08,0.08,0.11,0.075,-,,-,0.08,-,1.26,6.3,-,-
Hunter Hall Global,HHV,0.795,-,0.795,0.80,9059,0.805,0.795,0.825,0.795,0.86,0.64,-,,-,1.03,-,18.37,4.3,-2.5,-3.05
Hyperion Flagship,HIP,1.50,-,1.40,1.50,-,-,-,1.50,1.49,1.50,1.10,8.5,f,-,1.50,5.67,-0.54,-,1.0,0.67
IFC Capital Ltd,IFC,-,-,-,-,-,-,-,0.10,0.10,0.15,0.02,-,,-,0.09,-,-4.26,-,-,-
IMF (Aust) Ltd,IMF,1.46,-1.5,1.46,1.47,355,1.48,1.46,1.51,1.46,1.98,1.25,15,f,0.55,0.32,10.27,8.22,17.8,-4.5,-2.99
India Equities Fund,INE,0.50,-1,0.495,0.50,538,0.50,0.495,0.52,0.495,0.597,0.342,-,,-,0.71,-,-1.95,-,0.5,1.01
  opt aug10,INEO,0.093,-,0.093,0.11,-,-,-,0.11,0.09,0.18,0.05,-,,-,-,-,-,-,-1.7,-15.45
ING Private Equity,IPE,0.285,0.5,0.275,0.285,700,0.285,0.28,0.285,0.27,0.315,0.165,-,,-,0.48,-,-3.49,-,1.0,3.64
Investorfirst Ltd,INQ,0.086,-,0.084,0.087,4340,0.086,0.086,0.087,0.08,0.15,0.07,-,,-,0.04,-,-1.36,-,0.3,3.61
Ipernica Ltd,IPR,0.10,-,0.097,0.11,2874,0.11,0.097,0.11,0.097,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.0,-9.09
Ironbark Capital,IBC,0.45,-0.5,0.45,0.455,174,0.45,0.45,0.455,0.445,0.50,0.38,2.5,f,3.07,0.53,5.56,7.68,5.9,-,-
Katana Capital,KAT,0.73,-,0.72,0.73,-,-,-,0.73,0.715,0.85,0.455,2,f,15.41,0.96,2.74,30.82,2.4,1.5,2.1
Keybridge Capital,KBC,0.115,-0.5,0.115,0.12,998,0.125,0.115,0.125,0.115,0.15,0.063,-,,-,0.50,-,-98.55,-,-0.5,-4.17
London City Equities,LCE,0.41,-,0.39,0.41,-,-,-,0.41,0.41,0.51,0.39,1,,-,0.54,2.44,-0.19,-,-,-
Luminus Systems,LSL,0.011,-,0.011,0.02,-,-,-,0.016,0.011,0.025,0.011,-,,-,-0.01,-,-7.96,-,-0.5,-31.25
Macq Winton ord unt,MWG,1.225,-5.5,1.225,1.28,100,1.225,1.225,1.28,1.19,1.31,1.05,-,,-,1.26,-,-2.09,-,-2.5,-2
Magellan Flagship,MFF,0.66,-1,0.66,0.675,5783,0.675,0.66,0.69,0.66,0.69,0.495,-,,-,0.78,-,3.04,21.7,-3.0,-4.35
Mariner Corp Ltd,MCX,0.005,-0.2,0.005,0.008,55611,0.006,0.005,0.007,0.005,0.018,0.005,-,,-,-,-,-7.48,-,-0.1,-16.67
MAX Tr unt,MXQ,0.057,-,0.057,0.059,200,0.057,0.057,0.057,0.055,0.09,0.005,-,,-,0.26,-,28.23,0.2,-0.3,-5
Milton Corp,MLT,18.62,13,18.30,18.64,105,18.69,18.21,18.70,18.10,19.40,14.00,70,f,0.64,17.65,3.76,44.7,41.7,2.0,0.11
Mirrabooka Invest,MIR,1.86,-9,1.88,1.94,101,1.88,1.86,1.95,1.85,2.28,1.40,10,f,-,1.76,5.38,-6.9,-,-,-
MMC Contrarian,MMA,0.53,0.5,0.52,0.53,3308,0.53,0.52,0.54,0.52,0.565,0.375,-,,-,0.66,-,-1.34,-,0.5,0.95
Money3 Corp,MNY,0.41,-,0.41,0.44,-,-,-,0.41,0.41,0.60,0.39,3.4,f,1.02,0.30,8.29,3.46,11.8,-,-
Multi Channel,MUT,0.004,-,0.004,0.005,-,-,-,0.004,0.004,0.025,0.002,-,,-,-,-,-43.27,-,-,-
Murchison Hldgs,MCH,0.55,-,0.34,0.53,7,0.55,0.55,0.55,0.55,0.80,0.49,-,,-,1.28,-,10.13,5.4,-,-
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.20,-,0.165,0.21,-,-,-,0.20,0.20,0.289,0.165,-,,-,0.09,-,-4.95,-,-,-
Oncard Intl,ONC,0.13,1.5,0.12,0.13,500,0.13,0.12,0.13,0.115,0.24,0.10,-,,-,0.13,-,0.73,17.8,1.5,13.04
Orchid Capital,ORC,0.025,-,0.023,0.05,-,-,-,0.025,0.023,0.03,0.004,-,,-,0.01,-,0.69,3.6,0.2,8.7
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.63,-,0.55,0.61,-,-,-,0.63,0.63,0.64,0.395,-,,-,1.39,-,33.16,1.9,-,-
Over Fifty Grp,OFG,0.57,-,0.575,0.58,104,0.575,0.57,0.59,0.565,1.09,0.38,-,,-,0.52,-,0.26,219.2,-2.0,-3.39
Ozgrowth Ltd,OZG,0.175,-,0.17,0.175,800,0.175,0.175,0.175,0.17,0.175,0.115,0.3,f,20.67,0.23,1.71,6.2,2.8,0.5,2.94
Peters MacGregor,PET,0.70,-,0.655,0.70,-,-,-,0.70,0.675,0.70,0.48,-,,-,0.94,-,13.67,5.1,2.5,3.7
Plan B Grp Hld,PLB,0.85,-4,0.85,0.89,453,0.85,0.80,0.89,0.77,0.89,0.50,2.7,f,0.62,0.09,3.18,1.68,50.6,6.0,7.59
Platinum Capital,PMC,1.47,2,1.47,1.51,1054,1.505,1.45,1.505,1.40,1.85,1.26,10,f,1.96,1.37,6.80,19.55,7.5,6.0,4.26
Premium Investors,PRV,0.73,0.5,0.725,0.73,868,0.73,0.725,0.73,0.715,0.93,0.55,3.5,f,3.01,0.93,4.79,10.55,6.9,0.5,0.69
Prime Financial,PFG,0.24,-1,0.24,0.25,443,0.24,0.23,0.25,0.23,0.34,0.10,0.75,f,3.11,0.14,3.13,2.33,10.3,-0.5,-2.04
Public Hldgs,PHA,0.05,-,0.051,-,-,-,-,0.05,0.05,0.07,0.05,-,,-,0.18,-,-5.6,-,-,-
Quest Invest,QST,0.087,-,0.061,0.084,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.06,-,0.06,0.067,-,-,-,0.06,0.06,0.153,0.06,-,,-,0.15,-,1.54,3.9,-,-
Redcape Prop Grp stp,RPF,0.33,1,0.33,0.345,505,0.345,0.325,0.35,0.31,0.45,0.175,4,,5.44,0.32,12.12,21.74,1.5,-2.0,-5.71
RIMCapital Ltd,RMC,0.033,-,0.033,0.034,-,-,-,0.033,0.033,0.10,0.025,-,,-,0.03,-,-0.02,-,-,-
Robe Aust Ltd,ROB,0.008,-,0.008,0.009,-,-,-,0.008,0.008,0.026,0.007,-,,-,-,-,-4.59,-,-,-
  def,ROBN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Souls Private Equity,SOE,0.099,-0.6,0.099,0.10,374,0.10,0.099,0.105,0.097,0.12,0.074,-,,-,0.19,-,0.09,110.0,-0.1,-1
  opt feb15,SOEOA,0.015,0.2,0.015,0.017,2222,0.017,0.015,0.02,0.013,0.02,0.008,-,,-,-,-,-,-,-,-
Strategic Pooled,SPD,0.12,-,0.11,0.135,-,-,-,0.12,0.10,0.18,0.10,-,,-,0.14,-,0.52,23.1,2.0,20
Sunvest Corp,SVS,0.275,-,0.275,0.30,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.44,-,-3.56,-,-,-
Sylvastate Ltd,SYL,3.70,-11,3.75,3.86,37,3.70,3.70,3.81,3.70,4.09,2.70,21,f,0.41,4.04,5.68,8.56,43.2,-12.0,-3.14
Tag Pacific Ltd,TAG,0.22,2,0.20,0.22,30,0.22,0.22,0.22,0.19,0.27,0.12,0.75,,4.80,0.33,3.41,3.6,6.1,2.0,10
Templeton Global,TGG,0.78,-,0.78,0.785,1169,0.79,0.76,0.80,0.76,0.885,0.685,-,,-,1.00,-,-2.8,-,-3.0,-3.7
Thinksmart Ltd,TSM,0.97,1,0.965,0.98,249,0.97,0.965,1.00,0.96,1.11,0.30,3.5,f,1.53,0.11,3.61,5.35,18.1,-1.0,-1.02
Tidewater Invest,TDI,0.20,-,0.20,0.27,-,-,-,0.20,0.20,0.29,0.127,1.5,f,6.07,0.30,7.50,9.1,2.2,-,-
Tranzact Fin Service,TFS,0.15,-,0.15,0.155,500,0.15,0.15,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-
  opt apr10,TFSO,0.018,-,-,-,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.55,3,0.535,0.55,1015,0.55,0.535,0.55,0.515,0.55,0.218,-,,-,0.63,-,4.6,12.0,3.5,6.8
Van Eyk Three Pillar,VTP,0.94,-,0.925,0.94,97,0.94,0.94,0.945,0.94,0.955,0.72,2.5,f,7.56,1.02,2.66,18.9,5.0,-1.0,-1.05
Verus Invest,VIL,0.037,-,0.036,0.037,35862,0.038,0.036,0.039,0.036,0.095,0.004,-,,-,-,-,-0.36,-,-0.1,-2.63
  opt jun10,VILO,0.004,0.1,0.003,0.004,40937,0.004,0.003,0.004,0.002,0.03,0.001,-,,-,-,-,-,-,0.1,33.33
Vesture Ltd,VES,0.085,-,0.085,0.10,-,-,-,0.085,0.08,0.10,0.006,-,,-,-0.28,-,0.93,9.1,0.5,6.25
Wallace Absolute,WAB,0.04,1.7,0.04,0.046,685,0.04,0.04,0.041,0.023,0.081,0.023,-,,-,0.05,-,-37.93,-,-,-
WAM Active Ltd,WAA,1.00,1.5,0.995,1.065,78,1.00,0.985,1.00,0.985,1.175,0.661,5,f,6.18,1.20,5.00,30.89,3.2,1.0,1.01
  opt apr11,WAAO,0.015,-0.1,0.013,0.025,7094,0.015,0.015,0.024,0.015,0.03,0.015,-,,-,-,-,-,-,-0.9,-37.5
WAM Capital Ltd,WAM,1.275,1.5,1.265,1.275,240,1.275,1.275,1.28,1.26,1.355,0.92,8,f,4.81,1.62,6.27,38.5,3.3,0.5,0.39
Westoz Inv Ltd,WIC,1.14,-,1.12,1.14,867,1.14,1.13,1.14,1.06,1.20,1.00,2.5,f,9.00,1.53,2.19,22.5,5.1,4.0,3.64
  opt jun12,WICO,0.20,-,0.155,0.20,-,-,-,0.20,0.20,0.25,0.075,-,,-,-,-,-,-,-,-
Whitefield Ltd,WHF,3.44,-,3.40,3.44,132,3.44,3.44,3.46,3.33,3.63,2.47,17,f,0.30,3.43,4.94,5.09,67.6,-2.0,-0.58
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.72,1,0.72,0.725,2642,0.725,0.715,0.725,0.71,0.805,0.535,4.6,f,0.24,0.95,6.39,1.09,66.1,-0.5,-0.69
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.46,-,2.46,2.48,63,2.46,2.46,2.46,2.44,2.811,2.36,10,f,-,3.06,4.07,-15.94,-,2.0,0.82
Guinness Peat cdi,GPG,0.71,1,0.70,0.71,3234,0.71,0.70,0.71,0.68,0.75,0.509,1.66,,-,0.83,2.34,-4.03,-,2.0,2.9
Soul Pattinson,SOL,14.51,16,14.51,14.60,298,14.51,14.37,14.69,14.23,15.38,9.187,33,f,3.76,11.11,2.27,124.07,11.7,-49.0,-3.27
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.18,-1.5,1.17,1.20,896,1.20,1.18,1.22,1.125,1.40,0.50,8,f,1.41,0.25,6.78,11.3,10.4,5.0,4.42
BT Invest Mngmnt,BTT,2.67,1,2.67,2.68,183,2.75,2.65,2.80,2.65,3.34,1.56,7.9,f,1.01,0.22,2.96,7.95,33.6,-13.0,-4.64
CI Res Ltd,CII,0.85,-,0.78,0.85,-,-,-,0.85,0.85,1.05,0.70,2,,4.09,0.47,2.35,8.18,10.4,-,-
CVC Ltd,CVC,0.80,-,0.80,0.81,-,-,-,0.81,0.78,0.82,0.52,2,f,-,1.23,2.50,-5.51,-,0.5,0.63
Equity Tr,EQT,17.05,-,17.05,17.45,-,-,-,17.05,16.97,19.50,12.80,110,f,0.83,2.62,6.45,91.82,18.6,8.0,0.47
Euroz Ltd,EZL,1.455,0.5,1.43,1.45,250,1.475,1.455,1.475,1.40,1.69,0.75,8.5,f,1.64,-,5.84,13.94,10.4,4.5,3.19
  opt mar14,EZLO,0.70,-,0.70,0.75,-,-,-,0.70,0.70,0.91,0.325,-,,-,-,-,-,-,-,-
Henderson Grp cdi  1:1,HGG,2.46,3,2.39,2.47,12943,2.46,2.40,2.49,2.40,2.67,1.56,12.15,,0.27,-0.18,4.94,3.23,76.2,-6.0,-2.38
HFA Hldgs Ltd,HFA,0.265,-0.5,0.26,0.265,8898,0.265,0.26,0.275,0.26,0.43,0.125,-,,-,-0.20,-,-0.33,-,-1.0,-3.64
Hunter Hall Intl,HHL,6.88,4,6.79,6.88,254,6.88,6.75,6.88,6.40,7.90,4.60,47,f,1.25,1.73,6.83,58.95,11.7,48.0,7.5
IOOF Hldgs Ltd,IFL,7.00,3,6.90,7.05,4427,7.03,6.92,7.20,6.90,7.40,3.372,21,f,0.93,0.56,3.00,19.5,35.9,-20.0,-2.78
K2 Asset Mgmt,KAM,0.66,-2,0.66,0.70,200,0.66,0.66,0.74,0.655,0.87,0.20,-,,-,0.04,-,1.74,37.9,-8.0,-10.81
Macq Grp Ltd,MQG,50.00,-45,49.87,50.10,24842,50.32,49.80,51.32,49.80,58.80,30.05,126,,1.93,23.72,2.52,243.2,20.6,-159.0,-3.08
Magellan Fin Grp,MFG,0.99,-1,0.99,1.02,384,1.01,0.99,1.02,0.985,1.065,0.42,-,,-,-,-,0.6,165.0,-4.0,-3.88
  opt jun11,MFGOB,0.10,-,0.10,0.25,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.145,-,0.145,0.20,-,-,-,0.145,0.14,0.20,0.011,-,,-,-,-,-,-,0.5,3.57
Oceania Capital,OCP,2.70,5,2.67,2.70,1665,2.70,2.65,2.70,2.54,3.05,1.815,6,,2.31,4.89,2.22,13.88,19.5,8.0,3.05
Perpetual Ltd,PPT,36.05,34,36.05,36.13,1177,36.14,35.73,36.14,35.03,41.39,25.23,165,f,1.11,4.46,4.58,183.4,19.7,29.0,0.81
Platinum Asset,PTM,5.10,-2,5.07,5.11,4097,5.16,5.04,5.16,4.95,6.34,3.52,20,f,1.17,-,3.92,23.41,21.8,5.0,0.99
Snowball Grp,SNO,0.43,-,0.43,0.455,-,-,-,0.45,0.42,0.47,0.31,3.25,f,0.83,-0.03,7.56,2.71,15.9,-2.0,-4.44
Treasury Grp,TRG,6.20,-,6.11,6.20,90,6.20,6.20,6.20,5.76,6.29,4.11,22,f,1.61,2.37,3.55,35.42,17.5,40.0,6.9
Trust Co Ltd,TRU,6.11,-4,6.10,6.39,5,6.11,6.11,6.20,6.02,6.70,4.70,39.2,f,0.55,2.29,6.42,21.6,28.3,-19.0,-3.02
Wilson Htm Invest,WIG,1.76,-4,1.76,1.82,3,1.76,1.76,1.80,1.68,2.26,1.00,4,f,2.71,0.76,2.27,10.83,16.3,8.0,4.76
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,6.29,-5,6.27,6.30,65000,6.34,6.22,6.45,6.09,6.97,4.55,30,p,1.24,0.80,4.77,37.1,17.0,-17.0,-2.63
Austbrokers Hldgs,AUB,5.12,22,5.02,5.12,5168,5.12,4.99,5.15,4.90,5.65,3.70,21,f,1.55,0.92,4.10,32.49,15.8,10.0,1.99
AXA Asia Pacific,AXA,6.20,-2,6.19,6.21,30610,6.21,6.18,6.39,6.12,6.72,3.51,18.5,p,1.89,1.12,2.98,34.89,17.8,-17.0,-2.67
Calliden Grp,CIX,0.24,-0.5,0.24,0.25,42940,0.24,0.24,0.255,0.24,0.39,0.24,1,f,-,0.21,4.17,-0.17,-,-1.0,-4
Insurance Aust Grp,IAG,3.79,-4,3.79,3.80,142134,3.85,3.78,3.93,3.78,4.21,3.29,14.5,f,1.73,1.29,3.83,25.07,15.1,-12.0,-3.07
NIB Hldgs Ltd,NHF,1.27,1,1.25,1.28,1066,1.27,1.25,1.30,1.245,1.45,0.76,6.4,f,2.03,0.75,5.04,13,9.8,-3.0,-2.31
QBE Insurance Grp,QBE,21.62,-18,21.60,21.64,26705,21.81,21.53,22.10,21.48,25.70,18.56,128,p,1.54,5.16,5.92,196.5,11.0,-48.0,-2.17
Suncorp-Metway,SUN,8.98,-3,8.93,9.00,64559,9.01,8.93,9.14,8.93,9.59,5.62,35,f,0.98,5.43,3.90,34.21,26.2,-18.0,-1.97
Tower Aust,TAL,2.57,4,2.54,2.63,7842,2.64,2.53,2.64,2.49,3.35,2.02,5.25,f,2.46,1.00,2.04,12.9,19.9,-6.0,-2.28
Tower Ltd,TWR,1.55,-0.5,1.55,1.56,5937,1.56,1.545,1.56,1.535,1.75,0.985,7.07,,2.82,1.20,4.56,19.94,7.8,-,-
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stp,ABP,0.415,0.5,0.41,0.415,30640,0.42,0.41,0.42,0.40,0.48,0.28,5.75,,-,0.60,13.86,-2.32,-,-,-
Agricultural Land unt,AGJ,0.145,-,0.145,0.155,-,-,-,0.15,0.14,0.19,0.13,2.12,,-,0.38,14.62,-2.28,-,0.5,3.57
ALE Prop Grp stp,LEP,2.27,1,2.26,2.29,523,2.30,2.25,2.30,2.15,2.43,1.768,27,,3.55,2.39,11.89,95.98,2.4,10.0,4.61
APN European Retail stp,AEZ,0.049,0.2,0.048,0.049,3055,0.049,0.048,0.05,0.047,0.115,0.037,-,,-,0.24,-,-11.22,-,-0.1,-2
Ardent Leisure stp,AAD,1.40,-,1.39,1.42,6760,1.41,1.395,1.425,1.35,1.845,1.165,14.3,,0.19,1.10,10.21,2.73,51.3,3.5,2.56
Aspen Grp stp,APZ,0.545,1,0.54,0.545,8122,0.545,0.535,0.545,0.53,0.575,0.27,4.19,,-,0.68,7.69,-3.37,-,-,-
Astro Jap Prop stp,AJA,0.36,1,0.36,0.37,35285,0.375,0.355,0.375,0.35,0.515,0.275,8.5,,-,0.76,23.61,-36.49,-,-0.5,-1.37
Aurora Prop unt,AUP,5.05,-,5.10,5.20,-,-,-,5.10,5.05,5.40,4.35,-,,-,5.24,-,-,-,-5.0,-0.98
Aust Education unt,AEU,0.53,0.5,0.53,0.54,325,0.53,0.53,0.53,0.51,0.60,0.23,1.75,,5.37,1.29,3.30,9.4,5.6,-,-
Bunnings Warehouse unt,BWP,2.03,2,2.01,2.05,6572,2.05,2.02,2.05,1.96,2.05,1.605,10.97,,1.27,1.83,5.40,13.89,14.6,4.0,2.01
