Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4925.9 at 16:34 1/4/2010  Report at 17:17 Thursday 1/4/2010. Processed 18:07 Thursday 1/4/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Amcil Ltd,AMH,0.68,-0.5,0.68,0.685,25,0.68,0.68,0.685,0.68,0.72,0.49,2,,-,0.72,2.94,-1.14,-,0.5,0.74
AMP Capital China unt,AGF,0.87,0.5,0.87,0.875,4392,0.88,0.855,0.88,0.85,1.265,0.845,8.47,,1.18,1.12,9.74,10.02,8.7,1.0,1.16
APN Prop Grp,APD,0.25,-,0.25,0.27,500,0.25,0.25,0.27,0.25,0.41,0.15,1.25,f,-,0.21,5.00,-17.88,-,-2.0,-7.41
Argo Invest,ARG,6.35,-4,6.35,6.39,2101,6.42,6.35,6.43,6.35,7.05,5.37,25,f,-,6.26,3.94,-11.1,-,-7.0,-1.09
ASF Grp Ltd,AFA,0.18,-,0.18,0.185,419,0.18,0.18,0.18,0.15,0.43,0.065,-,,-,0.02,-,-1.19,-,2.0,12.5
Asian Masters Fund,AUF,1.03,3,1.03,1.05,1079,1.03,1.03,1.03,1.00,1.06,0.77,-,,-,0.96,-,-1.19,-,-,-
Astra Capital Ltd,AKR,0.66,4,0.66,0.70,20,0.66,0.66,0.66,0.62,0.90,0.008,-,,-,1.62,-,-1.87,-,-,-
ASX Ltd,ASX,33.89,-5,33.87,33.89,12180,34.00,33.49,35.78,33.49,37.90,30.40,163.6,f,1.10,3.19,4.83,180.6,18.8,-171.0,-4.8
Aurora Global Tr unt,AIB,1.115,-,1.12,1.21,-,-,-,1.115,1.11,7.50,0.977,54,,-,1.21,48.43,-5.76,-,0.5,0.45
Aurora SAE ord unt,ABW,1.22,-,1.21,1.22,8,1.22,1.22,1.22,1.205,7.35,0.867,23,,-,1.13,18.85,-30.42,-,1.5,1.24
Aurora Sandringham ,AOD,1.03,-0.5,1.025,1.035,1177,1.03,1.025,1.035,1.02,1.12,1.005,4,,-,1.05,3.88,-4.69,-,-,-
AUS Gov Index Fund,AQF,1.72,-,1.72,-,-,-,-,1.72,1.70,1.72,1.62,-,,-,-,-,-,-,2.0,1.18
Aust Ethical,AEF,25.50,-,25.10,25.50,3,25.50,25.50,25.50,25.22,37.00,18.80,182,f,0.76,8.11,7.14,139,18.3,28.0,1.11
Aust Foundation,AFI,5.00,-4,5.00,5.03,3696,5.06,5.00,5.07,5.00,5.41,4.14,21,f,0.43,4.76,4.20,8.93,56.0,-3.0,-0.6
Aust Leaders,ALF,1.255,-,1.245,1.255,543,1.255,1.255,1.255,1.23,1.265,0.675,7,f,7.66,1.51,5.58,53.65,2.3,3.0,2.45
  opt nov10,ALFO,0.04,-,0.037,0.045,971,0.04,0.039,0.04,0.037,0.10,0.031,-,,-,-,-,-,-,-0.1,-2.44
Aust United Invest,AUI,7.48,-2,7.46,7.60,130,7.64,7.45,7.64,7.30,7.90,5.11,25,f,0.75,7.10,3.34,18.7,40.0,18.0,2.47
Austock Grp Ltd,ACK,0.23,-,0.23,0.275,-,-,-,0.27,0.23,0.35,0.20,-,,-,0.24,-,-6.58,-,-4.0,-14.81
BBX Hldgs,BBX,0.01,-,0.005,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-
Belmont Hldgs,BET,1.17,-,1.15,-,-,-,-,1.17,1.17,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-
Bentley Capital,BEL,0.275,-,0.27,0.275,-,-,-,0.275,0.27,0.329,0.203,1,f,10.62,0.43,3.64,10.62,2.6,0.5,1.85
Bisan Ltd,BSN,0.04,-,0.035,0.042,-,-,-,0.04,0.04,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-
BKI Invest Ltd,BKI,1.28,-0.5,1.275,1.285,1837,1.295,1.275,1.30,1.275,1.325,0.896,5.5,f,1.18,1.45,4.30,6.47,19.8,-0.5,-0.39
Blue Capital Ltd,BIV,0.025,-,0.025,0.028,-,-,-,0.025,0.025,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-
Cadence Capital,CDM,0.77,-,0.75,0.81,-,-,-,0.77,0.765,0.88,0.44,4,f,6.58,1.07,5.19,26.3,2.9,0.5,0.65
Carlton Invest,CIN,17.29,-1,17.22,17.29,5,17.29,17.29,17.30,17.10,18.95,13.20,67,f,0.94,20.50,3.88,63,27.4,19.0,1.11
  7% cum pf,CINPA,2.12,-,2.12,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-
Centrepoint Alliance,CAF,0.14,1.5,0.13,0.15,492,0.14,0.125,0.14,0.125,0.22,0.12,-,,-,-,-,-31.06,-,1.5,12
Century Aust,CYA,0.83,1,0.82,0.84,5930,0.83,0.82,0.83,0.805,0.91,0.72,3.5,f,-,0.99,4.22,-7.74,-,1.0,1.22
Challenger FSG Ltd,CGF,4.13,-7,4.13,4.14,22718,4.19,4.06,4.42,4.06,4.50,1.52,13.5,,2.61,3.36,3.27,35.2,11.7,-5.0,-1.2
Chapmans Ltd,CHP,0.015,-,0.014,0.018,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-
Charter Pacific,CHF,0.05,-,0.05,0.057,-,-,-,0.055,0.05,0.076,0.04,-,,-,0.13,-,-3.16,-,-0.5,-9.09
  opt feb11,CHFO,0.001,-,0.001,0.009,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.052,-,0.052,0.054,-,-,-,0.052,0.05,0.115,0.031,-,,-,0.05,-,-17.6,-,-,-
Choiseul Investments   ,CHO,5.02,-,4.96,5.03,131,5.02,4.95,5.02,4.92,5.28,3.95,21,f,0.78,5.27,4.18,16.4,30.6,5.0,1.01
Clime Capital,CAM,1.05,2.5,1.025,1.05,300,1.05,1.05,1.05,1.025,1.145,0.63,4,f,12.60,1.44,3.81,50.38,2.1,2.0,1.94
Clime Invest,CIW,0.44,-,0.43,0.45,-,-,-,0.44,0.43,0.50,0.175,1,f,5.00,0.44,2.27,5,8.8,1.0,2.33
Contango Capital,CCQ,0.78,1.5,0.76,0.78,210,0.78,0.76,0.78,0.755,1.55,0.60,1,f,6.91,1.66,1.28,6.91,11.3,3.0,4
Contango Microcap,CTN,0.895,1,0.89,0.90,622,0.895,0.88,0.895,0.875,1.19,0.65,2,f,21.00,1.32,2.23,42,2.1,-,-
Count Financial,COU,1.355,-0.5,1.35,1.40,638,1.41,1.35,1.415,1.35,1.60,1.00,7,f,1.52,0.22,5.17,10.64,12.7,-2.5,-1.81
CS GP100 Aust Tr unt,CSJ,0.975,-,0.975,0.98,-,-,-,0.975,0.955,1.05,0.925,2.62,p,-,0.95,2.69,-3.19,-,2.0,2.09
Cs100 Emrg Mkt Infra unt,CSU,0.905,-,0.905,0.91,1000,0.905,0.905,0.905,0.905,0.945,0.875,2.67,,-,0.91,2.95,-5.7,-,-,-
Diversa Ltd,DVA,0.115,-,0.085,0.11,-,-,-,0.115,0.081,0.19,0.012,-,,-,0.02,-,-6,-,3.4,41.98
Diversified United,DUI,3.33,-3,3.33,3.36,260,3.36,3.33,3.38,3.30,3.38,2.05,13,f,0.34,3.13,3.90,4.4,75.7,4.0,1.22
Djerriwarrh Invest,DJW,4.40,-1,4.38,4.41,260,4.47,4.40,4.49,4.33,4.85,3.37,26,f,-,3.80,5.91,-14.11,-,7.0,1.62
DKN Financial Grp,DKN,0.765,-,0.77,0.78,-,-,-,0.77,0.76,0.85,0.37,4,,1.23,0.07,5.23,4.91,15.6,0.5,0.66
Emerging Leaders,ELI,0.90,-,0.87,0.90,-,-,-,0.90,0.875,0.965,0.60,3.75,f,7.17,1.03,4.17,26.88,3.3,2.5,2.86
Energy Ventures,EVE,0.033,-,0.034,0.041,-,-,-,0.038,0.032,0.095,0.016,-,,-,0.06,-,-1.14,-,0.1,3.13
Equities & Freehldgss,EQF,0.225,-,0.225,0.25,20,0.225,0.225,0.225,0.22,0.31,0.02,-,,-,0.23,-,24.98,0.9,0.5,2.27
Everest Financial,EFG,0.055,-,0.055,0.06,50,0.055,0.055,0.055,0.052,0.085,0.05,-,,-,0.10,-,1.3,4.2,-0.3,-5.17
Excela Ltd,EXA,0.49,-1,0.49,0.50,30,0.49,0.49,0.50,0.49,0.63,0.47,2,f,-,0.62,4.08,-1.44,-,-1.0,-2
Farmworks Aust,FWA,0.235,2.5,0.21,0.24,758,0.235,0.21,0.245,0.21,0.26,0.001,-,,-,-,-,-0.04,-,-0.5,-2.08
Fat Prophets,FAT,0.895,-,0.90,0.915,-,-,-,0.91,0.885,0.95,0.65,3,f,-,1.20,3.35,-4.28,-,-1.5,-1.65
Fiducian Portfolio,FPS,1.40,-,1.35,1.42,-,-,-,1.40,1.35,1.75,0.94,6.75,f,1.43,0.34,4.82,9.63,14.5,-,-
FSA Grp Ltd,FSA,0.40,-1,0.40,0.41,1017,0.41,0.40,0.41,0.40,0.465,0.21,-,,-,0.29,-,7.93,5.0,-1.0,-2.44
Global Masters Fund,GFL,0.80,-,0.83,0.88,-,-,-,0.83,0.80,0.85,0.63,-,,-,0.86,-,-1.04,-,-3.0,-3.61
Global Min,GMI,1.23,1,1.225,1.23,2482,1.23,1.215,1.23,1.18,1.32,0.80,1,f,5.19,1.32,0.81,5.19,23.7,3.0,2.5
Global Resource,GRF,1.67,-,1.67,1.69,483,1.67,1.67,1.67,1.67,1.73,1.60,-,,-,1.55,-,-0.36,-,-,-
Grandbridge Ltd,GBA,0.16,-,0.16,0.175,212,0.16,0.16,0.195,0.16,0.23,0.039,-,,-,0.27,-,11.7,1.4,-3.5,-17.95
Hastings High Yld unt,HHY,1.285,-0.5,1.285,1.29,2181,1.30,1.285,1.31,1.285,1.44,0.95,17.01,,1.38,1.90,13.24,23.53,5.5,-0.5,-0.39
HFA Accelerator Plus,HAP,0.30,0.5,0.30,0.31,3632,0.31,0.30,0.31,0.295,0.33,0.105,-,,-,0.47,-,10.98,2.7,0.5,1.69
Hillcrest Litigat,HLS,0.085,-,0.08,0.085,150,0.085,0.085,0.085,0.085,0.11,0.07,-,,-,0.08,-,1.26,6.7,-,-
Hunter Hall Global,HHV,0.795,-1.5,0.79,0.80,1328,0.81,0.79,0.81,0.79,0.86,0.585,-,,-,1.03,-,18.37,4.3,-,-
Hyperion Flagship,HIP,1.42,-5,1.42,1.47,35,1.455,1.42,1.48,1.42,1.50,1.03,8.5,f,-,1.50,5.99,-0.54,-,-6.0,-4.05
IFC Capital Ltd,IFC,0.10,-0.5,0.11,0.12,60,0.10,0.10,0.12,0.10,0.15,0.02,-,,-,0.09,-,-4.26,-,-2.0,-16.67
IMF (Aust) Ltd,IMF,1.55,6.5,1.535,1.57,1767,1.56,1.49,1.56,1.43,1.98,1.22,15,f,0.55,0.32,9.68,8.22,18.9,8.0,5.44
India Equities Fund,INE,0.47,0.5,0.47,0.48,465,0.47,0.465,0.475,0.465,0.597,0.342,-,,-,0.71,-,-1.95,-,-1.0,-2.08
  opt aug10,INEO,0.086,-0.2,0.086,0.089,333,0.088,0.086,0.09,0.086,0.18,0.05,-,,-,-,-,-,-,0.1,1.18
ING Private Equity,IPE,0.275,-,0.27,0.275,-,-,-,0.285,0.27,0.315,0.165,-,,-,0.48,-,-3.49,-,0.5,1.85
Investorfirst Ltd,INQ,0.085,-0.3,0.085,0.09,4300,0.088,0.085,0.092,0.085,0.15,0.07,-,,-,0.04,-,-1.36,-,-0.7,-7.61
Ipernica Ltd,IPR,0.12,-0.5,0.12,0.13,2500,0.135,0.12,0.135,0.12,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.5,-11.11
Ironbark Capital,IBC,0.445,0.5,0.445,0.45,1115,0.445,0.44,0.45,0.44,0.50,0.37,2.5,f,3.07,0.53,5.62,7.68,5.8,-,-
Katana Capital,KAT,0.725,-,0.70,0.76,-,-,-,0.71,0.71,0.85,0.39,2,f,15.41,0.96,2.76,30.82,2.4,-,-
Keybridge Capital,KBC,0.115,-,0.115,0.125,1210,0.125,0.115,0.125,0.115,0.165,0.063,-,,-,0.50,-,-98.55,-,-0.5,-4.17
London City Equities,LCE,0.41,-,-,0.41,207,0.41,0.41,0.41,0.41,0.51,0.39,1,,-,0.54,2.44,-0.19,-,-,-
Luminus Systems,LSL,0.016,-,0.01,0.05,-,-,-,0.016,0.016,0.025,0.011,-,,-,-0.01,-,-7.96,-,-,-
Macq Winton ord unt,MWG,1.24,-,1.24,1.305,-,-,-,1.24,1.24,1.28,1.05,-,,-,1.24,-,-2.09,-,-,-
Magellan Flagship,MFF,0.665,0.5,0.65,0.665,1072,0.665,0.655,0.67,0.64,0.68,0.475,-,,-,0.74,-,3.04,21.9,2.5,3.91
Mariner Corp Ltd,MCX,0.005,-,0.005,0.009,6,0.005,0.005,0.006,0.005,0.018,0.005,-,,-,-,-,-7.48,-,-0.1,-16.67
MAX Tr unt,MXQ,0.064,-,0.059,0.064,303,0.064,0.063,0.064,0.06,0.09,0.004,-,,-,0.26,-,28.23,0.2,0.5,8.47
Milton Corp,MLT,17.90,-5,17.89,17.99,126,18.00,17.88,18.00,17.75,19.40,14.00,70,f,0.64,17.65,3.91,44.7,40.0,14.0,0.79
Mirrabooka Invest,MIR,1.81,0.5,1.81,1.845,466,1.82,1.80,1.82,1.78,2.28,1.325,10,f,-,1.88,5.52,-6.9,-,1.0,0.56
MMC Contrarian,MMA,0.55,-0.5,0.55,0.555,2418,0.555,0.55,0.565,0.507,0.565,0.375,-,,-,0.66,-,-1.34,-,4.8,9.53
Money3 Corp,MNY,0.41,-,0.41,0.50,-,-,-,0.41,0.41,0.60,0.39,3.4,f,1.02,0.30,8.29,3.46,11.8,-7.4,-15.29
Multi Channel,MUT,0.004,-,0.003,0.005,1300,0.004,0.004,0.004,0.004,0.025,0.002,-,,-,-,-,-43.27,-,-,-
Murchison Hldgs,MCH,0.60,3,0.57,0.63,14,0.60,0.60,0.63,0.57,0.80,0.49,-,,-,1.28,-,10.13,5.9,-5.0,-7.69
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.20,-,0.165,0.22,-,-,-,0.20,0.20,0.289,0.149,-,,-,0.09,-,-4.95,-,-,-
Oncard Intl,ONC,0.115,-,0.115,0.12,200,0.115,0.115,0.125,0.115,0.24,0.098,-,,-,0.13,-,0.73,15.8,-0.5,-4.17
Orchid Capital,ORC,0.025,-,0.025,0.03,-,-,-,0.025,0.025,0.03,0.004,-,,-,0.01,-,0.69,3.6,-,-
  opt feb12,ORCOA,0.005,-,0.005,-,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.55,-,0.55,0.58,-,-,-,0.55,0.51,0.64,0.365,-,,-,1.48,-,33.16,1.7,4.0,7.84
Over Fifty Grp,OFG,0.61,1,0.61,0.63,37,0.61,0.61,0.64,0.60,1.09,0.305,-,,-,0.52,-,0.26,234.6,-2.5,-3.94
Ozgrowth Ltd,OZG,0.16,-,0.16,0.165,2000,0.165,0.16,0.165,0.16,0.175,0.105,0.3,f,20.67,0.23,1.88,6.2,2.6,-,-
Peters MacGregor,PET,0.655,-,0.65,0.68,-,-,-,0.68,0.655,0.68,0.455,-,,-,0.94,-,13.67,4.8,0.5,0.77
Plan B Grp Hld,PLB,0.79,-,0.75,0.79,-,-,-,0.79,0.75,0.82,0.45,2.7,f,0.62,0.09,3.42,1.68,47.0,4.0,5.33
Platinum Capital,PMC,1.425,0.5,1.42,1.43,884,1.43,1.41,1.44,1.41,1.85,1.21,10,f,1.96,1.37,7.02,19.55,7.3,-1.0,-0.7
Premium Investors,PRV,0.69,-,0.69,0.705,744,0.69,0.69,0.71,0.68,0.93,0.52,3.5,f,3.01,0.93,5.07,10.55,6.5,-1.5,-2.13
Prime Financial,PFG,0.275,-,0.255,0.275,1209,0.275,0.255,0.275,0.255,0.34,0.09,0.75,f,3.11,0.14,2.73,2.33,11.8,2.0,7.84
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-5.6,-,-,-
Quest Invest,QST,0.087,-,0.061,0.085,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-
  opt jun10,QSTOA,0.001,-,0.001,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,0.072,0.08,-,-,-,0.08,0.072,0.153,0.056,-,,-,0.15,-,1.54,5.2,0.8,11.11
Redcape Prop Grp stp,RPF,0.40,0.5,0.40,0.41,101,0.41,0.40,0.425,0.39,0.45,0.175,4,,5.44,0.32,10.00,21.74,1.8,-,-
RIMCapital Ltd,RMC,0.033,-,0.033,0.06,-,-,-,0.033,0.033,0.25,0.025,-,,-,0.03,-,-0.02,-,-,-
Robe Aust Ltd,ROB,0.009,-,0.009,0.01,-,-,-,0.011,0.009,0.027,0.007,-,,-,-,-,-4.59,-,-0.2,-18.18
Souls Private Equity,SOE,0.10,-,0.099,0.105,2260,0.10,0.097,0.10,0.096,0.12,0.074,-,,-,0.19,-,0.09,111.1,0.4,4.17
  opt feb15,SOEOA,0.013,-0.2,0.013,0.02,2954,0.015,0.012,0.015,0.011,0.015,0.008,-,,-,-,-,-,-,0.1,8.33
Strategic Pooled,SPD,0.13,-,0.10,0.13,-,-,-,0.13,0.13,0.18,0.10,-,,-,0.14,-,0.52,25.0,-,-
Sunvest Corp,SVS,0.275,-,0.275,0.28,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.42,-,-3.56,-,-,-
Sylvastate Ltd,SYL,3.80,-,3.79,3.89,-,-,-,3.80,3.80,4.09,2.70,21,f,0.15,3.84,5.53,3.12,121.8,-,-
Tag Pacific Ltd,TAG,0.185,-,0.185,0.26,-,-,-,0.185,0.185,0.27,0.12,0.75,,4.80,0.33,4.05,3.6,5.1,-,-
Templeton Global,TGG,0.79,1,0.78,0.79,3401,0.79,0.77,0.80,0.77,0.885,0.685,-,,-,1.02,-,-2.8,-,-0.5,-0.63
Thinksmart Ltd,TSM,1.06,-,1.00,1.05,188,1.06,1.04,1.07,1.04,1.11,0.26,3.5,f,1.53,0.11,3.30,5.35,19.8,-1.0,-0.93
Tidewater Invest,TDI,0.20,-,0.20,0.30,-,-,-,0.20,0.20,0.29,0.127,1.5,f,6.07,0.30,7.50,9.1,2.2,-,-
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,1890,0.15,0.15,0.15,0.147,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,0.3,1.69
  opt apr10,TFSO,0.018,-,-,0.018,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.505,-,0.505,0.53,-,-,-,0.51,0.505,0.52,0.213,-,,-,0.63,-,4.6,11.0,-0.5,-0.98
Van Eyk Three Pillar,VTP,0.915,-,0.915,0.92,2339,0.915,0.915,0.915,0.91,0.94,0.72,2.5,f,7.56,1.02,2.73,18.9,4.8,0.5,0.55
Verus Invest,VIL,0.034,0.3,0.033,0.034,99539,0.034,0.032,0.034,0.03,0.095,0.003,-,,-,-,-,-0.36,-,0.1,3.03
  opt jun10,VILO,0.005,0.1,0.004,0.005,8417,0.005,0.004,0.005,0.004,0.03,0.001,-,,-,-,-,-,-,0.1,25
Vesture Ltd,VES,0.08,-,0.081,0.155,-,-,-,0.08,0.08,0.10,0.006,-,,-,-0.28,-,0.93,8.6,-0.2,-2.44
Wallace Absolute,WAB,0.045,-,0.01,0.046,-,-,-,0.045,0.045,0.085,0.032,-,,-,0.05,-,-37.93,-,-,-
WAM Active Ltd,WAA,1.02,-,0.995,1.02,2,1.02,1.02,1.02,1.02,1.175,0.656,5,f,6.18,1.20,4.90,30.89,3.3,2.0,2
  opt apr11,WAAO,0.025,-,0.021,0.028,-,-,-,0.028,0.025,0.029,0.022,-,,-,-,-,-,-,-0.3,-10.71
WAM Capital Ltd,WAM,1.255,-1,1.255,1.27,226,1.26,1.255,1.27,1.25,1.355,0.905,8,f,4.81,1.62,6.37,38.5,3.3,0.5,0.4
Westoz Inv Ltd,WIC,1.055,1.5,1.055,1.06,2282,1.055,1.04,1.055,1.025,1.20,1.00,2.5,f,9.00,1.58,2.37,22.5,4.7,2.5,2.43
  opt jun12,WICO,0.15,-,0.12,0.195,-,-,-,0.15,0.11,0.25,0.075,-,,-,-,-,-,-,4.0,36.36
Whitefield Ltd,WHF,3.28,-7,3.28,3.35,24,3.28,3.26,3.35,3.26,3.63,2.35,17,f,0.30,3.43,5.18,5.09,64.4,-,-
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.715,-1,0.715,0.73,1040,0.735,0.715,0.735,0.715,0.805,0.52,4.6,f,0.24,0.95,6.43,1.09,65.6,-0.5,-0.69
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.44,-,2.40,2.44,47,2.44,2.43,2.47,2.39,2.811,2.39,10,f,-,3.06,4.10,-15.94,-,-4.0,-1.61
Guinness Peat cdi,GPG,0.675,2,0.66,0.67,403,0.675,0.665,0.68,0.63,0.75,0.468,1.66,,-,0.83,2.46,-4.03,-,-0.5,-0.74
Soul Pattinson,SOL,14.90,60,14.48,14.95,1563,14.90,14.35,14.90,14.13,14.90,9.187,33,f,3.76,11.11,2.21,124.07,12.0,70.0,4.93
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.07,-1,1.065,1.08,105,1.09,1.07,1.09,1.06,1.40,0.47,8,f,1.41,0.25,7.48,11.3,9.5,-1.0,-0.93
BT Invest Mngmnt,BTT,2.77,-12,2.77,2.85,195,2.85,2.75,2.89,2.75,3.34,1.56,7.9,f,1.01,0.22,2.85,7.95,34.8,-10.0,-3.48
CI Res Ltd,CII,0.84,-,-,0.88,-,-,-,0.84,0.84,1.05,0.70,2,,4.09,0.47,2.38,8.18,10.3,-,-
CVC Ltd,CVC,0.80,-,0.80,0.81,-,-,-,0.80,0.77,0.82,0.52,2,f,-,1.23,2.50,-5.51,-,-,-
Equity Tr,EQT,17.44,53,17.44,17.50,22,17.45,17.00,17.45,16.91,19.50,11.90,110,f,0.83,2.62,6.31,91.82,19.0,3.0,0.17
Euroz Ltd,EZL,1.40,-,1.40,1.45,2199,1.445,1.40,1.445,1.33,1.69,0.68,8.5,f,1.64,-,6.07,13.94,10.0,2.0,1.45
  opt mar14,EZLO,0.70,4.5,0.64,0.78,48,0.70,0.70,0.70,0.63,0.91,0.16,-,,-,-,-,-,-,7.0,11.11
Henderson Grp cdi  1:1,HGG,2.35,-,2.34,2.35,28287,2.38,2.33,2.42,2.33,2.67,1.56,12.15,,0.27,-0.18,5.17,3.23,72.8,-1.0,-0.42
HFA Hldgs Ltd,HFA,0.215,0.5,0.21,0.215,5349,0.215,0.205,0.215,0.205,0.43,0.125,-,,-,-0.20,-,-0.33,-,-,-
Hunter Hall Intl,HHL,6.42,-4,6.41,6.42,118,6.50,6.42,6.50,6.42,7.90,4.21,47,f,1.25,1.73,7.32,58.95,10.9,1.0,0.16
IOOF Hldgs Ltd,IFL,6.68,-14,6.68,6.69,8384,6.78,6.55,6.90,6.55,7.11,3.198,21,f,0.93,0.56,3.14,19.5,34.3,-9.0,-1.33
K2 Asset Mgmt,KAM,0.70,-,0.68,0.70,-,-,-,0.70,0.67,0.87,0.18,-,,-,0.04,-,1.74,40.2,3.5,5.26
Macq Grp Ltd,MQG,47.11,-14,47.11,47.13,20066,47.64,46.97,49.84,46.97,58.80,27.13,126,,1.93,23.72,2.67,243.2,19.4,-279.0,-5.59
Magellan Fin Grp,MFG,1.02,-,1.02,1.05,846,1.05,1.02,1.05,0.98,1.05,0.39,-,,-,-,-,0.6,170.0,-,-
  opt jun11,MFGOB,0.051,-,0.10,0.28,-,-,-,0.051,0.051,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.20,-,0.14,0.20,-,-,-,0.20,0.20,0.20,0.011,-,,-,-,-,-,-,-,-
Oceania Capital,OCP,2.65,2,2.64,2.65,219,2.65,2.60,2.65,2.56,3.05,1.534,6,,2.31,4.89,2.26,13.88,19.1,-,-
Perpetual Ltd,PPT,35.32,4,35.32,35.37,949,35.54,35.05,36.33,35.05,41.39,25.23,165,f,1.11,4.46,4.67,183.4,19.3,-23.0,-0.65
Platinum Asset,PTM,5.21,1,5.20,5.21,5914,5.23,5.17,5.28,5.16,6.34,3.43,20,f,1.17,-,3.84,23.41,22.3,-2.0,-0.38
Snowball Grp,SNO,0.455,-1.5,0.435,0.455,210,0.455,0.455,0.458,0.455,0.47,0.31,3.25,f,0.83,-0.03,7.14,2.71,16.8,-0.3,-0.55
Treasury Grp,TRG,5.88,-,5.85,5.88,6,5.88,5.88,5.90,5.76,6.29,4.00,22,f,1.61,2.37,3.74,35.42,16.6,1.0,0.17
Trust Co Ltd,TRU,6.37,-3,6.37,6.65,9,6.37,6.37,6.62,6.37,6.70,4.25,39.2,f,0.55,2.29,6.15,21.6,29.5,-3.0,-0.47
Wilson Htm Invest,WIG,1.65,-1,1.65,1.77,732,1.67,1.65,1.67,1.65,2.26,0.78,4,f,2.71,0.76,2.42,10.83,15.2,-,-
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,6.26,-,6.25,6.26,53137,6.30,6.22,6.44,6.22,6.97,4.55,30,p,1.24,0.80,4.79,37.1,16.9,-8.0,-1.26
Austbrokers Hldgs,AUB,5.06,-7,5.05,5.18,1357,5.14,5.05,5.14,5.02,5.65,3.45,21,f,1.55,0.92,4.15,32.49,15.6,1.0,0.2
AXA Asia Pacific,AXA,6.34,2,6.33,6.34,17569,6.34,6.31,6.37,6.31,6.72,3.51,18.5,p,1.89,1.12,2.92,34.89,18.2,-,-
Calliden Grp,CIX,0.265,-0.5,0.26,0.265,150,0.265,0.26,0.27,0.255,0.39,0.24,1,f,-,0.21,3.77,-0.17,-,0.5,1.92
Insurance Aust Grp,IAG,3.92,4,3.92,3.93,55852,3.93,3.87,3.93,3.86,4.21,3.29,14.5,f,1.73,1.29,3.70,25.07,15.6,-,-
NIB Hldgs Ltd,NHF,1.275,-,1.275,1.295,160517,1.30,1.265,1.30,1.245,1.45,0.76,6.4,f,2.03,0.75,5.02,13,9.8,1.5,1.19
QBE Insurance Grp,QBE,21.01,18,21.01,21.02,44915,21.03,20.89,21.40,20.83,25.70,18.41,128,p,1.54,5.16,6.09,196.5,10.7,-22.0,-1.04
Suncorp-Metway,SUN,8.66,12,8.65,8.67,46213,8.68,8.55,8.74,8.53,9.59,5.62,35,f,0.98,5.43,4.04,34.21,25.3,5.0,0.58
Tower Aust,TAL,2.60,-5,2.60,2.61,7709,2.66,2.60,2.70,2.60,3.35,2.02,5.25,f,2.46,1.00,2.02,12.9,20.2,-6.0,-2.26
Tower Ltd,TWR,1.55,2,1.51,1.55,444,1.55,1.50,1.55,1.50,1.75,0.966,7.07,,2.82,1.20,4.56,19.94,7.8,2.0,1.31
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,
