Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4685.1 at 16:41 17/9/2010  Report at 19:06 Friday 17/9/2010. Processed 23:04 Friday 17/9/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
  opt jun12,SEYO,0.025,-0.1,0.025,0.026,3000,0.025,0.025,0.026,0.024,0.026,0.02,-,,-,-,-,-,-,0.1,4.17,
Syngas Ltd,SYS,0.013,-0.1,0.013,0.015,8953,0.014,0.013,0.015,0.013,0.05,0.013,-,,-,-,-,-0.59,-,-0.2,-13.33,
Tangiers Pet,TPT,0.08,-,0.08,0.084,-,-,-,0.082,0.078,0.12,0.032,-,,-,-,-,-1.44,-,0.2,2.56,
Tango Pet Ltd,TNP,0.14,1,0.135,0.14,950,0.145,0.14,0.15,0.11,0.24,0.02,-,,-,0.03,-,-0.24,-,3.0,27.27,
  opt may11,TNPO,0.039,-,0.035,0.038,-,-,-,0.04,0.032,0.06,0.025,-,,-,-,-,-,-,0.8,25.81,
Tap Oil Ltd,TAP,0.95,3,0.925,0.95,3926,0.95,0.92,0.995,0.905,1.20,0.80,-,,-,0.80,-,-3.96,-,-6.0,-5.94,
Target Energy,TEX,0.023,0.3,0.023,0.024,2227,0.023,0.023,0.024,0.02,0.08,0.017,-,,-,-,-,-1.83,-,0.3,15,
  opt oct12,TEXOB,0.005,-,0.005,0.009,-,-,-,0.006,0.006,0.037,0.004,-,,-,-,-,-,-,-0.1,-16.67,
Texon Pet Ltd,TXN,0.50,-,0.50,0.52,4945,0.545,0.50,0.545,0.46,0.545,0.23,-,,-,0.12,-,0.44,113.6,4.0,8.7,
Top End Uranium,TEU,0.095,-,0.085,0.095,-,-,-,0.095,0.09,0.16,0.08,-,,-,-,-,-3.34,-,0.5,5.56,
Toro Energy Ltd,TOE,0.105,0.6,0.10,0.105,6950,0.105,0.098,0.105,0.097,0.24,0.064,-,,-,-,-,-2.01,-,0.5,5,
Transerv Energy,TSV,0.013,-0.1,0.013,0.014,6550,0.013,0.013,0.016,0.013,0.027,0.012,-,,-,-,-,-0.04,-,-0.2,-13.33,
Triangle Energy,TEG,0.034,-,0.032,0.034,9334,0.034,0.033,0.035,0.033,0.045,0.009,0.23,,1.26,-,6.76,0.29,11.7,-,-,
U308 Ltd,UTO,0.095,-,0.093,0.095,230,0.095,0.095,0.099,0.093,0.17,0.079,-,,-,-,-,-0.7,-,-,-,
United Orogen,UOG,0.035,-,0.03,0.04,-,-,-,0.035,0.035,0.06,0.012,-,,-,-,-,-1.3,-,-,-,
United Uranium,UUL,0.093,0.2,0.092,0.095,90,0.093,0.093,0.093,0.09,0.295,0.09,-,,-,-,-,-1.3,-,0.2,2.2,
  opt jun12,UULOA,0.02,-,0.021,0.04,-,-,-,0.02,0.02,0.08,0.02,-,,-,-,-,-,-,-,-,
Uranex NL,UNX,0.17,1,0.165,0.185,860,0.17,0.165,0.18,0.15,0.415,0.125,-,,-,-,-,-3.25,-,0.5,3.03,
Uranium Equities,UEQ,0.095,0.3,0.092,0.095,2050,0.095,0.092,0.10,0.091,0.28,0.07,-,,-,-,-,-0.5,-,-0.1,-1.04,
Uranium Explore,UXA,0.05,0.3,0.05,0.053,3270,0.051,0.048,0.051,0.043,0.115,0.031,-,,-,-,-,-3.38,-,0.7,16.28,
Uraniumsa Ltd,USA,0.285,1.5,0.27,0.285,3029,0.285,0.27,0.295,0.20,0.315,0.145,-,,-,-,-,-4.8,-,7.5,35.71,
Victoria Pet,VPE,0.265,-0.5,0.26,0.265,2030,0.27,0.265,0.275,0.26,0.385,0.23,-,,-,-,-,0.19,139.5,-0.5,-1.85,
Wasabi Energy Ltd,WAS,0.015,0.2,0.014,0.015,38606,0.015,0.014,0.015,0.013,0.028,0.009,-,,-,-,-,-0.64,-,0.1,7.14,
Westralian Gas & Pwr,WGP,0.011,-,0.011,0.014,3937,0.011,0.011,0.012,0.011,0.043,0.011,-,,-,-,-,-1.02,-,-,-,
  opt oct11,WGPOA,0.002,-,0.001,0.003,-,-,-,0.002,0.002,0.01,0.002,-,,-,-,-,-,-,-,-,
Westside Corp,WCL,0.395,-1,0.385,0.41,2194,0.41,0.385,0.415,0.385,0.72,0.295,-,,-,-,-,-3.4,-,0.5,1.28,
Whinnen Res,WWW,0.052,-,0.05,0.075,-,-,-,0.052,0.05,0.17,0.05,-,,-,-,-,-0.53,-,0.2,4,
  opt apr13,WWWO,0.02,-,0.02,0.03,-,-,-,0.02,0.02,0.03,0.015,-,,-,-,-,-,-,-0.1,-4.76,
White Canyon Uranium,WCU,0.07,-,0.07,0.077,430,0.07,0.07,0.077,0.068,0.32,0.066,-,,-,-,-,-0.93,-,-0.7,-9.09,
Whitehaven Coal,WHC,6.34,16,6.29,6.35,27574,6.40,6.17,6.40,5.91,6.47,3.56,5.6,f,4.32,1.98,0.88,24.2,26.2,42.0,7.09,
WHL Energy Ltd,WHN,0.016,-,0.016,0.017,1637,0.016,0.016,0.017,0.015,0.125,0.014,-,,-,0.03,-,-0.59,-,0.1,6.67,
  opt jun12,WHNO,0.011,-,0.002,0.015,-,-,-,0.011,0.011,0.011,0.01,-,,-,-,-,-,-,-,-,
Wildhorse Energy,WHE,0.31,3,0.31,0.32,15557,0.32,0.28,0.32,0.275,0.69,0.205,-,,-,-,-,-10.3,-,3.0,10.71,
Woodside Pet,WPL,43.77,14,43.65,43.90,14850,43.94,43.26,43.94,42.84,53.869,39.63,111.34,f,2.41,16.79,2.54,268.28,16.3,124.0,2.92,
Yellow Rock,YRR,0.018,0.2,0.017,0.018,1000,0.018,0.018,0.018,0.016,0.091,0.015,-,,-,-,-,-15.3,-,-,-,
  opt sep12,YRROA,0.005,-,0.003,0.012,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,23.83,17,23.80,23.90,79236,23.92,23.71,24.33,23.60,26.23,19.95,108,f,1.34,9.99,4.53,144.8,16.5,12.0,0.51,
Bank of Qld,BOQ,11.26,3,11.15,11.27,6431,11.28,11.13,11.42,10.66,13.49,9.68,52,f,1.78,7.20,4.62,92.4,12.2,63.0,5.93,
Bendigo & Adelaide,BEN,9.48,10,9.42,9.50,7519,9.49,9.40,9.55,9.17,10.48,7.72,58,f,1.16,5.27,6.12,67.4,14.1,34.0,3.72,
CL Asset Hldgs,CLS,0.70,-,-,-,-,-,-,0.70,0.70,1.20,0.61,-,,-,4.33,-,-1.7,-,-,-,
C'wlth Bank  of Aust ,CBA,52.71,7,52.69,52.84,51793,53.07,52.62,54.15,52.45,60.00,47.05,290,f,1.19,15.94,5.50,344.5,15.3,4.0,0.08,
Firstfolio Ltd,FFF,0.062,0.2,0.061,0.063,2500,0.062,0.062,0.065,0.058,0.089,0.039,-,,-,-0.05,-,0.8,7.8,-0.1,-1.59,
Homeloans Ltd,HOM,0.595,-1,0.58,0.60,141,0.605,0.56,0.61,0.56,0.70,0.355,7,f,1.74,0.01,11.76,12.21,4.9,-1.5,-2.46,
Mortgage Choice,MOC,1.155,-,1.15,1.16,939,1.16,1.145,1.18,1.145,1.40,1.00,12,f,1.64,0.62,10.39,19.7,5.9,0.5,0.43,
Mystate Ltd,MYS,3.19,5,3.15,3.23,1069,3.19,3.15,3.21,3.10,3.75,2.60,22.5,f,1.22,2.22,7.05,27.46,11.6,-2.0,-0.62,
National Aust Bank,NAB,25.97,19,25.95,26.00,75938,26.12,25.80,26.30,24.97,32.37,22.23,147,f,1.36,12.41,5.66,199.3,13.0,130.0,5.27,
RHG Ltd,RHG,0.705,-0.5,0.70,0.71,4215,0.71,0.70,0.715,0.67,0.75,0.46,-,,-,1.02,-,29.2,2.4,3.5,5.22,
Rock Bld perm.,ROK,2.43,-1,2.43,2.48,55,2.49,2.43,2.55,2.43,3.02,2.41,15,f,1.43,2.01,6.17,21.4,11.4,-12.0,-4.71,
Westpac Banking,WBC,23.41,13,23.40,23.49,65778,23.50,23.22,23.87,23.21,28.43,20.56,125,f,1.11,8.42,5.34,138.5,16.9,47.0,2.05,
Wide Bay Aust Ltd,WBB,10.54,-6,10.49,10.58,18,10.55,10.49,10.90,10.49,11.26,8.50,63,f,1.12,3.70,5.98,70.54,14.9,-41.0,-3.74,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.055,-,0.056,0.072,-,-,-,0.058,0.055,0.275,0.03,-,,-,-,-,-,-,-0.3,-5.17,
Aberdeen Leaders,ALR,1.255,0.5,1.27,1.28,118,1.28,1.255,1.28,1.25,1.47,1.21,9.5,f,1.08,1.31,7.57,10.29,12.2,0.5,0.4,
Adelaide Managed unt,AYT,1.55,-,1.545,1.56,1964,1.555,1.54,1.555,1.54,1.56,1.144,15.35,,0.14,1.63,9.90,2.11,73.5,-,-,
Amcil Ltd,AMH,0.645,0.5,0.645,0.66,358,0.645,0.64,0.645,0.615,0.72,0.595,2,f,1.87,0.73,3.10,3.73,17.3,2.5,4.03,
AMP Capital China unt,AGF,0.855,1,0.845,0.865,3355,0.86,0.845,0.88,0.845,1.13,0.675,8.47,,-,0.93,9.91,-1.38,-,0.5,0.59,
Asian Masters Fund,AUF,1.06,-,1.06,1.17,465,1.06,1.06,1.06,1.035,1.06,0.98,1,,-,1.01,0.94,-0.21,-,1.0,0.95,
Aurora Global Tr unt,AIB,1.22,-,1.17,1.22,-,-,-,1.22,1.22,7.50,0.977,23.5,,0.27,1.14,19.26,6.38,19.1,-,-,
AUS Gov Index Fund,AQF,1.60,-,1.55,1.60,219,1.60,1.60,1.60,1.60,1.72,1.55,-,,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.075,0.5,1.075,1.08,420,1.075,1.075,1.11,1.07,1.222,1.015,8,f,2.42,1.33,7.44,19.35,5.6,-3.5,-3.15,
  opt nov10,ALFO,0.002,-,0.001,0.002,-,-,-,0.002,0.001,0.068,0.001,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.52,-3,6.50,6.52,6867,6.55,6.52,6.65,6.52,7.90,6.37,25.5,f,1.09,6.68,3.91,27.7,23.5,-5.0,-0.76,
Bentley Capital,BEL,0.235,-1.5,0.24,0.25,87,0.235,0.23,0.25,0.23,0.31,0.22,2,f,2.16,0.41,8.51,4.32,5.4,-1.5,-6,
BKI Invest Ltd,BKI,1.22,-,1.21,1.22,1834,1.22,1.20,1.22,1.18,1.32,1.086,5.25,f,1.44,1.38,4.30,7.57,16.1,3.0,2.52,
Carlton Invest,CIN,17.04,2,17.04,17.19,133,17.20,17.02,17.40,17.00,18.95,16.00,67,f,1.46,20.75,3.93,98,17.4,-36.0,-2.07,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.05,2.05,2.12,2.05,14,,-,-,6.60,-,-,7.0,3.41,
Century Aust,CYA,0.82,-,0.82,0.825,1998,0.825,0.82,0.835,0.805,0.91,0.74,8.5,f,0.82,0.93,10.37,6.99,11.7,-1.5,-1.8,
Challenger FSG Ltd,CGF,4.10,-3,4.05,4.10,29549,4.21,4.07,4.33,4.07,4.50,3.18,14.5,,3.81,-,3.54,55.3,7.4,-,-,
Choiseul Investments   ,CHO,4.71,-4,4.70,4.76,410,4.80,4.71,4.80,4.61,5.28,4.41,21,f,1.09,5.00,4.46,22.8,20.7,6.0,1.29,
Clime Invest,CIW,0.47,-,0.46,0.48,-,-,-,0.47,0.45,0.50,0.37,2.25,f,2.76,0.46,4.79,6.2,7.6,2.0,4.44,
Contango Microcap,CTN,0.915,2,0.895,0.915,461,0.915,0.89,0.925,0.89,1.19,0.735,7,f,2.01,1.25,7.65,14.1,6.5,2.5,2.81,
Count Financial,COU,1.115,-,1.12,1.13,620,1.13,1.115,1.135,1.115,1.55,1.055,8,f,1.16,0.22,7.17,9.29,12.0,-1.0,-0.89,
CS GP100 Aust Tr unt,CSJ,0.97,-,0.965,0.98,-,-,-,0.97,0.97,1.00,0.95,2.37,p,2.96,0.98,2.44,7.02,13.8,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.905,-0.5,0.905,0.915,500,0.905,0.905,0.91,0.905,0.935,0.885,1.32,,1.84,0.91,1.46,2.43,37.2,-0.5,-0.55,
Diversified United,DUI,2.81,1,2.78,2.81,105,2.81,2.80,2.86,2.79,3.53,2.71,13,f,0.81,3.03,4.63,10.5,26.8,-2.0,-0.71,
Djerriwarrh Invest,DJW,4.00,1,4.00,4.04,725,4.03,3.95,4.06,3.92,4.85,3.75,26,f,0.46,3.63,6.50,11.86,33.7,1.0,0.25,
DKN Financial Grp,DKN,0.55,-1,0.55,0.60,8027,0.56,0.55,0.58,0.55,0.85,0.505,4.5,,1.13,0.08,8.18,5.1,10.8,1.5,2.8,
Emerging Leaders,ELI,0.81,1,0.81,0.85,41,0.81,0.81,0.83,0.80,0.965,0.70,8,f,1.52,0.98,9.88,12.15,6.7,1.0,1.25,
Fat Prophets,FAT,0.90,-,0.91,0.915,-,-,-,0.90,0.89,1.005,0.80,3,,-,1.09,3.33,-0.49,-,1.0,1.12,
Global Masters Fund,GFL,0.85,-,0.50,0.84,-,-,-,0.85,0.85,0.905,0.685,-,,-,1.08,-,-2.22,-,-,-,
Global Resource,GRF,1.62,-,1.62,1.63,226,1.62,1.62,1.62,1.60,1.73,1.55,0.5,,-,1.54,0.31,-1.1,-,2.0,1.25,
Hunter Hall Global,HHV,0.84,1,0.84,0.85,6344,0.84,0.825,0.85,0.825,0.86,0.695,6,f,1.45,1.00,7.14,8.7,9.7,-,-,
Hyperion Flagship,HIP,1.43,-,1.43,1.45,10,1.43,1.43,1.45,1.43,1.52,1.35,8.5,f,0.48,-,5.94,4.09,35.0,-2.0,-1.38,
India Equities Fund,INE,0.055,0.2,0.055,0.056,18303,0.06,0.052,0.06,0.052,0.645,0.047,-,,-,0.75,-,-3.56,-,-,-,
ING Private Equity,IPE,0.275,-,0.275,0.285,-,-,-,0.28,0.27,0.315,0.20,-,,-,0.49,-,3.82,7.2,-,-,
Ironbark Capital,IBC,0.47,1.5,0.455,0.47,108,0.47,0.455,0.47,0.445,0.50,0.425,3.3,f,1.26,0.52,7.02,4.17,11.3,3.0,6.82,
Magellan Flagship,MFF,0.62,-0.5,0.62,0.625,1410,0.625,0.62,0.645,0.62,0.69,0.56,-,,-,0.76,-,8.74,7.1,-1.5,-2.36,
Milton Corp,MLT,16.22,27,16.06,16.22,195,16.22,15.95,16.22,15.65,19.40,15.35,71,f,1.10,17.18,4.38,78.2,20.7,59.0,3.77,
Mirrabooka Invest,MIR,1.65,-0.5,1.64,1.66,576,1.66,1.65,1.665,1.62,2.28,1.53,10,f,0.79,1.74,6.06,7.93,20.8,2.0,1.23,
Orchid Capital,ORC,0.038,-,0.016,0.02,-,-,-,0.038,0.038,0.045,0.008,-,,-,0.01,-,0.15,25.3,-,-,
  opt feb12,ORCOA,0.015,-,0.003,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Peters MacGregor,PET,0.735,-,0.715,0.73,-,-,-,0.735,0.735,0.78,0.60,2,f,8.54,1.04,2.72,17.08,4.3,-,-,
Platinum Capital,PMC,1.41,2,1.38,1.41,1101,1.41,1.39,1.41,1.37,1.85,1.365,10,f,1.12,1.31,7.09,11.16,12.6,1.0,0.71,
Premium Investors,PRV,0.725,-,0.715,0.74,-,-,-,0.73,0.71,0.93,0.65,7,f,2.05,0.91,9.66,14.37,5.0,1.0,1.4,
Sylvastate Ltd,SYL,3.50,-,3.50,3.60,283,3.50,3.50,3.50,3.49,4.09,3.34,21,f,0.41,3.71,6.00,8.56,40.9,2.0,0.57,
Templeton Global,TGG,0.76,-,0.76,0.765,371,0.765,0.76,0.765,0.755,0.865,0.73,-,,-,0.94,-,1.8,42.2,0.5,0.66,
Van Eyk Three Pillar,VTP,0.86,-,0.86,0.88,144,0.86,0.83,0.88,0.80,1.20,0.679,2.5,,2.88,0.97,2.91,7.2,11.9,2.0,2.38,
Wallace Absolute,WAB,0.078,-,0.078,0.079,1546,0.078,0.078,0.078,0.075,0.08,0.023,-,,-,0.03,-,-2.68,-,0.1,1.3,
WAM Capital Ltd,WAM,1.325,1.5,1.31,1.325,150,1.325,1.32,1.325,1.285,1.375,1.12,8,f,2.91,1.58,6.04,23.3,5.7,5.0,3.92,
Whitefield Ltd,WHF,2.98,-5,2.98,3.00,643,3.00,2.95,3.05,2.95,3.63,2.88,17,f,0.09,3.55,5.70,1.54,193.5,-2.0,-0.67,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.73,-,0.725,0.73,180,0.735,0.73,0.74,0.72,0.805,0.625,5.2,f,0.63,0.89,7.12,3.3,22.1,1.0,1.39,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.12,-,0.10,0.12,1020,0.12,0.10,0.13,0.10,0.42,0.085,-,,-,0.03,-,-1.02,-,-1.0,-7.69,
Bisan Ltd,BSN,0.035,-,0.033,0.05,-,-,-,0.035,0.035,0.05,0.03,-,,-,0.02,-,-1.24,-,-,-,
Charter Pacific,CHF,0.041,-,0.041,0.049,250,0.042,0.041,0.042,0.041,0.076,0.037,-,,-,0.08,-,-4.3,-,0.1,2.5,
  opt feb11,CHFO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.45,-,2.41,2.45,-,-,-,2.45,2.40,2.811,2.30,10,f,-,3.06,4.08,-15.94,-,5.0,2.08,
Grandbridge Ltd,GBA,0.31,0.5,0.305,0.335,200,0.31,0.31,0.335,0.305,0.405,0.105,-,,-,0.24,-,10.13,3.1,1.0,3.33,
Guinness Peat cdi,GPG,0.515,0.5,0.515,0.52,50965,0.515,0.505,0.515,0.495,0.682,0.48,1.66,,-,0.71,3.22,-0.23,-,2.0,4.04,
London City Equities,LCE,0.39,-,-,0.41,-,-,-,0.39,0.39,0.44,0.39,1,f,-,0.40,2.56,-0.51,-,-,-,
Luminus Systems,LSL,0.004,-,0.004,0.05,-,-,-,0.004,0.004,0.022,0.002,-,,-,-,-,-2.26,-,-,-,
Soul Pattinson,SOL,13.32,9,13.24,13.32,264,13.38,13.25,13.49,12.82,15.38,11.78,33,f,3.76,11.11,2.48,124.07,10.7,48.0,3.74,
Sunvest Corp,SVS,0.275,-,0.275,0.49,-,-,-,0.275,0.275,0.28,0.27,-,,-,0.54,-,-0.24,-,-,-,
Tag Pacific Ltd,TAG,0.11,-,0.115,0.15,-,-,-,0.11,0.11,0.27,0.11,0.75,,-,0.26,6.82,-4.66,-,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,-,-,-,0.15,0.15,0.195,0.13,0.6,f,2.17,0.07,4.00,1.3,11.5,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,30.52,32,30.50,30.71,7418,30.70,30.30,30.70,29.67,37.16,28.02,173.1,f,1.10,3.49,5.67,190.4,16.0,92.0,3.11,
BBX Hldgs,BBX,0.01,-,-,0.01,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.01,-,2.02,0.5,-,-,
Hillcrest Litigat,HLS,0.051,0.1,0.051,0.06,972,0.052,0.051,0.052,0.05,0.10,0.05,-,,-,0.07,-,-2.02,-,0.1,2,
IMF (Aust) Ltd,IMF,1.385,-,1.37,1.39,1639,1.385,1.365,1.395,1.35,1.96,1.32,5,,1.95,0.26,3.61,9.77,14.2,-0.5,-0.36,
Ipernica Ltd,IPR,0.115,-1,0.115,0.125,4130,0.125,0.11,0.125,0.11,0.18,0.065,-,,-,0.03,-,-2.29,-,-1.5,-11.54,
NSX Ltd,NSX,0.18,-,0.165,0.18,-,-,-,0.18,0.165,0.26,0.165,-,,-,0.07,-,-2.05,-,-,-,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.14,-,0.145,0.20,-,-,-,0.20,0.14,0.37,0.14,0.36,f,4.17,0.34,2.57,1.5,9.3,-6.0,-30,
Astra Capital Ltd,AKR,0.86,1.5,0.86,0.89,10,0.86,0.86,0.86,0.84,0.86,0.51,-,,-,1.63,-,-0.03,-,2.0,2.38,
Centrepoint Alliance,CAF,0.125,-,0.125,0.145,-,-,-,0.15,0.125,0.185,0.12,-,,-,0.18,-,0.4,31.3,-2.5,-16.67,
Flexigrp Ltd,FXL,1.455,-6,1.45,1.485,4884,1.505,1.45,1.535,1.45,1.764,1.11,7.5,f,3.31,0.43,5.15,24.8,5.9,-6.5,-4.28,
FSA Grp Ltd,FSA,0.34,1,0.34,0.36,60,0.34,0.34,0.36,0.33,0.44,0.28,-,,-,0.30,-,5.82,5.8,-3.0,-8.11,
Money3 Corp,MNY,0.53,-,0.48,0.53,-,-,-,0.53,0.53,0.60,0.40,4.1,f,1.67,0.32,7.74,6.85,7.7,-,-,
Oncard Intl,ONC,0.099,-,0.096,0.099,-,-,-,0.105,0.097,0.20,0.08,-,,-,0.14,-,1.1,9.0,-0.6,-5.71,
Questus Ltd,QSS,0.045,-,0.03,0.07,250,0.045,0.045,0.045,0.045,0.148,0.045,-,,-,0.14,-,0.04,112.5,-,-,
Thinksmart Ltd,TSM,0.64,-,0.64,0.66,132,0.67,0.64,0.69,0.635,1.11,0.54,2,,2.73,0.11,3.13,5.45,11.7,-1.0,-1.54,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.815,-4.5,0.81,0.815,458,0.86,0.815,0.90,0.815,0.90,0.235,3.6,f,1.00,0.11,4.42,3.61,22.6,-4.5,-5.23,
Alternative Invest unt,AIQ,1.105,-0.5,1.105,1.145,150,1.105,1.105,1.11,1.10,1.15,0.915,47,,-,1.53,42.53,-2.79,-,-0.5,-0.45,
Amcbf Thr,AKU,104.00,-100,103.73,104.00,2,104.00,104.00,105.00,104.00,105.00,103.19,-,,-,-,-,-,-,-100.0,-0.95,
Amcbf Two,AKT,102.45,-,100.25,102.45,-,-,-,102.45,102.45,102.69,100.00,-,,-,-,-,-,-,-,-,
APA Financial,APP,0.016,-,0.016,0.02,-,-,-,0.016,0.016,0.022,0.009,-,,-,-,-,0.41,3.9,-0.2,-11.11,
APN Prop Grp,APD,0.23,2,0.21,0.23,164,0.23,0.21,0.23,0.21,0.41,0.165,1.25,,-,0.19,5.43,-4.49,-,2.0,9.52,
Argo Invest,ARG,5.76,-3,5.76,5.79,885,5.80,5.76,5.82,5.73,7.05,5.51,25,f,1.04,6.03,4.34,26,22.2,3.0,0.52,
Aurora Funds Ltd,AFV,1.60,-,1.40,1.55,-,-,-,1.60,1.60,2.00,1.56,-,,-,-,-,-,-,-,-,
Aurora SAE ord unt,ABW,1.135,-,1.135,1.145,-,-,-,1.135,1.13,7.35,1.035,9.5,,1.48,1.05,8.37,14.03,8.1,1.5,1.34,
Aurora Sandringham ,AOD,1.00,-,1.00,1.01,1332,1.00,1.00,1.01,0.995,1.12,0.965,6.2,p,-,1.00,6.20,-1.54,-,0.5,0.5,
Aust Ethical,AEF,29.00,-,27.10,29.00,8,29.00,29.00,30.00,26.95,37.00,19.00,200,f,0.52,8.11,6.90,103,28.2,200.0,7.41,
Aust Foundation,AFI,4.70,-1,4.70,4.71,2441,4.72,4.69,4.76,4.66,5.41,4.52,21,f,0.89,4.70,4.47,18.6,25.3,-2.0,-0.42,
Austock Grp Ltd,ACK,0.10,-3.5,0.10,0.13,15000,0.12,0.10,0.135,0.10,0.33,0.10,-,,-,0.19,-,-5.07,-,-3.5,-25.93,
Bell Financial Grp,BFG,0.84,2,0.82,0.84,301,0.845,0.84,0.845,0.79,1.40,0.78,8.5,f,1.42,0.22,10.12,12.1,6.9,5.0,6.33,
Belmont Hldgs,BET,1.00,-,0.90,-,-,-,-,1.00,1.00,1.30,1.00,3.5,f,-,1.48,3.50,-2.47,-,-,-,
Blue Capital Ltd,BIV,0.02,0.2,0.02,0.024,230,0.02,0.02,0.02,0.018,0.029,0.013,-,,-,0.03,-,-0.71,-,0.2,11.11,
BT Invest Mngmnt,BTT,2.43,-,2.41,2.45,102,2.51,2.41,2.51,2.41,3.189,2.081,10.4,f,1.42,0.32,4.28,14.76,16.5,-4.0,-1.62,
Cadence Capital,CDM,0.795,-,0.795,0.85,-,-,-,0.795,0.78,0.88,0.70,4,f,3.35,0.97,5.03,13.4,5.9,5.0,6.71,
Chapmans Ltd,CHP,0.015,-,0.012,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.28,-,-,-,
China Century Capitl,CCY,0.063,-,0.063,0.065,200,0.063,0.063,0.063,0.063,0.115,0.041,-,,-,0.01,-,-1.7,-,-,-,
CI Res Ltd,CII,0.59,-,0.565,0.75,-,-,-,0.66,0.59,0.91,0.58,4,,0.56,1.01,6.78,2.26,26.1,-5.0,-7.81,
Clime Capital,CAM,1.05,4,1.005,1.035,612,1.05,0.995,1.05,0.98,1.09,0.867,4,f,6.01,1.35,3.81,24.05,4.4,5.0,5,
Contango Capital,CCQ,0.72,-0.5,0.72,0.735,355,0.725,0.72,0.735,0.72,1.55,0.60,5,f,2.10,1.64,6.94,10.51,6.9,0.5,0.7,
CVC Ltd,CVC,0.83,-,0.83,0.855,-,-,-,0.85,0.82,0.86,0.54,5,f,2.93,1.24,6.02,14.67,5.7,0.5,0.61,
Diversa Ltd,DVA,0.096,0.3,0.096,0.12,92,0.096,0.096,0.096,0.093,0.15,0.08,-,,-,0.02,-,-2.6,-,0.3,3.23,
Equities & Freehldgss,EQF,0.25,-,0.24,0.25,150,0.25,0.25,0.25,0.24,0.31,0.021,-,,-,0.21,-,3.94,6.3,-,-,
Equity Tr,EQT,15.26,26,15.27,15.40,14,15.40,15.10,15.51,14.90,19.50,14.65,110,f,0.88,2.64,7.21,96.6,15.8,-24.0,-1.55,
Euroz Ltd,EZL,1.28,1.5,1.275,1.28,316,1.28,1.26,1.28,1.25,1.69,1.06,12,f,1.67,-,9.38,20.07,6.4,8.0,6.67,
  opt mar14,EZLO,0.50,-,0.425,0.54,-,-,-,0.50,0.495,0.91,0.31,-,,-,-,-,-,-,0.5,1.01,
Everest Financial,EFG,0.061,-,0.057,0.063,-,-,-,0.064,0.054,0.08,0.037,-,,-,0.09,-,-0.41,-,0.7,12.96,
Excela Ltd,EXA,0.15,-16,0.13,0.34,160,0.20,0.15,0.31,0.15,0.62,0.15,2,,-,0.40,13.33,-6,-,-16.0,-51.61,
Fiducian Portfolio,FPS,1.31,-6.5,1.30,1.36,867,1.375,1.30,1.405,1.30,1.75,1.16,8.5,f,1.50,0.36,6.49,12.71,10.3,-4.0,-2.96,
Future Corp,FUT,0.003,-,0.002,0.003,340509,0.003,0.003,0.004,0.002,0.011,0.001,-,,-,-,-,-0.1,-,0.1,50,
Global Min,GMI,1.105,-1,1.105,1.12,1918,1.12,1.10,1.125,1.09,1.32,1.01,5,f,0.25,1.32,4.52,1.27,87.0,1.5,1.38,
