Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4516.5 at 16:37 11/6/2010  Report at 19:05 Friday 11/6/2010. Processed 08:36 Sunday 13/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
India Equities Fund,INE,0.61,0.5,0.605,0.61,2721,0.61,0.605,0.61,0.59,0.61,0.40,-,,-,0.73,-,-1.95,-,0.5,0.83,
  opt aug10,INEO,0.20,0.5,0.195,0.205,2208,0.20,0.195,0.20,0.19,0.20,0.05,-,,-,-,-,-,-,-,-,
ING Private Equity,IPE,0.23,-,0.23,0.24,70,0.23,0.23,0.24,0.23,0.315,0.165,-,,-,0.48,-,-3.49,-,-0.5,-2.13,
Investorfirst Ltd,INQ,0.07,-0.5,0.07,0.075,3327,0.078,0.07,0.078,0.07,0.15,0.07,-,,-,0.04,-,-1.36,-,-0.8,-10.26,
Ipernica Ltd,IPR,0.085,-,0.081,0.085,1635,0.09,0.085,0.09,0.08,0.18,0.06,-,,-,0.04,-,-2.93,-,-,-,
Ironbark Capital,IBC,0.44,-,0.435,0.44,293,0.44,0.44,0.44,0.435,0.50,0.38,2.5,f,3.07,0.54,5.68,7.68,5.7,0.5,1.15,
Katana Capital,KAT,0.60,-,0.60,0.65,-,-,-,0.60,0.60,0.85,0.52,2,f,15.41,1.00,3.33,30.82,1.9,-,-,
Keybridge Capital,KBC,0.096,0.1,0.095,0.105,5431,0.099,0.095,0.105,0.086,0.15,0.063,-,,-,0.50,-,-98.55,-,0.3,3.23,
London City Equities,LCE,0.39,-,0.38,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.008,-,0.008,0.05,-,-,-,0.01,0.008,0.025,0.008,-,,-,-0.01,-,-7.96,-,-0.4,-33.33,
Macq Winton ord unt,MWG,1.28,2,1.265,1.30,100,1.28,1.28,1.28,1.23,1.31,1.05,-,,-,1.34,-,-2.09,-,2.0,1.59,
Magellan Flagship,MFF,0.65,-,0.65,0.66,782,0.66,0.65,0.69,0.65,0.69,0.495,-,,-,0.78,-,3.04,21.4,-2.0,-2.99,
Mariner Corp Ltd,MCX,0.003,-,0.003,0.005,117,0.003,0.003,0.003,0.003,0.016,0.003,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.048,0.8,0.04,0.048,1436,0.048,0.039,0.048,0.038,0.09,0.019,-,,-,0.32,-,28.23,0.2,1.0,26.32,
Milton Corp,MLT,16.43,21,16.37,16.70,199,16.90,16.28,16.90,16.00,19.40,14.25,70,f,0.64,18.37,4.26,44.7,36.8,13.0,0.8,
Mirrabooka Invest,MIR,1.64,3.5,1.64,1.67,289,1.66,1.64,1.67,1.59,2.28,1.445,10,f,-,1.86,6.10,-6.9,-,-6.0,-3.53,
MMC Contrarian,MMA,0.53,-,0.525,0.54,500,0.53,0.53,0.54,0.525,0.565,0.375,-,,-,0.66,-,-1.34,-,-0.5,-0.93,
Money3 Corp,MNY,0.50,2,0.50,0.53,10,0.50,0.50,0.50,0.41,0.60,0.39,3.4,f,1.02,0.30,6.80,3.46,14.5,9.0,21.95,
Multi Channel,MUT,0.006,-,0.005,0.01,-,-,-,0.006,0.006,0.007,0.002,-,,-,-,-,-43.27,-,-,-,
Murchison Hldgs,MCH,0.45,-,0.45,0.48,-,-,-,0.45,0.45,0.77,0.45,-,,-,1.28,-,10.13,4.4,-3.0,-6.25,
NSX Ltd,NSX,0.20,-,0.165,0.20,-,-,-,0.20,0.195,0.289,0.165,-,,-,0.09,-,-4.95,-,0.5,2.56,
Oncard Intl,ONC,0.097,0.2,0.097,0.105,1011,0.105,0.097,0.105,0.095,0.24,0.095,-,,-,0.13,-,0.73,13.3,-1.3,-11.82,
Orchid Capital,ORC,0.038,-,0.023,0.059,42,0.038,0.038,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.01,0.015,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Orion Equities,OEQ,0.43,-,0.445,0.51,-,-,-,0.43,0.43,0.64,0.415,-,,-,1.60,-,33.16,1.3,-,-,
Over Fifty Grp,OFG,0.55,4.5,0.53,0.57,316,0.55,0.53,0.565,0.505,1.09,0.405,2.5,p,0.10,0.52,4.55,0.26,211.5,-1.0,-1.79,
Ozgrowth Ltd,OZG,0.16,0.5,0.15,0.16,945,0.16,0.155,0.16,0.15,0.175,0.14,0.3,f,20.67,0.25,1.88,6.2,2.6,-,-,
Peters MacGregor,PET,0.64,2,0.645,0.67,316,0.64,0.64,0.64,0.62,0.70,0.51,-,,-,0.99,-,13.67,4.7,-,-,
Plan B Grp Hld,PLB,0.75,-,0.50,0.70,-,-,-,0.75,0.75,0.89,0.50,2.7,f,0.62,0.09,3.60,1.68,44.6,-,-,
Platinum Capital,PMC,1.475,5,1.425,1.475,860,1.48,1.42,1.48,1.405,1.85,1.36,10,f,1.96,1.35,6.78,19.55,7.5,2.0,1.37,
Premium Investors,PRV,0.70,2,0.68,0.71,515,0.70,0.68,0.70,0.65,0.93,0.65,3.5,f,3.01,0.96,5.00,10.55,6.6,4.5,6.87,
Prime Financial,PFG,0.19,1,0.18,0.19,430,0.19,0.18,0.20,0.18,0.34,0.11,0.75,f,3.11,0.14,3.95,2.33,8.2,-1.0,-5,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.06,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.087,-,0.083,0.087,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-,
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Questus Ltd,QSS,0.05,-,0.05,0.06,-,-,-,0.05,0.05,0.153,0.05,-,,-,0.15,-,1.54,3.2,-,-,
Redcape Prop Grp stp,RPF,0.235,-,0.235,0.25,438,0.25,0.235,0.25,0.23,0.45,0.175,4,,5.44,0.32,17.02,21.74,1.1,-,-,
RIMCapital Ltd,RMC,0.027,-,0.026,0.037,-,-,-,0.027,0.027,0.10,0.025,-,,-,0.03,-,-0.02,-,-,-,
Robe Aust Ltd,ROB,0.01,-,0.008,0.01,-,-,-,0.011,0.007,0.024,0.005,-,,-,-,-,-4.59,-,0.4,66.67,
Souls Private Equity,SOE,0.083,0.2,0.082,0.086,4050,0.084,0.082,0.084,0.081,0.12,0.074,-,,-,0.19,-,0.09,92.2,-0.1,-1.19,
  opt feb15,SOEOA,0.013,-,0.013,0.014,185,0.013,0.013,0.013,0.013,0.02,0.008,-,,-,-,-,-,-,-,-,
Strategic Pooled,SPD,0.11,-,0.10,0.11,-,-,-,0.11,0.10,0.17,0.089,-,,-,0.14,-,0.52,21.2,-,-,
Sunvest Corp,SVS,0.275,-,0.275,0.445,-,-,-,0.275,0.275,0.28,0.22,-,,-,0.42,-,-3.56,-,-,-,
Sylvastate Ltd,SYL,3.40,-,3.40,3.50,63,3.40,3.40,3.40,3.35,4.09,2.88,21,f,0.41,3.59,6.18,8.56,39.7,-10.0,-2.86,
Tag Pacific Ltd,TAG,0.18,-,0.125,0.175,-,-,-,0.18,0.18,0.27,0.12,0.75,,4.80,0.33,4.17,3.6,5.0,-,-,
Templeton Global,TGG,0.78,1,0.765,0.79,1151,0.785,0.765,0.785,0.75,0.885,0.685,-,,-,0.99,-,-2.8,-,2.5,3.31,
Thinksmart Ltd,TSM,0.835,1.5,0.835,0.84,469,0.845,0.82,0.845,0.79,1.11,0.45,3.5,f,1.53,0.11,4.19,5.35,15.6,-0.5,-0.6,
Tidewater Invest,TDI,0.21,-,0.21,0.22,63,0.21,0.21,0.22,0.21,0.29,0.127,1.5,f,6.07,0.30,7.14,9.1,2.3,-1.0,-4.55,
Tranzact Fin Service,TFS,0.15,-,0.155,0.165,-,-,-,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
Trojan Equity,TJN,0.48,-,0.48,0.495,-,-,-,0.50,0.48,0.55,0.297,-,,-,0.63,-,4.6,10.4,-2.0,-4,
Van Eyk Three Pillar,VTP,0.83,-,0.825,0.845,2167,0.83,0.83,0.835,0.825,0.955,0.72,2.5,f,7.56,1.09,3.01,18.9,4.4,-1.0,-1.19,
Verus Invest,VIL,0.025,-,0.024,0.025,54069,0.026,0.024,0.029,0.024,0.095,0.004,-,,-,-,-,-0.36,-,-0.4,-13.79,
  opt jun10,VILO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.03,0.001,-,,-,-,-,-,-,-,-,
Vesture Ltd,VES,0.09,1,0.081,0.10,155,0.09,0.09,0.09,0.08,0.10,0.006,-,,-,-0.28,-,0.93,9.7,1.0,12.5,
Wallace Absolute,WAB,0.04,-,0.035,0.04,-,-,-,0.047,0.032,0.074,0.023,-,,-,0.04,-,-37.93,-,-0.5,-11.11,
WAM Active Ltd,WAA,0.93,1,0.93,0.94,175,0.94,0.93,0.94,0.87,1.175,0.734,5,f,6.18,1.23,5.38,30.89,3.0,-3.0,-3.12,
  opt apr11,WAAO,0.016,-,0.016,0.03,200,0.016,0.016,0.016,0.016,0.03,0.015,-,,-,-,-,-,-,-,-,
WAM Capital Ltd,WAM,1.175,0.5,1.175,1.18,839,1.175,1.17,1.175,1.145,1.355,0.98,8,f,4.81,1.63,6.81,38.5,3.1,-0.5,-0.42,
Westoz Inv Ltd,WIC,1.015,-,1.015,1.02,326,1.02,1.015,1.02,1.01,1.20,0.98,2.5,f,9.00,1.52,2.46,22.5,4.5,-3.0,-2.87,
  opt jun12,WICO,0.10,-,0.105,0.18,-,-,-,0.11,0.10,0.25,0.075,-,,-,-,-,-,-,-1.0,-9.09,
Whitefield Ltd,WHF,3.07,2,3.03,3.09,135,3.07,3.01,3.07,2.94,3.63,2.47,17,f,0.09,3.55,5.54,1.54,199.4,4.0,1.32,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.665,1.5,0.665,0.68,220,0.665,0.665,0.67,0.625,0.805,0.57,4.6,f,0.24,0.94,6.92,1.09,61.0,-1.5,-2.21,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.31,-,2.35,2.45,-,-,-,2.35,2.30,2.811,2.30,10,f,-,3.06,4.33,-15.94,-,-4.0,-1.7,
Guinness Peat cdi,GPG,0.54,-2,0.54,0.55,1064,0.55,0.54,0.565,0.54,0.682,0.468,1.66,,-,0.83,3.07,-4.03,-,-3.5,-6.09,
Soul Pattinson,SOL,12.84,27,12.57,13.00,55,12.99,12.57,13.01,12.57,15.38,9.805,33,f,3.76,11.11,2.57,124.07,10.3,-31.0,-2.36,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,0.975,-,0.95,1.00,-,-,-,1.00,0.95,1.40,0.65,8,f,1.41,0.25,8.21,11.3,8.6,-0.5,-0.51,
BT Invest Mngmnt,BTT,2.36,10,2.36,2.43,1370,2.42,2.31,2.42,2.18,3.34,1.92,10.4,f,1.42,0.32,4.41,14.76,16.0,4.0,1.72,
CI Res Ltd,CII,0.75,6,0.70,0.88,330,0.75,0.75,0.75,0.69,0.94,0.69,2,,4.09,0.47,2.67,8.18,9.2,-,-,
CVC Ltd,CVC,0.77,-0.5,0.77,0.80,21,0.775,0.77,0.78,0.77,0.82,0.52,2,f,-,1.23,2.60,-5.51,-,-,-,
Equity Tr,EQT,15.25,-10,15.25,15.35,9,15.35,15.25,15.35,14.90,19.50,13.45,110,f,0.83,2.62,7.21,91.82,16.6,24.0,1.6,
Euroz Ltd,EZL,1.275,-2.5,1.275,1.30,67,1.275,1.275,1.32,1.275,1.69,0.86,8.5,f,1.64,-,6.67,13.94,9.1,-4.5,-3.41,
  opt mar14,EZLO,0.48,-,0.485,0.695,-,-,-,0.525,0.48,0.91,0.325,-,,-,-,-,-,-,-3.0,-5.88,
Henderson Grp cdi,HGG,2.28,3,2.26,2.29,17361,2.29,2.25,2.30,2.21,2.67,1.705,10.69,,0.30,-0.18,4.69,3.23,70.6,-4.0,-1.72,
HFA Hldgs Ltd,HFA,0.19,-,0.185,0.19,3984,0.19,0.185,0.195,0.18,0.43,0.16,-,,-,-0.20,-,-0.33,-,-,-,
Hunter Hall Intl,HHL,5.60,20,5.50,5.64,91,5.65,5.50,5.80,5.38,7.90,4.70,47,f,1.25,1.73,8.39,58.95,9.5,-20.0,-3.45,
IOOF Hldgs Ltd,IFL,6.11,11,6.00,6.16,4754,6.16,6.05,6.17,5.84,7.40,3.74,21,f,0.93,0.56,3.44,19.5,31.3,-2.0,-0.33,
K2 Asset Mgmt,KAM,0.54,4,0.51,0.54,30,0.54,0.54,0.55,0.50,0.87,0.33,-,,-,0.04,-,1.74,31.0,-1.0,-1.82,
Macq Grp Ltd,MQG,44.72,169,44.54,44.72,24829,44.72,43.72,44.72,41.70,58.80,34.81,186,,1.72,25.82,4.16,320.2,14.0,47.0,1.06,
Magellan Fin Grp,MFG,1.035,-0.5,1.035,1.05,161,1.035,1.02,1.05,1.015,1.10,0.505,-,,-,-,-,0.6,172.5,2.0,1.97,
  opt jun11,MFGOB,0.10,-,0.10,0.20,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.145,-,0.17,0.28,-,-,-,0.145,0.145,0.20,0.012,-,,-,-,-,-,-,-,-,
Oceania Capital,OCP,1.85,5,1.85,1.90,937,1.90,1.85,2.10,1.75,3.05,1.75,6,,2.31,5.01,3.24,13.88,13.3,-22.0,-10.63,
Perpetual Ltd,PPT,30.84,101,30.55,30.86,2229,30.96,30.44,30.96,28.54,41.39,25.23,165,f,1.11,4.46,5.35,183.4,16.8,106.0,3.56,
Platinum Asset,PTM,5.00,16,4.85,5.01,5149,5.00,4.89,5.00,4.67,6.34,3.76,20,f,1.17,-,4.00,23.41,21.4,3.0,0.6,
Snowball Grp,SNO,0.40,-,0.35,0.44,-,-,-,0.40,0.40,0.47,0.32,3.25,f,0.83,-0.03,8.13,2.71,14.8,-,-,
Treasury Grp,TRG,5.25,30,5.16,5.20,46,5.25,5.16,5.25,4.90,6.30,4.11,22,f,1.61,2.37,4.19,35.42,14.8,34.0,6.92,
Trust Co Ltd,TRU,5.67,1,5.66,5.80,50,5.69,5.65,5.70,5.59,6.70,5.01,33.7,f,1.00,0.02,5.94,33.8,16.8,-3.0,-0.53,
Wilson Htm Invest,WIG,1.35,-1,1.30,1.40,88,1.36,1.35,1.45,1.35,2.26,1.00,4,f,2.71,0.76,2.96,10.83,12.5,-10.0,-6.9,
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,5.67,10,5.63,5.68,55259,5.70,5.63,5.70,5.46,6.97,4.55,30,p,1.24,0.80,5.29,37.1,15.3,-13.0,-2.24,
Austbrokers Hldgs,AUB,4.93,9,4.92,5.00,18,4.94,4.83,5.04,4.80,5.65,3.83,21,f,1.55,0.92,4.26,32.49,15.2,-12.0,-2.38,
AXA Asia Pacific,AXA,5.70,-6,5.66,5.71,76986,5.77,5.63,5.92,5.63,6.72,3.51,18.5,p,1.89,1.12,3.25,34.89,16.3,-28.0,-4.68,
Calliden Grp,CIX,0.225,-,0.225,0.235,136,0.225,0.225,0.235,0.225,0.35,0.225,1,f,-,0.21,4.44,-0.17,-,-,-,
Insurance Aust Grp,IAG,3.46,5,3.41,3.46,72987,3.46,3.39,3.46,3.30,4.21,3.22,14.5,f,1.73,1.29,4.19,25.07,13.8,9.0,2.67,
NIB Hldgs Ltd,NHF,1.27,0.5,1.255,1.27,1028,1.27,1.25,1.27,1.23,1.45,0.85,6.4,f,2.03,0.75,5.04,13,9.8,1.5,1.2,
QBE Insurance Grp,QBE,19.10,16,19.03,19.12,52314,19.30,18.94,19.35,18.62,25.70,18.42,128,p,1.54,5.16,6.70,196.5,9.7,9.0,0.47,
Suncorp-Metway,SUN,8.35,18,8.30,8.35,37509,8.40,8.26,8.40,7.81,9.59,6.01,35,f,0.98,5.43,4.19,34.21,24.4,14.0,1.71,
Tower Aust,TAL,2.19,2,2.16,2.19,9500,2.19,2.13,2.24,2.13,3.35,2.01,5.25,,2.48,1.07,2.40,13,16.8,-5.0,-2.23,
  rts 17jun,TALR,0.33,2,0.32,0.33,4844,0.33,0.28,0.375,0.28,0.75,0.28,-,,-,-,-,-,-,-6.0,-15.38,
Tower Ltd,TWR,1.48,-2,1.45,1.48,271,1.48,1.45,1.51,1.45,1.75,1.244,10.37,,1.63,1.14,7.01,16.93,8.7,-3.0,-1.99,
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stp,ABP,0.39,0.5,0.385,0.39,26948,0.39,0.38,0.39,0.375,0.48,0.33,5.75,,-,0.60,14.74,-2.32,-,1.0,2.63,
Agricultural Land unt,AGJ,0.15,-,0.13,0.15,-,-,-,0.15,0.15,0.18,0.13,2.12,,-,0.38,14.13,-2.28,-,-,-,
ALE Prop Grp stp,LEP,2.23,8,2.23,2.25,399,2.24,2.19,2.24,2.14,2.43,1.871,27,,3.55,2.39,12.11,95.98,2.3,7.0,3.24,
APN European Retail stp,AEZ,0.031,0.1,0.029,0.031,9607,0.032,0.029,0.032,0.029,0.115,0.029,-,,-,0.24,-,-11.22,-,-0.1,-3.13,
Ardent Leisure stp,AAD,1.11,5,1.09,1.11,10413,1.11,1.06,1.11,1.01,1.845,1.00,14.3,,0.19,1.10,12.88,2.73,40.7,1.0,0.91,
Aspen Grp stp,APZ,0.46,-,0.45,0.44,-,-,-,0.47,0.45,0.575,0.27,4.19,,-,0.68,9.11,-3.37,-,-1.0,-2.13,
Astro Jap Prop stp,AJA,0.35,1,0.345,0.35,13614,0.35,0.34,0.36,0.34,0.515,0.32,8.5,,-,0.76,24.29,-36.49,-,-1.5,-4.11,
Aurora Prop unt,AUP,5.01,-,5.05,5.15,-,-,-,5.01,5.01,5.40,4.40,-,,-,5.25,-,-,-,1.0,0.2,
Aust Education unt,AEU,0.57,2,0.55,0.57,3370,0.575,0.56,0.60,0.55,0.66,0.23,1.75,,5.37,1.29,3.07,9.4,6.1,-3.0,-5,
Bunnings Warehouse unt,BWP,1.92,1.5,1.915,1.925,6486,1.92,1.90,1.92,1.82,2.07,1.605,10.97,,1.27,1.83,5.71,13.89,13.8,2.0,1.05,
Carindale Prop unt,CDP,4.30,-,4.15,4.30,320,4.30,4.30,4.30,4.25,4.40,3.40,27.21,,1.00,5.56,6.33,27.08,15.9,5.0,1.18,
Centro Prop stp,CNP,0.18,0.5,0.18,0.185,25547,0.185,0.175,0.185,0.17,0.52,0.089,31.8,,-,-2.87,176.67,-113.25,-,-0.5,-2.7,
Centro Retail stp,CER,0.205,0.5,0.20,0.205,34211,0.205,0.19,0.215,0.185,0.265,0.087,0.37,,-,0.35,1.80,-18.43,-,-1.0,-4.65,
CFS Retail Prop unt,CFX,1.985,0.5,1.985,1.99,163183,2.00,1.97,2.00,1.885,2.12,1.575,12.5,,-,1.99,6.30,-1.9,-,7.5,3.93,
Challenger Div Pro stp,CDI,0.525,-0.5,0.52,0.53,8435,0.53,0.52,0.53,0.49,0.58,0.38,5.05,,0.09,0.65,9.62,0.46,114.1,1.0,1.94,
Challenger Winetr unt,CWT,0.22,-0.5,0.22,0.24,4527,0.25,0.22,0.27,0.22,0.36,0.22,5.65,,-,0.47,25.68,-14.59,-,-5.5,-20,
Charter Hall Grp forus,CHC,0.65,1.5,0.645,0.65,21510,0.65,0.635,0.65,0.59,0.79,0.403,2.6,,-,0.60,4.00,-23.57,-,1.0,1.56,
Charter Hall Office unt,CQO,0.265,0.5,0.26,0.265,259238,0.265,0.255,0.265,0.25,0.355,0.19,2.5,,4.01,0.44,9.43,10.03,2.6,-0.5,-1.85,
Charter Hall Retail unt,CQR,0.555,1,0.555,0.56,78823,0.56,0.545,0.56,0.525,0.735,0.445,6,,-,0.72,10.81,-45.58,-,-,-,
C'wlth Prop ord unt   ,CPA,0.965,-1.5,0.96,0.965,210719,0.99,0.96,0.99,0.925,1.045,0.735,6.85,,-,1.11,7.10,-11.41,-,1.5,1.58,
Compass Hotel stp,CXH,0.02,-,0.014,0.019,559,0.02,0.02,0.02,0.018,0.042,0.012,-,,-,0.20,-,-13.78,-,0.1,5.26,
Coonawarra Aust unt,CNR,0.079,-,-,0.08,-,-,-,0.079,0.079,0.20,0.079,0.8,,-,0.66,10.13,-14.8,-,-,-,
Cromwell Grp stp,CMW,0.655,-3,0.655,0.695,8665,0.695,0.655,0.695,0.655,0.85,0.50,7.5,,-,0.73,11.45,-5.5,-,-3.5,-5.07,
DEXUS Prop Grp stp,DXS,0.825,-0.5,0.825,0.83,304404,0.845,0.825,0.845,0.77,0.89,0.66,6.15,,-,0.95,7.45,-11.03,-,1.0,1.23,
Galileo Japan Tr unt,GJT,0.031,-,0.031,0.033,13551,0.032,0.031,0.033,0.031,0.086,0.03,0.02,,-,0.49,0.65,-12.82,-,-0.1,-3.13,
GEO Prop Grp stp,GPM,0.20,-,0.195,0.20,1848,0.20,0.195,0.20,0.185,0.25,0.096,1.5,f,-,0.37,7.50,-1.97,-,-,-,
Goodman Grp forus,GMG,0.66,0.5,0.655,0.66,337793,0.675,0.65,0.675,0.62,0.75,0.322,1.5,,-,0.50,2.27,-31.3,-,-1.5,-2.22,
GPT Grp stp,GPT,2.78,-7,2.76,2.84,120851,2.89,2.77,2.89,2.56,2.89,0.45,3.6,,-,0.69,1.29,-14.5,-,9.0,3.35,
Growthpoint Prop stp,GOZ,1.88,3,1.85,1.88,44,1.88,1.85,1.88,1.77,1.88,1.35,7.5,,-,2.03,3.99,-1.4,-,8.0,4.44,
ING Industrial Fd unt,IIF,0.375,0.5,0.37,0.375,240366,0.385,0.37,0.385,0.345,0.603,0.189,1.8,p,-,0.60,4.80,-78.3,-,-,-,
ING Office Fd stp,IOF,0.575,0.5,0.57,0.575,79671,0.58,0.57,0.58,0.54,0.67,0.43,5.05,,-,0.74,8.78,-16.7,-,-0.5,-0.86,
ING RE Com stp,ILF,0.056,-,0.056,0.057,2993,0.061,0.056,0.062,0.056,0.15,0.049,-,,-,0.26,-,-21.1,-,-0.8,-12.5,
ING Real Est Hlth unt,IHF,0.765,-1.5,0.765,0.78,334,0.77,0.765,0.78,0.765,0.84,0.66,8.17,,1.61,1.01,10.68,13.12,5.8,-2.0,-2.55,
ING Real Est Ente unt,IEF,0.095,0.2,0.095,0.098,403,0.098,0.095,0.11,0.091,0.31,0.091,2.75,,-,0.65,28.95,-28.3,-,-1.0,-9.52,
Living & Leisure Grp stp,LLA,0.019,-0.2,0.019,0.022,2332,0.022,0.019,0.022,0.019,0.037,0.017,-,,-,0.04,-,-0.29,-,0.1,5.56,
MacarthurCook PSF unt,MPS,0.082,-0.3,0.082,0.093,1293,0.085,0.082,0.085,0.077,0.135,0.056,1,,-,0.34,12.20,-21.12,-,0.5,6.49,
Macarthurcook Ind Pr unt,MIF,0.365,-2,0.365,0.39,260,0.385,0.365,0.385,0.365,0.41,0.16,1.3,,4.45,0.67,3.56,5.78,6.3,-2.0,-5.19,
Macq DDR Tr unt,MDT,0.054,0.1,0.053,0.055,9789,0.054,0.053,0.055,0.053,0.185,0.049,-,,-,0.32,-,-42.9,-,-,-,
  unt  def,MDTN,0.05,-,0.05,-,-,-,-,0.05,0.05,0.05,0.05,-,,-,-,-,-,-,-,-,
Mirvac Grp stp,MGR,1.375,1.5,1.375,1.38,242708,1.39,1.35,1.39,1.255,1.745,1.01,6.2,,-,-,4.51,-11.58,-,6.5,4.96,
Mirvac Industrial unt,MIX,0.04,0.2,0.039,0.042,8176,0.041,0.039,0.041,0.037,0.11,0.037,2.5,,-,0.17,62.50,-42.03,-,-,-,
Multiplex Acumen unt,MPF,0.053,-0.4,0.053,0.055,2788,0.058,0.053,0.061,0.048,0.18,0.048,-,,-,0.38,-,-31.97,-,0.2,3.92,
Multiplex European unt,MUE,0.14,1,0.135,0.14,1157,0.14,0.13,0.14,0.13,0.255,0.11,2.5,,2.43,0.27,17.86,6.08,2.3,1.0,7.69,
Multiplex Prime Ppty ctg,MAFCB,0.001,-,0.001,0.002,500,0.001,0.001,0.001,0.001,0.002,0.001,-,,-,-,-,-17.1,-,-,-,
Prime Retirement unt,PTN,0.082,0.1,0.082,0.085,4092,0.082,0.08,0.082,0.059,0.23,0.052,-,,-,0.46,-,-29.9,-,1.7,26.15,
Rabinov Prop Tr unt,RBV,0.665,-,0.60,0.665,150,0.665,0.665,0.665,0.665,0.665,0.50,9,,-,1.01,13.53,-0.39,-,-,-,
Real Estate Cap unt,RCU,0.115,-0.5,0.115,0.12,1095,0.12,0.115,0.12,0.115,0.22,0.10,3.59,,-,0.32,31.22,-16.57,-,-0.5,-4.17,
RNY Prop Tr unt,RNY,0.12,-,0.12,0.125,1020,0.125,0.12,0.125,0.11,0.155,0.074,2.25,,-,0.47,18.75,-20.16,-,0.5,4.35,
Stockland stp,SGP,3.94,4,3.91,3.96,139180,4.00,3.92,4.00,3.80,4.23,2.75,27.8,,-,-,7.06,-47.1,-,-2.0,-0.51,
Thakral Hldgs unt,THG,0.355,-,0.355,0.365,281,0.365,0.355,0.385,0.355,0.48,0.20,1,,-,0.85,2.82,-10.09,-,-1.0,-2.74,
Tishman Speyer unt,TSO,0.44,0.5,0.435,0.445,4043,0.445,0.435,0.445,0.41,0.495,0.23,-,,-,0.73,-,-123.55,-,-1.0,-2.22,
Trafalgar Corp stp,TGP,0.77,0.5,0.765,0.77,100,0.77,0.77,0.775,0.75,0.87,0.30,5,,-,1.57,6.49,-28.2,-,-0.5,-0.65,
Trinity Grp stp,TCQ,0.07,-0.4,0.07,0.074,1194,0.07,0.07,0.078,0.07,0.195,0.069,-,,-,0.22,-,-72.44,-,-1.0,-12.5,
Valad Prop forus,VPG,0.098,0.1,0.098,0.099,96287,0.10,0.098,0.10,0.096,0.18,0.059,-,,-,0.16,-,-47.3,-,-0.1,-1.01,
Westfield Grp stp,WDC,12.86,-4,12.73,12.88,119839,13.00,12.74,13.00,12.35,14.33,10.50,94,,-,10.47,7.31,-20.41,-,-1.0,-0.08,
Westpac Office Tr unt,WOT,0.845,0.5,0.835,0.845,14386,0.85,0.83,0.85,0.805,0.85,0.69,4.98,,0.39,0.84,5.89,1.96,43.1,2.5,3.05,
INDUSTRY GROUP: Real Estate - Real Estate Management & Development,,,,,,,,,,,,,,,,,,,,,,
AHC Ltd,AHC,2.10,-,-,2.10,-,-,-,2.10,2.10,2.45,2.00,-,,-,4.89,-,14.09,14.9,10.0,5,
Ariadne Aust,ARA,0.26,2,0.26,0.275,749,0.26,0.245,0.26,0.235,0.37,0.225,1,,-,0.32,3.85,-2.46,-,2.0,8.33,
Aust China Hldgs,AAK,0.004,-,0.004,0.005,-,-,-,0.004,0.004,0.016,0.002,-,,-,0.02,-,0.03,13.3,-,-,
