Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4643.0 at 16:36 14/5/2010  Report at 19:05 Friday 14/5/2010. Processed 20:07 Friday 14/5/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Gazal Corp,GZL,1.45,-,1.50,1.51,-,-,-,1.50,1.45,1.575,0.86,8,f,1.29,0.69,5.52,10.3,14.1,-,-,
GLG Corp Ltd,GLE,0.30,-,0.30,0.36,-,-,-,0.30,0.30,0.40,0.14,-,,-,0.49,-,7.78,3.9,-,-,
Globe Intl,GLB,0.42,-,0.42,0.44,-,-,-,0.44,0.42,0.525,0.15,-,,-,0.70,-,3.12,13.5,-,-,
GUD Hldgs,GUD,9.18,-2,9.01,9.24,1621,9.24,9.10,9.24,8.54,10.62,5.95,61,f,1.18,1.09,6.64,71.73,12.8,43.0,4.91,
Headline Grp Ltd,HLD,0.305,-,0.295,0.315,-,-,-,0.31,0.265,0.35,0.10,-,,-,0.08,-,-1.79,-,2.5,8.93,
Island Sky Aust,ISK,0.035,-1.6,0.037,0.051,150,0.042,0.035,0.051,0.035,0.287,0.035,-,,-,0.03,-,-2.07,-,-1.6,-31.37,
  opt nov11,ISKO,0.025,-,0.005,0.024,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kathmandu Hldgs,KMD,1.69,-0.5,1.65,1.70,10452,1.70,1.655,1.75,1.655,1.97,1.48,-,,-,-0.09,-,-0.17,-,3.0,1.81,
Kresta Hldgs,KRS,0.39,-1,0.38,0.40,20,0.39,0.39,0.40,0.335,0.46,0.11,3,f,1.52,0.18,7.69,4.57,8.5,5.0,14.71,
McPherson's Ltd,MCP,2.85,-,2.82,2.88,668,2.88,2.80,2.90,2.75,3.48,1.03,10,f,2.96,0.02,3.51,29.6,9.6,2.0,0.71,
Merchant House,MHI,0.16,-,0.12,0.16,-,-,-,0.16,0.16,0.18,0.10,1,,4.40,0.27,6.25,4.4,3.6,-,-,
Mesbon China Nylon,MES,0.11,-,0.105,0.11,-,-,-,0.13,0.10,0.14,0.061,0.5,,4.08,0.32,4.55,2.04,5.4,0.5,4.76,
Photo-Me Aust,PTO,0.005,-,0.005,0.007,-,-,-,0.007,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,-0.2,-28.57,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.10,-0.5,0.10,0.105,398,0.105,0.10,0.11,0.099,0.42,0.095,-,,-,0.03,-,2.41,4.1,0.3,3.09,
Shenhua Ltd,SHU,0.495,-,0.10,0.495,-,-,-,0.495,0.495,0.55,0.45,-,,-,-,-,5.2,9.5,-,-,
Tamawood Ltd,TWD,2.33,-,2.33,2.40,-,-,-,2.33,2.20,2.76,1.644,21,f,1.39,0.91,9.01,29.22,8.0,13.0,5.91,
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.33,-,-,0.33,-,-,-,0.35,0.33,0.35,0.23,-,,-,0.11,-,2.3,14.3,-2.0,-5.71,
TWT Grp Ltd,TWT,0.10,-,0.07,0.10,-,-,-,0.10,0.10,0.175,0.09,-,,-,0.31,-,-5.24,-,-,-,
Undercoverwear,UCW,0.25,-,0.25,0.29,-,-,-,0.27,0.25,0.35,0.20,2.25,f,-,0.09,9.00,-5.65,-,-2.0,-7.41,
Vmoto Ltd,VMT,0.14,-0.5,0.14,0.145,800,0.14,0.135,0.15,0.13,0.215,0.036,-,,-,0.02,-,-1.07,-,-,-,
Waterco Ltd,WAT,1.05,-,0.92,1.06,-,-,-,1.05,0.92,1.05,0.505,6,f,1.72,1.26,5.71,10.3,10.2,-,-,
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.135,2,0.13,0.14,445,0.135,0.115,0.135,0.105,0.22,0.065,-,,-,0.01,-,-4.95,-,2.0,17.39,
Aircruising Aust,AIG,0.11,-,-,0.10,-,-,-,0.11,0.11,0.11,0.10,-,,-,-0.11,-,-8.38,-,-,-,
Allied Brands Ltd,ABQ,0.092,0.1,0.091,0.092,1967,0.092,0.091,0.093,0.09,0.245,0.09,0.5,,4.60,0.06,5.43,2.3,4.0,-,-,
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,4.28,2,4.20,4.35,43031,4.31,4.23,4.37,4.04,5.75,3.37,4.5,,-,0.07,1.05,-31.3,-,17.0,4.14,
Artist & Entertain,AEM,0.013,0.2,0.012,0.014,19972,0.013,0.012,0.013,0.01,0.025,0.009,-,,-,-,-,-1.54,-,0.3,30,
Centrebet Internat,CIL,1.70,-,1.68,1.70,41,1.70,1.68,1.745,1.57,1.89,0.86,10.5,,1.02,0.11,6.18,10.7,15.9,13.0,8.28,
Crown Ltd,CWN,8.33,1,8.10,8.34,16116,8.33,8.21,8.33,7.74,9.39,6.41,37,p,-,3.24,4.44,-92.35,-,35.0,4.39,
Domino Pizza Enterpr,DMP,5.30,-,5.15,5.60,124,5.30,5.24,5.30,5.13,5.80,2.99,14,f,1.86,0.69,2.64,26,20.4,23.0,4.54,
Early Learning Serv,ELY,0.55,-6,0.55,0.595,229,0.60,0.55,0.61,0.55,0.685,0.07,-,,-,-0.27,-,-0.35,-,-8.0,-12.7,
eBet Ltd,EBT,0.095,-,0.091,0.095,753,0.095,0.093,0.095,0.091,0.105,0.044,-,,-,-0.01,-,0.52,18.3,-,-,
Eumundi Grp Ltd,EBG,0.041,-,0.041,0.05,101,0.041,0.041,0.041,0.041,0.081,0.03,-,,-,0.19,-,-6,-,-,-,
Flight Centre,FLT,18.64,-16,18.51,18.80,2813,18.92,18.52,19.30,18.02,21.43,7.00,26,f,2.44,2.56,1.39,63.4,29.4,17.0,0.92,
Garratt's Ltd,GRT,0.56,-,0.38,0.50,-,-,-,0.56,0.56,0.56,0.30,3,,1.43,0.14,5.36,4.28,13.1,-,-,
Integrated Legal,IAW,0.10,-,0.10,0.105,40,0.10,0.10,0.10,0.10,0.17,0.10,0.25,f,2.16,0.06,2.50,0.54,18.5,-,-,
Invocare Ltd,IVC,6.23,-2,6.20,6.28,1228,6.27,6.19,6.29,5.90,6.50,5.05,25.25,f,1.30,0.48,4.05,32.9,18.9,32.0,5.41,
Jetset Travelworld,JET,1.025,-1.5,1.01,1.10,600,1.025,1.01,1.10,1.00,1.70,0.68,3.6,f,0.63,0.12,3.51,2.28,45.0,2.5,2.5,
Kip McGrath Edu Cntr,KME,0.37,-,0.33,0.37,-,-,-,0.37,0.29,0.45,0.105,2,,8.59,-0.10,5.41,17.19,2.2,7.0,23.33,
Macro Corp Ltd,MAC,0.025,-,0.002,0.032,-,-,-,0.025,0.025,0.04,0.025,-,,-,0.08,-,-0.43,-,-,-,
National Leisure,NLG,0.012,-0.1,0.011,0.014,2500,0.014,0.012,0.015,0.011,0.044,0.006,-,,-,-0.32,-,0.34,3.5,-0.2,-14.29,
Navitas Ltd,NVT,4.97,-5,4.96,4.97,1262,5.00,4.93,5.06,4.70,5.56,2.49,16.9,f,0.99,-0.25,3.40,16.8,29.6,28.0,5.97,
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-,
Ocean Capital,OCE,0.25,-,0.255,0.34,-,-,-,0.25,0.25,0.40,0.24,1.5,,0.93,0.41,6.00,1.39,18.0,-,-,
Odyssey Gaming,ODG,0.045,-,0.045,-,-,-,-,0.045,0.043,0.07,0.017,-,,-,0.06,-,0.5,9.0,0.2,4.65,
Planet Platinum,PPN,0.26,-,0.20,0.26,-,-,-,0.26,0.26,0.30,0.135,2.06,,2.17,0.21,7.92,4.46,5.8,-,-,
Qld Trustees Invest,QTI,0.395,-,0.365,0.39,-,-,-,0.395,0.36,0.50,0.36,-,,-,0.78,-,1.02,38.7,3.5,9.72,
Reef Casino Tr unt,RCT,1.975,-0.5,1.97,2.00,590,2.00,1.975,2.00,1.97,2.15,1.70,24,,1.07,2.04,12.15,25.7,7.7,-2.5,-1.25,
Retail Food Grp,RFG,2.75,15,2.60,2.75,402,2.75,2.59,2.75,2.55,3.10,1.46,10,f,2.54,-0.70,3.64,25.4,10.8,10.0,3.77,
Sino Strategic Intl,SSI,0.395,-,0.31,0.395,-,-,-,0.395,0.395,0.92,0.30,-,,-,-0.05,-,-67,-,-,-,
Sky City Entertain,SKC,2.42,1,2.39,2.42,2004,2.42,2.41,2.47,2.38,2.89,2.03,11.69,,1.63,0.53,4.83,19.09,12.7,2.0,0.83,
Slater & Gordon,SGH,1.54,2.5,1.46,1.54,1588,1.54,1.515,1.54,1.50,1.82,1.425,5.25,f,3.16,0.82,3.41,16.6,9.3,4.0,2.67,
Stanfield Funds,SFN,0.01,-,0.01,0.013,-,-,-,0.01,0.01,0.028,0.009,-,,-,-0.01,-,-0.14,-,-,-,
Success Res Global,SGU,0.012,-,0.011,0.024,-,-,-,0.012,0.012,0.06,0.003,-,,-,-,-,1.26,1.0,-,-,
Superwoman Grp,SPG,0.007,-,0.002,0.006,-,-,-,0.009,0.007,0.016,0.007,-,,-,-,-,-0.39,-,-0.2,-22.22,
Tabcorp Hldgs Ltd,TAH,6.59,-2,6.56,6.60,21665,6.64,6.57,6.68,6.45,7.70,6.32,60,f,1.44,-1.53,9.10,86.1,7.7,12.0,1.85,
Tatts Grp Ltd,TTS,2.44,-1,2.43,2.44,18255,2.45,2.41,2.45,2.36,2.67,2.19,21,f,1.04,-0.51,8.61,21.9,11.1,7.0,2.95,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.36,-,0.34,-,-,-,-,0.36,0.36,1.30,0.046,-,,-,0.36,-,3,12.0,3.5,10.77,
Webjet Ltd,WEB,2.08,-7,2.08,2.12,2869,2.11,2.06,2.25,2.00,2.70,1.096,8,f,1.52,0.41,3.85,12.2,17.0,1.0,0.48,
Xiaoxiao Education,XXL,0.15,-,0.145,0.18,-,-,-,0.15,0.15,0.30,0.15,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.20,1.5,0.19,0.22,445,0.20,0.195,0.20,0.185,0.305,0.18,1,,-,0.07,5.00,-2.18,-,2.0,11.11,
Amalgamated Hldgs,AHD,5.75,4,5.75,5.80,186,5.79,5.75,6.00,5.69,6.24,3.73,35,f,1.96,4.65,6.09,68.5,8.4,5.0,0.88,
APN News & Media,APN,2.47,-3,2.40,2.51,7002,2.49,2.44,2.50,2.32,2.61,1.144,4,f,4.17,-0.78,1.62,16.7,14.8,9.0,3.78,
Aspermont Ltd,ASP,0.10,-,0.10,0.145,100,0.10,0.10,0.10,0.10,0.256,0.10,-,,-,-0.03,-,0.88,11.4,-,-,
Austar United,AUN,1.135,-,1.115,1.14,18210,1.14,1.125,1.145,1.11,1.465,0.715,-,,-,-0.31,-,4.7,24.1,1.0,0.89,
Austereo Grp Ltd,AEO,1.64,-,1.635,1.695,3897,1.655,1.635,1.73,1.61,1.925,1.21,9.1,f,1.32,-0.57,5.55,11.98,13.7,-3.0,-1.8,
Beyond Intl,BYI,0.73,-,0.73,0.74,-,-,-,0.74,0.73,0.78,0.50,6,,1.36,0.45,8.22,8.18,8.9,-1.0,-1.35,
Brisbane Broncos,BBL,0.36,-,0.33,0.35,-,-,-,0.36,0.33,0.40,0.31,0.5,f,1.78,0.12,1.39,0.89,40.4,-,-,
BSA Ltd,BSA,0.195,-,0.19,0.195,966,0.20,0.19,0.20,0.185,0.34,0.125,2,f,1.49,-0.01,10.26,2.99,6.5,-0.5,-2.5,
Commstrat Ltd,COJ,0.004,-,0.004,0.007,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.13,1,3.06,3.13,10952,3.13,3.07,3.13,3.04,3.44,2.13,16.5,f,3.48,0.88,5.27,57.44,5.4,6.0,1.95,
Facilitate Digital,FAC,0.076,-,0.065,0.10,-,-,-,0.078,0.076,0.149,0.035,-,,-,0.01,-,0.29,26.2,-0.2,-2.56,
Fairfax Media Ltd,FXJ,1.59,-2.5,1.58,1.60,200960,1.61,1.57,1.665,1.57,1.885,1.005,1.1,,8.45,-0.31,0.69,9.3,17.1,-1.5,-0.93,
Hyro Ltd,HYO,0.019,-,0.019,0.02,-,-,-,0.021,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,-0.1,-5,
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.47,4.5,0.47,0.48,3160,0.475,0.44,0.475,0.365,0.475,0.079,-,,-,-,-,-1.69,-,11.5,32.39,
Macq Radio,MRN,0.75,-,0.76,0.95,-,-,-,0.90,0.75,0.90,0.17,4,f,0.96,0.02,5.33,3.84,19.5,-15.0,-16.67,
MCM Entertainment Gr,MEG,0.18,-,0.01,0.15,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.009,-,0.009,0.015,-,-,-,0.01,0.009,0.25,0.009,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.025,-,0.023,0.027,-,-,-,0.029,0.024,0.045,0.017,-,,-,-,-,-1.06,-,0.3,13.64,
  opt jan12,MVHOA,0.003,-,0.001,-,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.92,2,0.88,0.92,645,0.92,0.90,0.93,0.88,0.985,0.52,4.4,f,1.50,-,4.78,6.6,13.9,3.0,3.37,
News Corp b voting,NWS,18.85,-29,18.84,18.88,45106,18.96,18.65,19.16,18.15,20.18,12.01,5.14,,14.51,0.45,0.27,74.58,25.3,24.0,1.29,
  a nonvote,NWSLV,16.20,-26,16.16,16.25,33573,16.29,16.02,16.46,15.58,17.56,10.40,12.87,,-,-,0.79,-,-,10.0,0.62,
Oohmedia Grp Ltd,OOH,0.145,-,0.145,0.15,-,-,-,0.145,0.14,0.145,0.06,-,,-,-0.08,-,1.3,11.2,0.5,3.57,
Pac Star Net,PNW,0.05,-,0.041,0.05,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,1.04,-1,1.04,1.06,355,1.05,1.035,1.075,0.98,2.182,0.98,9.5,f,1.87,-1.43,9.13,17.72,5.9,3.5,3.48,
Prime Media Grp,PRT,0.78,-,0.78,0.80,11731,0.79,0.76,0.79,0.73,0.86,0.455,2.2,f,-,-,2.82,-2.7,-,3.0,4,
Q Ltd,QXQ,0.074,-,0.058,0.072,-,-,-,0.075,0.065,0.198,0.056,-,,-,0.02,-,-237.1,-,0.7,10.45,
REA Grp,REA,11.70,25,11.51,11.73,1025,11.70,11.45,11.70,10.50,12.60,4.57,10,,1.00,0.45,0.85,10.04,116.5,98.0,9.14,
Resourc & En Grp,REZ,0.12,-,0.12,0.125,-,-,-,0.12,0.12,0.375,0.046,-,,-,0.07,-,-1.35,-,-,-,
Seven Network   ,SEV,7.41,-,-,-,-,-,-,7.41,7.41,8.09,5.03,34,f,7.60,9.70,4.59,258.43,2.9,-,-,
Sky Net,SKT,3.84,-,3.79,4.07,3713,-,-,3.90,3.84,4.15,3.05,11.39,,1.72,-0.47,2.97,19.63,19.6,-6.0,-1.54,
Sthn Cross Media,SXL,2.01,-6,1.79,2.10,16411,2.05,2.00,2.14,1.935,2.31,0.988,6.7,,-,-0.51,3.33,-36.65,-,5.0,2.55,
STW Comms,SGN,0.925,5,0.915,0.925,20097,0.93,0.90,0.93,0.815,0.95,0.485,3.5,f,2.09,0.15,3.78,7.32,12.6,4.5,5.11,
Ten Network Hldgs,TEN,1.815,-3,1.80,1.82,86383,1.835,1.80,1.86,1.74,1.94,0.81,2,,2.31,-0.29,1.10,4.62,39.3,4.5,2.54,
TPL Corp Ltd,TPL,0.022,0.2,0.022,0.024,2000,0.022,0.022,0.022,0.02,0.028,0.003,-,,-,-,-,-0.21,-,0.2,10,
Two Way Ltd,TTV,0.04,-,0.035,0.04,250,0.04,0.04,0.043,0.03,0.078,0.02,-,,-,0.01,-,-3.44,-,1.0,33.33,
Village Roadshow,VRL,2.25,2,2.16,2.24,49,2.25,2.25,2.35,2.16,2.54,0.88,3.75,,11.12,-1.97,1.67,41.69,5.4,5.0,2.27,
  'a' pref,VRLPA,2.44,-,2.20,2.40,-,-,-,2.44,2.20,2.71,0.54,3.75,,-,-,1.54,-,-,24.0,10.91,
WAG Ltd,WAG,0.009,-,0.007,0.009,-,-,-,0.009,0.008,0.011,0.003,-,,-,-,-,-0.01,-,0.1,12.5,
West Aust News,WAN,7.46,-14,7.45,7.55,4483,7.61,7.46,7.73,7.29,8.48,3.96,29,f,1.29,-,3.89,37.3,20.0,2.0,0.27,
World Wide Ent Grp,WWG,0.085,-,0.08,0.095,-,-,-,0.085,0.085,0.20,0.055,-,,-,-,-,3.05,2.8,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.65,94,3.50,3.50,3.50,3.50,3.70,2.00,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.011,-,0.009,0.01,-,-,-,0.011,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,0.1,10,
  opt dec11,ASCO,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.04,-0.5,0.041,0.049,50,0.04,0.04,0.045,0.04,0.078,0.019,-,,-,-0.09,-,7.75,0.5,-0.5,-11.11,
AP Eagers Ltd,APE,12.72,-,12.71,12.75,-,-,-,12.75,12.70,13.55,6.60,62,f,1.96,8.81,4.87,121.6,10.5,-3.0,-0.24,
ARB Corp,ARP,6.00,-10,5.95,6.01,2251,6.10,5.91,6.19,5.80,6.19,3.167,17.5,f,2.31,1.22,2.92,40.44,14.8,15.0,2.56,
Automotive Hldgs,AHE,2.48,-4,2.47,2.55,3212,2.52,2.48,2.54,2.39,2.88,1.22,17,f,1.66,0.75,6.85,28.14,8.8,7.0,2.9,
Beyond Sportswear,BSI,0.016,-0.1,0.016,0.022,200,0.016,0.016,0.017,0.014,0.045,0.007,-,,-,-0.01,-,-0.57,-,-0.2,-11.11,
Breville Grp Ltd,BRG,2.10,-,2.10,2.25,48,2.10,2.10,2.25,2.10,2.45,0.70,7.5,,1.68,0.59,3.57,12.62,16.6,-15.0,-6.67,
Cash Convert ord/div   ,CCV,0.615,0.5,0.61,0.615,3940,0.615,0.59,0.62,0.58,0.71,0.40,3,f,2.32,0.23,4.88,6.97,8.8,2.0,3.36,
Clive Peeters,CPR,0.14,-,0.14,0.145,2394,0.15,0.14,0.15,0.10,0.74,0.10,-,,-,0.27,-,-7.6,-,3.5,33.33,
Country Road Ltd,CTY,3.65,-,3.10,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-,
David Jones Ltd,DJS,4.43,-5,4.41,4.43,18452,4.46,4.40,4.51,4.38,5.96,3.45,29,f,1.14,1.22,6.55,33,13.4,-,-,
Fantastic Hldgs,FAN,2.68,-6,2.58,2.67,28,2.70,2.67,2.89,2.67,4.29,2.27,11.75,f,2.06,0.81,4.38,24.21,11.1,-15.0,-5.3,
Harvey Norman,HVN,3.48,2,3.47,3.50,48436,3.50,3.40,3.50,3.24,4.85,2.75,13,f,1.98,2.10,3.74,25.78,13.5,20.0,6.1,
Hire Intelligence,HII,0.105,-,0.105,0.135,-,-,-,0.12,0.105,0.20,0.105,1,,0.98,-,9.52,0.98,10.7,-1.5,-12.5,
JB Hi-Fi Ltd,JBH,19.33,-25,19.31,19.39,9035,19.53,19.24,19.67,18.84,23.71,12.00,62,f,1.67,1.71,3.21,103.42,18.7,35.0,1.84,
Joyce Corp,JYC,0.37,-,0.37,0.39,-,-,-,0.39,0.37,0.58,0.37,3.5,,-,0.67,9.46,-8.49,-,-2.0,-5.13,
Manaccom Corp Ltd,MNL,0.28,5,0.245,0.28,720,0.28,0.25,0.28,0.225,0.55,0.20,0.5,,14.36,-,1.79,7.18,3.9,2.0,7.69,
Myer Hldgs Ltd,MYR,3.11,1,3.11,3.13,29438,3.13,3.08,3.14,3.04,3.98,3.01,10.5,f,0.39,-0.21,3.38,4.1,75.9,-1.0,-0.32,
Nick Scali Ltd,NCK,1.50,-,1.45,1.48,-,-,-,1.50,1.31,1.75,0.55,10.5,f,1.00,0.22,7.00,10.46,14.3,-,-,
Noni B Ltd,NBL,1.25,-,1.25,1.295,111,1.25,1.25,1.30,1.25,1.50,0.81,6,f,1.77,0.51,4.80,10.6,11.8,-,-,
Orotongrp Ltd,ORL,6.87,13,6.87,6.96,229,6.98,6.76,6.98,6.30,7.21,2.885,44,f,1.25,0.74,6.40,54.92,12.5,57.0,9.05,
Pac Brands,PBG,1.095,-0.5,1.07,1.10,29573,1.105,1.09,1.115,1.045,1.52,0.71,-,,-,-0.04,-,-7.6,-,4.5,4.29,
Premier Invest,PMV,6.75,5,6.60,6.75,4224,6.78,6.67,6.78,6.55,8.934,4.433,36,f,1.38,2.19,5.33,49.85,13.5,13.0,1.96,
Quickflix Ltd,QFX,0.057,-0.6,0.057,0.06,537,0.063,0.057,0.063,0.055,0.09,0.045,-,,-,-,-,-1.64,-,-0.5,-8.06,
RCG Corp Ltd,RCG,0.50,-2,0.50,0.525,200,0.50,0.50,0.52,0.50,0.64,0.265,2.25,f,1.19,0.09,4.50,2.67,18.7,1.0,2.04,
Ruralco Hldgs,RHL,2.66,-2,2.65,2.80,38,2.68,2.66,2.74,2.65,3.00,1.72,12,f,1.33,1.76,4.51,15.97,16.7,1.0,0.38,
Specialty Fashion,SFH,1.15,-1.5,1.145,1.16,2951,1.165,1.15,1.24,1.145,1.65,0.375,4,f,4.45,0.25,3.48,17.8,6.5,-,-,
Super Cheap Auto ,SUL,5.58,4,5.57,5.59,1478,5.63,5.54,5.65,5.46,5.95,3.12,20,f,1.60,0.74,3.58,31.9,17.5,-7.0,-1.24,
The Reject Shop,TRS,16.05,-10,16.00,16.26,737,16.08,15.78,16.53,15.50,17.39,10.51,62,f,1.39,2.17,3.86,86.4,18.6,44.0,2.82,
Thorn Grp Ltd,TGA,1.11,-1,1.11,1.12,715,1.125,1.095,1.125,1.04,1.28,0.58,5.47,f,2.46,0.47,4.93,13.43,8.3,8.0,7.77,
TVN Corp Ltd,TVN,0.012,-,0.01,0.012,-,-,-,0.012,0.01,0.013,0.004,-,,-,-,-,-0.14,-,0.2,20,
Vita Grp Ltd,VTG,0.25,-0.5,0.25,0.27,100,0.25,0.25,0.255,0.23,0.345,0.085,-,,-,-0.05,-,6.56,3.8,-,-,
Warehouse Grp,WHS,2.93,-,2.88,2.98,-,-,-,2.93,2.90,3.694,2.766,17.83,,1.22,0.83,6.09,21.82,13.4,3.0,1.03,
