Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4479.0 at 16:37 28/5/2010  Report at 19:06 Friday 28/5/2010. Processed 07:19 Saturday 29/5/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobile & Components,,,,,,,,,,,,,,,,,,,,,,
Grandbridge Ltd,GBA,0.14,1,0.135,0.155,300,0.14,0.14,0.15,0.13,0.23,0.04,-,,-,0.27,-,11.7,1.2,-1.0,-6.67,
Hastings High Yld unt,HHY,1.14,-14,1.14,1.175,5232,1.20,1.12,1.315,1.12,1.44,1.08,17.01,,1.38,1.89,14.92,23.53,4.8,-14.0,-10.94,
HFA Accelerator Plus,HAP,0.31,0.5,0.31,0.315,1353,0.31,0.305,0.31,0.285,0.335,0.115,-,,-,0.46,-,10.98,2.8,1.5,5.08,
Hillcrest Litigat,HLS,0.058,-,0.06,0.069,-,-,-,0.058,0.058,0.11,0.058,-,,-,0.08,-,1.26,4.6,-,-,
Hunter Hall Global,HHV,0.77,1.5,0.75,0.78,1591,0.77,0.755,0.77,0.74,0.86,0.67,-,,-,1.03,-,18.37,4.2,3.0,4.05,
Hyperion Flagship,HIP,1.40,-,1.39,1.50,-,-,-,1.45,1.40,1.52,1.15,8.5,f,-,1.58,6.07,-0.54,-,-5.0,-3.45,
IMF (Aust) Ltd,IMF,1.52,2,1.51,1.52,842,1.54,1.50,1.545,1.455,1.98,1.25,15,f,0.55,0.32,9.87,8.22,18.5,-1.0,-0.65,
India Equities Fund,INE,0.575,1.5,0.57,0.585,33466,0.585,0.565,0.585,0.54,0.597,0.40,-,,-,0.73,-,-1.95,-,11.0,23.66,
  opt aug10,INEO,0.155,-,-,-,-,-,-,0.16,0.14,0.18,0.05,-,,-,-,-,-,-,9.5,158.3,
ING Private Equity,IPE,0.24,-,0.23,0.245,547,0.24,0.24,0.245,0.24,0.315,0.165,-,,-,0.48,-,-3.49,-,1.0,4.35,
Investorfirst Ltd,INQ,0.07,-,0.07,0.078,550,0.071,0.07,0.074,0.07,0.15,0.07,-,,-,0.04,-,-1.36,-,-0.1,-1.41,
Ipernica Ltd,IPR,0.076,-,0.077,0.085,-,-,-,0.085,0.076,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.4,-15.56,
Ironbark Capital,IBC,0.435,-,0.43,0.45,-,-,-,0.44,0.43,0.50,0.38,2.5,f,3.07,0.54,5.75,7.68,5.7,0.5,1.16,
Katana Capital,KAT,0.65,-,0.605,0.65,-,-,-,0.655,0.65,0.85,0.50,2,f,15.41,1.00,3.08,30.82,2.1,-0.5,-0.76,
Keybridge Capital,KBC,0.09,-0.4,0.09,0.093,1274,0.094,0.09,0.098,0.089,0.15,0.063,-,,-,0.50,-,-98.55,-,-,-,
London City Equities,LCE,0.39,-,0.38,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.012,-,0.01,0.015,-,-,-,0.012,0.012,0.025,0.011,-,,-,-0.01,-,-7.96,-,-,-,
Macq Winton ord unt,MWG,1.25,5,1.215,1.28,87,1.25,1.215,1.275,1.20,1.31,1.05,-,,-,1.32,-,-2.09,-,-3.0,-2.34,
Magellan Flagship,MFF,0.65,-,0.65,0.66,1962,0.66,0.645,0.675,0.64,0.69,0.495,-,,-,0.78,-,3.04,21.4,0.5,0.78,
Mariner Corp Ltd,MCX,0.004,-,0.004,0.005,200,0.004,0.004,0.004,0.004,0.016,0.004,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.045,-1,0.033,0.05,1150,0.045,0.044,0.055,0.044,0.09,0.008,-,,-,0.32,-,28.23,0.2,-1.0,-18.18,
Milton Corp,MLT,16.36,26,16.35,16.50,116,16.58,16.17,16.70,16.00,19.40,14.25,70,f,0.64,18.37,4.28,44.7,36.6,46.0,2.89,
Mirrabooka Invest,MIR,1.635,4,1.62,1.65,203,1.635,1.60,1.665,1.55,2.28,1.445,10,f,-,1.84,6.12,-6.9,-,8.0,5.14,
MMC Contrarian,MMA,0.54,1,0.54,0.56,1972,0.555,0.53,0.555,0.525,0.565,0.375,-,,-,0.66,-,-1.34,-,1.5,2.86,
Money3 Corp,MNY,0.41,-,0.45,0.50,-,-,-,0.41,0.41,0.60,0.39,3.4,f,1.02,0.30,8.29,3.46,11.8,-,-,
Multi Channel,MUT,0.004,-,0.004,0.006,-,-,-,0.005,0.004,0.007,0.002,-,,-,-,-,-43.27,-,-0.1,-20,
Murchison Hldgs,MCH,0.50,2,0.48,0.50,23,0.50,0.48,0.50,0.48,0.80,0.45,-,,-,1.28,-,10.13,4.9,-,-,
NSX Ltd,NSX,0.185,-,0.15,0.19,-,-,-,0.185,0.185,0.289,0.165,-,,-,0.09,-,-4.95,-,-0.5,-2.63,
Oncard Intl,ONC,0.11,1,0.10,0.11,50,0.11,0.11,0.115,0.095,0.24,0.095,-,,-,0.13,-,0.73,15.1,1.0,10,
Orchid Capital,ORC,0.045,-,0.038,0.05,-,-,-,0.045,0.045,0.045,0.006,-,,-,0.01,-,0.69,6.5,0.3,7.14,
  opt feb12,ORCOA,0.012,-,0.011,0.015,-,-,-,0.012,0.01,0.012,0.001,-,,-,-,-,-,-,0.2,20,
Orion Equities,OEQ,0.505,-,0.43,0.58,-,-,-,0.505,0.505,0.64,0.41,-,,-,1.60,-,33.16,1.5,-,-,
Over Fifty Grp,OFG,0.55,-,0.55,0.585,1061,0.55,0.55,0.58,0.55,1.09,0.405,2.5,p,0.10,0.52,4.55,0.26,211.5,0.5,0.92,
Ozgrowth Ltd,OZG,0.155,-0.5,0.145,0.155,1350,0.155,0.15,0.16,0.15,0.175,0.12,0.3,f,20.67,0.23,1.94,6.2,2.5,-,-,
Peters MacGregor,PET,0.625,-,0.63,0.69,-,-,-,0.66,0.625,0.70,0.51,-,,-,0.99,-,13.67,4.6,-3.5,-5.3,
Plan B Grp Hld,PLB,0.75,-,0.50,0.70,-,-,-,0.75,0.75,0.89,0.50,2.7,f,0.62,0.09,3.60,1.68,44.6,-,-,
Platinum Capital,PMC,1.46,-1.5,1.46,1.47,373,1.47,1.45,1.50,1.37,1.85,1.36,10,f,1.96,1.35,6.85,19.55,7.5,5.0,3.55,
Premium Investors,PRV,0.70,1.5,0.685,0.70,324,0.70,0.685,0.70,0.67,0.93,0.62,3.5,f,3.01,0.96,5.00,10.55,6.6,3.0,4.48,
Prime Financial,PFG,0.21,-,0.205,0.21,515,0.21,0.205,0.215,0.195,0.34,0.11,0.75,f,3.11,0.14,3.57,2.33,9.0,-,-,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.06,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.087,-,0.083,0.087,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-,
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Questus Ltd,QSS,0.06,-,0.055,0.06,-,-,-,0.06,0.058,0.153,0.058,-,,-,0.15,-,1.54,3.9,-,-,
Redcape Prop Grp stp,RPF,0.265,4.5,0.24,0.28,190,0.265,0.24,0.265,0.20,0.45,0.175,4,,5.44,0.32,15.09,21.74,1.2,1.5,6,
RIMCapital Ltd,RMC,0.03,-,0.027,0.033,-,-,-,0.03,0.03,0.10,0.025,-,,-,0.03,-,-0.02,-,-0.3,-9.09,
Robe Aust Ltd,ROB,0.006,-0.2,0.006,0.008,1000,0.006,0.006,0.009,0.006,0.024,0.005,-,,-,-,-,-4.59,-,-0.3,-33.33,
Souls Private Equity,SOE,0.085,0.1,0.085,0.088,3093,0.089,0.083,0.09,0.083,0.12,0.074,-,,-,0.19,-,0.09,94.4,-0.3,-3.41,
  opt feb15,SOEOA,0.012,-0.1,0.012,0.015,1075,0.013,0.012,0.014,0.012,0.02,0.008,-,,-,-,-,-,-,-0.1,-7.69,
Strategic Pooled,SPD,0.11,1,0.10,0.12,433,0.11,0.089,0.11,0.089,0.18,0.089,-,,-,0.14,-,0.52,21.2,-,-,
Sunvest Corp,SVS,0.275,-,0.275,0.40,-,-,-,0.275,0.275,0.28,0.22,-,,-,0.42,-,-3.56,-,-,-,
Sylvastate Ltd,SYL,3.50,-,3.33,3.45,-,-,-,3.50,3.50,4.09,2.82,21,f,0.41,3.95,6.00,8.56,40.9,-,-,
Tag Pacific Ltd,TAG,0.20,-,0.12,0.20,-,-,-,0.20,0.20,0.27,0.12,0.75,,4.80,0.33,3.75,3.6,5.6,-,-,
Templeton Global,TGG,0.78,1.5,0.77,0.80,1182,0.79,0.76,0.80,0.76,0.885,0.685,-,,-,1.01,-,-2.8,-,-,-,
Thinksmart Ltd,TSM,0.84,-1,0.84,0.85,390,0.89,0.84,0.90,0.77,1.11,0.45,3.5,f,1.53,0.11,4.17,5.35,15.7,-3.0,-3.45,
Tidewater Invest,TDI,0.20,-,0.22,0.25,-,-,-,0.20,0.20,0.29,0.127,1.5,f,6.07,0.30,7.50,9.1,2.2,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.17,371,0.15,0.15,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
Trojan Equity,TJN,0.505,1,0.50,0.52,230,0.505,0.465,0.51,0.465,0.55,0.28,-,,-,0.61,-,4.6,11.0,-0.5,-0.98,
Van Eyk Three Pillar,VTP,0.81,0.5,0.83,0.85,1250,0.81,0.81,0.84,0.805,0.955,0.72,2.5,f,7.56,1.09,3.09,18.9,4.3,1.0,1.25,
Verus Invest,VIL,0.028,-,0.028,0.028,-,-,-,0.028,0.025,0.095,0.004,-,,-,-,-,-0.36,-,0.1,3.7,
  opt jun10,VILO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.03,0.001,-,,-,-,-,-,-,-,-,
Vesture Ltd,VES,0.085,-,0.08,0.155,-,-,-,0.085,0.085,0.10,0.006,-,,-,-0.28,-,0.93,9.1,-,-,
Wallace Absolute,WAB,0.036,-,0.023,0.033,-,-,-,0.036,0.036,0.074,0.023,-,,-,0.04,-,-37.93,-,-,1.3,
WAM Active Ltd,WAA,0.995,-,0.94,0.99,60,0.995,0.995,0.995,0.97,1.175,0.734,5,f,6.18,1.23,5.03,30.89,3.2,2.5,2.58,
  opt apr11,WAAO,0.015,-,0.016,0.03,-,-,-,0.015,0.015,0.03,0.015,-,,-,-,-,-,-,-,-,
WAM Capital Ltd,WAM,1.17,1.5,1.165,1.17,1198,1.19,1.17,1.21,1.135,1.355,0.97,8,f,4.81,1.63,6.84,38.5,3.0,-0.5,-0.43,
Westoz Inv Ltd,WIC,1.02,-,1.005,1.02,644,1.02,1.00,1.05,1.00,1.20,0.985,2.5,f,9.00,1.52,2.45,22.5,4.5,-3.0,-2.86,
  opt jun12,WICO,0.11,-,0.11,0.14,-,-,-,0.12,0.11,0.25,0.075,-,,-,-,-,-,-,-1.0,-8.33,
Whitefield Ltd,WHF,3.00,2,2.97,3.06,254,3.07,2.98,3.07,2.92,3.63,2.47,17,f,0.09,3.66,5.67,1.54,194.8,5.0,1.69,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.67,0.5,0.66,0.67,579,0.67,0.66,0.69,0.645,0.805,0.555,4.6,f,0.24,0.94,6.87,1.09,61.5,1.0,1.52,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.32,-,2.35,2.40,-,-,-,2.38,2.32,2.811,2.32,10,f,-,3.06,4.31,-15.94,-,-3.0,-1.28,
Guinness Peat cdi,GPG,0.55,-1,0.55,0.555,3143,0.565,0.545,0.595,0.545,0.682,0.468,1.66,,-,0.83,3.02,-4.03,-,-3.2,-5.47,
Soul Pattinson,SOL,12.94,51,12.79,13.00,87,13.00,12.57,13.05,12.38,15.38,9.736,33,f,3.76,11.11,2.55,124.07,10.4,14.0,1.09,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,0.975,1.5,0.97,0.98,253,1.00,0.975,1.06,0.95,1.40,0.53,8,f,1.41,0.25,8.21,11.3,8.6,-4.5,-4.41,
BT Invest Mngmnt,BTT,2.36,6,2.34,2.50,1695,2.40,2.32,2.40,2.20,3.34,1.92,10.4,f,1.42,0.32,4.41,14.76,16.0,3.0,1.29,
CI Res Ltd,CII,0.78,-,0.78,0.88,-,-,-,0.79,0.78,1.03,0.78,2,,4.09,0.47,2.56,8.18,9.5,-0.5,-0.64,
CVC Ltd,CVC,0.80,4,0.80,0.805,988,0.80,0.78,0.80,0.75,0.82,0.52,2,f,-,1.23,2.50,-5.51,-,-,-,
Equity Tr,EQT,15.15,-,15.15,15.50,32,15.50,15.15,15.75,15.15,19.50,13.20,110,f,0.83,2.62,7.26,91.82,16.5,-32.0,-2.07,
Euroz Ltd,EZL,1.30,2.5,1.275,1.30,260,1.31,1.28,1.31,1.16,1.69,0.86,8.5,f,1.64,-,6.54,13.94,9.3,5.0,4,
  opt mar14,EZLO,0.45,-10,0.45,0.71,10,0.45,0.45,0.55,0.45,0.91,0.325,-,,-,-,-,-,-,-10.0,-18.18,
Henderson Grp cdi,HGG,2.36,8,2.30,2.37,15640,2.37,2.29,2.37,2.19,2.67,1.65,10.69,,0.30,-0.18,4.53,3.23,73.1,6.0,2.61,
HFA Hldgs Ltd,HFA,0.19,0.5,0.19,0.195,4215,0.195,0.185,0.20,0.18,0.43,0.145,-,,-,-0.20,-,-0.33,-,-0.5,-2.56,
Hunter Hall Intl,HHL,5.76,-4,5.72,5.95,165,5.80,5.74,5.90,5.58,7.90,4.70,47,f,1.25,1.73,8.16,58.95,9.8,21.0,3.78,
IOOF Hldgs Ltd,IFL,6.32,9,6.30,6.34,5847,6.41,6.29,6.41,5.94,7.40,3.682,21,f,0.93,0.56,3.32,19.5,32.4,23.0,3.78,
K2 Asset Mgmt,KAM,0.55,5,0.505,0.55,115,0.56,0.55,0.59,0.50,0.87,0.28,-,,-,0.04,-,1.74,31.6,-,-,
Macq Grp Ltd,MQG,44.10,82,44.06,44.18,28533,44.46,44.04,44.54,42.08,58.80,32.28,186,,1.72,25.82,4.22,320.2,13.8,36.0,0.82,
Magellan Fin Grp,MFG,1.035,1,1.025,1.05,731,1.07,1.035,1.10,1.01,1.10,0.49,-,,-,-,-,0.6,172.5,3.5,3.5,
  opt jun11,MFGOB,0.10,-,0.10,0.195,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.145,-,0.14,0.28,-,-,-,0.20,0.145,0.20,0.012,-,,-,-,-,-,-,-5.5,-27.5,
Oceania Capital,OCP,2.59,4,2.58,2.64,59,2.63,2.57,2.63,2.48,3.05,1.898,6,,2.31,5.01,2.32,13.88,18.7,1.0,0.39,
Perpetual Ltd,PPT,30.80,62,30.68,30.99,1532,31.15,30.52,31.52,29.20,41.39,25.23,165,f,1.11,4.46,5.36,183.4,16.8,-77.0,-2.44,
Platinum Asset,PTM,4.99,16,4.98,4.99,3891,4.99,4.79,4.99,4.54,6.34,3.52,20,f,1.17,-,4.01,23.41,21.3,32.0,6.85,
Snowball Grp,SNO,0.42,-,0.40,0.42,-,-,-,0.42,0.40,0.47,0.32,3.25,f,0.83,-0.03,7.74,2.71,15.5,2.0,5,
Treasury Grp,TRG,5.17,8,5.17,5.35,182,5.33,5.15,5.33,4.90,6.30,4.11,22,f,1.61,2.37,4.26,35.42,14.6,5.0,0.98,
Trust Co Ltd,TRU,5.84,13,5.81,6.00,127,5.84,5.80,5.84,5.65,6.70,5.00,33.7,f,1.00,0.02,5.77,33.8,17.3,19.0,3.36,
Wilson Htm Invest,WIG,1.54,-6,1.54,1.60,211,1.54,1.50,1.60,1.50,2.26,1.00,4,f,2.71,0.76,2.60,10.83,14.2,-6.0,-3.75,
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,5.65,22,5.60,5.66,122945,5.68,5.53,5.68,5.31,6.97,4.55,30,p,1.24,0.80,5.31,37.1,15.2,21.0,3.86,
Austbrokers Hldgs,AUB,4.87,-,4.79,4.87,61,4.87,4.84,4.87,4.77,5.65,3.83,21,f,1.55,0.92,4.31,32.49,15.0,6.0,1.25,
AXA Asia Pacific,AXA,5.85,15,5.80,5.86,77828,5.85,5.72,5.85,5.55,6.72,3.51,18.5,p,1.89,1.12,3.16,34.89,16.8,19.0,3.36,
Calliden Grp,CIX,0.24,-,0.24,0.245,1512,0.24,0.235,0.245,0.235,0.385,0.23,1,f,-,0.21,4.17,-0.17,-,-,-,
Insurance Aust Grp,IAG,3.65,7,3.61,3.66,108611,3.66,3.59,3.66,3.41,4.21,3.32,14.5,f,1.73,1.29,3.97,25.07,14.6,17.0,4.89,
NIB Hldgs Ltd,NHF,1.255,0.5,1.255,1.26,2499,1.27,1.245,1.27,1.20,1.45,0.80,6.4,f,2.03,0.75,5.10,13,9.7,0.5,0.4,
QBE Insurance Grp,QBE,19.62,25,19.62,19.64,75127,19.88,19.55,20.26,19.13,25.70,18.56,128,p,1.54,5.16,6.52,196.5,10.0,-40.0,-2,
Suncorp-Metway,SUN,8.14,13,8.12,8.15,87651,8.15,8.06,8.28,7.86,9.59,5.84,35,f,0.98,5.43,4.30,34.21,23.8,14.0,1.75,
Tower Aust,TAL,2.27,12,2.22,2.34,12741,2.35,2.17,2.38,2.01,3.35,2.01,5.25,,2.46,1.00,2.31,12.9,17.6,-5.0,-2.16,
Tower Ltd,TWR,1.50,7,1.50,1.52,828,1.51,1.48,1.555,1.43,1.75,1.244,7.07,,2.82,1.20,4.71,19.94,7.5,-4.0,-2.6,
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stp,ABP,0.385,0.5,0.385,0.39,34131,0.39,0.38,0.39,0.37,0.48,0.325,5.75,,-,0.60,14.94,-2.32,-,1.0,2.67,
Agricultural Land unt,AGJ,0.15,-,0.15,0.165,-,-,-,0.15,0.15,0.19,0.13,2.12,,-,0.38,14.13,-2.28,-,-,-,
ALE Prop Grp stp,LEP,2.19,4,2.16,2.19,143,2.19,2.17,2.19,2.10,2.43,1.871,27,,3.55,2.39,12.33,95.98,2.3,5.0,2.34,
APN European Retail stp,AEZ,0.031,0.1,0.031,0.032,6837,0.033,0.03,0.033,0.03,0.115,0.03,-,,-,0.24,-,-11.22,-,-0.2,-6.06,
Ardent Leisure stp,AAD,1.065,2.5,1.04,1.065,10699,1.07,1.04,1.09,1.00,1.845,1.00,14.3,,0.19,1.10,13.43,2.73,39.0,-1.5,-1.39,
Aspen Grp stp,APZ,0.48,2,0.48,0.485,3958,0.49,0.47,0.49,0.455,0.575,0.27,4.19,,-,0.68,8.73,-3.37,-,2.0,4.35,
Astro Jap Prop stp,AJA,0.355,-,0.355,0.365,20340,0.365,0.355,0.375,0.35,0.515,0.32,8.5,,-,0.76,23.94,-36.49,-,-,-,
Aurora Prop unt,AUP,4.95,-,4.96,4.99,4,4.95,4.95,4.95,4.95,5.40,4.35,-,,-,5.25,-,-,-,-,-,
Aust Education unt,AEU,0.50,-,0.485,0.51,1222,0.51,0.50,0.545,0.49,0.60,0.23,1.75,,5.37,1.29,3.50,9.4,5.3,1.0,2.04,
Bunnings Warehouse unt,BWP,1.92,7,1.85,1.92,4973,1.92,1.86,1.92,1.81,2.07,1.605,10.97,,1.27,1.83,5.71,13.89,13.8,6.0,3.23,
Carindale Prop unt,CDP,4.25,-,4.13,4.26,-,-,-,4.28,4.13,4.40,3.35,27.21,,1.00,5.56,6.40,27.08,15.7,11.0,2.66,
Centro Prop stp,CNP,0.185,1,0.185,0.19,24193,0.19,0.185,0.195,0.175,0.52,0.088,31.8,,-,-2.87,171.89,-113.25,-,0.5,2.78,
Centro Retail stp,CER,0.215,1,0.215,0.22,46696,0.22,0.21,0.23,0.20,0.265,0.082,0.37,,-,0.35,1.72,-18.43,-,-,-,
CFS Retail Prop unt,CFX,1.935,4,1.915,1.935,57892,1.935,1.915,1.935,1.875,2.12,1.575,12.5,,-,1.99,6.46,-1.9,-,4.0,2.11,
Challenger Div Pro stp,CDI,0.495,1,0.49,0.50,6668,0.495,0.495,0.54,0.48,0.58,0.372,5.05,,0.09,0.65,10.20,0.46,107.6,-2.0,-3.88,
Challenger Winetr unt,CWT,0.26,-,0.26,0.275,924,0.275,0.255,0.275,0.255,0.36,0.25,5.65,,-,0.47,21.73,-14.59,-,-1.0,-3.7,
Charter Hall Grp forus,CHC,0.63,3,0.605,0.63,37532,0.63,0.605,0.64,0.57,0.79,0.403,2.6,,-,0.60,4.13,-23.57,-,1.0,1.61,
Charter Hall Office unt,CQO,0.265,0.5,0.26,0.265,218424,0.27,0.26,0.275,0.24,0.355,0.19,2.5,,4.01,0.44,9.43,10.03,2.6,-0.5,-1.85,
Charter Hall Retail unt,CQR,0.525,1.5,0.525,0.53,106074,0.535,0.515,0.535,0.49,0.735,0.435,6,,-,0.72,11.43,-45.58,-,3.0,6.06,
C'wlth Prop ord unt   ,CPA,0.94,2.5,0.935,0.94,60976,0.94,0.915,0.94,0.88,1.045,0.735,6.85,,-,1.11,7.29,-11.41,-,6.5,7.43,
Compass Hotel stp,CXH,0.019,0.1,0.019,0.02,3361,0.019,0.019,0.019,0.012,0.045,0.012,-,,-,0.20,-,-13.78,-,0.2,11.76,
Coonawarra Aust unt,CNR,0.12,-,0.057,0.08,-,-,-,0.12,0.12,0.20,0.10,0.8,,-,0.66,6.67,-14.8,-,-,-,
Cromwell Grp stp,CMW,0.69,-0.5,0.69,0.71,3902,0.70,0.69,0.715,0.685,0.85,0.50,7.5,,-,0.73,10.87,-5.5,-,-1.0,-1.43,
DEXUS Prop Grp stp,DXS,0.775,3.5,0.775,0.78,425444,0.775,0.75,0.775,0.715,0.89,0.66,6.15,,-,0.95,7.94,-11.03,-,1.0,1.31,
Galileo Japan Tr unt,GJT,0.032,0.1,0.032,0.034,261,0.032,0.032,0.034,0.03,0.093,0.03,0.02,,-,0.49,0.63,-12.82,-,-,-,
GEO Prop Grp stp,GPM,0.205,1,0.205,0.21,1752,0.205,0.20,0.205,0.19,0.25,0.093,1.5,f,-,0.37,7.32,-1.97,-,1.0,5.13,
Goodman Grp forus,GMG,0.62,3,0.615,0.62,414413,0.63,0.595,0.63,0.56,0.75,0.218,1.5,,-,0.50,2.42,-31.3,-,4.0,6.9,
GPT Grp stp,GPT,2.68,10,2.65,2.68,66627,2.68,2.57,2.68,2.52,2.84,0.45,3.6,,-,0.69,1.34,-14.5,-,8.0,3.08,
Growthpoint Prop stp,GOZ,1.80,5,1.78,1.80,176,1.80,1.75,1.80,1.745,1.85,1.35,7.5,,-,2.03,4.17,-1.4,-,5.0,2.86,
ING Industrial Fd unt,IIF,0.39,1.5,0.385,0.39,109287,0.395,0.38,0.40,0.37,0.603,0.189,1.8,p,-,0.60,4.62,-78.3,-,1.5,4,
ING Office Fd stp,IOF,0.58,3.5,0.575,0.58,190006,0.59,0.555,0.59,0.525,0.67,0.43,5.05,,-,0.74,8.71,-16.7,-,2.5,4.5,
ING RE Com stp,ILF,0.062,0.3,0.062,0.065,4968,0.065,0.062,0.067,0.059,0.15,0.049,-,,-,0.26,-,-21.1,-,-0.4,-6.06,
ING Real Est Hlth unt,IHF,0.76,-0.5,0.76,0.78,170,0.76,0.76,0.765,0.74,0.84,0.66,8.17,,1.61,1.01,10.75,13.12,5.8,2.0,2.7,
ING Real Est Ente unt,IEF,0.10,-,0.105,0.11,750,0.10,0.10,0.115,0.10,0.31,0.10,2.75,,-,0.65,27.50,-28.3,-,-1.0,-9.09,
Living & Leisure Grp stp,LLA,0.02,-,0.02,0.021,1257,0.021,0.02,0.021,0.02,0.037,0.017,-,,-,0.04,-,-0.29,-,-0.1,-4.76,
MacarthurCook PSF unt,MPS,0.077,-,0.077,0.079,480,0.077,0.077,0.08,0.077,0.145,0.056,1,,-,0.34,12.99,-21.12,-,-0.2,-2.53,
Macarthurcook Ind Pr unt,MIF,0.38,-,0.28,0.395,459,0.385,0.38,0.385,0.38,0.41,0.16,1.3,,4.45,0.67,3.42,5.78,6.6,-0.5,-1.3,
Macq DDR Tr unt,MDT,0.055,-,0.055,0.056,29163,0.055,0.055,0.056,0.055,0.185,0.049,-,,-,0.32,-,-42.9,-,0.1,1.85,
  rts forus,MDTR,0.001,-,0.001,0.001,41612,0.001,0.001,0.001,0.001,0.002,0.001,-,,-,-,-,-,-,-,-,
Mirvac Grp stp,MGR,1.29,5.5,1.285,1.295,200829,1.295,1.27,1.295,1.19,1.745,0.993,6.2,,-,-,4.81,-11.58,-,5.5,4.45,
Mirvac Industrial unt,MIX,0.041,-,0.041,0.045,2490,0.042,0.041,0.045,0.041,0.11,0.037,2.5,,-,0.17,60.98,-42.03,-,-0.3,-6.82,
Multiplex Acumen unt,MPF,0.059,0.8,0.058,0.071,1436,0.059,0.055,0.064,0.05,0.18,0.05,-,,-,0.38,-,-31.97,-,-0.4,-6.35,
Multiplex European unt,MUE,0.13,-,0.13,0.135,1380,0.13,0.13,0.15,0.13,0.255,0.11,2.5,,2.43,0.27,19.23,6.08,2.1,0.5,4,
Multiplex Prime Ppty ctg,MAFCB,0.001,-,0.001,0.002,185000,0.001,0.001,0.001,0.001,0.002,0.001,-,,-,-,-,-17.1,-,-,-,
Prime Retirement unt,PTN,0.057,0.1,0.054,0.057,10962,0.058,0.054,0.058,0.053,0.23,0.052,-,,-,0.46,-,-29.9,-,0.2,3.64,
Rabinov Prop Tr unt,RBV,0.665,-,-,0.665,-,-,-,0.665,0.65,0.665,0.50,9,,-,1.01,13.53,-0.39,-,1.5,2.31,
Real Estate Cap unt,RCU,0.125,-,0.125,0.13,5893,0.13,0.125,0.135,0.12,0.22,0.10,3.59,,-,0.32,28.72,-16.57,-,-0.5,-3.85,
RNY Prop Tr unt,RNY,0.125,-,0.115,0.135,1485,0.13,0.125,0.13,0.12,0.155,0.074,2.25,,-,0.47,18.00,-20.16,-,-,-,
Stockland stp,SGP,3.86,23,3.85,3.86,247502,3.88,3.67,3.88,3.53,4.23,2.75,27.8,,-,-,7.20,-47.1,-,33.0,9.35,
Thakral Hldgs unt,THG,0.38,1.5,0.37,0.40,1651,0.38,0.37,0.38,0.365,0.48,0.20,1,,-,0.85,2.63,-10.09,-,-0.5,-1.3,
Tishman Speyer unt,TSO,0.44,-,0.435,0.445,3513,0.445,0.435,0.445,0.415,0.495,0.23,-,,-,0.73,-,-123.55,-,1.5,3.53,
Trafalgar Corp stp,TGP,0.76,-0.5,0.76,0.775,640,0.77,0.76,0.78,0.76,0.87,0.30,5,,-,1.57,6.58,-28.2,-,-1.0,-1.3,
Trinity Grp stp,TCQ,0.08,0.5,0.073,0.08,310,0.08,0.075,0.086,0.075,0.22,0.072,-,,-,0.22,-,-72.44,-,-0.8,-9.09,
