Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4771.9 at 16:36 22/1/2010  Report at 19:05 Friday 22/1/2010. Processed 19:42 Friday 22/1/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.65,-61,22.60,22.65,94602,22.81,22.47,23.52,22.47,25.25,11.83,102,f,1.67,10.72,4.50,170.4,13.3,22.0,0.98
Bank of Qld,BOQ,11.16,-37,11.15,11.18,13990,11.37,11.08,11.64,11.08,13.49,6.228,52,f,1.46,6.62,4.66,75.9,14.7,-17.0,-1.5
Bendigo & Adelaide,BEN,10.00,-24,9.97,10.04,32429,10.13,9.85,10.44,9.85,10.44,5.733,43,f,0.60,4.03,4.30,25.6,39.1,-15.0,-1.48
C'wlth Bank  of Aust ,CBA,55.75,-81,55.70,55.75,50399,55.89,55.01,58.65,55.01,58.65,24.61,228,f,1.44,13.65,4.09,328.5,17.0,-235.0,-4.04
Firstfolio Ltd,FFF,0.06,-,0.06,0.062,4350,0.06,0.06,0.061,0.059,0.07,0.024,-,,-,-0.07,-,0.79,7.6,0.1,1.69
Homeloans Ltd,HOM,0.60,-4,0.60,0.70,-,0.60,0.60,0.64,0.60,0.84,0.30,7,f,1.03,0.53,11.67,7.2,8.3,-,-
Mortgage Choice,MOC,1.255,-5.5,1.255,1.285,377,1.29,1.255,1.32,1.245,1.40,0.69,10.25,f,2.20,0.54,8.17,22.6,5.6,0.5,0.4
Mystate Ltd,MYS,2.67,-2,2.63,2.67,1383,2.67,2.66,2.70,2.63,3.10,2.60,-,f,-,-,-,-,-,3.0,1.14
National Aust Bank,NAB,26.72,-47,26.71,26.77,88899,26.90,26.57,27.74,26.57,32.37,15.85,146,f,1.80,12.66,5.46,262.7,10.2,-58.0,-2.12
RHG Ltd,RHG,0.565,-1.5,0.56,0.57,2395,0.58,0.56,0.60,0.56,0.75,0.14,-,,-,0.72,-,35.5,1.6,0.5,0.89
Rock Bld perm.,ROK,2.93,3,2.95,3.00,83,2.93,2.91,3.02,2.90,3.10,2.13,18.5,f,1.21,1.84,6.31,22.3,13.1,-6.0,-2.01
Westpac Banking,WBC,25.38,-23,25.36,25.40,85191,25.38,25.00,26.17,25.00,27.57,14.67,116,f,1.08,7.89,4.57,125.3,20.3,-12.0,-0.47
Wide Bay Aust Ltd,WBB,10.61,-,10.54,10.61,32,10.61,10.50,10.61,10.00,10.61,5.55,60,f,0.94,3.49,5.66,56.41,18.8,51.0,5.05
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.26,-,0.285,0.29,-,-,-,0.26,0.26,0.37,0.125,1.3,f,4.15,0.35,5.00,5.4,4.8,-,-
Flexigrp Ltd,FXL,1.585,-1,1.575,1.60,2216,1.585,1.50,1.645,1.50,1.795,0.30,6,f,2.40,0.11,3.79,14.4,11.0,-4.0,-2.46
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.39,-4,1.39,1.415,590,1.42,1.385,1.445,1.385,1.45,0.90,9,f,-,1.45,6.47,-21.34,-,-5.0,-3.47
Adelaide Managed unt,AYT,1.35,-3,1.35,1.38,198,1.36,1.35,1.38,1.35,1.76,1.10,15.47,,0.81,1.78,11.46,12.59,10.7,-,-
Advanced Share,ASW,0.41,-,0.39,0.42,-,-,-,0.42,0.39,0.435,0.15,2,f,1.05,0.09,4.88,2.1,19.5,2.0,5.13
Alternative Invest unt,AIQ,1.035,-3,1.035,1.05,494,1.055,1.035,1.065,1.035,1.45,0.575,47,,-,1.41,45.41,-33.96,-,-0.5,-0.48
Amcil Ltd,AMH,0.68,-1,0.68,0.695,145,0.68,0.68,0.69,0.68,0.72,0.43,2,f,1.31,0.74,2.94,2.63,25.9,-,-
AMP Capital China unt,AGF,0.985,-2.5,0.985,0.995,3956,1.015,0.985,1.05,0.985,1.265,0.73,3.9,,1.12,1.33,3.96,4.35,22.6,-6.5,-6.19
APN Prop Grp,APD,0.36,-2.5,0.365,0.39,200,0.36,0.36,0.39,0.355,0.41,0.09,-,,-,0.20,-,-18.08,-,-1.5,-4
Argo Invest,ARG,6.82,-1,6.81,6.82,1363,6.86,6.75,6.88,6.70,7.05,4.52,27,f,-,6.33,3.96,-11.1,-,4.0,0.59
Asian Masters Fund,AUF,1.05,-,0.91,1.05,388,1.05,1.05,1.05,1.04,1.05,0.77,-,,-,0.98,-,0.76,138.2,4.0,3.96
Astra Capital Ltd,AKR,0.675,-,0.68,0.70,-,-,-,0.70,0.665,1.10,0.008,-,,-,1.60,-,-0.03,-,-2.5,-3.57
ASX Ltd,ASX,33.77,-93,33.70,33.86,13899,34.30,33.63,35.29,33.63,37.90,23.52,164.9,f,1.11,2.66,4.88,183.2,18.4,-91.0,-2.62
Aurora Global Tr unt,AIB,1.11,-,1.11,1.15,-,-,-,1.13,1.11,7.50,0.977,51.5,,-,1.20,46.40,-13.91,-,-2.0,-1.77
Aurora Sand Au Tr ord unt,ABW,1.215,-,1.195,1.205,-,-,-,1.235,1.215,7.35,0.867,20.5,,-,1.23,16.87,-57.97,-,-2.0,-1.62
Aurora Sandringham ,AOD,1.04,-1,1.03,1.04,995,1.045,1.04,1.055,1.04,1.17,1.04,4,f,-,1.08,3.85,-6.57,-,-0.5,-0.48
Aust Ethical,AEF,31.00,-,28.51,30.65,-,-,-,31.10,31.00,37.00,17.00,147,f,0.83,8.53,4.74,121.6,25.5,-10.0,-0.32
Aust Foundation,AFI,5.36,-,5.35,5.36,2783,5.40,5.30,5.40,5.30,5.41,3.45,21,f,0.51,5.04,3.92,10.61,50.5,5.0,0.94
Aust Leaders,ALF,1.16,-2,1.155,1.175,543,1.18,1.16,1.185,1.16,1.265,0.55,5,f,2.37,1.53,4.31,11.85,9.8,-2.0,-1.69
  opt nov10,ALFO,0.054,-,0.048,0.053,-,-,-,0.055,0.052,0.10,0.045,-,,-,-,-,-,-,0.8,17.39
Aust United Invest,AUI,7.49,-,7.32,7.49,-,-,-,7.49,7.32,7.90,4.25,25,f,0.56,7.35,3.34,14,53.5,4.0,0.54
Austock Grp Ltd,ACK,0.29,-,0.29,0.295,-,-,-,0.30,0.29,0.35,0.15,-,,-,0.19,-,-17.6,-,-4.0,-12.12
BBX Hldgs,BBX,0.01,-,-,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.01,-,-12.17,-,-,-
Belmont Hldgs,BET,1.155,-,1.15,-,-,-,-,1.155,1.155,1.99,1.10,-,,-,1.77,-,0.19,607.9,-,-
Bentley Capital,BEL,0.295,-,0.28,0.295,-,-,-,0.295,0.28,0.329,0.194,-,f,-,0.44,-,-1.46,-,1.0,3.51
Bisan Ltd,BSN,0.04,-,0.04,0.05,-,-,-,0.04,0.04,0.06,0.03,-,,-,0.06,-,-2.82,-,-,-
BKI Invest Ltd,BKI,1.28,-2,1.28,1.305,1312,1.30,1.275,1.32,1.275,1.33,0.79,6,f,1.06,1.45,4.69,6.34,20.2,-4.0,-3.03
Blue Capital Ltd,BIV,0.016,-,0.016,0.019,-,-,-,0.016,0.016,0.031,0.013,-,,-,0.03,-,-0.79,-,-,-
Cadence Capital,CDM,0.765,-,0.765,0.80,131,0.77,0.765,0.795,0.765,0.88,0.43,2,f,-,1.11,2.61,-13.8,-,-2.0,-2.55
Carlton Invest,CIN,17.89,-1,17.55,17.95,3,17.89,17.89,17.95,17.61,18.95,12.00,67,f,0.91,20.45,3.75,61,29.3,24.0,1.36
  7% cum pf,CINPA,2.11,-,2.11,-,-,-,-,2.11,2.11,2.11,2.11,14,,-,-,6.64,-,-,-,-
Centrepoint Alliance,CAF,0.15,-,0.13,0.15,-,-,-,0.15,0.15,0.22,0.12,-,,-,0.21,-,-32.59,-,-,-
Century Aust,CYA,0.83,-1.5,0.83,0.845,2044,0.845,0.82,0.85,0.82,0.91,0.56,4.5,f,-,1.02,5.42,-14.26,-,-1.0,-1.19
Challenger FSG Ltd,CGF,4.14,-12,4.13,4.15,17966,4.21,4.02,4.36,4.02,4.50,0.865,12.5,,-,1.81,3.02,-16.2,-,-20.0,-4.61
Chapmans Ltd,CHP,0.02,-,0.019,0.022,-,-,-,0.02,0.015,0.021,0.011,-,,-,0.02,-,-1.7,-,0.5,33.33
Charter Pacific,CHF,0.059,-,0.059,0.06,30,0.059,0.059,0.062,0.059,0.076,0.04,-,,-,0.12,-,-9.1,-,-0.3,-4.84
  opt feb11,CHFO,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.013,0.003,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.075,-,0.065,0.075,-,-,-,0.075,0.061,0.115,0.02,-,,-,0.05,-,-19.36,-,-,-
Choiseul Investments   ,CHO,5.12,-6,5.12,5.18,83,5.20,5.12,5.27,5.12,5.28,3.53,22,f,0.99,5.30,4.30,21.7,23.6,-12.0,-2.29
Clime Capital,CAM,1.10,-3,1.075,1.10,380,1.10,1.10,1.13,1.10,1.145,0.55,3,f,0.61,1.40,2.73,1.84,59.8,-3.0,-2.65
Clime Invest,CIW,0.45,1,0.425,0.45,1815,0.48,0.425,0.48,0.425,0.49,0.166,-,f,-,0.40,-,-5.8,-,2.5,5.88
Contango Capital,CCQ,0.835,0.5,0.83,0.835,60,0.835,0.835,0.835,0.83,1.55,0.572,-,,-,1.67,-,-25.39,-,0.5,0.6
Contango Microcap,CTN,1.00,-3,1.00,1.01,1648,1.00,0.96,1.03,0.96,1.19,0.47,2,f,21.00,1.55,2.00,42,2.4,-1.5,-1.48
Count Financial,COU,1.455,0.5,1.45,1.455,2124,1.46,1.41,1.46,1.37,1.60,0.73,7,f,1.09,0.18,4.81,7.6,19.1,8.5,6.2
CS GP100 Aust Tr unt,CSJ,0.985,-,0.955,0.985,-,-,-,0.985,0.985,1.05,0.925,2.62,p,-,0.99,2.66,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.90,1,0.80,0.90,500,0.90,0.90,0.90,0.89,0.98,0.87,2.67,,-,0.90,2.97,-8.24,-,0.5,0.56
Diversa Ltd,DVA,0.11,-,0.105,0.125,-,-,-,0.115,0.11,0.19,0.012,-,,-,0.05,-,-4.9,-,-0.5,-4.35
Diversified United,DUI,3.29,-4,3.26,3.32,280,3.30,3.25,3.35,3.25,3.35,1.945,13,f,-,3.24,3.95,-2.5,-,-1.0,-0.3
Djerriwarrh Invest,DJW,4.76,-3,4.73,4.76,1041,4.78,4.71,4.80,4.60,4.85,2.95,26,f,-,4.06,5.46,-6.85,-,19.0,4.16
DKN Financial Grp,DKN,0.75,-4,0.72,0.75,1247,0.75,0.75,0.79,0.74,0.79,0.30,2,f,-,0.07,2.67,-8.28,-,4.0,5.63
Emerging Leaders,ELI,0.91,-2,0.90,0.93,100,0.91,0.91,0.935,0.91,0.965,0.45,3.75,f,-,1.10,4.12,-17.75,-,-2.5,-2.67
Energy Ventures,EVE,0.05,-0.5,0.045,0.053,300,0.05,0.05,0.055,0.05,0.095,0.009,-,,-,0.09,-,-1.6,-,-0.5,-9.09
Equities & Freehldgss,EQF,0.26,-,0.26,0.29,-,-,-,0.26,0.255,0.31,0.02,-,,-,0.19,-,-26.4,-,0.5,1.96
Everest Financial,EFG,0.063,-,0.063,0.064,-,-,-,0.066,0.062,0.085,0.048,-,,-,0.09,-,-69.97,-,-,-
Fat Prophets,FAT,0.95,-,0.935,0.96,-,-,-,0.95,0.945,0.95,0.525,-,,-,1.17,-,-7.2,-,1.0,1.06
Fiducian Portfolio,FPS,1.50,-,1.49,1.54,52,1.50,1.50,1.55,1.50,1.75,0.912,6.75,f,1.49,0.31,4.50,10.09,14.9,-5.0,-3.23
FSA Grp Ltd,FSA,0.40,-1.5,0.40,0.425,560,0.425,0.40,0.425,0.39,0.465,0.175,-,,-,0.24,-,7.66,5.2,1.0,2.56
Global Masters Fund,GFL,0.705,-,0.705,0.78,-,-,-,0.705,0.705,0.81,0.60,-,,-,0.88,-,-0.52,-,0.5,0.71
Global Min,GMI,1.23,-4.5,1.22,1.26,6286,1.265,1.23,1.30,1.23,1.32,0.67,-,,-,1.36,-,-34.05,-,-2.5,-1.99
Global Resource,GRF,1.73,-,1.73,2.00,8,1.73,1.73,1.73,1.73,1.73,1.60,-,,-,-,-,-,-,1.0,0.58
Grandbridge Ltd,GBA,0.14,-,0.125,0.135,-,-,-,0.14,0.14,0.23,0.02,-,,-,0.09,-,-0.39,-,-,-
Hastings High Yld unt,HHY,1.34,-2,1.35,1.395,627,1.40,1.34,1.44,1.34,1.44,0.85,17.01,,0.73,1.87,12.69,12.4,10.8,-5.0,-3.6
HFA Accelerator Plus,HAP,0.285,-,0.28,0.29,549,0.285,0.28,0.285,0.28,0.33,0.068,-,,-,0.44,-,-79.25,-,-0.5,-1.72
Hillcrest Litigat,HLS,0.09,-,0.078,0.10,-,-,-,0.09,0.09,0.11,0.055,-,,-,0.09,-,2.59,3.5,-,-
Hunter Hall Global,HHV,0.84,-,0.84,0.85,2312,0.85,0.835,0.86,0.835,0.86,0.48,-,,-,1.05,-,-17.56,-,-1.0,-1.18
Hyperion Flagship,HIP,1.50,-,1.44,1.50,103,1.50,1.50,1.50,1.45,1.50,1.00,8.5,f,-,1.51,5.67,-2.42,-,6.0,4.17
IFC Capital Ltd,IFC,0.145,-,0.11,0.145,-,-,-,0.145,0.145,0.15,0.02,-,,-,0.10,-,-10.9,-,-0.5,-3.33
IMF (Aust) Ltd,IMF,1.66,-5.5,1.66,1.67,2411,1.70,1.65,1.95,1.63,1.98,0.95,15,f,1.16,0.27,9.04,17.35,9.6,-28.0,-14.43
India Equities Fund,INE,0.48,0.5,0.48,0.49,1101,0.48,0.47,0.49,0.47,0.597,0.222,-,,-,0.70,-,-16.95,-,-,-
  opt aug10,INEO,0.115,0.5,0.115,0.12,150,0.115,0.115,0.115,0.11,0.18,0.085,-,,-,-,-,-,-,-0.5,-4.17
ING Private Equity,IPE,0.295,0.5,0.29,0.30,501,0.295,0.29,0.305,0.29,0.315,0.154,-,,-,0.47,-,-20.18,-,-0.5,-1.67
Integrated Res,IRG,0.015,-0.1,0.015,0.017,74258,0.017,0.015,0.033,0.012,0.033,0.002,-,,-,-,-,-0.17,-,0.3,25
Investorfirst Ltd,INQ,0.11,-,0.105,0.11,-,-,-,0.115,0.11,0.15,0.05,-,,-,0.04,-,-1.23,-,-0.5,-4.35
Ipernica Ltd,IPR,0.165,-0.5,0.16,0.165,9008,0.175,0.165,0.175,0.16,0.18,0.043,-,,-,0.05,-,-1.56,-,-,-
Ironbark Capital,IBC,0.46,-,0.46,0.47,73,0.46,0.46,0.465,0.46,0.50,0.35,2.5,f,-,0.53,5.43,-2.5,-,-0.5,-1.08
K2 Asset Mgmt,KAM,0.82,-,0.82,0.83,48,0.83,0.81,0.84,0.81,0.87,0.10,-,,-,0.03,-,0.96,85.4,2.0,2.5
Katana Capital,KAT,0.755,0.5,0.755,0.77,200,0.755,0.755,0.775,0.75,0.85,0.35,0.5,f,-,0.97,0.66,-18.53,-,0.5,0.67
Keybridge Capital,KBC,0.115,-,0.115,0.12,3489,0.115,0.11,0.13,0.11,0.165,0.063,-,,-,0.62,-,-75.05,-,-0.5,-4.17
London City Equities,LCE,0.43,-,0.43,-,-,-,-,0.44,0.43,0.51,0.39,1,f,1.08,0.54,2.33,1.08,39.8,-1.0,-2.27
Luminus Systems,LSL,0.012,-,0.012,0.05,-,-,-,0.012,0.011,0.03,0.005,-,,-,-,-,-39.79,-,0.1,9.09
Macq Winton ord unt,MWG,1.28,-,1.185,1.28,39,1.28,1.275,1.28,1.275,1.28,1.08,-,,-,1.27,-,-4.23,-,6.5,5.35
Magellan Fin Grp,MFG,0.87,-,0.865,0.875,1258,0.87,0.86,0.89,0.86,0.95,0.32,-,,-,0.66,-,-8.5,-,1.0,1.16
  opt jun11,MFGOB,0.05,-,0.051,-,-,-,-,0.05,0.05,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.081,-,0.11,-,-,-,-,0.081,0.081,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.63,-1,0.63,0.635,2546,0.64,0.63,0.65,0.63,0.68,0.40,-,,-,0.75,-,-3.96,-,-1.5,-2.33
Mariner Corp Ltd,MCX,0.01,-,0.009,0.01,-,-,-,0.01,0.009,0.02,0.005,-,,-,0.01,-,-25,-,0.1,11.11
MAX Tr unt,MXQ,0.066,-,0.066,0.07,150,0.066,0.066,0.07,0.065,0.09,0.002,-,,-,0.22,-,-45.1,-,-0.6,-8.33
Milton Corp,MLT,18.90,15,18.70,18.90,130,18.90,18.51,18.94,18.50,19.40,12.00,78,f,0.74,17.82,4.13,57.7,32.8,38.0,2.05
Mirrabooka Invest,MIR,2.10,-4,2.08,2.10,421,2.10,2.08,2.28,2.08,2.28,1.14,10,f,-,1.88,4.76,-6.9,-,-5.0,-2.33
MMC Contrarian,MMA,0.48,1,0.48,0.49,577,0.48,0.47,0.48,0.45,0.505,0.34,-,,-,5.68,-,-2.7,-,3.0,6.67
Money3 Corp,MNY,0.53,-,-,0.53,-,-,-,0.53,0.53,0.60,0.39,3.3,f,1.06,0.28,6.23,3.51,15.1,-,-
Multi Channel,MUT,0.004,0.1,0.003,0.004,1250,0.004,0.004,0.004,0.003,0.025,0.001,-,,-,-0.07,-,-43.28,-,0.1,33.33
Murchison Hldgs,MCH,0.65,9,0.60,0.65,25,0.65,0.65,0.65,0.56,0.95,0.52,-,,-,1.34,-,9.67,6.7,1.0,1.56
  opt may10,MCHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.21,-1,0.20,0.21,1115,0.22,0.21,0.22,0.20,0.289,0.144,-,,-,0.05,-,-20.48,-,-0.5,-2.33
Oncard Intl,ONC,0.145,-,0.14,0.145,8,0.145,0.145,0.15,0.145,0.24,0.081,-,,-,-,-,2.8,5.2,-0.5,-3.33
Orchid Capital,ORC,0.025,-,0.017,0.034,-,-,-,0.025,0.025,0.03,0.003,-,,-,0.01,-,-0.51,-,-,-
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.004,0.005,0.001,-,,-,-,-,-,-,0.1,25
Orion Equities,OEQ,0.52,-,0.505,0.595,-,-,-,0.58,0.52,0.64,0.35,-,,-,1.48,-,-67.3,-,-3.0,-5.45
Over Fifty Grp,OFG,0.70,1,0.70,0.71,556,0.70,0.68,0.735,0.68,1.09,0.26,-,,-,0.43,-,-21.34,-,-2.0,-2.78
Ozgrowth Ltd,OZG,0.165,-1,0.165,0.175,949,0.175,0.165,0.175,0.165,0.175,0.09,0.3,f,-,0.23,1.82,-0.95,-,-1.0,-5.71
Peters MacGregor,PET,0.675,2.5,0.66,0.68,172,0.675,0.67,0.68,0.65,0.68,0.455,-,,-,0.90,-,-12.77,-,-0.5,-0.74
Plan B Grp Hld,PLB,0.78,-,0.78,0.80,-,-,-,0.78,0.75,0.82,0.45,2.3,f,0.56,0.06,2.95,1.28,60.9,-2.0,-2.5
Platinum Capital,PMC,1.60,-12,1.605,1.635,3515,1.74,1.60,1.74,1.60,1.85,1.12,10,f,1.47,1.38,6.25,14.74,10.9,-5.0,-3.03
Premium Investors,PRV,0.735,1.5,0.725,0.735,116,0.735,0.73,0.745,0.72,0.93,0.41,3.5,f,-,0.88,4.76,-17.65,-,0.5,0.68
Prime Financial,PFG,0.28,-2,0.275,0.30,3510,0.29,0.275,0.335,0.275,0.34,0.065,-,,-,0.14,-,0.8,35.0,-4.5,-13.85
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.14,-,0.095,0.096,-,-,-,0.14,0.14,0.145,0.08,-,,-,0.20,-,8.7,1.6,-,-
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,-,0.105,-,-,-,0.08,0.08,0.153,0.05,-,,-,0.15,-,1.2,6.7,-,-
Redcape Prop Grp stpld,RPF,0.295,-0.5,0.295,0.35,90,0.295,0.295,0.31,0.295,0.50,0.175,4,,-,-,13.56,-118.12,-,-2.5,-7.81
RIMCapital Ltd,RMC,0.032,-,0.022,0.032,160,0.032,0.032,0.032,0.032,0.25,0.03,-,,-,0.03,-,-10.88,-,-,-
Robe Aust Ltd,ROB,0.011,-,0.012,0.015,-,-,-,0.012,0.011,0.06,0.01,-,,-,-,-,-24.86,-,-0.1,-8.33
Souls Private Equity,SOE,0.115,-,0.11,0.12,2091,0.115,0.11,0.12,0.11,0.12,0.068,-,,-,0.19,-,-3.79,-,-0.5,-4.17
Strategic Pooled,SPD,0.145,-,0.135,0.145,-,-,-,0.145,0.145,0.21,0.10,-,,-,0.15,-,-2.88,-,-,-
Sunvest Corp,SVS,0.275,-,0.275,0.32,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.44,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.90,-5,3.81,3.90,25,3.95,3.90,3.95,3.90,4.09,2.52,21,f,0.15,4.00,5.38,3.12,125.0,-7.0,-1.76
Tag Pacific Ltd,TAG,0.225,-,0.225,0.235,35,0.225,0.225,0.25,0.225,0.27,0.12,0.75,f,2.27,0.32,3.33,1.7,13.2,-2.5,-10
Templeton Global,TGG,0.835,-2,0.825,0.835,527,0.85,0.815,0.86,0.815,0.885,0.63,-,,-,0.98,-,-13.7,-,-2.5,-2.91
Thinksmart Ltd,TSM,0.935,2.5,0.90,0.935,920,0.94,0.90,0.94,0.89,0.96,0.115,3,f,1.21,0.09,3.21,3.64,25.7,1.5,1.63
Tidewater Invest,TDI,0.29,-,0.27,0.31,-,-,-,0.29,0.29,0.32,0.14,-,,-,0.19,-,-19.9,-,-,-
Tooth & Co,TTH,0.012,-,0.012,0.029,-,-,-,0.012,0.012,0.03,0.01,-,,-,-,-,0.66,1.8,-,-
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,-,-,-,0.15,0.15,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,-,-
  opt apr10,TFSO,0.018,-,0.001,0.01,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.465,-,0.44,0.475,-,-,-,0.465,0.43,0.465,0.168,-,,-,0.57,-,-32.9,-,3.5,8.14
Van Eyk Three Pillar,VTP,0.935,-,0.88,0.93,-,-,-,0.94,0.935,0.94,0.585,2.5,f,-,1.05,2.67,-14.6,-,-,-
Verus Invest,VIL,0.037,-0.1,0.037,0.038,223648,0.038,0.036,0.042,0.036,0.051,0.001,-,,-,-,-,-0.55,-,-0.4,-9.76
  opt jun10,VILO,0.007,-0.1,0.006,0.007,39010,0.007,0.007,0.008,0.007,0.012,0.001,-,,-,-,-,-,-,-0.2,-22.22
Vesture Ltd,VES,0.027,-,0.027,0.029,-,-,-,0.027,0.027,0.027,0.006,-,,-,-0.03,-,-13.17,-,-,-
Wallace Absolute,WAB,0.041,-,0.041,0.055,-,-,-,0.041,0.041,0.15,0.038,-,,-,0.05,-,-70.45,-,-,-
WAM Active Ltd,WAA,1.04,-1,1.03,1.05,276,1.04,1.04,1.05,1.03,1.07,0.61,2,f,2.08,1.25,1.92,4.16,25.0,-1.0,-0.95
WAM Capital Ltd,WAM,1.33,-,1.315,1.33,573,1.33,1.31,1.34,1.30,1.355,0.71,4,f,-,1.65,3.01,-3.9,-,-,-
Westoz Inv Ltd,WIC,1.10,1,1.09,1.10,1300,1.11,1.09,1.15,1.075,1.20,1.00,-,f,-,-,-,-,-,-5.0,-4.35
  opt jun12,WICO,0.10,-5,0.10,0.175,205,0.10,0.10,0.15,0.10,0.25,0.10,-,,-,-,-,-,-,-5.0,-33.33
Whitefield Ltd,WHF,3.38,1,3.38,3.40,93,3.38,3.38,3.42,3.36,3.63,1.95,17,f,0.30,3.54,5.03,5.09,66.4,-1.0,-0.29
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.765,1,0.73,0.765,1581,0.765,0.74,0.765,0.74,0.805,0.405,4,f,0.40,0.95,5.23,1.61,47.5,0.5,0.66
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.55,-,2.53,2.62,-,-,-,2.55,2.55,2.811,2.102,10,f,1.47,3.23,3.92,14.66,17.4,-,-
Guinness Peat cdi,GPG,0.72,-,0.70,0.72,3072,0.72,0.70,0.72,0.70,0.75,0.359,2.1,,-,0.86,2.92,-4.04,-,2.0,2.86
Soul Pattinson,SOL,13.75,1,13.70,13.92,255,13.75,13.65,13.95,13.65,14.035,7.018,32,f,14.57,10.91,2.33,466.25,2.9,-10.0,-0.72
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.225,-2.5,1.225,1.235,305,1.225,1.215,1.30,1.215,1.40,0.37,4,f,1.23,0.27,3.27,4.9,25.0,-2.5,-2
BT Invest Mngmnt,BTT,3.07,-8,3.06,3.14,167,3.16,3.06,3.17,3.05,3.34,1.02,7.9,f,1.01,0.22,2.57,7.95,38.6,-11.0,-3.46
CI Res Ltd,CII,0.88,-1,0.82,0.90,1000,0.88,0.88,0.89,0.87,1.05,0.70,-,,-,0.44,-,24.19,3.6,1.0,1.15
CVC Ltd,CVC,0.80,3,0.77,0.81,880,0.80,0.77,0.81,0.77,0.82,0.33,-,,-,1.11,-,-44.52,-,-,-
Equity Tr,EQT,19.10,-20,19.24,19.40,57,19.20,19.10,19.30,18.75,19.50,11.90,110,f,0.90,2.66,5.76,98.45,19.4,35.0,1.87
Euroz Ltd,EZL,1.44,4,1.40,1.44,575,1.45,1.40,1.45,1.35,1.69,0.50,8.5,f,0.95,-,5.90,8.07,17.8,-1.0,-0.69
  opt mar14,EZLO,0.76,-,0.76,0.86,-,-,-,0.86,0.76,0.91,0.029,-,,-,-,-,-,-,-10.0,-11.63
Henderson Grp cdi 1:1,HGG,2.33,-3,2.22,2.34,31021,2.34,2.28,2.40,2.23,2.67,1.245,12.15,,-,-0.22,5.21,-0.17,-,5.0,2.19
HFA Hldgs Ltd,HFA,0.26,-1,0.255,0.26,48196,0.26,0.235,0.285,0.235,0.43,0.054,-,,-,-0.24,-,-124.64,-,-2.0,-7.14
Hunter Hall Intl,HHL,7.45,-5,7.28,7.45,97,7.55,7.35,7.55,7.22,7.90,2.61,45,f,0.64,1.42,6.04,28.96,25.7,-5.0,-0.67
IOOF Hldgs Ltd,IFL,6.15,-10,6.10,6.16,4144,6.18,6.10,6.68,6.10,6.68,2.112,4,f,4.17,0.55,0.65,16.7,36.8,13.0,2.16
Macq Grp Ltd,MQG,51.60,-170,51.50,51.60,34171,52.17,50.92,53.66,49.83,58.80,15.00,126,,1.93,23.72,2.44,243.2,21.2,99.0,1.96
