FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4360.1 at 2012-11-16T16:48:36. Report at Friday, November 16, 2012. Processed Saturday at 2012-11-17T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.018,-,-,-,-,-,-,.018,.018,.024,.013,-,,-,.01,-,-.01,-,-.1,-5.26,,
Autodom,AIE,.013,-,-,-,-,-,-,.013,.013,.036,.01,-,,-,.02,-,-2.52,-,-,Stdy,,
Berklee,BER,.38,-2,.355,.45,27,.38,.38,.48,.38,.50,.32,2.00,,-,.95,5.26,-21.50,-,-10,-20.83,,
DataDot Tech,DDT,.018,-,.018,.019,-,-,-,.019,.018,.036,.015,-,,-,.01,-,-.29,-,-.1,-5.26,,
Fleetwood Corp,FWD,9.71,-19,9.71,9.75,3993,9.97,9.70,10.13,9.70,13.46,9.31,76.00,f,1.19,2.77,7.83,90.40,10.7,-36,-3.57,,
Orbital Corp,OEC,.20,-1,.20,.21,1,.20,.20,.21,.175,.35,.13,-,,-,.31,-,-6.28,-,+2,+11.11,,
Schaffer Corp,SFC,3.95,+10,3.85,3.97,30,3.95,3.95,3.95,3.76,4.05,3.15,21.00,f,2.54,3.84,5.32,53.40,7.4,+19,+5.05,,
Sprintex,SIX,.023,-,.015,.02,-,-,-,.023,.023,.035,.008,-,,-,.01,-,-.89,-,-,Stdy,,
  opt jun13,SIXO,.002,-,.001,-,-,-,-,.002,.002,.002,.002,-,,-,-,-,-,-,-,Stdy,,
Supply Net,SNL,1.29,-,1.28,1.29,30,1.29,1.29,1.31,1.29,1.39,.70,7.00,f,1.65,.47,5.43,11.58,11.1,-1,-.77,,
VMoto,VMT,.026,-.1,.026,.027,5400,.027,.026,.029,.025,.042,.009,-,,-,.01,-,-1.14,-,-.4,-13.33,,
  opt dec14,VMTO,.01,-,.006,.012,-,-,-,.01,.01,.01,.002,-,,-,-,-,-,-,+.4,+66.67,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.047,-,.05,.055,-,-,-,.051,.047,.098,.045,-,,-,.11,-,-.74,-,-.2,-4.08,,
Audio Pixels,AKP,5.76,-,5.20,5.60,-,-,-,5.80,5.76,7.00,4.67,-,,-,.10,-,-8.49,-,-4,-.69,,
Billabong Int'l,BBG,.74,-2.5,.74,.745,32920,.775,.737,.85,.737,3.453,.737,3.00,,-,.76,4.05,-90.80,-,-10,-11.90,,
Fisher & Paykel App,FPA,.995,-.5,.995,1.005,80,.995,.995,1.00,.995,1.03,.25,-,,-,-,-,1.97,50.5,-1,-1.00,,
Gale Pacific,GAP,.27,-1,.265,.27,268,.27,.27,.285,.27,.30,.205,2.45,f,1.20,.19,9.07,2.95,9.2,-.5,-1.82,,
Gazal Corp,GZL,2.10,-,-,-,-,-,-,2.10,2.10,2.30,1.568,18.00,f,1.14,.96,8.57,20.50,10.2,-,Stdy,,
GLG Corp,GLE,.32,-,-,-,-,-,-,.32,.32,.32,.098,-,,-,.60,-,9.96,3.2,-,Stdy,,
Globe Int'l,GLB,.415,+2.5,.40,.415,413,.415,.39,.415,.37,.49,.30,2.50,f,.06,.64,6.02,.15,276.7,+1.5,+3.75,,
GUD Hldgs,GUD,8.03,-4,8.03,8.04,1188,8.18,8.03,8.22,8.01,8.99,6.673,65.00,f,2.04,1.42,8.09,132.30,6.1,-7,-.86,,
Guinness Peat,GPG,.46,+.5,.455,.46,17500,.46,.46,.46,.455,.485,.33,1.74,,-,.34,3.78,-4.41,-,-,Stdy,,
Island Sky Aust,ISK,.004,-.1,.004,.006,1358,.006,.004,.006,.004,.008,.001,-,,-,-.01,-,.20,2.0,-.1,-20.00,,
Kresta Hldgs,KRS,.165,+1.5,.165,.17,1050,.165,.15,.195,.15,.24,.10,-,,-,.11,-,.55,30.0,-3,-15.38,,
McPherson's,MCP,1.86,+2,1.83,1.86,239,1.86,1.85,1.87,1.83,2.36,1.52,17.00,f,1.38,-.16,9.14,23.50,7.9,+3,+1.64,,
