FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4459.4 at 2012-05-04T16:45:04. Report at Friday, May 4, 2012. Processed Saturday at 2012-05-05T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.022,+.1,.02,.022,3404,.022,.02,.023,.02,.027,.016,-,,-,.01,-,-.02,-,+.1,+4.76,,
Autodom,AIE,.021,-,.021,.033,-,-,-,.023,.021,.045,.011,-,,-,.03,-,-5.35,-,-,Stdy,,
Berklee,BER,.39,-,-,-,-,-,-,.39,.39,.60,.39,2.00,,-,1.07,5.13,-32.60,-,-,Stdy,,
DataDot Tech,DDT,.028,-,.027,.028,2672,.028,.028,.029,.028,.041,.023,-,,-,.01,-,-.49,-,-.1,-3.45,,
Fleetwood Corp,FWD,13.13,-29,13.09,13.15,1462,13.46,13.09,13.46,13.03,13.46,9.53,74.00,f,1.25,2.52,5.64,92.80,14.1,-7,-.53,,
Orbital Corp,OEC,.29,-,.29,.30,145,.29,.29,.31,.29,.40,.24,-,,-,.38,-,3.80,7.6,-1,-3.33,,
Schaffer Corp,SFC,3.61,-,-,-,-,-,-,3.75,3.61,4.01,3.10,20.00,f,2.61,3.72,5.54,52.20,6.9,+1,+.28,,
Sprintex,SIX,.02,-,-,-,-,-,-,.021,.02,.035,.018,-,,-,.01,-,-1.43,-,-.1,-4.76,,
  opt jun12,SIXOA,.01,-,-,-,-,-,-,.01,.01,.01,.01,-,,-,-,-,-,-,-,Stdy,,
Supply Net,SNL,.95,-,.98,1.00,18,-,-,1.00,.95,1.03,.54,6.00,f,1.57,.44,6.32,9.41,10.1,-8,-7.77,,
VMoto,VMT,.012,+.1,.011,.012,3750,.012,.012,.012,.011,.038,.011,-,,-,.01,-,-1.30,-,-,Stdy,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.061,-.2,.061,.063,2450,.063,.061,.063,.06,.127,.050,-,,-,.14,-,.39,15.6,-,Stdy,,
Audio Pixels,AKP,6.00,-,5.77,5.96,-,-,-,6.00,5.76,9.65,5.76,-,,-,.16,-,-12.77,-,+24,+4.17,,
Billabong Int'l,BBG,2.51,-3,2.50,2.54,11756,2.55,2.46,2.72,2.46,6.87,1.70,16.00,,1.94,-.46,6.37,31.00,8.1,-19,-7.04,,
BKM Management,BKM,.003,-,-,-,-,-,-,.003,.003,.011,.002,-,,-,-,-,-.12,-,-,Stdy,,
Fisher & Paykel App,FPA,.40,-2,.40,.42,32,.40,.40,.435,.40,.495,.25,-,,-,-,-,2.19,18.3,-3,-6.98,,
Funtastic,FUN,.21,+.5,.20,.21,960,.21,.20,.21,.18,.225,.027,-,,-,-.10,-,-9.69,-,+1,+5.00,,
