Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4597.2 at 16:47 27/11/2009  Report at 19:05 Friday 27/11/2009. Processed 19:59 Friday 27/11/2009.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobile & Components,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.028,-0.2,0.028,0.03,6000,0.029,0.028,0.031,0.028,0.038,0.005,-,,-,0.01,-,-0.36,-,-0.2,-6.67,
Advanced Engine,ACE,0.07,0.5,0.065,0.07,286,0.07,0.07,0.07,0.057,0.093,0.031,-,,-,-0.04,-,-1.9,-,0.3,4.48,
Auto Tech Ltd,ATJ,0.054,-,0.047,0.052,10,0.054,0.054,0.055,0.049,0.151,0.028,-,,-,0.01,-,-5.55,-,-0.1,-1.82,
Berklee Ltd,BER,0.53,-7,0.53,0.64,70,0.53,0.53,0.60,0.53,0.737,0.297,-,f,-,0.89,-,13,4.1,-13.0,-19.7,
Coventry Grp,CYG,2.24,-11,2.24,2.45,291,2.35,2.24,2.35,2.10,2.35,0.60,5,f,-,3.30,2.23,-3.6,-,14.0,6.67,
Datadot Tech,DDT,0.05,-0.2,0.049,0.05,36626,0.051,0.047,0.055,0.047,0.105,0.011,-,,-,0.01,-,-6.22,-,-0.2,-3.85,
Fleetwood Corp,FWD,7.35,-24,7.34,7.45,1815,7.56,7.34,7.74,7.34,8.86,3.27,66,f,1.04,2.63,8.98,68.7,10.7,-21.0,-2.78,
Orbital Corp Ltd,OEC,0.056,-,0.056,0.06,-,-,-,0.057,0.055,0.115,0.03,-,,-,0.03,-,-0.51,-,-,-,
Schaffer Corp Ltd,SFC,6.26,-,6.26,6.30,-,-,-,6.30,6.26,6.65,3.90,45,f,1.65,3.62,7.19,74.1,8.4,1.0,0.16
Supply Net,SNL,0.485,-4.5,0.495,0.55,1380,0.50,0.485,0.53,0.45,0.53,0.25,3,f,2.05,0.44,6.19,6.15,7.9,3.5,7.78
INDUSTRY GROUP: Consumer Durables & Apparel,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.05,-0.4,0.047,0.055,4500,0.05,0.05,0.054,0.05,0.08,0.038,-,,-,0.22,-,2,2.5,-0.4,-7.41
Atlantic Ltd,ATI,0.04,0.3,0.039,0.04,54301,0.04,0.036,0.04,0.034,0.048,0.005,-,,-,0.01,-,-0.11,-,0.1,2.56
  opt dec11,ATIO,0.029,0.2,0.027,0.029,12050,0.029,0.027,0.029,0.025,0.039,0.003,-,,-,-,-,-,-,0.1,3.57
Atlas Southsea Pearl,ATP,0.105,-1,0.11,0.125,200,0.11,0.105,0.12,0.105,0.22,0.075,2,,-,0.20,19.05,-4.39,-,-1.5,-12.5
AVJennings,AVJ,0.54,-1,0.52,0.55,677,0.54,0.52,0.55,0.52,0.63,0.16,2,,-,1.04,3.70,-4.68,-,-0.5,-0.92
Billabong Intl,BBG,10.10,-15,10.09,10.15,9672,10.20,10.03,10.35,10.03,12.19,5.815,45,p,1.54,0.70,4.46,69.2,14.6,-2.0,-0.2
BKM Management,BKM,0.006,-,0.006,0.008,-,-,-,0.006,0.006,0.01,0.003,-,,-,-,-,-0.25,-,-,-
Fisher & Paykel App,FPA,0.47,-4.5,0.465,0.47,46161,0.47,0.455,0.515,0.455,0.813,0.207,3.87,,-,0.01,8.23,-27.37,-,-3.5,-6.93
Funtastic Ltd,FUN,0.225,-2,0.225,0.245,2851,0.245,0.225,0.25,0.225,0.30,0.105,-,,-,0.05,-,-49.5,-,-2.0,-8.16
Gale Pacific Ltd,GAP,0.13,-,0.13,0.14,-,-,-,0.13,0.13,0.17,0.035,-,,-,0.24,-,-6.75,-,-,-
Gazal Corp,GZL,1.315,-,1.32,1.40,-,-,-,1.40,1.315,1.55,0.85,8,f,1.41,0.60,6.08,11.3,11.6,-8.5,-6.07
GLG Corp Ltd,GLE,0.28,-2,0.20,0.30,652,0.30,0.28,0.30,0.28,0.32,0.13,-,,-,0.45,-,3.55,7.9,2.0,7.69
Globe Intl,GLB,0.44,-1,0.44,0.46,400,0.44,0.44,0.48,0.43,0.50,0.125,-,,-,0.70,-,-21.39,-,1.0,2.33
GUD Hldgs,GUD,8.41,-37,8.41,8.51,1975,8.79,8.41,8.95,8.41,9.67,3.86,60,f,1.00,0.66,7.13,60,14.0,-39.0,-4.43
Headline Grp Ltd,HLD,0.15,-,0.15,0.16,1286,0.15,0.145,0.15,0.145,0.16,0.08,-,,-,0.12,-,-1.31,-,-,-
Island Sky Aust,ISK,0.13,-1,0.13,0.14,600,0.135,0.13,0.14,0.13,0.379,0.129,-,,-,0.08,-,0.63,20.6,-0.5,-3.7
Kathmandu Hldgs,KMD,1.70,-3,1.67,1.70,24017,1.72,1.68,1.74,1.67,1.82,1.67,-,,-,-,-,-,-,-,-
Kresta Hldgs,KRS,0.21,1,0.20,0.21,98,0.21,0.21,0.21,0.20,0.225,0.08,1,f,2.68,0.16,4.76,2.68,7.8,-1.0,-4.55
McPherson's Ltd,MCP,2.92,-8,2.91,2.93,1791,2.92,2.82,3.18,2.82,3.36,0.27,13,,2.32,-0.52,4.45,30.2,9.7,-20.0,-6.41
Merchant House,MHI,0.12,-2.5,0.115,0.125,100,0.12,0.12,0.145,0.12,0.145,0.08,1,,3.04,0.30,8.33,3.04,3.9,-2.5,-17.24
Mesbon China Nylon,MES,0.11,1,0.09,0.11,280,0.11,0.11,0.11,0.099,0.14,0.04,2,,-,0.32,18.18,-1.3,-,1.5,15.79
Photo-Me Aust,PTO,0.009,-,0.007,0.013,-,-,-,0.009,0.009,0.04,0.006,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.175,-1.5,0.175,0.18,516,0.18,0.17,0.195,0.17,0.42,0.08,-,,-,0.02,-,2.97,5.9,-,-
Shenhua Ltd,SHU,0.45,-,0.45,0.52,-,-,-,0.53,0.45,0.55,0.45,-,,-,-,-,-,-,-8.0,-15.09
Tamawood Ltd,TWD,2.45,-,2.39,2.45,-,-,-,2.50,2.45,2.69,1.393,21,f,1.16,1.06,8.57,24.35,10.1,-5.0,-2
Thomas Bryson Int,TBI,0.40,-,0.35,0.40,-,-,-,0.40,0.40,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.175,-,0.15,0.265,542,0.175,0.17,0.175,0.115,0.25,0.07,3.5,,-,0.33,20.00,-6.18,-,5.5,45.83
Undercoverwear,UCW,0.29,-,0.29,0.40,-,-,-,0.29,0.29,0.30,0.16,2,f,-,0.10,6.90,-4.72,-,-,-
Vmoto Ltd,VMT,0.16,-0.5,0.165,0.17,8681,0.17,0.16,0.17,0.145,0.215,0.03,-,,-,0.01,-,-1.27,-,-1.0,-5.88
Waterco Ltd,WAT,0.94,2,0.88,0.945,15,0.94,0.94,0.94,0.92,1.00,0.48,5,f,1.60,1.36,5.32,8,11.7,2.0,2.17
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.165,-2.5,0.17,0.19,1318,0.18,0.165,0.20,0.165,0.22,0.05,-,,-,0.02,-,-4.45,-,-3.5,-17.5
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.14,-0.5,0.14,0.145,482,0.14,0.14,0.145,0.135,0.28,0.10,0.5,f,5.60,0.05,3.57,2.8,5.0,-,-
  opt dec10,ABQO,0.005,-,0.003,0.099,-,-,-,0.005,0.005,0.07,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,3.93,-16,3.92,4.02,26838,4.05,3.88,4.33,3.88,5.75,3.16,14.5,f,-,0.35,3.69,-0.2,-,-33.0,-7.75
Artist & Entertain,AEM,0.014,-,0.013,0.014,-,-,-,0.015,0.013,0.025,0.003,-,,-,-,-,2.83,0.5,-0.1,-6.67
Capital Intelligence,CPT,0.025,-,0.025,0.03,-,-,-,0.025,0.025,0.06,0.003,-,,-,-,-,0.09,27.8,-,-
Celtex Ltd,CXE,0.019,-,0.019,0.025,538,0.019,0.019,0.019,0.019,0.075,0.011,-,,-,-0.01,-,-0.72,-,-,-
Centrebet Internat,CIL,1.20,-2,1.20,1.215,278,1.22,1.20,1.25,1.20,1.39,0.86,9.5,,1.00,0.08,7.92,9.5,12.6,-5.0,-4
Crown Ltd,CWN,7.68,-10,7.57,7.74,21078,7.75,7.44,8.22,7.44,9.39,4.38,37,p,-,3.42,4.82,-166.89,-,-45.0,-5.54
Cypress Lakes Grp,CLK,0.007,-,0.006,0.008,-,-,-,0.007,0.007,0.03,0.006,-,,-,-,-,-2.3,-,-,-
Domino Pizza Enterpr,DMP,4.52,-,4.51,4.59,203,4.59,4.50,4.59,4.35,4.72,2.55,12.4,f,1.82,0.69,2.74,22.6,20.0,10.0,2.26
Early Learning Serv,ELY,0.105,-,0.105,0.155,-,-,-,0.105,0.105,0.135,0.07,-,,-,-,-,-25.22,-,-,-
eBet Ltd,EBT,0.075,-,0.072,0.074,-,-,-,0.075,0.07,0.105,0.024,-,,-,-0.01,-,0.7,10.7,0.2,2.74
Empowernet Int,ENI,0.012,-,0.011,0.025,-,-,-,0.012,0.012,0.05,0.007,-,,-,-,-,-0.3,-,-,-
Enerji Ltd,ERJ,0.21,-,0.21,0.21,-,-,-,0.215,0.19,0.24,0.004,-,,-,-,-,-3.71,-,2.0,10.53
Eumundi Grp Ltd,EBG,0.07,-,0.067,0.07,-,-,-,0.07,0.066,0.14,0.06,-,,-,0.27,-,-5.89,-,0.4,6.06
Flight Centre,FLT,16.83,-71,16.80,16.84,1729,17.29,16.80,18.86,16.80,18.86,3.39,9,,4.26,1.92,0.53,38.3,43.9,-84.0,-4.75
Garratt's Ltd,GRT,0.50,-,0.48,0.50,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.12,-,0.125,0.14,-,-,-,0.12,0.12,0.18,0.12,2.2,,0.40,0.05,18.33,0.89,13.5,-,-
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.86,-5,5.84,5.94,2503,5.93,5.84,6.02,5.84,6.48,4.48,24.5,f,1.22,0.35,4.18,29.9,19.6,-7.0,-1.18
Jetset Travelworld,JET,1.40,8,1.38,1.40,260,1.40,1.38,1.40,1.31,1.47,0.55,7,f,1.06,0.10,5.00,7.39,18.9,10.0,7.69
Kip McGrath Edu Cntr,KME,0.34,-,0.34,0.38,-,-,-,0.38,0.34,0.45,0.105,2,f,8.50,-0.09,5.88,17,2.0,-4.0,-10.53
Macro Corp Ltd,MAC,0.029,-,0.009,0.028,-,-,-,0.029,0.029,0.04,0.028,-,,-,0.07,-,-0.37,-,-,-
National Leisure,NLG,0.028,-,0.028,0.031,5550,0.031,0.028,0.035,0.028,0.044,0.005,-,,-,-0.30,-,0.08,35.0,-0.3,-9.68
Navitas Ltd,NVT,3.80,-8,3.75,3.80,2132,3.85,3.63,4.06,3.63,4.24,2.01,14.3,f,1.00,-0.23,3.76,14.3,26.6,-28.0,-6.86
Newhaven Hotels,NHH,1.88,-,1.75,2.49,-,-,-,1.88,1.88,2.35,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.37,-,0.35,0.40,-,-,-,0.37,0.35,0.40,0.24,1.5,f,0.89,0.41,4.05,1.33,27.8,2.0,5.71
Odyssey Gaming,ODG,0.07,-,0.07,0.50,-,-,-,0.07,0.035,0.07,0.017,-,,-,0.06,-,0.24,29.2,3.5,100
Planet Platinum,PPN,0.27,-,0.17,0.27,-,-,-,0.27,0.25,0.30,0.08,2.06,f,0.97,0.20,7.63,2,13.5,4.0,17.39
Qld Trustees Invest,QTI,0.47,-,0.50,0.59,-,-,-,0.47,0.47,0.475,0.37,-,,-,0.79,-,1.3,36.2,-,-
Reef Casino Tr unt,RCT,1.98,1,1.965,1.98,38,1.98,1.98,2.00,1.965,2.15,1.65,24.5,,0.04,2.64,12.37,1.1,180.0,-2.0,-1
Retail Food Grp,RFG,2.63,3,2.51,2.66,995,2.66,2.44,2.70,2.44,2.90,1.00,9.25,f,2.56,-0.86,3.52,23.7,11.1,-7.0,-2.59
Sino Strategic Intl,SSI,0.32,-7,0.315,0.47,1925,0.50,0.315,0.60,0.315,0.92,0.315,-,,-,-0.04,-,-70,-,-23.0,-41.82
Sky City Entertain,SKC,2.65,5,2.63,2.65,1701,2.65,2.55,2.70,2.55,2.89,1.90,5.44,,3.46,0.47,2.05,18.83,14.1,-2.0,-0.75
Slater & Gordon,SGH,1.62,3.5,1.58,1.62,191,1.635,1.59,1.635,1.57,1.82,1.30,4.25,f,3.74,0.80,2.62,15.9,10.2,-4.0,-2.41
Tabcorp Hldgs Ltd,TAH,7.04,-8,7.02,7.10,20988,7.12,7.00,7.26,7.00,7.70,6.05,65,f,1.43,-0.02,9.23,93.2,7.6,-14.0,-1.95
Tatts Grp Ltd,TTS,2.39,-8,2.39,2.40,46913,2.45,2.37,2.48,2.37,2.97,2.35,21,f,1.04,-0.56,8.79,21.9,10.9,-6.0,-2.45
Transmetro Corp,TCO,0.70,-,0.60,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.07,-,0.07,-,-,-,-,0.07,0.07,1.30,0.046,-,,-,0.16,-,-70,-,-,-
Webjet Ltd,WEB,1.715,-5.5,1.715,1.75,674,1.81,1.705,1.81,1.70,2.00,0.933,5.5,f,1.86,0.38,3.21,10.24,16.7,-4.5,-2.56
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.26,-,0.26,0.285,-,-,-,0.26,0.235,0.345,0.165,1,,0.45,0.08,3.85,0.45,57.8,-1.0,-3.7
Amalgamated Hldgs,AHD,5.58,-1,5.52,5.58,97,5.58,5.52,5.59,5.40,6.15,3.598,32,f,1.67,4.48,5.73,53.5,10.4,9.0,1.64
  def,AHDN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
APN News & Media,APN,2.37,-11,2.35,2.40,13759,2.40,2.36,2.58,2.31,2.638,0.866,12,,-,-1.23,5.06,-13.1,-,5.0,2.16
Aspermont Ltd,ASP,0.15,-,0.15,0.175,-,-,-,0.15,0.15,0.271,0.14,0.13,,-,-0.06,0.87,-0.22,-,-,-
Austar United,AUN,1.32,-7,1.30,1.33,29792,1.38,1.32,1.44,1.32,1.465,0.60,-,,-,-0.33,-,-2.4,-,-7.0,-5.04
Austereo Grp Ltd,AEO,1.63,-0.5,1.58,1.63,1752,1.635,1.595,1.645,1.51,1.74,1.02,9.1,f,1.32,-0.01,5.58,11.98,13.6,13.0,8.67
Beyond Intl,BYI,0.67,-,0.64,0.68,-,-,-,0.67,0.67,0.67,0.50,5,,1.46,0.42,7.46,7.28,9.2,-,-
Brisbane Broncos,BBL,0.32,-,0.32,0.40,-,-,-,0.32,0.32,0.40,0.23,-,,-,0.12,-,1.42,22.5,-,-
BSA Ltd,BSA,0.29,-1,0.29,0.305,2696,0.30,0.29,0.305,0.28,0.305,0.10,2,f,2.00,0.03,6.90,4.01,7.2,1.0,3.57
Commstrat Ltd,COJ,0.006,-,0.005,0.01,-,-,-,0.006,0.006,0.008,0.003,-,,-,-,-,0.02,30.0,-,-
Consolidated Media,CMJ,3.15,-2,3.07,3.18,54441,3.17,3.07,3.19,3.07,3.44,1.71,16.5,,3.75,0.66,5.24,61.91,5.1,4.0,1.29
Facilitate Digital,FAC,0.066,-,0.066,0.13,-,-,-,0.066,0.066,0.15,0.01,-,,-,0.01,-,-7.71,-,-0.2,-2.94
Fairfax Media Ltd,FXJ,1.58,-5.5,1.565,1.59,131060,1.625,1.555,1.70,1.555,1.805,0.795,2,,-,-0.37,1.27,-21.6,-,-8.0,-4.82
Hyro Ltd,HYO,0.03,-,0.029,0.03,-,-,-,0.03,0.027,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.2,-6.25
Infochoice Ltd,ICH,0.485,-,-,0.485,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.09,-,0.09,0.23,-,-,-,0.09,0.09,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Media stpld,MMG,1.95,-,2.11,1.775,-,-,-,2.16,1.88,2.16,0.413,7.7,,-,-2.66,3.95,-40.3,-,-15.0,-7.14
Macq Radio,MRN,0.77,-1,0.71,0.77,17,0.77,0.77,0.78,0.63,0.78,0.17,1.5,,0.03,-0.03,1.95,0.04,1925.0,14.0,22.22
MCM Entertainment Gr,MEG,0.20,-,0.20,0.22,-,-,-,0.20,0.195,0.20,0.06,-,,-,0.03,-,0.03,666.7,2.0,11.11
Media Grp Int Ltd,MUI,0.016,-0.3,0.015,0.016,21460,0.017,0.015,0.022,0.015,0.25,0.015,-,,-,-0.08,-,-3.74,-,-0.6,-27.27
Mitchell Comms,MCU,0.84,1,0.835,0.84,1978,0.84,0.83,0.85,0.83,0.95,0.355,4,f,1.65,-0.22,4.76,6.6,12.7,-,-
News Corp b voting,NWS,15.17,-21,15.00,15.30,38988,15.23,14.90,15.54,14.90,16.64,8.93,5.14,,14.51,-0.04,0.34,74.58,20.3,-57.0,-3.62
  a nonvote,NWSLV,12.87,-13,12.63,13.50,5607,12.87,12.63,13.26,12.63,14.23,7.86,13.73,,-,-,1.07,-,-,-45.0,-3.38
Oohmedia Grp Ltd,OOH,0.11,-,0.061,0.105,-,-,-,0.12,0.11,0.14,0.06,-,,-,-0.10,-,1.17,9.4,-1.0,-8.33
Pac Star Net,PNW,0.035,-,0.031,0.035,-,-,-,0.035,0.03,0.04,0.023,-,,-,0.01,-,0.06,58.3,0.5,16.67
Palamedia Ltd,PMX,0.006,-,0.006,0.01,-,-,-,0.009,0.006,0.02,0.005,-,,-,-,-,-0.26,-,-0.3,-33.33
Photon Grp Ltd,PGA,1.55,-1,1.55,1.56,3648,1.56,1.50,1.74,1.485,2.182,0.655,12.5,f,1.69,-0.03,8.06,21.08,7.4,-19.5,-11.17
Prime Media Grp,PRT,0.73,-0.5,0.70,0.75,4225,0.74,0.73,0.74,0.70,1.368,0.441,3,f,-,-0.22,4.11,-24.5,-,1.0,1.39
Q Ltd,QXQ,0.12,-1,0.12,0.13,200,0.12,0.12,0.135,0.12,0.394,0.056,-,,-,-0.23,-,4.1,2.9,-1.0,-7.69
REA Grp,REA,8.20,-28,8.21,8.40,44,8.39,8.20,8.61,8.15,8.73,3.18,10,f,0.07,0.30,1.22,0.74,1108.1,-12.0,-1.44
Real Brand Hldgs,RBH,0.046,-,0.041,0.044,-,-,-,0.046,0.037,0.075,0.02,-,,-,0.01,-,-0.28,-,0.9,24.32
Seven Network   ,SEV,6.50,-,6.36,6.60,3608,6.50,6.38,6.59,6.38,7.24,5.03,34,f,0.19,7.27,5.23,6.38,101.9,-5.0,-0.76
Sky Net fpo nz,SKT,4.00,-,3.34,3.80,-,-,-,4.00,3.90,4.05,2.80,11.48,,1.59,0.50,2.87,18.27,21.9,28.0,7.53
STW Comms,SGN,0.725,-2,0.72,0.725,10106,0.74,0.72,0.755,0.72,0.95,0.284,4.7,f,1.73,-0.15,6.48,8.15,8.9,-1.5,-2.03
Ten Network Hldgs,TEN,1.44,-10,1.44,1.475,76286,1.52,1.44,1.57,1.44,1.62,0.615,2,,-,-0.35,1.39,-9.62,-,-9.0,-5.88
TPL Corp Ltd,TPL,0.023,-0.1,0.022,0.023,116427,0.026,0.022,0.026,0.018,0.026,0.002,-,,-,-,-,-0.06,-,0.5,27.78
Two Way Ltd,TTV,0.065,-,0.06,0.063,-,-,-,0.07,0.06,0.078,0.015,-,,-,0.02,-,-3.1,-,0.5,8.33
Village Roadshow,VRL,1.805,-0.5,1.75,1.82,51,1.805,1.77,1.82,1.75,1.93,0.77,9.75,f,-,-1.18,5.40,-2.17,-,-,-
  'a' pref,VRLPA,1.75,-,1.65,1.795,510,1.765,1.70,1.815,1.70,1.87,0.49,12.75,,-,-,7.29,-,-,-5.0,-2.78
WAG Ltd,WAG,0.01,-,0.008,0.01,-,-,-,0.01,0.009,0.011,0.002,-,,-,-,-,-0.12,-,0.2,25
West Aust News,WAN,7.66,-39,7.65,7.84,4594,7.92,7.60,8.14,7.60,8.48,3.62,33,f,1.28,-,4.31,42.1,18.2,-24.0,-3.04
World Wide Ent Grp,WWG,0.18,-,0.093,0.10,-,-,-,0.18,0.18,0.25,0.125,-,,-,0.31,-,2,9.0,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.20,-,3.20,3.45,30,3.20,3.20,3.20,3.18,3.25,1.65,16,f,1.74,2.37,5.00,27.9,11.5,-,-
Adultshop Com,ASC,0.01,-,0.009,0.011,6000,0.01,0.01,0.012,0.009,0.012,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.002,0.004,-,-,-,0.003,0.003,0.003,0.002,-,,-,-,-,-,-,-,-
Allomak Ltd,AMA,0.059,-,0.055,0.059,-,-,-,0.06,0.055,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.8,15.69
AP Eagers Ltd,APE,10.85,-15,10.70,10.85,5,10.85,10.85,11.65,10.40,11.65,4.45,44,f,0.82,8.41,4.06,36.1,30.1,15.0,1.4
ARB Corp,ARP,5.10,-3,5.08,5.10,229,5.13,5.06,5.13,4.99,5.20,2.368,16.5,f,2.05,1.22,3.24,33.86,15.1,7.0,1.39
Automotive Hldgs,AHE,2.26,4,2.23,2.26,2489,2.28,2.20,2.28,2.19,2.40,0.48,14,f,-,0.69,6.19,-,-,4.0,1.8
Beyond Sportswear,BSI,0.024,-,0.02,0.024,-,-,-,0.024,0.022,0.045,0.007,-,,-,-0.01,-,-0.23,-,0.2,9.09
Breville Grp Ltd,BRG,2.17,-8,2.15,2.18,141,2.24,2.15,2.30,2.15,2.45,0.465,5.5,,1.65,0.49,2.53,9.08,23.9,-8.0,-3.56
Cash Convert ord/div   ,CCV,0.61,0.5,0.595,0.61,7648,0.61,0.595,0.61,0.53,0.64,0.23,3,f,2.26,0.09,4.92,6.77,9.0,6.5,11.93
Cheviot Bridge,CVB,0.055,-,0.052,0.16,-,-,-,0.055,0.055,0.07,0.01,-,,-,-,-,0.97,5.7,-,-
Clive Peeters,CPR,0.575,-2.5,0.56,0.575,1217,0.595,0.55,0.66,0.55,0.74,0.06,1.5,,-,0.27,2.61,-7.1,-,-4.5,-7.26
Country Road Ltd,CTY,3.24,-,3.35,-,-,-,-,3.24,3.24,3.53,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
Danks Hldgs,DKS,13.30,-,-,-,-,-,-,13.30,13.30,14.00,4.90,75,f,1.44,-,5.64,108.1,12.3,-19.0,-1.41
David Jones Ltd,DJS,5.69,-7,5.68,5.74,33364,5.75,5.56,5.89,5.56,5.96,2.02,28,f,1.13,1.16,4.92,31.5,18.1,4.0,0.71
Fantastic Hldgs,FAN,3.96,-2,3.96,4.00,26,3.97,3.96,4.11,3.95,4.25,1.57,9.5,f,2.04,0.72,2.40,19.37,20.4,-12.0,-2.94
Harvey Norman,HVN,4.22,-17,4.20,4.25,32852,4.32,4.19,4.63,4.19,4.85,1.805,11,f,1.83,2.01,2.61,20.18,20.9,-2.0,-0.47
Hire Intelligence,HII,0.15,-,0.15,0.155,-,-,-,0.155,0.15,0.20,0.14,1,f,1.25,0.12,6.67,1.25,12.0,-0.5,-3.23
JB Hi-Fi Ltd,JBH,23.06,-56,23.00,23.06,6788,23.36,22.87,23.71,22.41,23.71,7.77,44,f,2.01,1.21,1.91,88.26,26.1,86.0,3.87
Joyce Corp,JYC,0.55,-,0.49,0.75,-,-,-,0.55,0.50,0.72,0.37,3.5,,-,0.69,6.36,-6.54,-,5.0,10
