Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4462.1 at 16:37 20/8/2010  Report at 19:06 Friday 20/8/2010. Processed 08:35 Saturday 21/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
  opt sep12,YRROA,0.005,-,0.005,0.014,2544,0.005,0.005,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.78,38,22.78,22.90,128892,22.96,22.26,22.96,21.78,26.23,19.33,108,f,1.34,9.99,4.74,144.8,15.7,60.0,2.71,
Bank of Qld,BOQ,10.11,-15,10.09,10.23,6860,10.25,10.08,10.45,10.08,13.49,9.74,52,f,1.78,7.20,5.14,92.4,10.9,-7.0,-0.69,
Bendigo & Adelaide,BEN,8.73,-5,8.73,8.75,10253,8.78,8.70,8.82,8.34,10.48,7.72,58,f,1.16,5.27,6.64,67.4,13.0,28.0,3.31,
CL Asset Hldgs,CLS,0.70,-,0.70,0.75,-,-,-,0.75,0.70,1.20,0.61,-,,-,4.32,-,-66.35,-,-5.0,-6.67,
C'wlth Bank  of Aust ,CBA,49.50,-86,49.50,49.60,60163,49.90,49.25,51.00,49.25,60.00,44.03,290,f,1.19,15.94,5.86,344.5,14.4,-198.0,-3.85,
Firstfolio Ltd,FFF,0.061,-,0.061,0.062,-,-,-,0.063,0.061,0.089,0.033,-,,-,-0.05,-,1.13,5.4,-0.1,-1.61,
Homeloans Ltd,HOM,0.96,-,0.935,0.96,-,-,-,0.96,0.94,1.04,0.515,9,f,1.02,0.52,9.38,9.16,10.5,1.0,1.05,
Mortgage Choice,MOC,1.145,0.5,1.145,1.165,22,1.16,1.145,1.17,1.12,1.40,1.00,11,f,2.16,0.56,9.61,23.8,4.8,1.0,0.88,
Mystate Ltd,MYS,3.00,-,3.00,3.05,146,3.04,3.00,3.10,3.00,3.75,2.60,20,f,0.70,2.17,6.67,13.9,21.6,-5.0,-1.64,
National Aust Bank,NAB,23.88,-52,23.80,23.88,75808,24.19,23.60,24.44,23.36,32.37,22.23,147,f,1.36,12.41,6.16,199.3,12.0,1.0,0.04,
RHG Ltd,RHG,0.71,-,0.70,0.71,3056,0.71,0.69,0.71,0.685,0.75,0.45,-,,-,0.84,-,29.5,2.4,2.0,2.9,
Rock Bld perm.,ROK,2.60,-,2.55,2.60,100,2.60,2.60,2.60,2.55,3.10,2.38,14.5,f,1.33,1.98,5.58,19.3,13.5,5.0,1.96,
Westpac Banking,WBC,22.65,-29,22.64,22.68,120544,22.79,22.32,23.10,22.07,28.43,20.56,125,f,1.11,8.42,5.52,138.5,16.4,13.0,0.58,
Wide Bay Aust Ltd,WBB,10.40,14,10.40,10.50,28,10.40,10.36,10.40,10.20,11.26,8.50,62,f,0.98,3.62,5.96,60.89,17.1,10.0,0.97,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.06,0.6,0.062,0.09,550,0.06,0.055,0.07,0.05,0.275,0.05,-,,-,-,-,-,-,-1.0,-14.29,
Aberdeen Leaders,ALR,1.235,-,1.23,1.245,136,1.235,1.235,1.245,1.22,1.47,1.21,9.5,f,1.08,1.31,7.69,10.29,12.0,1.0,0.82,
Adelaide Managed unt,AYT,1.45,0.5,1.445,1.45,200,1.45,1.45,1.45,1.435,1.45,1.144,15.35,,0.14,1.63,10.59,2.11,68.7,1.5,1.05,
Amcil Ltd,AMH,0.61,-1,0.61,0.615,1284,0.61,0.61,0.63,0.605,0.72,0.595,2,f,1.87,0.73,3.28,3.73,16.4,-1.5,-2.4,
AMP Capital China unt,AGF,0.865,-1,0.85,0.87,2891,0.87,0.845,0.875,0.815,1.17,0.675,8.47,,-,0.93,9.79,-1.38,-,2.5,2.98,
Asian Masters Fund,AUF,1.05,-,1.05,1.20,-,-,-,1.05,1.02,1.06,0.98,1,f,-,1.01,0.95,-1.19,-,3.0,2.94,
Aurora Global Tr unt,AIB,1.14,-,1.14,1.22,-,-,-,1.14,1.14,7.50,0.977,23.5,,-,1.14,20.61,-5.76,-,-,-,
AUS Gov Index Fund,AQF,1.60,-,1.60,-,-,-,-,1.61,1.60,1.72,1.58,-,f,-,-,-,-,-,-1.0,-0.62,
Aust Leaders,ALF,1.19,-0.5,1.185,1.19,589,1.195,1.185,1.195,1.12,1.265,1.05,8,f,6.71,1.33,6.72,53.65,2.2,7.0,6.25,
  opt nov10,ALFO,0.003,0.1,0.001,0.003,3352,0.003,0.002,0.004,0.002,0.10,0.002,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.79,-16,6.79,6.95,289,6.95,6.79,6.99,6.70,7.90,6.46,25.5,f,1.09,6.68,3.76,27.7,24.5,9.0,1.34,
Bentley Capital,BEL,0.23,-,0.23,0.24,-,-,-,0.23,0.225,0.32,0.22,1,f,10.62,0.41,4.35,10.62,2.2,0.5,2.22,
BKI Invest Ltd,BKI,1.235,-2,1.235,1.24,556,1.26,1.235,1.26,1.235,1.325,1.09,5.25,f,1.44,1.38,4.25,7.57,16.3,-2.5,-1.98,
Carlton Invest,CIN,17.50,-,17.50,17.80,-,-,-,17.50,17.25,18.95,15.96,67,f,0.94,20.75,3.83,63,27.8,25.0,1.45,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.815,-2,0.81,0.83,2680,0.82,0.81,0.85,0.76,0.91,0.74,3.5,f,-,0.93,4.29,-7.74,-,4.5,5.84,
Challenger FSG Ltd,CGF,3.52,-5,3.50,3.54,11588,3.57,3.50,3.61,3.44,4.50,2.77,13.5,,2.61,3.36,3.84,35.2,10.0,-5.0,-1.4,
Choiseul Investments   ,CHO,4.75,17,4.60,4.75,305,4.75,4.58,4.75,4.55,5.28,4.41,21,f,1.09,5.00,4.42,22.8,20.8,1.0,0.21,
Clime Invest,CIW,0.43,1,0.42,0.45,350,0.43,0.43,0.43,0.42,0.50,0.35,1,f,5.00,0.44,2.33,5,8.6,1.0,2.38,
Contango Microcap,CTN,0.91,-0.5,0.91,0.915,4405,0.92,0.905,0.92,0.90,1.19,0.735,2,f,7.05,1.25,2.20,14.1,6.5,-,-,
Count Financial,COU,1.135,-0.5,1.135,1.14,1309,1.145,1.135,1.15,1.135,1.60,1.055,8,f,1.16,0.22,7.05,9.29,12.2,-,-,
CS GP100 Aust Tr unt,CSJ,0.975,-,0.965,0.985,-,-,-,0.975,0.975,1.00,0.94,2.37,p,-,0.98,2.43,-3.19,-,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.91,1,0.91,0.915,1500,0.91,0.91,0.91,0.90,0.935,0.885,1.32,,-,0.91,1.45,-5.7,-,1.0,1.11,
Diversified United,DUI,2.91,-4,2.91,2.95,244,2.95,2.91,2.95,2.90,3.53,2.73,13,f,0.81,3.03,4.47,10.5,27.7,2.0,0.69,
Djerriwarrh Invest,DJW,3.89,-1,3.85,3.89,1142,3.94,3.82,3.98,3.82,4.85,3.82,26,f,0.46,3.63,6.68,11.86,32.8,-4.0,-1.02,
DKN Financial Grp,DKN,0.58,-,0.565,0.62,-,-,-,0.60,0.58,0.85,0.505,4.5,,1.13,0.08,7.76,5.1,11.4,2.0,3.57,
Emerging Leaders,ELI,0.82,-1,0.815,0.86,937,0.83,0.82,0.83,0.80,0.965,0.70,3.75,f,7.17,0.98,4.57,26.88,3.1,0.5,0.61,
Fat Prophets,FAT,0.88,-,0.885,0.925,-,-,-,0.915,0.87,1.005,0.785,3,f,-,1.09,3.41,-4.28,-,0.5,0.57,
Global Masters Fund,GFL,0.85,-,0.73,0.83,-,-,-,0.85,0.75,0.905,0.685,-,,-,1.08,-,-1.04,-,10.0,13.33,
Global Resource,GRF,1.61,-,1.61,1.63,230,1.61,1.61,1.61,1.59,1.73,1.57,0.5,f,-,1.54,0.31,-0.36,-,1.0,0.63,
Hunter Hall Global,HHV,0.82,-,0.82,0.835,1477,0.83,0.82,0.83,0.79,0.86,0.695,-,,-,1.00,-,18.37,4.5,2.0,2.5,
Hyperion Flagship,HIP,1.445,-5.5,1.41,1.50,339,1.50,1.445,1.50,1.42,1.52,1.30,8.5,f,0.48,-,5.88,4.09,35.3,2.5,1.76,
India Equities Fund,INE,0.056,-0.6,0.056,0.061,8735,0.062,0.056,0.063,0.052,0.645,0.047,-,,-,0.75,-,-1.95,-,0.4,7.69,
  opt aug10,INEO,0.057,-,0.055,0.064,-,-,-,0.057,0.057,0.24,0.042,-,,-,-,-,-,-,-,-,
ING Private Equity,IPE,0.285,1.5,0.275,0.285,2400,0.285,0.285,0.30,0.27,0.315,0.20,-,,-,0.49,-,-3.49,-,2.5,9.62,
Ironbark Capital,IBC,0.45,-,0.45,0.455,108,0.45,0.45,0.47,0.45,0.50,0.425,2.5,f,3.07,0.52,5.56,7.68,5.9,-,-,
Magellan Flagship,MFF,0.61,-1,0.615,0.62,1601,0.62,0.61,0.635,0.605,0.69,0.56,-,,-,0.76,-,8.74,7.0,-,-,
Milton Corp,MLT,15.58,-12,15.58,15.70,503,15.75,15.55,15.89,15.55,19.40,15.55,71,f,1.10,17.18,4.56,78.2,19.9,-26.0,-1.64,
Mirrabooka Invest,MIR,1.62,-2,1.62,1.635,500,1.635,1.62,1.65,1.62,2.28,1.53,10,f,0.79,1.74,6.17,7.93,20.4,-2.0,-1.22,
Orchid Capital,ORC,0.038,-,0.023,0.05,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.165,-,0.16,0.165,1300,0.165,0.16,0.17,0.16,0.175,0.15,1.4,f,1.58,0.22,8.48,2.21,7.5,0.5,3.13,
Peters MacGregor,PET,0.70,-4,0.695,0.74,255,0.70,0.70,0.74,0.70,0.78,0.60,-,,-,1.04,-,13.67,5.1,-1.0,-1.41,
Platinum Capital,PMC,1.45,-3,1.43,1.45,575,1.47,1.45,1.48,1.425,1.85,1.365,10,f,1.12,1.31,6.90,11.16,13.0,2.0,1.4,
Premium Investors,PRV,0.73,1,0.73,0.735,959,0.73,0.72,0.735,0.71,0.93,0.65,3.5,f,3.01,0.91,4.79,10.55,6.9,1.0,1.39,
Sylvastate Ltd,SYL,3.42,-,3.35,3.48,-,-,-,3.48,3.36,4.09,3.34,21,f,0.41,3.71,6.14,8.56,40.0,6.0,1.79,
Templeton Global,TGG,0.755,-2,0.75,0.76,2356,0.76,0.755,0.78,0.755,0.88,0.73,-,,-,0.94,-,-2.8,-,-0.5,-0.66,
Van Eyk Three Pillar,VTP,0.046,-0.1,0.046,0.049,6443,0.05,0.046,0.92,0.04,0.955,0.04,2.5,f,7.56,1.00,54.35,18.9,0.2,-87.4,-95,
Wallace Absolute,WAB,0.074,-,0.074,0.075,160,0.074,0.074,0.074,0.074,0.076,0.023,-,,-,0.03,-,-37.93,-,-,-,
WAM Capital Ltd,WAM,1.31,1,1.31,1.33,623,1.33,1.30,1.34,1.29,1.375,1.12,8,f,2.91,1.58,6.11,23.3,5.6,2.0,1.55,
Whitefield Ltd,WHF,2.99,-1,2.88,3.00,304,3.00,2.90,3.03,2.90,3.63,2.89,17,f,0.09,3.55,5.69,1.54,194.2,-4.0,-1.32,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.73,0.5,0.725,0.73,671,0.73,0.72,0.73,0.685,0.805,0.625,5.2,f,0.63,0.89,7.12,3.3,22.1,4.0,5.8,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.12,-1,0.11,0.13,1000,0.12,0.12,0.13,0.12,0.43,0.08,-,,-,0.02,-,-1.19,-,-,-,
Bisan Ltd,BSN,0.032,-,0.03,0.04,-,-,-,0.039,0.032,0.05,0.032,-,,-,0.04,-,-2.07,-,-0.7,-17.95,
Charter Pacific,CHF,0.04,-,0.04,0.049,-,-,-,0.043,0.04,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.40,-,2.37,2.45,50,2.40,2.40,2.40,2.36,2.811,2.30,10,f,-,3.06,4.17,-15.94,-,4.0,1.69,
Grandbridge Ltd,GBA,0.35,-2,0.34,0.37,190,0.35,0.34,0.37,0.32,0.405,0.105,-,,-,0.27,-,11.7,3.0,-2.0,-5.41,
Guinness Peat cdi,GPG,0.52,-2,0.52,0.525,113734,0.525,0.52,0.54,0.52,0.682,0.495,1.66,,-,0.83,3.19,-4.03,-,1.0,1.96,
London City Equities,LCE,0.39,-,-,0.41,-,-,-,0.39,0.39,0.44,0.39,1,f,-,0.40,2.56,-0.51,-,-,-,
Luminus Systems,LSL,0.002,-,0.003,0.05,-,-,-,0.008,0.002,0.023,0.002,-,,-,-0.01,-,-7.96,-,-0.6,-75,
Soul Pattinson,SOL,12.17,-32,12.10,12.17,31808,12.41,12.10,12.85,12.10,15.38,11.052,33,f,3.76,11.11,2.71,124.07,9.8,-53.0,-4.17,
Sunvest Corp,SVS,0.275,-,0.275,0.40,-,-,-,0.275,0.275,0.28,0.27,-,,-,0.54,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.11,-,0.115,0.25,-,-,-,0.11,0.11,0.27,0.11,0.75,,4.80,0.33,6.82,3.6,3.1,-,-,
Tranzact Fin Service,TFS,0.16,1,0.15,0.16,550,0.16,0.16,0.16,0.15,0.215,0.13,0.6,f,2.73,0.07,3.75,1.64,9.8,1.0,6.67,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,30.49,59,30.36,30.55,13108,30.55,29.51,30.55,29.03,37.16,28.02,173.1,f,1.10,3.49,5.68,190.4,16.0,108.0,3.67,
BBX Hldgs,BBX,0.01,-,0.01,0.03,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.051,0.1,0.051,0.075,200,0.051,0.051,0.051,0.05,0.10,0.05,-,,-,0.08,-,1.26,4.0,0.1,2,
IMF (Aust) Ltd,IMF,1.495,-,1.485,1.495,65,1.50,1.495,1.52,1.485,1.96,1.35,15,f,0.55,0.32,10.03,8.22,18.2,-0.5,-0.33,
Ipernica Ltd,IPR,0.135,-,0.135,0.14,259,0.135,0.135,0.15,0.135,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.5,-10,
NSX Ltd,NSX,0.18,-,0.17,0.18,88,0.18,0.18,0.185,0.18,0.26,0.165,-,,-,0.09,-,-4.95,-,-0.5,-2.7,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.21,-,-,0.22,-,-,-,0.21,0.21,0.37,0.205,1.3,,2.46,0.34,6.19,3.2,6.6,-,-,
Astra Capital Ltd,AKR,0.735,-,0.75,0.90,-,-,-,0.735,0.72,0.85,0.51,-,,-,1.62,-,-1.87,-,1.5,2.08,
Centrepoint Alliance,CAF,0.13,-,0.13,0.16,-,-,-,0.13,0.13,0.185,0.12,-,,-,-,-,-31.06,-,-,-,
Flexigrp Ltd,FXL,1.30,-3.5,1.30,1.31,1225,1.35,1.30,1.39,1.20,1.779,1.11,6,f,3.95,0.23,4.62,23.7,5.5,10.5,8.79,
FSA Grp Ltd,FSA,0.34,-,0.32,0.34,700,0.34,0.34,0.34,0.325,0.45,0.28,-,,-,0.29,-,7.93,4.3,1.5,4.62,
Money3 Corp,MNY,0.40,-,0.45,0.53,-,-,-,0.40,0.40,0.60,0.40,3.4,f,1.02,0.30,8.50,3.46,11.6,-,-,
Oncard Intl,ONC,0.091,-,0.084,0.09,-,-,-,0.091,0.084,0.205,0.08,-,,-,0.13,-,0.73,12.5,0.6,7.06,
Questus Ltd,QSS,0.075,-,0.06,0.08,-,-,-,0.075,0.075,0.153,0.05,-,,-,0.15,-,1.54,4.9,-,-,
Thinksmart Ltd,TSM,0.68,-1,0.67,0.68,333,0.685,0.68,0.74,0.65,1.11,0.64,2,,2.73,0.11,2.94,5.45,12.5,-7.0,-9.33,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.765,1.5,0.75,0.80,150,0.78,0.765,0.78,0.68,0.78,0.235,3.6,f,1.00,0.11,4.71,3.61,21.2,10.5,15.91,
Alternative Invest unt,AIQ,1.08,-,1.08,1.115,-,-,-,1.085,1.08,1.15,0.91,47,,-,1.53,43.52,-44.5,-,-,-,
Amcbf Two,AKT,102.00,5,100.15,101.95,3,102.00,101.95,102.00,101.95,102.69,101.00,-,,-,-,-,-,-,-,-,
APN Prop Grp,APD,0.215,0.5,0.225,0.23,1000,0.215,0.215,0.23,0.20,0.41,0.165,1.25,f,-,0.21,5.81,-17.88,-,1.5,7.5,
Argo Invest,ARG,5.81,-1,5.79,5.84,1629,5.86,5.78,5.98,5.78,7.05,5.61,25,f,1.04,6.03,4.30,26,22.3,-3.0,-0.51,
Aurora Funds Ltd,AFV,1.60,-,1.21,1.60,-,-,-,1.60,1.56,2.00,1.56,-,,-,-,-,-,-,4.0,2.56,
Aurora SAE ord unt,ABW,1.08,-,1.075,1.085,-,-,-,1.105,1.08,7.35,0.984,9.5,,-,1.05,8.80,-30.42,-,-2.5,-2.26,
Aurora Sandringham ,AOD,0.98,-,0.975,0.98,-,-,-,0.985,0.97,1.12,0.965,6.2,p,-,1.00,6.33,-4.69,-,1.0,1.03,
Aust Ethical,AEF,21.00,-,19.50,21.00,5,21.00,21.00,22.50,21.00,37.00,20.00,182,f,0.76,8.11,8.67,139,15.1,-,-,
Aust Foundation,AFI,4.82,-3,4.82,4.87,2991,4.86,4.80,4.86,4.70,5.41,4.52,21,f,0.89,4.70,4.36,18.6,25.9,5.0,1.05,
Austock Grp Ltd,ACK,0.15,-,0.145,0.15,383,0.15,0.145,0.155,0.145,0.33,0.135,-,,-,0.24,-,-6.58,-,-,-,
Bell Financial Grp,BFG,0.855,-1.5,0.855,0.89,305,0.89,0.855,0.90,0.84,1.40,0.83,8,f,1.41,0.25,9.36,11.3,7.6,-2.5,-2.84,
Belmont Hldgs,BET,1.00,-,0.95,-,-,-,-,1.00,1.00,1.30,1.00,3.5,f,-,1.78,3.50,-1.38,-,-,-,
Blue Capital Ltd,BIV,0.018,-,0.018,0.025,-,-,-,0.018,0.018,0.029,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.60,-3,2.59,2.63,368,2.61,2.60,2.65,2.59,3.189,2.081,10.4,f,1.42,0.32,4.00,14.76,17.6,-3.0,-1.14,
Cadence Capital,CDM,0.74,-0.5,0.74,0.80,420,0.745,0.74,0.755,0.74,0.88,0.67,4,f,6.58,0.97,5.41,26.3,2.8,-,-,
Chapmans Ltd,CHP,0.015,-,0.012,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.05,-,0.05,0.052,-,-,-,0.053,0.05,0.115,0.041,-,,-,0.05,-,-17.6,-,-0.3,-5.66,
CI Res Ltd,CII,0.60,-,0.625,0.80,-,-,-,0.66,0.58,0.91,0.58,2,,4.09,0.47,3.33,8.18,7.3,-20.0,-25,
Clime Capital,CAM,0.96,-,0.96,0.99,48,0.96,0.96,1.00,0.955,1.09,0.857,4,f,12.60,1.35,4.17,50.38,1.9,0.5,0.52,
Contango Capital,CCQ,0.775,2.5,0.75,0.78,20,0.775,0.775,0.775,0.74,1.55,0.60,1,f,10.51,1.64,1.29,10.51,7.4,4.0,5.44,
CVC Ltd,CVC,0.84,-,0.84,0.845,727,0.84,0.84,0.85,0.84,0.85,0.53,2,f,-,1.23,2.38,-5.51,-,-,-,
Diversa Ltd,DVA,0.11,-,0.10,0.11,-,-,-,0.11,0.092,0.15,0.08,-,,-,0.02,-,-6,-,1.8,19.57,
Equities & Freehldgss,EQF,0.20,-,0.20,0.23,-,-,-,0.22,0.20,0.31,0.02,-,,-,0.21,-,24.98,0.8,-2.0,-9.09,
Equity Tr,EQT,16.00,-,16.00,16.17,2,16.00,16.00,16.50,15.34,19.50,14.65,110,f,0.83,2.62,6.88,91.82,17.4,79.0,5.19,
Euroz Ltd,EZL,1.135,-6.5,1.135,1.185,233,1.20,1.135,1.205,1.06,1.69,1.06,12,f,1.16,-,10.57,13.94,8.1,-2.0,-1.73,
  opt mar14,EZLO,0.44,-,0.44,0.54,25,0.44,0.44,0.47,0.435,0.91,0.435,-,,-,-,-,-,-,-3.0,-6.38,
Everest Financial,EFG,0.055,-,0.055,0.056,-,-,-,0.055,0.053,0.08,0.037,-,,-,0.10,-,1.3,4.2,0.2,3.77,
Excela Ltd,EXA,0.31,-,0.31,0.35,-,-,-,0.31,0.31,0.63,0.25,2,f,-,0.40,6.45,-1.44,-,-,-,
Fiducian Portfolio,FPS,1.25,-5,1.20,1.29,26,1.25,1.25,1.30,1.21,1.75,1.16,6.75,f,1.43,0.34,5.40,9.63,13.0,-5.0,-3.85,
Future Corp,FUT,0.002,-,0.001,0.002,-,-,-,0.002,0.002,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.12,-0.5,1.12,1.125,947,1.125,1.105,1.14,1.105,1.32,1.01,5,f,1.04,1.32,4.46,5.19,21.6,-,-,
Hastings High Yld unt,HHY,1.215,0.5,1.215,1.24,303,1.245,1.215,1.245,1.21,1.44,1.085,17.01,,1.38,1.75,14.00,23.53,5.2,-0.5,-0.41,
Henderson Grp cdi,HGG,2.20,-7,2.19,2.21,22873,2.23,2.19,2.36,2.19,2.67,2.01,10.69,,1.00,-0.14,4.86,10.64,20.7,-6.0,-2.65,
HFA Hldgs Ltd,HFA,0.175,0.5,0.17,0.175,1852,0.175,0.165,0.185,0.165,0.31,0.145,-,,-,-0.20,-,-0.33,-,0.5,2.94,
Hunter Hall Intl,HHL,5.39,-1,5.39,5.40,101,5.40,5.39,5.44,5.25,7.90,5.09,47,f,1.25,1.73,8.72,58.95,9.1,-3.0,-0.55,
Investorfirst Ltd,INQ,0.065,-,0.061,0.069,-,-,-,0.065,0.061,0.15,0.05,-,,-,0.04,-,-1.36,-,0.2,3.17,
IOOF Hldgs Ltd,IFL,6.45,-5,6.40,6.45,6018,6.48,6.35,6.59,6.18,7.40,4.22,21,f,0.93,0.56,3.26,19.5,33.1,7.0,1.1,
K2 Asset Mgmt,KAM,0.55,-,0.55,0.585,579,0.55,0.55,0.55,0.55,0.87,0.40,-,,-,0.04,-,1.74,31.6,4.5,8.91,
Katana Capital,KAT,0.69,-,0.69,0.75,72,0.69,0.69,0.69,0.67,0.85,0.60,2,f,15.41,0.92,2.90,30.82,2.2,2.0,2.99,
Keybridge Capital,KBC,0.086,0.3,0.084,0.087,2020,0.089,0.083,0.089,0.08,0.15,0.072,-,,-,0.46,-,-29.02,-,-,-,
Macq Grp Ltd,MQG,38.14,-96,38.10,38.15,13090,38.77,38.05,39.23,37.65,58.80,35.01,186,,1.72,25.82,4.88,320.2,11.9,-31.0,-0.81,
Macq Winton ord unt,MWG,1.255,-,1.25,1.29,-,-,-,1.255,1.20,1.31,1.05,0.4,,-,1.29,0.32,-2.09,-,6.0,5.02,
Magellan Fin Grp,MFG,1.23,-3,1.23,1.25,91,1.26,1.23,1.27,1.20,1.30,0.71,-,,-,-,-,0.6,205.0,3.0,2.5,
  opt jun11,MFGOB,0.10,-,0.10,0.28,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.17,-,0.17,-,-,-,-,0.17,0.17,0.20,0.02,-,,-,-,-,-,-,-,-,
Mariner Corp Ltd,MCX,0.004,-,0.004,0.005,-,-,-,0.003,0.003,0.015,0.002,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.051,0.1,0.051,0.056,331,0.051,0.051,0.051,0.04,0.09,0.03,-,,-,0.24,-,28.23,0.2,1.1,27.5,
Multi Channel,MUT,0.007,-,0.005,0.008,-,-,-,0.007,0.007,0.008,0.002,-,,-,-,-,-43.27,-,-,-,
Murchison Hldgs,MCH,0.38,-7,0.38,0.40,33,0.38,0.38,0.45,0.38,0.75,0.30,-,,-,1.28,-,10.13,3.8,-7.0,-15.56,
Oceania Capital,OCP,1.61,-0.5,1.60,1.69,196,1.61,1.61,1.69,1.50,2.697,1.445,6,,2.31,5.04,3.73,13.88,11.6,11.0,7.33,
Orion Equities,OEQ,0.48,-,0.40,0.50,-,-,-,0.48,0.48,0.64,0.40,-,,-,1.13,-,33.16,1.4,-,-,
Over Fifty Grp,OFG,0.54,-1,0.54,0.56,81,0.54,0.54,0.60,0.54,1.09,0.44,2.5,p,0.10,0.52,4.63,0.26,207.7,-2.0,-3.57,
Perpetual Ltd,PPT,30.45,-101,30.44,30.45,1512,30.97,30.10,31.86,29.16,41.39,27.11,165,f,1.11,4.46,5.42,183.4,16.6,7.0,0.23,
Plan B Grp Hld,PLB,0.68,-,0.50,0.69,-,-,-,0.68,0.68,0.89,0.57,2.7,f,0.62,0.09,3.97,1.68,40.5,-,-,
Platinum Asset,PTM,4.98,-24,4.98,5.10,8107,5.10,4.96,5.29,4.96,6.34,4.44,20,f,1.17,-,4.02,23.41,21.3,-15.0,-2.92,
Prime Financial,PFG,0.18,1.5,0.17,0.18,55,0.18,0.17,0.18,0.16,0.34,0.14,0.75,f,3.11,0.14,4.17,2.33,7.7,-,-,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.052,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.07,-1,0.061,0.07,204,0.07,0.07,0.08,0.07,0.145,0.061,-,,-,0.19,-,10.32,0.7,-1.0,-12.5,
Redcape Prop Grp stp,RPF,0.145,-,0.145,0.16,115,0.145,0.145,0.155,0.145,0.45,0.145,-,,-,0.32,-,21.74,0.7,-1.0,-6.45,
RIMCapital Ltd,RMC,0.026,-,0.016,0.03,-,-,-,0.026,0.026,0.086,0.025,-,,-,0.03,-,-0.02,-,-,-,
Robe Aust Ltd,ROB,0.008,-,0.009,0.012,-,-,-,0.008,0.008,0.024,0.005,-,,-,-,-,-4.59,-,-,-,
Snowball Grp,SNO,0.39,1,0.39,0.42,50,0.39,0.39,0.40,0.38,0.47,0.35,3.25,f,0.83,-0.03,8.33,2.71,14.4,-3.0,-7.14,
Souls Private Equity,SOE,0.085,0.1,0.085,0.088,6318,0.086,0.085,0.086,0.083,0.12,0.08,-,,-,0.19,-,0.09,94.4,0.2,2.41,
  opt feb15,SOEOA,0.015,-,0.015,0.019,20,0.015,0.015,0.016,0.015,0.02,0.008,-,,-,-,-,-,-,-0.1,-6.25,
Strategic Pooled,SPD,0.09,-,0.095,0.10,-,-,-,0.09,0.09,0.17,0.08,-,,-,0.13,-,0.52,17.3,-,-,
