FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4734.8 at 2011-03-11T16:35:46. Report at Friday, March 11, 2011. Processed Saturday at 2011-03-12T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.026,-.2,.026,.028,2900,.026,.026,.029,.026,.038,.014,-,,-,.01,-,-.03,-,-.3,-10.34,,
Advanced Engine,ACE,.015,-,.013,.02,-,-,-,.016,.015,.052,.015,-,,-,-.04,-,-2.65,-,-,Stdy,,
Auto Technology,ATJ,.04,-,.032,.04,1505,.04,.035,.043,.035,.061,.024,-,,-,.01,-,-1.43,-,-.2,-4.76,,
  opt jun11,ATJO,.002,-,-,.005,-,-,-,.002,.002,.011,.001,-,,-,-,-,-,-,-,Stdy,,
  opt jun12,ATJOA,.01,-,.005,.01,-,-,-,.01,.01,.01,.003,-,,-,-,-,-,-,-,Stdy,,
Berklee,BER,.50,-,.53,.58,-,-,-,.50,.50,.60,.405,2.00,,-,1.23,4.00,-.50,-,-,Stdy,,
DataDot Tech,DDT,.043,-,.043,.044,3867,.043,.042,.044,.042,.06,.025,-,,-,.01,-,.23,18.7,-,Stdy,,
Fleetwood Corp,FWD,11.40,-10,11.35,11.49,3189,11.50,11.26,12.51,10.85,14.25,7.85,70.00,f,1.20,2.10,6.14,84.10,13.6,-112,-8.95,,
Orbital Corp,OEC,.33,-2,.33,.39,152,.35,.32,.385,.32,.46,.18,-,,-,.36,-,1.55,21.3,-7,-17.50,,
Schaffer Corp,SFC,3.89,-,3.80,3.93,-,-,-,4.00,3.89,6.35,3.70,30.00,f,.69,3.36,7.71,20.70,18.8,-6,-1.52,,
Supply Net,SNL,.51,-,.48,.50,-,-,-,.51,.49,.53,.22,4.00,f,1.75,.39,7.84,7.00,7.3,+1,+2.00,,
Consumer Durables & Apparel,,
Arafura Pearls,APB,.013,-.2,.013,.015,3900,.014,.013,.015,.013,.021,.008,-,,-,.02,-,-1.00,-,-.2,-13.33,,
  opt may12,APBO,.001,-,-,.001,-,-,-,.001,.001,.001,.001,-,,-,-,-,-,-,-,Stdy,,
Atlas Southsea Pearl,ATP,.11,-,.11,.115,-,-,-,.11,.11,.13,.08,-,,-,.14,-,1.82,6.0,-,Stdy,,
Billabong Int'l,BBG,8.11,-21,8.03,8.18,8907,8.24,8.03,8.55,8.03,12.32,7.31,34.00,p,1.56,-.44,4.19,53.20,15.2,-40,-4.70,,
BKM Management,BKM,.008,-,.008,.009,-,-,-,.008,.008,.013,.004,-,,-,-,-,-.15,-,-,Stdy,,
Energio,EIO,.054,-.6,.054,.055,268582,.055,.05,.073,.05,.073,.006,-,,-,-,-,-.07,-,-,Stdy,,
  opt mar13,EIOO,.011,-,.001,.011,-,-,-,.011,.011,.011,.001,-,,-,-,-,-,-,-,Stdy,,
Fisher & Paykel App,FPA,.43,+1.5,.415,.425,27,.43,.42,.43,.415,.53,.37,-,,-,-,-,4.12,10.4,-,Stdy,,
