Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 19:37 Friday 18/12/2009.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Wildhorse Energy,WHE,0.315,-2,0.315,0.33,1185,0.325,0.315,0.35,0.315,0.70,0.044,-,,-,-,-,-9.8,-,-2.0,-5.97
Woodside Pet,WPL,47.62,92,47.59,47.65,78700,47.62,46.38,47.62,45.30,53.869,31.189,110,f,2.18,11.33,2.31,240,19.8,83.2,1.78
Yellow Rock,YRR,0.05,-0.4,0.047,0.05,2300,0.052,0.05,0.054,0.05,0.092,0.035,-,,-,-,-,-11.56,-,-0.2,-3.85
  opt sep12,YRROA,-,-,0.01,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,21.34,-24,21.31,21.45,117684,21.53,21.22,21.76,20.97,25.25,11.83,102,f,1.67,10.72,4.78,170.4,12.5,4.0,0.19
Bank of Qld,BOQ,10.70,-9,10.68,10.82,6968,10.81,10.63,11.19,10.63,13.49,6.228,52,f,1.46,6.62,4.86,75.9,14.1,-33.0,-2.99
Bendigo & Adelaide,BEN,8.75,-2,8.75,8.85,17164,8.81,8.51,9.15,8.51,12.058,5.733,43,f,0.60,4.03,4.91,25.6,34.2,-25.0,-2.78
C'wlth Bank  of Aust ,CBA,52.86,78,52.75,52.87,124817,52.86,51.26,53.25,51.26,56.24,24.03,228,f,1.44,13.65,4.31,328.5,16.1,36.0,0.69
Firstfolio Ltd,FFF,0.06,0.5,0.055,0.06,1016,0.06,0.055,0.06,0.055,0.07,0.02,-,,-,-0.07,-,0.79,7.6,-,-
  def,FFFN,-,-,0.007,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Homeloans Ltd,HOM,0.60,-,0.61,0.62,21,0.60,0.60,0.61,0.60,0.84,0.30,7,f,1.03,0.53,11.67,7.2,8.3,-1.0,-1.64
Mortgage Choice,MOC,1.18,1,1.175,1.18,5254,1.19,1.18,1.21,1.14,1.40,0.69,10.25,f,2.20,0.54,8.69,22.6,5.2,-3.0,-2.48
Mystate Ltd,MYS,2.66,1,2.66,2.68,169,2.66,2.65,2.72,2.64,3.10,2.60,-,f,-,-,-,-,-,2.0,0.76
National Aust Bank,NAB,25.99,-66,25.98,26.00,288317,26.44,25.85,28.28,25.85,32.37,15.85,146,f,1.80,12.66,5.62,262.7,9.9,-222.0,-7.87
RHG Ltd,RHG,0.635,-,0.635,0.595,-,-,-,0.655,0.625,0.75,0.13,-,,-,0.72,-,35.5,1.8,-,-
Rock Bld perm.,ROK,2.51,-4,2.52,2.55,101,2.55,2.51,2.55,2.51,3.10,2.13,18.5,f,1.21,1.84,7.37,22.3,11.3,-2.0,-0.79
Westpac Banking,WBC,23.49,14,23.45,23.50,165420,23.68,23.08,23.99,23.00,27.57,14.40,116,f,1.08,7.89,4.94,125.3,18.7,-7.0,-0.3
Wide Bay Aust Ltd,WBB,9.40,-1,9.42,9.51,55,9.41,9.40,9.55,9.37,9.88,5.55,60,f,0.94,3.49,6.38,56.41,16.7,-,-
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.25,-,0.25,0.35,2000,0.25,0.25,0.29,0.25,0.37,0.125,1.3,f,4.15,0.35,5.20,5.4,4.6,-4.0,-13.79
Flexigrp Ltd,FXL,1.49,-2,1.49,1.52,722,1.50,1.48,1.55,1.46,1.795,0.23,6,f,2.40,0.11,4.03,14.4,10.3,-1.0,-0.67
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.39,-,1.35,1.375,-,-,-,1.39,1.35,1.44,0.90,9,f,-,1.45,6.47,-21.34,-,4.0,2.96
Adelaide Managed unt,AYT,1.38,4,1.35,1.38,80,1.38,1.365,1.38,1.34,1.76,1.10,15.47,,0.81,1.81,11.21,12.59,11.0,4.5,3.37
Advanced Share,ASW,0.35,-,0.35,0.395,-,-,-,0.35,0.35,0.36,0.15,2,f,1.05,0.09,5.71,2.1,16.7,-,-
Alternative Invest unt,AIQ,1.02,-1,1.01,1.06,21,1.02,1.02,1.04,1.02,1.45,0.575,47,,-,1.41,46.08,-33.96,-,-2.0,-1.92
Amcil Ltd,AMH,0.68,-,0.675,0.68,4,0.68,0.68,0.685,0.67,0.72,0.43,2,f,1.31,0.73,2.94,2.63,25.9,-,-
AMP Capital China unt,AGF,1.065,-2,1.065,1.08,5052,1.08,1.065,1.115,1.065,1.265,0.73,3.9,,1.12,1.33,3.66,4.35,24.5,-2.5,-2.29
APN Prop Grp,APD,0.38,-,0.35,0.38,-,0.38,0.38,0.38,0.34,0.41,0.09,3,,-,0.20,7.89,-18.08,-,4.0,11.76
Argo Invest,ARG,6.65,7,6.60,6.65,997,6.65,6.58,6.67,6.56,6.91,4.52,27,f,-,6.33,4.06,-11.1,-,5.0,0.76
Asian Masters Fund,AUF,0.99,-1,0.87,0.99,56,0.99,0.99,1.01,0.99,1.05,0.77,-,,-,0.98,-,0.76,130.3,-,-
Astra Capital Ltd,AKR,0.79,-,0.79,0.81,-,-,-,0.79,0.79,1.10,0.008,-,,-,1.60,-,-0.03,-,-,-
ASX Ltd,ASX,34.07,-16,34.06,34.12,9408,34.12,33.70,34.50,33.22,37.90,23.52,164.9,f,1.11,2.66,4.84,183.2,18.6,32.0,0.95
Aurora Buy-Write ord ,ABW,1.20,-2,1.21,1.22,1800,1.20,1.20,1.22,1.20,7.35,0.867,20.5,,-,1.23,17.08,-57.97,-,-1.5,-1.23
Aurora Global Tr unt,AIB,1.035,-,1.10,1.13,-,-,-,1.15,1.02,7.50,0.977,51.5,,-,1.20,49.76,-13.91,-,-9.5,-8.41
Aurora Sandringham ,AOD,1.11,0.5,1.10,1.11,237,1.11,1.10,1.11,1.10,1.23,1.055,5,,-,1.08,4.50,-6.57,-,1.0,0.91
Aust Ethical,AEF,31.00,-,29.50,31.00,2,31.00,31.00,31.35,29.50,37.00,17.00,147,f,0.83,8.53,4.74,121.6,25.5,2.0,0.06
Aust Foundation,AFI,5.20,2,5.17,5.20,2192,5.20,5.12,5.21,5.12,5.35,3.45,21,f,0.51,4.86,4.04,10.61,49.0,3.0,0.58
Aust Leaders,ALF,1.16,-2,1.14,1.175,897,1.175,1.15,1.185,1.15,1.265,0.55,5,f,2.37,1.53,4.31,11.85,9.8,-2.0,-1.69
  opt nov10,ALFO,0.05,-0.2,0.048,0.052,3770,0.051,0.05,0.055,0.05,0.10,0.045,-,,-,-,-,-,-,-,-
Aust United Invest,AUI,7.40,-,7.40,7.55,40,7.40,7.40,7.40,7.25,7.90,4.25,25,f,0.56,7.35,3.38,14,52.9,20.0,2.78
Austock Grp Ltd,ACK,0.30,-,0.30,0.33,-,-,-,0.30,0.30,0.35,0.15,1,,-,0.19,3.33,-17.6,-,-,-
BBX Hldgs,BBX,0.02,-,0.023,0.03,-,-,-,0.02,0.02,0.02,0.01,-,,-,0.01,-,-12.17,-,-,-
Belmont Hldgs,BET,1.155,-,1.00,-,-,-,-,1.155,1.155,1.99,1.10,12.5,,0.02,1.77,10.82,0.19,607.9,-,-
Bentley Capital,BEL,0.285,-,0.285,0.29,-,-,-,0.285,0.28,0.329,0.194,-,f,-,0.44,-,-1.46,-,0.5,1.79
Bisan Ltd,BSN,0.05,-,0.04,0.06,-,-,-,0.05,0.05,0.06,0.02,-,,-,0.06,-,-2.82,-,-,-
BKI Invest Ltd,BKI,1.25,-0.5,1.25,1.255,792,1.26,1.25,1.27,1.24,1.33,0.79,6,f,1.06,1.40,4.80,6.34,19.7,-1.5,-1.19
Blue Capital Ltd,BIV,0.015,0.2,0.015,0.02,150,0.02,0.015,0.02,0.013,0.055,0.013,-,,-,0.03,-,-0.79,-,0.1,7.14
Cadence Capital,CDM,0.81,-,0.80,0.85,21,0.81,0.81,0.81,0.805,0.88,0.43,2,f,-,1.11,2.47,-13.8,-,0.5,0.62
Carlton Invest,CIN,18.01,-,17.51,18.00,-,-,-,18.20,18.01,18.95,12.00,67,f,0.91,20.45,3.72,61,29.5,-9.0,-0.5
  7% cum pf,CINPA,2.11,-,2.11,-,-,-,-,2.11,2.11,2.11,2.11,14,,-,-,6.64,-,-,-,-
Centrepoint Alliance,CAF,0.15,-1.5,0.15,0.165,3724,0.165,0.15,0.175,0.15,0.22,0.12,-,,-,0.21,-,-32.59,-,-1.5,-9.09
Century Aust,CYA,0.83,-0.5,0.83,0.835,832,0.835,0.83,0.85,0.83,0.91,0.56,4.5,f,-,1.02,5.42,-14.26,-,-2.0,-2.35
Challenger FSG Ltd,CGF,4.14,2,4.12,4.15,80149,4.14,3.98,4.19,3.92,4.38,0.865,12.5,,-,1.81,3.02,-16.2,-,9.0,2.22
Chapmans Ltd,CHP,0.014,-,0.016,0.022,-,-,-,0.014,0.014,0.026,0.011,-,,-,0.02,-,-1.7,-,-,-
Charter Pacific,CHF,0.062,0.5,0.057,0.06,-,0.062,0.062,0.062,0.057,0.076,0.04,-,,-,0.12,-,-9.1,-,0.1,1.64
  opt feb11,CHFO,0.003,-,0.003,0.009,-,-,-,0.003,0.003,0.013,0.003,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.066,-1.4,0.066,0.08,100,0.066,0.066,0.08,0.066,0.115,0.02,-,,-,0.05,-,-19.36,-,-1.4,-17.5
Choiseul Investments   ,CHO,4.99,-1,4.99,5.10,100,5.00,4.99,5.10,4.99,5.20,3.53,22,f,0.99,5.30,4.41,21.7,23.0,-1.0,-0.2
Clime Capital,CAM,1.09,-,1.08,1.09,235,1.09,1.08,1.09,1.07,1.145,0.55,2,f,0.92,1.37,1.83,1.84,59.2,2.0,1.87
Clime Invest,CIW,0.41,-8,0.43,0.49,25,0.41,0.41,0.49,0.41,0.49,0.166,0.35,f,-,0.40,0.85,-5.8,-,-3.0,-6.82
Contango Capital,CCQ,0.81,-,0.81,0.88,70,0.81,0.81,0.82,0.80,1.55,0.514,2,,-,1.66,2.47,-25.39,-,1.0,1.25
Contango Microcap,CTN,0.995,0.5,0.99,1.00,588,0.995,0.99,1.055,0.99,1.19,0.47,4,,-,1.53,4.02,-43.1,-,-7.0,-6.57
Count Financial,COU,1.28,-2,1.28,1.32,196,1.33,1.275,1.33,1.26,1.60,0.73,7,f,1.09,0.18,5.47,7.6,16.8,-5.0,-3.76
CS GP100 Aust Tr unt,CSJ,0.97,-,0.985,1.02,-,-,-,0.97,0.97,1.05,0.925,2.35,p,-,0.99,2.42,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.905,1,0.905,0.915,100,0.905,0.905,0.905,0.895,0.98,0.87,2.66,,-,0.90,2.94,-8.24,-,0.5,0.56
Diversa Ltd,DVA,0.15,-,0.11,0.14,-,-,-,0.15,0.15,0.19,0.009,-,,-,0.05,-,-4.9,-,-,-
Diversified United,DUI,3.18,5,3.10,3.17,242,3.18,3.10,3.20,3.10,3.22,1.945,13,f,-,3.24,4.09,-2.5,-,8.0,2.58
Djerriwarrh Invest,DJW,4.55,17,4.45,4.55,1384,4.55,4.38,4.55,4.34,4.55,2.95,26,f,-,3.94,5.71,-6.85,-,20.0,4.6
DKN Financial Grp,DKN,0.70,-4,0.70,0.75,40,0.70,0.68,0.74,0.62,0.78,0.30,2,f,-,0.07,2.86,-8.28,-,7.5,12
Emerging Leaders,ELI,0.90,1,0.88,0.90,490,0.90,0.88,0.925,0.88,0.965,0.45,3.75,,-,1.10,4.17,-17.75,-,-2.5,-2.7
Energy Ventures,EVE,0.052,-,0.046,0.052,-,0.052,0.052,0.056,0.052,0.095,0.007,-,,-,0.09,-,-1.6,-,-0.4,-7.14
Equities & Freehldgss,EQF,0.295,-,0.27,0.30,-,-,-,0.30,0.28,0.30,0.02,-,,-,0.19,-,-26.4,-,1.5,5.36
  def,EQFN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Everest Financial,EFG,0.055,0.3,0.051,0.055,5089,0.055,0.052,0.055,0.05,0.091,0.048,-,,-,0.09,-,-69.97,-,0.3,5.77
Fat Prophets,FAT,0.93,-,0.92,0.93,-,-,-,0.93,0.915,0.945,0.525,2.75,,-,1.15,2.96,-7.2,-,1.5,1.64
Fiducian Portfolio,FPS,1.50,5,1.50,1.51,30,1.50,1.50,1.50,1.45,1.75,0.912,6.75,f,1.49,0.31,4.50,10.09,14.9,3.0,2.04
Fox Invest Ltd,FXI,0.60,-,0.58,0.60,-,-,-,0.60,0.58,0.67,0.425,-,,-,0.66,-,-39,-,2.0,3.45
FSA Grp Ltd,FSA,0.435,2.5,0.42,0.435,1030,0.435,0.42,0.435,0.38,0.465,0.175,-,,-,0.24,-,7.66,5.7,5.5,14.47
Global Masters Fund,GFL,0.69,-,0.69,0.79,-,-,-,0.70,0.69,0.88,0.60,-,,-,0.88,-,-0.52,-,-,-
Global Min,GMI,1.10,-10,1.06,1.155,4573,1.18,1.10,1.20,1.10,1.23,0.66,6,,-,1.36,5.45,-34.05,-,-6.0,-5.17
Global Resource,GRF,1.64,-,1.64,1.66,-,-,-,1.64,1.64,1.66,1.60,-,,-,-,-,-,-,-,-
Grandbridge Ltd,GBA,0.12,-,0.135,0.14,-,-,-,0.12,0.12,0.23,0.02,-,,-,0.09,-,-0.39,-,-,-
Hastings High Yld unt,HHY,1.335,-2.5,1.335,1.35,1136,1.35,1.33,1.365,1.25,1.43,0.85,17.01,,0.73,1.87,12.74,12.4,10.8,3.5,2.69
HFA Accelerator Plus,HAP,0.275,-0.5,0.28,0.30,1511,0.28,0.275,0.295,0.27,0.33,0.068,1.5,,-,0.44,5.45,-79.25,-,-2.0,-6.78
Hillcrest Litigat,HLS,0.085,-,0.075,0.105,-,-,-,0.085,0.084,0.11,0.052,-,,-,0.09,-,2.59,3.3,0.1,1.19
Hunter Hall Global,HHV,0.815,0.5,0.815,0.82,2578,0.815,0.805,0.835,0.805,0.855,0.48,-,,-,1.05,-,-17.56,-,-0.5,-0.61
Hyperion Flagship,HIP,1.49,4,1.44,1.49,82,1.49,1.49,1.49,1.40,1.50,1.00,8.5,f,-,1.51,5.70,-2.42,-,9.0,6.43
IFC Capital Ltd,IFC,0.07,-,0.066,0.10,-,-,-,0.07,0.07,0.10,0.02,-,,-,0.10,-,-10.9,-,-,-
IMF (Aust) Ltd,IMF,1.815,-2.5,1.815,1.84,1256,1.84,1.785,1.87,1.785,1.98,0.77,15,f,1.16,0.27,8.26,17.35,10.5,-2.5,-1.36
India Equities Fund,INE,0.475,0.5,0.46,0.48,935,0.475,0.465,0.49,0.465,0.597,0.222,-,,-,0.70,-,-16.95,-,-1.0,-2.06
  opt aug10,INEO,0.10,-1.5,0.096,0.115,1005,0.115,0.10,0.12,0.10,0.18,0.085,-,,-,-,-,-,-,-1.5,-13.04
ING Private Equity,IPE,0.29,-1,0.29,0.30,40,0.29,0.29,0.30,0.285,0.397,0.154,5.4,,-,0.47,18.62,-20.18,-,-,-
Integrated Res,IRG,0.013,-,0.012,0.013,29000,0.013,0.011,0.013,0.011,0.029,0.002,-,,-,-,-,-0.17,-,-,-
Investorfirst Ltd,INQ,0.125,-,0.115,0.125,11909,0.13,0.115,0.13,0.115,0.15,0.05,-,,-,0.04,-,-1.23,-,-,-
Ipernica Ltd,IPR,0.165,-1.5,0.165,0.175,14846,0.18,0.165,0.18,0.145,0.18,0.043,1,,-,0.05,6.06,-1.56,-,2.0,13.79
Ironbark Capital,IBC,0.47,-,0.46,0.47,-,-,-,0.47,0.46,0.50,0.35,2.5,f,-,0.53,5.32,-2.5,-,2.0,4.44
K2 Asset Mgmt,KAM,0.79,-1,0.76,0.79,295,0.79,0.75,0.81,0.75,0.82,0.10,-,,-,0.03,-,0.96,82.3,-,-
Katana Capital,KAT,0.795,-,0.68,0.795,-,-,-,0.795,0.765,0.80,0.35,0.5,f,-,0.98,0.63,-18.53,-,3.5,4.61
Keybridge Capital,KBC,0.098,-,0.098,0.10,200,0.098,0.098,0.10,0.094,0.24,0.063,7.6,,-,0.62,77.55,-75.05,-,-,-
London City Equities,LCE,0.44,-,0.36,0.46,-,-,-,0.44,0.44,0.51,0.39,1,f,1.08,0.54,2.27,1.08,40.7,-,-
Luminus Systems,LSL,0.012,-,0.012,0.05,-,-,-,0.012,0.012,0.03,0.005,-,,-,-,-,-39.79,-,-,-
Macq Winton ord unt,MWG,1.19,-,1.13,1.19,-,-,-,1.28,1.19,1.28,1.08,-,,-,1.30,-,-4.23,-,-6.0,-4.8
Magellan Fin Grp,MFG,0.82,2,0.80,0.82,612,0.82,0.80,0.82,0.77,0.90,0.32,-,,-,0.66,-,-8.5,-,4.5,5.81
  opt jun11,MFGOB,0.105,-,0.03,-,-,-,-,0.105,0.105,0.105,0.105,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.057,-,0.059,-,-,-,-,0.057,0.047,0.15,0.011,-,,-,-,-,-,-,1.0,21.28
Magellan Flagship,MFF,0.61,1,0.61,0.62,3230,0.615,0.60,0.615,0.60,0.625,0.40,-,,-,0.75,-,-3.96,-,-,-
MAX Tr unt,MXQ,0.051,-,0.052,0.061,-,-,-,0.074,0.051,0.09,0.002,1.86,,-,0.22,36.47,-45.1,-,-2.3,-31.08
Milton Corp,MLT,17.99,39,17.86,17.98,210,17.99,17.60,18.00,17.54,18.18,12.00,78,f,0.74,17.82,4.34,57.7,31.2,24.0,1.35
Mirrabooka Invest,MIR,2.00,-,2.00,2.05,1805,2.08,2.00,2.08,2.00,2.15,1.14,10,f,-,1.82,5.00,-5.44,-,-,-
MMC Contrarian,MMA,0.44,-,0.44,0.45,465,0.44,0.44,0.45,0.435,0.505,0.34,-,,-,5.68,-,-2.7,-,-1.0,-2.22
Money3 Corp,MNY,0.45,-,0.45,-,-,-,-,0.45,0.45,0.45,0.30,3.3,f,1.06,0.28,7.33,3.51,12.8,-,-
Multi Channel,MUT,0.003,-,0.003,0.004,-,-,-,0.004,0.003,0.025,0.001,-,,-,-0.07,-,-43.28,-,-,-
Murchison Hldgs,MCH,0.70,-,0.65,0.695,-,-,-,0.70,0.625,1.05,0.52,-,,-,1.34,-,9.67,7.2,7.5,12
  opt may10,MCHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.21,0.5,0.21,0.22,50,0.21,0.21,0.215,0.205,0.289,0.144,-,,-,0.05,-,-20.48,-,-,-
Oncard Intl,ONC,0.15,-,0.145,0.15,-,-,-,0.15,0.145,0.24,0.081,-,,-,-,-,2.8,5.4,-,-
Orchid Capital,ORC,0.03,-,0.025,0.045,-,0.03,0.03,0.03,0.03,0.03,0.003,-,,-,0.01,-,-0.51,-,-,-
  opt feb12,ORCOA,0.004,-,0.005,0.012,-,-,-,0.004,0.004,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.57,-,0.555,0.60,-,-,-,0.57,0.57,0.64,0.345,0.5,,-,1.48,0.88,-67.3,-,-,-
Over Fifty Grp,OFG,0.725,0.5,0.725,0.75,21,0.75,0.725,0.795,0.70,1.09,0.26,3,,-,0.43,4.14,-21.34,-,1.0,1.4
Ozgrowth Ltd,OZG,0.17,0.5,0.165,0.17,411,0.17,0.17,0.17,0.165,0.17,0.09,0.2,,-,0.23,1.18,-0.95,-,0.5,3.03
Peters MacGregor,PET,0.65,-3,0.65,0.685,200,0.65,0.65,0.68,0.65,0.68,0.455,1.5,,-,0.90,2.31,-12.77,-,-,-
Plan B Grp Hld,PLB,0.76,-,0.65,0.78,170,0.76,0.74,0.80,0.74,0.82,0.45,2.3,f,0.56,0.06,3.03,1.28,59.4,-4.0,-5
Platinum Capital,PMC,1.65,-,1.615,1.65,614,1.65,1.61,1.65,1.535,1.85,1.12,10,f,1.47,1.32,6.06,14.74,11.2,8.0,5.1
Premium Investors,PRV,0.685,-1,0.69,0.715,864,0.715,0.685,0.715,0.675,0.93,0.41,3.5,f,-,0.88,5.11,-17.65,-,-2.5,-3.52
Prime Financial,PFG,0.225,-,0.225,0.23,305,0.225,0.225,0.225,0.22,0.25,0.065,1.4,,0.57,0.14,6.22,0.8,28.1,0.5,2.27
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.14,-,0.095,0.10,-,-,-,0.14,0.14,0.145,0.08,-,,-,0.20,-,8.7,1.6,-,-
  opt jun10,QSTOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.105,-,0.08,0.10,-,-,-,0.113,0.105,0.153,0.05,-,,-,0.15,-,1.2,8.8,-0.8,-6.67
RIMCapital Ltd,RMC,0.032,-,0.032,0.038,-,-,-,0.032,0.032,0.25,0.03,-,,-,0.03,-,-10.88,-,-,-
Robe Aust Ltd,ROB,0.016,0.2,0.012,0.015,-,0.016,0.016,0.016,0.014,0.06,0.012,0.25,,-,-,15.63,-24.86,-,0.1,6.67
Souls Private Equity,SOE,0.10,-0.5,0.10,0.105,711,0.10,0.10,0.105,0.10,0.105,0.068,-,,-,0.19,-,-3.79,-,-,-
Strategic Pooled,SPD,0.11,-,0.12,0.145,-,-,-,0.11,0.11,0.21,0.10,-,,-,0.15,-,-2.88,-,-,-
Sunvest Corp,SVS,0.275,-,0.185,0.32,-,-,-,0.275,0.275,0.75,0.15,-,,-,0.44,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.85,-,3.77,3.85,-,-,-,3.85,3.77,4.09,2.52,21,f,0.15,4.00,5.45,3.12,123.4,-,-
Tag Pacific Ltd,TAG,0.23,-,0.225,0.24,-,-,-,0.23,0.23,0.27,0.12,0.75,f,2.27,0.32,3.26,1.7,13.5,-,-
Templeton Global,TGG,0.81,1,0.81,0.815,770,0.81,0.78,0.81,0.77,0.885,0.63,-,,-,0.98,-,-13.7,-,4.0,5.19
Thinksmart Ltd,TSM,0.90,4,0.855,0.90,100,0.90,0.90,0.90,0.86,0.96,0.10,3,f,1.21,0.09,3.33,3.64,24.7,1.0,1.12
Tidewater Invest,TDI,0.32,-,0.31,0.40,-,-,-,0.32,0.32,0.32,0.14,-,,-,0.19,-,-19.9,-,-,-
Tooth & Co,TTH,0.011,-,0.011,0.03,-,-,-,0.011,0.011,0.03,0.01,-,,-,-,-,0.66,1.7,-0.1,-8.33
Tranzact Fin Service,TFS,0.15,-,0.145,0.15,-,-,-,0.15,0.15,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,-,-
  opt apr10,TFSO,0.018,-,0.001,0.018,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.42,-,0.425,0.45,-,-,-,0.42,0.41,0.455,0.168,-,,-,0.57,-,-32.9,-,1.0,2.44
Van Eyk Three Pillar,VTP,0.905,-,0.905,0.91,361,0.905,0.905,0.91,0.905,0.94,0.585,2.5,f,-,1.05,2.76,-14.6,-,-0.5,-0.55
Verus Invest,VIL,0.021,-,0.021,0.022,272765,0.023,0.021,0.026,0.017,0.04,0.001,-,,-,-,-,-0.55,-,-0.4,-16
  opt jun10,VILO,0.006,0.1,0.005,0.006,12000,0.006,0.006,0.007,0.005,0.012,0.001,-,,-,-,-,-,-,-,-
Vesture Ltd,VES,0.026,0.1,0.025,0.026,-,0.026,0.026,0.026,0.025,0.026,0.006,-,,-,-0.03,-,-13.17,-,0.1,4
Wallace Absolute,WAB,0.04,-,0.036,0.04,-,0.04,0.04,0.047,0.04,0.16,0.038,-,,-,0.06,-,-70.45,-,-0.7,-14.89
WAM Active Ltd,WAA,1.005,0.5,1.005,1.05,27,1.005,1.005,1.03,1.00,1.05,0.61,2,f,2.08,1.25,1.99,4.16,24.2,-1.5,-1.47
WAM Capital Ltd,WAM,1.255,-0.5,1.255,1.27,107,1.255,1.25,1.295,1.25,1.355,0.71,4,f,-,1.65,3.19,-3.9,-,-2.0,-1.57
Westoz Inv Ltd,WIC,1.14,4,1.10,1.13,186,1.14,1.10,1.14,1.08,1.20,1.00,-,,-,-,-,-,-,-,-
  opt jun12,WICO,0.155,-2.5,0.155,0.18,65,0.155,0.155,0.18,0.155,0.25,0.15,-,,-,-,-,-,-,-2.5,-13.89
Whitefield Ltd,WHF,3.28,-,3.26,3.27,-,-,-,3.28,3.26,3.63,1.95,17,f,0.30,3.54,5.18,5.09,64.4,2.0,0.61
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.72,-1,0.72,0.735,25,0.72,0.72,0.735,0.715,0.805,0.405,4,f,0.40,0.95,5.56,1.61,44.7,-,-
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.50,-,2.46,2.55,125,2.50,2.49,2.54,2.46,2.811,2.102,10,f,1.47,3.23,4.00,14.66,17.1,-2.0,-0.79
  def,GOWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Guinness Peat cdi,GPG,0.665,1.5,0.655,0.665,12239,0.665,0.65,0.665,0.635,0.773,0.359,2.1,,-,0.86,3.16,-4.04,-,2.5,3.91
Soul Pattinson,SOL,13.01,-25,13.02,13.29,193,13.29,13.00,13.61,13.00,14.035,7.018,32,f,14.57,10.91,2.46,466.25,2.8,-36.0,-2.69
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.16,-,1.165,1.20,44,1.16,1.16,1.18,1.15,1.40,0.37,4,f,1.23,0.27,3.45,4.9,23.7,1.0,0.87
BT Invest Mngmnt,BTT,2.90,-1,2.87,2.90,109,2.90,2.85,2.95,2.79,3.34,1.02,7.9,f,1.01,0.22,2.72,7.95,36.5,-4.0,-1.36
CI Res Ltd,CII,0.86,-,0.80,0.90,-,-,-,0.86,0.86,1.05,0.70,-,,-,0.44,-,24.19,3.6,-,-
CVC Ltd,CVC,0.80,-,0.78,0.82,1540,0.80,0.80,0.81,0.78,0.81,0.33,3,,-,1.11,3.75,-44.52,-,1.5,1.91
Eircom Hldgs Ltd,ERC,0.545,-,-,-,-,-,-,0.545,0.535,0.775,0.204,-,,-,-3.93,-,-884.2,-,1.0,1.87
Equity Tr,EQT,18.00,-,18.00,18.25,3,18.00,18.00,18.00,17.50,19.50,11.90,110,f,0.90,2.66,6.11,98.45,18.3,-,-
Euroz Ltd,EZL,1.48,3,1.445,1.47,120,1.49,1.44,1.55,1.44,1.69,0.50,7.5,f,1.08,-,5.07,8.07,18.3,-7.0,-4.52
  opt mar14,EZLO,0.82,-,0.76,0.89,20,0.82,0.82,0.83,0.82,0.91,0.029,-,,-,-,-,-,-,-1.0,-1.2
Henderson Grp cdi 1:1,HGG,2.24,5,2.16,2.25,13772,2.25,2.16,2.25,2.14,2.67,1.165,12.15,,-,-0.22,5.42,-0.17,-,6.0,2.75
