FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5515.5 at 2014-04-24T16:40:36. Report at Thursday, April 24, 2014. Processed Saturday at 2014-04-26T01:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.007,-,.007,.008,-,-,-,.01,.007,.018,.007,-,,-,-,-,-.20,-,-,Stdy,,
ARB Corp,ARP,12.40,-8,12.10,12.40,805,12.53,12.29,12.56,12.20,13.88,10.46,28.50,f,2.01,2.38,2.30,57.39,21.6,+15,+1.22,,
Authorised Invest,AIY,.026,-,.003,.045,-,-,-,.026,.026,.04,.019,-,,-,.01,-,-.11,-,-,Stdy,,
DataDot Tech,DDT,.028,-,.027,.028,9106,.028,.027,.029,.027,.05,.015,-,,-,.01,-,-.07,-,-.1,-3.45,,
Orbital Corp,OEC,.175,-,.175,.18,2,.175,.175,.175,.17,.22,.14,-,,-,.40,-,-.64,-,+.5,+2.94,,
Schaffer Corp,SFC,5.99,+19,5.84,6.00,20,5.99,5.99,5.99,5.80,6.10,4.15,24.00,f,2.14,4.76,4.01,51.40,11.7,+19,+3.28,,
Sprintex,SIX,.011,-,.007,.01,-,-,-,.011,.008,.02,.007,-,,-,-,-,-.49,-,+.3,+37.50,,
VMoto,VMT,.049,-.2,.049,.05,79511,.051,.049,.052,.045,.057,.011,-,,-,.01,-,.04,122.5,+.3,+6.52,,
  opt dec14,VMTO,.021,-,.019,.021,-,-,-,.021,.019,.025,.002,-,,-,-,-,-,-,+.5,+31.25,,
Consumer Durables & Apparel,,
Aquaint Capital,AQU,.54,-,.33,.55,-,-,-,.54,.54,.70,.41,-,,-,-,-,-,-,-,Stdy,,
Atlas Pearls&Perfumes,ATP,.065,-.1,.065,.068,500,.066,.065,.066,.065,.07,.034,-,,-,.09,-,.64,10.2,-.1,-1.52,,
Audio Pixels,AKP,4.10,-10,3.50,4.17,60,4.20,4.10,4.20,3.90,5.78,2.19,-,,-,.19,-,-8.46,-,+35,+9.33,,
Billabong Int'l,BBG,.46,+1.5,.46,.475,13022,.475,.445,.48,.43,.676,.108,-,,-,.03,-,-91.60,-,-1,-2.13,,
Fleetwood Corp,FWD,2.34,+6,2.32,2.34,2472,2.35,2.28,2.35,2.27,8.80,2.26,2.00,f,9.55,2.49,.85,19.11,12.2,-4,-1.68,,
Gale Pacific,GAP,.255,-.5,.255,.26,1175,.265,.255,.265,.255,.33,.23,2.65,p,1.03,.21,10.39,2.72,9.4,-.5,-1.92,,
