FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5478.1 at 2015-07-10T16:37:06. Report at Friday, July 10, 2015. Processed Saturday at 2015-07-11T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.006,-.1,.006,.007,1550,.006,.006,.007,.006,.009,.005,-,,-,-,-,-.64,-,-.1,-14.29,,
  opt aug16,ABVO,.002,-,.002,.003,-,-,-,.002,.002,.003,.002,-,,-,-,-,-,-,-,Stdy,,
ARB Corp,ARB,12.76,-4,12.75,12.77,3648,12.97,12.73,13.38,12.52,14.49,10.49,29.00,f,2.03,2.42,2.27,58.75,21.7,-54,-4.06,,
Authorised Invest,AIY,.03,-,.005,.049,-,-,-,.03,.03,.032,.024,-,,-,.02,-,.40,7.5,-,Stdy,,
DataDot Tech,DDT,.019,-.1,.019,.02,1574,.02,.019,.021,.019,.037,.012,-,,-,-,-,-.14,-,-.1,-5.00,,
Orbital Corp,OEC,.54,+1,.53,.57,200,.54,.54,.575,.53,.63,.145,-,,-,.49,-,1.73,31.2,+4,+8.00,,
Schaffer Corp,SFC,4.80,-1,4.80,5.49,50,5.00,4.80,5.00,4.80,6.20,4.78,25.00,f,.96,4.77,5.21,24.00,20.0,-1,-.21,,
Sprintex,SIX,.001,-,-,.001,-,-,-,.001,.001,.007,.001,-,,-,-,-,-.66,-,-,Stdy,,
VMoto,VMT,.41,+1,.40,.41,2170,.42,.40,.425,.385,.55,.32,-,,-,.13,-,.40,102.5,-1.5,-3.53,,
Consumer Durables & Apparel,,
Atlas Pearls,ATP,.044,-,.04,.043,-,-,-,.044,.04,.14,.04,-,,-,.07,-,-1.63,-,+.4,+10.00,,
Audio Pixels,AKP,8.50,+30,8.50,8.80,111,8.50,8.20,8.60,8.10,14.50,5.12,-,,-,.05,-,-10.88,-,+5,+.59,,
Billabong Int'l,BBG,.565,+1,.555,.57,6438,.57,.552,.58,.55,.735,.455,-,,-,.16,-,.60,94.2,-1.5,-2.59,,
Coats Grp PLC,CGW,.50,-1.5,.495,.52,52,.50,.50,.52,.50,.63,.37,-,,-,.33,-,1.21,41.3,-,Stdy,,
Fantastic Hldgs,FAN,2.17,-,2.16,2.25,75,2.17,2.16,2.27,2.16,2.43,1.53,9.00,f,.86,1.01,4.15,7.71,28.1,-9,-3.98,,
Fleetwood Corp,FWD,1.375,-2.5,1.37,1.39,616,1.40,1.375,1.51,1.375,2.47,1.10,2.00,f,-,2.43,1.45,-.38,-,-7.5,-5.17,,
Gale Pacific,GAP,.18,-1,.18,.185,100,.18,.18,.19,.18,.275,.165,1.35,,1.01,.21,7.50,1.37,13.1,-1,-5.26,,
Gazal Corp,GZL,2.55,-,2.36,2.55,-,-,-,2.55,2.36,2.95,2.35,17.00,f,1.18,1.19,6.67,20.00,12.7,+19,+8.05,,
GLG Corp,GLE,.23,-,.23,.35,890,.23,.23,.23,.23,.26,.15,-,,-,.90,-,5.24,4.4,-,Stdy,,
Globe Int'l,GLB,1.04,-,1.03,1.21,20,1.04,1.04,1.04,1.02,1.365,.41,3.00,f,-,.73,2.88,-27.82,-,+2,+1.96,,
GUD Hldgs,GUD,8.93,+20,8.90,8.94,4326,9.09,8.79,9.09,8.53,9.82,6.24,38.00,f,1.12,1.16,4.26,42.50,21.0,+12,+1.36,,
Kresta Hldgs,KRS,.21,-,.165,.23,-,-,-,.21,.21,.28,.14,-,f,-,.12,-,-.95,-,-,Stdy,,
McPherson's,MCP,.605,+.5,.60,.62,1553,.63,.60,.67,.555,1.46,.55,11.00,f,1.49,-.07,18.18,16.40,3.7,-4.5,-6.92,,
Merchant House,MHI,.195,-,.175,.195,-,-,-,.195,.18,.23,.16,.50,,-,.48,2.56,-2.10,-,+1.5,+8.33,,
Quantum Energy,QTM,.009,-,.01,.019,-,-,-,.009,.009,.048,.009,-,,-,.01,-,-.52,-,-,Stdy,,
Shenhua Int'l,SHU,.395,-.5,.40,.38,25,.395,.395,.40,.395,.60,.35,4.00,,1.30,.68,10.13,5.20,7.6,-.5,-1.25,,
Shriro Hldgs,SHM,1.00,-1,.99,1.02,2263,1.02,1.00,1.02,.99,1.097,.98,-,,-,-,-,-,-,-2,-1.96,,
