FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5868.6 at 2015-03-06T16:49:06. Report at Friday, March 6, 2015. Processed Saturday at 2015-03-07T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.006,-,.006,.007,1353,.006,.006,.006,.006,.011,.005,-,,-,-,-,-.64,-,-,Stdy,,
  opt aug16,ABVO,.003,-,-,.003,-,-,-,.003,.003,.003,.002,-,,-,-,-,-,-,-,Stdy,,
ARB Corp,ARP,12.05,-,12.05,12.08,2350,12.13,11.97,12.15,11.80,12.674,10.49,29.00,f,2.03,2.42,2.41,58.75,20.5,+16,+1.35,,
Authorised Invest,AIY,.029,-,.01,.08,-,-,-,.029,.025,.029,.02,-,,-,.02,-,.40,7.3,+.4,+16.00,,
DataDot Tech,DDT,.03,+.1,.029,.03,3958,.03,.03,.031,.029,.036,.02,-,,-,-,-,-.14,-,-,Stdy,,
Orbital Corp,OEC,.44,-1.5,.44,.455,436,.455,.44,.47,.43,.48,.14,-,,-,.49,-,1.73,25.4,+1,+2.33,,
Schaffer Corp,SFC,5.50,-,5.50,5.65,-,-,-,5.59,5.50,6.29,5.06,25.00,f,.96,4.77,4.55,24.00,22.9,-8,-1.43,,
Sprintex,SIX,.001,-,.001,.002,-,-,-,.001,.001,.012,.001,-,,-,-,-,-.52,-,-,Stdy,,
VMoto,VMT,.033,-.1,.032,.033,19430,.034,.033,.034,.032,.06,.032,-,,-,.01,-,.04,82.5,-.1,-2.94,,
Consumer Durables & Apparel,,
Atlas Pearls&Perfumes,ATP,.054,-,.052,.053,-,-,-,.056,.052,.14,.05,-,,-,.07,-,-1.63,-,-.4,-6.90,,
Audio Pixels,AKP,10.51,+1,10.15,10.50,77,10.85,10.51,14.30,10.50,14.50,3.15,-,,-,.05,-,-10.88,-,-189,-15.24,,
Billabong Int'l,BBG,.56,+1,.555,.56,65122,.567,.55,.605,.51,.735,.43,-,,-,.16,-,.60,93.3,-5,-8.20,,
Coats Grp,CGW,-,-,.445,.45,-,-,-,.45,.42,.65,.37,-,,-,.33,-,1.21,-,+3,+7.14,,
Fleetwood Corp,FWD,1.35,+1.5,1.33,1.35,2034,1.35,1.305,1.35,1.30,2.75,1.10,4.00,f,-,2.43,2.96,-.38,-,+2.5,+1.89,,
Gale Pacific,GAP,.205,-,.205,.21,-,-,-,.215,.185,.28,.165,2.65,,1.05,.19,12.93,2.77,7.4,+1.5,+7.89,,
Gazal Corp,GZL,2.54,-,2.55,2.85,-,-,-,2.54,2.54,2.99,2.50,17.00,f,1.18,1.19,6.69,20.00,12.7,-1,-.39,,
GLG Corp,GLE,.17,-,.175,.25,-,-,-,.17,.17,.26,.17,-,,-,.75,-,5.79,2.9,-,Stdy,,
Globe Int'l,GLB,1.05,+2,1.05,1.25,36,1.05,1.03,1.05,.94,1.05,.40,3.00,f,-,.73,2.86,-27.82,-,+15,+16.67,,
GUD Hldgs,GUD,8.00,+12,7.96,8.01,3314,8.00,7.88,8.00,7.62,8.15,5.09,38.00,f,1.12,1.16,4.75,42.50,18.8,+23,+2.96,,
Guinness Peat,GPG,.45,-,-,-,-,-,-,.45,.42,.65,.37,-,,-,.33,-,1.21,37.2,+3,+7.14,,
Kresta Hldgs,KRS,.28,-,-,.28,-,-,-,.28,.28,.28,.16,-,f,-,.12,-,-.95,-,-,Stdy,,
McPherson's,MCP,1.24,+.5,1.23,1.25,1535,1.25,1.23,1.255,1.22,1.46,1.03,11.00,f,1.49,-.07,8.87,16.40,7.6,+1.5,+1.22,,
Merchant House,MHI,.17,-,.17,.19,1390,.17,.165,.17,.16,.23,.16,1.00,,11.35,.46,5.88,11.35,1.5,-1,-5.56,,
Quantum Energy,QTM,.017,-,.012,.016,-,-,-,.021,.016,.048,.01,-,,-,.01,-,-.46,-,+.3,+21.43,,
Shenhua Int'l,SHU,.485,-,-,-,-,-,-,.485,.485,.60,.38,4.00,,1.68,.64,8.25,6.70,7.2,-,Stdy,,
Simonds Grp,SIO,1.59,-,1.59,1.64,27662,1.60,1.58,1.67,1.572,1.785,1.44,-,,-,.08,-,-14.48,-,-8,-4.79,,
Tamawood,TWD,3.50,-3,3.50,3.58,169,3.53,3.50,3.59,3.48,4.10,2.70,23.00,f,1.09,.30,6.57,25.09,13.9,-6,-1.69,,
Treyo Leisure,TYO,.15,-,-,-,-,-,-,.15,.15,.195,.15,-,,-,.18,-,1.79,8.4,-,Stdy,,
Waterco,WAT,1.08,-,1.08,1.155,-,-,-,1.10,1.08,1.30,1.025,6.00,f,.12,1.53,5.56,.70,154.3,-,Stdy,,
Yanghao Int'l,YHL,.30,-,-,.30,-,-,-,.30,.30,.30,.10,-,,-,-.17,-,.06,500.0,-,Stdy,,
Consumer Services,,
3P Learning,3PL,2.52,-1,2.52,2.53,1445,2.52,2.47,2.68,2.35,2.68,1.94,-,,-,-,-,-,-,+3,+1.20,,
Academies A'asia,AKG,.75,-,.75,.77,-,-,-,.75,.645,1.40,.645,4.50,f,1.38,-.01,6.00,6.20,12.1,+10.5,+16.28,,
Affinity Education,AFJ,1.385,+8,1.37,1.385,7026,1.385,1.335,1.385,1.23,1.53,1.07,-,,-,-.15,-,-2.90,-,+10,+7.78,,
Ainsworth Game Tech,AGI,2.71,-,2.69,2.72,4636,2.74,2.66,2.79,2.46,4.47,2.03,10.00,f,1.90,.71,3.69,19.00,14.3,+21,+8.40,,
Aquaint Capital,AQU,.30,-,.18,.29,-,-,-,.30,.30,.55,.20,1.00,,-,.34,3.33,-1.89,-,-,Stdy,,
Ardent Leisure Grp,AAD,2.46,-,2.45,2.46,18130,2.47,2.43,2.49,2.40,3.49,2.15,13.20,p,.83,.78,5.37,10.92,22.5,+6,+2.50,,
Aristocrat Leisure,ALL,7.28,-8,7.28,7.31,9229,7.40,7.24,7.65,7.24,7.65,4.84,16.00,,-,.91,2.20,-2.90,-,-16,-2.15,,
Aust Careers Network,ACO,2.03,+3,2.05,2.06,6133,2.05,2.01,2.08,1.825,2.08,1.235,-,,-,.19,-,4.14,49.0,+13,+6.84,,
Collins Foods,CKF,2.56,+1,2.56,2.57,878,2.56,2.54,2.75,2.36,2.80,1.84,11.00,f,-,-.91,4.30,-16.22,-,-17,-6.23,,
Corporate Travel,CTD,12.26,+31,12.20,12.26,4003,12.37,11.95,12.95,11.80,13.09,5.476,13.50,f,1.66,1.91,1.10,22.40,54.7,-74,-5.69,,
Crown Resorts,CWN,15.41,+5,15.40,15.41,9566,15.43,15.22,15.80,15.06,17.97,11.66,37.00,p,1.76,4.14,2.40,65.22,23.6,+11,+.72,,
Disruptive Invest,DVI,.011,-,.01,.011,-,-,-,.012,.01,.028,.006,-,,-,-,-,-.30,-,-,Stdy,,
Domino's Pizza,DMP,35.60,-65,35.58,35.64,1809,36.57,35.18,37.715,34.93,37.715,18.55,43.60,f,1.44,-.01,1.22,62.70,56.8,+67,+1.92,,
Donaco Intl,DNA,.705,+4,.695,.71,86605,.72,.665,.72,.66,1.609,.535,-,,-,.32,-,1.58,44.6,+1.5,+2.17,,
eBet,EBT,4.00,-,3.90,3.99,-,-,-,4.04,3.90,4.215,2.728,5.50,p,5.99,.84,1.38,32.95,12.1,-,Stdy,,
Echo Entertainment,EGP,4.39,+6,4.38,4.39,16179,4.405,4.33,4.45,4.31,4.59,2.31,9.00,f,2.12,-,2.05,19.10,23.0,+1,+.23,,
Eumundi Grp,EBG,.059,-,.059,.076,-,-,-,.059,.059,.06,.042,.20,f,3.65,.09,3.39,.73,8.1,-,Stdy,,
Evolve Edu Grp,EVO,1.08,-,1.05,1.10,-,-,-,1.08,1.08,1.10,.97,-,,-,-,-,-,-,-1.5,-1.37,,
Flight Centre Travel,FLT,42.83,+49,42.83,42.84,2424,42.98,42.28,42.98,41.53,55.72,31.41,152.00,f,1.28,7.66,3.55,195.20,21.9,+157,+3.81,,
G8 Education,GEM,3.93,-5,3.92,3.93,41725,4.04,3.915,4.37,3.915,5.63,3.54,19.00,f,.85,-.83,4.83,16.15,24.3,-43,-9.86,,
Helloworld,HLO,.335,-,.335,.365,-,-,-,.355,.335,.39,.235,-,f,-,.04,-,-13.49,-,-2.5,-6.94,,
Indoor Skydive Aust,IDZ,.52,-,.51,.54,-,-,-,.52,.51,.916,.46,-,,-,.25,-,-3.88,-,-,Stdy,,
Intueri Edu Grp,IQE,2.22,-2,2.20,2.35,97,2.25,2.22,2.30,2.20,3.01,2.20,7.36,,.92,.16,3.32,6.80,32.6,-8,-3.48,,
InvoCare,IVC,13.75,+7,13.73,13.75,1276,13.84,13.54,14.17,13.45,14.17,9.82,36.50,f,1.21,.46,2.65,44.10,31.2,-3,-.22,,
iSelect,ISU,1.63,+4,1.63,1.635,3622,1.63,1.565,1.655,1.44,1.655,1.01,-,,-,.75,-,3.10,52.6,+16.5,+11.26,,
Jumbo Interactive,JIN,1.005,-,.96,1.005,75,1.005,1.00,1.01,.945,1.835,.83,3.00,f,.68,.23,2.99,2.03,49.5,+2.5,+2.55,,
Kip McGrath Edu Cntr,KME,.38,-1.5,.38,.40,878,.395,.37,.395,.36,.42,.19,.50,f,4.86,-.02,1.32,2.43,15.6,-2.5,-6.17,,
Life corporation,LFC,.11,-,.04,-,-,-,-,.11,.11,.27,.084,-,,-,.02,-,-4.05,-,-,Stdy,,
Mantra Grp,MTR,3.18,+12,3.15,3.19,276,3.18,3.03,3.25,3.03,3.30,1.69,5.00,f,1.74,.32,1.57,8.70,36.6,-4,-1.24,,
Navitas,NVT,4.73,+3,4.73,4.74,6921,4.74,4.66,4.74,4.47,7.88,4.26,19.50,f,.64,-,4.12,12.40,38.1,+12,+2.60,,
