Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4600.7 at 16:40 10/9/2010  Report at 19:06 Friday 10/9/2010. Processed 22:10 Friday 10/9/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Sky City Entertain,SKC,2.24,-,2.23,2.25,149,-,-,2.29,2.22,2.89,2.22,13.64,,1.05,0.51,6.09,14.38,15.6,-7.0,-3.03,
Slater & Gordon,SGH,1.51,-1,1.51,1.54,198,1.53,1.51,1.53,1.48,1.74,1.38,5,f,3.58,1.08,3.31,17.9,8.4,2.0,1.34,
Stanfield Funds,SFN,0.011,0.1,0.01,0.013,4912,0.011,0.01,0.013,0.01,0.028,0.008,-,,-,-,-,0.04,27.5,-0.2,-15.38,
Success Res Global,SGU,0.007,-,0.008,0.02,-,-,-,0.007,0.007,0.03,0.007,-,,-,-,-,-0.39,-,-,-,
Tabcorp Hldgs Ltd,TAH,6.57,-4,6.57,6.60,27945,6.66,6.52,6.66,6.47,7.52,6.18,55,f,1.40,-1.35,8.37,77.1,8.5,6.0,0.92,
Tatts Grp Ltd,TTS,2.31,-2,2.31,2.32,29964,2.34,2.30,2.34,2.28,2.452,2.089,10,f,0.94,-1.26,4.33,9.4,24.6,-2.0,-0.86,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.67,0.67,0.70,0.67,3,f,1.85,1.16,4.29,5.56,12.6,3.0,4.48,
Vealls Ltd capital,VELCP,4.51,-,4.51,10.30,-,-,-,4.51,4.51,5.00,4.10,1,,50.15,0.07,0.22,50.15,9.0,-,-,
  income,VELIN,1.80,-,1.60,1.80,-,-,-,1.80,1.80,2.10,1.50,9.8,,-,-,5.44,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.30,-,1.20,1.45,-,-,-,1.35,1.20,1.35,0.05,-,,-,0.24,-,20,6.5,-,-,
Webjet Ltd,WEB,2.31,1,2.26,2.31,879,2.32,2.28,2.33,2.20,2.70,1.50,10.5,f,1.33,0.44,4.55,13.93,16.6,11.0,5,
Xiaoxiao Education,XXL,0.10,-,0.095,0.105,-,-,-,0.105,0.10,0.30,0.10,-,,-,-,-,-1.21,-,-0.5,-4.76,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.19,-0.5,0.19,0.20,100,0.195,0.19,0.20,0.19,0.305,0.145,-,,-,0.08,-,-11.03,-,-0.5,-2.56,
Amalgamated Hldgs,AHD,5.80,-6,5.80,5.84,769,5.85,5.79,5.90,5.72,6.24,4.561,37,f,1.79,4.57,6.38,66.4,8.7,-5.0,-0.85,
APN News & Media,APN,1.84,-3,1.83,1.88,26676,1.88,1.84,1.965,1.84,2.61,1.68,9,,1.86,-0.75,4.89,16.7,11.0,-8.5,-4.42,
Aspermont Ltd,ASP,0.14,-,0.11,0.13,-,-,-,0.12,0.12,0.20,0.10,-,,-,-0.04,-,0.46,30.4,2.0,16.67,
Austar United,AUN,0.86,-1,0.855,0.87,13322,0.87,0.855,0.91,0.855,1.465,0.84,-,,-,-0.28,-,3.5,24.6,-1.5,-1.71,
Austereo Grp Ltd,AEO,1.645,-0.5,1.645,1.66,4353,1.66,1.605,1.70,1.57,1.925,1.315,9.7,f,1.41,-0.01,5.90,13.66,12.0,-0.5,-0.3,
Beyond Intl,BYI,0.72,-,0.63,1.50,-,-,-,0.72,0.72,0.78,0.50,6,,1.40,0.44,8.33,8.4,8.6,-,-,
Brisbane Broncos,BBL,0.35,-,0.34,0.375,-,-,-,0.35,0.35,0.40,0.30,0.5,,1.02,0.12,1.43,0.51,68.6,-4.0,-10.26,
BSA Ltd,BSA,0.22,-1,0.22,0.225,35,0.22,0.22,0.235,0.20,0.34,0.175,2,f,2.24,0.03,9.09,4.48,4.9,-0.5,-2.22,
Commstrat Ltd,COJ,0.004,0.1,0.003,0.005,2132,0.004,0.004,0.004,0.003,0.01,0.003,-,,-,-,-,-0.04,-,-,-,
Consolidated Media,CMJ,3.26,-2,3.26,3.30,2719,3.30,3.25,3.31,3.23,3.34,2.75,16.5,,0.79,0.73,5.06,12.98,25.1,-1.0,-0.31,
Facilitate Digital,FAC,0.09,-,0.088,0.099,-,-,-,0.09,0.08,0.149,0.04,-,,-,1.14,-,0.01,900.0,1.0,12.5,
Fairfax Media Ltd,FXJ,1.505,0.5,1.50,1.505,148414,1.515,1.485,1.515,1.44,1.885,1.26,2.5,f,4.60,-0.27,1.66,11.5,13.1,2.0,1.35,
Hyro Ltd,HYO,0.016,0.1,0.015,0.017,3340,0.016,0.016,0.018,0.015,0.038,0.015,-,,-,-0.01,-,1.4,1.1,-,-,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.03,-,-0.12,-,-,-,
IPGA Ltd,IPP,0.35,-,0.35,0.36,-,-,-,0.35,0.35,0.58,0.079,-,,-,0.01,-,-1.7,-,-,-,
Macq Radio,MRN,0.95,-,0.90,0.95,240,0.95,0.95,0.95,0.90,0.95,0.39,8,f,1.03,-,8.42,8.26,11.5,14.0,17.28,
MCM Entertainment Gr,MEG,0.10,-,0.05,0.15,-,-,-,0.10,0.10,0.23,0.10,-,,-,0.05,-,0.91,11.0,-,-,
Media Grp Int Ltd,MUI,0.01,-0.1,0.01,0.011,5641,0.01,0.01,0.012,0.01,0.025,0.005,-,,-,-,-,-0.13,-,-0.2,-16.67,
Medic Vision Ltd,MVH,0.069,0.4,0.069,0.075,5040,0.075,0.066,0.075,0.058,0.075,0.01,-,,-,-,-,-0.5,-,1.1,18.97,
  opt jan12,MVHOA,0.006,-,0.006,0.029,-,-,-,0.006,0.001,0.008,0.001,-,,-,-,-,-,-,0.5,500,
Mitchell Comms,MCU,1.235,-0.5,1.235,1.24,6815,1.24,1.235,1.25,1.235,1.25,0.73,7.3,f,0.89,-0.26,5.91,6.5,19.0,-1.0,-0.8,
News Corp b voting,NWS,16.20,-7,16.17,16.36,17206,16.39,16.17,16.47,15.90,20.18,14.81,13.9,,8.19,1.56,0.86,113.81,14.2,-,-,
  a nonvote,NWSLV,14.48,3,14.30,14.50,784,14.66,14.33,14.66,14.09,17.56,12.55,13.9,,-,-,0.96,-,-,10.0,0.7,
Oohmedia Grp Ltd,OOH,0.205,-0.5,0.205,0.21,300,0.205,0.205,0.22,0.20,0.22,0.09,-,,-,-0.07,-,1.8,11.4,1.0,5.13,
Pac Star Net,PNW,0.036,-,0.036,0.049,-,-,-,0.036,0.036,0.065,0.03,-,,-,0.01,-,0.13,27.7,-,-,
Photon Grp Ltd,PGA,0.098,-0.1,0.098,0.099,12905,0.10,0.097,0.10,0.097,2.05,0.09,9.5,f,-,-0.01,96.94,-26.83,-,-0.2,-2,
Prime Media Grp,PRT,0.60,-5,0.61,0.67,10023,0.64,0.60,0.65,0.60,0.86,0.525,2.6,f,-,-0.24,4.33,-15,-,-2.0,-3.23,
Q Ltd,QXQ,0.036,-0.1,0.032,0.046,500,0.036,0.036,0.037,0.036,0.191,0.026,-,,-,0.01,-,-50.65,-,-0.1,-2.7,
REA Grp,REA,11.59,-23,11.35,11.59,351,11.80,11.37,12.16,11.00,12.60,7.15,16,f,2.47,0.65,1.38,39.5,29.3,62.0,5.65,
Resourc & En Grp,REZ,0.105,-,0.10,0.14,-,-,-,0.105,0.105,0.30,0.046,-,,-,0.18,-,2.88,3.6,0.5,5,
RGM Media Ltd,RGM,0.14,-,0.05,0.14,-,-,-,0.14,0.105,0.775,0.015,-,,-,-0.01,-,-1.27,-,3.5,33.33,
Sky Net,SKT,4.02,-,4.01,4.22,-,-,-,4.02,4.02,4.15,3.57,11.18,,1.92,0.42,2.78,21.47,18.7,-2.0,-0.5,
Sthn Cross Media,SXL,2.04,-,1.97,2.05,2591,2.05,2.01,2.06,1.97,2.31,1.296,9.7,f,0.64,-0.10,4.75,6.18,33.0,7.5,3.82,
STW Comms,SGN,0.865,0.5,0.85,0.87,3145,0.885,0.86,0.885,0.835,1.03,0.665,4.3,f,1.50,-0.03,4.97,6.45,13.4,2.5,2.98,
Swish Grp Ltd,SWG,0.001,-,-,0.001,70000,0.001,0.001,0.001,0.001,0.003,0.001,-,,-,-,-,0.04,2.5,-,-,
Ten Network Hldgs,TEN,1.39,-,1.385,1.39,48693,1.41,1.38,1.45,1.335,1.94,1.225,-,,-,-0.29,-,4.62,30.1,-4.0,-2.8,
TPL Corp Ltd,TPL,0.016,-,0.016,0.017,8135,0.016,0.016,0.016,0.016,0.028,0.006,-,,-,0.01,-,-0.28,-,-,-,
Two Way Ltd,TTV,0.03,-,0.03,0.034,34,0.03,0.03,0.035,0.03,0.078,0.028,-,,-,-,-,-1.6,-,-0.5,-14.29,
Village Roadshow,VRL,2.48,-10,2.47,2.57,55,2.55,2.48,2.58,2.45,2.58,1.265,3.75,,21.25,-1.74,1.51,79.68,3.1,2.0,0.81,
  'a' pref,VRLPA,2.49,-1,2.40,2.54,25,2.49,2.49,2.54,2.41,2.71,1.14,3.75,,-,-,1.51,-,-,8.0,3.32,
WAG Ltd,WAG,0.006,-,0.005,0.007,-,-,-,0.007,0.006,0.01,0.005,-,,-,-,-,-0.11,-,-0.1,-14.29,
West Aust News,WAN,6.78,3,6.76,6.78,2803,6.79,6.74,6.83,6.62,8.48,6.24,45,f,1.01,-,6.64,45.4,14.9,20.0,3.04,
World Wide Ent Grp,WWG,0.095,-,-,0.089,-,-,-,0.095,0.095,0.20,0.045,-,,-,-0.14,-,-21.9,-,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.97,2,3.97,4.03,50,3.97,3.97,4.19,3.95,4.19,2.75,23,f,1.60,2.54,5.79,36.7,10.8,-12.0,-2.93,
Adultshop Com,ASC,0.015,-,0.013,0.016,-,-,-,0.016,0.015,0.019,0.005,-,,-,0.02,-,-0.43,-,-,-,
  opt dec11,ASCO,0.005,-,0.005,0.007,-,-,-,0.006,0.005,0.008,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.049,0.4,0.049,0.055,550,0.049,0.048,0.054,0.045,0.078,0.033,-,,-,0.08,-,2.01,2.4,-0.6,-10.91,
AP Eagers Ltd,APE,12.50,-,12.50,13.00,7,12.50,12.50,12.58,12.27,13.55,9.21,63,f,1.90,8.60,5.04,120,10.4,-2.0,-0.16,
ARB Corp,ARP,7.15,20,7.10,7.20,2548,7.20,6.96,7.20,6.70,7.20,4.104,19.5,f,2.37,1.39,2.73,46.28,15.4,43.0,6.4,
Automotive Hldgs,AHE,2.39,-1,2.39,2.40,5860,2.40,2.38,2.41,2.35,2.88,1.88,17,f,1.57,0.80,7.11,26.7,9.0,2.0,0.84,
Beyond Sportswear,BSI,0.01,-,0.008,0.013,-,-,-,0.01,0.01,0.024,0.007,-,,-,-0.01,-,0.17,5.9,-,-,
Breville Grp Ltd,BRG,2.50,-7,2.45,2.59,693,2.52,2.45,2.57,2.44,2.57,1.23,11,,1.59,0.63,4.40,17.44,14.3,7.0,2.88,
Cash Convert ord/div   ,CCV,0.61,-0.5,0.60,0.61,4203,0.61,0.585,0.625,0.585,0.71,0.50,3,f,2.20,0.24,4.92,6.6,9.2,2.0,3.39,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.684,4.00,3.24,8.81,f,2.03,1.06,2.37,17.86,20.8,-,-,
David Jones Ltd,DJS,5.06,-2,5.05,5.07,20176,5.15,5.05,5.22,5.02,5.96,4.10,29,f,1.14,1.22,5.73,33,15.3,-13.0,-2.5,
Fantastic Hldgs,FAN,1.98,-3,1.98,2.01,132,2.01,1.98,2.03,1.98,4.29,1.90,10.25,f,1.76,0.80,5.18,18.08,11.0,-2.0,-1,
Harvey Norman,HVN,3.76,10,3.74,3.76,35200,3.77,3.66,3.77,3.57,4.85,3.22,14,f,1.56,-,3.72,21.78,17.3,19.0,5.32,
Hire Intelligence,HII,0.058,-,0.06,0.087,-,-,-,0.058,0.058,0.18,0.055,0.4,f,1.88,-,6.90,0.75,7.7,-,-,
JB Hi-Fi Ltd,JBH,21.70,-11,21.31,21.75,7379,21.97,21.35,21.97,21.23,23.71,17.77,66,f,1.66,1.82,3.04,109.74,19.8,27.0,1.26,
Joyce Corp,JYC,0.37,-,0.25,0.37,-,-,-,0.37,0.37,0.55,0.33,2,,-,0.26,5.41,-40.8,-,-,-,
Kathmandu Hldgs,KMD,1.30,1.5,1.285,1.30,1800,1.30,1.285,1.30,1.24,1.97,1.24,-,,-,-0.09,-,-0.17,-,5.0,4,
Manaccom Corp Ltd,MNL,0.30,-,0.28,0.295,-,-,-,0.30,0.26,0.55,0.215,0.5,,-,0.01,1.67,-17,-,2.0,7.14,
Myer Hldgs Ltd,MYR,3.92,3,3.90,3.92,50556,3.92,3.88,3.92,3.80,3.98,2.86,-,f,-,-0.21,-,-,-,6.0,1.55,
Nick Scali Ltd,NCK,1.55,1,1.55,1.59,34,1.55,1.55,1.58,1.51,1.75,1.10,9,f,1.54,0.24,5.81,13.9,11.2,4.0,2.65,
Noni B Ltd,NBL,1.23,-2,1.23,1.25,9,1.23,1.23,1.26,1.23,1.50,0.96,9,f,1.34,0.39,7.32,12.1,10.2,-2.0,-1.6,
Orotongrp Ltd,ORL,7.78,29,7.61,7.80,465,7.91,7.51,7.91,7.19,7.91,4.377,44,f,1.25,0.74,5.66,54.92,14.2,58.0,8.06,
Pac Brands,PBG,1.07,1.5,1.065,1.07,131419,1.085,1.055,1.085,1.035,1.52,0.78,-,,-,0.08,-,5.7,18.8,3.0,2.88,
Premier Invest,PMV,6.85,-,6.80,6.95,220,6.90,6.80,6.95,6.68,8.934,5.94,36,f,1.38,2.19,5.26,49.85,13.7,15.0,2.24,
Quickflix Ltd,QFX,0.042,-,0.036,0.05,5875,0.043,0.042,0.043,0.04,0.09,0.04,-,,-,-,-,-1.78,-,-0.1,-2.33,
RCG Corp Ltd,RCG,0.56,-,0.56,0.58,-,-,-,0.58,0.55,0.629,0.383,2,f,1.48,0.10,3.57,2.96,18.9,-1.0,-1.76,
Ruralco Hldgs,RHL,2.55,-,2.55,2.70,-,-,-,2.70,2.55,3.00,2.18,14,f,1.26,1.79,5.49,17.67,14.4,-15.0,-5.56,
Specialty Fashion,SFH,1.40,-,1.40,1.42,1634,1.42,1.36,1.45,1.255,1.65,0.90,8,f,2.00,0.10,5.71,16,8.8,13.0,10.24,
Strathfield Grp,SRA,0.004,-0.1,0.004,0.005,34000,0.005,0.004,0.006,0.004,0.023,0.004,-,,-,-,-,0.08,5.0,-0.1,-20,
Super Cheap Auto ,SUL,6.00,-3,5.95,6.05,1059,6.03,5.98,6.18,5.89,6.18,4.51,21.5,f,1.58,1.28,3.58,34,17.6,-1.0,-0.17,
The Reject Shop,TRS,17.05,-10,16.96,17.25,768,17.25,16.96,17.25,16.91,17.39,12.29,67,f,1.34,1.98,3.93,90,18.9,-3.0,-0.18,
