FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5137.5 at 2013-03-08T16:39:36. Report at Friday, March 8, 2013. Processed Saturday at 2013-03-09T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.021,-,.019,.021,-,-,-,.021,.018,.024,.013,-,,-,-,-,-.07,-,+.2,+10.53,,
Berklee,BER,.35,-,.32,.35,-,-,-,.35,.35,.50,.30,-,,-,.77,-,-30.82,-,-,Stdy,,
DataDot Tech,DDT,.026,-.1,.026,.027,2712,.026,.025,.028,.025,.031,.015,-,,-,.01,-,-.12,-,-,Stdy,,
Orbital Corp,OEC,.225,+1.5,.205,.24,10,.225,.225,.27,.20,.40,.13,-,,-,.31,-,-6.19,-,-4.5,-16.67,,
Schaffer Corp,SFC,4.54,-,4.00,4.49,-,-,-,4.55,4.52,4.72,3.23,22.00,f,2.70,4.11,4.85,59.50,7.6,-1,-.22,,
Sprintex,SIX,.013,-.5,.013,.017,3276,.015,.013,.02,.013,.024,.008,-,,-,.01,-,-.89,-,-.7,-35.00,,
  opt jun13,SIXO,.002,-,-,.01,-,-,-,.002,.002,.002,.002,-,,-,-,-,-,-,-,Stdy,,
Supply Net,SNL,1.615,-,1.60,1.615,-,-,-,1.615,1.56,1.66,.83,7.50,f,1.67,.50,4.64,12.55,12.9,+1.5,+.94,,
VMoto,VMT,.02,-,.018,.02,8670,.02,.018,.021,.018,.042,.009,-,,-,.01,-,-1.14,-,+.1,+5.26,,
  opt dec14,VMTO,.012,-,.006,.008,-,-,-,.012,.012,.012,.002,-,,-,-,-,-,-,-,Stdy,,
Consumer Durables & Apparel,,
Atlas Pearls & Perfumes,ATP,.05,+.2,.048,.05,1000,.05,.05,.053,.048,.067,.045,-,,-,.10,-,.65,7.7,-.2,-3.85,,
Audio Pixels,AKP,4.50,-,4.20,4.50,18,4.50,4.49,4.60,4.49,6.99,4.49,-,,-,.28,-,-11.26,-,-10,-2.17,,
Billabong Int'l,BBG,.87,+.5,.87,.875,8861,.88,.865,.882,.855,2.475,.737,3.00,,-,.47,3.45,-206.00,-,+1,+1.16,,
Fleetwood Corp,FWD,9.37,+32,9.31,9.37,3267,9.37,9.03,9.40,9.03,13.46,8.46,73.00,f,.72,2.54,7.79,52.89,17.7,+3,+.32,,
Gale Pacific,GAP,.355,-1,.33,.35,323,.375,.35,.375,.34,.375,.21,2.55,f,1.19,.18,7.18,3.04,11.7,+.5,+1.43,,
Gazal Corp,GZL,2.83,-,2.86,2.95,8,2.83,2.83,2.83,2.75,3.10,1.74,18.00,f,1.15,.97,6.36,20.70,13.7,+8,+2.91,,
GLG Corp,GLE,.36,-,.26,.36,-,-,-,.36,.36,.38,.21,-,,-,.61,-,6.73,5.3,-,Stdy,,
Globe Int'l,GLB,.41,-,.31,.44,90,.41,.41,.41,.40,.45,.30,2.50,f,.06,.64,6.10,.15,273.3,+1,+2.50,,
GUD Hldgs,GUD,7.24,+5,7.24,7.25,2220,7.25,7.16,7.36,7.16,8.878,7.064,61.00,f,2.05,1.02,8.43,124.80,5.8,+2,+.28,,
Guinness Peat,GPG,.485,-,.48,.485,44,.485,.485,.485,.48,.49,.335,-,,-,.43,-,-.30,-,-,Stdy,,
Island Sky Aust,ISK,.003,-,.003,.004,-,-,-,.003,.003,.007,.001,-,,-,-,-,.98,.3,-,Stdy,,
Kingform Health Home,KFG,.19,-,-,.17,-,-,-,.19,.19,.23,.17,-,,-,-,-,-,-,-,Stdy,,
Kresta Hldgs,KRS,.16,-,.16,.17,1111,.16,.16,.16,.155,.20,.10,-,,-,.12,-,-.45,-,-1,-5.88,,
McPherson's,MCP,2.47,-5,2.47,2.48,3512,2.52,2.39,2.56,2.39,2.56,1.52,17.00,f,1.44,-.16,6.88,24.50,10.1,-3,-1.20,,
Merchant House,MHI,.155,+1,.145,.155,209,.155,.15,.155,.145,.175,.12,1.50,,3.75,.31,9.68,5.63,2.8,-,Stdy,,
