Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4656.3 at 16:34 19/2/2010  Report at 19:06 Friday 19/2/2010. Processed 19:44 Friday 19/2/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.23,0.5,0.225,0.23,261,0.23,0.23,0.24,0.225,0.37,0.125,1.3,f,4.15,0.35,5.65,5.4,4.3,-,-
Flexigrp Ltd,FXL,1.55,3,1.55,1.57,836,1.575,1.54,1.58,1.51,1.795,0.35,6,f,2.40,0.11,3.87,14.4,10.8,2.0,1.31
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.335,-4.5,1.335,1.38,146,1.335,1.33,1.38,1.31,1.45,0.90,9,f,0.85,1.41,6.74,7.67,17.4,1.5,1.14
Adelaide Managed unt,AYT,1.32,1.5,1.31,1.32,163,1.32,1.32,1.32,1.305,1.575,1.10,13.82,,0.91,1.78,10.47,12.59,10.5,0.5,0.38
Advanced Share,ASW,0.42,-,0.40,0.42,275,0.42,0.40,0.42,0.385,0.435,0.15,2.75,f,0.76,0.09,6.55,2.1,20.0,3.5,9.09
Alternative Invest unt,AIQ,1.02,-,1.02,1.05,14,1.03,1.02,1.045,1.02,1.45,0.575,47,,-,1.46,46.08,-33.96,-,-2.5,-2.39
Amcil Ltd,AMH,0.655,0.5,0.655,0.67,170,0.655,0.655,0.665,0.65,0.72,0.43,2,,-,0.74,3.05,-1.14,-,-1.0,-1.5
AMP Capital China unt,AGF,0.915,-,0.90,0.92,1624,0.915,0.90,0.915,0.885,1.265,0.73,3.9,,1.12,1.33,4.26,4.35,21.0,1.0,1.1
APN Prop Grp,APD,0.315,-,0.305,0.32,-,-,-,0.315,0.28,0.41,0.09,-,,-,0.20,-,-18.08,-,-2.5,-7.35
Argo Invest,ARG,6.52,-6,6.52,6.58,1013,6.58,6.51,6.58,6.38,7.05,4.52,25,f,-,6.56,3.83,-11.1,-,6.0,0.93
Asian Masters Fund,AUF,0.98,-,0.99,1.03,-,-,-,1.02,0.98,1.06,0.77,-,,-,1.02,-,-1.19,-,-4.0,-3.92
Astra Capital Ltd,AKR,0.70,-,0.655,0.80,-,-,-,0.70,0.70,1.10,0.008,-,,-,1.60,-,-0.03,-,-,-
ASX Ltd,ASX,36.65,-27,36.48,36.72,13451,37.00,36.30,37.00,34.92,37.90,25.20,163.6,f,1.12,2.66,4.46,183.2,20.0,80.0,2.23
Aurora Global Tr unt,AIB,1.12,2,1.135,1.25,350,1.12,1.12,1.12,1.10,7.50,0.977,51.5,,-,1.22,45.98,-13.91,-,2.0,1.82
Aurora Sand Au Tr ord unt,ABW,1.165,-,1.16,1.17,175,1.17,1.165,1.17,1.14,7.35,0.867,20.5,,-,1.23,17.60,-57.97,-,2.5,2.19
Aurora Sandringham ,AOD,1.035,-0.5,1.035,1.045,1381,1.05,1.035,1.05,1.03,1.17,1.005,4,f,-,1.05,3.86,-6.57,-,-0.5,-0.48
AUS Gov Index Fund,AQF,1.68,5,1.68,2.00,13,1.68,1.68,1.68,1.62,1.68,1.62,-,,-,-,-,-,-,6.0,3.7
Aust Ethical,AEF,26.30,-,26.00,26.99,-,-,-,27.00,26.30,37.00,17.00,147,f,0.83,8.53,5.59,121.6,21.6,-70.0,-2.59
Aust Foundation,AFI,5.02,-3,5.02,5.07,3241,5.08,5.02,5.12,5.01,5.41,3.45,21,f,0.43,5.04,4.18,8.93,56.2,-2.0,-0.4
Aust Leaders,ALF,1.195,1,1.19,1.20,227,1.195,1.185,1.195,1.18,1.265,0.55,7,f,7.66,1.51,5.86,53.65,2.2,2.5,2.14
  opt nov10,ALFO,0.041,-,0.041,0.044,346,0.041,0.041,0.046,0.04,0.10,0.035,-,,-,-,-,-,-,0.1,2.5
Aust United Invest,AUI,7.23,3,7.20,7.45,20,7.23,7.23,7.23,7.20,7.90,4.25,25,f,0.75,7.10,3.46,18.7,38.7,13.0,1.83
Austock Grp Ltd,ACK,0.20,-,0.215,0.25,-,-,-,0.25,0.20,0.35,0.16,-,,-,0.19,-,-17.6,-,-6.0,-23.08
BBX Hldgs,BBX,0.01,-,0.01,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.01,-,-12.17,-,-,-
Belmont Hldgs,BET,1.20,-,1.15,-,-,-,-,1.20,1.15,1.50,1.10,-,,-,1.78,-,-1.38,-,5.0,4.35
Bentley Capital,BEL,0.27,-,0.27,0.285,135,0.27,0.27,0.28,0.27,0.329,0.194,-,f,-,0.45,-,-1.46,-,-1.0,-3.57
Bisan Ltd,BSN,0.04,-,0.04,0.05,-,-,-,0.04,0.04,0.05,0.03,-,,-,0.06,-,-2.82,-,-,-
BKI Invest Ltd,BKI,1.285,0.5,1.285,1.29,1319,1.31,1.285,1.31,1.255,1.33,0.79,5.5,f,1.18,1.45,4.28,6.47,19.9,2.5,1.98
Blue Capital Ltd,BIV,0.021,-0.2,0.021,0.026,21050,0.023,0.021,0.023,0.021,0.031,0.013,-,,-,0.03,-,-0.79,-,-0.8,-27.59
Cadence Capital,CDM,0.78,-,0.76,0.795,-,-,-,0.78,0.74,0.88,0.44,2,f,-,1.10,2.56,-13.8,-,5.0,6.85
Carlton Invest,CIN,17.50,-,17.20,17.50,-,-,-,17.50,17.10,18.95,12.00,67,f,0.91,21.19,3.83,61,28.7,35.0,2.04
  7% cum pf,CINPA,2.11,-,2.12,-,-,-,-,2.11,2.11,2.11,2.11,14,,-,-,6.64,-,-,-,-
Centrepoint Alliance,CAF,0.145,-,0.145,0.155,-,-,-,0.145,0.145,0.22,0.12,-,,-,0.21,-,-32.59,-,-,-
Century Aust,CYA,0.81,3,0.80,0.815,2673,0.815,0.805,0.815,0.76,0.91,0.56,4.5,f,-,1.04,5.56,-7.74,-,3.5,4.52
Challenger FSG Ltd,CGF,3.84,8,3.84,3.94,39990,3.93,3.78,3.93,3.66,4.50,0.865,12.5,,-,1.81,3.26,-16.2,-,3.0,0.79
Chapmans Ltd,CHP,0.014,-,0.015,0.019,-,-,-,0.014,0.014,0.022,0.011,-,,-,0.02,-,-1.7,-,-0.1,-6.67
Charter Pacific,CHF,0.043,-,0.044,0.061,30,0.043,0.043,0.05,0.04,0.076,0.04,-,,-,0.12,-,-9.1,-,-0.7,-14
  opt feb11,CHFO,0.001,-,0.001,0.003,-,-,-,0.003,0.001,0.013,0.001,-,,-,-,-,-,-,-0.2,-66.67
China Century Capitl,CCY,0.055,0.2,0.055,0.058,1850,0.055,0.053,0.055,0.05,0.115,0.025,-,,-,0.05,-,-19.36,-,0.4,7.84
Choiseul Investments   ,CHO,4.82,-8,4.82,4.89,478,4.90,4.81,5.06,4.81,5.28,3.53,21,f,0.78,5.46,4.36,16.4,29.4,-14.0,-2.82
Clime Capital,CAM,1.065,-1,1.04,1.07,248,1.065,1.065,1.075,1.02,1.145,0.55,3,f,0.61,1.44,2.82,1.84,57.9,4.5,4.41
Clime Invest,CIW,0.41,-,0.415,0.465,-,-,-,0.41,0.41,0.50,0.171,-,f,-,0.40,-,-5.8,-,-,-
Contango Capital,CCQ,0.82,-,0.80,0.82,799,0.835,0.82,0.835,0.81,1.55,0.65,1,f,6.91,1.67,1.22,6.91,11.9,-,-
Contango Microcap,CTN,0.88,-2,0.88,0.895,780,0.915,0.88,0.92,0.875,1.19,0.47,2,f,21.00,1.55,2.27,42,2.1,-2.0,-2.22
Count Financial,COU,1.30,-,1.295,1.33,2115,1.34,1.30,1.35,1.30,1.60,0.89,7,f,1.52,0.22,5.38,10.64,12.2,-5.0,-3.7
CS GP100 Aust Tr unt,CSJ,0.985,-,0.955,0.995,-,-,-,0.985,0.985,1.05,0.925,2.62,p,-,0.95,2.66,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.905,-,0.905,0.925,3200,0.91,0.905,0.91,0.905,0.96,0.87,2.67,,-,0.91,2.95,-8.24,-,-0.5,-0.55
Diversa Ltd,DVA,0.09,-,0.09,0.125,-,-,-,0.09,0.084,0.19,0.012,-,,-,0.05,-,-4.9,-,0.6,7.14
Diversified United,DUI,3.28,-,3.20,3.28,128,3.28,3.25,3.28,3.10,3.35,1.945,13,f,-,3.36,3.96,-2.5,-,16.0,5.13
Djerriwarrh Invest,DJW,4.42,12,4.35,4.42,1001,4.43,4.27,4.43,4.20,4.85,2.95,26,f,-,4.06,5.88,-14.11,-,22.0,5.24
DKN Financial Grp,DKN,0.80,-,0.745,0.83,-,-,-,0.80,0.77,0.85,0.33,2,f,-,0.07,2.50,-8.28,-,1.0,1.27
Emerging Leaders,ELI,0.90,-,0.85,0.90,-,-,-,0.90,0.84,0.965,0.45,3.75,f,7.17,1.15,4.17,26.88,3.3,6.0,7.14
Energy Ventures,EVE,0.05,-,0.045,0.05,-,-,-,0.05,0.045,0.095,0.009,-,,-,0.07,-,-1.6,-,0.2,4.17
Equities & Freehldgss,EQF,0.195,-,0.195,0.24,20,0.195,0.195,0.25,0.195,0.31,0.02,-,,-,0.23,-,24.98,0.8,-5.5,-22
Everest Financial,EFG,0.054,-,0.054,0.06,-,-,-,0.06,0.051,0.085,0.048,-,,-,0.09,-,-69.97,-,-0.2,-3.57
Excela Ltd,EXA,0.49,-,0.49,0.54,-,-,-,0.55,0.49,0.63,0.49,-,,-,0.62,-,-39,-,-6.0,-10.91
Fat Prophets,FAT,0.90,0.5,0.89,0.90,10,0.90,0.90,0.90,0.875,0.95,0.525,-,,-,1.20,-,-7.2,-,-1.0,-1.1
Fiducian Portfolio,FPS,1.54,-1,1.47,1.59,100,1.54,1.54,1.55,1.47,1.75,0.912,6.75,f,1.43,0.34,4.38,9.63,16.0,7.0,4.76
FSA Grp Ltd,FSA,0.39,-,0.385,0.39,170,0.39,0.385,0.40,0.385,0.465,0.19,-,,-,0.24,-,7.66,5.1,-1.0,-2.5
Global Masters Fund,GFL,0.735,-,0.74,0.80,-,-,-,0.735,0.735,0.81,0.60,-,,-,0.86,-,-0.52,-,-,-
Global Min,GMI,1.17,-1.5,1.16,1.17,2441,1.195,1.17,1.195,1.15,1.32,0.67,1,f,-,1.42,0.85,-34.05,-,-,-
Global Resource,GRF,1.64,-,1.64,2.00,218,1.64,1.64,1.73,1.64,1.73,1.60,-,,-,1.65,-,-0.36,-,-9.0,-5.2
Grandbridge Ltd,GBA,0.15,-,0.14,0.15,-,-,-,0.15,0.125,0.23,0.02,-,,-,0.09,-,-0.39,-,2.0,15.38
Hastings High Yld unt,HHY,1.315,2.5,1.305,1.315,713,1.315,1.29,1.315,1.26,1.44,0.85,17.01,,0.73,1.88,12.94,12.4,10.6,1.5,1.15
HFA Accelerator Plus,HAP,0.28,-,0.285,0.29,671,0.28,0.275,0.28,0.275,0.33,0.068,-,,-,0.46,-,10.98,2.6,-,-
Hillcrest Litigat,HLS,0.08,-,0.075,0.10,-,-,-,0.09,0.08,0.11,0.065,-,,-,0.09,-,2.59,3.1,-1.0,-11.11
Hunter Hall Global,HHV,0.795,-1,0.795,0.80,1666,0.80,0.795,0.81,0.795,0.86,0.525,-,,-,1.03,-,-17.56,-,-1.5,-1.85
Hyperion Flagship,HIP,1.50,-,1.485,1.57,-,-,-,1.50,1.50,1.50,1.00,8.5,f,-,1.57,5.67,-2.42,-,5.0,3.45
IFC Capital Ltd,IFC,0.15,-,0.11,0.13,-,-,-,0.15,0.15,0.15,0.02,-,,-,0.09,-,-4.26,-,-,-
IMF (Aust) Ltd,IMF,1.695,4.5,1.67,1.735,1252,1.73,1.65,1.76,1.65,1.98,0.97,15,f,1.16,0.27,8.85,17.35,9.8,-0.5,-0.29
India Equities Fund,INE,0.47,1,0.45,0.475,1002,0.47,0.45,0.47,0.44,0.597,0.222,-,,-,0.73,-,-16.95,-,2.0,4.44
  opt aug10,INEO,0.08,-1,0.08,0.09,80,0.08,0.08,0.09,0.075,0.18,0.075,-,,-,-,-,-,-,0.5,6.67
ING Private Equity,IPE,0.295,1.5,0.29,0.295,20,0.295,0.295,0.295,0.275,0.315,0.154,-,,-,0.49,-,-20.18,-,2.0,7.27
Integrated Res,IRG,0.013,-0.1,0.012,0.013,2782,0.013,0.013,0.014,0.013,0.033,0.002,-,,-,-,-,-0.17,-,-0.1,-7.14
Investorfirst Ltd,INQ,0.098,-0.2,0.097,0.10,2500,0.098,0.098,0.10,0.093,0.15,0.05,-,,-,0.04,-,-1.23,-,0.5,5.38
Ipernica Ltd,IPR,0.12,0.5,0.115,0.12,1372,0.12,0.115,0.12,0.105,0.18,0.044,-,,-,0.05,-,-1.56,-,-,-
Ironbark Capital,IBC,0.445,-,0.45,0.465,-,-,-,0.465,0.44,0.50,0.35,2.5,f,-,0.54,5.62,-2.5,-,-,-
K2 Asset Mgmt,KAM,0.72,1,0.72,0.73,400,0.72,0.72,0.72,0.65,0.87,0.11,-,,-,0.04,-,1.74,41.4,7.0,10.77
Katana Capital,KAT,0.70,-,0.675,0.70,-,-,-,0.70,0.70,0.85,0.35,0.5,f,-,0.96,0.71,-18.53,-,-,-
Keybridge Capital,KBC,0.115,0.5,0.105,0.115,5002,0.115,0.105,0.125,0.105,0.165,0.063,-,,-,0.50,-,-98.55,-,1.0,9.52
London City Equities,LCE,0.42,-,0.42,-,-,-,-,0.42,0.42,0.51,0.39,1,,-,0.54,2.38,-0.19,-,-,-
Luminus Systems,LSL,0.016,-,0.016,0.05,50,0.016,0.016,0.016,0.016,0.03,0.01,-,,-,-,-,-39.79,-,-,-
Macq Winton ord unt,MWG,1.21,-,1.155,1.19,-,-,-,1.22,1.21,1.28,1.05,-,,-,1.24,-,-4.23,-,-1.0,-0.82
Magellan Fin Grp,MFG,0.845,2,0.83,0.845,1260,0.845,0.825,0.845,0.78,0.95,0.33,-,,-,0.66,-,-8.5,-,0.5,0.6
  opt jun11,MFGOB,0.05,-,0.051,-,-,-,-,0.05,0.05,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.11,-,0.13,-,-,-,-,0.11,0.11,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.61,1,0.61,0.615,1192,0.61,0.605,0.64,0.595,0.68,0.40,-,,-,0.74,-,-3.96,-,-1.0,-1.61
Mariner Corp Ltd,MCX,0.01,-,0.01,0.012,160,0.01,0.01,0.01,0.008,0.019,0.005,-,,-,0.01,-,-25,-,0.1,11.11
MAX Tr unt,MXQ,0.06,0.4,0.06,0.064,825,0.06,0.06,0.063,0.056,0.09,0.002,-,,-,0.25,-,-45.1,-,-0.3,-4.76
Milton Corp,MLT,17.55,-43,17.50,17.84,229,18.00,17.55,18.00,17.30,19.40,12.00,70,f,0.64,18.37,3.99,44.7,39.3,-,-
Mirrabooka Invest,MIR,1.825,-7.5,1.85,1.87,1249,1.90,1.825,1.985,1.825,2.28,1.14,10,f,-,1.88,5.48,-6.9,-,-15.5,-7.83
MMC Contrarian,MMA,0.46,0.5,0.45,0.47,448,0.46,0.455,0.46,0.455,0.505,0.34,-,,-,0.66,-,-1.34,-,0.5,1.1
Money3 Corp,MNY,0.40,-,0.40,0.50,-,-,-,0.40,0.40,0.60,0.39,3.3,f,1.06,0.28,8.25,3.51,11.4,-,-
Multi Channel,MUT,0.004,-,0.003,0.005,-,-,-,0.004,0.004,0.025,0.001,-,,-,-0.07,-,-43.28,-,-,-
Murchison Hldgs,MCH,0.545,-,0.44,0.545,-,-,-,0.55,0.545,0.95,0.52,-,,-,1.34,-,9.67,5.6,-0.5,-0.91
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.195,-,0.17,0.21,-,-,-,0.20,0.195,0.289,0.144,-,,-,0.05,-,-20.48,-,-0.5,-2.5
Oncard Intl,ONC,0.135,-,0.13,0.135,30,0.135,0.135,0.135,0.13,0.24,0.095,-,,-,0.13,-,0.73,18.5,0.5,3.85
Orchid Capital,ORC,0.02,-,0.018,0.04,-,-,-,0.02,0.018,0.03,0.003,-,,-,0.01,-,-0.51,-,0.2,11.11
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.525,-,0.525,0.57,-,-,-,0.555,0.515,0.64,0.35,-,,-,1.48,-,-67.3,-,-1.5,-2.78
Over Fifty Grp,OFG,0.685,2,0.67,0.685,45,0.685,0.67,0.695,0.64,1.09,0.26,-,,-,0.43,-,-21.34,-,3.5,5.38
Ozgrowth Ltd,OZG,0.16,-,0.16,0.165,255,0.16,0.16,0.165,0.16,0.175,0.09,0.3,f,20.67,0.23,1.88,6.2,2.6,-1.0,-5.88
Peters MacGregor,PET,0.66,1,0.66,0.69,30,0.66,0.66,0.66,0.64,0.68,0.455,-,,-,0.94,-,-12.77,-,2.0,3.13
Plan B Grp Hld,PLB,0.75,2,0.73,0.79,4903,0.75,0.75,0.75,0.73,0.82,0.45,2.3,f,0.56,0.06,3.07,1.28,58.6,2.0,2.74
Platinum Capital,PMC,1.55,-,1.55,1.565,193,1.565,1.55,1.59,1.505,1.85,1.12,10,f,1.96,1.38,6.45,19.55,7.9,-2.5,-1.59
Premium Investors,PRV,0.70,-1,0.70,0.72,506,0.70,0.69,0.72,0.69,0.93,0.41,3.5,f,3.01,0.97,5.00,10.55,6.6,0.5,0.72
Prime Financial,PFG,0.28,-2,0.28,0.305,159,0.30,0.28,0.30,0.275,0.34,0.075,-,,-,0.14,-,0.8,35.0,-2.0,-6.67
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.095,-,0.057,0.094,-,-,-,0.095,0.095,0.145,0.09,-,,-,0.20,-,8.7,1.1,-,-
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,0.08,0.105,-,-,-,0.08,0.08,0.153,0.052,-,,-,0.15,-,1.2,6.7,-,-
Redcape Prop Grp stpld,RPF,0.25,-0.5,0.25,0.27,427,0.255,0.25,0.26,0.25,0.41,0.175,4,,-,-,16.00,-118.12,-,-2.0,-7.41
RIMCapital Ltd,RMC,0.025,-,0.025,0.04,-,-,-,0.025,0.025,0.25,0.025,-,,-,0.03,-,-10.88,-,-,-
Robe Aust Ltd,ROB,0.01,-,0.009,0.011,-,-,-,0.01,0.008,0.05,0.007,-,,-,-,-,-24.86,-,0.1,11.11
Souls Private Equity,SOE,0.10,0.1,0.10,0.105,4501,0.10,0.099,0.10,0.095,0.12,0.068,-,,-,0.19,-,-3.79,-,-,-
  optfeb15d,SOEOA,0.013,-,0.01,0.015,-,-,-,0.015,0.013,0.015,0.013,-,,-,-,-,-,-,-0.2,-13.33
Strategic Pooled,SPD,0.135,-,0.13,0.135,-,-,-,0.135,0.13,0.21,0.10,-,,-,0.15,-,-2.88,-,0.5,3.85
Sunvest Corp,SVS,0.275,-,0.275,0.30,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.41,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.65,-,3.60,3.65,76,3.65,3.65,3.65,3.58,4.09,2.52,21,f,0.15,4.00,5.75,3.12,117.0,7.0,1.96
Tag Pacific Ltd,TAG,0.19,-3.5,0.19,0.25,204,0.19,0.19,0.235,0.19,0.27,0.12,0.75,f,2.27,0.32,3.95,1.7,11.2,-4.5,-19.15
Templeton Global,TGG,0.815,1.5,0.80,0.815,121,0.815,0.815,0.83,0.80,0.885,0.63,-,,-,1.02,-,-13.7,-,1.5,1.87
Thinksmart Ltd,TSM,0.90,2,0.885,0.90,132,0.90,0.885,0.91,0.86,0.96,0.20,3,f,1.21,0.09,3.33,3.64,24.7,-1.0,-1.1
Tidewater Invest,TDI,0.27,-,0.20,0.30,-,-,-,0.27,0.27,0.32,0.14,-,,-,0.19,-,-19.9,-,-2.0,-6.9
Tranzact Fin Service,TFS,0.15,-,0.15,0.175,-,-,-,0.15,0.15,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,-,-
  opt apr10,TFSO,0.018,-,0.001,0.005,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.45,-,0.47,0.53,-,-,-,0.45,0.45,0.465,0.168,-,,-,0.57,-,-32.9,-,-,-
Van Eyk Three Pillar,VTP,0.84,-1,0.835,0.84,779,0.84,0.84,0.85,0.82,0.94,0.585,2.5,f,7.56,1.08,2.98,18.9,4.4,2.0,2.44
Verus Invest,VIL,0.047,0.5,0.046,0.047,698041,0.049,0.043,0.049,0.041,0.095,0.001,-,,-,-,-,-0.55,-,-0.2,-4.08
  opt jun10,VILO,0.012,0.1,0.011,0.012,151746,0.013,0.01,0.013,0.009,0.03,0.001,-,,-,-,-,-,-,-,-
Vesture Ltd,VES,0.081,-,0.08,0.085,900,0.081,0.081,0.081,0.081,0.085,0.006,-,,-,-0.03,-,-13.17,-,-,-
Wallace Absolute,WAB,0.035,-,0.035,0.045,-,-,-,0.04,0.032,0.145,0.032,-,,-,0.05,-,-70.45,-,-0.5,-12.5
WAM Active Ltd,WAA,1.10,-10,1.02,1.10,648,1.15,1.10,1.20,1.10,1.20,0.61,5,f,6.18,1.25,4.55,30.89,3.6,-5.0,-4.35
  optapr11d,WAAO,-,-,-,-,-,-,-,-,-,0.015,0.001,-,,-,-,-,-,-,-,-
WAM Capital Ltd,WAM,1.28,-,1.28,1.285,388,1.28,1.27,1.285,1.25,1.355,0.71,8,f,4.81,1.67,6.25,38.5,3.3,1.0,0.79
Westoz Inv Ltd,WIC,1.06,-1,1.06,1.09,139,1.07,1.06,1.08,1.02,1.20,1.00,2.5,f,9.00,1.58,2.36,22.5,4.7,4.0,3.92
  opt jun12,WICO,0.10,0.5,0.10,0.20,61,0.10,0.10,0.10,0.095,0.25,0.075,-,,-,-,-,-,-,0.5,5.26
Whitefield Ltd,WHF,3.18,-1,3.16,3.18,397,3.23,3.18,3.23,3.10,3.63,1.95,17,f,0.30,3.43,5.35,5.09,62.5,-1.0,-0.31
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.725,-,0.72,0.74,67,0.725,0.725,0.725,0.705,0.805,0.405,4,f,0.40,0.97,5.52,1.61,45.0,2.0,2.84
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.47,1,2.47,2.50,7,2.47,2.47,2.48,2.46,2.811,2.102,10,f,1.47,3.23,4.05,14.66,16.8,-3.0,-1.2
Guinness Peat cdi,GPG,0.645,-,0.64,0.65,1508,0.645,0.63,0.66,0.63,0.75,0.359,2.1,,-,0.86,3.26,-4.04,-,-0.5,-0.77
Soul Pattinson,SOL,13.37,5,13.30,13.44,129,13.44,13.01,13.46,13.01,14.50,7.018,32,f,14.57,10.91,2.39,466.25,2.9,7.0,0.53
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.18,6,1.165,1.18,1459,1.20,1.10,1.20,1.05,1.40,0.375,4,f,1.23,0.27,3.39,4.9,24.1,8.0,7.27
BT Invest Mngmnt,BTT,3.08,-,3.08,3.11,71,3.12,3.08,3.12,3.04,3.34,1.02,7.9,f,1.01,0.22,2.56,7.95,38.7,-2.0,-0.65
CI Res Ltd,CII,0.88,-,0.81,0.90,-,-,-,0.88,0.88,1.05,0.70,2,,12.10,0.44,2.27,24.19,3.6,-,-
CVC Ltd,CVC,0.77,1,0.735,0.795,80,0.77,0.735,0.77,0.73,0.82,0.33,-,,-,1.11,-,-44.52,-,4.0,5.48
Equity Tr,EQT,18.10,-10,18.20,19.00,135,18.20,18.10,18.80,18.10,19.50,11.90,110,f,0.90,2.66,6.08,98.45,18.4,-79.0,-4.18
Euroz Ltd,EZL,1.30,1,1.30,1.34,50,1.30,1.30,1.305,1.26,1.69,0.535,8.5,f,1.64,-,6.54,13.94,9.3,-4.0,-2.99
  opt mar14,EZLO,0.55,-,0.56,0.79,-,-,-,0.60,0.55,0.91,0.029,-,,-,-,-,-,-,-5.0,-8.33
Henderson Grp cdi 1:1,HGG,2.13,-3,2.05,2.17,24414,2.17,2.11,2.19,2.04,2.67,1.34,12.15,,-,-0.22,5.70,-0.17,-,3.0,1.43
HFA Hldgs Ltd,HFA,0.24,-,0.24,0.24,276,0.245,0.24,0.25,0.235,0.43,0.054,-,,-,-0.24,-,-124.64,-,0.5,2.13
Hunnu Coal Ltd,HUN,0.40,-5,0.40,0.415,9539,0.435,0.40,0.47,0.345,0.47,0.335,-,,-,-,-,-,-,6.5,19.4
Hunter Hall Intl,HHL,6.69,9,6.60,6.69,33,6.69,6.60,6.69,6.50,7.90,2.61,45,f,0.64,1.42,6.73,28.96,23.1,9.0,1.36
IOOF Hldgs Ltd,IFL,5.45,-9,5.43,5.52,7755,5.64,5.38,5.64,5.15,6.68,2.112,4,f,4.17,0.55,0.73,16.7,32.6,19.0,3.61
Macq Grp Ltd,MQG,46.25,-93,46.25,46.27,18880,47.50,46.02,47.80,46.02,58.80,15.00,126,,1.93,23.72,2.72,243.2,19.0,-110.0,-2.32
Oceania Capital,OCP,2.62,6,2.62,2.64,552,2.62,2.56,2.80,2.56,3.05,1.329,10,p,1.34,4.89,3.82,13.37,19.6,-18.0,-6.43
Perpetual Ltd,PPT,33.51,-100,33.46,33.61,1605,34.81,33.46,34.95,33.46,41.39,21.60,100,f,0.96,3.46,2.98,96,34.9,-41.0,-1.21
Platinum Asset,PTM,5.49,6,5.33,5.49,5662,5.50,5.35,5.50,5.15,6.34,2.90,20,f,1.12,-,3.64,22.49,24.4,20.0,3.78
Snowball Grp,SNO,0.45,-,0.45,0.47,-,-,-,0.45,0.45,0.45,0.31,3.25,f,0.83,-0.03,7.22,2.71,16.6,-,-
Treasury Grp,TRG,5.86,-3,5.61,5.86,71,5.88,5.60,5.89,5.45,6.29,2.29,20,f,1.07,2.16,3.41,21.43,27.3,41.0,7.52
Trust Co Ltd,TRU,6.55,19,6.36,6.55,20,6.55,6.50,6.55,6.33,6.70,3.83,39.2,f,0.55,2.29,5.98,21.6,30.3,22.0,3.48
Wilson Htm Invest,WIG,2.15,-,2.11,2.20,70,2.15,2.15,2.15,2.06,2.15,0.60,2,f,1.20,0.64,0.93,2.4,89.6,9.0,4.37
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,6.30,14,6.28,6.32,84947,6.35,6.17,6.35,6.14,6.97,3.52,30,p,1.24,0.80,4.76,37.1,17.0,14.0,2.27
Austbrokers Hldgs,AUB,4.97,-,4.95,4.97,30,4.97,4.97,5.10,4.97,5.65,3.40,20.5,f,1.55,0.88,4.12,31.7,15.7,-13.0,-2.55
AXA Asia Pacific,AXA,6.38,-,6.38,6.39,35428,6.41,6.35,6.41,6.27,6.72,2.52,18.5,p,1.89,1.12,2.90,34.89,18.3,4.0,0.63
