Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 19:39 Friday 23/10/2009.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobile & Components,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.03,-,0.029,0.03,4500,0.03,0.028,0.03,0.028,0.038,0.005,-,,-,0.01,-,-0.36,-,0.4,15.38,
Advanced Engine,ACE,0.075,2.5,0.07,0.075,42641,0.093,0.058,0.093,0.05,0.14,0.031,-,,-,-0.04,-,-1.9,-,2.5,50,
Auto Tech Ltd,ATJ,0.06,-,0.05,0.062,-,-,-,0.064,0.05,0.179,0.028,-,,-,0.01,-,-5.55,-,-0.3,-4.76,
Berklee Ltd,BER,0.55,1,0.53,0.545,518,0.55,0.545,0.55,0.54,0.62,0.25,-,f,-,0.89,-,13,4.2,2.0,3.77,
Coventry Grp,CYG,1.87,7,1.87,1.90,150,1.87,1.85,1.87,1.69,2.02,0.60,5,f,-,3.30,2.67,-3.6,-,17.0,10,
Datadot Tech,DDT,0.056,-,0.052,0.056,25016,0.056,0.052,0.069,0.052,0.105,0.011,-,,-,0.01,-,-6.22,-,-1.2,-17.65,
Fleetwood Corp,FWD,7.91,2,7.88,7.97,1437,7.97,7.85,8.11,7.73,8.86,3.27,66,f,1.04,2.63,8.34,68.7,11.5,-9.0,-1.12,
Orbital Corp Ltd,OEC,0.055,-0.5,0.055,0.06,961,0.055,0.055,0.06,0.053,0.115,0.03,-,,-,0.03,-,-0.51,-,0.5,10,
Schaffer Corp Ltd,SFC,6.65,5,6.60,6.69,11,6.65,6.65,6.65,6.40,6.65,3.90,45,f,1.65,3.62,6.77,74.1,9.0,15.0,2.31
Supply Net,SNL,0.355,-,0.31,0.38,-,-,-,0.365,0.355,0.38,0.25,3,f,2.05,0.44,8.45,6.15,5.8,-1.0,-2.74
INDUSTRY GROUP: Consumer Durables & Apparel,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.056,-0.2,0.056,0.059,2000,0.057,0.056,0.059,0.056,0.085,0.036,-,,-,0.22,-,2,2.8,-0.3,-5.08
Atlantic Ltd,ATI,0.038,-0.1,0.037,0.038,102549,0.04,0.037,0.04,0.037,0.044,0.005,-,,-,0.01,-,-0.11,-,-0.1,-2.56
  opt dec11,ATIO,0.028,-,0.028,0.029,47330,0.029,0.028,0.03,0.027,0.032,0.003,-,,-,-,-,-,-,-0.1,-3.45
Atlas Southsea Pearl,ATP,0.125,-,0.125,0.145,100,0.125,0.125,0.145,0.125,0.34,0.075,2,,-,0.20,16.00,-4.39,-,-,-
AVJennings,AVJ,0.56,3.5,0.55,0.56,934,0.56,0.53,0.56,0.51,0.56,0.16,2,,-,1.04,3.57,-4.68,-,3.0,5.66
Billabong Intl,BBG,11.45,5,11.30,11.48,11017,11.53,11.23,11.72,10.97,12.307,5.815,45,p,1.54,0.70,3.93,69.2,16.5,-16.0,-1.38
BKM Management,BKM,0.01,-,0.009,0.012,-,-,-,0.01,0.008,0.01,0.003,-,,-,-,-,-0.25,-,0.1,11.11
Fisher & Paykel App,FPA,0.52,-,0.515,0.53,997,0.525,0.52,0.54,0.52,0.891,0.207,3.87,,-,0.01,7.44,-27.37,-,-1.5,-2.8
Funtastic Ltd,FUN,0.28,4,0.27,0.28,13410,0.30,0.24,0.30,0.22,0.30,0.105,-,,-,0.05,-,-49.5,-,5.0,21.74
Gale Pacific Ltd,GAP,0.16,-,0.15,0.185,-,-,-,0.17,0.12,0.17,0.035,-,,-,0.24,-,-6.75,-,4.0,33.33
