FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5313.6 at 2014-12-05T16:37:36. Report at Friday, December 5, 2014. Processed Saturday at 2014-12-06T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.006,-,.006,.007,-,-,-,.006,.006,.016,.005,-,,-,-,-,-.67,-,-,Stdy,,
  opt aug16,ABVO,.002,-,.001,.003,-,-,-,.002,.002,.003,.002,-,,-,-,-,-,-,-,Stdy,,
ARB Corp,ARP,11.11,-5,11.10,11.12,1256,11.47,11.05,11.52,10.71,12.674,9.656,29.00,f,2.02,2.49,2.61,58.70,18.9,-29,-2.54,,
Authorised Invest,AIY,.025,-,.015,.033,-,-,-,.025,.025,.029,.02,-,,-,.02,-,.38,6.6,-,Stdy,,
DataDot Tech,DDT,.024,-,.023,.024,8040,.024,.023,.025,.022,.05,.02,-,,-,.01,-,-.22,-,-,Stdy,,
Orbital Corp,OEC,.37,+1,.37,.40,230,.37,.365,.42,.35,.48,.14,-,,-,.42,-,3.39,10.9,-6,-13.95,,
Schaffer Corp,SFC,5.22,+6,5.22,5.36,37,5.30,5.22,5.30,5.15,6.29,5.15,25.00,f,1.76,4.69,4.79,44.10,11.8,-23,-4.22,,
Sprintex,SIX,.005,-,.005,.01,-,-,-,.005,.003,.015,.002,-,,-,-,-,-.52,-,+.2,+66.67,,
VMoto,VMT,.034,-,.032,.034,31825,.034,.033,.038,.033,.06,.028,-,,-,.01,-,.12,28.3,-.3,-8.11,,
  opt dec14,VMTO,.001,-,-,.001,-,-,-,.001,.001,.025,.001,-,,-,-,-,-,-,-.1,-50.00,,
Consumer Durables & Apparel,,
Atlas Pearls&Perfumes,ATP,.089,-,.089,.094,-,-,-,.09,.085,.14,.057,-,,-,.09,-,.61,14.6,-.6,-6.32,,
Audio Pixels,AKP,10.00,+7,9.55,10.00,112,10.00,9.80,10.05,8.50,14.50,3.15,-,,-,.11,-,-17.28,-,+150,+17.65,,
Billabong Int'l,BBG,.67,+1,.66,.675,8499,.67,.655,.675,.64,.735,.279,-,,-,.18,-,-28.60,-,+2,+3.08,,
Fleetwood Corp,FWD,1.21,+2,1.21,1.23,2454,1.23,1.19,1.31,1.175,3.28,1.175,4.00,f,.03,2.48,3.31,.12,1008.3,-4,-3.20,,
Gale Pacific,GAP,.235,+.5,.225,.235,52,.235,.23,.235,.225,.30,.22,2.65,,1.05,.19,11.28,2.77,8.5,-,Stdy,,
Gazal Corp,GZL,2.65,-,2.65,3.01,-,-,-,2.75,2.65,3.10,2.60,18.00,f,1.21,1.04,6.79,21.70,12.2,-,Stdy,,
GLG Corp,GLE,.23,-,.23,.24,-,-,-,.235,.23,.27,.215,-,,-,.75,-,5.79,4.0,-.5,-2.13,,
Globe Int'l,GLB,.74,-,-,.74,-,-,-,.74,.74,.74,.30,-,f,-,.64,-,-29.67,-,-,Stdy,,
GUD Hldgs,GUD,7.25,-,7.21,7.25,1237,7.30,7.17,7.40,6.63,7.99,4.73,36.00,f,.69,.59,4.97,24.80,29.2,+11,+1.54,,
Guinness Peat,GPG,.48,+1,.46,.48,42,.48,.48,.48,.46,.66,.45,-,,-,.51,-,.75,64.0,+2,+4.35,,
Kresta Hldgs,KRS,.20,-,.20,.22,-,-,-,.205,.20,.24,.16,.25,f,-,.12,1.25,-.95,-,-.5,-2.44,,
McPherson's,MCP,1.18,-,1.18,1.19,60,1.18,1.18,1.24,1.18,1.66,1.03,11.00,f,-,-.21,9.32,-71.90,-,-5.5,-4.45,,
Merchant House,MHI,.215,-,.20,.215,-,-,-,.215,.215,.235,.16,1.00,,11.35,.46,4.65,11.35,1.9,-,Stdy,,
Quantum Energy,QTM,.017,-,.017,.027,-,-,-,.017,.017,.048,.006,-,,-,.01,-,-.46,-,-.6,-26.09,,
Shenhua Int'l,SHU,.45,-,-,-,-,-,-,.411,.411,.45,.38,6.50,,1.03,.64,14.44,6.70,6.7,+3.9,+9.53,,
Simonds Grp,SIO,1.50,-6,1.50,1.56,3610,1.53,1.50,1.58,1.485,1.75,1.44,-,,-,-,-,-,-,-10,-6.25,,
Tamawood,TWD,3.95,-,3.90,3.95,1386,3.95,3.92,4.00,3.89,4.10,2.50,21.00,f,.94,.32,5.32,19.76,20.0,-,Stdy,,
Treyo Leisure,TYO,.18,-,.10,-,-,-,-,.18,.18,.195,.15,-,,-,.18,-,1.79,10.1,-,Stdy,,
Waterco,WAT,1.10,-,1.10,1.14,-,-,-,1.10,1.025,1.30,1.025,6.00,f,.43,1.42,5.45,2.60,42.3,+5,+4.76,,
Yanghao Int'l,YHL,.30,-,-,.30,-,-,-,.30,.30,.30,.10,-,,-,-.17,-,.06,500.0,-,Stdy,,
Consumer Services,,
3P Learning,3PL,2.35,+6,2.26,2.35,73,2.35,2.26,2.35,2.16,2.60,2.13,-,,-,-,-,-,-,+10,+4.44,,
Academies A'asia,AKG,1.08,-4,1.08,1.13,20,1.08,1.08,1.16,1.08,1.40,.835,5.50,f,1.78,.05,5.09,9.80,11.0,-8,-6.90,,
Affinity Education,AFJ,1.17,-1,1.155,1.17,2196,1.18,1.155,1.22,1.11,1.446,.911,-,,-,.18,-,-4.39,-,-4.5,-3.70,,
Ainsworth Game Tech,AGI,2.15,-10,2.15,2.16,12096,2.25,2.15,2.29,2.10,4.65,2.10,10.00,,1.90,.65,4.65,19.00,11.3,-9,-4.02,,
Aquaint Capital,AQU,.30,-,.255,.30,-,-,-,.30,.30,.615,.255,1.00,,-,.34,3.33,-1.89,-,-,Stdy,,
Ardent Leisure Grp,AAD,2.96,-8,2.96,2.99,10572,3.05,2.94,3.09,2.93,3.49,1.90,13.00,p,.93,.75,4.39,12.13,24.4,-7,-2.31,,
Aristocrat Leisure,ALL,6.56,-4,6.56,6.57,16922,6.705,6.56,6.72,6.20,6.95,4.22,16.00,,-,.91,2.44,-2.90,-,+5,+.77,,
Collins Foods,CKF,2.20,-4,2.19,2.20,2859,2.21,2.19,2.30,2.16,2.49,1.76,11.00,f,-,-.91,5.00,-16.22,-,-6,-2.65,,
Corporate Travel,CTD,10.00,-30,9.99,10.00,5611,10.45,10.00,10.77,9.81,10.77,4.91,12.00,f,1.58,1.54,1.20,19.00,52.6,+19,+1.94,,
  rts15decd,CTDRA,1.48,-,1.11,1.38,4,1.48,1.48,-,-,-,-,-,,-,-,-,-,-,-,Stdy,,
