Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:41 Friday 8/1/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gale Pacific Ltd,GAP,0.14,-,0.135,0.16,-,-,-,0.14,0.14,0.17,0.035,-,,-,0.24,-,-6.75,-,-,-
Gazal Corp,GZL,1.39,-,1.25,1.40,-,-,-,1.39,1.39,1.55,0.85,8,f,1.41,0.60,5.76,11.3,12.3,-,-
GLG Corp Ltd,GLE,0.40,-,0.28,0.40,-,-,-,0.40,0.40,0.40,0.13,-,,-,0.45,-,3.55,11.3,-,-
Globe Intl,GLB,0.45,-,0.40,0.425,5,0.45,0.45,0.525,0.45,0.525,0.125,-,,-,0.70,-,-21.39,-,-,-
GUD Hldgs,GUD,8.73,-5,8.65,9.00,1005,8.88,8.62,9.11,8.62,9.67,4.87,60,f,1.00,0.66,6.87,60,14.6,-27.0,-3
Headline Grp Ltd,HLD,0.19,-2,0.195,0.205,500,0.20,0.19,0.21,0.19,0.215,0.08,-,,-,0.12,-,-1.31,-,-2.0,-9.52
Island Sky Aust,ISK,0.13,0.5,0.13,0.14,1886,0.135,0.125,0.135,0.105,0.345,0.089,-,,-,0.08,-,0.63,20.6,1.0,8.33
  opt nov11,ISKO,-,-,0.007,0.065,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.60,2,1.58,1.61,29206,1.61,1.565,1.63,1.515,1.82,1.515,-,,-,-,-,-,-,-2.0,-1.23
Kresta Hldgs,KRS,0.22,-,0.22,0.23,1305,0.23,0.22,0.235,0.21,0.235,0.08,1,f,2.68,0.16,4.55,2.68,8.2,-,-
McPherson's Ltd,MCP,3.27,-7,3.27,3.30,330,3.34,3.27,3.44,3.26,3.48,0.27,-,,-,-0.52,-,30.2,10.8,-13.0,-3.82
Merchant House,MHI,0.175,0.5,0.145,0.195,350,0.175,0.165,0.175,0.15,0.175,0.08,1,,4.40,0.27,5.71,4.4,4.0,2.5,16.67
Mesbon China Nylon,MES,0.10,-1,0.10,0.115,60,0.11,0.10,0.11,0.10,0.14,0.05,-,,-,0.32,-,-1.3,-,0.5,5.26
Photo-Me Aust,PTO,0.007,-,0.005,0.007,-,-,-,0.007,0.007,0.021,0.004,-,,-,-0.02,-,-2.5,-,-0.2,-22.22
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.175,0.5,0.17,0.175,1030,0.175,0.17,0.18,0.145,0.42,0.09,-,,-,0.02,-,2.97,5.9,3.5,25
Shenhua Ltd,SHU,0.45,-,0.45,0.515,-,-,-,0.45,0.45,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.45,-,2.33,2.45,265,2.50,2.45,2.50,2.42,2.69,1.393,21,f,1.16,1.06,8.57,24.35,10.1,3.0,1.24
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.42,0.35,0.57,0.35,-,,-,-,-,-,-,-7.0,-16.67
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.17,-,0.155,0.265,-,-,-,0.17,0.17,0.235,0.07,-,,-,0.33,-,-6.18,-,0.5,3.03
Undercoverwear,UCW,0.31,-,0.31,0.35,-,-,-,0.31,0.31,0.32,0.16,2,f,-,0.10,6.45,-4.72,-,-,-
Vmoto Ltd,VMT,0.175,-0.5,0.17,0.175,7967,0.18,0.175,0.185,0.175,0.215,0.03,-,,-,0.01,-,-1.27,-,-,-
Waterco Ltd,WAT,0.98,3,0.98,1.08,88,0.98,0.98,0.98,0.95,1.00,0.48,5,f,1.60,1.36,5.10,8,12.3,3.0,3.16
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.175,-1,0.175,0.185,293,0.185,0.175,0.185,0.175,0.22,0.05,-,,-,0.02,-,-4.45,-,-0.5,-2.78
Aircruising Aust,AIG,0.11,-,0.04,0.11,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.17,-0.5,0.17,0.175,2147,0.175,0.17,0.18,0.17,0.28,0.10,0.5,f,5.60,0.05,2.94,2.8,6.1,-1.0,-5.56
  opt dec10,ABQO,0.003,-,0.003,0.005,6,0.003,0.003,0.003,0.003,0.029,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.05,-7,4.04,4.06,16701,4.10,4.03,4.25,4.02,5.75,3.16,14.5,f,-,0.35,3.58,-0.2,-,3.0,0.75
Artist & Entertain,AEM,0.014,-,0.014,0.016,1000,0.014,0.014,0.016,0.014,0.025,0.004,-,,-,-,-,2.83,0.5,-0.2,-12.5
Celtex Ltd,CXE,0.011,0.1,0.01,0.011,152585,0.011,0.01,0.018,0.009,0.03,0.009,-,,-,-0.01,-,-0.72,-,-0.7,-38.89
Centrebet Internat,CIL,1.29,-0.5,1.28,1.29,391,1.295,1.28,1.30,1.25,1.39,0.86,9.5,,1.00,0.08,7.36,9.5,13.6,6.5,5.31
Crown Ltd,CWN,7.70,-4,7.69,7.71,21013,7.86,7.61,8.12,7.61,9.39,4.56,37,p,-,3.42,4.81,-166.89,-,-34.0,-4.23
Domino Pizza Enterpr,DMP,5.16,-,5.13,5.18,271,5.18,5.16,5.50,5.13,5.50,2.60,12.4,f,1.82,0.69,2.40,22.6,22.8,-24.0,-4.44
Early Learning Serv,ELY,0.25,1,0.25,0.26,985,0.25,0.245,0.25,0.21,0.30,0.07,-,,-,-,-,-25.22,-,2.0,8.7
eBet Ltd,EBT,0.07,-,0.072,0.077,-,-,-,0.077,0.066,0.105,0.024,-,,-,-0.01,-,0.7,10.0,-0.7,-9.09
Enerji Ltd opt dec16,ERJO,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Eumundi Grp Ltd,EBG,0.08,-,0.065,0.08,-,-,-,0.08,0.08,0.14,0.06,-,,-,0.27,-,-5.89,-,0.5,6.67
Flight Centre,FLT,17.93,12,17.90,17.94,1562,18.14,17.65,18.50,17.65,18.86,3.39,9,,4.26,1.92,0.50,38.3,46.8,-49.0,-2.66
Garratt's Ltd,GRT,0.50,-,0.34,0.57,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.125,0.5,0.12,0.125,800,0.125,0.12,0.125,0.12,0.18,0.12,-,,-,0.05,-,0.89,14.0,0.5,4.17
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,6.11,3,6.05,6.13,1268,6.15,6.07,6.20,6.02,6.48,4.48,24.5,f,1.22,0.35,4.01,29.9,20.4,-5.0,-0.81
Jetset Travelworld,JET,1.46,-,1.46,1.49,-,-,-,1.46,1.40,1.47,0.55,7,f,1.06,0.10,4.79,7.39,19.8,7.0,5.04
Kip McGrath Edu Cntr,KME,0.29,-1,0.30,0.35,50,0.29,0.29,0.30,0.28,0.45,0.105,2,f,8.50,-0.09,6.90,17,1.7,1.0,3.57
Macro Corp Ltd,MAC,0.027,-,-,0.03,-,-,-,0.029,0.029,0.04,0.027,-,,-,0.07,-,-0.37,-,-0.2,-6.9
National Leisure,NLG,0.035,0.2,0.032,0.035,4000,0.035,0.033,0.035,0.029,0.044,0.005,-,,-,-0.30,-,0.08,43.8,-,-
Navitas Ltd,NVT,4.15,-5,4.14,4.19,1473,4.21,4.14,4.35,4.06,4.35,2.01,14.3,f,1.00,-0.23,3.45,14.3,29.0,5.0,1.22
Newhaven Hotels,NHH,1.88,-,1.91,2.49,-,-,-,1.88,1.88,2.20,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.38,-,0.35,0.40,-,-,-,0.38,0.38,0.40,0.24,1.5,f,0.89,0.41,3.95,1.33,28.6,-,-
Odyssey Gaming,ODG,0.07,-,0.05,0.25,-,-,-,0.07,0.07,0.07,0.017,-,,-,0.06,-,0.24,29.2,-,-
Planet Platinum,PPN,0.23,-,0.195,0.36,10,0.23,0.23,0.25,0.23,0.30,0.096,2.06,f,0.97,0.20,8.96,2,11.5,-2.0,-8
Qld Trustees Invest,QTI,0.50,-,0.45,0.60,198,0.50,0.50,0.50,0.44,0.50,0.37,-,,-,0.79,-,1.3,38.5,2.0,4.17
Reef Casino Tr unt,RCT,2.00,-5,2.00,2.07,11,2.00,2.00,2.05,1.99,2.15,1.65,24.5,,0.04,2.64,12.25,1.1,181.8,7.0,3.63
Retail Food Grp,RFG,2.76,3,2.76,2.82,830,2.88,2.75,2.88,2.64,2.90,1.05,9.25,f,2.56,-0.86,3.35,23.7,11.6,11.0,4.15
Sino Strategic Intl,SSI,0.585,4,0.555,0.585,469,0.585,0.545,0.585,0.475,0.92,0.30,-,,-,-0.04,-,-70,-,15.5,36.05
Sky City Entertain,SKC,2.74,2,2.73,2.76,3040,2.76,2.73,2.80,2.65,2.89,1.90,5.44,,3.46,0.47,1.99,18.83,14.6,1.0,0.37
Slater & Gordon,SGH,1.65,-,1.60,1.65,1500,1.65,1.65,1.66,1.60,1.82,1.40,4.25,f,3.74,0.80,2.58,15.9,10.4,5.0,3.12
Success Res Global,SGU,0.02,-1,0.02,0.03,500,0.02,0.02,0.03,0.02,0.06,0.003,-,,-,-,-,0.09,22.2,-1.0,-33.33
Superwoman Grp,SPG,0.011,-,0.001,0.011,-,-,-,0.011,0.011,0.04,0.007,-,,-,-,-,-0.3,-,-,-
Tabcorp Hldgs Ltd,TAH,7.09,1,7.07,7.10,15546,7.13,7.08,7.14,6.95,7.70,6.05,65,f,1.43,-0.02,9.17,93.2,7.6,14.0,2.01
Tatts Grp Ltd,TTS,2.45,-,2.45,2.46,20375,2.47,2.43,2.49,2.43,2.97,2.33,21,f,1.04,-0.56,8.57,21.9,11.2,1.0,0.41
Transmetro Corp,TCO,0.70,-,0.50,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.15,-,0.15,0.60,-,-,-,0.15,0.15,1.30,0.046,-,,-,0.36,-,3,5.0,-,-
Webjet Ltd,WEB,2.17,-2,2.12,2.17,926,2.19,2.12,2.30,2.01,2.30,0.992,5.5,f,1.86,0.38,2.53,10.24,21.2,17.0,8.5
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.26,-,0.235,0.26,-,-,-,0.26,0.23,0.34,0.165,1,,0.45,0.08,3.85,0.45,57.8,2.0,8.33
Amalgamated Hldgs,AHD,5.77,-2,5.71,5.77,445,5.79,5.72,5.81,5.59,6.24,3.598,32,f,1.67,4.48,5.55,53.5,10.8,18.0,3.22
APN News & Media,APN,2.34,-8,2.33,2.36,8822,2.47,2.32,2.47,2.28,2.61,0.866,12,,-,-1.23,5.13,-13.1,-,2.0,0.86
Aspermont Ltd,ASP,0.14,-1.5,0.14,0.155,142,0.155,0.14,0.155,0.135,0.271,0.11,-,,-,-0.06,-,-0.22,-,0.5,3.7
Austar United,AUN,1.34,0.5,1.33,1.35,22619,1.345,1.335,1.435,1.315,1.465,0.65,-,,-,-0.33,-,-2.4,-,-8.0,-5.63
Austereo Grp Ltd,AEO,1.67,-2,1.65,1.675,422,1.705,1.62,1.73,1.605,1.74,1.04,9.1,f,1.32,-0.01,5.45,11.98,13.9,-4.5,-2.62
Beyond Intl,BYI,0.68,-,0.69,0.80,-,-,-,0.68,0.68,0.68,0.50,5,,1.46,0.42,7.35,7.28,9.3,-,-
Brisbane Broncos,BBL,0.40,-,0.34,0.40,-,-,-,0.40,0.40,0.40,0.23,-,,-,0.12,-,1.42,28.2,-,-
BSA Ltd,BSA,0.32,-,0.315,0.33,180,0.32,0.32,0.34,0.285,0.34,0.125,2,f,2.00,0.03,6.25,4.01,8.0,3.5,12.28
Commstrat Ltd,COJ,0.008,-,0.005,0.008,-,-,-,0.008,0.008,0.01,0.003,-,,-,-,-,0.02,40.0,-,-
Consolidated Media,CMJ,3.07,7,3.03,3.08,19677,3.08,3.00,3.08,2.98,3.44,1.71,16.5,,3.75,0.66,5.37,61.91,5.0,1.0,0.33
Facilitate Digital,FAC,0.065,-,0.065,0.11,-,-,-,0.065,0.06,0.15,0.01,-,,-,0.01,-,-7.71,-,0.5,8.33
Fairfax Media Ltd,FXJ,1.72,-2.5,1.715,1.73,47560,1.76,1.71,1.79,1.71,1.805,0.795,2,,-,-0.37,1.16,-21.6,-,-2.0,-1.15
Hyro Ltd,HYO,0.032,-,0.031,0.032,1550,0.032,0.032,0.032,0.031,0.044,0.01,-,,-,-0.05,-,-5.38,-,0.1,3.23
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.13,-,0.13,0.16,-,-,-,0.13,0.10,0.17,0.07,-,,-,-,-,-1.53,-,3.0,30
Macq Radio,MRN,0.75,-,0.72,0.85,-,-,-,0.75,0.75,0.85,0.17,-,,-,-0.03,-,0.04,1875.0,-,-
MCM Entertainment Gr,MEG,0.18,-,0.175,0.19,204,0.18,0.18,0.20,0.18,0.23,0.06,-,,-,0.03,-,0.03,600.0,-2.0,-10
Media Grp Int Ltd,MUI,0.017,-,0.017,0.02,2520,0.018,0.017,0.018,0.017,0.25,0.015,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.865,2.5,0.85,0.87,363,0.865,0.85,0.87,0.81,0.95,0.355,4,f,1.65,-0.22,4.62,6.6,13.1,5.0,6.13
News Corp b voting,NWS,17.83,-13,17.81,17.95,10423,17.90,17.71,18.10,17.57,18.41,8.93,5.14,,14.51,-0.04,0.29,74.58,23.9,-8.0,-0.45
  a nonvote,NWSLV,15.23,-27,14.90,15.63,1504,15.32,15.20,15.60,14.96,15.65,7.86,13.73,,-,-,0.90,-,-,-25.0,-1.61
Oohmedia Grp Ltd,OOH,0.095,-,0.10,0.11,-,-,-,0.095,0.095,0.12,0.06,-,,-,-0.10,-,1.17,8.1,-,-
Pac Star Net,PNW,0.05,-,0.041,0.05,-,-,-,0.05,0.05,0.05,0.023,-,,-,0.01,-,0.06,83.3,-,-
Palamedia Ltd,PMX,0.006,-,0.004,0.009,-,-,-,0.006,0.006,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.595,1.5,1.57,1.595,1772,1.605,1.57,1.605,1.445,2.182,0.80,12.5,f,1.69,-0.03,7.84,21.08,7.6,15.5,10.76
Prime Media Grp,PRT,0.78,-,0.74,0.79,3000,-,-,0.78,0.77,1.05,0.441,3,f,-,-0.22,3.85,-24.5,-,1.0,1.3
Q Ltd,QXQ,0.11,-,0.10,0.11,430,0.11,0.11,0.11,0.097,0.236,0.056,-,,-,-0.23,-,4.1,2.7,1.3,13.4
REA Grp,REA,9.70,-15,9.60,9.70,326,9.85,9.57,9.92,9.56,9.92,3.38,10,f,0.07,0.30,1.03,0.74,1310.8,5.0,0.52
Seven Network   ,SEV,6.75,3,6.67,6.90,1637,6.81,6.68,7.09,6.68,7.09,5.03,34,f,0.19,7.27,5.04,6.38,105.8,-16.0,-2.32
Sky Net fpo nz,SKT,4.07,-,4.07,4.31,-,-,-,4.07,3.85,4.07,2.96,11.48,,1.59,0.50,2.82,18.27,22.3,22.0,5.71
Sth Cross Media stpld,SXL,1.95,-8,1.935,1.95,1758,2.03,1.95,2.05,1.93,2.16,0.413,6.7,,-,-2.66,3.44,-40.3,-,2.0,1.04
STW Comms,SGN,0.79,-,0.79,0.80,4349,0.80,0.765,0.80,0.75,0.95,0.284,4.7,f,1.73,-0.15,5.95,8.15,9.7,4.0,5.33
Ten Network Hldgs,TEN,1.67,3,1.66,1.675,20923,1.67,1.63,1.68,1.57,1.68,0.615,2,,-,-0.35,1.20,-9.62,-,4.0,2.45
TPL Corp Ltd,TPL,0.028,0.3,0.027,0.028,25703,0.028,0.026,0.028,0.025,0.028,0.002,-,,-,-,-,-0.06,-,0.1,3.7
Two Way Ltd,TTV,0.061,-,0.061,0.063,600,0.061,0.061,0.061,0.06,0.078,0.015,-,,-,0.02,-,-3.1,-,0.4,7.02
Village Roadshow,VRL,2.00,-,1.98,2.10,376,2.04,2.00,2.04,1.85,2.04,0.77,9.75,f,-,-1.18,4.88,-2.17,-,15.0,8.11
  'a' pref,VRLPA,1.925,2.5,1.91,1.90,3038,1.93,1.905,1.93,1.85,1.93,0.49,12.75,,-,-,6.62,-,-,6.5,3.49
WAG Ltd,WAG,0.008,0.1,0.007,0.009,150,0.008,0.008,0.008,0.007,0.011,0.002,-,,-,-,-,-0.12,-,-,-
West Aust News,WAN,8.08,-1,8.08,8.10,1448,8.10,8.05,8.15,8.02,8.48,3.62,33,f,1.28,-,4.08,42.1,19.2,1.0,0.12
World Wide Ent Grp,WWG,0.11,-,0.09,0.16,-,-,-,0.15,0.11,0.25,0.09,-,,-,0.31,-,2,5.5,-4.0,-26.67
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.45,-,3.45,3.70,-,-,-,3.50,3.45,3.53,1.65,16,f,1.74,2.37,4.64,27.9,12.4,-5.0,-1.43
Adultshop Com,ASC,0.011,-,0.011,0.012,-,-,-,0.011,0.011,0.012,0.003,-,,-,0.04,-,-0.28,-,0.1,10
  opt dec11,ASCO,0.003,-,0.002,0.004,-,-,-,0.003,0.003,0.004,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.06,-,0.06,0.064,-,-,-,0.06,0.053,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.7,13.21
AP Eagers Ltd,APE,12.00,-,12.00,12.69,20,12.00,12.00,12.00,12.00,13.00,4.45,44,f,0.82,8.41,3.67,36.1,33.2,-,-
ARB Corp,ARP,5.21,-4,5.20,5.28,1698,5.25,5.21,5.30,5.14,5.30,2.368,16.5,f,2.05,1.22,3.17,33.86,15.4,8.0,1.56
Automotive Hldgs,AHE,2.40,1,2.37,2.40,2064,2.40,2.38,2.49,2.26,2.60,0.495,14,f,0.89,0.69,5.83,12.4,19.4,1.0,0.42
Beyond Sportswear,BSI,0.02,-,0.018,0.024,-,-,-,0.02,0.017,0.045,0.007,-,,-,-0.01,-,-0.23,-,-0.4,-16.67
Breville Grp Ltd,BRG,1.70,2,1.70,1.745,48,1.71,1.70,1.715,1.65,2.45,0.465,5.5,,1.65,0.49,3.24,9.08,18.7,2.0,1.19
Cash Convert ord/div   ,CCV,0.695,0.5,0.69,0.695,2626,0.70,0.69,0.70,0.655,0.70,0.29,3,f,2.26,0.09,4.32,6.77,10.3,3.5,5.3
Cheviot Bridge,CVB,0.045,-,-,0.05,-,-,-,0.045,0.044,0.07,0.01,-,,-,-,-,0.97,4.6,-,-
Clive Peeters,CPR,0.46,1,0.46,0.465,1115,0.46,0.45,0.46,0.425,0.74,0.075,-,,-,0.27,-,-7.1,-,1.5,3.37
Country Road Ltd,CTY,3.24,-,3.75,-,-,-,-,3.24,3.24,3.41,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
David Jones Ltd,DJS,5.17,4,5.16,5.18,12693,5.21,5.15,5.48,5.03,5.96,2.02,28,f,1.13,1.16,5.42,31.5,16.4,-23.0,-4.26
Fantastic Hldgs,FAN,4.04,4,4.01,4.15,127,4.07,4.02,4.18,4.00,4.29,1.65,9.5,f,2.04,0.72,2.35,19.37,20.9,-14.0,-3.35
Harvey Norman,HVN,3.88,-7,3.88,3.89,44123,4.02,3.86,4.19,3.77,4.85,1.805,11,f,1.83,2.01,2.84,20.18,19.2,-34.0,-8.06
Hire Intelligence,HII,0.15,-,0.145,0.15,62,0.15,0.15,0.155,0.15,0.20,0.14,1,f,1.25,0.12,6.67,1.25,12.0,-,-
JB Hi-Fi Ltd,JBH,21.68,33,21.65,21.72,3374,21.76,21.45,22.76,20.86,23.71,8.48,44,f,2.01,1.21,2.03,88.26,24.6,-92.0,-4.07
Joyce Corp,JYC,0.47,-5.5,0.51,0.65,30,0.47,0.47,0.525,0.47,0.60,0.37,3.5,,-,0.69,7.45,-6.54,-,-5.5,-10.48
Manaccom Corp Ltd,MNL,0.465,-2.5,0.455,0.495,746,0.48,0.465,0.495,0.45,0.55,0.20,1.5,f,4.60,0.03,3.23,6.9,6.7,-3.5,-7
Myer Hldgs Ltd,MYR,3.60,-2,3.59,3.61,29835,3.64,3.60,3.70,3.59,3.98,3.59,-,,-,-,-,-,-,-4.0,-1.1
Nick Scali Ltd,NCK,1.35,-,1.355,1.38,-,-,-,1.39,1.35,1.39,0.38,6,f,0.98,0.20,4.44,5.9,22.9,1.0,0.75
Noni B Ltd,NBL,1.20,-,1.20,1.225,50,1.20,1.20,1.30,1.20,1.38,0.70,2,,3.55,0.32,1.67,7.1,16.9,-10.0,-7.69
Orotongrp Ltd,ORL,6.11,1,6.12,6.20,71,6.15,6.10,6.31,5.97,6.50,1.984,38,f,1.26,0.63,6.22,47.7,12.8,-15.0,-2.4
Pac Brands,PBG,1.195,1,1.185,1.20,47097,1.21,1.18,1.21,1.13,1.52,0.127,-,,-,-0.06,-,-39.9,-,6.5,5.75
Premier Invest,PMV,8.20,-10,8.16,8.25,750,8.39,8.12,8.53,8.12,9.15,3.268,35,f,1.78,2.07,4.27,62.44,13.1,-10.0,-1.2
Quickflix Ltd,QFX,0.069,-,0.06,0.069,-,-,-,0.069,0.061,0.08,0.01,-,,-,-,-,-1.86,-,0.8,13.11
RCG Corp Ltd,RCG,0.59,-5,0.575,0.59,483,0.64,0.59,0.64,0.56,0.64,0.213,1.5,f,1.77,0.11,2.54,2.66,22.2,4.0,7.27
Ruralco Hldgs,RHL,2.26,-6,2.23,2.26,60,2.30,2.26,2.35,2.26,3.09,1.72,12,f,1.33,1.76,5.31,15.97,14.2,-,-
Specialty Fashion,SFH,1.57,-5.5,1.57,1.575,4819,1.645,1.57,1.65,1.325,1.65,0.175,-,,-,0.10,-,11.8,13.3,24.0,18.05
Super Cheap Auto ,SUL,5.48,2,5.46,5.48,709,5.51,5.46,5.54,5.31,5.95,2.04,18,f,1.68,0.69,3.28,30.2,18.1,8.0,1.48
The Reject Shop,TRS,13.51,-,13.50,13.55,534,13.64,13.51,14.49,13.50,14.49,9.50,55,f,1.34,1.53,4.07,73.6,18.4,-59.0,-4.18
Thorn Grp Ltd,TGA,1.25,0.5,1.25,1.26,4013,1.28,1.25,1.28,1.18,1.28,0.385,5.47,f,2.46,0.47,4.38,13.43,9.3,7.5,6.38
TVN Corp Ltd,TVN,0.013,-,0.008,0.013,1300,0.013,0.013,0.013,0.01,0.013,0.002,-,,-,-,-,-0.19,-,0.3,30
Vita Grp Ltd,VTG,0.29,-1,0.29,0.30,345,0.29,0.29,0.30,0.25,0.345,0.058,-,,-,-0.10,-,3.84,7.6,0.5,1.75
Warehouse Grp,WHS,3.35,-,3.21,3.30,-,-,-,3.35,3.35,3.694,2.443,17.34,,1.14,0.77,5.18,19.72,17.0,-,-
