FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4872.9 at 2010-11-05T16:41:17. Report at Friday, November 5, 2010. Processed Saturday at 2010-11-06T01:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.026,-.1,.025,.026,15222,.026,.024,.029,.024,.033,.014,-,,-,-,-,-.16,-,+.1,+4.00,,
Advanced Engine,ACE,.036,-.8,.036,.04,700,.036,.036,.044,.036,.07,.031,-,,-,-.03,-,-2.30,-,-.9,-20.00,,
Auto Tech,ATJ,.036,-,.033,.036,-,-,-,.036,.028,.061,.024,-,,-,.01,-,-2.46,-,+.8,+28.57,,
  opt jun11,ATJO,.001,-,.001,.002,-,-,-,.001,.001,.011,.001,-,,-,-,-,-,-,-,Stdy,,
Berklee,BER,.495,-,.405,.47,-,-,-,.475,.475,.719,.35,2.00,f,2.35,1.19,4.04,4.70,10.5,+2,+4.21,,
Datadot Tech,DDT,.054,+.2,.052,.055,2400,.054,.054,.054,.05,.082,.025,-,,-,.01,-,.27,20.0,-.1,-1.82,,
Fleetwood Corp,FWD,13.00,+33,12.71,13.00,1441,13.08,12.71,13.08,12.10,13.08,7.34,68.00,f,1.07,2.86,5.23,72.60,17.9,+79,+6.47,,
Orbital Corp def,OECDA,.295,-1.5,.26,.28,194,.295,.25,.31,.25,.31,.25,-,,-,.04,-,.94,31.4,-,Stdy,,
Schaffer Corp,SFC,4.60,-,4.61,4.69,-,-,-,4.70,4.60,6.73,4.32,40.00,f,.80,3.50,8.70,31.90,14.4,-,Stdy,,
Supply Net,SNL,.41,-,.41,.43,-,-,-,.43,.41,.51,.24,3.00,f,1.98,.42,7.32,5.93,6.9,-2,-4.65,,
Consumer Durables & Apparel,,
Arafura Pearls,APB,.015,-,.015,.016,1467,.015,.015,.015,.014,.041,.008,-,,-,.05,-,-6.00,-,+.1,+7.14,,
Atlas Southsea Pearl,ATP,.11,+.5,.11,.115,348,.11,.11,.115,.105,.145,.08,-,,-,.16,-,-5.06,-,-,Stdy,,
Billabong Intl,BBG,8.75,+26,8.72,8.78,16183,8.80,8.57,8.80,7.90,12.32,7.31,36.00,p,1.62,.40,4.11,58.30,15.0,+62,+7.63,,
BKM Management,BKM,.006,-,.005,.006,-,-,-,.006,.005,.013,.004,-,,-,-,-,-.10,-,-,Stdy,,
Energio Ltd,EIO,.015,-.1,.014,.015,93508,.016,.015,.017,.014,.017,.006,-,,-,-,-,.02,75.0,-,Stdy,,
  opt mar13,EIOO,-,-,-,-,-,-,-,.001,.001,.001,.001,-,,-,-,-,-,-,-,Stdy,,
Fisher & Paykel App,FPA,.485,+.5,.48,.485,636,.485,.48,.485,.46,.55,.395,-,,-,-,-,-10.54,-,+2,+4.30,,
Funtastic,FUN,.19,-,.19,.195,146,.19,.19,.195,.19,.28,.16,-,,-,.01,-,-25.00,-,-,Stdy,,
Gale Pacific,GAP,.22,-,.22,.235,-,-,-,.235,.22,.26,.125,2.00,f,1.08,.26,9.09,2.15,10.2,-,Stdy,,
Gazal Corp,GZL,2.00,-6,2.01,2.20,553,2.06,1.96,2.06,1.96,2.07,1.20,11.00,f,1.46,.79,5.50,16.10,12.4,-6,-2.91,,
GLG Corp,GLE,.32,-,.32,.365,-,-,-,.32,.32,.40,.24,-,,-,.56,-,12.73,2.5,-,Stdy,,
Globe Intl,GLB,.57,-,.56,.595,10,.57,.57,.60,.55,.76,.40,5.00,f,.63,.74,8.77,3.17,18.0,-1,-1.72,,
GUD Hldgs,GUD,10.50,-,10.43,10.50,1868,10.74,10.44,10.74,10.43,10.74,7.79,62.00,f,1.23,1.92,5.90,76.50,13.7,+6,+.57,,
Headline Grp,HLD,.375,-,.355,.375,13,.375,.375,.375,.36,.46,.135,-,,-,.05,-,-2.66,-,-,Stdy,,
Island Sky Aust,ISK,.012,-.1,.012,.018,4500,.012,.012,.016,.012,.172,.012,-,,-,.02,-,-3.72,-,-.4,-25.00,,
  opt nov11,ISKO,.025,-,-,.013,-,-,-,.025,.025,.025,.025,-,,-,-,-,-,-,-,Stdy,,
Kresta Hldgs,KRS,.315,-,.315,.32,795,.32,.315,.34,.315,.46,.19,3.50,f,1.35,.17,11.11,4.72,6.7,-2.5,-7.35,,
McPherson's,MCP,3.06,+1,3.05,3.10,59,3.09,3.05,3.16,3.05,3.48,2.35,20.00,f,1.82,.12,6.54,36.40,8.4,-7,-2.24,,
