FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4924.9 at 2011-02-25T16:36:42. Report at Friday, February 25, 2011. Processed Saturday at 2011-02-26T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.028,-,.027,.028,1786,.028,.028,.029,.028,.038,.014,-,,-,.01,-,-.03,-,-,Stdy,,
Advanced Engine,ACE,.016,-,.018,.02,-,-,-,.02,.016,.054,.016,-,,-,-.03,-,-2.30,-,-.4,-20.00,,
Auto Technology,ATJ,.045,-,.04,.045,-,-,-,.05,.048,.061,.024,-,,-,.01,-,-2.46,-,-.2,-4.26,,
  opt jun11,ATJO,.002,-,.001,.002,-,-,-,.002,.002,.011,.001,-,,-,-,-,-,-,-,Stdy,,
  opt jun12,ATJOA,.01,-,.005,.01,-,-,-,.01,.01,.01,.003,-,,-,-,-,-,-,-,Stdy,,
Berklee,BER,.55,-,.50,.56,-,-,-,.55,.55,.60,.405,2.00,f,2.35,1.19,3.64,4.70,11.7,-,Stdy,,
DataDot Tech,DDT,.044,-.1,.044,.045,100,.044,.044,.046,.044,.06,.025,-,,-,.01,-,.23,19.1,-.1,-2.22,,
Fleetwood Corp,FWD,13.30,+9,13.29,13.30,1932,13.49,13.23,14.00,13.20,14.25,7.77,70.00,f,1.04,2.86,5.26,72.60,18.3,-69,-4.93,,
Orbital Corp,OEC,.32,-,.32,.355,2,.32,.32,.36,.32,.46,.18,-,,-,.04,-,.94,34.0,-2,-5.88,,
Schaffer Corp,SFC,3.93,-7,3.92,4.00,21,3.96,3.93,4.19,3.93,6.60,3.70,30.00,f,1.06,3.50,7.63,31.90,12.3,-17,-4.15,,
Supply Net,SNL,.515,-,.49,.515,-,-,-,.53,.51,.53,.22,4.00,f,1.48,.42,7.77,5.93,8.7,+1.5,+3.00,,
Consumer Durables & Apparel,,
Arafura Pearls,APB,.016,-.1,.016,.019,1000,.016,.016,.02,.016,.024,.008,-,,-,.05,-,-6.00,-,-.4,-20.00,,
  opt may12,APBO,.001,-,.001,.003,-,-,-,.001,.001,.001,.001,-,,-,-,-,-,-,-,Stdy,,
Atlas Southsea Pearl,ATP,.11,-,.11,.115,657,.11,.11,.11,.11,.13,.08,-,,-,.16,-,-5.06,-,-,Stdy,,
Billabong Int'l,BBG,8.50,+10,8.44,8.50,16239,8.52,8.35,8.65,8.35,12.32,7.31,34.00,p,1.56,-.44,4.00,53.20,16.0,-1,-.12,,
