Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4480.9 at 16:36 13/8/2010  Report at 19:06 Friday 13/8/2010. Processed 20:58 Friday 13/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobiles & Components,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.021,-,0.021,0.022,-,-,-,0.021,0.02,0.038,0.016,-,,-,-,-,-0.32,-,0.1,5,
Advanced Engine,ACE,0.038,-,0.037,0.045,-,-,-,0.044,0.038,0.093,0.031,-,,-,-0.05,-,-2.58,-,-0.6,-13.64,
Auto Tech Ltd,ATJ,0.047,0.2,0.044,0.05,1000,0.047,0.045,0.048,0.045,0.07,0.04,-,,-,0.02,-,-4.29,-,-0.3,-6,
  opt jun11,ATJO,0.003,-,0.003,0.01,-,-,-,0.003,0.003,0.011,0.003,-,,-,-,-,-,-,-,-,
Berklee Ltd,BER,0.52,-,0.47,0.60,-,-,-,0.54,0.50,0.737,0.35,-,,-,1.23,-,19.64,2.6,2.0,4,
Datadot Tech,DDT,0.033,-,0.033,0.034,1000,0.033,0.033,0.036,0.032,0.105,0.017,-,,-,0.01,-,-0.86,-,-,-,
Fleetwood Corp,FWD,9.89,31,9.67,9.91,2104,9.91,9.50,10.04,9.50,10.13,6.42,66,f,0.98,2.12,6.67,64.7,15.3,-10.0,-1,
Orbital Corp Ltd,OEC,0.03,-,0.03,0.033,10,0.03,0.03,0.033,0.029,0.07,0.025,-,,-,0.02,-,-0.51,-,-0.3,-9.09,
Schaffer Corp Ltd,SFC,5.11,-,4.96,5.11,-,-,-,5.40,5.11,6.73,4.50,40,f,1.89,3.62,7.83,75.7,6.8,-29.0,-5.37,
Supply Net,SNL,0.40,-,0.395,0.40,27,0.40,0.40,0.40,0.385,0.51,0.24,3,f,1.91,0.40,7.50,5.74,7.0,1.5,3.9,
INDUSTRY GROUP: Consumer Durables & Apparel,,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.018,0.3,0.014,0.018,5,0.018,0.018,0.018,0.014,0.047,0.008,-,,-,0.12,-,-7.66,-,0.4,28.57,
Atlantic Ltd,ATI,0.04,-,0.041,0.04,-,-,-,0.04,0.037,0.07,0.016,-,,-,0.01,-,-0.12,-,-,-,
  opt dec11,ATIO,0.032,-,0.023,0.033,-,-,-,0.032,0.032,0.058,0.008,-,,-,-,-,-,-,-,-,
Atlas Southsea Pearl,ATP,0.098,-,0.096,0.10,-,-,-,0.105,0.098,0.145,0.08,-,,-,0.13,-,-6.75,-,-0.7,-6.67,
Billabong Intl,BBG,8.62,1,8.56,8.80,10742,8.80,8.57,9.16,8.57,12.32,8.28,36,p,1.59,0.84,4.18,57.2,15.1,-46.0,-5.07,
BKM Management,BKM,0.008,-,0.008,0.009,-,-,-,0.008,0.008,0.013,0.003,-,,-,-,-,-0.2,-,0.3,60,
Energio Ltd,EIO,0.007,-,0.007,0.008,-,-,-,0.007,0.006,0.01,0.006,-,,-,-0.02,-,-1.4,-,-0.1,-12.5,
  opt mar13,EIOO,-,-,0.001,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Fisher & Paykel App,FPA,0.40,0.5,0.395,0.41,325,0.40,0.395,0.41,0.395,0.695,0.395,-,,-,-,-,-10.54,-,-2.0,-4.76,
Funtastic Ltd,FUN,0.22,-,0.22,0.225,404,0.22,0.22,0.22,0.21,0.30,0.15,-,,-,0.01,-,-25,-,-,-,
Gale Pacific Ltd,GAP,0.19,2,0.19,0.20,254,0.19,0.19,0.19,0.17,0.205,0.054,-,,-,0.24,-,3.11,6.1,1.5,8.57,
Gazal Corp,GZL,1.50,8,1.42,1.70,4,1.50,1.50,1.555,1.42,1.62,1.10,8,f,1.29,0.69,5.33,10.3,14.6,4.0,2.74,
GLG Corp Ltd,GLE,0.28,-,0.28,0.345,-,-,-,0.34,0.28,0.40,0.26,-,,-,0.49,-,7.78,3.6,-6.0,-17.65,
Globe Intl,GLB,0.60,-,0.60,0.70,-,-,-,0.68,0.60,0.68,0.20,-,,-,0.70,-,3.12,19.2,-2.0,-3.23,
GUD Hldgs,GUD,9.48,8,9.37,9.50,2367,9.48,9.30,9.73,9.30,10.62,7.79,62,f,1.23,1.92,6.54,76.5,12.4,-19.0,-1.96,
Headline Grp Ltd,HLD,0.395,2.5,0.37,0.395,1164,0.395,0.385,0.395,0.37,0.40,0.11,-,,-,0.08,-,-1.79,-,-,-,
Island Sky Aust,ISK,0.022,-,0.019,0.03,-,-,-,0.025,0.022,0.23,0.022,-,,-,0.03,-,-2.07,-,-0.3,-12,
  opt nov11,ISKO,0.025,-,0.003,0.025,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kresta Hldgs,KRS,0.36,-,0.36,0.37,1000,0.36,0.36,0.37,0.36,0.46,0.18,3,f,1.52,0.18,8.33,4.57,7.9,-0.5,-1.37,
McPherson's Ltd,MCP,2.80,-,2.80,2.82,81,2.82,2.80,2.82,2.71,3.48,2.09,10,f,2.96,0.02,3.57,29.6,9.5,5.0,1.82,
Merchant House,MHI,0.18,1,0.165,0.18,43,0.18,0.18,0.18,0.17,0.18,0.12,1.5,,2.84,0.25,8.33,4.26,4.2,0.5,2.86,
Mesbon China Nylon,MES,0.125,-,0.125,0.135,-,-,-,0.135,0.12,0.14,0.085,0.5,,4.08,0.32,4.00,2.04,6.1,1.0,8.7,
Photo-Me Aust,PTO,0.003,-,0.003,0.005,-,-,-,0.003,0.003,0.009,0.002,-,,-,0.01,-,-2.08,-,-,-,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.09,-,0.09,0.096,1972,0.091,0.09,0.095,0.076,0.34,0.063,-,,-,0.03,-,2.41,3.7,1.6,21.62,
Shenhua Ltd,SHU,0.49,-,0.45,0.49,-,-,-,0.49,0.49,0.55,0.45,-,,-,-,-,5.2,9.4,-,-,
Tamawood Ltd,TWD,2.40,1,2.40,2.43,20,2.40,2.40,2.44,2.39,2.76,1.979,21,f,1.32,0.91,8.75,27.66,8.7,-2.0,-0.83,
Thomas Bryson Int,TBI,0.35,-,-,0.30,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.335,-,-,0.34,-,-,-,0.335,0.335,0.35,0.23,-,,-,0.11,-,2.3,14.6,-,-,
TWT Grp Ltd,TWT,0.051,-,0.046,0.14,-,-,-,0.052,0.051,0.175,0.05,-,,-,0.31,-,-5.24,-,-0.1,-1.92,
Undercoverwear,UCW,0.215,1.5,0.21,0.22,50,0.215,0.215,0.215,0.20,0.35,0.185,2.25,f,-,0.09,10.47,-5.65,-,1.5,7.5,
Vmoto Ltd,VMT,0.12,-,0.115,0.12,750,0.12,0.12,0.13,0.12,0.215,0.079,-,,-,0.02,-,-1.07,-,-0.5,-4,
Waterco Ltd,WAT,1.05,-,0.955,1.10,-,-,-,1.06,1.05,1.06,0.75,6,f,1.72,1.26,5.71,10.3,10.2,-,-,
INDUSTRY GROUP: Consumer Services,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.11,-,0.10,0.11,287,0.11,0.11,0.11,0.086,0.22,0.08,-,,-,0.01,-,-4.95,-,2.5,29.41,
Aircruising Aust,AIG,0.065,-,0.055,0.08,-,-,-,0.11,0.065,0.11,0.065,-,,-,-0.11,-,-8.38,-,-4.5,-40.91,
Allied Brands Ltd,ABQ,0.037,-,0.037,0.04,-,-,-,0.046,0.037,0.21,0.024,0.5,,4.60,0.06,13.51,2.3,1.6,-0.9,-19.57,
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,3.45,3,3.43,3.47,26941,3.51,3.41,3.72,3.39,5.75,3.34,4.5,,-,0.07,1.30,-31.3,-,-18.0,-4.96,
Artist & Entertain,AEM,0.008,-,0.009,0.011,-,-,-,0.008,0.008,0.025,0.007,-,,-,-,-,-1.54,-,-0.1,-11.11,
Centrebet Internat,CIL,1.31,-1.5,1.32,1.39,100,1.32,1.31,1.375,1.31,1.89,1.04,10.5,,1.02,0.11,8.02,10.7,12.2,-8.0,-5.76,
Crown Ltd,CWN,8.32,5,8.27,8.33,19713,8.32,8.20,8.32,7.96,9.39,6.98,37,p,-,3.24,4.45,-92.35,-,17.0,2.09,
Domino Pizza Enterpr,DMP,5.48,4,5.48,5.50,60,5.48,5.44,5.48,5.40,5.80,3.80,14,f,1.86,0.69,2.55,26,21.1,6.0,1.11,
eBet Ltd,EBT,0.095,0.5,0.09,0.095,1000,0.095,0.094,0.095,0.09,0.105,0.065,-,,-,-0.01,-,0.52,18.3,0.4,4.4,
Eumundi Grp Ltd,EBG,0.044,-,0.044,0.055,-,-,-,0.044,0.044,0.08,0.03,-,,-,0.19,-,-6,-,-,-,
Flight Centre,FLT,18.35,35,18.20,18.45,3104,18.44,17.76,19.42,17.64,21.43,12.40,26,f,2.44,2.56,1.42,63.4,28.9,-105.0,-5.41,
G8 Education Ltd,GEM,0.63,-,0.62,0.64,300,0.63,0.63,0.63,0.60,0.685,0.075,-,,-,-0.27,-,-0.35,-,3.0,5,
Garratt's Ltd,GRT,0.365,-,0.365,0.50,-,-,-,0.365,0.365,0.56,0.305,3,,1.43,0.14,8.22,4.28,8.5,-,-,
Integrated Legal,IAW,0.105,-,0.11,0.14,-,-,-,0.105,0.095,0.17,0.091,0.25,f,2.16,0.06,2.38,0.54,19.4,0.9,9.37,
Invocare Ltd,IVC,6.26,7,6.09,6.38,2110,6.26,6.09,6.39,6.09,6.50,5.33,25.25,f,1.30,0.48,4.03,32.9,19.0,-12.0,-1.88,
Jetset Travelworld,JET,0.80,-,0.75,0.80,13,0.80,0.80,0.80,0.78,1.70,0.76,1.6,,2.49,0.13,2.00,3.98,20.1,-3.0,-3.61,
Kip McGrath Edu Cntr,KME,0.30,-,0.26,0.30,-,-,-,0.30,0.27,0.45,0.145,2,,8.59,-0.10,6.67,17.19,1.7,3.0,11.11,
Macro Corp Ltd,MAC,0.031,-,0.003,0.031,-,-,-,0.031,0.031,0.032,0.024,-,,-,0.08,-,-0.43,-,-,-,
National Leisure,NLG,0.006,-,0.006,0.007,-,-,-,0.007,0.006,0.044,0.006,-,,-,-0.32,-,0.34,1.8,-0.1,-14.29,
Navitas Ltd,NVT,4.41,6,4.36,4.42,3397,4.44,4.36,4.75,4.30,5.56,3.10,18.8,f,1.00,-0.23,4.26,18.8,23.5,-37.0,-7.74,
Newhaven Hotels,NHH,1.89,-1,1.89,2.50,40,1.89,1.89,1.96,1.89,1.96,1.75,6,f,0.96,1.09,3.17,5.74,32.9,-7.0,-3.57,
Ocean Capital,OCE,0.24,-1,0.10,0.24,50,0.25,0.24,0.25,0.24,0.40,0.24,1.5,,0.93,0.41,6.25,1.39,17.3,-1.0,-4,
Odyssey Gaming,ODG,0.03,-,0.02,0.06,-,-,-,0.04,0.03,0.07,0.025,-,,-,0.06,-,0.5,6.0,-1.0,-25,
Planet Platinum,PPN,0.20,-,0.20,0.40,-,-,-,0.20,0.20,0.30,0.16,2.06,,2.17,0.21,10.30,4.46,4.5,-,-,
Qld Trustees Invest,QTI,0.39,-,0.36,0.39,210,0.39,0.39,0.39,0.33,0.50,0.33,-,,-,0.78,-,1.02,38.2,6.0,18.18,
Reef Casino Tr unt,RCT,1.85,-6,1.85,1.91,205,1.87,1.85,1.92,1.85,2.15,1.70,24,,1.07,2.04,12.97,25.7,7.2,-5.0,-2.63,
Retail Food Grp,RFG,2.45,-,2.45,2.57,52,2.45,2.44,2.60,2.25,3.10,2.11,10,f,2.54,-0.70,4.08,25.4,9.6,-11.0,-4.3,
