FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4420.0 at 2012-03-30T17:00:14. Report at Friday, March 30, 2012. Processed Saturday at 2012-03-31T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.023,-,.02,.023,3834,.023,.022,.024,.019,.03,.016,-,,-,.01,-,-.02,-,+.5,+27.78,,
Autodom,AIE,.02,-,-,-,-,-,-,.025,.02,.052,.011,-,,-,.03,-,-5.35,-,-.5,-20.00,,
Berklee,BER,.43,-,-,-,-,-,-,.43,.43,.60,.40,2.00,,-,1.07,4.65,-32.60,-,-,Stdy,,
DataDot Tech,DDT,.024,-.2,.024,.025,2940,.025,.024,.026,.023,.047,.023,-,,-,.01,-,-.49,-,+.1,+4.35,,
Fleetwood Corp,FWD,12.25,-,12.25,12.38,1057,12.32,12.17,12.34,11.91,13.38,9.53,74.00,f,1.25,2.52,6.04,92.80,13.2,+35,+2.94,,
Orbital Corp,OEC,.305,-,-,-,-,-,-,.305,.305,.40,.24,-,,-,.38,-,3.80,8.0,-,Stdy,,
Schaffer Corp,SFC,3.55,+5,3.55,3.67,67,3.55,3.55,3.55,3.40,4.01,3.10,20.00,f,2.61,3.72,5.63,52.20,6.8,+15,+4.41,,
Sprintex,SIX,.021,-,-,-,-,-,-,.022,.02,.04,.018,-,,-,.01,-,-1.43,-,-.1,-4.55,,
  opt jun12,SIXOA,.01,-,-,-,-,-,-,.01,.01,.01,.01,-,,-,-,-,-,-,-,Stdy,,
Supply Net,SNL,.90,-,-,-,-,-,-,.90,.83,.90,.46,6.00,f,1.57,.44,6.67,9.41,9.6,+7,+8.43,,
VMoto,VMT,.012,-,.012,.013,150,.012,.012,.014,.012,.04,.011,-,,-,.01,-,-1.30,-,-.1,-7.69,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.058,+.4,.054,.058,1000,.058,.058,.059,.051,.127,.050,-,,-,.14,-,.39,14.9,+.8,+16.00,,
Audio Pixels,AKP,6.00,+20,5.85,6.48,85,6.00,5.80,6.00,5.80,9.65,4.90,-,,-,.16,-,-12.77,-,+20,+3.45,,
Billabong Int'l,BBG,2.78,+5,2.77,2.80,18240,2.80,2.74,2.89,2.70,7.60,1.70,16.00,,1.94,-.46,5.76,31.00,9.0,+5,+1.83,,
BKM Management,BKM,.006,-,-,-,-,-,-,.006,.004,.011,.002,-,,-,-,-,-.12,-,+.2,+50.00,,
Energio,EIO,.19,+.5,.175,.19,2647,.19,.18,.19,.17,.25,.015,-,,-,.02,-,-2.92,-,+1.5,+8.57,,
