FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5254.3 at 2014-01-24T16:41:36. Report at Friday, January 24, 2014. Processed Tuesday at 2014-01-28T09:53:31+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.015,-,.015,.016,-,-,-,.016,.015,.024,.013,-,,-,-,-,-.08,-,-.1,-6.25,,
ARB Corp,ARP,11.45,-1,11.45,11.46,1068,11.51,11.36,11.81,11.23,13.88,10.91,28.00,f,2.09,2.27,2.45,58.44,19.6,+9,+.79,,
Basper,BER,.50,-,-,-,-,-,-,.50,.50,.51,.29,5.00,,-,.61,10.00,-29.50,-,-,Stdy,,
DataDot Tech,DDT,.032,-.1,.032,.034,12078,.033,.031,.036,.031,.05,.014,-,,-,.01,-,-.03,-,-.2,-5.88,,
Orbital Corp,OEC,.18,-,.18,.19,90,.18,.18,.195,.18,.40,.14,-,,-,.39,-,.74,24.3,-1.5,-7.69,,
Schaffer Corp,SFC,5.65,-,5.50,5.65,-,-,-,5.65,5.65,5.70,4.06,23.00,f,2.35,4.23,4.07,54.00,10.5,-,Stdy,,
Sprintex,SIX,.008,-,.007,.018,-,-,-,.008,.008,.02,.007,-,,-,-,-,-.44,-,-,Stdy,,
VMoto,VMT,.052,-.5,.052,.053,182497,.056,.052,.057,.043,.057,.011,-,,-,.01,-,-.17,-,+1.1,+26.83,,
  opt dec14,VMTO,.021,-.3,.02,.021,19602,.025,.021,.025,.015,.025,.002,-,,-,-,-,-,-,+.7,+50.00,,
Consumer Durables & Apparel,,
Aquaint Capital,AQU,.55,-,.38,.55,-,-,-,.58,.50,.70,.46,-,,-,-,-,-,-,-3,-5.17,,
Atlas Pearls&Perfumes,ATP,.059,-.3,.059,.063,2640,.06,.059,.066,.059,.07,.034,-,,-,.10,-,.65,9.1,-,Stdy,,
Audio Pixels,AKP,3.51,-,3.51,3.90,-,-,-,3.75,3.51,5.79,2.19,-,,-,.27,-,-8.39,-,-24,-6.40,,
Billabong Int'l,BBG,.65,+.5,.645,.65,19581,.65,.635,.665,.615,1.005,.122,-,,-,.11,-,-173.80,-,+3,+4.84,,
Fleetwood Corp,FWD,3.22,+12,3.17,3.23,2227,3.28,3.05,3.28,2.96,10.66,2.26,30.00,,.69,2.42,9.32,20.80,15.5,+22,+7.33,,
Gale Pacific,GAP,.285,-,.28,.29,-,-,-,.295,.28,.375,.23,2.65,p,1.16,.21,9.30,3.07,9.3,-.5,-1.72,,
