Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4831.5 at 16:35 12/3/2010  Report at 19:07 Friday 12/3/2010. Processed 19:26 Friday 12/3/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Sundance Energy,SEA,0.155,-,0.15,0.155,4200,0.165,0.155,0.165,0.15,0.20,0.03,-,,-,-,-,-4.9,-,-,-
Sunset Energy Ltd,SEY,0.135,2.5,0.11,0.135,1990,0.135,0.11,0.135,0.11,0.20,0.04,-,,-,-,-,-1.5,-,2.5,22.73
Syngas Ltd,SYS,0.024,-,0.024,0.025,-,-,-,0.026,0.024,0.081,0.021,-,,-,-,-,-0.6,-,-0.1,-4
Tap Oil Ltd,TAP,1.05,8,1.04,1.05,16000,1.05,0.98,1.05,0.94,1.45,0.725,-,,-,0.76,-,4.3,24.4,10.5,11.11
Target Energy,TEX,0.032,-0.3,0.032,0.035,4996,0.033,0.032,0.036,0.032,0.117,0.026,-,,-,-,-,-2.1,-,-0.1,-3.03
  opt oct12,TEXOB,0.01,-0.2,0.009,0.013,614,0.012,0.01,0.012,0.01,0.037,0.005,-,,-,-,-,-,-,-0.2,-16.67
Texon Pet Ltd,TXN,0.27,-,0.255,0.27,679,0.27,0.26,0.285,0.26,0.38,0.165,-,,-,-,-,-6.61,-,-,-
Top End Uranium,TEU,0.11,-,0.11,0.125,-,-,-,0.11,0.10,0.16,0.051,-,,-,-,-,-3.97,-,-1.5,-12
Toro Energy Ltd,TOE,0.13,0.5,0.125,0.13,5734,0.13,0.125,0.135,0.115,0.285,0.094,-,,-,-,-,-5.61,-,1.0,8.33
Transerv Energy,TSV,0.014,-,0.013,0.014,16500,0.014,0.014,0.015,0.013,0.038,0.012,-,,-,-,-,-0.04,-,-0.1,-6.67
Triangle Energy,TEG,0.032,0.1,0.03,0.032,2407,0.032,0.031,0.032,0.029,0.045,0.003,-,,-,-,-,-0.13,-,0.2,6.67
U308 Ltd,UTO,0.12,0.5,0.12,0.13,482,0.12,0.115,0.12,0.105,0.173,0.053,-,,-,-,-,-1.76,-,1.0,9.09
United Orogen,UOG,0.043,-,0.043,0.048,100,0.043,0.043,0.043,0.04,0.05,0.026,-,,-,-,-,-2.57,-,0.3,7.5
  opt aug10,UOGO,0.001,-0.2,0.001,0.006,50,0.001,0.001,0.003,0.001,0.02,0.001,-,,-,-,-,-,-,-0.2,-66.67
United Uranium,UUL,0.19,-0.5,0.185,0.20,300,0.20,0.19,0.21,0.185,0.295,0.056,-,,-,-,-,-0.42,-,-1.5,-7.32
  opt jun12,UULOA,0.04,-,0.03,0.06,-,-,-,0.04,0.04,0.08,0.03,-,,-,-,-,-,-,-,-
Uranex NL,UNX,0.375,0.5,0.365,0.375,1501,0.375,0.37,0.385,0.36,0.58,0.165,-,,-,-,-,-3.25,-,1.0,2.74
Uranium Equities,UEQ,0.14,0.5,0.135,0.14,150,0.14,0.14,0.14,0.13,0.28,0.07,-,,-,-,-,-1.68,-,0.5,3.7
Uranium Explore,UXA,0.06,-0.2,0.059,0.06,2700,0.06,0.06,0.063,0.059,0.20,0.05,-,,-,-,-,-6.37,-,-0.3,-4.76
Uraniumsa Ltd,USA,0.28,-,0.27,0.28,3621,0.28,0.27,0.285,0.26,0.315,0.029,-,,-,-,-,-4.8,-,1.0,3.7
Victoria Pet,VPE,0.29,-,0.285,0.29,3023,0.29,0.285,0.29,0.245,0.495,0.24,-,,-,-,-,-2.48,-,5.0,20.83
Wasabi Energy Ltd,WAS,0.015,-,0.015,0.016,-,-,-,0.016,0.015,0.028,0.007,-,,-,-,-,-0.4,-,-,-
Westralian Gas & Pwr,WGP,0.028,-0.2,0.028,0.029,49331,0.03,0.028,0.043,0.028,0.043,0.02,-,,-,-,-,-2.37,-,-0.8,-22.22
  opt oct11,WGPOA,0.004,-,0.004,0.005,37787,0.004,0.004,0.01,0.004,0.01,0.003,-,,-,-,-,-,-,-0.3,-42.86
Westside Corp,WCL,0.485,-,0.485,0.49,885,0.49,0.48,0.51,0.465,0.705,0.38,-,,-,-,-,-3.4,-,1.0,2.11
Whinnen Res,WWW,0.09,-1,0.09,0.10,142,0.09,0.09,0.10,0.09,0.17,0.027,-,,-,-,-,-3.27,-,-1.0,-10
  opt apr13,WWWO,0.03,-,0.023,0.033,-,-,-,0.03,0.03,0.03,0.015,-,,-,-,-,-,-,-,-
White Canyon Uranium,WCU,0.17,-,0.175,0.185,1293,0.185,0.17,0.195,0.17,0.445,0.145,-,,-,-,-,-0.93,-,-2.0,-10.53
Whitehaven Coal,WHC,4.96,6,4.91,4.97,17941,4.98,4.83,4.98,4.72,5.54,1.415,8.8,f,3.22,2.09,1.77,28.3,17.5,31.0,6.67
WHL Energy Ltd,WHN,0.04,-0.5,0.04,0.042,53755,0.043,0.039,0.046,0.035,0.125,0.016,-,,-,0.03,-,-2.67,-,-,-
Wildhorse Energy,WHE,0.35,1,0.345,0.35,9673,0.35,0.34,0.38,0.34,0.70,0.044,-,,-,-,-,-9.8,-,-3.0,-7.89
Woodside Pet,WPL,45.41,14,45.41,45.49,12771,45.65,45.35,45.97,44.55,53.869,35.602,110,f,2.35,-,2.42,259,17.5,89.0,2
Yellow Rock,YRR,0.049,0.1,0.047,0.05,3289,0.049,0.048,0.049,0.039,0.092,0.035,-,,-,-,-,-11.56,-,0.9,22.5
  opt sep12,YRROA,0.015,0.4,0.012,0.015,3000,0.015,0.014,0.015,0.011,0.025,0.011,-,,-,-,-,-,-,0.4,36.36
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,24.26,20,24.25,24.26,48217,24.28,24.14,24.28,23.63,25.25,13.40,102,f,1.67,10.72,4.20,170.4,14.2,43.0,1.8
Bank of Qld,BOQ,11.32,12,11.28,11.32,4556,11.36,11.21,11.52,11.20,13.49,6.86,52,f,1.46,6.62,4.59,75.9,14.9,-5.0,-0.44
Bendigo & Adelaide,BEN,9.70,-5,9.68,9.73,5769,9.78,9.66,10.06,9.66,10.48,5.901,43,f,0.83,5.16,4.43,35.53,27.3,-20.0,-2.02
C'wlth Bank  of Aust ,CBA,55.88,8,55.75,55.89,17154,56.22,55.69,56.22,54.52,58.65,30.58,235,f,1.41,-,4.21,330.4,16.9,78.0,1.42
Firstfolio Ltd,FFF,0.062,-,0.062,0.063,650,0.062,0.062,0.064,0.06,0.07,0.024,-,,-,-0.05,-,1.13,5.5,-0.1,-1.59
Homeloans Ltd,HOM,0.67,-,0.65,0.75,-,-,-,0.67,0.66,0.84,0.30,9,f,1.02,0.52,13.43,9.16,7.3,-,-
Mortgage Choice,MOC,1.225,-,1.22,1.265,99,1.23,1.225,1.29,1.225,1.40,0.69,11,f,2.16,0.56,8.98,23.8,5.1,-2.5,-2
Mystate Ltd,MYS,3.42,9,3.42,3.44,294,3.44,3.33,3.50,3.16,3.50,2.60,20,f,0.70,2.17,5.85,13.9,24.6,22.0,6.87
National Aust Bank,NAB,26.90,15,26.83,26.92,50355,26.98,26.78,27.11,26.27,32.37,17.76,146,f,1.80,12.66,5.43,262.7,10.2,40.0,1.51
RHG Ltd,RHG,0.605,-,0.60,0.61,6471,0.61,0.605,0.615,0.60,0.75,0.20,-,,-,0.84,-,29.5,2.1,-0.5,-0.82
Rock Bld perm.,ROK,2.70,-,2.70,2.72,5,2.70,2.70,2.73,2.61,3.10,2.13,14.5,f,1.33,1.98,5.37,19.3,14.0,5.0,1.89
Westpac Banking,WBC,26.90,-10,26.85,26.94,47359,27.19,26.80,27.37,26.68,27.57,16.93,116,f,1.08,7.89,4.31,125.3,21.5,15.0,0.56
Wide Bay Aust Ltd,WBB,10.70,-,10.30,10.70,55,10.76,10.70,10.76,10.55,11.25,5.77,62,f,0.98,3.62,5.79,60.89,17.6,10.0,0.94
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.23,2,0.21,0.25,500,0.23,0.23,0.23,0.21,0.37,0.125,1.3,,2.46,0.34,5.65,3.2,7.2,2.0,9.52
Flexigrp Ltd,FXL,1.40,1,1.40,1.42,2450,1.42,1.375,1.44,1.375,1.779,0.362,6,f,3.95,0.23,4.29,23.7,5.9,-1.5,-1.06
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.41,5,1.41,1.415,939,1.41,1.385,1.41,1.355,1.45,1.00,9,f,0.85,1.41,6.38,7.67,18.4,5.5,4.06
Adelaide Managed unt,AYT,1.305,0.5,1.305,1.31,719,1.305,1.30,1.31,1.30,1.575,1.10,13.82,,0.49,1.78,10.59,6.83,19.1,-0.5,-0.38
Advanced Share,ASW,0.40,0.5,0.395,0.40,714,0.40,0.395,0.40,0.395,0.435,0.15,2.75,f,1.15,0.11,6.88,3.16,12.7,1.0,2.56
Alternative Invest unt,AIQ,1.045,-,1.03,1.05,340,1.05,1.04,1.05,1.03,1.45,0.575,47,,-,1.46,44.98,-44.5,-,-,-
Amcil Ltd,AMH,0.68,-0.5,0.68,0.685,1,0.68,0.68,0.69,0.68,0.72,0.45,2,,-,0.74,2.94,-1.14,-,0.5,0.74
AMP Capital China unt,AGF,0.91,0.5,0.905,0.91,1853,0.915,0.905,0.925,0.905,1.265,0.78,8.47,,1.18,1.33,9.31,10.02,9.1,-0.5,-0.55
APN Prop Grp,APD,0.27,-0.5,0.27,0.275,1514,0.275,0.27,0.275,0.27,0.41,0.10,1.25,f,-,0.21,4.63,-17.88,-,-1.0,-3.57
Argo Invest,ARG,6.43,-3,6.43,6.45,1470,6.50,6.43,6.53,6.43,7.05,4.88,25,f,-,6.56,3.89,-11.1,-,-8.0,-1.23
Asian Masters Fund,AUF,1.01,-,1.01,1.025,-,-,-,1.01,1.00,1.06,0.77,-,,-,1.02,-,-1.19,-,1.0,1
Astra Capital Ltd,AKR,0.67,-,0.68,0.69,-,-,-,0.67,0.67,0.90,0.008,-,,-,1.62,-,-1.87,-,-,-
ASX Ltd,ASX,36.06,44,36.03,36.09,8072,36.23,35.84,36.89,35.45,37.90,28.35,163.6,f,1.10,3.19,4.54,180.6,20.0,15.0,0.42
Aurora Global Tr unt,AIB,1.135,-,1.135,1.25,-,-,-,1.135,1.135,7.50,0.977,51.5,,-,1.22,45.37,-5.76,-,-,-
Aurora SAE ord unt,ABW,1.225,-,1.225,1.23,-,-,-,1.225,1.205,7.35,0.867,20.5,,-,1.23,16.73,-30.42,-,2.0,1.66
Aurora Sandringham ,AOD,1.045,1,1.035,1.045,263,1.045,1.045,1.045,1.03,1.125,1.005,4,f,-,1.05,3.83,-4.69,-,1.5,1.46
AUS Gov Index Fund,AQF,1.65,-,1.65,1.70,-,-,-,1.65,1.65,1.70,1.62,-,,-,-,-,-,-,3.0,1.85
Aust Ethical,AEF,26.51,-,26.51,27.00,-,-,-,26.51,26.00,37.00,17.00,182,f,0.76,8.11,6.87,139,19.1,51.0,1.96
Aust Foundation,AFI,5.07,-1,5.07,5.08,2627,5.10,5.03,5.13,5.03,5.41,3.81,21,f,0.43,5.04,4.14,8.93,56.8,-1.0,-0.2
Aust Leaders,ALF,1.205,-,1.195,1.205,100,1.205,1.205,1.21,1.195,1.265,0.55,7,f,7.66,1.51,5.81,53.65,2.2,1.5,1.26
  opt nov10,ALFO,0.047,-,0.041,0.047,3230,0.047,0.044,0.047,0.039,0.10,0.035,-,,-,-,-,-,-,0.8,20.51
Aust United Invest,AUI,7.20,7,7.20,7.30,60,7.20,7.19,7.20,7.00,7.90,4.50,25,f,0.75,7.10,3.47,18.7,38.5,21.0,3
Austock Grp Ltd,ACK,0.28,-,0.29,0.30,-,-,-,0.295,0.27,0.35,0.20,-,,-,0.24,-,-6.58,-,1.0,3.7
BBX Hldgs,BBX,0.01,-,0.005,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-
Belmont Hldgs,BET,1.17,-,1.17,-,-,-,-,1.17,1.17,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-
Bentley Capital,BEL,0.285,-,0.27,0.285,-,-,-,0.285,0.27,0.329,0.194,1,f,10.62,0.45,3.51,10.62,2.7,1.0,3.64
Bisan Ltd,BSN,0.04,-,0.035,0.05,-,-,-,0.04,0.04,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-
BKI Invest Ltd,BKI,1.275,1,1.275,1.28,1002,1.28,1.265,1.295,1.26,1.325,0.857,5.5,f,1.18,1.45,4.31,6.47,19.7,1.0,0.79
Blue Capital Ltd,BIV,0.024,0.1,0.024,0.027,55,0.024,0.024,0.025,0.023,0.031,0.013,-,,-,0.02,-,-1.23,-,0.1,4.35
Cadence Capital,CDM,0.76,-,0.75,0.78,28,0.76,0.76,0.76,0.735,0.88,0.44,4,f,6.58,1.10,5.26,26.3,2.9,2.5,3.4
Carlton Invest,CIN,17.25,14,17.15,17.54,52,17.69,17.25,17.69,16.95,18.95,12.20,67,f,0.94,21.19,3.88,63,27.4,-,-
  7% cum pf,CINPA,2.12,-,2.12,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-
Centrepoint Alliance,CAF,0.13,-0.5,0.13,0.14,10000,0.13,0.13,0.135,0.125,0.22,0.12,-,,-,-,-,-31.06,-,0.5,4
Century Aust,CYA,0.835,1,0.83,0.84,2078,0.835,0.825,0.89,0.82,0.91,0.63,3.5,f,-,1.04,4.19,-7.74,-,-5.0,-5.65
Challenger FSG Ltd,CGF,4.02,-3,4.00,4.04,19569,4.08,4.00,4.12,3.93,4.50,0.98,13.5,,2.61,3.36,3.36,35.2,11.4,-,-
Chapmans Ltd,CHP,0.012,-,0.013,0.018,-,-,-,0.012,0.012,0.022,0.011,-,,-,0.02,-,-0.34,-,-0.3,-20
Charter Pacific,CHF,0.06,0.3,0.057,0.06,1520,0.06,0.057,0.06,0.054,0.076,0.04,-,,-,0.13,-,-3.16,-,0.2,3.45
  opt feb11,CHFO,0.001,-,0.001,0.003,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.055,-,0.055,0.058,-,-,-,0.058,0.055,0.115,0.031,-,,-,0.05,-,-17.6,-,-,-
Choiseul Investments   ,CHO,4.98,-1,4.98,5.00,102,5.00,4.92,5.08,4.92,5.28,3.70,21,f,0.78,5.46,4.22,16.4,30.4,-2.0,-0.4
Clime Capital,CAM,1.02,-,1.01,1.025,573,1.02,1.01,1.06,1.01,1.145,0.575,3,f,16.79,1.44,2.94,50.38,2.0,-3.0,-2.86
Clime Invest,CIW,0.43,-3,0.43,0.48,50,0.43,0.43,0.46,0.43,0.50,0.171,1,f,5.00,0.44,2.33,5,8.6,0.5,1.18
Contango Capital,CCQ,0.785,-,0.785,0.80,240,0.785,0.785,0.80,0.785,1.55,0.65,1,f,6.91,1.67,1.27,6.91,11.4,-,-
Contango Microcap,CTN,0.885,-1.5,0.885,0.90,1711,0.905,0.885,0.905,0.88,1.19,0.555,2,f,21.00,1.55,2.26,42,2.1,-,-
Count Financial,COU,1.35,-0.5,1.35,1.355,1732,1.365,1.35,1.365,1.295,1.60,0.89,7,f,1.52,0.22,5.19,10.64,12.7,2.5,1.89
CS GP100 Aust Tr unt,CSJ,0.955,-,0.965,0.98,-,-,-,0.955,0.955,1.05,0.925,2.62,p,-,0.95,2.74,-3.19,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.92,1250,0.91,0.91,0.91,0.91,0.96,0.87,2.67,,-,0.91,2.93,-5.7,-,-,-
Diversa Ltd,DVA,0.11,-,0.11,0.115,23,0.11,0.11,0.11,0.11,0.19,0.012,-,,-,0.02,-,-6,-,-,-
Diversified United,DUI,3.18,-2,3.18,3.20,138,3.20,3.18,3.20,3.13,3.35,2.05,13,f,0.34,3.36,4.09,4.4,72.3,1.0,0.32
Djerriwarrh Invest,DJW,4.31,-1,4.30,4.36,858,4.36,4.30,4.46,4.30,4.85,3.11,26,f,-,4.06,6.03,-14.11,-,-9.0,-2.05
DKN Financial Grp,DKN,0.76,-,0.76,0.79,90,0.76,0.76,0.765,0.76,0.85,0.37,4,,1.23,0.07,5.26,4.91,15.5,-,-
Emerging Leaders,ELI,0.88,-2,0.87,0.89,200,0.88,0.88,0.90,0.88,0.965,0.505,3.75,f,7.17,1.15,4.26,26.88,3.3,-2.0,-2.22
Energy Ventures,EVE,0.032,0.1,0.032,0.043,1000,0.032,0.032,0.041,0.03,0.095,0.009,-,,-,0.07,-,-1.14,-,-0.9,-21.95
Equities & Freehldgss,EQF,0.195,-,0.215,0.25,-,-,-,0.195,0.195,0.31,0.02,-,,-,0.23,-,24.98,0.8,-,-
Everest Financial,EFG,0.054,0.1,0.054,0.061,1954,0.059,0.054,0.06,0.053,0.085,0.048,-,,-,0.10,-,1.3,4.2,-0.1,-1.82
Excela Ltd,EXA,0.49,-,0.50,0.615,-,-,-,0.49,0.49,0.63,0.47,2,f,-,0.62,4.08,-1.44,-,2.0,4.26
Fat Prophets,FAT,0.88,-,0.885,0.90,-,-,-,0.885,0.88,0.95,0.54,3,f,-,1.20,3.41,-4.28,-,-3.0,-3.3
Fiducian Portfolio,FPS,1.49,-,1.45,1.49,-,-,-,1.50,1.44,1.75,0.94,6.75,f,1.43,0.34,4.53,9.63,15.5,6.0,4.2
FSA Grp Ltd,FSA,0.39,2,0.375,0.39,210,0.39,0.385,0.39,0.365,0.465,0.19,-,,-,0.29,-,7.93,4.9,-,-
Global Masters Fund,GFL,0.83,-2,0.83,0.90,50,0.83,0.83,0.85,0.775,0.85,0.60,-,,-,0.86,-,-1.04,-,5.5,7.1
Global Min,GMI,1.245,4,1.235,1.245,2290,1.245,1.205,1.245,1.17,1.32,0.69,1,f,5.19,1.42,0.80,5.19,24.0,5.5,4.62
Global Resource,GRF,1.65,-,1.65,1.69,32,1.65,1.65,1.65,1.64,1.73,1.60,-,,-,1.65,-,-0.36,-,1.0,0.61
Grandbridge Ltd,GBA,0.17,-,0.16,0.17,-,-,-,0.18,0.17,0.23,0.02,-,,-,0.27,-,11.7,1.5,-,-
Hastings High Yld unt,HHY,1.29,-1,1.29,1.30,3145,1.30,1.29,1.31,1.29,1.44,0.89,17.01,,1.38,1.88,13.19,23.53,5.5,-1.0,-0.77
HFA Accelerator Plus,HAP,0.29,-,0.29,0.31,1713,0.30,0.29,0.30,0.285,0.33,0.09,-,,-,0.46,-,10.98,2.6,0.5,1.75
Hillcrest Litigat,HLS,0.08,-,0.08,0.085,560,0.08,0.08,0.085,0.08,0.11,0.065,-,,-,0.08,-,1.26,6.3,-,-
Hunter Hall Global,HHV,0.80,-0.5,0.80,0.81,1139,0.81,0.80,0.81,0.78,0.86,0.535,-,,-,1.03,-,18.37,4.4,1.5,1.91
Hyperion Flagship,HIP,1.45,-5,1.45,1.50,36,1.45,1.45,1.50,1.44,1.50,1.00,8.5,f,-,1.57,5.86,-0.54,-,1.0,0.69
IFC Capital Ltd,IFC,0.11,-,0.11,0.12,-,-,-,0.12,0.11,0.15,0.02,-,,-,0.09,-,-4.26,-,-1.0,-8.33
IMF (Aust) Ltd,IMF,1.47,1,1.46,1.47,1969,1.47,1.46,1.49,1.45,1.98,1.005,15,f,0.55,0.32,10.20,8.22,17.9,-0.5,-0.34
India Equities Fund,INE,0.47,4,0.435,0.47,2853,0.47,0.42,0.47,0.40,0.597,0.254,-,,-,0.73,-,-1.95,-,4.0,9.3
  opt aug10,INEO,0.055,-,0.055,0.083,-,-,-,0.07,0.05,0.18,0.05,-,,-,-,-,-,-,-1.5,-21.43
ING Private Equity,IPE,0.28,-,0.28,0.29,700,0.28,0.28,0.29,0.28,0.315,0.154,-,,-,0.49,-,-3.49,-,0.5,1.82
Investorfirst Ltd,INQ,0.095,-,0.093,0.095,10000,0.095,0.095,0.095,0.094,0.15,0.06,-,,-,0.04,-,-1.36,-,-0.3,-3.06
Ipernica Ltd,IPR,0.13,-0.5,0.13,0.135,530,0.135,0.13,0.14,0.13,0.18,0.051,-,,-,0.04,-,-2.93,-,-0.5,-3.7
Ironbark Capital,IBC,0.44,-,0.445,0.45,221,0.445,0.44,0.45,0.44,0.50,0.37,2.5,f,3.07,0.54,5.68,7.68,5.7,-,-
K2 Asset Mgmt,KAM,0.695,-,0.67,0.695,-,-,-,0.70,0.62,0.87,0.125,-,,-,0.04,-,1.74,39.9,8.5,13.93
Katana Capital,KAT,0.68,-4.5,0.69,0.725,135,0.69,0.68,0.725,0.68,0.85,0.35,0.5,,61.64,0.96,0.74,30.82,2.2,-1.5,-2.16
Keybridge Capital,KBC,0.13,0.5,0.13,0.135,1322,0.135,0.125,0.14,0.125,0.165,0.063,-,,-,0.50,-,-98.55,-,-,-
London City Equities,LCE,0.41,-,0.40,0.41,1000,0.41,0.41,0.41,0.41,0.51,0.39,1,,-,0.54,2.44,-0.19,-,-,-
Luminus Systems,LSL,0.015,-,0.015,0.016,-,-,-,0.016,0.015,0.025,0.011,-,,-,-0.01,-,-7.96,-,-0.1,-6.25
Macq Winton ord unt,MWG,1.26,1,1.225,1.29,493,1.26,1.26,1.26,1.23,1.28,1.05,-,,-,1.24,-,-2.09,-,0.5,0.4
Magellan Fin Grp,MFG,0.92,-,0.92,0.95,10,0.92,0.92,0.95,0.91,0.95,0.37,-,,-,-,-,0.6,153.3,1.0,1.1
  opt jun11,MFGOB,0.051,-,0.051,-,-,-,-,0.051,0.051,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.13,-,0.145,0.40,-,-,-,0.13,0.13,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.625,0.5,0.625,0.63,891,0.63,0.62,0.63,0.605,0.68,0.44,-,,-,0.74,-,3.04,20.6,2.0,3.31
Mariner Corp Ltd,MCX,0.006,-,0.006,0.009,115,0.006,0.006,0.008,0.006,0.019,0.005,-,,-,-,-,-7.48,-,-0.2,-25
MAX Tr unt,MXQ,0.065,-0.1,0.063,0.069,2170,0.066,0.065,0.069,0.065,0.09,0.003,-,,-,0.25,-,28.23,0.2,-0.3,-4.41
Milton Corp,MLT,17.78,-6,17.78,17.85,117,17.95,17.78,18.13,17.60,19.40,12.85,70,f,0.64,18.37,3.94,44.7,39.8,28.0,1.6
Mirrabooka Invest,MIR,1.84,-,1.80,1.84,651,1.855,1.80,1.86,1.795,2.28,1.18,10,f,-,1.88,5.43,-6.9,-,4.5,2.51
MMC Contrarian,MMA,0.455,-,0.455,0.465,447,0.46,0.455,0.46,0.45,0.505,0.36,-,,-,0.66,-,-1.34,-,-,-
Money3 Corp,MNY,0.49,-,0.40,0.53,-,-,-,0.49,0.40,0.60,0.39,3.4,f,1.02,0.30,6.94,3.46,14.2,9.0,22.5
Multi Channel,MUT,0.004,-,0.003,0.005,10500,0.004,0.004,0.004,0.003,0.025,0.002,-,,-,-,-,-43.27,-,0.1,33.33
Murchison Hldgs,MCH,0.60,-,0.55,0.59,-,-,-,0.60,0.54,0.80,0.49,-,,-,1.28,-,10.13,5.9,5.0,9.09
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.185,-,0.18,0.20,-,-,-,0.185,0.185,0.289,0.144,-,,-,0.09,-,-4.95,-,-,-
Oncard Intl,ONC,0.125,-1,0.125,0.135,550,0.13,0.125,0.135,0.115,0.24,0.095,-,,-,0.13,-,0.73,17.1,0.5,4.17
Orchid Capital,ORC,0.025,-,0.025,0.04,-,-,-,0.025,0.025,0.03,0.003,-,,-,0.01,-,0.69,3.6,0.2,8.7
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.51,-,0.51,0.56,-,-,-,0.51,0.51,0.64,0.35,-,,-,1.48,-,33.16,1.5,-,-
Over Fifty Grp,OFG,0.60,-,0.60,0.615,177,0.61,0.60,0.61,0.585,1.09,0.26,-,,-,0.52,-,0.26,230.8,1.5,2.56
Ozgrowth Ltd,OZG,0.16,-,0.155,0.16,500,0.16,0.16,0.16,0.16,0.175,0.092,0.3,f,20.67,0.23,1.88,6.2,2.6,-,-
Peters MacGregor,PET,0.65,0.5,0.65,0.68,77,0.65,0.65,0.65,0.645,0.68,0.455,-,,-,0.94,-,13.67,4.8,-,-
Plan B Grp Hld,PLB,0.79,-,0.74,0.79,-,-,-,0.79,0.73,0.82,0.45,2.7,f,0.62,0.09,3.42,1.68,47.0,6.0,8.22
Platinum Capital,PMC,1.485,0.5,1.47,1.485,2132,1.485,1.46,1.485,1.46,1.85,1.15,10,f,1.96,1.38,6.73,19.55,7.6,-,-
Premium Investors,PRV,0.73,0.5,0.73,0.735,632,0.735,0.73,0.735,0.71,0.93,0.465,3.5,f,3.01,0.97,4.79,10.55,6.9,2.0,2.82
Prime Financial,PFG,0.285,0.5,0.26,0.285,700,0.285,0.27,0.295,0.26,0.34,0.085,0.75,f,3.11,0.14,2.63,2.33,12.2,-0.5,-1.72
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-5.6,-,-,-
Quest Invest,QST,0.087,-0.1,0.061,0.087,100,0.087,0.087,0.095,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-0.8,-8.42
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,-,0.08,-,-,-,0.08,0.08,0.153,0.056,-,,-,0.15,-,1.54,5.2,-,-
Redcape Prop Grp stp,RPF,0.425,2,0.41,0.425,757,0.425,0.40,0.425,0.35,0.425,0.175,4,,5.44,0.32,9.41,21.74,2.0,9.0,26.87
RIMCapital Ltd,RMC,0.025,-,0.027,0.032,-,-,-,0.025,0.025,0.25,0.025,-,,-,0.03,-,-0.02,-,-,-
Robe Aust Ltd,ROB,0.011,-,0.009,0.011,456,0.011,0.011,0.011,0.01,0.04,0.007,-,,-,-,-,-4.59,-,0.1,10
Souls Private Equity,SOE,0.093,-,0.092,0.093,1700,0.094,0.093,0.095,0.09,0.12,0.071,-,,-,0.19,-,-3.79,-,-0.1,-1.06
  opt feb15,SOEOA,0.012,-,0.012,0.013,3135,0.012,0.011,0.015,0.011,0.015,0.008,-,,-,-,-,-,-,-,-
Strategic Pooled,SPD,0.14,-,0.10,0.13,-,-,-,0.14,0.14,0.21,0.10,-,,-,0.15,-,0.52,26.9,-,-
Sunvest Corp,SVS,0.275,-,0.275,0.30,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.41,-,-3.56,-,-,-
Sylvastate Ltd,SYL,3.70,-,3.71,3.75,-,-,-,3.71,3.70,4.09,2.55,21,f,0.15,4.00,5.68,3.12,118.6,-,-
Tag Pacific Ltd,TAG,0.185,-,0.185,0.265,-,-,-,0.185,0.185,0.27,0.12,0.75,,4.80,0.33,4.05,3.6,5.1,0.5,2.78
Templeton Global,TGG,0.80,-1.5,0.80,0.81,758,0.815,0.80,0.815,0.795,0.885,0.68,-,,-,1.02,-,-2.8,-,1.0,1.27
