FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4203.4 at 2011-10-21T16:39:29. Report at Friday, October 21, 2011. Processed Saturday at 2011-10-22T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.022,+.1,.022,.024,9794,.023,.021,.023,.019,.038,.016,-,,-,.01,-,.06,36.7,+.2,+10.00,,
Auto Technology,ATJ,.021,-.1,.02,.021,510,.021,.021,.023,.021,.052,.018,-,,-,.02,-,-1.44,-,-,Stdy,,
  opt jun12,ATJOA,.01,-,-,-,-,-,-,.01,.01,.01,.003,-,,-,-,-,-,-,-,Stdy,,
Berklee,BER,.44,-,.42,.54,-,-,-,.44,.44,.60,.40,2.00,f,-,1.19,4.55,-22.30,-,-,Stdy,,
DataDot Tech,DDT,.037,-,.033,.035,-,-,-,.037,.032,.055,.025,-,,-,.01,-,-.12,-,+.3,+8.82,,
Fleetwood Corp,FWD,11.79,-5,11.66,11.95,728,11.92,11.66,12.08,11.64,14.25,9.53,73.00,f,1.23,3.52,6.19,90.00,13.1,+9,+.77,,
Orbital Corp,OEC,.395,-,-,-,-,-,-,.395,.365,.46,.18,-,,-,.36,-,3.65,10.8,+2.5,+6.76,,
Schaffer Corp,SFC,3.80,+30,3.80,4.50,58,3.80,3.80,3.80,3.10,4.70,3.10,20.00,f,1.75,3.50,5.26,35.10,10.8,+60,+18.75,,
Supply Net,SNL,.685,+1.5,.65,.685,10,.685,.685,.685,.67,.70,.367,5.00,f,1.56,.42,7.30,7.82,8.8,+1,+1.48,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.10,+.2,.099,.10,113,.10,.099,.10,.098,.13,.085,-,,-,.15,-,.41,24.4,-,Stdy,,
Audio Pixels Ltd,AKP,6.75,-,6.41,6.70,-,-,-,6.80,6.70,9.65,3.15,-,,-,.20,-,-8.55,-,+5,+.75,,
Billabong Int'l,BBG,3.54,+2,3.51,3.55,8819,3.62,3.51,3.77,3.51,9.07,2.81,29.00,p,1.63,-.29,8.19,47.40,7.5,-16,-4.32,,
BKM Management,BKM,.003,-,-,-,-,-,-,.003,.003,.012,.003,-,,-,-,-,-.21,-,-,Stdy,,
Energio,EIO,.017,+.1,.016,.017,21530,.017,.017,.017,.016,.073,.009,-,,-,-,-,-.88,-,-,Stdy,,
  opt mar13,EIOO,.01,-,-,-,-,-,-,.01,.01,.011,.001,-,,-,-,-,-,-,-,Stdy,,
Fisher & Paykel App,FPA,.345,-1.5,.34,.35,556,.345,.345,.37,.345,.495,.345,-,,-,-,-,3.38,10.2,-3,-8.00,,
Funtastic,FUN,.04,-,.039,.04,160,.04,.04,.045,.039,.205,.036,-,,-,-.11,-,-11.20,-,-.2,-4.76,,
