Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 11:35 Saturday 28/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Rawson Res,RAW,0.105,-0.5,0.11,0.12,300,0.105,0.105,0.11,0.105,0.265,0.062,-,,-,0.02,-,-0.96,-,-,-,
Red Fork Energy,RFE,0.54,3.5,0.53,0.54,1264,0.54,0.47,0.54,0.47,1.35,0.37,-,,-,-,-,-2.71,-,-0.5,-0.92,
Red Sky Energy,ROG,0.013,-,0.012,0.013,14999,0.013,0.013,0.013,0.012,0.065,0.01,-,,-,-,-,-0.5,-,0.1,8.33,
  opt sep11,ROGOA,0.005,-,0.004,0.005,1135,0.005,0.005,0.005,0.005,0.042,0.004,-,,-,-,-,-,-,-,-,
Resource Generation,RES,0.55,-1,0.54,0.565,4885,0.57,0.55,0.625,0.55,0.74,0.34,-,,-,-,-,-2.2,-,-7.5,-12,
REY Res Ltd,REY,0.135,-,0.13,0.135,3958,0.135,0.135,0.145,0.135,0.31,0.105,-,,-,0.08,-,-1.52,-,-1.0,-6.9,
Rialto Energy,RIA,0.32,-1.5,0.315,0.32,313,0.33,0.32,0.36,0.32,0.43,0.10,-,,-,-,-,-7.14,-,-3.0,-8.57,
  opt jun11,RIAO,0.065,-,0.059,0.065,-,-,-,0.065,0.064,0.08,0.01,-,,-,-,-,-,-,0.1,1.56,
Riversdale Min,RIV,9.29,21,9.22,9.30,21515,9.29,8.91,9.41,8.53,11.24,5.12,-,,-,1.96,-,-0.4,-,11.0,1.2,
Roc Oil Co,ROC,0.35,-0.5,0.35,0.355,17416,0.355,0.345,0.385,0.345,0.75,0.305,-,,-,0.60,-,-15.94,-,-3.0,-7.89,
Rocklands Rich,RCI,0.195,1.5,0.18,0.195,2300,0.195,0.185,0.195,0.18,0.47,0.175,-,,-,-,-,-2.55,-,-,-,
Rum Jungle Uranium,RUM,0.07,0.1,0.07,0.075,2318,0.072,0.07,0.074,0.065,0.15,0.042,-,,-,-,-,-0.65,-,-0.2,-2.78,
Samson Oil & Gas,SSN,0.067,-,0.067,0.068,24335,0.068,0.066,0.071,0.065,0.079,0.01,-,,-,-,-,2.18,3.1,0.2,3.08,
  opt dec12,SSNO,0.056,-0.2,0.055,0.056,4316,0.057,0.056,0.061,0.054,0.065,0.003,-,,-,-,-,-,-,0.3,5.66,
Santos Ltd,STO,14.30,23,14.30,14.31,94399,14.38,14.10,14.38,13.71,16.10,11.24,42,f,1.51,-,2.94,63.5,22.5,22.0,1.56,
Sino Gas Energy,SEH,0.03,-0.1,0.03,0.031,150,0.03,0.03,0.033,0.03,0.328,0.026,-,,-,-,-,-1.69,-,-0.2,-6.25,
  opt dec11,SEHOA,0.002,-,0.002,0.004,-,-,-,0.002,0.002,0.036,0.001,-,,-,-,-,-,-,-,-,
  opt dec12,SEHOC,0.005,-,0.005,0.006,3833,0.005,0.005,0.005,0.005,0.005,0.003,-,,-,-,-,-,-,-,-,
Solimar Energy,SGY,0.051,-,0.051,0.056,500,0.051,0.051,0.053,0.051,0.145,0.04,-,,-,-,-,-1.64,-,-0.1,-1.92,
Somerton Energy,SNE,0.12,-,0.115,0.13,-,-,-,0.16,0.12,0.409,0.005,-,,-,-,-,2.33,5.2,-2.8,-19.1,
  rts08sepd,SNER,0.02,-,0.001,0.02,-,-,-,0.02,0.02,0.02,0.02,-,,-,-,-,-,-,-,-,
Sterling Biofuels,SBI,0.05,1,0.035,0.098,300,0.05,0.035,0.05,0.035,0.10,0.025,-,,-,0.10,-,-5.21,-,1.1,28.21,
Sthn Uranium,SNU,0.081,-,0.081,0.083,2596,0.082,0.081,0.082,0.079,0.267,0.062,-,,-,-,-,-1.5,-,0.2,2.53,
Strategic Energy,SER,0.024,-,0.024,0.029,-,-,-,0.027,0.024,0.039,0.02,-,,-,-,-,-0.51,-,-0.1,-4,
Strike Energy Ltd,STX,0.185,-,0.185,0.19,4068,0.185,0.18,0.195,0.18,0.345,0.18,-,,-,-,-,2.37,7.8,-1.5,-7.5,
Stuart Pet Ltd,STU,0.52,2,0.50,0.51,-,0.52,0.52,0.535,0.50,0.75,0.36,2,f,5.35,0.49,3.85,10.7,4.9,2.0,4,
Sun Res NL,SUR,0.058,-0.1,0.058,0.06,4000,0.058,0.058,0.063,0.058,0.094,0.046,-,,-,-,-,-3.16,-,-0.1,-1.69,
Sundance Energy,SEA,0.34,-0.5,0.335,0.34,3991,0.345,0.325,0.35,0.305,0.35,0.095,-,,-,-,-,-2.4,-,-1.0,-2.86,
Sunset Energy Ltd,SEY,0.074,-,0.074,0.078,-,-,-,0.08,0.074,0.20,0.072,-,,-,-,-,-1.88,-,-,-,
  opt jun12,SEYO,0.023,-,0.021,0.023,-,-,-,0.023,0.023,0.025,0.02,-,,-,-,-,-,-,-,-,
Syngas Ltd,SYS,0.014,0.1,0.013,0.015,5000,0.014,0.014,0.017,0.013,0.07,0.013,-,,-,-,-,-0.59,-,-0.2,-12.5,
Tangiers Pet,TPT,0.086,0.2,0.083,0.085,198,0.086,0.084,0.086,0.084,0.12,0.031,-,,-,-,-,-2.4,-,0.6,7.5,
Tango Pet Ltd,TNP,0.14,1,0.125,0.14,250,0.14,0.14,0.14,0.13,0.24,0.02,-,,-,0.03,-,-0.24,-,-,-,
  opt may11,TNPO,0.039,-,0.034,0.041,-,-,-,0.039,0.035,0.06,0.025,-,,-,-,-,-,-,-0.1,-2.5,
Tap Oil Ltd,TAP,0.90,-2,0.90,0.91,1091,0.925,0.895,0.93,0.885,1.215,0.80,-,,-,0.76,-,4.3,20.9,-1.0,-1.1,
Target Energy,TEX,0.02,0.1,0.019,0.021,2938,0.02,0.02,0.021,0.019,0.083,0.017,-,,-,-,-,-1.83,-,-0.1,-4.76,
  opt oct12,TEXOB,0.006,-,0.006,0.007,-,-,-,0.006,0.006,0.037,0.004,-,,-,-,-,-,-,-,-,
Texon Pet Ltd,TXN,0.42,-,0.415,0.42,1594,0.43,0.42,0.435,0.40,0.545,0.215,-,,-,-,-,-2.09,-,-1.5,-3.45,
Top End Uranium,TEU,0.082,-,0.075,0.082,256,0.082,0.082,0.083,0.08,0.16,0.074,-,,-,-,-,-3.34,-,0.1,1.23,
Toro Energy Ltd,TOE,0.098,0.1,0.096,0.098,9478,0.098,0.096,0.10,0.096,0.255,0.064,-,,-,-,-,-5.61,-,-0.2,-2,
Transerv Energy,TSV,0.013,-,0.013,0.014,1000,0.013,0.013,0.014,0.013,0.031,0.012,-,,-,-,-,-0.04,-,-0.1,-7.14,
Triangle Energy,TEG,0.026,-0.4,0.026,0.03,3780,0.029,0.026,0.03,0.024,0.045,0.008,-,,-,-,-,0.29,9.0,-,-,
U308 Ltd,UTO,0.09,-,0.088,0.093,-,-,-,0.09,0.088,0.17,0.079,-,,-,-,-,-0.7,-,0.2,2.27,
United Orogen,UOG,0.035,-,0.035,0.041,50,0.035,0.035,0.044,0.035,0.06,0.012,-,,-,-,-,-1.3,-,-0.9,-20.45,
United Uranium,UUL,0.10,-,0.093,0.105,-,-,-,0.11,0.10,0.295,0.08,-,,-,-,-,-0.42,-,-,-,
  opt jun12,UULOA,0.02,-,0.021,0.038,-,-,-,0.039,0.02,0.08,0.02,-,,-,-,-,-,-,-1.9,-48.72,
Uranex NL,UNX,0.155,1,0.155,0.16,1900,0.155,0.145,0.155,0.135,0.415,0.125,-,,-,-,-,-3.25,-,1.5,10.71,
Uranium Equities,UEQ,0.11,-,0.105,0.11,250,0.11,0.10,0.125,0.093,0.28,0.07,-,,-,-,-,-1.68,-,1.0,10,
Uranium Explore,UXA,0.039,-0.1,0.039,0.041,615,0.04,0.039,0.043,0.039,0.135,0.031,-,,-,-,-,-6.37,-,-0.1,-2.5,
Uraniumsa Ltd,USA,0.21,1,0.20,0.21,1100,0.21,0.20,0.22,0.195,0.315,0.145,-,,-,-,-,-4.8,-,-1.0,-4.55,
Victoria Pet,VPE,0.255,-,0.255,0.26,2450,0.26,0.25,0.28,0.25,0.40,0.23,-,,-,-,-,0.19,134.2,-1.0,-3.77,
Wasabi Energy Ltd,WAS,0.013,-0.1,0.012,0.013,10965,0.013,0.013,0.015,0.013,0.028,0.009,-,,-,-,-,-0.64,-,-0.1,-7.14,
Westralian Gas & Pwr,WGP,0.014,-0.1,0.013,0.014,2020,0.014,0.014,0.015,0.014,0.043,0.013,-,,-,-,-,-2.37,-,-0.1,-6.67,
  opt oct11,WGPOA,0.003,-,0.002,0.003,-,-,-,0.003,0.003,0.01,0.002,-,,-,-,-,-,-,-,-,
Westside Corp,WCL,0.37,-,0.38,0.39,1550,0.385,0.37,0.42,0.37,0.72,0.295,-,,-,-,-,-3.4,-,-5.0,-11.9,
Whinnen Res,WWW,0.05,-,0.05,0.079,200,0.05,0.05,0.05,0.05,0.17,0.05,-,,-,-,-,-3.27,-,-,-,
  opt apr13,WWWO,0.021,-,0.016,-,-,-,-,0.021,0.021,0.03,0.015,-,,-,-,-,-,-,-,-,
White Canyon Uranium,WCU,0.075,-,0.063,0.075,-,-,-,0.075,0.074,0.32,0.066,-,,-,-,-,-0.93,-,-0.2,-2.6,
Whitehaven Coal,WHC,5.98,-6,5.97,6.03,6547,6.08,5.95,6.23,5.92,6.47,3.28,5.6,f,4.32,1.98,0.94,24.2,24.7,-26.0,-4.17,
WHL Energy Ltd,WHN,0.015,-0.1,0.015,0.017,4500,0.016,0.015,0.017,0.015,0.125,0.015,-,,-,0.03,-,-0.59,-,-0.2,-11.76,
  opt jun12,WHNO,0.011,-,0.006,0.016,-,-,-,0.011,0.011,0.011,0.01,-,,-,-,-,-,-,-,-,
Wildhorse Energy,WHE,0.24,-,0.235,0.25,1351,0.245,0.24,0.275,0.24,0.70,0.205,-,,-,-,-,-10.3,-,-4.0,-14.29,
Woodside Pet,WPL,42.10,-36,42.01,42.17,30336,42.42,41.85,43.44,41.85,53.869,39.63,109.68,f,2.45,16.79,2.61,268.28,15.7,-112.0,-2.59,
Yellow Rock,YRR,0.02,0.1,0.017,0.02,3000,0.02,0.019,0.02,0.017,0.091,0.017,-,,-,-,-,-15.3,-,-,-,
  opt sep12,YRROA,0.005,-,0.005,0.014,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.44,-3,22.43,22.45,70081,22.53,22.21,23.14,22.08,26.23,19.95,108,f,1.34,9.99,4.81,144.8,15.5,-34.0,-1.49,
Bank of Qld,BOQ,9.72,-20,9.70,9.75,8332,9.86,9.68,10.22,9.68,13.49,9.68,52,f,1.78,7.20,5.35,92.4,10.5,-39.0,-3.86,
Bendigo & Adelaide,BEN,8.28,-33,8.24,8.28,9719,8.33,8.16,8.82,8.16,10.48,7.72,58,f,1.16,5.27,7.00,67.4,12.3,-45.0,-5.15,
CL Asset Hldgs,CLS,0.75,-,0.70,0.75,-,-,-,0.75,0.70,1.20,0.61,-,,-,4.32,-,-66.35,-,5.0,7.14,
C'wlth Bank  of Aust ,CBA,49.21,23,49.20,49.25,75328,49.47,48.47,49.92,48.07,60.00,44.67,290,f,1.19,15.94,5.89,344.5,14.3,-29.0,-0.59,
Firstfolio Ltd,FFF,0.071,0.2,0.069,0.071,1085,0.071,0.07,0.072,0.06,0.089,0.038,-,,-,-0.05,-,1.13,6.3,1.0,16.39,
Homeloans Ltd,HOM,0.96,2,0.95,0.96,100,0.96,0.96,0.96,0.94,1.04,0.56,9,f,1.02,0.52,9.38,9.16,10.5,-,-,
Mortgage Choice,MOC,1.22,5,1.22,1.24,1188,1.245,1.18,1.245,1.135,1.40,1.00,12,f,1.98,0.56,9.84,23.8,5.1,7.5,6.55,
Mystate Ltd,MYS,3.08,-7,3.10,3.20,5793,3.16,3.02,3.24,3.00,3.75,2.60,22.5,f,0.62,2.17,7.31,13.9,22.2,8.0,2.67,
National Aust Bank,NAB,23.05,4,23.00,23.05,78110,23.25,22.67,23.74,22.60,32.37,22.23,147,f,1.36,12.41,6.38,199.3,11.6,-83.0,-3.48,
RHG Ltd,RHG,0.68,0.5,0.675,0.685,4597,0.68,0.665,0.705,0.665,0.75,0.46,-,,-,0.84,-,29.5,2.3,-3.0,-4.23,
Rock Bld perm.,ROK,2.55,-1,2.54,2.55,173,2.56,2.55,2.60,2.54,3.02,2.38,15,f,1.29,1.98,5.88,19.3,13.2,-5.0,-1.92,
Westpac Banking,WBC,21.75,20,21.74,21.82,110875,21.88,21.26,22.55,21.00,28.43,20.56,125,f,1.11,8.42,5.75,138.5,15.7,-90.0,-3.97,
Wide Bay Aust Ltd,WBB,10.39,-,10.32,10.40,-,10.39,10.39,10.50,10.38,11.26,8.50,63,f,0.97,3.62,6.06,60.89,17.1,-1.0,-0.1,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.069,-0.1,0.063,0.069,2000,0.069,0.069,0.07,0.06,0.275,0.05,-,,-,-,-,-,-,0.9,15,
Aberdeen Leaders,ALR,1.225,-0.5,1.225,1.235,150,1.225,1.225,1.245,1.225,1.47,1.21,9.5,f,1.08,1.31,7.76,10.29,11.9,-1.0,-0.81,
Adelaide Managed unt,AYT,1.46,-0.5,1.455,1.46,808,1.465,1.46,1.465,1.445,1.465,1.144,15.35,,0.14,1.63,10.51,2.11,69.2,1.0,0.69,
Amcil Ltd,AMH,0.60,-0.5,0.595,0.61,3474,0.60,0.595,0.615,0.595,0.72,0.595,2,f,1.87,0.73,3.33,3.73,16.1,-1.0,-1.64,
AMP Capital China unt,AGF,0.84,-,0.84,0.85,1631,0.84,0.825,0.87,0.82,1.145,0.675,8.47,,-,0.93,10.08,-1.38,-,-2.5,-2.89,
Asian Masters Fund,AUF,1.05,-,1.01,1.05,-,-,-,1.05,1.05,1.06,0.98,1,f,-,1.01,0.95,-1.19,-,-,-,
Aurora Global Tr unt,AIB,1.15,-,1.18,1.22,-,-,-,1.15,1.14,7.50,0.977,23.5,,-,1.14,20.43,-5.76,-,1.0,0.88,
AUS Gov Index Fund,AQF,1.60,-,1.55,-,-,-,-,1.60,1.60,1.72,1.58,-,,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.055,-,1.05,1.075,-,-,-,1.13,1.05,1.222,1.015,8,f,2.42,1.33,7.58,19.35,5.5,-9.5,-8.26,
  opt nov10,ALFO,0.014,-0.6,0.002,0.013,2250,0.015,0.014,0.02,0.001,0.10,0.001,-,,-,-,-,-,-,1.1,366.7,
Aust United Invest,AUI,6.40,-,6.40,6.56,-,-,-,6.80,6.40,7.90,6.40,25.5,f,1.09,6.68,3.98,27.7,23.1,-39.0,-5.74,
Bentley Capital,BEL,0.23,-,0.23,0.24,614,0.24,0.23,0.24,0.23,0.31,0.22,1,f,10.62,0.41,4.35,10.62,2.2,-,-,
BKI Invest Ltd,BKI,1.145,-2.5,1.145,1.15,1096,1.18,1.145,1.20,1.145,1.32,1.086,5.25,f,1.44,1.38,4.59,7.57,15.1,-8.5,-6.92,
Carlton Invest,CIN,17.60,-,16.30,17.50,-,-,-,17.60,17.20,18.95,15.96,67,f,1.46,20.75,3.81,98,18.0,10.0,0.57,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.05,2.12,2.05,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.83,3,0.815,0.83,1971,0.83,0.81,0.83,0.80,0.91,0.74,8.5,f,-,0.93,10.24,-7.74,-,1.5,1.84,
Challenger FSG Ltd,CGF,3.68,-9,3.68,3.69,51209,3.77,3.67,3.94,3.59,4.50,2.92,14.5,,3.81,-,3.94,55.3,6.7,16.0,4.55,
Choiseul Investments   ,CHO,4.58,8,4.53,4.58,40,4.59,4.58,4.72,4.50,5.28,4.41,21,f,1.09,5.00,4.59,22.8,20.1,-17.0,-3.58,
Clime Invest,CIW,0.42,-,0.425,0.45,-,-,-,0.43,0.41,0.50,0.35,1,f,5.00,0.44,2.38,5,8.4,-1.0,-2.33,
Contango Microcap,CTN,0.885,-,0.885,0.905,1929,0.905,0.88,0.92,0.88,1.19,0.735,7,f,2.01,1.25,7.91,14.1,6.3,-2.5,-2.75,
Count Financial,COU,1.075,-0.5,1.07,1.10,1277,1.08,1.065,1.135,1.065,1.60,1.055,8,f,1.16,0.22,7.44,9.29,11.6,-6.0,-5.29,
CS GP100 Aust Tr unt,CSJ,0.975,-,0.965,0.98,-,-,-,0.975,0.975,1.00,0.94,2.37,p,-,0.98,2.43,-3.19,-,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.915,-,0.915,0.92,-,-,-,0.915,0.91,0.935,0.885,1.32,,-,0.91,1.44,-5.7,-,0.5,0.55,
Diversified United,DUI,2.78,5,2.75,2.78,27,2.78,2.78,2.90,2.71,3.53,2.71,13,f,0.81,3.03,4.68,10.5,26.5,-13.0,-4.47,
Djerriwarrh Invest,DJW,3.80,3,3.78,3.80,884,3.88,3.75,3.89,3.75,4.85,3.75,26,f,0.46,3.63,6.84,11.86,32.0,-9.0,-2.31,
DKN Financial Grp,DKN,0.60,-,0.54,0.61,2000,0.60,0.60,0.60,0.515,0.85,0.505,4.5,,1.13,0.08,7.50,5.1,11.8,2.0,3.45,
Emerging Leaders,ELI,0.81,-,0.84,0.86,-,-,-,0.815,0.81,0.965,0.70,8,f,3.36,0.98,9.88,26.88,3.0,-1.0,-1.22,
Fat Prophets,FAT,0.88,-0.5,0.86,0.89,450,0.885,0.88,0.885,0.88,1.005,0.80,3,f,-,1.09,3.41,-4.28,-,-,-,
Global Masters Fund,GFL,0.77,-,0.70,0.77,-,-,-,0.77,0.73,0.905,0.685,-,,-,1.08,-,-1.04,-,-8.0,-9.41,
Global Resource,GRF,1.55,-,1.55,1.56,160,1.555,1.55,1.61,1.55,1.73,1.55,0.5,f,-,1.54,0.32,-0.36,-,-6.0,-3.73,
Hunter Hall Global,HHV,0.81,0.5,0.80,0.815,2229,0.81,0.80,0.82,0.80,0.86,0.695,-,,-,1.00,-,18.37,4.4,-1.0,-1.22,
Hyperion Flagship,HIP,1.45,-,1.39,1.45,-,-,-,1.45,1.44,1.52,1.35,8.5,f,0.48,-,5.86,4.09,35.5,0.5,0.35,
India Equities Fund,INE,0.05,-0.1,0.05,0.051,4695,0.051,0.05,0.057,0.05,0.645,0.047,-,,-,0.75,-,-1.95,-,-0.6,-10.71,
ING Private Equity,IPE,0.27,-0.5,0.27,0.29,546,0.29,0.27,0.29,0.27,0.315,0.20,-,,-,0.49,-,3.82,7.1,-1.5,-5.26,
Ironbark Capital,IBC,0.435,-0.5,0.435,0.46,616,0.46,0.435,0.46,0.435,0.50,0.425,2.5,f,3.07,0.52,5.75,7.68,5.7,-1.5,-3.33,
Magellan Flagship,MFF,0.62,1,0.62,0.625,5452,0.625,0.615,0.625,0.61,0.69,0.56,-,,-,0.76,-,8.74,7.1,1.0,1.64,
Milton Corp,MLT,15.35,-19,15.35,15.57,111,15.60,15.35,15.75,15.35,19.40,15.35,71,f,1.10,17.18,4.63,78.2,19.6,-23.0,-1.48,
Mirrabooka Invest,MIR,1.655,4.5,1.63,1.655,466,1.655,1.61,1.655,1.61,2.28,1.53,10,f,0.79,1.74,6.04,7.93,20.9,3.5,2.16,
Orchid Capital,ORC,0.038,-,0.016,0.04,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.003,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.165,-,0.16,0.165,1000,0.165,0.165,0.165,0.165,0.175,0.15,1.4,f,1.58,0.22,8.48,2.21,7.5,-,-,
Peters MacGregor,PET,0.68,-,0.655,0.70,-,-,-,0.70,0.68,0.78,0.60,-,,-,1.04,-,13.67,5.0,-2.0,-2.86,
Platinum Capital,PMC,1.42,3.5,1.41,1.42,267,1.425,1.38,1.455,1.38,1.85,1.365,10,f,1.12,1.31,7.04,11.16,12.7,-3.0,-2.07,
Premium Investors,PRV,0.735,0.5,0.71,0.735,1307,0.735,0.73,0.735,0.72,0.93,0.65,7,f,1.51,0.91,9.52,10.55,7.0,0.5,0.68,
Sylvastate Ltd,SYL,3.42,-,3.42,3.48,-,-,-,3.42,3.42,4.09,3.34,21,f,0.41,3.71,6.14,8.56,40.0,-,-,
Templeton Global,TGG,0.765,1,0.755,0.77,918,0.765,0.76,0.765,0.745,0.87,0.73,-,,-,0.94,-,-2.8,-,1.0,1.32,
Van Eyk Three Pillar,VTP,0.047,0.1,0.047,0.048,3283,0.047,0.047,0.048,0.046,0.955,0.04,2.5,f,7.56,1.00,53.19,18.9,0.2,0.1,2.17,
Wallace Absolute,WAB,0.073,-0.1,0.073,0.075,275,0.074,0.073,0.075,0.073,0.076,0.023,-,,-,0.03,-,-37.93,-,-0.1,-1.35,
WAM Capital Ltd,WAM,1.32,3.5,1.31,1.32,558,1.32,1.29,1.32,1.285,1.375,1.12,8,f,2.91,1.58,6.06,23.3,5.7,1.0,0.76,
Whitefield Ltd,WHF,3.02,1,2.90,3.03,76,3.02,2.90,3.02,2.88,3.63,2.88,17,f,0.09,3.55,5.63,1.54,196.1,3.0,1,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.70,1,0.695,0.71,239,0.70,0.70,0.73,0.69,0.805,0.625,5.2,f,0.63,0.89,7.43,3.3,21.2,-3.0,-4.11,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.115,-0.5,0.115,0.125,15,0.115,0.115,0.12,0.115,0.43,0.085,-,,-,0.02,-,-1.19,-,-0.5,-4.17,
Bisan Ltd,BSN,0.032,-,0.03,0.04,-,-,-,0.032,0.032,0.05,0.032,-,,-,0.04,-,-2.07,-,-,-,
Charter Pacific,CHF,0.04,-,0.038,0.049,-,-,-,0.04,0.038,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.36,-,2.36,2.40,12,2.36,2.36,2.40,2.36,2.811,2.30,10,f,-,3.06,4.24,-15.94,-,-4.0,-1.67,
Grandbridge Ltd,GBA,0.31,3,0.31,0.36,175,0.31,0.30,0.35,0.28,0.405,0.105,-,,-,0.27,-,11.7,2.6,-4.0,-11.43,
Guinness Peat cdi,GPG,0.51,-,0.50,0.51,809,0.51,0.505,0.52,0.50,0.682,0.495,1.66,,-,0.83,3.25,-4.03,-,-1.0,-1.92,
London City Equities,LCE,0.39,-,-,0.41,-,-,-,0.39,0.39,0.44,0.39,1,f,-,0.40,2.56,-0.51,-,-,-,
Luminus Systems,LSL,0.003,0.1,0.003,0.05,3200,0.003,0.003,0.003,0.002,0.022,0.002,-,,-,-0.01,-,-7.96,-,0.1,50,
Soul Pattinson,SOL,11.84,-14,11.81,12.14,283,12.05,11.81,12.27,11.78,15.38,11.052,33,f,3.76,11.11,2.79,124.07,9.5,-33.0,-2.71,
Sunvest Corp,SVS,0.275,-,0.275,0.40,-,-,-,0.275,0.275,0.28,0.27,-,,-,0.54,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.11,-,0.115,0.27,-,-,-,0.11,0.11,0.27,0.11,0.75,,4.80,0.33,6.82,3.6,3.1,-,-,
Tranzact Fin Service,TFS,0.15,-1,0.15,0.16,200,0.15,0.15,0.16,0.15,0.215,0.13,0.6,f,2.17,0.07,4.00,1.3,11.5,-1.0,-6.25,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,30.56,9,30.50,30.60,13154,30.69,30.26,30.69,29.50,37.16,28.02,173.1,f,1.10,3.49,5.66,190.4,16.1,7.0,0.23,
BBX Hldgs,BBX,0.01,-,0.01,0.03,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.051,-,0.051,0.075,-,-,-,0.051,0.051,0.10,0.05,-,,-,0.08,-,1.26,4.0,-,-,
IMF (Aust) Ltd,IMF,1.41,0.5,1.40,1.425,1447,1.41,1.395,1.53,1.36,1.96,1.35,5,,1.64,0.32,3.55,8.22,17.2,-8.5,-5.69,
Ipernica Ltd,IPR,0.12,-1,0.12,0.14,1500,0.125,0.12,0.135,0.12,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.5,-11.11,
NSX Ltd,NSX,0.18,-,0.17,0.18,-,-,-,0.18,0.18,0.26,0.165,-,,-,0.09,-,-4.95,-,-,-,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.21,-,0.20,0.21,-,-,-,0.21,0.21,0.37,0.205,1.3,,2.46,0.34,6.19,3.2,6.6,-,-,
Astra Capital Ltd,AKR,0.75,-,0.75,-,-,-,-,0.755,0.75,0.85,0.51,-,,-,1.62,-,-1.87,-,1.5,2.04,
Centrepoint Alliance,CAF,0.13,-,0.14,0.145,-,-,-,0.13,0.13,0.185,0.12,-,,-,-,-,-31.06,-,-,-,
Flexigrp Ltd,FXL,1.42,-,1.41,1.45,7205,1.425,1.395,1.455,1.30,1.779,1.11,7.5,f,3.31,0.43,5.28,24.8,5.7,12.0,9.23,
FSA Grp Ltd,FSA,0.32,-,0.32,0.34,17,0.32,0.32,0.34,0.32,0.45,0.28,-,,-,0.29,-,7.93,4.0,-2.0,-5.88,
Money3 Corp,MNY,0.40,-,0.40,0.53,-,-,-,0.40,0.40,0.60,0.40,3.4,f,1.02,0.30,8.50,3.46,11.6,-,-,
Oncard Intl,ONC,0.091,-,0.081,0.09,-,-,-,0.091,0.091,0.205,0.08,-,,-,0.13,-,0.73,12.5,-,-,
Questus Ltd,QSS,0.045,-,0.049,0.074,-,-,-,0.075,0.045,0.153,0.045,-,,-,0.15,-,1.54,2.9,-3.0,-40,
Thinksmart Ltd,TSM,0.65,-,0.64,0.65,1493,0.67,0.65,0.685,0.65,1.11,0.64,2,,2.73,0.11,3.08,5.45,11.9,-3.0,-4.41,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.74,-1,0.71,0.74,-,0.74,0.74,0.77,0.72,0.78,0.235,3.6,f,1.00,0.11,4.86,3.61,20.5,-2.5,-3.27,
Alternative Invest unt,AIQ,1.08,-1,1.075,1.11,6,1.08,1.08,1.09,1.08,1.15,0.91,47,,-,1.53,43.52,-44.5,-,-,-,
Amcbf Two,AKT,102.00,-,100.20,101.85,-,-,-,102.00,102.00,102.69,101.00,-,,-,-,-,-,-,-,-,
APA Financial,APP,0.018,-,0.013,0.018,-,-,-,0.018,0.018,0.022,0.009,-,,-,-,-,0.1,18.0,-,-,
APN Prop Grp,APD,0.21,1,0.175,0.21,38,0.21,0.21,0.225,0.20,0.41,0.165,1.25,f,-,0.21,5.95,-17.88,-,-0.5,-2.33,
