Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4972.9 at 16:33 9/4/2010  Report at 19:07 Friday 9/4/2010. Processed 19:24 Friday 9/4/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.43,-,1.43,1.575,-,-,-,1.43,1.43,1.55,0.85,8,f,1.29,0.69,5.59,10.3,13.9,-,-
GLG Corp Ltd,GLE,0.28,-,0.28,0.37,-,-,-,0.28,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.6,-,-
Globe Intl,GLB,0.46,-,0.46,0.47,-,-,-,0.46,0.46,0.525,0.125,-,,-,0.70,-,3.12,14.7,-,-
GUD Hldgs,GUD,9.31,-14,9.25,9.39,1423,9.49,9.25,9.63,9.25,10.62,5.95,61,f,1.18,1.09,6.55,71.73,13.0,1.0,0.11
Headline Grp Ltd,HLD,0.33,-,0.325,0.33,1990,0.33,0.325,0.345,0.325,0.35,0.095,-,,-,0.08,-,-1.79,-,-0.5,-1.49
Island Sky Aust,ISK,0.096,2,0.073,0.096,4891,0.10,0.075,0.10,0.075,0.287,0.07,-,,-,0.03,-,-2.07,-,2.0,26.32
  opt nov11,ISKO,0.025,-,0.001,0.03,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.94,1,1.93,1.94,7155,1.945,1.925,1.945,1.90,1.945,1.48,-,,-,-0.09,-,-0.17,-,5.0,2.65
Kresta Hldgs,KRS,0.39,0.5,0.39,0.40,2575,0.40,0.385,0.40,0.355,0.46,0.11,3,f,1.52,0.18,7.69,4.57,8.5,2.5,6.85
McPherson's Ltd,MCP,3.16,-2,3.15,3.17,172,3.19,3.14,3.25,3.06,3.48,0.63,10,f,2.96,0.02,3.16,29.6,10.7,3.0,0.96
Merchant House,MHI,0.16,-,0.14,0.16,-,-,-,0.16,0.16,0.18,0.095,1,,4.40,0.27,6.25,4.4,3.6,-,-
Mesbon China Nylon,MES,0.085,-,0.086,0.09,-,-,-,0.086,0.085,0.14,0.061,0.5,,4.08,0.32,5.88,2.04,4.2,-,-
Photo-Me Aust,PTO,0.005,-,0.005,0.007,-,-,-,0.007,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,-,-
  opt jul11,PTOO,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.105,-,0.105,0.115,707,0.11,0.105,0.115,0.105,0.42,0.10,-,,-,0.03,-,2.41,4.4,0.5,5
Shenhua Ltd,SHU,0.51,-,0.10,0.495,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,5.2,9.8,-,-
Tamawood Ltd,TWD,2.68,-,2.67,2.68,64,2.68,2.68,2.69,2.66,2.76,1.644,21,f,1.39,0.91,7.84,29.22,9.2,2.0,0.75
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-
Treyo Leisure,TYO,0.32,-,-,0.32,-,-,-,0.32,0.30,0.32,0.23,-,,-,0.11,-,2.3,13.9,2.0,6.67
TWT Grp Ltd,TWT,0.14,-,0.13,0.14,140,0.14,0.14,0.14,0.14,0.175,0.08,-,,-,0.31,-,-5.24,-,-,-
Undercoverwear,UCW,0.275,-,0.275,0.34,237,0.275,0.275,0.29,0.27,0.35,0.195,2.25,f,-,0.09,8.18,-5.65,-,-2.5,-8.33
Vmoto Ltd,VMT,0.155,-0.5,0.155,0.16,4512,0.16,0.155,0.165,0.15,0.215,0.036,-,,-,0.02,-,-1.07,-,0.5,3.33
Waterco Ltd,WAT,0.97,-,0.95,0.97,-,-,-,0.97,0.97,1.01,0.48,6,f,1.72,1.26,6.19,10.3,9.4,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.15,-0.5,0.135,0.15,150,0.15,0.15,0.155,0.13,0.22,0.065,-,,-,0.01,-,-4.95,-,1.5,11.11
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.11,0.098,-,,-,-0.11,-,-8.38,-,-,-
Allied Brands Ltd,ABQ,0.11,-,0.10,0.11,6761,0.11,0.10,0.12,0.10,0.245,0.10,0.5,,4.60,0.06,4.55,2.3,4.8,-1.0,-8.33
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.54,9,4.52,4.55,10223,4.54,4.45,4.54,4.40,5.75,3.24,4.5,,-,0.07,0.99,-31.3,-,7.0,1.57
Artist & Entertain,AEM,0.014,0.1,0.012,0.014,1667,0.014,0.014,0.014,0.012,0.025,0.005,-,,-,-,-,-1.54,-,-,-
Centrebet Internat,CIL,1.685,-6.5,1.685,1.74,1138,1.705,1.68,1.75,1.68,1.89,0.86,10.5,,1.02,0.11,6.23,10.7,15.7,-0.5,-0.3
Crown Ltd,CWN,8.33,13,8.30,8.35,12877,8.38,8.25,8.38,8.12,9.39,6.33,37,p,-,3.24,4.44,-92.35,-,23.0,2.84
Domino Pizza Enterpr,DMP,5.46,-13,5.38,5.55,149,5.70,5.46,5.80,5.46,5.80,2.89,14,f,1.86,0.69,2.56,26,21.0,3.0,0.55
Early Learning Serv,ELY,0.65,2,0.63,0.65,1880,0.685,0.65,0.685,0.55,0.685,0.07,-,,-,-0.27,-,-0.35,-,10.0,18.18
eBet Ltd,EBT,0.076,0.1,0.076,0.077,400,0.076,0.076,0.076,0.075,0.105,0.044,-,,-,-0.01,-,0.52,14.6,0.1,1.33
Eumundi Grp Ltd,EBG,0.065,-,0.065,0.07,-,-,-,0.065,0.065,0.09,0.05,-,,-,0.19,-,-6,-,-,-
Flight Centre,FLT,20.59,-36,20.57,20.70,1762,20.97,20.52,21.17,20.50,21.31,5.25,26,f,2.44,2.56,1.26,63.4,32.5,2.0,0.1
Garratt's Ltd,GRT,0.50,-,0.37,0.46,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,-,-
Integrated Legal,IAW,0.105,-,0.105,0.12,-,-,-,0.115,0.105,0.17,0.105,0.25,f,2.16,0.06,2.38,0.54,19.4,-1.0,-8.7
Invocare Ltd,IVC,6.02,2,6.00,6.05,3352,6.03,5.98,6.08,5.92,6.50,4.93,25.25,f,1.30,0.48,4.19,32.9,18.3,7.0,1.18
Jetset Travelworld,JET,0.96,3,0.96,0.99,388,0.99,0.96,0.99,0.915,1.70,0.63,3.6,f,0.63,0.12,3.75,2.28,42.1,4.0,4.35
Kip McGrath Edu Cntr,KME,0.32,-,0.32,0.36,80,0.32,0.32,0.32,0.32,0.45,0.105,2,,8.59,-0.10,6.25,17.19,1.9,-,-
Macro Corp Ltd,MAC,0.032,-,-,-,-,-,-,0.032,0.032,0.04,0.027,-,,-,0.08,-,-0.43,-,-,-
National Leisure,NLG,0.017,0.1,0.015,0.018,3075,0.019,0.017,0.019,0.015,0.044,0.006,-,,-,-0.32,-,0.34,5.0,-0.1,-5.56
Navitas Ltd,NVT,5.14,-1,5.13,5.23,2333,5.20,5.11,5.33,5.11,5.56,2.26,16.9,f,0.99,-0.25,3.29,16.8,30.6,-11.0,-2.1
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-
Ocean Capital,OCE,0.26,-,0.265,0.355,-,-,-,0.26,0.26,0.40,0.24,1.5,,0.93,0.41,5.77,1.39,18.7,-,-
Odyssey Gaming,ODG,0.043,-,0.043,-,-,-,-,0.043,0.043,0.07,0.017,-,,-,0.06,-,0.5,8.6,-,-
Planet Platinum,PPN,0.25,-,0.25,0.30,-,-,-,0.25,0.22,0.30,0.11,2.06,,2.17,0.21,8.24,4.46,5.6,-,-
Qld Trustees Invest,QTI,0.41,-,0.40,0.435,-,-,-,0.41,0.41,0.50,0.38,-,,-,0.78,-,1.02,40.2,-,-
Reef Casino Tr unt,RCT,2.05,1,2.00,2.50,83,2.05,2.05,2.05,1.95,2.15,1.70,24,,1.07,2.04,11.71,25.7,8.0,5.0,2.5
Retail Food Grp,RFG,2.62,7,2.62,2.67,350,2.70,2.62,2.70,2.45,3.10,1.36,10,f,2.54,-0.70,3.82,25.4,10.3,12.0,4.8
Sino Strategic Intl,SSI,0.41,-,0.43,0.465,-,-,-,0.41,0.385,0.92,0.30,-,,-,-0.05,-,-67,-,2.5,6.49
Sky City Entertain,SKC,2.49,-1,2.47,2.51,303,2.53,2.49,2.53,2.47,2.89,2.03,11.69,,1.63,0.53,4.69,19.09,13.0,4.0,1.63
Slater & Gordon,SGH,1.62,1,1.615,1.62,133,1.62,1.62,1.62,1.55,1.82,1.425,5.25,f,3.16,0.82,3.24,16.6,9.8,7.0,4.52
Stanfield Funds,SFN,0.013,0.2,0.011,0.013,1276,0.013,0.013,0.013,0.011,0.028,0.009,-,,-,-0.01,-,-0.14,-,0.1,8.33
Success Res Global,SGU,0.015,-,0.013,0.025,-,-,-,0.015,0.015,0.06,0.003,-,,-,-,-,1.26,1.2,-,-
Superwoman Grp,SPG,0.009,-,0.001,0.009,600,0.009,0.009,0.01,0.009,0.02,0.007,-,,-,-,-,-0.39,-,-0.1,-10
Tabcorp Hldgs Ltd,TAH,7.03,-2,7.02,7.04,19911,7.07,7.00,7.09,6.87,7.70,6.32,60,f,1.44,-1.53,8.53,86.1,8.2,10.0,1.44
Tatts Grp Ltd,TTS,2.44,-,2.44,2.45,48619,2.46,2.43,2.47,2.43,2.87,2.19,21,f,1.04,-0.51,8.61,21.9,11.1,-1.0,-0.41
Transmetro Corp,TCO,0.70,-,0.46,-,-,-,-,0.70,0.70,0.80,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-
Viagold Capital,VIA,0.25,-,0.25,0.88,-,-,-,0.25,0.25,1.30,0.046,-,,-,0.36,-,3,8.3,-,-
Webjet Ltd,WEB,2.54,-1,2.53,2.54,871,2.56,2.54,2.58,2.50,2.70,1.047,8,f,1.52,0.41,3.15,12.2,20.8,2.0,0.79
Xiaoxiao Education,XXL,0.165,-,0.155,0.205,-,-,-,0.18,0.165,0.30,0.165,-,,-,-,-,-,-,-4.5,-21.43
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.20,-1,0.20,0.22,800,0.20,0.20,0.21,0.19,0.31,0.18,1,,-,0.07,5.00,-2.18,-,0.5,2.56
Amalgamated Hldgs,AHD,5.73,3,5.73,5.89,1556,5.80,5.71,5.80,5.67,6.24,3.73,35,f,1.96,4.65,6.11,68.5,8.4,3.0,0.53
APN News & Media,APN,2.27,-5,2.27,2.31,13696,2.32,2.27,2.38,2.27,2.61,1.129,4,f,4.17,-0.78,1.76,16.7,13.6,-3.0,-1.3
Aspermont Ltd,ASP,0.14,-,0.125,0.14,-,-,-,0.14,0.14,0.271,0.11,-,,-,-0.03,-,0.88,15.9,-,-
Austar United,AUN,1.20,0.5,1.19,1.20,35131,1.205,1.19,1.215,1.18,1.465,0.67,-,,-,-0.31,-,4.7,25.5,1.5,1.27
Austereo Grp Ltd,AEO,1.775,0.5,1.75,1.79,532,1.79,1.765,1.79,1.715,1.79,1.15,9.1,f,1.32,-0.57,5.13,11.98,14.8,1.5,0.85
Beyond Intl,BYI,0.74,-,0.72,0.90,-,-,-,0.74,0.74,0.78,0.50,6,,1.36,0.45,8.11,8.18,9.0,-,-
Brisbane Broncos,BBL,0.34,-,0.32,0.39,-,-,-,0.385,0.34,0.40,0.31,0.5,f,1.78,0.12,1.47,0.89,38.2,-4.5,-11.69
BSA Ltd,BSA,0.215,-1,0.215,0.23,2250,0.215,0.215,0.23,0.21,0.34,0.125,2,f,1.49,-0.01,9.30,2.99,7.2,-1.5,-6.52
Commstrat Ltd,COJ,0.005,-,0.004,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.06,8.3,-,-
Consolidated Media,CMJ,3.11,4,3.10,3.14,9049,3.13,3.08,3.17,3.07,3.44,1.965,16.5,f,3.48,0.88,5.31,57.44,5.4,-4.0,-1.27
Facilitate Digital,FAC,0.079,-,0.07,0.085,-,-,-,0.08,0.076,0.149,0.035,-,,-,0.01,-,0.29,27.2,0.4,5.33
Fairfax Media Ltd,FXJ,1.79,2,1.78,1.805,188187,1.805,1.77,1.81,1.745,1.885,0.985,1.1,,8.45,-0.31,0.61,9.3,19.2,-0.5,-0.28
Hyro Ltd,HYO,0.025,-,0.023,0.025,2000,0.025,0.025,0.025,0.02,0.044,0.017,-,,-,-,-,2.39,1.0,0.4,19.05
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-
IPGA Ltd,IPP,0.37,1.5,0.36,0.37,888,0.37,0.365,0.375,0.30,0.375,0.079,-,,-,-,-,-1.69,-,6.0,19.35
  def,IPPN,0.20,-,0.20,0.20,36,0.20,0.20,0.20,0.20,0.20,0.20,-,,-,-,-,-,-,-,-
Macq Radio,MRN,0.81,1,0.81,0.95,5,0.81,0.81,0.84,0.79,0.90,0.17,4,f,0.96,0.02,4.94,3.84,21.1,2.0,2.53
MCM Entertainment Gr,MEG,0.18,-,-,0.18,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.013,0.1,0.012,0.016,4450,0.013,0.012,0.013,0.012,0.25,0.009,-,,-,-,-,-2.68,-,0.4,44.44
Mitchell Comms,MCU,0.875,0.5,0.87,0.875,761,0.885,0.875,0.90,0.87,0.95,0.495,4.4,f,1.50,-,5.03,6.6,13.3,-2.5,-2.78
News Corp b voting,NWS,18.85,30,18.74,18.87,10797,18.88,18.73,18.99,18.47,18.99,11.63,5.14,,14.51,0.45,0.27,74.58,25.3,22.0,1.18
  a nonvote,NWSLV,15.99,29,15.65,15.99,577,16.02,15.65,16.04,15.65,16.13,10.30,12.87,,-,-,0.80,-,-,28.0,1.78
Oohmedia Grp Ltd,OOH,0.13,1,0.13,0.135,928,0.13,0.12,0.13,0.12,0.13,0.06,-,,-,-0.08,-,1.3,10.0,1.0,8.33
Pac Star Net,PNW,0.06,0.1,0.052,0.059,1685,0.06,0.059,0.06,0.05,0.06,0.025,-,,-,0.01,-,0.1,60.0,1.0,20
Photon Grp Ltd,PGA,1.125,-,1.12,1.125,1196,1.125,1.10,1.15,1.085,2.182,0.855,9.5,f,1.87,-1.43,8.44,17.72,6.3,4.0,3.69
Prime Media Grp,PRT,0.80,-3,0.76,0.83,27,0.80,0.80,0.84,0.80,0.86,0.45,2.2,f,-,-,2.75,-2.7,-,-3.0,-3.61
Q Ltd,QXQ,0.086,-,0.086,0.089,1060,0.088,0.086,0.088,0.086,0.236,0.056,-,,-,0.02,-,-237.1,-,0.4,4.88
REA Grp,REA,12.14,-1,12.14,12.24,966,12.36,12.06,12.60,11.96,12.60,4.17,10,,1.00,0.45,0.82,10.04,120.9,24.0,2.02
Resourc & En Grp,REZ,0.18,-,0.155,0.18,-,-,-,0.18,0.155,0.375,0.046,-,,-,0.07,-,-1.35,-,4.0,28.57
Seven Network   ,SEV,7.42,2,7.37,7.45,2465,7.42,7.37,7.61,7.37,8.09,5.03,34,f,7.60,9.70,4.58,258.43,2.9,-8.0,-1.07
Sky Net,SKT,3.90,-,3.93,4.22,12,-,-,4.08,3.90,4.15,3.05,11.39,,1.72,-0.47,2.92,19.63,19.9,-8.0,-2.01
Sthn Cross Media,SXL,2.25,2,2.20,2.25,3408,2.25,2.19,2.31,2.18,2.31,0.81,6.7,,-,-0.51,2.98,-36.65,-,7.0,3.21
STW Comms,SGN,0.835,-0.5,0.835,0.84,2835,0.84,0.83,0.845,0.83,0.95,0.44,3.5,f,2.09,0.15,4.19,7.32,11.4,0.5,0.6
Ten Network Hldgs,TEN,1.83,-1,1.825,1.84,43842,1.84,1.82,1.91,1.82,1.94,0.745,2,,2.31,-0.29,1.09,4.62,39.6,-6.5,-3.43
TPL Corp Ltd,TPL,0.023,0.2,0.022,0.023,26800,0.023,0.023,0.024,0.021,0.028,0.002,-,,-,-,-,-0.21,-,-,-
Two Way Ltd,TTV,0.04,-0.3,0.04,0.045,1000,0.043,0.04,0.043,0.04,0.078,0.016,-,,-,0.01,-,-3.44,-,-0.3,-6.98
Village Roadshow,VRL,2.45,-,2.45,2.48,57,2.48,2.45,2.48,2.23,2.48,0.77,3.75,,11.12,-1.97,1.53,41.69,5.9,3.0,1.24
  'a' pref,VRLPA,2.60,-,2.60,2.65,29,2.60,2.60,2.61,2.42,2.61,0.49,3.75,,-,-,1.44,-,-,17.0,7
WAG Ltd,WAG,0.009,-,0.008,0.009,-,-,-,0.009,0.009,0.011,0.003,-,,-,-,-,-0.01,-,-,-
West Aust News,WAN,7.99,2,7.93,8.00,3945,8.03,7.95,8.10,7.85,8.48,3.96,29,f,1.29,-,3.63,37.3,21.4,6.0,0.76
World Wide Ent Grp,WWG,0.09,-,0.085,0.09,4,0.09,0.09,0.09,0.09,0.20,0.055,-,,-,-,-,3.05,3.0,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.55,42,3.50,3.70,158,3.55,3.15,3.55,2.95,3.70,2.00,20,f,1.86,2.44,5.63,37.1,9.6,5.0,1.43
Adultshop Com,ASC,0.01,0.1,0.01,0.011,2010,0.01,0.01,0.01,0.009,0.015,0.004,-,,-,0.02,-,-0.19,-,-0.1,-9.09
  opt dec11,ASCO,0.004,-,0.002,0.004,-,-,-,0.004,0.004,0.005,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.046,-0.2,0.046,0.05,300,0.048,0.046,0.048,0.046,0.078,0.017,-,,-,-0.09,-,7.75,0.6,-0.2,-4.17
AP Eagers Ltd,APE,12.50,-,12.50,12.95,-,-,-,12.55,12.50,13.55,6.10,62,f,1.96,8.81,4.96,121.6,10.3,-5.0,-0.4
ARB Corp,ARP,5.65,15,5.62,5.65,750,5.65,5.47,5.65,5.40,5.78,2.693,17.5,f,2.31,1.22,3.10,40.44,14.0,21.0,3.86
Automotive Hldgs,AHE,2.65,-1,2.64,2.70,7009,2.67,2.60,2.70,2.53,2.74,1.05,17,f,1.66,0.75,6.42,28.14,9.4,5.0,1.92
Beyond Sportswear,BSI,0.018,-,0.018,0.02,-,-,-,0.018,0.018,0.045,0.007,-,,-,-0.01,-,-0.57,-,-,-
Breville Grp Ltd,BRG,2.06,10,2.00,2.11,283,2.06,2.04,2.06,1.96,2.45,0.605,7.5,,1.68,0.59,3.64,12.62,16.3,11.0,5.64
Cash Convert ord/div   ,CCV,0.565,-1,0.565,0.57,5696,0.575,0.565,0.58,0.565,0.71,0.37,3,f,2.32,0.23,5.31,6.97,8.1,-1.0,-1.74
Clive Peeters,CPR,0.26,-1,0.26,0.285,315,0.27,0.26,0.275,0.255,0.74,0.09,-,,-,0.27,-,-7.6,-,-2.5,-8.77
Country Road Ltd,CTY,3.65,-,3.66,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-
David Jones Ltd,DJS,4.70,1,4.69,4.71,27041,4.73,4.68,4.79,4.68,5.96,2.90,29,f,1.14,1.22,6.17,33,14.2,-2.0,-0.42
Fantastic Hldgs,FAN,3.58,-2,3.58,3.60,20,3.60,3.58,3.64,3.51,4.29,2.27,11.75,f,2.06,0.81,3.28,24.21,14.8,3.0,0.85
Harvey Norman,HVN,3.70,2,3.69,3.71,69869,3.74,3.69,3.74,3.67,4.85,2.65,13,f,1.98,2.10,3.51,25.78,14.4,5.0,1.37
Hire Intelligence,HII,0.14,-,0.12,0.25,-,-,-,0.14,0.14,0.20,0.13,1,,0.98,-,7.14,0.98,14.3,-,-
JB Hi-Fi Ltd,JBH,20.22,7,20.21,20.33,9489,20.38,20.20,20.56,20.10,23.71,12.00,62,f,1.67,1.71,3.07,103.42,19.6,-4.0,-0.2
Joyce Corp,JYC,0.39,-,0.37,0.40,-,-,-,0.39,0.39,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,-,-
Manaccom Corp Ltd,MNL,0.355,-,0.33,0.355,-,-,-,0.355,0.34,0.55,0.20,1.5,f,4.79,-,4.23,7.18,4.9,1.0,2.9
Myer Hldgs Ltd,MYR,3.35,-,3.33,3.36,87711,3.37,3.32,3.38,3.32,3.98,3.12,10.5,f,0.39,-0.21,3.13,4.1,81.7,3.0,0.9
Nick Scali Ltd,NCK,1.56,3,1.53,1.56,18,1.56,1.56,1.56,1.51,1.75,0.54,10.5,f,1.00,0.22,6.73,10.46,14.9,-3.0,-1.89
Noni B Ltd,NBL,1.42,-1,1.39,1.43,25,1.42,1.42,1.50,1.41,1.50,0.81,6,f,1.77,0.51,4.23,10.6,13.4,-2.0,-1.39
Orotongrp Ltd,ORL,6.91,5,6.91,6.99,110,7.00,6.90,7.06,6.78,7.21,2.656,44,f,1.25,0.74,6.37,54.92,12.6,12.0,1.77
Pac Brands,PBG,1.335,-3.5,1.33,1.35,113036,1.375,1.335,1.385,1.31,1.52,0.371,-,,-,-0.04,-,-7.6,-,2.5,1.91
Premier Invest,PMV,7.53,2,7.50,7.65,1145,7.60,7.50,7.61,7.45,8.934,3.871,36,f,1.38,2.19,4.78,49.85,15.1,-2.0,-0.26
Quickflix Ltd,QFX,0.062,-,0.063,0.078,-,-,-,0.077,0.062,0.09,0.032,-,,-,-,-,-1.64,-,-0.8,-11.43
RCG Corp Ltd,RCG,0.53,-,0.53,0.54,-,-,-,0.55,0.53,0.64,0.256,2.25,f,1.19,0.09,4.25,2.67,19.9,-2.0,-3.64
Ruralco Hldgs,RHL,2.78,5,2.75,2.85,3,2.78,2.78,2.82,2.73,3.00,1.72,12,f,1.33,1.76,4.32,15.97,17.4,7.0,2.58
Specialty Fashion,SFH,1.51,1.5,1.46,1.51,3542,1.51,1.47,1.52,1.45,1.65,0.36,4,f,4.45,0.25,2.65,17.8,8.5,0.5,0.33
Super Cheap Auto ,SUL,5.14,6,5.10,5.14,537,5.19,5.10,5.19,4.97,5.95,2.50,20,f,1.60,0.74,3.89,31.9,16.1,-1.0,-0.19
The Reject Shop,TRS,16.63,-12,16.57,16.86,523,16.75,16.55,17.05,16.51,17.39,10.50,62,f,1.39,2.17,3.73,86.4,19.2,30.0,1.84
Thorn Grp Ltd,TGA,1.095,-0.5,1.085,1.10,7864,1.11,1.085,1.13,1.065,1.28,0.52,5.47,f,2.46,0.47,5.00,13.43,8.2,1.0,0.92
TVN Corp Ltd,TVN,0.008,-,0.007,0.008,-,-,-,0.008,0.008,0.013,0.002,-,,-,-,-,-0.14,-,-,-
Vita Grp Ltd,VTG,0.285,-,0.285,0.29,-,-,-,0.285,0.285,0.345,0.081,-,,-,-0.05,-,6.56,4.3,-,-
Warehouse Grp,WHS,2.90,5,2.87,2.90,50,2.90,2.90,2.97,2.85,3.694,2.561,17.83,,1.22,0.83,6.15,21.82,13.3,-7.0,-2.36
Wotif Com Hldgs,WTF,7.69,9,7.64,7.71,6403,7.71,7.52,7.71,7.34,7.87,3.66,20,f,1.21,-0.06,2.60,24.23,31.7,44.0,6.07
SECTOR: Consumer Staple,,,,,,,,,,,,,,,,,,,,,
