Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4646.9 at 16:47 30/10/2009  Report at 19:05 Friday 30/10/2009. Processed 22:28 Friday 30/10/2009.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobile & Components,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.03,-0.1,0.029,0.032,1450,0.032,0.03,0.034,0.029,0.038,0.005,-,,-,0.01,-,-0.36,-,-,-,
Advanced Engine,ACE,0.068,0.4,0.068,0.07,600,0.068,0.068,0.074,0.062,0.13,0.031,-,,-,-0.04,-,-1.9,-,-0.7,-9.33,
Auto Tech Ltd,ATJ,0.063,-,0.046,0.063,-,-,-,0.063,0.05,0.179,0.028,-,,-,0.01,-,-5.55,-,0.3,5,
Berklee Ltd,BER,0.53,1,0.515,0.53,610,0.53,0.52,0.545,0.505,0.62,0.25,-,f,-,0.89,-,13,4.1,-2.0,-3.64,
Coventry Grp,CYG,1.70,-,1.66,1.80,90,1.70,1.70,1.76,1.70,2.02,0.60,5,f,-,3.30,2.94,-3.6,-,-17.0,-9.09,
Datadot Tech,DDT,0.051,0.4,0.05,0.051,24154,0.051,0.048,0.058,0.045,0.105,0.011,-,,-,0.01,-,-6.22,-,-0.5,-8.93,
Fleetwood Corp,FWD,7.57,7,7.55,7.58,1551,7.75,7.50,7.85,7.35,8.86,3.27,66,f,1.04,2.63,8.72,68.7,11.0,-34.0,-4.3,
Orbital Corp Ltd,OEC,0.068,0.8,0.065,0.068,4350,0.068,0.063,0.068,0.057,0.115,0.03,-,,-,0.03,-,-0.51,-,1.3,23.64,
Schaffer Corp Ltd,SFC,6.43,-17,6.43,6.50,9,6.55,6.43,6.65,6.43,6.65,3.90,45,f,1.65,3.62,7.00,74.1,8.7,-22.0,-3.31
Supply Net,SNL,0.37,-,0.345,0.37,-,-,-,0.37,0.36,0.38,0.25,3,f,2.05,0.44,8.11,6.15,6.0,1.5,4.23
INDUSTRY GROUP: Consumer Durables & Apparel,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.05,-,0.05,0.051,-,-,-,0.056,0.05,0.085,0.038,-,,-,0.22,-,2,2.5,-0.6,-10.71
Atlantic Ltd,ATI,0.04,0.4,0.04,0.041,198386,0.042,0.037,0.042,0.035,0.044,0.005,-,,-,0.01,-,-0.11,-,0.2,5.26
  opt dec11,ATIO,0.03,0.5,0.03,0.032,63677,0.033,0.027,0.033,0.025,0.033,0.003,-,,-,-,-,-,-,0.2,7.14
Atlas Southsea Pearl,ATP,0.12,0.5,0.115,0.13,627,0.12,0.12,0.125,0.115,0.32,0.075,2,,-,0.20,16.67,-4.39,-,-0.5,-4
AVJennings,AVJ,0.53,0.5,0.515,0.565,3320,0.53,0.53,0.63,0.525,0.63,0.16,2,,-,1.04,3.77,-4.68,-,-3.0,-5.36
Billabong Intl,BBG,10.40,16,10.15,10.49,17869,10.65,10.13,11.23,10.08,12.269,5.815,45,p,1.54,0.70,4.33,69.2,15.0,-105.0,-9.17
BKM Management,BKM,0.008,-,0.008,0.01,2100,0.008,0.008,0.01,0.008,0.01,0.003,-,,-,-,-,-0.25,-,-0.2,-20
Fisher & Paykel App,FPA,0.515,0.5,0.50,0.515,5445,0.53,0.51,0.53,0.49,0.891,0.207,3.87,,-,0.01,7.51,-27.37,-,-0.5,-0.96
Funtastic Ltd,FUN,0.235,-,0.23,0.235,3365,0.24,0.23,0.28,0.23,0.30,0.105,-,,-,0.05,-,-49.5,-,-4.5,-16.07
Gale Pacific Ltd,GAP,0.15,-,0.15,0.17,-,-,-,0.16,0.15,0.17,0.035,-,,-,0.24,-,-6.75,-,-1.0,-6.25
Gazal Corp,GZL,1.37,7,1.31,1.37,5,1.37,1.37,1.37,1.29,1.49,0.85,8,f,1.41,0.60,5.84,11.3,12.1,-,-
GLG Corp Ltd,GLE,0.28,-,0.28,0.35,77,0.28,0.28,0.28,0.26,0.32,0.13,-,,-,0.45,-,3.55,7.9,2.0,7.69
Globe Intl,GLB,0.50,-,0.37,0.47,944,-,-,0.50,0.44,0.50,0.125,-,,-,0.70,-,-21.39,-,5.0,11.11
GUD Hldgs,GUD,8.66,-27,8.62,9.30,986,8.95,8.54,9.60,8.54,9.67,3.30,60,f,1.00,0.66,6.93,60,14.4,-96.0,-9.98
Headline Grp Ltd,HLD,0.14,-,0.135,0.15,450,0.14,0.14,0.15,0.14,0.16,0.08,-,,-,0.12,-,-1.31,-,-1.5,-9.68
Island Sky Aust,ISK,0.18,-,0.175,0.195,145,0.195,0.175,0.20,0.175,0.42,0.135,-,,-,0.08,-,0.63,28.6,-2.0,-10
Kresta Hldgs,KRS,0.20,1,0.19,0.20,30,0.20,0.20,0.20,0.19,0.225,0.08,1,f,2.68,0.16,5.00,2.68,7.5,0.5,2.56
McPherson's Ltd,MCP,2.93,14,2.90,2.93,1481,2.93,2.82,3.09,2.72,3.09,0.27,13,,2.32,-0.52,4.44,30.2,9.7,8.0,2.81
Merchant House,MHI,0.14,-,0.14,0.155,632,0.14,0.14,0.145,0.14,0.16,0.08,1,,3.04,0.30,7.14,3.04,4.6,-0.5,-3.45
Mesbon China Nylon,MES,0.10,-,0.097,0.115,-,-,-,0.11,0.096,0.14,0.04,2,,-,0.32,20.00,-1.3,-,-1.0,-9.09
Photo-Me Aust,PTO,0.012,-,0.012,0.013,-,-,-,0.016,0.01,0.045,0.006,-,,-,-0.02,-,-2.5,-,0.2,20
  opt jul11,PTOO,0.001,-,-,0.003,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.195,-2,0.195,0.215,5702,0.22,0.19,0.255,0.19,0.42,0.075,-,,-,0.02,-,2.97,6.6,-2.5,-11.36
Shenhua Ltd,SHU,0.54,-,-,0.535,-,-,-,0.53,0.53,0.55,0.48,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.38,8,2.30,2.38,787,2.39,2.32,2.39,2.30,2.69,1.393,21,f,1.16,1.06,8.82,24.35,9.8,-,-
Thomas Bryson Int,TBI,0.35,-,0.155,0.38,-,-,-,0.51,0.35,0.57,0.35,-,,-,-,-,-,-,-16.0,-31.37
Treyo Leisure,TYO,0.30,-,0.23,0.30,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.10,-,0.092,0.10,-,-,-,0.10,0.10,0.25,0.07,3.5,,-,0.33,35.00,-6.18,-,-,-
Undercoverwear,UCW,0.26,-,0.26,0.32,4202,0.26,0.26,0.28,0.26,0.39,0.16,2,f,-,0.10,7.69,-4.72,-,-,-
Vmoto Ltd,VMT,0.18,-,0.175,0.18,5905,0.185,0.17,0.195,0.15,0.215,0.03,-,,-,0.01,-,-1.27,-,-2.0,-10
Waterco Ltd,WAT,0.96,-,0.965,0.995,-,0.96,0.96,0.995,0.96,1.00,0.48,5,f,1.60,1.36,5.21,8,12.0,-2.0,-2.04
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.165,-0.5,0.165,0.17,222,0.165,0.165,0.18,0.16,0.22,0.04,-,,-,0.02,-,-4.45,-,-0.5,-2.94
Aircruising Aust,AIG,0.11,-,0.11,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.14,-,-,-,-,-,-,0.14,0.14,0.325,0.10,0.5,f,5.60,0.05,3.57,2.8,5.0,-,-
  opt dec10,ABQO,0.005,-,-,-,-,-,-,0.005,0.005,0.08,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.52,17,4.45,4.54,32158,4.57,4.35,4.86,4.29,5.75,3.16,14.5,f,-,0.35,3.21,-0.2,-,-39.0,-7.94
Artist & Entertain,AEM,0.018,0.3,0.015,0.018,10000,0.018,0.018,0.018,0.014,0.025,0.003,-,,-,-,-,2.83,0.6,0.2,12.5
Capital Intelligence,CPT,0.025,-,0.02,0.025,320,0.025,0.025,0.025,0.02,0.06,0.003,-,,-,-,-,0.09,27.8,0.5,25
Centrebet Internat,CIL,1.12,1,1.10,1.15,220,1.13,1.12,1.175,1.10,1.39,0.86,9.5,,1.00,0.08,8.48,9.5,11.8,-,-
Crown Ltd,CWN,8.25,15,8.23,8.33,21155,8.32,8.12,8.65,7.90,9.39,4.18,37,p,-,3.42,4.48,-166.89,-,-35.0,-4.07
Cypress Lakes Grp,CLK,0.006,-,0.006,0.007,-,-,-,0.006,0.006,0.03,0.006,-,,-,-,-,-2.3,-,-,-
Domino Pizza Enterpr,DMP,4.60,-,4.60,4.62,1289,4.60,4.32,4.66,4.32,4.72,2.55,12.4,f,1.82,0.69,2.70,22.6,20.4,-5.0,-1.08
Early Learning Serv,ELY,0.135,1.5,0.135,0.21,570,0.135,0.135,0.135,0.12,0.16,0.07,-,,-,-,-,-25.22,-,1.0,8
eBet Ltd,EBT,0.085,0.5,0.076,0.085,350,0.085,0.085,0.086,0.075,0.105,0.024,-,,-,-0.01,-,0.7,12.1,0.5,6.25
Empowernet Int,ENI,0.015,-,0.012,0.02,-,-,-,0.015,0.015,0.05,0.006,-,,-,-,-,-0.3,-,-,-
Enerji Ltd,ERJ,0.195,1,0.19,0.195,10037,0.20,0.19,0.225,0.17,0.24,0.004,-,,-,-,-,-3.71,-,-3.0,-13.33
Eumundi Grp Ltd,EBG,0.075,-,0.068,0.09,-,-,-,0.075,0.075,0.15,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,17.00,-1,16.95,17.30,4283,17.47,16.75,17.47,15.85,17.47,3.39,9,,4.26,1.92,0.53,38.3,44.4,109.0,6.85
Garratt's Ltd,GRT,0.53,-,0.48,0.50,-,-,-,0.53,0.50,0.53,0.22,3,,1.43,0.13,5.66,4.3,12.3,3.0,6
Integrated Legal,IAW,0.13,-,0.13,0.14,-,-,-,0.13,0.125,0.18,0.125,2.2,,0.40,0.05,16.92,0.89,14.6,0.5,4
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.90,6,5.81,5.94,3834,5.96,5.72,6.03,5.72,6.48,4.48,24.5,f,1.22,0.35,4.15,29.9,19.7,-8.0,-1.34
Jetset Travelworld,JET,1.32,-,1.33,1.44,-,-,-,1.44,1.32,1.47,0.55,7,f,1.06,0.10,5.30,7.39,17.9,-3.0,-2.22
Kip McGrath Edu Cntr,KME,0.375,-0.5,0.21,0.395,1314,0.375,0.30,0.38,0.30,0.45,0.105,2,f,8.50,-0.09,5.33,17,2.2,3.5,10.29
Macro Corp Ltd,MAC,0.029,-,0.018,0.025,-,-,-,0.029,0.029,0.04,0.028,-,,-,0.07,-,-0.37,-,-,-
National Leisure,NLG,0.028,-0.1,0.027,0.03,3287,0.03,0.027,0.03,0.025,0.03,0.005,-,,-,-0.30,-,0.08,35.0,0.2,7.69
Navitas Ltd,NVT,3.71,-4,3.70,3.75,3755,3.81,3.69,3.86,3.55,3.88,2.01,14.3,f,1.00,-0.23,3.85,14.3,25.9,-1.0,-0.27
Newhaven Hotels,NHH,1.88,-,1.88,2.49,-,-,-,1.88,1.88,2.35,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.40,-,0.26,0.39,-,-,-,0.385,0.385,0.40,0.24,1.5,f,0.89,0.41,3.75,1.33,30.1,1.5,3.9
Odyssey Gaming,ODG,0.035,-,0.025,0.07,-,-,-,0.035,0.035,0.059,0.017,-,,-,0.06,-,0.24,14.6,-,-
Planet Platinum,PPN,0.25,-,0.18,0.225,-,-,-,0.25,0.25,0.30,0.08,2.06,f,0.97,0.20,8.24,2,12.5,-,-
Qld Trustees Invest,QTI,0.44,-,0.44,0.60,-,-,-,0.44,0.44,0.475,0.37,-,,-,0.79,-,1.3,33.8,-,-
Reef Casino Tr unt,RCT,2.00,-2,2.00,2.15,1,2.00,2.00,2.15,2.00,2.20,1.65,24.5,,0.04,2.64,12.25,1.1,181.8,-15.0,-6.98
Retail Food Grp,RFG,2.62,2,2.58,2.63,1956,2.66,2.52,2.74,2.52,2.90,0.80,9.25,f,2.56,-0.86,3.53,23.7,11.1,-6.0,-2.24
Sino Strategic Intl,SSI,0.66,-,0.65,0.655,-,-,-,0.71,0.65,0.92,0.33,-,,-,-0.04,-,-70,-,-5.0,-7.04
Sky City Entertain,SKC,2.76,7,2.76,2.85,455,2.84,2.70,2.84,2.69,2.89,1.90,5.44,,3.46,0.47,1.97,18.83,14.7,-,-
Slater & Gordon,SGH,1.57,-,1.55,1.625,199,1.57,1.55,1.60,1.55,1.82,1.27,4.25,f,3.74,0.80,2.71,15.9,9.9,-3.0,-1.88
Tabcorp Hldgs Ltd,TAH,7.15,-1,7.14,7.25,41410,7.28,7.12,7.52,7.10,7.70,6.05,65,f,1.43,-0.02,9.09,93.2,7.7,-25.0,-3.38
Tatts Grp Ltd,TTS,2.48,1,2.48,2.49,53500,2.49,2.46,2.53,2.45,2.97,2.30,21,f,1.04,-0.56,8.47,21.9,11.3,-5.0,-1.98
Transmetro Corp,TCO,0.70,-,0.55,-,-,-,-,0.70,0.67,0.87,0.67,3,f,3.97,1.17,4.29,11.9,5.9,3.0,4.48
Viagold Capital,VIA,0.07,-,0.07,-,-,-,-,0.07,0.05,1.30,0.046,-,,-,0.16,-,-70,-,2.0,40
Webjet Ltd,WEB,1.88,-3.5,1.88,1.90,1422,1.965,1.88,2.00,1.715,2.00,0.853,5.5,f,1.86,0.38,2.93,10.24,18.4,16.0,9.3
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.305,2.5,0.28,0.31,300,0.305,0.305,0.305,0.28,0.345,0.165,1,,0.45,0.08,3.28,0.45,67.8,2.5,8.93
Amalgamated Hldgs,AHD,5.97,-3,5.85,6.10,705,6.09,5.95,6.20,5.84,6.20,3.81,32,f,1.67,4.48,5.36,53.5,11.2,12.0,2.05
APN News & Media,APN,2.26,-1,2.25,2.30,20814,2.40,2.14,2.49,2.14,3.125,0.866,12,,-,-1.23,5.31,-13.1,-,-23.0,-9.24
Aspermont Ltd,ASP,0.15,-3,0.155,0.28,1000,0.15,0.15,0.18,0.15,0.296,0.148,0.13,,-,-0.06,0.87,-0.22,-,-2.0,-11.76
Austar United,AUN,1.31,3,1.30,1.34,18115,1.35,1.305,1.37,1.26,1.39,0.60,-,,-,-0.33,-,-2.4,-,-4.0,-2.96
Austereo Grp Ltd,AEO,1.49,-,1.44,1.515,5974,1.515,1.445,1.53,1.44,1.74,1.02,9.1,f,1.32,-0.01,6.11,11.98,12.4,-6.0,-3.87
Beyond Intl,BYI,0.66,-,0.57,0.66,-,-,-,0.66,0.66,0.66,0.50,5,,1.46,0.42,7.58,7.28,9.1,-,-
Brisbane Broncos,BBL,0.32,-,0.32,0.40,-,-,-,0.32,0.32,0.40,0.21,-,,-,0.12,-,1.42,22.5,-,-
BSA Ltd,BSA,0.25,-,0.25,0.26,2124,0.25,0.25,0.26,0.245,0.27,0.091,2,f,2.00,0.03,8.00,4.01,6.2,-1.0,-3.85
Commstrat Ltd,COJ,0.006,-,0.004,0.01,-,-,-,0.006,0.005,0.008,0.003,-,,-,-,-,0.02,30.0,0.1,20
Consolidated Media,CMJ,3.05,3,3.04,3.08,12412,3.06,3.02,3.08,3.00,3.44,1.71,16.5,,3.75,0.66,5.41,61.91,4.9,-5.0,-1.61
Facilitate Digital,FAC,0.068,-,0.061,0.13,100,0.068,0.068,0.08,0.06,0.15,0.01,-,,-,0.01,-,-7.71,-,-1.2,-15
Fairfax Media Ltd,FXJ,1.61,3,1.605,1.625,224718,1.66,1.605,1.76,1.575,1.938,0.795,2,,-,-0.37,1.24,-21.6,-,-17.0,-9.55
Hyro Ltd,HYO,0.035,0.4,0.032,0.034,5000,0.035,0.035,0.036,0.031,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.1,-2.78
Infochoice Ltd,ICH,0.485,-,-,0.475,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.10,-,0.07,0.13,-,-,-,0.10,0.10,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Media stpld,MMG,1.85,-65,1.80,1.88,16745,2.04,1.53,2.55,1.53,2.55,0.51,7.7,,-,-2.66,4.16,-40.3,-,-68.0,-26.88
Macq Radio,MRN,0.51,-4,0.50,0.55,100,0.51,0.51,0.55,0.51,0.55,0.17,1.5,,0.03,-0.03,2.94,0.04,1275.0,1.0,2
MCM Entertainment Gr,MEG,0.165,-,0.165,0.17,-,-,-,0.17,0.165,0.20,0.06,-,,-,0.03,-,0.03,550.0,1.5,10
