Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4651.4 at 16:47 11/12/2009  Report at 19:05 Friday 11/12/2009. Processed 08:13 Sunday 13/12/2009.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Aurora Buy-Write ord ,ABW,1.215,-,1.20,1.21,-,-,-,7.35,1.21,7.35,0.867,43,,-,7.25,35.39,-57.97,-,-1.0,-0.84
Aurora Global Tr unt,AIB,1.13,-,1.13,1.20,-,-,-,7.50,1.13,7.50,0.977,106,,-,8.07,93.81,-13.91,-,-,-
Aurora Sandringham ,AOD,1.10,-1,1.105,1.11,1048,1.10,1.10,1.11,1.10,1.23,1.055,5,f,-,1.08,4.55,-6.57,-,-1.0,-0.9
Aust Ethical,AEF,30.98,-202,29.00,31.50,2,31.01,30.98,33.00,30.98,37.00,17.00,147,f,0.83,8.53,4.74,121.6,25.5,-249.0,-7.44
Aust Foundation,AFI,5.17,3,5.13,5.17,3004,5.17,5.11,5.24,5.10,5.35,3.45,21,f,0.51,4.77,4.06,10.61,48.7,3.0,0.58
Aust Leaders,ALF,1.18,-,1.18,1.185,499,1.195,1.18,1.195,1.18,1.265,0.55,5,f,2.37,1.55,4.24,11.85,10.0,-1.0,-0.84
  opt nov10,ALFO,0.05,-0.3,0.05,0.055,1275,0.05,0.05,0.053,0.048,0.10,0.045,-,,-,-,-,-,-,-0.1,-1.96
Aust United Invest,AUI,7.20,10,7.20,7.34,-,7.20,7.20,7.20,7.05,7.90,4.25,25,f,0.56,7.19,3.47,14,51.4,15.0,2.13
Austock Grp Ltd,ACK,0.30,-,0.30,0.325,870,0.30,0.30,0.31,0.30,0.35,0.15,1,,-,0.19,3.33,-17.6,-,-,-
BBX Hldgs,BBX,0.02,-,-,0.03,-,-,-,0.02,0.02,0.02,0.01,-,,-,0.01,-,-12.17,-,-,-
Belmont Hldgs,BET,1.155,-,1.15,-,-,-,-,1.155,1.155,1.99,1.10,12.5,,0.02,1.77,10.82,0.19,607.9,-,-
Bentley Capital,BEL,0.28,-0.5,0.28,0.29,101,0.28,0.28,0.285,0.28,0.329,0.194,-,f,-,0.43,-,-1.46,-,-0.5,-1.75
Bisan Ltd,BSN,0.05,-,0.04,0.06,-,-,-,0.05,0.05,0.06,0.02,-,,-,0.06,-,-2.82,-,1.0,25
BKI Invest Ltd,BKI,1.265,-0.5,1.265,1.275,1250,1.27,1.245,1.27,1.225,1.33,0.79,6,f,1.06,1.39,4.74,6.34,20.0,-0.5,-0.39
Blue Capital Ltd,BIV,0.014,-,0.015,0.019,-,-,-,0.014,0.013,0.196,0.013,-,,-,0.03,-,-0.79,-,0.1,7.69
Cadence Capital,CDM,0.805,0.5,0.80,0.805,125,0.805,0.805,0.805,0.80,0.88,0.43,2,f,-,1.11,2.48,-13.8,-,0.5,0.63
Carlton Invest,CIN,18.10,9,18.01,18.10,5,18.10,18.10,18.10,18.01,18.95,12.00,67,f,0.91,20.88,3.70,61,29.7,-,-
  7% cum pf,CINPA,2.11,-,2.11,-,-,-,-,2.11,2.11,2.11,2.11,14,,-,-,6.64,-,-,-,-
Centrepoint Alliance,CAF,0.165,-0.5,0.165,0.185,74,0.165,0.165,0.17,0.165,0.22,0.12,-,,-,0.21,-,-32.59,-,-0.5,-2.94
Century Aust,CYA,0.85,-,0.845,0.87,1068,0.855,0.85,0.87,0.84,0.91,0.56,4.5,,-,1.02,5.29,-14.26,-,-1.0,-1.16
Challenger FSG Ltd,CGF,4.05,1,4.03,4.08,20114,4.13,3.99,4.23,3.99,4.38,0.865,12.5,,-,1.81,3.09,-16.2,-,-13.0,-3.11
Chapmans Ltd,CHP,0.014,-,0.016,0.022,-,-,-,0.014,0.014,0.026,0.011,-,,-,0.02,-,-1.7,-,-,-
Charter Pacific,CHF,0.061,-0.2,0.061,0.063,1080,0.063,0.061,0.063,0.061,0.076,0.04,-,,-,0.12,-,-9.1,-,-0.2,-3.17
  opt feb11,CHFO,0.003,-,0.003,0.009,-,-,-,0.003,0.003,0.013,0.003,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.08,-,0.08,0.092,-,-,-,0.085,0.075,0.115,0.02,-,,-,0.05,-,-19.36,-,-0.5,-5.88
Choiseul Investments   ,CHO,5.00,-4,5.00,5.04,112,5.01,5.00,5.05,5.00,5.20,3.53,22,f,0.99,5.27,4.40,21.7,23.0,-3.0,-0.6
Clime Capital,CAM,1.07,-0.5,1.07,1.075,50,1.07,1.07,1.08,1.07,1.145,0.55,2,f,0.92,1.37,1.87,1.84,58.2,-1.0,-0.93
Clime Invest,CIW,0.44,1.5,0.41,0.44,1456,0.44,0.425,0.44,0.425,0.46,0.166,0.35,f,-,0.40,0.80,-5.8,-,-,-
Contango Capital,CCQ,0.80,-,0.80,0.82,60,0.80,0.80,0.80,0.785,1.55,0.514,2,,-,1.67,2.50,-25.39,-,-,-
Contango Microcap,CTN,1.065,1.5,1.055,1.07,865,1.065,1.05,1.065,1.01,1.19,0.47,4,,-,1.50,3.76,-43.1,-,3.5,3.4
Count Financial,COU,1.33,-,1.31,1.33,407,1.33,1.30,1.37,1.30,1.60,0.73,7,f,1.09,0.18,5.26,7.6,17.5,-3.0,-2.21
CS GP100 Aust Tr unt,CSJ,0.97,-,0.98,1.01,-,-,-,0.97,0.97,1.05,0.925,2.35,p,-,0.96,2.42,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.90,-,0.90,0.915,-,-,-,0.90,0.90,0.98,0.87,2.66,,-,0.89,2.96,-8.24,-,-1.5,-1.64
Diversa Ltd,DVA,0.15,4,0.15,0.18,408,0.15,0.12,0.15,0.11,0.19,0.008,-,,-,0.05,-,-4.9,-,4.0,36.36
Diversified United,DUI,3.10,-2,3.10,3.17,275,3.16,3.10,3.17,3.10,3.22,1.945,13,f,-,3.17,4.19,-2.5,-,-6.0,-1.9
Djerriwarrh Invest,DJW,4.35,-2,4.35,4.40,681,4.42,4.35,4.50,4.35,4.55,2.95,26,f,-,3.87,5.98,-6.85,-,-9.0,-2.03
DKN Financial Grp,DKN,0.625,-,0.62,0.66,-,-,-,0.64,0.625,0.78,0.30,2,f,-,0.07,3.20,-8.28,-,-1.0,-1.57
Emerging Leaders,ELI,0.925,2.5,0.89,0.925,125,0.925,0.89,0.925,0.89,0.965,0.45,3.75,,-,1.08,4.05,-17.75,-,2.5,2.78
Energy Ventures,EVE,0.056,-0.2,0.05,0.055,500,0.056,0.056,0.061,0.056,0.095,0.007,-,,-,0.08,-,-1.6,-,-0.5,-8.2
Equities & Freehldgss,EQF,0.28,-,0.26,-,-,-,-,0.28,0.25,0.30,0.02,-,,-,0.37,-,-26.4,-,-1.0,-3.45
  def,EQFN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Everest Financial,EFG,0.052,-0.3,0.052,0.056,1600,0.054,0.052,0.063,0.052,0.091,0.048,-,,-,0.09,-,-69.97,-,-1.1,-17.46
Fat Prophets,FAT,0.915,-,0.915,0.92,250,0.915,0.915,0.915,0.90,0.945,0.525,2.75,,-,1.15,3.01,-7.2,-,1.5,1.67
Fiducian Portfolio,FPS,1.47,-4,1.30,1.50,50,1.47,1.47,1.52,1.47,1.75,0.912,6.75,f,1.49,0.31,4.59,10.09,14.6,-8.0,-5.16
Fox Invest Ltd,FXI,0.58,-,0.58,0.62,-,-,-,0.595,0.58,0.67,0.425,-,,-,0.66,-,-39,-,-1.0,-1.69
FSA Grp Ltd,FSA,0.38,-,0.38,0.39,637,0.395,0.38,0.395,0.38,0.465,0.175,-,,-,0.24,-,7.66,5.0,0.5,1.33
Global Masters Fund,GFL,0.69,-,0.69,0.76,-,-,-,0.69,0.69,0.88,0.60,-,,-,0.88,-,-0.52,-,-,-
Global Min,GMI,1.16,-1,1.16,1.17,1617,1.195,1.16,1.20,1.16,1.23,0.655,6,,-,1.22,5.17,-34.05,-,-5.0,-4.13
Global Resource,GRF,1.64,-,1.64,1.66,100,1.64,1.64,1.64,1.64,1.66,1.60,-,,-,-,-,-,-,-,-
Grandbridge Ltd,GBA,0.12,-,0.12,0.15,50,0.12,0.12,0.125,0.12,0.23,0.02,-,,-,0.09,-,-0.39,-,-0.5,-4
Hastings High Yld unt,HHY,1.30,-,1.28,1.30,1632,1.32,1.27,1.33,1.26,1.43,0.85,17.01,,0.73,1.83,13.08,12.4,10.5,-1.0,-0.76
HFA Accelerator Plus,HAP,0.295,-,0.285,0.295,-,-,-,0.295,0.285,0.33,0.068,1.5,,-,0.45,5.08,-79.25,-,-,-
Hillcrest Litigat,HLS,0.084,-,0.06,0.085,-,-,-,0.085,0.084,0.11,0.052,-,,-,0.09,-,2.59,3.2,0.1,1.2
Hunter Hall Global,HHV,0.82,0.5,0.815,0.825,1252,0.825,0.815,0.83,0.805,0.855,0.48,-,,-,1.02,-,-17.56,-,0.5,0.61
Hyperion Flagship,HIP,1.40,-,1.40,1.41,-,-,-,1.40,1.40,1.50,1.00,8.5,f,-,1.50,6.07,-2.42,-,-,-
IFC Capital Ltd,IFC,0.07,-,0.066,0.10,-,-,-,0.07,0.07,0.10,0.02,-,,-,0.10,-,-10.9,-,-,-
IMF (Aust) Ltd,IMF,1.84,7.5,1.81,1.84,1918,1.855,1.77,1.855,1.72,1.98,0.76,15,f,1.16,0.27,8.15,17.35,10.6,7.5,4.25
India Equities Fund,INE,0.485,1,0.48,0.49,1312,0.485,0.465,0.49,0.465,0.597,0.222,-,,-,0.67,-,-16.95,-,-,-
  opt aug10,INEO,0.115,-,0.115,0.125,-,-,-,0.12,0.11,0.18,0.085,-,,-,-,-,-,-,-0.5,-4.17
ING Private Equity,IPE,0.29,0.5,0.285,0.29,697,0.29,0.28,0.295,0.28,0.397,0.154,5.4,,-,0.46,18.62,-20.18,-,-0.5,-1.69
Integrated Res,IRG,0.013,-0.1,0.013,0.016,10000,0.014,0.013,0.015,0.013,0.029,0.002,-,,-,-,-,-0.17,-,-0.2,-13.33
Investorfirst Ltd,INQ,0.125,0.5,0.11,0.13,1780,0.125,0.11,0.13,0.11,0.15,0.05,-,,-,0.04,-,-1.23,-,-0.5,-3.85
Ipernica Ltd,IPR,0.145,-0.5,0.145,0.15,500,0.145,0.145,0.16,0.135,0.18,0.043,1,,-,0.05,6.90,-1.56,-,-1.5,-9.38
Ironbark Capital,IBC,0.45,-1,0.45,0.46,1880,0.455,0.45,0.47,0.45,0.50,0.35,2.5,f,-,0.54,5.56,-2.5,-,-1.5,-3.23
K2 Asset Mgmt,KAM,0.79,1.5,0.775,0.78,48,0.79,0.79,0.82,0.765,0.82,0.10,-,,-,0.03,-,0.96,82.3,2.0,2.6
Katana Capital,KAT,0.76,-,0.765,0.795,-,-,-,0.76,0.73,0.80,0.35,0.5,f,-,0.98,0.66,-18.53,-,3.0,4.11
Keybridge Capital,KBC,0.098,-0.2,0.095,0.098,3163,0.099,0.098,0.105,0.085,0.24,0.063,7.6,,-,0.62,77.55,-75.05,-,1.3,15.29
London City Equities,LCE,0.44,-,0.36,0.46,-,-,-,0.44,0.44,0.51,0.39,1,f,1.08,0.54,2.27,1.08,40.7,-,-
Luminus Systems,LSL,0.012,-,0.012,0.05,-,-,-,0.012,0.012,0.03,0.005,-,,-,-,-,-39.79,-,-,-
Macq Winton ord unt,MWG,1.25,-,1.25,1.27,-,-,-,1.25,1.21,1.26,1.07,-,,-,1.24,-,-4.23,-,1.0,0.81
Magellan Fin Grp,MFG,0.775,-0.5,0.775,0.785,127,0.78,0.775,0.79,0.775,0.90,0.32,-,,-,0.66,-,-8.5,-,-1.0,-1.27
  opt jun11,MFGOB,0.105,-,0.03,-,-,-,-,0.105,0.105,0.105,0.105,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.047,-,0.057,-,-,-,-,0.047,0.047,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.61,-1,0.605,0.61,396,0.62,0.61,0.625,0.61,0.625,0.40,-,,-,0.69,-,-3.96,-,-1.5,-2.4
MAX Tr unt,MXQ,0.074,-,0.06,0.074,1000,0.074,0.069,0.074,0.065,0.09,0.002,1.86,,-,0.22,25.14,-45.1,-,0.3,4.23
Milton Corp,MLT,17.75,3,17.60,17.75,208,17.75,17.62,17.99,17.60,18.18,12.00,78,f,0.74,17.91,4.39,57.7,30.8,-24.0,-1.33
Mirrabooka Invest,MIR,2.00,5,2.00,2.04,1442,2.00,1.815,2.03,1.815,2.15,1.14,10,f,-,1.82,5.00,-5.44,-,-3.0,-1.48
MMC Contrarian,MMA,0.45,-,0.45,0.455,773,0.45,0.45,0.45,0.43,0.505,0.34,-,,-,5.68,-,-2.7,-,1.0,2.27
Money3 Corp,MNY,0.45,-,0.45,-,-,-,-,0.45,0.45,0.45,0.30,3.3,f,1.06,0.28,7.33,3.51,12.8,-,-
Multi Channel,MUT,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.025,0.001,-,,-,-0.07,-,-43.28,-,-,-
Murchison Hldgs,MCH,0.625,-,0.55,0.70,-,-,-,0.69,0.62,1.05,0.52,-,,-,1.34,-,9.67,6.5,-6.5,-9.42
  opt may10,MCHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.21,1,0.21,0.215,1395,0.21,0.205,0.22,0.20,0.289,0.144,-,,-,0.05,-,-20.48,-,1.0,5
Oncard Intl,ONC,0.15,-,0.15,0.155,-,-,-,0.15,0.145,0.24,0.081,-,,-,-,-,2.8,5.4,0.5,3.45
Orchid Capital,ORC,0.03,-,0.03,0.058,175,0.03,0.03,0.03,0.025,0.03,0.003,-,,-,0.01,-,-0.51,-,1.3,76.47
  opt feb12,ORCOA,0.004,-,0.005,0.02,-,-,-,0.004,0.004,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.57,-,0.555,0.60,-,-,-,0.57,0.57,0.64,0.345,0.5,,-,1.63,0.88,-67.3,-,-,-
Over Fifty Grp,OFG,0.715,-18.5,0.70,0.715,4065,0.85,0.70,0.90,0.70,1.09,0.26,3,,-,0.43,4.20,-21.34,-,-16.5,-18.75
Ozgrowth Ltd,OZG,0.165,-,0.16,0.17,67500,0.165,0.16,0.17,0.16,0.17,0.09,0.2,,-,0.23,1.21,-0.95,-,-,-
Peters MacGregor,PET,0.65,-,0.65,0.70,-,-,-,0.65,0.65,0.68,0.455,1.5,,-,0.91,2.31,-12.77,-,-,-
Plan B Grp Hld,PLB,0.80,5,0.65,0.80,14194,0.80,0.74,0.81,0.74,0.82,0.45,2.3,f,0.56,0.06,2.87,1.28,62.5,-1.0,-1.23
Platinum Capital,PMC,1.57,-3.5,1.53,1.575,1289,1.57,1.465,1.62,1.465,1.85,1.11,10,f,1.47,1.32,6.37,14.74,10.7,2.0,1.29
Premium Investors,PRV,0.71,0.5,0.705,0.725,320,0.71,0.705,0.80,0.70,0.93,0.41,3.5,f,-,0.86,4.93,-17.65,-,-9.0,-11.25
Prime Financial,PFG,0.22,-,0.22,0.225,664,0.22,0.22,0.22,0.22,0.25,0.065,1.4,,0.57,0.14,6.36,0.8,27.5,0.5,2.33
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.14,-,0.095,0.10,-,-,-,0.14,0.14,0.145,0.08,-,,-,0.20,-,8.7,1.6,-,-
  opt jun10,QSTOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.125,-,0.105,0.14,-,-,-,0.113,0.113,0.153,0.05,-,,-,0.15,-,1.2,10.4,1.2,11.11
RIMCapital Ltd,RMC,0.032,-,0.032,0.039,300,0.032,0.032,0.032,0.031,0.25,0.03,-,,-,0.03,-,-10.88,-,0.1,3.23
Robe Aust Ltd,ROB,0.015,-,0.015,0.016,-,-,-,0.015,0.015,0.07,0.012,0.25,,-,-,16.67,-24.86,-,0.1,7.14
Souls Private Equity,SOE,0.10,-,0.10,0.105,1800,0.10,0.10,0.105,0.096,0.105,0.068,-,,-,0.19,-,-3.79,-,-,-
Strategic Pooled,SPD,0.11,-,0.12,0.145,-,-,-,0.11,0.11,0.21,0.10,-,,-,0.15,-,-2.88,-,-,-
Sunvest Corp,SVS,0.275,-,0.19,0.32,-,-,-,0.275,0.275,0.75,0.15,-,,-,0.40,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.85,-,3.81,3.85,-,-,-,3.85,3.80,4.09,2.52,21,f,0.15,4.05,5.45,3.12,123.4,5.0,1.32
Tag Pacific Ltd,TAG,0.23,-,0.205,0.24,187,0.23,0.23,0.24,0.23,0.27,0.12,0.75,f,2.27,0.32,3.26,1.7,13.5,-1.0,-4.17
Templeton Global,TGG,0.77,-,0.765,0.78,1501,0.80,0.77,0.80,0.765,0.885,0.63,-,,-,0.97,-,-13.7,-,-2.5,-3.14
Thinksmart Ltd,TSM,0.89,-,0.87,0.89,160,0.89,0.88,0.91,0.85,0.96,0.10,3,f,1.21,0.09,3.37,3.64,24.5,-1.0,-1.11
Tidewater Invest,TDI,0.32,-,0.31,0.40,-,-,-,0.32,0.32,0.32,0.14,-,,-,0.19,-,-19.9,-,-,-
Tooth & Co,TTH,0.012,-,0.011,-,-,-,-,0.015,0.012,0.031,0.01,-,,-,-,-,0.66,1.8,-0.3,-20
Tranzact Fin Service,TFS,0.15,0.5,0.145,0.15,480,0.15,0.15,0.15,0.135,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,1.5,11.11
  opt apr10,TFSO,0.018,-,0.001,0.018,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.41,-,0.41,0.45,-,-,-,0.41,0.41,0.455,0.168,-,,-,0.60,-,-32.9,-,-,-
Van Eyk Three Pillar,VTP,0.91,-0.5,0.91,0.92,446,0.91,0.91,0.925,0.91,0.94,0.585,2.5,f,-,1.02,2.75,-14.6,-,-2.5,-2.67
Verus Invest,VIL,0.025,-0.1,0.025,0.026,295320,0.027,0.023,0.036,0.023,0.04,0.001,-,,-,-,-,-0.55,-,-1.0,-28.57
  opt jun10,VILO,0.006,-0.1,0.006,0.007,83167,0.008,0.006,0.01,0.006,0.012,0.001,-,,-,-,-,-,-,-0.4,-40
Vesture Ltd,VES,0.025,-,0.025,0.026,4491,0.025,0.025,0.025,0.025,0.026,0.006,-,,-,-0.03,-,-13.17,-,-,-
Wallace Absolute,WAB,0.047,-,0.045,0.055,-,-,-,0.053,0.047,0.17,0.038,-,,-,0.06,-,-70.45,-,-0.2,-4.08
WAM Active Ltd,WAA,1.02,1,1.01,1.02,10,1.02,1.02,1.02,1.005,1.05,0.61,2,f,2.08,1.24,1.96,4.16,24.5,-,-
WAM Capital Ltd,WAM,1.275,0.5,1.275,1.30,276,1.28,1.275,1.30,1.27,1.355,0.71,4,f,-,1.64,3.14,-3.9,-,-1.5,-1.16
Westoz Inv Ltd,WIC,1.14,-,1.08,1.14,50,1.14,1.14,1.18,1.10,1.20,1.00,-,,-,-,-,-,-,4.0,3.64
  opt jun12,WICO,0.18,-,0.18,0.20,52,0.18,0.18,0.18,0.18,0.25,0.15,-,,-,-,-,-,-,-,-
Whitefield Ltd,WHF,3.26,-6,3.26,3.30,354,3.32,3.26,3.37,3.26,3.63,1.95,17,f,0.30,3.66,5.21,5.09,64.0,-8.0,-2.4
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.72,-0.5,0.715,0.735,1615,0.735,0.72,0.74,0.71,0.805,0.405,4,f,0.40,0.96,5.56,1.61,44.7,-0.5,-0.69
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.52,-,2.54,2.59,-,-,-,2.60,2.51,2.811,2.102,10,f,1.47,3.23,3.97,14.66,17.2,-3.0,-1.18
  def,GOWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Guinness Peat cdi,GPG,0.64,-,0.64,0.65,2849,0.65,0.64,0.66,0.64,0.773,0.359,2.1,,-,0.86,3.28,-4.04,-,-1.0,-1.54
Soul Pattinson,SOL,13.37,-13,13.30,13.50,270,13.60,13.25,13.68,13.25,14.035,7.018,32,f,14.57,10.91,2.39,466.25,2.9,-1.0,-0.07
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.15,-,1.15,1.18,710,1.18,1.15,1.22,1.13,1.40,0.37,4,f,1.23,0.27,3.48,4.9,23.5,-5.0,-4.17
BT Invest Mngmnt,BTT,2.94,-1,2.88,2.94,523,2.94,2.88,3.10,2.84,3.34,1.02,7.9,f,1.01,0.22,2.69,7.95,37.0,-9.0,-2.97
CI Res Ltd,CII,0.86,-,0.80,0.90,-,-,-,0.88,0.80,1.05,0.70,-,,-,0.44,-,24.19,3.6,-4.0,-4.44
CVC Ltd,CVC,0.785,1,0.77,0.80,205,0.80,0.785,0.80,0.77,0.80,0.33,3,,-,1.11,3.82,-44.52,-,-0.5,-0.63
Eircom Hldgs Ltd,ERC,0.535,-,0.535,0.54,9288,0.54,0.535,0.54,0.53,0.775,0.193,-,,-,-3.93,-,-884.2,-,-,-
Equity Tr,EQT,18.00,-25,18.00,18.25,28,18.10,18.00,18.25,18.00,19.50,11.90,110,f,0.90,2.66,6.11,98.45,18.3,-20.0,-1.1
Euroz Ltd,EZL,1.55,-5,1.52,1.59,111,1.58,1.52,1.60,1.52,1.69,0.50,7.5,f,1.08,-,4.84,8.07,19.2,-2.0,-1.27
  opt mar14,EZLO,0.83,-,0.82,0.89,-,-,-,0.91,0.83,0.91,0.029,-,,-,-,-,-,-,-8.0,-8.79
Henderson Grp cdi 1:1,HGG,2.18,-1,2.18,2.20,11062,2.21,2.18,2.29,2.17,2.67,1.155,12.15,,-,-0.22,5.57,-0.17,-,-6.0,-2.68
HFA Hldgs Ltd,HFA,0.265,1,0.26,0.265,13341,0.27,0.26,0.27,0.255,0.43,0.039,3.5,,-,-0.24,13.21,-124.64,-,0.5,1.92
Hunter Hall Intl,HHL,6.78,8,6.78,6.79,7,6.78,6.78,6.90,6.70,7.10,2.61,45,f,0.64,1.42,6.64,28.96,23.4,-10.0,-1.45
IOOF Hldgs Ltd,IFL,5.68,3,5.59,5.72,3660,5.71,5.59,5.83,5.50,6.07,2.112,4,f,4.17,0.55,0.70,16.7,34.0,-9.0,-1.56
Macq Grp Ltd,MQG,47.89,99,47.66,48.00,15045,48.18,47.35,49.09,46.89,58.80,15.00,126,,1.93,23.72,2.63,243.2,19.7,-58.0,-1.2
Oceania Capital,OCP,2.68,-,2.65,2.73,269,2.72,2.68,2.76,2.62,3.05,1.055,10,p,1.34,4.94,3.73,13.37,20.0,-2.0,-0.74
Perpetual Ltd,PPT,36.52,47,36.41,36.72,1843,36.72,35.87,36.85,35.10,41.39,21.60,100,f,0.96,3.46,2.74,96,38.0,187.0,5.4
Platinum Asset,PTM,5.10,-10,5.08,5.15,2988,5.23,5.03,5.31,5.03,6.34,2.90,20,f,1.12,-,3.92,22.49,22.7,-12.0,-2.3
Snowball Grp,SNO,0.40,-,0.40,0.415,-,-,-,0.40,0.40,0.45,0.30,3,f,1.16,-0.03,7.50,3.47,11.5,-,-
Treasury Grp,TRG,5.45,5,5.45,5.57,34,5.45,5.45,5.45,5.21,5.85,2.29,20,f,1.07,2.16,3.67,21.43,25.4,9.0,1.68
Trust Co Ltd,TRU,6.26,-,6.26,6.35,150,6.26,6.26,6.41,6.26,6.61,3.83,39.2,f,0.55,2.29,6.26,21.6,29.0,-9.0,-1.42
Wilson Htm Invest,WIG,1.80,5,1.80,2.00,313,1.80,1.75,1.80,1.60,1.80,0.60,2,f,1.20,0.64,1.11,2.4,75.0,20.0,12.5
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,6.23,-,6.22,6.24,56583,6.26,6.21,6.26,6.08,6.97,3.52,30,p,0.99,0.67,4.82,29.6,21.0,8.0,1.3
Austbrokers Hldgs,AUB,4.99,1,4.99,5.09,319,4.99,4.91,5.20,4.90,5.65,3.40,20.5,f,1.55,0.88,4.11,31.7,15.7,-14.0,-2.73
AXA Asia Pacific,AXA,5.82,4,5.81,5.83,21737,5.83,5.74,5.90,5.67,6.00,2.52,18.5,p,-,0.96,3.18,-7.39,-,14.0,2.46
Calliden Grp,CIX,0.305,0.5,0.30,0.305,98,0.305,0.305,0.325,0.295,0.40,0.29,1.25,,2.75,0.25,4.10,3.44,8.9,-1.5,-4.69
Insurance Aust Grp,IAG,3.85,3,3.85,3.86,29923,3.87,3.81,3.87,3.69,4.21,2.94,10,f,0.93,1.16,2.60,9.32,41.3,3.0,0.79
NIB Hldgs Ltd,NHF,1.30,-,1.30,1.315,1093,1.31,1.275,1.35,1.27,1.45,0.71,7.4,f,0.64,0.71,5.69,4.7,27.7,-2.5,-1.89
QBE Insurance Grp,QBE,22.96,30,22.90,22.98,34824,23.16,22.83,23.16,22.43,26.66,15.01,127,p,1.68,5.17,5.53,213.9,10.7,64.0,2.87
Suncorp-Metway,SUN,8.66,19,8.65,8.67,26734,8.74,8.58,8.95,8.43,9.59,4.36,40,f,0.79,5.11,4.62,31.62,27.4,-20.0,-2.26
Tower Aust,TAL,2.59,2,2.58,2.59,5692,2.61,2.56,2.80,2.51,3.35,1.855,5.25,f,2.46,1.00,2.03,12.9,20.1,-11.0,-4.07
Tower Ltd fpo nz,TWR,1.53,-1,1.44,1.53,105,1.53,1.53,1.62,1.53,1.62,0.947,5.47,,3.65,1.20,3.58,19.94,7.7,-3.0,-1.92
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stpld,ABP,0.415,-,0.41,0.415,52392,0.42,0.41,0.425,0.405,0.48,0.147,7.75,,-,0.62,18.67,-11.81,-,0.5,1.22
Agricultural Land unt,AGJ,0.165,-,0.155,0.165,-,-,-,0.165,0.165,0.28,0.13,2.42,,-,0.38,14.67,-3.63,-,-,-
ALE Prop Grp stpld,LEP,2.35,5,2.31,2.35,1167,2.35,2.31,2.35,2.26,2.36,1.416,30,,1.05,3.08,12.77,31.51,7.5,9.0,3.98
APN European Retail stpld,AEZ,0.064,-,0.064,0.065,2322,0.065,0.064,0.068,0.062,0.115,0.014,1,,-,0.33,15.63,-56.84,-,-0.4,-5.88
Ardent Leisure Grp stp,AAD,1.55,-2,1.55,1.575,12165,1.575,1.55,1.64,1.55,1.69,0.79,14.3,,-,1.18,9.23,-0.32,-,-8.5,-5.2
Aspen Grp stpld,APZ,0.475,-0.5,0.475,0.49,2840,0.495,0.475,0.505,0.475,0.575,0.218,5.18,,-,0.68,10.91,-22.53,-,-3.5,-6.86
Astro Jap Prop stp,AJA,0.405,-2,0.405,0.41,30031,0.44,0.405,0.445,0.405,0.515,0.16,9,,-,0.93,22.22,-71.94,-,-3.0,-6.9
Aurora Prop unt,AUP,4.95,-,4.93,5.30,-,-,-,5.32,4.95,5.37,4.35,-,,-,5.43,-,-,-,-37.0,-6.95
