Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4472.4 at 16:37 4/6/2010  Report at 19:06 Friday 4/6/2010. Processed 19:34 Friday 4/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Toro Energy Ltd,TOE,0.085,-0.3,0.085,0.086,5314,0.087,0.085,0.092,0.084,0.285,0.08,-,,-,-,-,-5.61,-,0.1,1.19,
Transerv Energy,TSV,0.015,-0.1,0.014,0.015,7659,0.016,0.015,0.016,0.015,0.034,0.012,-,,-,-,-,-0.04,-,-0.1,-6.25,
Triangle Energy,TEG,0.024,-0.4,0.018,0.025,667,0.025,0.024,0.028,0.024,0.045,0.007,-,,-,-,-,0.29,8.3,-0.2,-7.69,
U308 Ltd,UTO,0.115,0.5,0.105,0.115,54,0.115,0.115,0.115,0.105,0.17,0.099,-,,-,-,-,-0.7,-,1.5,15,
United Orogen,UOG,0.027,-,0.023,0.03,-,-,-,0.04,0.027,0.05,0.027,-,,-,-,-,-1.3,-,-0.5,-15.63,
  opt aug10,UOGO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.007,0.001,-,,-,-,-,-,-,-,-,
United Uranium,UUL,0.11,-0.5,0.11,0.115,145,0.11,0.11,0.115,0.11,0.295,0.076,-,,-,-,-,-0.42,-,-0.5,-4.35,
  opt jun12,UULOA,0.035,-0.5,0.02,0.035,2140,0.035,0.035,0.04,0.035,0.08,0.026,-,,-,-,-,-,-,-0.5,-12.5,
Uranex NL,UNX,0.175,-1.5,0.175,0.19,1510,0.18,0.175,0.20,0.165,0.58,0.16,-,,-,-,-,-3.25,-,-2.5,-12.5,
Uranium Equities,UEQ,0.085,-0.6,0.085,0.09,2319,0.089,0.085,0.096,0.085,0.28,0.083,-,,-,-,-,-1.68,-,-,-,
Uranium Explore,UXA,0.035,-0.2,0.035,0.037,3505,0.037,0.035,0.04,0.035,0.20,0.035,-,,-,-,-,-6.37,-,-0.4,-10.26,
Uraniumsa Ltd,USA,0.185,-,0.175,0.20,2727,0.185,0.18,0.20,0.17,0.315,0.065,-,,-,-,-,-4.8,-,-1.5,-7.5,
Victoria Pet,VPE,0.24,-1,0.24,0.245,5878,0.245,0.235,0.265,0.235,0.455,0.23,-,,-,-,-,0.19,126.3,-1.0,-4,
Wasabi Energy Ltd,WAS,0.013,-0.1,0.013,0.015,6055,0.014,0.013,0.016,0.013,0.028,0.012,-,,-,-,-,-0.4,-,-0.2,-13.33,
Westralian Gas & Pwr,WGP,0.018,-,0.017,0.018,4584,0.018,0.017,0.019,0.017,0.043,0.014,-,,-,-,-,-2.37,-,0.1,5.88,
  opt oct11,WGPOA,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.01,0.003,-,,-,-,-,-,-,-,-,
Westside Corp,WCL,0.445,-0.5,0.44,0.445,218,0.445,0.44,0.45,0.425,0.72,0.295,-,,-,-,-,-3.4,-,0.5,1.14,
Whinnen Res,WWW,0.075,-,0.075,0.078,-,-,-,0.075,0.075,0.17,0.038,-,,-,-,-,-3.27,-,-,-,
  opt apr13,WWWO,0.021,-,0.021,0.03,-,-,-,0.021,0.021,0.03,0.015,-,,-,-,-,-,-,-,-,
White Canyon Uranium,WCU,0.095,0.5,0.095,0.10,1881,0.095,0.09,0.10,0.09,0.37,0.09,-,,-,-,-,-0.93,-,-0.5,-5,
Whitehaven Coal,WHC,5.03,-12,5.00,5.14,5167,5.12,4.99,5.16,4.70,6.05,2.69,8.8,f,3.22,2.09,1.75,28.3,17.8,18.0,3.71,
WHL Energy Ltd,WHN,0.028,-,0.028,0.029,2850,0.028,0.028,0.029,0.028,0.125,0.024,-,,-,0.03,-,-0.59,-,-0.2,-6.67,
Wildhorse Energy,WHE,0.25,-,0.245,0.25,3804,0.25,0.245,0.255,0.24,0.70,0.225,-,,-,-,-,-10.3,-,-,-,
Woodside Pet,WPL,43.99,-21,43.60,44.00,14083,44.20,43.53,44.37,42.66,53.869,38.795,110,f,2.35,-,2.50,259,17.0,53.0,1.22,
Yellow Rock,YRR,0.02,-,0.02,0.022,1690,0.02,0.02,0.023,0.02,0.091,0.02,-,,-,-,-,-15.3,-,-0.3,-13.04,
  opt sep12,YRROA,0.005,-,0.006,0.008,-,-,-,0.006,0.005,0.025,0.005,-,,-,-,-,-,-,-0.1,-16.67,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.64,-11,22.61,22.65,69759,22.77,22.46,22.95,21.94,26.23,15.68,108,f,1.34,9.99,4.77,144.8,15.6,12.0,0.53,
Bank of Qld,BOQ,11.10,-14,11.08,11.20,4043,11.39,11.08,11.39,10.84,13.49,8.056,52,f,1.78,7.20,4.68,92.4,12.0,-9.0,-0.8,
Bendigo & Adelaide,BEN,8.82,-9,8.79,8.88,6772,8.98,8.76,8.98,8.35,10.48,6.00,43,f,0.83,5.16,4.88,35.53,24.8,34.0,4.01,
C'wlth Bank  of Aust ,CBA,51.47,-48,51.45,51.50,37416,51.81,51.14,51.95,50.31,60.00,36.20,235,f,1.41,-,4.57,330.4,15.6,-65.0,-1.25,
Firstfolio Ltd,FFF,0.058,-,0.056,0.058,75,0.058,0.058,0.06,0.055,0.089,0.026,-,,-,-0.05,-,1.13,5.1,-0.2,-3.33,
Homeloans Ltd,HOM,0.70,-,0.67,0.72,-,-,-,0.70,0.70,0.84,0.41,9,f,1.02,0.52,12.86,9.16,7.6,-,-,
Mortgage Choice,MOC,1.115,-0.5,1.115,1.125,56,1.12,1.115,1.14,1.10,1.40,0.91,11,f,2.16,0.56,9.87,23.8,4.7,0.5,0.45,
Mystate Ltd,MYS,3.11,-,3.11,3.17,89,3.11,3.11,3.17,3.10,3.75,2.60,20,f,0.70,2.17,6.43,13.9,22.4,-4.0,-1.27,
National Aust Bank,NAB,24.36,-73,24.35,24.38,106112,24.42,23.94,25.09,23.94,32.37,21.23,147,f,1.36,12.41,6.03,199.3,12.2,-42.0,-1.69,
RHG Ltd,RHG,0.65,-,0.64,0.655,1174,0.65,0.65,0.65,0.63,0.75,0.395,-,,-,0.84,-,29.5,2.2,-,-,
Rock Bld perm.,ROK,2.59,2,2.58,2.61,200,2.59,2.59,2.61,2.57,3.10,2.35,14.5,f,1.33,1.98,5.60,19.3,13.4,-1.0,-0.38,
Westpac Banking,WBC,22.76,-32,22.76,22.79,75290,23.11,22.59,23.50,22.31,28.43,18.76,125,f,1.11,8.42,5.49,138.5,16.4,-64.0,-2.74,
Wide Bay Aust Ltd,WBB,10.25,-,10.07,10.25,14,10.25,10.05,10.25,9.90,11.26,6.76,62,f,0.98,3.62,6.05,60.89,16.8,25.0,2.5,
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.21,-,0.21,0.26,-,-,-,0.25,0.21,0.37,0.17,1.3,,2.46,0.34,6.19,3.2,6.6,-4.0,-16,
Flexigrp Ltd,FXL,1.22,-,1.22,1.25,691,1.24,1.21,1.24,1.175,1.779,0.664,6,f,3.95,0.23,4.92,23.7,5.1,0.5,0.41,
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.21,-,0.155,0.21,-,-,-,0.21,0.21,0.275,0.20,-,,-,-,-,-,-,-,-,
Aberdeen Leaders,ALR,1.24,-,1.27,1.305,-,-,-,1.29,1.23,1.47,1.17,9,f,0.85,1.46,7.26,7.67,16.2,-6.0,-4.62,
Adelaide Managed unt,AYT,1.49,0.5,1.475,1.49,54,1.49,1.475,1.49,1.475,1.565,1.10,16.02,,0.43,1.78,10.75,6.83,21.8,-0.5,-0.33,
Advanced Share,ASW,0.375,-,0.375,0.39,-,-,-,0.38,0.375,0.44,0.22,2.75,f,1.15,0.11,7.33,3.16,11.9,-0.5,-1.32,
Alternative Invest unt,AIQ,1.02,-,1.01,1.05,495,1.02,1.02,1.02,1.01,1.45,0.91,47,,-,1.44,46.08,-44.5,-,-,-,
Amcil Ltd,AMH,0.625,-1,0.625,0.64,200,0.63,0.625,0.64,0.62,0.72,0.53,2,,-,0.77,3.20,-1.14,-,-1.0,-1.57,
AMP Capital China unt,AGF,0.74,-,0.74,0.755,224,0.755,0.74,0.765,0.74,1.265,0.675,8.47,,1.18,1.14,11.45,10.02,7.4,-0.5,-0.67,
APN Prop Grp,APD,0.22,-,0.22,0.235,100,0.22,0.22,0.22,0.18,0.41,0.15,1.25,f,-,0.21,5.68,-17.88,-,-,-,
Argo Invest,ARG,5.98,3,5.92,5.98,1401,5.98,5.89,5.98,5.82,7.05,5.61,25,f,-,6.54,4.18,-11.1,-,-,-,
ASF Grp Ltd,AFA,0.105,-,0.10,0.13,-,-,-,0.11,0.10,0.43,0.07,-,,-,0.02,-,-1.19,-,-0.5,-4.55,
Asian Masters Fund,AUF,1.04,-,1.04,1.05,218,1.04,1.04,1.04,1.03,1.06,0.97,1,f,-,0.99,0.96,-1.19,-,-,-,
Astra Capital Ltd,AKR,0.85,33.5,0.85,0.90,628,0.85,0.78,0.85,0.51,0.85,0.51,-,,-,1.62,-,-1.87,-,30.0,54.55,
ASX Ltd,ASX,30.25,-45,30.24,30.34,11470,30.94,30.12,31.19,30.00,37.90,30.00,163.6,f,1.10,3.19,5.41,180.6,16.7,-88.0,-2.83,
Aurora Global Tr unt,AIB,1.10,-5,1.10,1.21,15,1.10,1.10,1.15,1.10,7.50,0.977,54,,-,1.19,49.09,-5.76,-,-5.0,-4.35,
Aurora SAE ord unt,ABW,1.11,2.5,1.11,1.12,180,1.11,1.11,1.11,1.085,7.35,0.867,23,,-,1.22,20.72,-30.42,-,2.5,2.3,
Aurora Sandringham ,AOD,0.995,-1.5,0.995,1.01,2607,1.01,0.995,1.01,0.995,1.12,0.99,5.6,f,-,1.03,5.63,-4.69,-,-0.5,-0.5,
AUS Gov Index Fund,AQF,1.72,-,1.58,-,-,-,-,1.72,1.72,1.72,1.62,-,f,-,-,-,-,-,-,-,
Aust Ethical,AEF,23.00,-,23.00,23.65,-,-,-,24.50,23.00,37.00,20.00,182,f,0.76,8.11,7.91,139,16.5,-150.0,-6.12,
Aust Foundation,AFI,4.78,-7,4.76,4.78,2667,4.85,4.78,4.88,4.75,5.41,4.26,21,f,0.43,5.08,4.39,8.93,53.5,-11.0,-2.25,
  new,AFIN,4.62,-,4.50,4.68,88,4.68,4.62,4.68,4.62,4.68,4.62,-,,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.12,-,1.09,1.12,-,-,-,1.12,1.08,1.265,0.985,7,f,7.66,1.45,6.25,53.65,2.1,-,-,
  opt nov10,ALFO,0.01,-,0.01,0.015,-,-,-,0.01,0.01,0.10,0.007,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.50,-,6.51,6.63,-,-,-,6.69,6.46,7.90,5.74,25,f,0.75,7.49,3.85,18.7,34.8,-,-,
Austock Grp Ltd,ACK,0.195,-,0.20,0.21,12,0.195,0.195,0.20,0.195,0.33,0.195,-,,-,0.24,-,-6.58,-,-0.5,-2.5,
BBX Hldgs,BBX,0.01,-,0.01,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Belmont Hldgs,BET,1.15,-,1.15,-,-,-,-,1.15,1.15,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-,
Bentley Capital,BEL,0.25,-,0.25,0.265,-,-,-,0.25,0.25,0.329,0.223,1,f,10.62,0.45,4.00,10.62,2.4,-,-,
Bisan Ltd,BSN,0.035,-,0.035,0.055,-,-,-,0.035,0.035,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-,
BKI Invest Ltd,BKI,1.155,-0.5,1.155,1.17,1720,1.17,1.155,1.175,1.145,1.325,1.026,5.5,f,1.18,1.41,4.76,6.47,17.9,-1.5,-1.28,
Blue Capital Ltd,BIV,0.02,-,0.02,0.023,-,-,-,0.02,0.019,0.031,0.013,-,,-,0.02,-,-1.23,-,0.3,17.65,
Cadence Capital,CDM,0.74,-,0.705,0.74,-,-,-,0.74,0.74,0.88,0.55,4,f,6.58,1.13,5.41,26.3,2.8,-,-,
Carlton Invest,CIN,16.30,-,16.30,16.49,-,-,-,16.30,16.06,18.95,14.09,67,f,0.94,21.59,4.11,63,25.9,24.0,1.49,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Centrepoint Alliance,CAF,0.145,-,0.12,0.145,-,-,-,0.145,0.12,0.20,0.12,-,,-,-,-,-31.06,-,2.5,20.83,
Century Aust,CYA,0.805,-0.5,0.80,0.81,1162,0.81,0.805,0.82,0.755,0.91,0.735,3.5,f,-,0.99,4.35,-7.74,-,-2.0,-2.42,
Challenger FSG Ltd,CGF,3.64,-3,3.61,3.66,13352,3.73,3.60,3.80,3.57,4.50,2.02,13.5,,2.61,3.36,3.71,35.2,10.3,-11.0,-2.93,
Chapmans Ltd,CHP,0.02,-,0.016,0.02,-,-,-,0.02,0.02,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
Charter Pacific,CHF,0.051,0.7,0.047,0.07,250,0.051,0.051,0.051,0.04,0.076,0.04,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.003,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
China Century Capitl,CCY,0.057,0.4,0.053,0.057,4000,0.057,0.05,0.057,0.05,0.115,0.04,-,,-,0.05,-,-17.6,-,0.4,7.55,
Choiseul Investments   ,CHO,4.67,1,4.67,4.73,142,4.68,4.66,4.73,4.56,5.28,4.14,21,f,0.78,5.43,4.50,16.4,28.5,-3.0,-0.64,
Clime Capital,CAM,0.99,-,0.98,1.00,-,-,-,1.00,0.99,1.145,0.74,4,f,12.60,1.42,4.04,50.38,2.0,-1.0,-1,
Clime Invest,CIW,0.42,-,0.41,0.45,849,0.42,0.41,0.42,0.41,0.50,0.312,1,f,5.00,0.44,2.38,5,8.4,-,-,
Contango Capital,CCQ,0.70,-,0.64,0.70,132,0.70,0.70,0.70,0.67,1.55,0.60,1,f,6.91,1.69,1.43,6.91,10.1,3.0,4.48,
Contango Microcap,CTN,0.84,-0.5,0.83,0.84,390,0.84,0.835,0.85,0.82,1.19,0.76,2,f,21.00,1.40,2.38,42,2.0,2.0,2.44,
Count Financial,COU,1.14,1,1.13,1.145,907,1.14,1.12,1.15,1.105,1.60,1.04,7,f,1.52,0.22,6.14,10.64,10.7,3.5,3.17,
CS GP100 Aust Tr unt,CSJ,0.975,-,0.975,1.00,-,-,-,0.975,0.975,1.05,0.925,2.62,p,-,0.96,2.69,-3.19,-,-2.5,-2.5,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.92,-,-,-,0.915,0.91,0.94,0.875,2.67,,-,0.91,2.93,-5.7,-,-0.5,-0.55,
Diversa Ltd,DVA,0.095,-,0.095,0.115,-,-,-,0.115,0.095,0.18,0.08,-,,-,0.02,-,-6,-,-2.0,-17.39,
Diversified United,DUI,2.90,10,2.89,2.90,75,2.90,2.89,3.01,2.73,3.53,2.54,13,f,0.34,3.40,4.48,4.4,65.9,-10.0,-3.33,
Djerriwarrh Invest,DJW,4.00,-9,3.99,4.00,1956,4.07,4.00,4.20,4.00,4.85,3.72,26,f,-,3.90,6.50,-14.11,-,-16.0,-3.85,
DKN Financial Grp,DKN,0.55,-3,0.55,0.60,400,0.58,0.55,0.60,0.55,0.85,0.39,4,,1.23,0.07,7.27,4.91,11.2,-5.0,-8.33,
Emerging Leaders,ELI,0.76,-,0.71,0.80,70,0.76,0.76,0.765,0.75,0.965,0.70,3.75,f,7.17,1.12,4.93,26.88,2.8,1.0,1.33,
Energy Ventures,EVE,0.036,-,0.036,0.038,335,0.036,0.036,0.045,0.035,0.095,0.025,-,,-,0.05,-,-1.14,-,-0.9,-20,
Equities & Freehldgss,EQF,0.19,-,0.20,0.25,-,-,-,0.19,0.19,0.31,0.02,-,,-,0.23,-,24.98,0.8,-,-,
Everest Financial,EFG,0.038,-0.2,0.038,0.045,105447,0.04,0.037,0.046,0.037,0.085,0.037,-,,-,0.10,-,1.3,2.9,-0.7,-15.56,
Excela Ltd,EXA,0.25,-0.5,0.25,0.395,81,0.25,0.25,0.26,0.25,0.63,0.25,2,f,-,0.62,8.00,-1.44,-,-1.0,-3.85,
Farmworks Aust,FWA,0.17,-,0.175,0.185,-,-,-,0.17,0.16,0.26,0.001,-,,-,0.09,-,-2.42,-,1.0,6.25,
Fat Prophets,FAT,0.83,-,0.805,0.84,100,0.83,0.83,0.83,0.80,0.95,0.69,3,f,-,1.19,3.61,-4.28,-,0.5,0.61,
Fiducian Portfolio,FPS,1.31,-4,1.30,1.31,40,1.31,1.31,1.35,1.31,1.75,1.20,6.75,f,1.43,0.34,5.15,9.63,13.6,-,-,
FSA Grp Ltd,FSA,0.34,-1,0.32,0.35,300,0.34,0.32,0.355,0.32,0.465,0.305,-,,-,0.29,-,7.93,4.3,0.5,1.49,
Global Masters Fund,GFL,0.87,-,0.785,0.90,-,-,-,0.87,0.87,0.905,0.685,-,,-,1.01,-,-1.04,-,-,-,
Global Min,GMI,1.125,1.5,1.11,1.13,1271,1.13,1.10,1.145,1.085,1.32,0.90,1,f,5.19,1.47,0.89,5.19,21.7,-0.5,-0.44,
Global Resource,GRF,1.65,2,1.68,1.65,583,1.65,1.64,1.65,1.63,1.73,1.57,0.5,f,-,1.60,0.30,-0.36,-,1.0,0.61,
Grandbridge Ltd,GBA,0.14,1,0.135,0.15,500,0.14,0.14,0.14,0.13,0.23,0.04,-,,-,0.27,-,11.7,1.2,-,-,
Hastings High Yld unt,HHY,1.195,-0.5,1.175,1.195,552,1.20,1.175,1.22,1.16,1.44,1.105,17.01,,1.38,1.89,14.23,23.53,5.1,5.5,4.82,
HFA Accelerator Plus,HAP,0.31,1,0.31,0.315,540,0.31,0.31,0.31,0.30,0.335,0.125,-,,-,0.46,-,10.98,2.8,-,-,
Hillcrest Litigat,HLS,0.058,-,0.06,0.069,-,-,-,0.058,0.058,0.11,0.058,-,,-,0.08,-,1.26,4.6,-,-,
Hunter Hall Global,HHV,0.77,-,0.765,0.77,1891,0.77,0.755,0.78,0.75,0.86,0.69,-,,-,1.03,-,18.37,4.2,-,-,
Hyperion Flagship,HIP,1.40,-,1.40,1.50,-,-,-,1.41,1.40,1.52,1.15,8.5,f,-,1.58,6.07,-0.54,-,-,-,
IMF (Aust) Ltd,IMF,1.50,2.5,1.48,1.50,846,1.52,1.475,1.54,1.445,1.98,1.25,15,f,0.55,0.32,10.00,8.22,18.2,-2.0,-1.32,
India Equities Fund,INE,0.605,0.5,0.605,0.61,5640,0.605,0.60,0.61,0.58,0.61,0.40,-,,-,0.73,-,-1.95,-,3.0,5.22,
  opt aug10,INEO,0.20,1,0.20,0.205,9411,0.20,0.19,0.20,0.155,0.20,0.05,-,,-,-,-,-,-,4.5,29.03,
ING Private Equity,IPE,0.235,0.5,0.235,0.245,170,0.235,0.235,0.245,0.23,0.315,0.165,-,,-,0.48,-,-3.49,-,-0.5,-2.08,
Investorfirst Ltd,INQ,0.078,0.8,0.072,0.081,515,0.078,0.078,0.078,0.07,0.15,0.07,-,,-,0.04,-,-1.36,-,0.8,11.43,
Ipernica Ltd,IPR,0.085,0.5,0.08,0.09,1106,0.085,0.08,0.085,0.076,0.18,0.06,-,,-,0.04,-,-2.93,-,0.9,11.84,
Ironbark Capital,IBC,0.435,-,0.435,0.45,95,0.435,0.435,0.435,0.43,0.50,0.38,2.5,f,3.07,0.54,5.75,7.68,5.7,-,-,
Katana Capital,KAT,0.60,-,0.60,0.65,-,-,-,0.605,0.60,0.85,0.50,2,f,15.41,1.00,3.33,30.82,1.9,-5.0,-7.69,
Keybridge Capital,KBC,0.093,0.7,0.084,0.093,1610,0.093,0.086,0.093,0.075,0.15,0.063,-,,-,0.50,-,-98.55,-,0.3,3.33,
London City Equities,LCE,0.39,-,0.38,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.012,-,0.006,0.015,-,-,-,0.012,0.012,0.025,0.011,-,,-,-0.01,-,-7.96,-,-,-,
Macq Winton ord unt,MWG,1.26,5,1.215,1.26,75,1.26,1.26,1.26,1.21,1.31,1.05,-,,-,1.32,-,-2.09,-,1.0,0.8,
Magellan Flagship,MFF,0.67,1.5,0.655,0.67,907,0.67,0.65,0.67,0.64,0.69,0.495,-,,-,0.78,-,3.04,22.0,2.0,3.08,
Mariner Corp Ltd,MCX,0.003,-0.1,0.003,0.006,1080,0.004,0.003,0.005,0.003,0.016,0.003,-,,-,-,-,-7.48,-,-0.1,-25,
MAX Tr unt,MXQ,0.038,-0.2,0.036,0.044,1775,0.04,0.038,0.048,0.038,0.09,0.008,-,,-,0.32,-,28.23,0.1,-0.7,-15.56,
Milton Corp,MLT,16.30,-7,16.16,16.50,421,16.31,16.19,16.55,16.16,19.40,14.25,70,f,0.64,18.37,4.29,44.7,36.5,-6.0,-0.37,
Mirrabooka Invest,MIR,1.70,1.5,1.67,1.70,1162,1.70,1.67,1.70,1.59,2.28,1.445,10,f,-,1.84,5.88,-6.9,-,6.5,3.98,
MMC Contrarian,MMA,0.535,1,0.535,0.55,1366,0.54,0.53,0.55,0.525,0.565,0.375,-,,-,0.66,-,-1.34,-,-0.5,-0.93,
Money3 Corp,MNY,0.41,-,0.47,0.50,-,-,-,0.41,0.41,0.60,0.39,3.4,f,1.02,0.30,8.29,3.46,11.8,-,-,
Multi Channel,MUT,0.006,-,0.005,0.006,-,-,-,0.006,0.004,0.007,0.002,-,,-,-,-,-43.27,-,0.2,50,
Murchison Hldgs,MCH,0.48,-,0.45,0.47,-,-,-,0.50,0.48,0.80,0.45,-,,-,1.28,-,10.13,4.7,-2.0,-4,
NSX Ltd,NSX,0.195,-,0.011,0.20,-,-,-,0.195,0.19,0.289,0.165,-,,-,0.09,-,-4.95,-,1.0,5.41,
Oncard Intl,ONC,0.11,1.5,0.11,0.115,1500,0.11,0.10,0.11,0.095,0.24,0.095,-,,-,0.13,-,0.73,15.1,-,-,
Orchid Capital,ORC,0.038,-,0.023,0.038,-,-,-,0.045,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-0.7,-15.56,
  opt feb12,ORCOA,0.015,-,0.01,0.015,-,-,-,0.015,0.012,0.015,0.001,-,,-,-,-,-,-,0.3,25,
Orion Equities,OEQ,0.43,-,0.44,0.52,-,-,-,0.505,0.43,0.64,0.415,-,,-,1.60,-,33.16,1.3,-7.5,-14.85,
Over Fifty Grp,OFG,0.56,-,0.56,0.57,723,0.56,0.56,0.57,0.55,1.09,0.405,2.5,p,0.10,0.52,4.46,0.26,215.4,1.0,1.82,
Ozgrowth Ltd,OZG,0.16,0.5,0.155,0.16,4372,0.16,0.155,0.16,0.15,0.175,0.14,0.3,f,20.67,0.23,1.88,6.2,2.6,0.5,3.23,
Peters MacGregor,PET,0.64,-,0.62,0.67,-,-,-,0.64,0.63,0.70,0.51,-,,-,0.99,-,13.67,4.7,1.5,2.4,
Plan B Grp Hld,PLB,0.75,-,0.50,0.70,-,-,-,0.75,0.75,0.89,0.50,2.7,f,0.62,0.09,3.60,1.68,44.6,-,-,
Platinum Capital,PMC,1.455,0.5,1.455,1.46,998,1.475,1.45,1.50,1.45,1.85,1.36,10,f,1.96,1.35,6.87,19.55,7.4,-0.5,-0.34,
Premium Investors,PRV,0.655,-0.5,0.655,0.675,659,0.675,0.655,0.685,0.655,0.93,0.63,3.5,f,3.01,0.96,5.34,10.55,6.2,-4.5,-6.43,
Prime Financial,PFG,0.20,-,0.20,0.21,2158,0.20,0.18,0.21,0.18,0.34,0.11,0.75,f,3.11,0.14,3.75,2.33,8.6,-1.0,-4.76,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.06,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.087,-,0.083,0.087,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-,
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Questus Ltd,QSS,0.05,-,0.05,0.06,-,-,-,0.055,0.05,0.153,0.05,-,,-,0.15,-,1.54,3.2,-1.0,-16.67,
Redcape Prop Grp stp,RPF,0.235,-1.5,0.235,0.285,325,0.24,0.235,0.25,0.235,0.45,0.175,4,,5.44,0.32,17.02,21.74,1.1,-3.0,-11.32,
RIMCapital Ltd,RMC,0.027,-,0.027,0.037,-,-,-,0.028,0.027,0.10,0.025,-,,-,0.03,-,-0.02,-,-0.3,-10,
Robe Aust Ltd,ROB,0.006,-,0.008,0.009,-,-,-,0.006,0.006,0.024,0.005,-,,-,-,-,-4.59,-,-,-,
Souls Private Equity,SOE,0.084,-0.1,0.084,0.086,2553,0.085,0.084,0.089,0.084,0.12,0.074,-,,-,0.19,-,0.09,93.3,-0.1,-1.18,
  opt feb15,SOEOA,0.013,-,0.013,0.015,64,0.013,0.013,0.015,0.012,0.02,0.008,-,,-,-,-,-,-,0.1,8.33,
Strategic Pooled,SPD,0.11,-,0.10,0.11,-,-,-,0.11,0.10,0.17,0.089,-,,-,0.14,-,0.52,21.2,-,-,
Sunvest Corp,SVS,0.275,-,0.275,0.40,-,-,-,0.275,0.275,0.28,0.22,-,,-,0.42,-,-3.56,-,-,-,
Sylvastate Ltd,SYL,3.50,-,3.50,3.59,250,3.50,3.50,3.50,3.45,4.09,2.88,21,f,0.41,3.95,6.00,8.56,40.9,-,-,
Tag Pacific Ltd,TAG,0.18,-,0.135,0.20,-,-,-,0.20,0.18,0.27,0.12,0.75,,4.80,0.33,4.17,3.6,5.0,-2.0,-10,
Templeton Global,TGG,0.755,-3.5,0.755,0.76,1144,0.78,0.755,0.795,0.755,0.885,0.685,-,,-,1.01,-,-2.8,-,-2.5,-3.21,
Thinksmart Ltd,TSM,0.84,-0.5,0.83,0.84,220,0.84,0.83,0.85,0.80,1.11,0.45,3.5,f,1.53,0.11,4.17,5.35,15.7,-,-,
Tidewater Invest,TDI,0.22,2,0.21,0.22,23,0.22,0.22,0.22,0.20,0.29,0.127,1.5,f,6.07,0.30,6.82,9.1,2.4,2.0,10,
Tranzact Fin Service,TFS,0.15,-,0.15,0.165,158,0.15,0.15,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
Trojan Equity,TJN,0.50,-,0.485,0.515,-,-,-,0.505,0.50,0.55,0.297,-,,-,0.61,-,4.6,10.9,-0.5,-0.99,
Van Eyk Three Pillar,VTP,0.84,-1,0.83,0.87,585,0.85,0.84,0.85,0.81,0.955,0.72,2.5,f,7.56,1.09,2.98,18.9,4.4,3.0,3.7,
Verus Invest,VIL,0.029,0.1,0.029,0.031,120707,0.031,0.028,0.031,0.024,0.095,0.004,-,,-,-,-,-0.36,-,0.1,3.57,
  opt jun10,VILO,0.001,-,-,0.001,-,-,-,0.002,0.001,0.03,0.001,-,,-,-,-,-,-,-,-,
