Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4651.5 at 16:42 24/9/2010  Report at 19:07 Friday 24/9/2010. Processed 22:23 Sunday 26/9/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Wildhorse Energy,WHE,0.31,-,0.305,0.315,873,0.31,0.31,0.335,0.305,0.63,0.205,-,,-,-,-,-10.3,-,-,-,
Woodside Pet,WPL,44.48,4,44.45,44.50,32904,44.72,44.15,44.72,43.32,53.869,39.63,111.34,f,2.41,16.79,2.50,268.28,16.6,71.0,1.62,
Yellow Rock,YRR,0.017,-,0.018,0.019,-,-,-,0.018,0.017,0.084,0.015,-,,-,-,-,-15.3,-,-0.1,-5.56,
  opt sep12,YRROA,0.005,-,0.003,0.006,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,23.60,-27,23.60,23.66,135817,23.76,23.47,24.15,23.47,26.23,19.95,108,f,1.34,9.99,4.58,144.8,16.3,-23.0,-0.97,
Bank of Qld,BOQ,11.01,-9,10.95,11.10,7632,11.05,10.88,11.38,10.88,13.49,9.68,52,f,1.78,7.20,4.72,92.4,11.9,-25.0,-2.22,
Bendigo & Adelaide,BEN,9.21,-,9.17,9.23,8897,9.24,9.15,9.43,9.07,10.48,7.72,58,f,1.16,5.27,6.30,67.4,13.7,-27.0,-2.85,
CL Asset Hldgs,CLS,0.63,-7,0.66,0.75,14,0.63,0.63,0.70,0.63,1.20,0.61,-,,-,4.33,-,-1.7,-,-7.0,-10,
C'wlth Bank  of Aust ,CBA,51.82,-61,51.80,51.86,91536,52.27,51.74,53.02,51.74,60.00,47.05,290,f,1.19,15.94,5.60,344.5,15.0,-89.0,-1.69,
Firstfolio Ltd,FFF,0.057,0.1,0.056,0.057,5075,0.059,0.057,0.063,0.055,0.089,0.039,-,,-,-0.05,-,0.8,7.1,-0.5,-8.06,
Homeloans Ltd,HOM,0.60,-,0.58,0.60,-,-,-,0.60,0.58,0.70,0.355,7,f,1.74,0.01,11.67,12.21,4.9,0.5,0.84,
Mortgage Choice,MOC,1.165,1,1.16,1.17,1307,1.17,1.16,1.17,1.15,1.40,1.00,12,f,1.64,0.62,10.30,19.7,5.9,1.0,0.87,
Mystate Ltd,MYS,3.20,6,3.15,3.20,21,3.20,3.15,3.22,3.14,3.75,2.60,22.5,f,1.22,2.22,7.03,27.46,11.7,1.0,0.31,
National Aust Bank,NAB,25.55,-40,25.55,25.63,140056,25.84,25.53,26.07,25.53,32.37,22.23,147,f,1.36,12.41,5.75,199.3,12.8,-42.0,-1.62,
RHG Ltd,RHG,0.68,-1.5,0.68,0.69,3131,0.69,0.68,0.715,0.68,0.75,0.46,-,,-,1.02,-,29.2,2.3,-2.5,-3.55,
Rock Bld perm.,ROK,2.45,9,2.45,2.50,300,2.45,2.37,2.47,2.35,3.02,2.35,15,f,1.43,2.01,6.12,21.4,11.4,2.0,0.82,
Westpac Banking,WBC,23.49,-23,23.45,23.49,99700,23.60,23.28,23.72,23.15,28.43,20.56,125,f,1.11,8.42,5.32,138.5,17.0,8.0,0.34,
Wide Bay Aust Ltd,WBB,10.41,-,10.41,10.60,15,10.41,10.41,10.56,10.41,11.26,8.50,63,f,1.12,3.70,6.05,70.54,14.8,-13.0,-1.23,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.056,-,0.056,0.07,-,-,-,0.056,0.055,0.275,0.03,-,,-,-,-,-,-,0.1,1.82,
Aberdeen Leaders,ALR,1.30,-,1.28,1.30,-,-,-,1.30,1.27,1.47,1.21,9.5,f,1.08,1.29,7.31,10.29,12.6,4.5,3.59,
Adelaide Managed unt,AYT,0.23,-3.5,0.23,0.235,25481,0.245,0.22,1.55,0.22,1.56,0.22,15.35,,0.14,1.64,66.74,2.11,10.9,-132.0,-85.16,
Amcil Ltd,AMH,0.65,-2,0.65,0.665,45,0.65,0.65,0.67,0.645,0.72,0.595,2,f,1.87,0.71,3.08,3.73,17.4,0.5,0.78,
AMP Capital China unt,AGF,0.845,-0.5,0.845,0.85,995,0.85,0.845,0.86,0.84,1.13,0.675,8.47,,-,1.03,10.02,-1.38,-,-1.0,-1.17,
Asian Masters Fund,AUF,1.06,-,1.05,1.06,-,-,-,1.07,1.06,1.07,0.98,1,,-,1.00,0.94,-0.21,-,-,-,
Aurora Global Tr unt,AIB,1.17,-,-,1.20,-,-,-,1.17,1.17,7.50,0.977,23.5,,0.27,1.23,20.09,6.38,18.3,-5.0,-4.1,
AUS Gov Index Fund,AQF,1.60,-,1.60,-,-,-,-,1.60,1.60,1.72,1.55,-,,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.08,-,1.07,1.08,-,-,-,1.08,1.07,1.222,1.015,8,f,2.42,1.30,7.41,19.35,5.6,0.5,0.47,
  opt nov10,ALFO,0.001,-,0.001,0.002,-,-,-,0.001,0.001,0.068,0.001,-,,-,-,-,-,-,-0.1,-50,
Aust United Invest,AUI,6.50,-2,6.50,6.52,1,6.50,6.50,6.55,6.50,7.90,6.37,25.5,f,1.09,6.76,3.92,27.7,23.5,-2.0,-0.31,
Bentley Capital,BEL,0.235,-,0.235,0.25,414,0.235,0.235,0.24,0.235,0.31,0.22,2,f,2.16,0.41,8.51,4.32,5.4,-,-,
BKI Invest Ltd,BKI,1.205,-0.5,1.205,1.215,2270,1.225,1.20,1.225,1.195,1.32,1.086,5.25,f,1.44,1.32,4.36,7.57,15.9,-1.5,-1.23,
Carlton Invest,CIN,17.05,-,17.05,17.23,-,-,-,17.19,17.05,18.95,16.00,67,f,1.46,19.38,3.93,98,17.4,1.0,0.06,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.05,2.05,2.12,2.05,14,,-,-,6.60,-,-,7.0,3.41,
Century Aust,CYA,0.82,-,0.82,0.83,745,0.82,0.82,0.83,0.815,0.91,0.74,8.5,f,0.82,0.94,10.37,6.99,11.7,-,-,
Challenger FSG Ltd,CGF,4.23,-2,4.20,4.28,53938,4.29,4.13,4.42,4.01,4.50,3.18,14.5,,3.81,-,3.43,55.3,7.6,13.0,3.17,
Choiseul Investments   ,CHO,4.75,-3,4.75,4.80,64,4.78,4.74,4.80,4.68,5.28,4.41,21,f,1.09,4.78,4.42,22.8,20.8,4.0,0.85,
Clime Invest,CIW,0.455,-,0.44,0.48,-,-,-,0.47,0.455,0.50,0.375,2.25,f,2.76,0.46,4.95,6.2,7.3,-1.5,-3.19,
Contango Microcap,CTN,0.91,1.5,0.90,0.91,150,0.91,0.91,0.915,0.895,1.19,0.735,7,f,2.01,1.28,7.69,14.1,6.5,-0.5,-0.55,
Count Financial,COU,1.12,1,1.12,1.13,376,1.12,1.115,1.14,1.11,1.55,1.055,8,f,1.16,0.22,7.14,9.29,12.1,0.5,0.45,
CS GP100 Aust Tr unt,CSJ,0.97,-,0.96,0.98,-,-,-,0.97,0.97,1.00,0.95,2.37,p,2.96,0.98,2.44,7.02,13.8,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.905,-,0.90,0.915,-,-,-,0.905,0.905,0.935,0.885,1.32,,1.84,0.92,1.46,2.43,37.2,-,-,
Diversified United,DUI,2.80,-3,2.80,2.83,243,2.83,2.80,2.87,2.80,3.53,2.71,13,f,0.81,2.96,4.64,10.5,26.7,-1.0,-0.36,
Djerriwarrh Invest,DJW,4.05,3,4.01,4.05,758,4.05,3.99,4.05,3.95,4.85,3.75,26,f,0.46,3.41,6.42,11.86,34.1,5.0,1.25,
DKN Financial Grp,DKN,0.585,3.5,0.53,0.585,5,0.59,0.585,0.59,0.55,0.85,0.505,4.5,,1.13,0.08,7.69,5.1,11.5,3.5,6.36,
Emerging Leaders,ELI,0.81,-,0.81,0.85,830,0.82,0.81,0.82,0.81,0.965,0.70,8,f,1.52,0.92,9.88,12.15,6.7,-,-,
Fat Prophets,FAT,0.90,-,0.90,0.915,-,-,-,0.91,0.90,1.005,0.80,3,,-,1.08,3.33,-0.49,-,-,-,
Global Masters Fund,GFL,0.85,-,0.50,0.85,-,-,-,0.85,0.825,0.905,0.685,-,,-,1.05,-,-2.22,-,-,-,
Global Resource,GRF,1.60,-,1.60,1.63,127,1.60,1.60,1.61,1.60,1.73,1.55,0.5,,-,1.53,0.31,-1.1,-,-2.0,-1.23,
Hunter Hall Global,HHV,0.775,0.5,0.77,0.78,1027,0.775,0.77,0.845,0.76,0.86,0.695,6,f,1.45,1.01,7.74,8.7,8.9,-6.5,-7.74,
Hyperion Flagship,HIP,1.45,-,1.35,1.52,-,-,-,1.45,1.43,1.52,1.35,8.5,f,0.48,1.41,5.86,4.09,35.5,2.0,1.4,
India Equities Fund,INE,0.055,-,0.055,0.058,1048,0.055,0.055,0.059,0.053,0.645,0.047,-,,-,0.07,-,-3.56,-,-,-,
ING Private Equity,IPE,0.275,-,0.275,0.28,73,0.275,0.275,0.275,0.275,0.315,0.20,-,,-,0.49,-,3.82,7.2,-,-,
Ironbark Capital,IBC,0.46,0.5,0.46,0.465,530,0.46,0.455,0.47,0.45,0.50,0.425,3.3,f,1.26,0.54,7.17,4.17,11.0,-1.0,-2.13,
Magellan Flagship,MFF,0.625,-,0.62,0.625,3577,0.625,0.62,0.625,0.615,0.69,0.56,-,,-,0.75,-,8.74,7.2,0.5,0.81,
Milton Corp,MLT,15.88,-32,15.88,15.90,132,16.00,15.88,16.20,15.88,19.40,15.35,71,f,1.10,16.60,4.47,78.2,20.3,-34.0,-2.1,
Mirrabooka Invest,MIR,1.685,-1.5,1.68,1.685,441,1.70,1.68,1.71,1.65,2.28,1.53,10,f,0.79,1.72,5.93,7.93,21.2,3.5,2.12,
Orchid Capital,ORC,0.022,-,0.019,0.035,-,-,-,0.022,0.02,0.045,0.01,-,,-,0.01,-,0.15,14.7,-1.6,-42.11,
  opt feb12,ORCOA,0.015,-,0.005,0.015,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Peters MacGregor,PET,0.735,-,0.675,0.73,-,-,-,0.735,0.73,0.78,0.60,2,f,8.54,0.70,2.72,17.08,4.3,-,-,
Platinum Capital,PMC,1.395,0.5,1.39,1.40,805,1.415,1.39,1.42,1.375,1.85,1.365,10,f,1.12,1.24,7.17,11.16,12.5,-1.5,-1.06,
Premium Investors,PRV,0.72,-0.5,0.72,0.735,300,0.725,0.72,0.735,0.71,0.93,0.65,7,f,2.05,0.90,9.72,14.37,5.0,-0.5,-0.69,
Sylvastate Ltd,SYL,3.60,10,3.50,3.60,30,3.60,3.60,3.60,3.50,4.09,3.34,21,f,0.41,3.57,5.83,8.56,42.1,10.0,2.86,
Templeton Global,TGG,0.77,-0.5,0.77,0.79,186,0.77,0.76,0.775,0.755,0.86,0.73,-,,-,0.93,-,1.8,42.8,1.0,1.32,
Van Eyk Three Pillar,VTP,0.87,-2,0.87,0.88,70,0.885,0.87,0.90,0.85,1.20,0.679,2.5,,2.88,1.01,2.87,7.2,12.1,1.0,1.16,
Wallace Absolute,WAB,0.073,-,0.073,0.077,-,-,-,0.078,0.073,0.08,0.023,-,,-,0.03,-,-2.68,-,-0.5,-6.41,
WAM Capital Ltd,WAM,1.31,-0.5,1.31,1.325,582,1.315,1.31,1.325,1.31,1.375,1.12,8,f,2.91,1.63,6.11,23.3,5.6,-1.5,-1.13,
Whitefield Ltd,WHF,3.04,-,3.01,3.03,-,-,-,3.04,2.95,3.63,2.88,17,f,0.09,3.22,5.59,1.54,197.4,6.0,2.01,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.735,0.5,0.73,0.735,433,0.735,0.72,0.735,0.71,0.805,0.625,5.2,f,0.63,0.91,7.07,3.3,22.3,0.5,0.68,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.12,-0.5,0.11,0.125,150,0.12,0.12,0.125,0.10,0.40,0.085,-,,-,0.03,-,-1.02,-,-,-,
Bisan Ltd,BSN,0.034,-,0.03,0.05,-,-,-,0.034,0.034,0.05,0.03,-,,-,0.02,-,-1.24,-,-0.1,-2.86,
Charter Pacific,CHF,0.041,-,0.035,0.049,-,-,-,0.041,0.041,0.076,0.037,-,,-,0.08,-,-4.3,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.41,-,2.38,2.46,-,-,-,2.46,2.41,2.811,2.30,10,f,-,3.06,4.15,-15.94,-,-4.0,-1.63,
Grandbridge Ltd,GBA,0.29,-,0.305,0.33,-,-,-,0.35,0.29,0.405,0.105,-,,-,0.24,-,10.13,2.9,-2.0,-6.45,
Guinness Peat cdi,GPG,0.52,-0.5,0.52,0.525,4670,0.525,0.52,0.525,0.505,0.673,0.48,1.66,,-,0.71,3.19,-0.23,-,0.5,0.97,
London City Equities,LCE,0.39,-,-,-,-,-,-,0.39,0.39,0.44,0.39,1,f,-,0.40,2.56,-0.51,-,-,-,
Luminus Systems,LSL,0.004,-,0.004,0.05,-,-,-,0.004,0.004,0.018,0.002,-,,-,-,-,-2.26,-,-,-,
Soul Pattinson,SOL,13.06,-14,13.06,13.14,897,13.20,13.06,13.50,13.06,15.38,11.78,34,f,2.69,11.44,2.60,91.49,14.3,-26.0,-1.95,
Sunvest Corp,SVS,0.275,-,0.275,0.45,-,-,-,0.275,0.275,0.28,0.27,-,,-,0.57,-,-0.24,-,-,-,
Tag Pacific Ltd,TAG,0.11,-,0.11,0.15,-,-,-,0.11,0.11,0.265,0.11,0.75,,-,0.26,6.82,-4.66,-,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,-,-,-,0.15,0.15,0.195,0.13,0.6,f,2.17,0.07,4.00,1.3,11.5,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,32.71,72,32.60,32.75,22271,32.76,31.68,32.76,30.28,37.16,28.02,173.1,f,1.10,3.49,5.29,190.4,17.2,219.0,7.18,
BBX Hldgs,BBX,0.01,-,-,0.01,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.01,-,2.02,0.5,-,-,
Hillcrest Litigat,HLS,0.05,-,0.055,0.06,-,-,-,0.051,0.05,0.10,0.05,-,,-,0.07,-,-2.02,-,-0.1,-1.96,
IMF (Aust) Ltd,IMF,1.35,0.5,1.35,1.375,1270,1.375,1.335,1.375,1.335,1.96,1.32,5,,1.95,0.26,3.70,9.77,13.8,-3.5,-2.53,
Ipernica Ltd,IPR,0.125,-,0.115,0.125,70,0.125,0.125,0.125,0.115,0.18,0.065,-,,-,0.03,-,-2.29,-,1.0,8.7,
NSX Ltd,NSX,0.18,-,0.18,0.19,-,-,-,0.19,0.17,0.26,0.165,-,,-,0.07,-,-2.05,-,-,-,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.14,-,0.16,0.205,-,-,-,0.14,0.14,0.37,0.14,0.36,f,4.17,0.34,2.57,1.5,9.3,-,-,
Astra Capital Ltd,AKR,0.90,-5,0.84,0.945,6,0.90,0.90,0.95,0.84,0.95,0.51,-,,-,1.63,-,-0.03,-,4.0,4.65,
Centrepoint Alliance,CAF,0.14,1.5,0.13,0.15,1000,0.14,0.14,0.15,0.125,0.185,0.12,-,,-,0.18,-,0.4,35.0,1.5,12,
Flexigrp Ltd,FXL,1.355,-2,1.35,1.365,662,1.37,1.35,1.465,1.35,1.739,1.11,7.5,f,3.31,0.43,5.54,24.8,5.5,-10.0,-6.87,
FSA Grp Ltd,FSA,0.33,-,0.335,0.34,-,-,-,0.35,0.325,0.44,0.28,-,,-,0.30,-,5.82,5.7,-1.0,-2.94,
Money3 Corp,MNY,0.53,-,0.48,0.53,-,-,-,0.53,0.53,0.60,0.40,4.1,f,1.67,0.32,7.74,6.85,7.7,-,-,
Oncard Intl,ONC,0.095,-0.1,0.094,0.095,2111,0.096,0.095,0.10,0.095,0.20,0.08,-,,-,0.14,-,1.1,8.6,-0.4,-4.04,
Questus Ltd,QSS,0.045,-,0.04,0.045,500,0.045,0.045,0.045,0.045,0.144,0.045,-,,-,0.14,-,0.04,112.5,-,-,
Thinksmart Ltd,TSM,0.685,4.5,0.665,0.685,359,0.685,0.665,0.685,0.59,1.11,0.54,2,,2.73,0.11,2.92,5.45,12.6,4.5,7.03,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.80,1,0.725,0.79,253,0.80,0.795,0.82,0.785,0.90,0.235,3.6,f,1.00,0.11,4.50,3.61,22.2,-1.5,-1.84,
Alternative Invest unt,AIQ,1.08,-1,1.08,1.10,66,1.095,1.08,1.105,1.08,1.15,0.93,47,,-,1.46,43.52,-2.79,-,-2.5,-2.26,
Amcbf Thr,AKU,104.00,-,104.01,105.00,-,-,-,104.00,104.00,105.00,103.19,-,f,-,-,-,-,-,-,-,
Amcbf Two,AKT,102.65,-,102.65,-,-,-,-,102.65,102.45,102.69,100.00,-,f,-,-,-,-,-,20.0,0.2,
APA Financial,APP,0.016,-,0.017,0.021,-,-,-,0.016,0.016,0.022,0.009,-,,-,-,-,0.41,3.9,-,-,
APN Prop Grp,APD,0.23,-,0.225,0.235,200,0.23,0.23,0.23,0.21,0.41,0.165,1.25,,-,0.19,5.43,-4.49,-,-,-,
Argo Invest,ARG,5.80,8,5.78,5.80,878,5.80,5.72,5.80,5.72,7.05,5.51,25,f,1.04,5.84,4.31,26,22.3,4.0,0.69,
Aurora Funds Ltd,AFV,1.40,-,1.40,1.54,-,-,-,1.55,1.40,2.00,1.40,-,,-,-,-,-,-,-20.0,-12.5,
Aurora SAE ord unt,ABW,1.135,-,1.105,1.115,-,-,-,1.135,1.135,7.35,1.035,12,,1.17,1.08,10.57,14.03,8.1,-,-,
Aurora Sandringham ,AOD,0.995,-1.5,0.985,0.995,765,0.995,0.985,1.01,0.985,1.12,0.965,7.7,,-,0.98,7.74,-1.54,-,-0.5,-0.5,
Aust Ethical,AEF,23.50,-,23.50,28.50,-,-,-,29.10,23.50,34.275,18.345,100,f,1.03,8.11,4.26,103,22.8,-450.0,-16.07,
Aust Foundation,AFI,4.70,1,4.69,4.70,1570,4.70,4.67,4.74,4.67,5.41,4.52,21,f,0.89,4.50,4.47,18.6,25.3,-,-,
Austock Grp Ltd,ACK,0.11,-,0.105,0.13,-,-,-,0.11,0.11,0.33,0.10,-,,-,0.19,-,-5.07,-,1.0,10,
Bell Financial Grp,BFG,0.85,-1,0.85,0.86,2149,0.855,0.85,0.86,0.80,1.40,0.78,8.5,f,1.42,0.22,10.00,12.1,7.0,1.0,1.19,
Belmont Hldgs,BET,1.00,-,0.90,-,-,-,-,1.00,1.00,1.30,1.00,3.5,f,-,1.48,3.50,-2.47,-,-,-,
Blue Capital Ltd,BIV,0.021,-,0.022,0.024,-,-,-,0.021,0.02,0.029,0.013,-,,-,0.03,-,-0.71,-,0.1,5,
BT Invest Mngmnt,BTT,2.54,-1,2.54,2.57,227,2.57,2.47,2.57,2.41,3.189,2.081,10.4,f,1.42,0.32,4.09,14.76,17.2,11.0,4.53,
Cadence Capital,CDM,0.81,-0.5,0.80,0.82,230,0.815,0.81,0.815,0.795,0.88,0.70,4,f,3.35,1.03,4.94,13.4,6.0,1.5,1.89,
Chapmans Ltd,CHP,0.015,-,0.012,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.28,-,-,-,
China Century Capitl,CCY,0.065,0.2,0.065,0.069,3300,0.065,0.063,0.065,0.063,0.115,0.041,-,,-,0.01,-,-1.7,-,0.2,3.17,
CI Res Ltd,CII,0.59,-,0.565,0.75,-,-,-,0.59,0.59,0.91,0.58,4,,0.56,1.01,6.78,2.26,26.1,-,-,
Clime Capital,CAM,1.01,-4,1.01,1.045,1,1.01,1.01,1.05,1.00,1.09,0.867,4,f,6.01,1.35,3.96,24.05,4.2,-4.0,-3.81,
Contango Capital,CCQ,0.72,-,0.72,0.735,-,-,-,0.73,0.715,1.55,0.60,5,f,2.10,1.10,6.94,10.51,6.9,-,-,
CVC Ltd,CVC,0.86,-,0.86,0.945,12,0.86,0.86,0.86,0.835,0.86,0.56,5,f,2.93,1.24,5.81,14.67,5.9,3.0,3.61,
Diversa Ltd,DVA,0.096,-,0.096,0.11,-,-,-,0.096,0.096,0.15,0.08,-,,-,0.02,-,-2.6,-,-,-,
Equities & Freehldgss,EQF,0.23,-,0.20,0.24,1252,0.23,0.23,0.24,0.23,0.31,0.024,-,,-,0.21,-,3.94,5.8,-2.0,-8,
Equity Tr,EQT,14.98,-2,14.85,14.99,23,15.00,14.98,15.27,14.90,19.50,14.65,110,f,0.88,2.64,7.34,96.6,15.5,-28.0,-1.83,
Euroz Ltd,EZL,1.265,-0.5,1.26,1.28,256,1.29,1.26,1.29,1.26,1.69,1.06,12,f,1.67,-,9.49,20.07,6.3,-1.5,-1.17,
  opt mar14,EZLO,0.54,-,0.455,0.54,6,0.54,0.54,0.54,0.54,0.91,0.31,-,,-,-,-,-,-,4.0,8,
Everest Financial,EFG,0.058,-,0.058,0.063,13,0.058,0.058,0.058,0.058,0.079,0.037,-,,-,0.09,-,-0.41,-,-0.3,-4.92,
Excela Ltd,EXA,0.25,-,0.29,0.34,-,-,-,0.25,0.15,0.62,0.15,2,,-,0.30,8.00,-6,-,10.0,66.67,
Fiducian Portfolio,FPS,1.35,1,1.35,1.39,232,1.35,1.345,1.375,1.30,1.75,1.16,8.5,f,1.50,0.36,6.30,12.71,10.6,4.0,3.05,
Future Corp,FUT,0.003,-,0.002,0.003,28300,0.003,0.002,0.003,0.002,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.11,-0.5,1.105,1.11,2453,1.115,1.10,1.12,1.10,1.32,1.01,5,f,0.25,1.36,4.50,1.27,87.4,0.5,0.45,
Hastings High Yld unt,HHY,1.25,-4.5,1.25,1.265,1080,1.275,1.25,1.295,1.25,1.44,1.085,14.8,,0.35,1.76,11.84,5.11,24.5,-0.5,-0.4,
Henderson Grp cdi,HGG,1.985,-3.5,1.985,1.995,40753,2.03,1.98,2.24,1.98,2.60,1.98,10.22,,1.04,-0.14,5.15,10.64,18.7,-21.5,-9.77,
HFA Hldgs Ltd,HFA,0.17,-,0.165,0.175,4313,0.17,0.165,0.175,0.165,0.31,0.145,-,,-,-0.18,-,1.01,16.8,-0.5,-2.86,
Hunter Hall Intl,HHL,5.37,1,5.37,5.43,42,5.40,5.37,5.40,5.25,7.90,5.09,45.3,f,0.99,1.80,8.44,44.96,11.9,6.0,1.13,
Investorfirst Ltd,INQ,0.072,0.2,0.076,0.094,3194,0.072,0.072,0.072,0.07,0.15,0.05,-,,-,0.05,-,-0.54,-,-,-,
IOOF Hldgs Ltd,IFL,6.75,2,6.65,6.85,8447,6.81,6.65,6.90,6.65,7.40,4.77,35,f,0.85,0.51,5.19,29.8,22.7,-11.0,-1.6,
K2 Asset Mgmt,KAM,0.65,-5,0.65,0.71,340,0.70,0.65,0.72,0.61,0.87,0.40,4.5,f,1.45,0.07,6.92,6.52,10.0,4.5,7.44,
Katana Capital,KAT,0.71,-,0.71,0.73,-,-,-,0.72,0.71,0.85,0.60,2.75,f,4.69,0.96,3.87,12.89,5.5,-,-,
Keybridge Capital,KBC,0.099,0.2,0.093,0.098,1872,0.10,0.095,0.10,0.09,0.15,0.075,-,,-,0.46,-,-29.02,-,1.2,13.79,
Macq Grp Ltd,MQG,36.35,-39,36.31,36.40,22888,36.65,36.21,37.13,36.15,58.80,33.75,186,,1.72,25.82,5.12,320.2,11.4,-32.0,-0.87,
Macq Winton ord unt,MWG,1.22,-,1.22,1.24,258,1.23,1.22,1.23,1.22,1.31,1.05,0.4,,24.82,1.35,0.33,9.93,12.3,-,-,
Magellan Fin Grp,MFG,1.10,3.5,1.10,1.15,1367,1.10,1.03,1.235,1.03,1.30,0.73,-,,-,0.71,-,2.6,42.3,-11.0,-9.09,
  opt jun11,MFGOB,0.10,-,0.10,0.27,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.225,5.5,0.17,0.225,55,0.225,0.17,0.225,0.17,0.225,0.02,-,,-,-,-,-,-,5.5,32.35,
MAX Tr unt,MXQ,0.063,-0.1,0.056,0.065,200,0.063,0.063,0.065,0.056,0.09,0.03,-,,-,0.36,-,15,0.4,0.3,5,
Multi Channel,MUT,0.005,-,0.004,0.005,-,-,-,0.005,0.005,0.008,0.002,-,,-,-0.15,-,-15.37,-,-,-,
Murchison Hldgs,MCH,0.345,-,0.345,0.40,-,-,-,0.345,0.345,0.75,0.30,-,,-,1.34,-,3.04,11.3,-,-,
Oceania Capital,OCP,1.45,-,1.40,1.46,-,-,-,1.495,1.40,2.697,1.35,6,,-,0.87,4.14,-126.59,-,5.0,3.57,
Orion Equities,OEQ,0.45,-,0.45,0.50,7,0.45,0.45,0.45,0.43,0.63,0.40,-,,-,1.09,-,6.3,7.1,2.0,4.65,
Over Fifty Grp,OFG,0.64,-,0.64,0.655,18,0.64,0.64,0.67,0.625,1.09,0.47,5,p,1.86,0.56,7.81,9.3,6.9,3.5,5.79,
Ozgrowth Ltd,OZG,0.17,-,0.165,0.17,8500,0.17,0.17,0.17,0.16,0.175,0.15,1.4,f,1.58,0.23,8.24,2.21,7.7,-,-,
Perpetual Ltd,PPT,30.09,-50,30.08,30.20,679,30.41,30.09,30.83,30.09,40.31,27.11,210,f,1.08,3.95,6.98,227.1,13.2,-42.0,-1.38,
Plan B Grp Hld,PLB,0.69,-,0.50,0.67,-,-,-,0.668,0.668,0.89,0.65,3.7,f,1.12,0.10,5.36,4.15,16.6,2.2,3.29,
Platinum Asset,PTM,5.17,-3,5.16,5.18,6508,5.18,5.10,5.24,5.09,6.34,4.44,22,f,1.11,-,4.26,24.39,21.2,-3.0,-0.58,
Prime Financial,PFG,0.16,-1,0.155,0.17,1200,0.16,0.16,0.17,0.155,0.34,0.15,1.5,f,1.53,0.14,9.38,2.3,7.0,-,-,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.05,0.05,-,,-,0.16,-,-3.23,-,-,-,
Quest Invest,QST,0.071,-,0.062,0.095,-,-,-,0.071,0.071,0.14,0.061,-,,-,0.20,-,1.22,5.8,-,-,
Redcape Prop Grp stp,RPF,0.16,1,0.16,0.165,263,0.16,0.16,0.16,0.15,0.45,0.14,-,,-,0.37,-,-45.52,-,0.5,3.23,
RIMCapital Ltd,RMC,0.026,-,0.017,0.026,-,-,-,0.026,0.026,0.06,0.025,-,,-,0.02,-,-0.77,-,-,-,
Robe Aust Ltd,ROB,0.008,-,0.008,0.009,-,-,-,0.008,0.008,0.024,0.005,-,,-,-,-,-0.33,-,-,-,
Snowball Grp,SNO,0.39,-,-,0.40,-,-,-,0.415,0.39,0.47,0.36,3.25,f,0.73,-0.06,8.33,2.38,16.4,-2.5,-6.02,
