Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4437.0 at 16:39 16/7/2010  Report at 19:05 Friday 16/7/2010. Processed 22:46 Friday 16/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Firstfolio Ltd,FFF,0.053,0.1,0.052,0.053,13807,0.053,0.052,0.053,0.051,0.089,0.028,-,,-,-0.05,-,1.13,4.7,0.3,6,
Homeloans Ltd,HOM,0.70,-,0.61,0.74,-,-,-,0.70,0.695,0.84,0.45,9,f,1.02,0.52,12.86,9.16,7.6,0.5,0.72,
Mortgage Choice,MOC,1.115,1.5,1.11,1.12,1722,1.15,1.105,1.155,1.095,1.40,1.00,11,f,2.16,0.56,9.87,23.8,4.7,-0.5,-0.45,
Mystate Ltd,MYS,3.15,-,3.15,3.18,139,3.17,3.15,3.18,3.12,3.75,2.60,20,f,0.70,2.17,6.35,13.9,22.7,3.0,0.96,
National Aust Bank,NAB,24.49,-2,24.42,24.50,23641,24.74,24.36,25.00,24.13,32.37,22.01,147,f,1.36,12.41,6.00,199.3,12.3,45.0,1.87,
RHG Ltd,RHG,0.63,-1,0.635,0.64,1746,0.635,0.63,0.645,0.62,0.75,0.45,-,,-,0.84,-,29.5,2.1,-,-,
Rock Bld perm.,ROK,2.49,-1,2.47,2.50,100,2.49,2.49,2.54,2.45,3.10,2.38,14.5,f,1.33,1.98,5.82,19.3,12.9,5.0,2.05,
Westpac Banking,WBC,22.58,-15,22.52,22.60,41537,22.82,22.50,23.00,22.08,28.43,19.60,125,f,1.11,8.42,5.54,138.5,16.3,38.0,1.71,
Wide Bay Aust Ltd,WBB,10.49,20,10.21,10.49,24,10.49,10.30,10.49,9.97,11.26,7.06,62,f,0.98,3.62,5.91,60.89,17.2,34.0,3.35,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.11,-,0.12,0.15,-,-,-,0.11,0.11,0.275,0.07,-,,-,-,-,-,-,-,-,
Aberdeen Leaders,ALR,1.23,1,1.22,1.23,355,1.23,1.22,1.23,1.215,1.47,1.20,9.5,f,0.81,1.21,7.72,7.67,16.0,-,-,
Adelaide Managed unt,AYT,1.41,-4,1.41,1.445,261,1.41,1.40,1.45,1.40,1.45,1.019,16.02,,0.43,1.79,11.36,6.83,20.6,1.0,0.71,
Amcil Ltd,AMH,0.625,-1,0.625,0.64,255,0.63,0.625,0.64,0.62,0.72,0.565,2,,-,0.71,3.20,-1.14,-,-0.5,-0.79,
AMP Capital China unt,AGF,0.76,-0.5,0.76,0.77,942,0.765,0.76,0.78,0.755,1.265,0.675,8.47,,1.18,0.99,11.14,10.02,7.6,0.5,0.66,
Asian Masters Fund,AUF,1.02,-3,1.02,1.04,128,1.02,1.02,1.05,1.02,1.06,0.98,1,f,-,1.00,0.98,-1.19,-,-1.0,-0.97,
Aurora Global Tr unt,AIB,1.105,-,1.105,1.22,-,-,-,1.11,1.10,7.50,1.00,23.5,,-,1.20,21.27,-5.76,-,-,-,
AUS Gov Index Fund,AQF,1.61,-,1.53,-,-,-,-,1.61,1.61,1.72,1.61,-,f,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.095,-2.5,1.095,1.12,18,1.095,1.095,1.12,1.075,1.265,1.01,7,f,7.66,1.37,6.39,53.65,2.0,-,-,
  opt nov10,ALFO,0.005,-,0.003,0.008,100,0.005,0.005,0.005,0.004,0.10,0.003,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.60,-8,6.60,6.61,41,6.60,6.58,6.74,6.58,7.90,5.90,25,f,0.75,7.49,3.79,18.7,35.3,-20.0,-2.94,
Bentley Capital,BEL,0.225,-1,0.225,0.23,675,0.23,0.225,0.235,0.225,0.329,0.22,1,f,10.62,0.45,4.44,10.62,2.1,-0.5,-2.17,
BKI Invest Ltd,BKI,1.185,0.5,1.185,1.19,61,1.195,1.18,1.195,1.165,1.325,1.076,5.5,f,1.18,1.45,4.64,6.47,18.3,2.5,2.16,
Carlton Invest,CIN,16.50,-,16.06,16.50,-,-,-,16.60,16.50,18.95,14.55,67,f,0.94,21.78,4.06,63,26.2,-20.0,-1.2,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.77,0.5,0.755,0.775,1132,0.77,0.76,0.77,0.755,0.91,0.74,3.5,f,-,1.02,4.55,-7.74,-,2.0,2.67,
Challenger FSG Ltd,CGF,3.72,-5,3.71,3.78,9822,3.84,3.68,3.84,3.65,4.50,2.39,13.5,,2.61,3.36,3.63,35.2,10.6,-,-,
Choiseul Investments   ,CHO,4.59,1,4.51,4.60,135,4.59,4.51,4.59,4.50,5.28,4.41,21,f,0.78,5.42,4.58,16.4,28.0,2.0,0.44,
Clime Invest,CIW,0.42,1,0.42,0.44,63,0.42,0.42,0.42,0.41,0.50,0.322,1,f,5.00,0.44,2.38,5,8.4,1.0,2.44,
Contango Microcap,CTN,0.825,-,0.825,0.84,188,0.84,0.825,0.84,0.80,1.19,0.735,2,f,21.00,1.40,2.42,42,2.0,4.5,5.77,
Count Financial,COU,1.125,-0.5,1.12,1.14,2355,1.135,1.115,1.14,1.11,1.60,1.055,7,f,1.52,0.22,6.22,10.64,10.6,1.5,1.35,
CS GP100 Aust Tr unt,CSJ,0.98,-,0.98,0.985,-,-,-,0.98,0.975,1.05,0.925,2.37,p,-,0.97,2.42,-3.19,-,0.5,0.51,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.915,-,-,-,0.91,0.91,0.94,0.875,1.32,,-,0.91,1.45,-5.7,-,-,-,
Diversified United,DUI,2.88,-,2.84,2.88,-,-,-,2.98,2.81,3.53,2.68,13,f,0.34,3.29,4.51,4.4,65.5,4.0,1.41,
Djerriwarrh Invest,DJW,4.14,-2,4.11,4.14,788,4.14,4.10,4.35,4.10,4.85,3.84,26,f,-,3.85,6.28,-14.11,-,-11.0,-2.59,
DKN Financial Grp,DKN,0.58,-,0.56,0.59,-,-,-,0.60,0.58,0.85,0.39,4,,1.23,0.07,6.90,4.91,11.8,-2.0,-3.33,
Emerging Leaders,ELI,0.73,-2,0.73,0.76,100,0.75,0.73,0.75,0.71,0.965,0.70,3.75,f,7.17,1.12,5.14,26.88,2.7,-2.0,-2.67,
Fat Prophets,FAT,0.89,1,0.89,0.92,120,0.89,0.885,0.89,0.855,1.005,0.745,3,f,-,1.17,3.37,-4.28,-,3.5,4.09,
Global Masters Fund,GFL,0.83,-3,0.83,0.86,6,0.83,0.83,0.89,0.83,0.905,0.685,-,,-,1.01,-,-1.04,-,-6.0,-6.74,
Global Resource,GRF,1.59,-,1.56,1.62,-,-,-,1.59,1.59,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,-,-,
Hunter Hall Global,HHV,0.76,-1,0.755,0.77,3793,0.78,0.74,0.78,0.74,0.86,0.695,-,,-,1.03,-,18.37,4.1,-0.5,-0.65,
Hyperion Flagship,HIP,1.38,-,1.38,1.50,100,1.38,1.38,1.38,1.38,1.52,1.25,8.5,f,-,1.57,6.16,-0.54,-,-,-,
India Equities Fund,INE,0.055,-0.5,0.055,0.058,1989,0.058,0.055,0.074,0.055,0.645,0.055,-,,-,0.76,-,-1.95,-,-1.7,-23.61,
  opt aug10,INEO,0.16,-,0.042,0.10,-,-,-,0.16,0.16,0.24,0.05,-,,-,-,-,-,-,3.5,28,
ING Private Equity,IPE,0.25,-,0.245,0.255,-,-,-,0.25,0.245,0.315,0.175,-,,-,0.47,-,-3.49,-,-,-,
Ironbark Capital,IBC,0.44,0.5,0.44,0.45,1469,0.445,0.435,0.45,0.435,0.50,0.405,2.5,f,3.07,0.54,5.68,7.68,5.7,0.5,1.15,
Magellan Flagship,MFF,0.63,-1,0.63,0.635,302,0.64,0.63,0.64,0.62,0.69,0.555,-,,-,0.79,-,3.04,20.7,-1.0,-1.56,
Milton Corp,MLT,16.00,-,16.00,16.05,61,16.15,15.99,16.15,15.85,19.40,14.90,70,f,0.64,18.37,4.38,44.7,35.8,-,-,
Mirrabooka Invest,MIR,1.73,1.5,1.73,1.76,191,1.73,1.71,1.78,1.70,2.28,1.53,10,f,0.79,1.74,5.78,7.93,21.8,-2.0,-1.14,
Orchid Capital,ORC,0.038,-,0.03,0.05,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.16,1,0.155,0.17,950,0.16,0.16,0.16,0.15,0.175,0.145,1.4,f,4.43,0.25,8.75,6.2,2.6,-,-,
Peters MacGregor,PET,0.65,-,0.65,0.67,-,-,-,0.65,0.65,0.70,0.54,-,,-,1.03,-,13.67,4.8,2.0,3.17,
Platinum Capital,PMC,1.50,2,1.45,1.50,240,1.50,1.45,1.50,1.415,1.85,1.365,10,f,1.96,1.35,6.67,19.55,7.7,5.0,3.45,
Premium Investors,PRV,0.72,2,0.72,0.725,486,0.72,0.72,0.72,0.70,0.93,0.65,3.5,f,3.01,0.95,4.86,10.55,6.8,2.0,2.86,
Sylvastate Ltd,SYL,3.42,-,3.42,3.48,-,-,-,3.42,3.41,4.09,3.05,21,f,0.41,3.59,6.14,8.56,40.0,2.0,0.59,
Templeton Global,TGG,0.77,1,0.765,0.77,875,0.775,0.77,0.775,0.76,0.885,0.73,-,,-,0.99,-,-2.8,-,-,-,
Van Eyk Three Pillar,VTP,0.815,-,0.82,0.83,-,-,-,0.82,0.80,0.955,0.78,2.5,f,7.56,1.00,3.07,18.9,4.3,0.5,0.62,
Wallace Absolute,WAB,0.065,-,0.065,0.066,540,0.065,0.065,0.065,0.063,0.074,0.023,-,,-,0.04,-,-37.93,-,0.2,3.17,
WAM Capital Ltd,WAM,1.23,-,1.23,1.24,269,1.25,1.23,1.25,1.18,1.355,1.05,8,f,4.81,1.62,6.50,38.5,3.2,5.0,4.24,
Whitefield Ltd,WHF,3.00,-,2.99,3.04,-,-,-,3.00,2.95,3.63,2.70,17,f,0.09,3.55,5.67,1.54,194.8,5.0,1.69,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.65,-1,0.655,0.66,818,0.66,0.65,0.67,0.645,0.805,0.62,4.6,f,0.24,0.94,7.08,1.09,59.6,1.0,1.56,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.12,-,0.115,0.14,-,-,-,0.12,0.11,0.43,0.075,-,,-,0.02,-,-1.19,-,1.0,9.09,
Bisan Ltd,BSN,0.036,-,0.03,0.039,-,-,-,0.036,0.036,0.05,0.035,-,,-,0.04,-,-2.07,-,-,-,
Charter Pacific,CHF,0.04,-,0.037,0.049,-,-,-,0.04,0.037,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.36,1,2.36,2.43,64,2.36,2.36,2.36,2.35,2.811,2.30,10,f,-,3.06,4.24,-15.94,-,1.0,0.43,
Grandbridge Ltd,GBA,0.30,7,0.30,0.325,1565,0.30,0.24,0.30,0.19,0.30,0.04,-,,-,0.27,-,11.7,2.6,12.0,66.67,
Guinness Peat cdi,GPG,0.55,-1,0.55,0.56,1009,0.56,0.55,0.56,0.54,0.682,0.486,1.66,,-,0.83,3.02,-4.03,-,1.0,1.85,
London City Equities,LCE,0.39,-,0.25,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.009,-,0.005,0.05,-,-,-,0.009,0.009,0.023,0.008,-,,-,-0.01,-,-7.96,-,-,-,
Soul Pattinson,SOL,13.14,-6,13.00,13.40,131,13.20,13.10,13.40,13.03,15.38,10.07,33,f,3.76,11.11,2.51,124.07,10.6,8.0,0.61,
Sunvest Corp,SVS,0.275,-,0.275,0.455,-,-,-,0.275,0.275,0.28,0.255,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.18,-,0.135,0.175,-,-,-,0.18,0.18,0.27,0.125,0.75,,4.80,0.33,4.17,3.6,5.0,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.18,-,-,-,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,29.00,-32,29.00,29.17,6639,29.70,28.85,29.70,28.70,37.77,28.06,163.6,f,1.10,3.19,5.64,180.6,16.1,-3.0,-0.1,
BBX Hldgs,BBX,0.01,-,0.01,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.05,-,0.05,0.069,-,-,-,0.058,0.05,0.10,0.05,-,,-,0.08,-,1.26,4.0,-0.8,-13.79,
IMF (Aust) Ltd,IMF,1.56,4,1.51,1.56,850,1.57,1.51,1.57,1.43,1.96,1.25,15,f,0.55,0.32,9.62,8.22,19.0,13.5,9.47,
Ipernica Ltd,IPR,0.105,-1,0.105,0.115,2717,0.115,0.105,0.125,0.105,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.5,-12.5,
NSX Ltd,NSX,0.20,-,0.18,0.20,510,0.20,0.20,0.205,0.20,0.26,0.165,-,,-,0.09,-,-4.95,-,-,-,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.245,-,0.225,0.30,-,-,-,0.245,0.245,0.37,0.17,1.3,,2.46,0.34,5.31,3.2,7.7,-,-,
Astra Capital Ltd,AKR,0.77,-,0.65,0.79,-,-,-,0.77,0.77,0.85,0.51,-,,-,1.62,-,-1.87,-,-2.0,-2.53,
Centrepoint Alliance,CAF,0.14,-0.5,0.125,0.14,255,0.14,0.14,0.145,0.135,0.185,0.12,-,,-,-,-,-31.06,-,0.5,3.7,
Flexigrp Ltd,FXL,1.335,-2,1.335,1.35,703,1.41,1.335,1.41,1.335,1.779,0.798,6,f,3.95,0.23,4.49,23.7,5.6,-7.5,-5.32,
FSA Grp Ltd,FSA,0.37,-,0.37,0.38,740,0.37,0.37,0.37,0.35,0.465,0.28,-,,-,0.29,-,7.93,4.7,2.0,5.71,
Money3 Corp,MNY,0.50,-,0.41,0.53,-,-,-,0.50,0.50,0.60,0.40,3.4,f,1.02,0.30,6.80,3.46,14.5,-,-,
Oncard Intl,ONC,0.09,-,0.085,0.09,-,-,-,0.09,0.08,0.24,0.08,-,,-,0.13,-,0.73,12.3,1.0,12.5,
Questus Ltd,QSS,0.061,-,0.06,0.065,-,-,-,0.061,0.06,0.153,0.05,-,,-,0.15,-,1.54,4.0,0.1,1.67,
Thinksmart Ltd,TSM,0.90,-,0.90,0.91,76,0.90,0.90,0.915,0.89,1.11,0.50,3.5,f,1.53,0.11,3.89,5.35,16.8,-,-,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.65,-1,0.65,0.68,816,0.66,0.65,0.695,0.65,0.695,0.235,2.75,f,1.15,0.11,4.23,3.16,20.6,11.0,20.37,
Alternative Invest unt,AIQ,1.05,-,1.05,1.07,47,1.05,1.05,1.06,1.04,1.45,0.91,47,,-,1.45,44.76,-44.5,-,-,-,
APN Prop Grp,APD,0.175,-0.5,0.175,0.19,100,0.175,0.175,0.18,0.175,0.41,0.165,1.25,f,-,0.21,7.14,-17.88,-,-0.5,-2.78,
Argo Invest,ARG,5.95,-2,5.92,5.95,1106,5.99,5.92,6.00,5.86,7.05,5.61,25,f,-,5.99,4.20,-11.1,-,8.0,1.36,
Aurora SAE ord unt,ABW,1.08,4.5,1.075,1.085,16,1.08,1.08,1.08,1.035,7.35,0.867,23,,-,1.20,21.30,-30.42,-,4.5,4.35,
Aurora Sandringham ,AOD,0.98,-,0.985,0.995,-,-,-,0.99,0.975,1.12,0.965,6.2,p,-,1.02,6.33,-4.69,-,-1.5,-1.51,
Aust Ethical,AEF,20.00,-200,20.00,23.10,-,20.00,20.00,22.00,20.00,37.00,20.00,182,f,0.76,8.11,9.10,139,14.4,-200.0,-9.09,
Aust Foundation,AFI,4.79,-1,4.78,4.81,932,4.83,4.77,4.83,4.72,5.41,4.45,21,f,0.43,4.98,4.38,8.93,53.6,2.0,0.42,
  new,AFIN,4.58,-7,4.57,4.65,11,4.61,4.58,4.65,4.58,4.68,4.51,-,,-,-,-,-,-,-2.0,-0.43,
Austock Grp Ltd,ACK,0.15,-,0.15,0.17,-,-,-,0.15,0.15,0.33,0.14,-,,-,0.24,-,-6.58,-,-,-,
Bell Financial Grp,BFG,0.935,3.5,0.91,0.935,222,0.935,0.895,0.955,0.895,1.40,0.71,8,f,1.41,0.25,8.56,11.3,8.3,3.5,3.89,
Belmont Hldgs,BET,1.00,-,1.00,1.15,-,-,-,1.00,1.00,1.30,1.00,-,,-,1.78,-,-1.38,-,-15.0,-13.04,
Blue Capital Ltd,BIV,0.021,-,0.021,0.026,1446,0.021,0.021,0.021,0.021,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.75,-5,2.75,2.80,2036,2.80,2.75,2.80,2.71,3.34,2.08,10.4,f,1.42,0.32,3.78,14.76,18.6,4.0,1.48,
Cadence Capital,CDM,0.715,1.5,0.715,0.755,19,0.715,0.715,0.715,0.70,0.88,0.55,4,f,6.58,1.13,5.59,26.3,2.7,1.5,2.14,
Chapmans Ltd,CHP,0.015,-,0.016,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.059,0.2,0.054,0.059,516,0.059,0.057,0.059,0.054,0.115,0.041,-,,-,0.05,-,-17.6,-,0.2,3.51,
CI Res Ltd,CII,0.72,-,0.70,0.75,-,-,-,0.72,0.72,0.91,0.69,2,,4.09,0.47,2.78,8.18,8.8,-,-,
Clime Capital,CAM,0.995,1.5,0.955,1.005,107,1.00,0.995,1.00,0.96,1.09,0.752,4,f,12.60,1.39,4.02,50.38,2.0,-3.5,-3.4,
Contango Capital,CCQ,0.64,-,0.635,0.68,30,0.64,0.64,0.68,0.635,1.55,0.60,1,f,6.91,1.12,1.56,6.91,9.3,0.5,0.79,
CVC Ltd,CVC,0.84,-,0.83,0.84,-,-,-,0.84,0.825,0.84,0.53,2,f,-,1.23,2.38,-5.51,-,1.5,1.82,
Diversa Ltd,DVA,0.093,-,0.093,0.115,10,0.093,0.093,0.10,0.093,0.15,0.08,-,,-,0.02,-,-6,-,-,-,
Equities & Freehldgss,EQF,0.21,-,0.20,0.21,5,0.21,0.21,0.21,0.21,0.31,0.02,-,,-,0.23,-,24.98,0.8,-,-,
Equity Tr,EQT,14.92,-7,14.91,15.00,10,14.92,14.92,15.10,14.92,19.50,14.25,110,f,0.83,2.62,7.37,91.82,16.2,-18.0,-1.19,
Euroz Ltd,EZL,1.33,3,1.325,1.33,3262,1.335,1.29,1.335,1.275,1.69,0.92,12,f,1.16,-,9.02,13.94,9.5,5.5,4.31,
  opt mar14,EZLO,0.55,1,0.54,0.55,76,0.55,0.54,0.55,0.54,0.91,0.38,-,,-,-,-,-,-,1.0,1.85,
Everest Financial,EFG,0.05,0.2,0.048,0.05,10800,0.05,0.05,0.051,0.048,0.085,0.037,-,,-,0.10,-,1.3,3.8,-,-,
Excela Ltd,EXA,0.395,-,0.395,0.40,10,0.395,0.395,0.395,0.395,0.63,0.25,2,f,-,0.59,5.06,-1.44,-,-,-,
Fiducian Portfolio,FPS,1.27,-,1.27,1.30,-,-,-,1.27,1.25,1.75,1.16,6.75,f,1.43,0.34,5.31,9.63,13.2,2.0,1.6,
Future Corp,FUT,0.002,-,0.002,0.003,29333,0.002,0.002,0.002,0.002,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.10,0.5,1.08,1.10,1013,1.10,1.095,1.11,1.085,1.32,0.99,1,f,5.19,1.43,0.91,5.19,21.2,0.5,0.46,
Hastings High Yld unt,HHY,1.175,0.5,1.155,1.17,223,1.175,1.165,1.175,1.14,1.44,1.085,17.01,,1.38,1.90,14.48,23.53,5.0,2.0,1.73,
Henderson Grp cdi,HGG,2.20,1,2.15,2.24,3785,2.24,2.19,2.24,2.14,2.67,1.87,10.69,,0.30,-0.18,4.86,3.23,68.1,1.0,0.46,
HFA Hldgs Ltd,HFA,0.165,-1,0.165,0.175,2640,0.175,0.165,0.18,0.165,0.43,0.145,-,,-,-0.20,-,-0.33,-,-2.5,-13.16,
Hunter Hall Intl,HHL,5.44,-11,5.36,5.50,122,5.50,5.44,5.69,5.29,7.90,4.83,47,f,1.25,1.73,8.64,58.95,9.2,15.0,2.84,
Investorfirst Ltd,INQ,0.05,-0.2,0.045,0.053,3626,0.052,0.05,0.052,0.05,0.15,0.05,-,,-,0.04,-,-1.36,-,-,-,
IOOF Hldgs Ltd,IFL,6.42,-7,6.35,6.46,1411,6.52,6.39,6.69,6.30,7.40,4.20,21,f,0.93,0.56,3.27,19.5,32.9,-4.0,-0.62,
K2 Asset Mgmt,KAM,0.425,2.5,0.425,0.48,82,0.425,0.425,0.425,0.40,0.87,0.40,-,,-,0.04,-,1.74,24.4,-1.5,-3.41,
Katana Capital,KAT,0.65,-,0.65,0.69,-,-,-,0.65,0.65,0.85,0.55,2,f,15.41,0.93,3.08,30.82,2.1,-,-,
Keybridge Capital,KBC,0.086,0.3,0.083,0.085,120,0.086,0.086,0.087,0.082,0.15,0.063,-,,-,0.50,-,-98.55,-,-0.2,-2.27,
Macq Grp Ltd,MQG,39.47,-69,39.46,39.50,17203,40.49,39.38,40.63,38.76,58.80,35.01,186,,1.72,25.82,4.71,320.2,12.3,-18.0,-0.45,
Macq Winton ord unt,MWG,1.19,-,1.19,1.23,-,-,-,1.20,1.19,1.31,1.05,-,,-,1.34,-,-2.09,-,-4.0,-3.25,
Magellan Fin Grp,MFG,1.10,-1,1.10,1.13,39,1.11,1.10,1.145,1.10,1.16,0.60,-,,-,-,-,0.6,183.3,-1.0,-0.9,
  opt jun11,MFGOB,0.10,-,0.10,0.28,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.14,-,0.14,-,-,-,-,0.14,0.14,0.20,0.012,-,,-,-,-,-,-,-,-,
Mariner Corp Ltd,MCX,0.003,-,0.002,0.004,-,-,-,0.003,0.002,0.016,0.002,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.033,-,0.034,0.036,-,-,-,0.037,0.033,0.09,0.03,-,,-,0.32,-,28.23,0.1,-0.2,-5.71,
Multi Channel,MUT,0.006,-0.1,0.005,0.008,2500,0.006,0.006,0.007,0.006,0.008,0.002,-,,-,-,-,-43.27,-,-0.1,-14.29,
Murchison Hldgs,MCH,0.46,-,0.50,0.53,-,-,-,0.46,0.46,0.77,0.30,-,,-,1.28,-,10.13,4.5,3.5,8.24,
Oceania Capital,OCP,1.52,-1,1.52,1.53,864,1.52,1.50,1.68,1.50,2.697,1.50,6,,2.31,5.01,3.95,13.88,11.0,-9.0,-5.59,
Orion Equities,OEQ,0.435,-,0.43,0.51,-,-,-,0.44,0.40,0.64,0.40,-,,-,1.23,-,33.16,1.3,-,-,
Over Fifty Grp,OFG,0.50,-,0.50,0.52,76,0.50,0.50,0.53,0.50,1.09,0.43,2.5,p,0.10,0.52,5.00,0.26,192.3,-,-,
Perpetual Ltd,PPT,29.16,-,29.00,29.34,817,29.38,28.96,29.71,28.71,41.39,27.11,165,f,1.11,4.46,5.66,183.4,15.9,45.0,1.57,
Plan B Grp Hld,PLB,0.68,-,0.50,0.695,-,-,-,0.68,0.68,0.89,0.50,2.7,f,0.62,0.09,3.97,1.68,40.5,-,-,
Platinum Asset,PTM,5.07,4,5.02,5.12,3631,5.12,5.01,5.14,4.88,6.34,4.11,20,f,1.17,-,3.94,23.41,21.7,24.0,4.97,
Prime Financial,PFG,0.19,-,0.165,0.195,2670,0.19,0.17,0.19,0.165,0.34,0.12,0.75,f,3.11,0.14,3.95,2.33,8.2,2.0,11.76,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.052,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.08,-,0.08,0.081,-,-,-,0.08,0.08,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-,
Redcape Prop Grp stp,RPF,0.18,-1,0.18,0.19,810,0.18,0.18,0.19,0.18,0.45,0.17,-,,-,0.32,-,21.74,0.8,0.5,2.86,
RIMCapital Ltd,RMC,0.026,-,0.022,0.026,-,-,-,0.026,0.026,0.10,0.025,-,,-,0.03,-,-0.02,-,-,-,
Robe Aust Ltd,ROB,0.006,-,0.007,0.01,-,-,-,0.007,0.006,0.024,0.005,-,,-,-,-,-4.59,-,-0.1,-14.29,
Snowball Grp,SNO,0.36,-6,0.36,0.38,900,0.39,0.36,0.42,0.36,0.47,0.325,3.25,f,0.83,-0.03,9.03,2.71,13.3,-6.0,-14.29,
Souls Private Equity,SOE,0.085,-,0.085,0.088,-,-,-,0.088,0.081,0.12,0.079,-,,-,0.19,-,0.09,94.4,-,-,
  opt feb15,SOEOA,0.015,-,0.015,0.018,-,-,-,0.015,0.015,0.02,0.008,-,,-,-,-,-,-,-,-,
Strategic Pooled,SPD,0.09,-,0.09,0.105,-,-,-,0.11,0.09,0.17,0.08,-,,-,0.14,-,0.52,17.3,-2.0,-18.18,
THE Tr Comp Ltd,TRU,5.56,-,5.50,5.70,2,5.56,5.56,5.60,5.56,6.70,5.10,33.7,f,1.00,0.02,6.06,33.8,16.4,9.0,1.65,
Tidewater Invest,TDI,0.22,-,0.22,0.25,-,-,-,0.22,0.22,0.29,0.127,1.5,f,6.07,0.30,6.82,9.1,2.4,-,-,
Treasury Grp,TRG,4.95,-,4.95,5.00,-,-,-,5.11,4.80,6.30,4.25,22,f,1.61,2.37,4.44,35.42,14.0,14.0,2.91,
Trojan Equity,TJN,0.52,-,0.52,0.585,-,-,-,0.52,0.50,0.55,0.297,-,,-,0.63,-,4.6,11.3,2.0,4,
Verus Invest,VIL,0.02,-0.1,0.02,0.021,52581,0.02,0.019,0.022,0.019,0.095,0.004,-,,-,-,-,-0.36,-,0.1,5.26,
Vesture Ltd,VES,0.105,-,0.11,0.155,-,-,-,0.105,0.105,0.105,0.006,-,,-,-0.28,-,0.93,11.3,-,-,
Viento Grp Ltd,VIE,0.11,-,0.11,0.16,-,-,-,0.11,0.11,0.22,0.07,-,,-,0.18,-,-4.81,-,-,-,
WAM Active Ltd,WAA,0.96,-,0.95,0.99,-,-,-,0.975,0.96,1.175,0.832,5,f,6.18,1.19,5.21,30.89,3.1,-1.5,-1.54,
  opt apr11,WAAO,0.015,-,0.015,0.03,-,-,-,0.016,0.015,0.03,0.015,-,,-,-,-,-,-,-0.1,-6.25,
